match_date,league,home_team,away_team,line,actual_total,result_side,kickoff_utc,published_at_utc,close_at_utc,close_is_stale,lambda_poisson,nb_r,market_lambda,lambda_v2,blend_weight,p_market_over,p_poisson_over,p_nb_raw_over,p_v2_over,pub_over_odds,pub_under_odds,close_over_odds,close_under_odds,ev_over,ev_under,selected_side,selected_odds,selected_close_odds,selected_ev,published_to_close_clv,pnl_units,bet_result,brier_market,brier_poisson,brier_nb_raw,brier_v2
2026-04-19,serie-a,Verona,Milan,9.5,7,under,2026-04-19T13:00:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,7.757,41.6854,9.4031,8.9092,0.3,0.460009,0.25372,0.265638,0.401323,2.07,1.7634,2.07,1.7634,-0.169262,0.055707,,,,,,,,0.21160864,0.06437370,0.07056369,0.16106004
2026-04-19,serie-a,Juventus,Bologna,10.0,7,under,2026-04-19T18:45:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.24,41.6854,9.6658,9.2381,0.3,0.378882,0.208629,0.224414,0.330969,2.48,1.5128,2.47,1.5181,-0.069647,-0.044067,,,,,,,,0.14355156,0.04352622,0.05036150,0.10954068
2026-04-19,serie-a,Juventus,Bologna,8.0,7,under,2026-04-19T18:45:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.24,41.6854,9.9145,9.4122,0.3,0.634443,0.440914,0.437665,0.579634,1.4808,2.57,1.4762,2.58,-0.025095,-0.102694,,,,,,,,0.40251739,0.19440503,0.19155101,0.33597506
2026-04-19,serie-a,Juventus,Bologna,8.5,7,under,2026-04-19T18:45:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.24,41.6854,9.2346,8.9362,0.3,0.559255,0.440914,0.437665,0.523971,1.6944,2.15,1.6849,2.16,-0.112184,0.023463,,,,,,,,0.31276618,0.19440503,0.19155101,0.27454514
2026-04-19,serie-a,Juventus,Bologna,9.0,7,under,2026-04-19T18:45:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.24,41.6854,9.7658,9.308,0.3,0.50219,0.313565,0.32155,0.448802,1.9091,1.9259,1.9009,1.9346,-0.024252,-0.048575,,,,,,,,0.25219515,0.09832296,0.10339415,0.20142289
2026-04-19,serie-a,Juventus,Bologna,9.5,7,under,2026-04-19T18:45:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.24,41.6854,9.2617,8.9552,0.3,0.443317,0.313565,0.32155,0.406817,2.14,1.7042,2.13,1.7042,-0.129412,0.010903,,,,,,,,0.19653014,0.09832296,0.10339415,0.16549983
2026-04-19,epl,Man City,Arsenal,10.0,13,over,2026-04-19T15:30:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.008,74.7748,9.925,9.3499,0.3,0.407982,0.184909,0.194727,0.340618,2.32,1.5988,2.03,1.8,-0.094561,-0.014765,,,,,,,,0.35048527,0.66437319,0.64846474,0.43478464
2026-04-19,epl,Man City,Arsenal,10.5,13,over,2026-04-19T15:30:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.008,74.7748,9.553,9.0895,0.3,0.364297,0.184909,0.194727,0.310615,2.58,1.4785,2.22,1.6536,-0.198613,0.019256,,,,,,,,0.40411811,0.66437319,0.64846474,0.47525151
2026-04-19,epl,Man City,Arsenal,8.5,13,over,2026-04-19T15:30:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.008,74.7748,9.4286,9.0024,0.3,0.588871,0.408569,0.408394,0.537211,1.5988,2.29,1.5128,2.51,-0.141107,0.059786,under,2.29,2.51,0.059786,-0.087649,-1.0,lost,0.16902738,0.34979021,0.34999807,0.21417346
2026-04-19,epl,Man City,Arsenal,9.0,13,over,2026-04-19T15:30:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.008,74.7748,10.0108,9.4099,0.3,0.535546,0.284369,0.290372,0.463211,1.7692,2.04,1.641,2.26,-0.057025,-0.033351,,,,,,,,0.21571796,0.51212794,0.50357252,0.28814282
2026-04-19,epl,Man City,Arsenal,9.5,13,over,2026-04-19T15:30:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.008,74.7748,9.4898,9.0452,0.3,0.472998,0.284369,0.290372,0.418079,2.02,1.813,1.8547,1.9901,-0.155481,0.055023,,,,,,,,0.27773147,0.51212794,0.50357252,0.33863225
2026-04-19,ligue-1,Metz,Paris FC,10.0,11,over,2026-04-19T15:15:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,10.031,67.0569,10.3171,10.2313,0.3,0.453638,0.420839,0.420375,0.443688,2.09,1.7353,2.12,1.6993,0.043733,-0.120239,over,2.09,2.12,0.043733,-0.014151,1.09,won,0.29851185,0.33542793,0.33596471,0.30948274
2026-04-19,ligue-1,Metz,Paris FC,10.5,11,over,2026-04-19T15:15:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,10.031,67.0569,9.9066,9.9439,0.3,0.405859,0.420839,0.420375,0.410216,2.32,1.5848,2.36,1.5525,-0.048299,-0.06531,,,,,,,,0.35300299,0.33542793,0.33596471,0.34784512
2026-04-19,ligue-1,Metz,Paris FC,8.5,11,over,2026-04-19T15:15:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,10.031,67.0569,9.7321,9.8218,0.3,0.622469,0.67066,0.654964,0.632399,1.5102,2.49,1.5208,2.43,-0.044951,-0.084674,,,,,,,,0.14252975,0.10846480,0.11904965,0.13513037
2026-04-19,ligue-1,Metz,Paris FC,9.0,11,over,2026-04-19T15:15:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,10.031,67.0569,10.3672,10.2664,0.3,0.575454,0.545943,0.537062,0.564094,1.6452,2.23,1.6623,2.18,0.043254,-0.169634,,,,,,,,0.18023916,0.20616809,0.21431187,0.19001402
2026-04-19,ligue-1,Metz,Paris FC,9.5,11,over,2026-04-19T15:15:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,10.031,67.0569,9.8164,9.8808,0.3,0.511836,0.545943,0.537062,0.519457,1.8621,1.9524,1.9009,1.9346,-0.032719,-0.061788,,,,,,,,0.23830369,0.20616809,0.21431187,0.23092168
2026-04-19,ligue-1,Monaco,Auxerre,10.0,14,over,2026-04-19T13:00:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.824,67.0569,10.206,9.7914,0.3,0.440745,0.273358,0.281398,0.392396,2.15,1.6944,2.23,1.6329,-0.039882,-0.05135,,,,,,,,0.31276618,0.52800924,0.51638863,0.36918304
2026-04-19,ligue-1,Monaco,Auxerre,10.5,14,over,2026-04-19T13:00:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.824,67.0569,9.7993,9.5067,0.3,0.393324,0.273358,0.281398,0.359222,2.39,1.5495,2.47,1.5051,-0.14146,-0.007114,,,,,,,,0.36805574,0.52800924,0.51638863,0.41059678
2026-04-19,ligue-1,Monaco,Auxerre,8.5,14,over,2026-04-19T13:00:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.824,67.0569,9.6758,9.4202,0.3,0.616151,0.520942,0.514139,0.586777,1.5263,2.45,1.5556,2.35,-0.104402,0.012396,,,,,,,,0.14734029,0.22949629,0.23606076,0.17075300
2026-04-19,ligue-1,Monaco,Auxerre,9.0,14,over,2026-04-19T13:00:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.824,67.0569,10.2938,9.8528,0.3,0.567196,0.389416,0.390633,0.516156,1.6711,2.19,1.7194,2.09,-0.017804,-0.082763,,,,,,,,0.18731941,0.37281259,0.37132830,0.23410507
2026-04-19,ligue-1,Monaco,Auxerre,9.5,14,over,2026-04-19T13:00:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.824,67.0569,9.7352,9.4618,0.3,0.502161,0.389416,0.390633,0.469177,1.9009,1.9174,1.9804,1.8475,-0.108141,0.0178,,,,,,,,0.24784402,0.37281259,0.37132830,0.28177308
2026-04-19,ligue-1,Nantes,Brest,10.0,11,over,2026-04-19T15:15:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,7.311,67.0569,9.9066,9.1279,0.3,0.405859,0.122057,0.133085,0.315596,2.32,1.5848,2.32,1.5848,-0.155186,0.018776,,,,,,,,0.35300299,0.77078378,0.75154137,0.46840832
2026-04-19,ligue-1,Nantes,Brest,8.0,11,over,2026-04-19T15:15:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,7.311,67.0569,10.0175,9.2055,0.3,0.653532,0.312263,0.316834,0.561235,1.4367,2.71,1.4367,2.71,-0.071046,-0.020639,,,,,,,,0.12004027,0.47298268,0.46671564,0.19251484
2026-04-19,ligue-1,Nantes,Brest,8.5,11,over,2026-04-19T15:15:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,7.311,67.0569,9.3723,8.7539,0.3,0.581141,0.312263,0.316834,0.505281,1.6289,2.26,1.6289,2.26,-0.176947,0.118064,under,2.26,2.26,0.118064,0.0,-1.0,lost,0.17544270,0.47298268,0.46671564,0.24474663
2026-04-19,ligue-1,Nantes,Brest,9.0,11,over,2026-04-19T15:15:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,7.311,67.0569,9.9496,9.1581,0.3,0.527559,0.202387,0.211697,0.43194,1.8,2.01,1.8065,2.02,-0.098961,0.017019,,,,,,,,0.22320045,0.63618635,0.62142197,0.32269258
2026-04-19,ligue-1,Nantes,Brest,9.5,11,over,2026-04-19T15:15:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,7.311,67.0569,9.454,8.8111,0.3,0.468224,0.202387,0.211697,0.389035,2.03,1.7874,2.03,1.7874,-0.21026,0.09204,,,,,,,,0.28278524,0.63618635,0.62142197,0.37327872
2026-04-19,epl,Nott'm Forest,Burnley,10.0,8,under,2026-04-19T13:00:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,10.032,74.7748,11.0012,10.7104,0.3,0.532123,0.420964,0.420555,0.499324,1.7937,2.04,1.8264,2.02,0.010665,-0.098249,,,,,,,,0.28315490,0.17721044,0.17686623,0.24932479
2026-04-19,epl,Nott'm Forest,Burnley,10.5,8,under,2026-04-19T13:00:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,10.032,74.7748,10.4813,10.3465,0.3,0.472998,0.420964,0.420555,0.457354,2.02,1.813,2.04,1.7752,-0.076145,-0.016183,,,,,,,,0.22372678,0.17721044,0.17686623,0.20917279
2026-04-19,epl,Nott'm Forest,Burnley,11.0,8,under,2026-04-19T13:00:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,10.032,74.7748,10.9022,10.6411,0.3,0.409639,0.306869,0.313454,0.380536,2.32,1.6098,2.33,1.578,-0.006292,-0.070392,,,,,,,,0.16780425,0.09416869,0.09825365,0.14480800
2026-04-19,epl,Nott'm Forest,Burnley,11.5,8,under,2026-04-19T13:00:00Z,2026-04-14T09:09:52Z,2026-04-18T08:39:24Z,true,10.032,74.7748,10.5196,10.3733,0.3,0.367026,0.306869,0.313454,0.350825,2.57,1.4902,2.56,1.4831,-0.09838,-0.032599,,,,,,,,0.13470827,0.09416869,0.09825365,0.12307802
2026-04-19,epl,Nott'm Forest,Burnley,9.0,8,under,2026-04-19T13:00:00Z,2026-04-19T08:43:57Z,2026-04-19T08:43:57Z,false,10.032,74.7748,11.0379,10.7361,0.3,0.648625,0.546067,0.538034,0.617107,1.4464,2.67,1.4464,2.67,0.001778,-0.16003,,,,,,,,0.42071441,0.29818955,0.28948008,0.38082126
2026-04-19,epl,Nott'm Forest,Burnley,9.5,8,under,2026-04-19T13:00:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,10.032,74.7748,10.4426,10.3194,0.3,0.58502,0.546067,0.538034,0.571167,1.6173,2.28,1.6369,2.25,-0.076252,-0.02226,,,,,,,,0.34224887,0.29818955,0.28948008,0.32623131
2026-04-19,ligue-1,Paris SG,Lyon,10.0,18,over,2026-04-19T18:45:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.269,67.0569,10.1473,9.5838,0.3,0.433928,0.211682,0.221944,0.368188,2.18,1.6711,2.17,1.6667,-0.081563,-0.021884,,,,,,,,0.32043754,0.62144543,0.60537063,0.39918610
2026-04-19,ligue-1,Paris SG,Lyon,10.5,18,over,2026-04-19T18:45:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.269,67.0569,9.7302,9.2918,0.3,0.385251,0.211682,0.221944,0.334365,2.44,1.5291,2.43,1.5236,-0.18415,0.017823,,,,,,,,0.37791625,0.62144543,0.60537063,0.44307018
2026-04-19,ligue-1,Paris SG,Lyon,8.5,18,over,2026-04-19T18:45:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.269,67.0569,9.6509,9.2363,0.3,0.613342,0.444946,0.442681,0.564942,1.5319,2.43,1.5263,2.42,-0.134565,0.05719,under,2.43,2.42,0.05719,0.004132,-1.0,lost,0.14950434,0.30808512,0.31060413,0.18927525
2026-04-19,ligue-1,Paris SG,Lyon,9.0,18,over,2026-04-19T18:45:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.269,67.0569,10.2619,9.6641,0.3,0.563592,0.317263,0.322384,0.493641,1.6803,2.17,1.6757,2.16,-0.049345,-0.042994,,,,,,,,0.19045155,0.46612993,0.45916380,0.25639912
2026-04-19,ligue-1,Paris SG,Lyon,9.5,18,over,2026-04-19T18:45:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,8.269,67.0569,9.699,9.27,0.3,0.497839,0.317263,0.322384,0.445721,1.9174,1.9009,1.9174,1.9009,-0.145374,0.053629,,,,,,,,0.25216532,0.46612993,0.45916380,0.30722509
2026-04-19,serie-a,Pisa,Genoa,10.0,10,push,2026-04-19T16:00:00Z,2026-04-14T13:04:59Z,2026-04-19T08:43:57Z,false,6.755,41.6854,9.469,8.6548,0.3,0.356764,0.082045,0.097518,0.267372,2.63,1.4587,2.64,1.4587,-0.19331,0.021208,,,,,,,,,,,
2026-04-19,serie-a,Pisa,Genoa,7.5,10,over,2026-04-19T16:00:00Z,2026-04-14T09:09:52Z,2026-04-14T09:09:52Z,true,6.755,41.6854,8.7961,8.1838,0.3,0.63093,0.364834,0.367174,0.558119,1.4975,2.56,1.4975,2.56,-0.164216,0.131214,under,2.56,2.56,0.131214,0.0,-1.0,lost,0.13621239,0.40343646,0.40046866,0.19525843
2026-04-19,serie-a,Pisa,Genoa,8.0,10,over,2026-04-19T16:00:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,6.755,41.6854,9.4392,8.6339,0.3,0.582688,0.23957,0.250641,0.487069,1.6329,2.28,1.5556,2.38,-0.079362,0.009095,,,,,,,,0.17414928,0.57825311,0.56153945,0.26309788
2026-04-19,serie-a,Pisa,Genoa,8.5,10,over,2026-04-19T16:00:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,6.755,41.6854,8.8635,8.2309,0.3,0.515187,0.23957,0.250641,0.436514,1.8547,1.9709,1.7576,2.06,-0.190398,0.110575,,,,,,,,0.23504349,0.57825311,0.56153945,0.31751650
2026-04-19,serie-a,Pisa,Genoa,9.0,10,over,2026-04-19T16:00:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,6.755,41.6854,9.3623,8.5801,0.3,0.455204,0.145554,0.160928,0.361945,2.09,1.7463,2.0,1.8403,-0.125085,0.025836,,,,,,,,0.29680243,0.73007875,0.70404210,0.40711380
2026-04-19,serie-a,Pisa,Genoa,9.5,10,over,2026-04-19T16:00:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,6.755,41.6854,8.9342,8.2804,0.3,0.404307,0.145554,0.160928,0.326322,2.34,1.5882,2.24,1.641,-0.236407,0.069936,,,,,,,,0.35484977,0.73007875,0.70404210,0.45384229
2026-04-19,ligue-1,Strasbourg,Rennes,10.0,11,over,2026-04-19T15:15:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,10.584,67.0569,10.1362,10.2705,0.3,0.432631,0.489623,0.484326,0.448239,2.18,1.6623,2.25,1.6211,0.093488,-0.159851,over,2.18,2.25,0.093488,-0.031111,1.18,won,0.32190702,0.26048479,0.26591936,0.30444067
2026-04-19,ligue-1,Strasbourg,Rennes,10.5,11,over,2026-04-19T15:15:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,10.584,67.0569,9.7553,10.0039,0.3,0.388185,0.489623,0.484326,0.417216,2.41,1.5291,2.48,1.5,0.00549,-0.108864,,,,,,,,0.37431745,0.26048479,0.26591936,0.33963759
2026-04-19,ligue-1,Strasbourg,Rennes,8.5,11,over,2026-04-19T15:15:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,10.584,67.0569,9.5618,9.8685,0.3,0.603195,0.728978,0.710331,0.637508,1.5525,2.36,1.5848,2.29,-0.010268,-0.14452,,,,,,,,0.15745430,0.07345300,0.08390838,0.13140026
2026-04-19,ligue-1,Strasbourg,Rennes,9.0,11,over,2026-04-19T15:15:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,10.584,67.0569,10.1707,10.2947,0.3,0.553196,0.612696,0.59937,0.567301,1.7042,2.11,1.7519,2.05,0.08165,-0.214494,,,,,,,,0.19963386,0.15000453,0.16050401,0.18722821
2026-04-19,ligue-1,Strasbourg,Rennes,9.5,11,over,2026-04-19T15:15:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,false,10.584,67.0569,9.6449,9.9266,0.3,0.491336,0.612696,0.59937,0.524856,1.9434,1.8772,2.0,1.8264,0.020005,-0.10806,,,,,,,,0.25873862,0.15000453,0.16050401,0.22576189
2026-04-20,epl,Crystal Palace,West Ham,10.0,10,push,2026-04-20T19:00:00Z,2026-04-14T09:09:52Z,2026-04-20T09:50:08Z,false,9.602,74.7748,10.8695,10.4892,0.3,0.517359,0.3673,0.370039,0.473911,1.8475,1.9804,1.8772,1.9524,-0.008155,-0.072149,,,,,,,,,,,
2026-04-20,epl,Crystal Palace,West Ham,10.5,10,under,2026-04-20T19:00:00Z,2026-04-14T09:09:52Z,2026-04-20T09:50:08Z,false,9.602,74.7748,10.3727,10.1415,0.3,0.460394,0.3673,0.370039,0.433396,2.06,1.7576,2.08,1.7407,-0.107203,-0.004138,,,,,,,,0.21196260,0.13490949,0.13692861,0.18783244
2026-04-20,epl,Crystal Palace,West Ham,11.0,10,under,2026-04-20T19:00:00Z,2026-04-14T09:09:52Z,2026-04-20T09:50:08Z,false,9.602,74.7748,10.7999,10.4406,0.3,0.398236,0.258976,0.267741,0.35826,2.36,1.5618,2.39,1.5495,-0.04449,-0.059538,,,,,,,,0.15859152,0.06706836,0.07168530,0.12835017
2026-04-20,epl,Crystal Palace,West Ham,9.0,10,over,2026-04-20T19:00:00Z,2026-04-14T09:09:52Z,2026-04-20T09:50:08Z,false,9.602,74.7748,10.9551,10.5492,0.3,0.640129,0.491396,0.48668,0.596824,1.4673,2.61,1.4831,2.56,-0.012293,-0.128009,,,,,,,,0.12950678,0.25867759,0.26349741,0.16255122
2026-04-20,epl,Crystal Palace,West Ham,9.5,10,over,2026-04-20T19:00:00Z,2026-04-14T09:09:52Z,2026-04-20T09:50:08Z,false,9.602,74.7748,10.3057,10.0946,0.3,0.569609,0.491396,0.48668,0.545339,1.6623,2.2,1.6803,2.17,-0.093484,0.000255,,,,,,,,0.18523660,0.25867759,0.26349741,0.20671694
2026-04-20,serie-a,Lecce,Fiorentina,10.0,7,under,2026-04-20T18:45:00Z,2026-04-14T09:09:52Z,2026-04-20T09:50:08Z,false,9.076,41.6854,10.1043,9.7958,0.3,0.428174,0.303061,0.313025,0.393509,2.22,1.6623,2.31,1.5917,-0.014289,-0.066088,,,,,,,,0.18333299,0.09184588,0.09798466,0.15484924
2026-04-20,serie-a,Lecce,Fiorentina,10.5,7,under,2026-04-20T18:45:00Z,2026-04-14T09:09:52Z,2026-04-19T08:43:57Z,true,9.076,41.6854,9.7006,9.5132,0.3,0.382793,0.303061,0.313025,0.361726,2.47,1.5319,2.47,1.5181,-0.106537,-0.022228,,,,,,,,0.14653061,0.09184588,0.09798466,0.13084549
2026-04-20,serie-a,Lecce,Fiorentina,8.0,7,under,2026-04-20T18:45:00Z,2026-04-19T16:29:44Z,2026-04-20T09:50:08Z,false,9.076,41.6854,10.1392,9.8202,0.3,0.657484,0.554318,0.540655,0.624492,1.4274,2.74,1.4255,2.74,0.001669,-0.162976,,,,,,,,0.43228558,0.30726814,0.29230789,0.38998978
2026-04-20,serie-a,Lecce,Fiorentina,8.5,7,under,2026-04-20T18:45:00Z,2026-04-14T09:09:52Z,2026-04-20T09:50:08Z,false,9.076,41.6854,9.5878,9.4343,0.3,0.599289,0.554318,0.540655,0.582133,1.578,2.36,1.6211,2.27,-0.081394,-0.013834,,,,,,,,0.35914728,0.30726814,0.29230789,0.33887899
2026-04-20,serie-a,Lecce,Fiorentina,9.0,7,under,2026-04-20T18:45:00Z,2026-04-14T09:09:52Z,2026-04-20T09:50:08Z,false,9.076,41.6854,10.1861,9.8531,0.3,0.549493,0.422604,0.421242,0.512173,1.7299,2.11,1.8,2.03,0.001813,-0.099229,,,,,,,,0.30194308,0.17859424,0.17744484,0.26232131
2026-04-20,serie-a,Lecce,Fiorentina,9.5,7,under,2026-04-20T18:45:00Z,2026-04-14T09:09:52Z,2026-04-20T09:50:08Z,false,9.076,41.6854,9.6428,9.4727,0.3,0.488006,0.422604,0.421242,0.468191,1.9615,1.8696,2.03,1.7874,-0.081644,-0.005729,,,,,,,,0.23814991,0.17859424,0.17744484,0.21920235
2026-04-21,la-liga,Ath Bilbao,Osasuna,10.0,9,under,2026-04-21T17:00:00Z,2026-04-15T09:10:56Z,2026-04-21T09:18:10Z,false,9.036,69.2387,10.0322,9.7333,0.3,0.420536,0.298289,0.304964,0.385571,2.25,1.6329,2.25,1.6329,-0.015904,-0.07047,,,,,,,,0.17685069,0.08897633,0.09300333,0.14866474
2026-04-21,la-liga,Ath Bilbao,Osasuna,10.5,9,under,2026-04-21T17:00:00Z,2026-04-15T09:10:56Z,2026-04-21T09:18:10Z,false,9.036,69.2387,9.6497,9.4656,0.3,0.375796,0.298289,0.304964,0.354339,2.5,1.5051,2.5,1.5051,-0.114151,-0.028216,,,,,,,,0.14122253,0.08897633,0.09300333,0.12555644
2026-04-21,la-liga,Ath Bilbao,Osasuna,8.5,9,over,2026-04-21T17:00:00Z,2026-04-15T09:10:56Z,2026-04-21T09:18:10Z,false,9.036,69.2387,9.5591,9.4022,0.3,0.603253,0.549081,0.540809,0.584992,1.5587,2.37,1.5587,2.37,-0.088173,-0.016431,,,,,,,,0.15740819,0.20332792,0.21085626,0.17223160
2026-04-21,la-liga,Ath Bilbao,Osasuna,9.0,9,push,2026-04-21T17:00:00Z,2026-04-15T09:10:56Z,2026-04-21T09:18:10Z,false,9.036,69.2387,10.1324,9.8035,0.3,0.549077,0.417335,0.416888,0.510506,1.7246,2.1,1.7246,2.1,0.000713,-0.104387,,,,,,,,,,,
2026-04-21,la-liga,Ath Bilbao,Osasuna,9.5,9,under,2026-04-21T17:00:00Z,2026-04-15T09:10:56Z,2026-04-21T09:18:10Z,false,9.036,69.2387,9.5716,9.4109,0.3,0.482641,0.417335,0.416888,0.463079,1.9804,1.8475,1.9901,1.8547,-0.082917,-0.008039,,,,,,,,0.23294196,0.17416837,0.17379565,0.21444260
2026-04-21,epl,Brighton,Chelsea,10.0,11,over,2026-04-21T19:00:00Z,2026-04-19T12:40:08Z,2026-04-21T09:18:10Z,false,10.477,74.7748,10.2042,10.2861,0.3,0.440745,0.476417,0.472498,0.450306,2.15,1.6944,2.25,1.6329,0.085228,-0.149892,over,2.15,2.25,0.085228,-0.044444,1.15,won,0.31276618,0.27413873,0.27825887,0.30216307
2026-04-21,epl,Brighton,Chelsea,10.5,11,over,2026-04-21T19:00:00Z,2026-04-19T12:40:08Z,2026-04-21T09:18:10Z,false,10.477,74.7748,9.8003,10.0033,0.3,0.393324,0.476417,0.472498,0.417187,2.39,1.5495,2.49,1.5076,-0.002923,-0.096932,,,,,,,,0.36805574,0.27413873,0.27825887,0.33967076
2026-04-21,epl,Brighton,Chelsea,8.5,11,over,2026-04-21T19:00:00Z,2026-04-19T12:40:08Z,2026-04-21T09:18:10Z,false,10.477,74.7748,9.6109,9.8707,0.3,0.610049,0.71826,0.701861,0.639168,1.5405,2.41,1.5848,2.32,-0.015361,-0.130396,,,,,,,,0.15206150,0.07937752,0.08888710,0.13019947
2026-04-21,epl,Brighton,Chelsea,9.0,11,over,2026-04-21T19:00:00Z,2026-04-19T12:40:08Z,2026-04-21T09:18:10Z,false,10.477,74.7748,10.2529,10.3201,0.3,0.563592,0.600155,0.588849,0.571245,1.6803,2.17,1.7519,2.07,0.074987,-0.204296,,,,,,,,0.19045155,0.15987569,0.16904537,0.18383125
2026-04-21,epl,Brighton,Chelsea,9.5,11,over,2026-04-21T19:00:00Z,2026-04-19T12:40:08Z,2026-04-21T09:18:10Z,false,10.477,74.7748,9.7303,9.9543,0.3,0.50219,0.600155,0.588849,0.528897,1.9091,1.9259,1.9901,1.8403,0.009718,-0.092703,,,,,,,,0.24781445,0.15987569,0.16904537,0.22193784
2026-04-21,la-liga,Girona,Betis,10.0,4,under,2026-04-21T19:30:00Z,2026-04-15T09:10:56Z,2026-04-21T09:18:10Z,false,8.696,69.2387,10.2728,9.7997,0.3,0.448577,0.258633,0.267052,0.393338,2.12,1.7246,2.12,1.7246,-0.0494,-0.038328,,,,,,,,0.20122153,0.06689114,0.07131692,0.15471465
2026-04-21,la-liga,Girona,Betis,10.5,4,under,2026-04-21T19:30:00Z,2026-04-15T09:10:56Z,2026-04-21T09:18:10Z,false,8.696,69.2387,9.8627,9.5127,0.3,0.400711,0.258633,0.267052,0.359819,2.36,1.578,2.36,1.578,-0.150828,0.010206,,,,,,,,0.16056932,0.06689114,0.07131692,0.12946957
2026-04-21,la-liga,Girona,Betis,8.5,4,under,2026-04-21T19:30:00Z,2026-04-15T09:10:56Z,2026-04-21T09:18:10Z,false,8.696,69.2387,9.7015,9.3999,0.3,0.619443,0.503673,0.498091,0.58472,1.5236,2.48,1.5236,2.48,-0.109121,0.029895,,,,,,,,0.38370901,0.25368651,0.24809453,0.34189715
2026-04-21,la-liga,Girona,Betis,9.0,4,under,2026-04-21T19:30:00Z,2026-04-15T09:10:56Z,2026-04-21T09:18:10Z,false,8.696,69.2387,10.3319,9.8412,0.3,0.571826,0.372608,0.374738,0.514986,1.6623,2.22,1.6623,2.22,-0.023976,-0.069623,,,,,,,,0.32698495,0.13883647,0.14042872,0.26521049
2026-04-21,la-liga,Girona,Betis,9.5,4,under,2026-04-21T19:30:00Z,2026-04-15T09:10:56Z,2026-04-21T09:18:10Z,false,8.696,69.2387,9.7793,9.4543,0.3,0.507627,0.372608,0.374738,0.468385,1.885,1.9434,1.885,1.9434,-0.117095,0.033141,under,1.9434,1.9434,0.033141,0.0,0.9434,won,0.25768538,0.13883647,0.14042872,0.21938423
2026-04-21,la-liga,Mallorca,Valencia,10.0,11,over,2026-04-21T17:00:00Z,2026-04-15T09:10:56Z,2026-04-21T09:18:10Z,false,10.38,69.2387,10.2054,10.2578,0.3,0.440745,0.46439,0.461007,0.446837,2.15,1.6944,2.15,1.6944,0.077299,-0.143687,over,2.15,2.15,0.077299,0.0,1.15,won,0.31276618,0.28687806,0.29051318,0.30598911
