generated_at,captured_at,match_date,kickoff_at,competition,league_key,home_team,away_team,bookmaker,player_name,model_prob,fair_odds,market_odds,market_prob,edge_pp,ev_pct,signal_status,confidence,player_team,opponent_team,position,expected_minutes,assist_rate_per90,xa_rate_per90,history_minutes,team_attack_scale,setpiece_lambda,corner_share_last5_pct,fk_share_last5_pct,setpiece_share_last5_pct,join_status,notes
2026-05-18T11:14:13Z,2026-05-17T13:25:00Z,2026-05-17,2026-05-17T14:00:00Z,England - Premier League,epl,Everton FC,Sunderland AFC,Bet365,Jake O'Brien,0.073232,13.655,11.000,0.090909,-1.77,-19.45,no_edge,low,,everton,Unknown,68.0,0.0900,0.0900,0,1.118,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:36:50Z,2026-05-17,2026-05-17T19:00:00Z,France - Ligue 1,ligue-1,Lille OSC,AJ Auxerre,Bet365,Telli Siwe,0.020800,48.078,26.000,0.038462,-1.77,-45.92,no_edge,low,auxerre,lille,DC,76.7,0.0279,0.0310,230,0.826,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-18T11:14:04Z,2026-05-19,2026-05-19T19:15:00Z,England - Premier League,epl,Chelsea FC,Tottenham Hotspur,Bet365,Mathys Tel,0.125081,7.995,7.000,0.142857,-1.78,-12.44,no_edge,high,tottenham,chelsea,AML,63.2,0.1218,0.2192,1909,0.973,0.0070,29.03,0.0,25.71,matched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Sevilla FC,Real Madrid,Bet365,Federico Gattoni,0.059127,16.913,13.000,0.076923,-1.78,-23.13,no_edge,low,,sevilla,Unknown,68.0,0.0900,0.0900,0,0.896,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Sevilla FC,Real Madrid,Bet365,Santos Fabio Cardoso,0.059127,16.913,13.000,0.076923,-1.78,-23.13,no_edge,low,,sevilla,Unknown,68.0,0.0900,0.0900,0,0.896,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Sevilla FC,Real Madrid,Bet365,Marcao Teixeira,0.059127,16.913,13.000,0.076923,-1.78,-23.13,no_edge,low,,sevilla,Unknown,68.0,0.0900,0.0900,0,0.896,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:36:50Z,2026-05-17,2026-05-17T19:00:00Z,France - Ligue 1,ligue-1,FC Lorient,Le Havre AC,Bet365,Souleymane Toure,0.073152,13.670,11.000,0.090909,-1.78,-19.53,no_edge,low,,lorient,Unknown,68.0,0.0900,0.0900,0,1.117,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:24:56Z,2026-05-17,2026-05-17T18:45:00Z,Italy - Serie A,serie-a,Cagliari Calcio,Torino FC,Bet365,Marcus Pedersen,0.082065,12.185,10.000,0.100000,-1.79,-17.93,no_edge,low,torino,cagliari,Sub,63.9,0.0779,0.0998,2450,1.310,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T12:24:17Z,2026-05-17,2026-05-17T13:00:00Z,Italy - Serie A,serie-a,Inter Milano,Hellas Verona,Bet365,Tobias Slotsager,0.029632,33.747,21.000,0.047619,-1.80,-37.77,no_edge,low,verona,inter,Sub,54.4,0.0607,0.0607,435,0.821,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T13:25:00Z,2026-05-17,2026-05-17T14:00:00Z,England - Premier League,epl,Leeds United,Brighton & Hove Albion,Bet365,Sebastiaan Bornauw,0.029489,33.911,21.000,0.047619,-1.81,-38.07,no_edge,low,leeds,brighton,Sub,43.1,0.0650,0.0650,347,0.962,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:05Z,2026-05-17,2026-05-17T16:30:00Z,England - Premier League,epl,Newcastle United,West Ham United,Bet365,Jarrod Bowen,0.231808,4.314,4.000,0.250000,-1.82,-7.28,no_edge,high,west ham,newcastle united,AMC,90.0,0.2571,0.1975,3581,1.100,0.0235,75.0,0.0,57.69,matched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T14:45:03Z,2026-05-17,2026-05-17T16:00:00Z,Italy - Serie A,serie-a,Atalanta BC,Bologna FC,Bet365,Sead Kolasinac,0.058729,17.027,13.000,0.076923,-1.82,-23.65,no_edge,low,atalanta,bologna,DC,76.2,0.0534,0.0723,3059,1.087,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:36:48Z,2026-05-17,2026-05-17T19:15:00Z,Spain - LaLiga,la-liga,FC Barcelona,Real Betis Seville,Bet365,Diego Llorente,0.011071,90.330,34.000,0.029412,-1.83,-62.36,no_edge,low,real betis,barcelona,DC,76.8,0.0080,0.0167,3022,0.953,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Rayo Vallecano,Villarreal CF,Bet365,Logan Costa,0.029211,34.234,21.000,0.047619,-1.84,-38.66,no_edge,low,villarreal,rayo vallecano,DC,85.2,0.0348,0.0174,2596,1.334,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T13:25:00Z,2026-05-17,2026-05-17T14:00:00Z,England - Premier League,epl,Brentford FC,Crystal Palace,Bet365,Kaden Rodney,0.072392,13.814,11.000,0.090909,-1.85,-20.37,no_edge,low,,brentford,Unknown,68.0,0.0900,0.0900,0,1.105,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T12:24:17Z,2026-05-17,2026-05-17T13:00:00Z,Italy - Serie A,serie-a,Inter Milano,Hellas Verona,Bet365,Nicolas Valentini,0.019671,50.836,26.000,0.038462,-1.88,-48.86,no_edge,low,verona,inter,DC,65.2,0.0096,0.0462,2398,0.821,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:24:56Z,2026-05-17,2026-05-17T18:45:00Z,Italy - Serie A,serie-a,Udinese Calcio,US Cremonese,Bet365,Romano Floriani Mussolini,0.071709,13.945,11.000,0.090909,-1.92,-21.12,no_edge,low,,udinese,Unknown,68.0,0.0900,0.0900,0,1.094,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:24:56Z,2026-05-17,2026-05-17T18:45:00Z,Italy - Serie A,serie-a,Udinese Calcio,US Cremonese,Bet365,Sebastiano Luperto,0.071709,13.945,11.000,0.090909,-1.92,-21.12,no_edge,low,,udinese,Unknown,68.0,0.0900,0.0900,0,1.094,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:36:50Z,2026-05-17,2026-05-17T19:00:00Z,France - Ligue 1,ligue-1,Olympique Lyon,Racing Club De Lens,Bet365,Odsonne Edouard,0.105659,9.464,8.000,0.125000,-1.93,-15.47,no_edge,high,lens,lyon,FW,63.2,0.1393,0.1101,1879,1.321,0.0000,0.0,0.0,0.0,matched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:36:50Z,2026-05-17,2026-05-17T19:00:00Z,France - Ligue 1,ligue-1,FC Nantes,Toulouse FC,Bet365,Sekou Doucoure,0.070773,14.130,11.000,0.090909,-2.01,-22.15,no_edge,low,,nantes,Unknown,68.0,0.0900,0.0900,0,1.079,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Real Oviedo,Deportivo Alaves,Bet365,Alberto Reina,0.122518,8.162,7.000,0.142857,-2.03,-14.24,no_edge,high,real oviedo,deportivo alaves,AML,83.9,0.0755,0.1621,2436,1.011,0.0065,17.65,7.69,13.33,matched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Levante UD,RCD Mallorca,Bet365,Marash Kumbulla,0.038503,25.972,17.000,0.058824,-2.03,-34.55,no_edge,low,mallorca,levante,Sub,54.2,0.0607,0.0622,434,1.056,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-18T11:14:04Z,2026-05-18,2026-05-18T19:00:00Z,England - Premier League,epl,Arsenal FC,Burnley FC,Bet365,Lesley Ugochukwu,0.062833,15.915,12.000,0.083333,-2.05,-24.60,no_edge,low,,arsenal,Unknown,68.0,0.0900,0.0900,0,0.954,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-18T11:14:04Z,2026-05-18,2026-05-18T19:00:00Z,England - Premier League,epl,Arsenal FC,Burnley FC,Bet365,Marli Salmon,0.062833,15.915,12.000,0.083333,-2.05,-24.60,no_edge,low,,arsenal,Unknown,68.0,0.0900,0.0900,0,0.954,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-18T11:14:04Z,2026-05-19,2026-05-19T18:30:00Z,England - Premier League,epl,AFC Bournemouth,Manchester City,Bet365,Tyler Adams,0.055976,17.865,13.000,0.076923,-2.09,-27.23,no_edge,low,bournemouth,manchester city,Sub,49.9,0.1361,0.0762,3001,1.070,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T13:25:00Z,2026-05-17,2026-05-17T14:00:00Z,England - Premier League,epl,Leeds United,Brighton & Hove Albion,Bet365,Rhys Chadwick,0.055305,18.082,13.000,0.076923,-2.16,-28.10,no_edge,low,,leeds,Unknown,68.0,0.0900,0.0900,0,0.837,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T13:25:00Z,2026-05-17,2026-05-17T14:00:00Z,England - Premier League,epl,Leeds United,Brighton & Hove Albion,Bet365,Jack Hinshelwood,0.121277,8.246,7.000,0.142857,-2.16,-15.11,no_edge,low,brighton,leeds,AMC,84.8,0.1743,0.1312,2612,0.939,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T13:25:00Z,2026-05-17,2026-05-17T14:00:00Z,England - Premier League,epl,Brentford FC,Crystal Palace,Bet365,Maxence Lacroix,0.044922,22.261,15.000,0.066667,-2.17,-32.62,no_edge,low,crystal palace,brentford,DC,86.1,0.0473,0.0372,3569,1.178,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-18T11:14:04Z,2026-05-19,2026-05-19T18:30:00Z,England - Premier League,epl,AFC Bournemouth,Manchester City,Bet365,Veljko Milosavljevic,0.040601,24.630,16.000,0.062500,-2.19,-35.04,no_edge,low,bournemouth,manchester city,Sub,51.9,0.0641,0.0689,363,1.070,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:24:56Z,2026-05-17,2026-05-17T18:45:00Z,Italy - Serie A,serie-a,Udinese Calcio,US Cremonese,Bet365,Federico Ceccherini,0.036891,27.107,17.000,0.058824,-2.19,-37.28,no_edge,low,cremonese,udinese,DC,58.9,0.0884,0.0502,475,0.904,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Real Sociedad San Sebastian,Valencia CF,Bet365,Sergio Gomez,0.200257,4.994,4.500,0.222222,-2.20,-9.88,no_edge,high,real sociedad,real sociedad san sebastian,Sub,90.0,0.1349,0.2148,3037,1.120,0.0143,22.22,37.5,26.32,matched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T13:25:00Z,2026-05-17,2026-05-17T14:00:00Z,England - Premier League,epl,Leeds United,Brighton & Hove Albion,Bet365,James Justin,0.077952,12.828,10.000,0.100000,-2.20,-22.05,no_edge,medium,leeds,brighton,DML,88.4,0.0654,0.0970,1715,0.962,0.0000,0.0,0.0,0.0,matched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Elche CF,Getafe CF,Bet365,Juan Iglesias,0.061176,16.346,12.000,0.083333,-2.22,-26.59,no_edge,low,getafe,elche,DL,89.9,0.0569,0.0570,3450,1.110,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Rayo Vallecano,Villarreal CF,Bet365,Sergi Cardona,0.102577,9.749,8.000,0.125000,-2.24,-17.94,no_edge,high,villarreal,rayo vallecano,DL,56.1,0.1447,0.1115,2677,1.334,0.0058,16.67,20.0,16.13,matched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:36:50Z,2026-05-17,2026-05-17T19:00:00Z,France - Ligue 1,ligue-1,OGC Nice,FC Metz,Bet365,Koffi Kouao,0.077618,12.884,10.000,0.100000,-2.24,-22.38,no_edge,low,metz,nice,DR,82.8,0.0830,0.0742,3164,1.137,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:24:56Z,2026-05-17,2026-05-17T18:45:00Z,Italy - Serie A,serie-a,Sassuolo Calcio,US Lecce,Bet365,Kristian Thorstvedt,0.110915,9.016,7.500,0.133333,-2.24,-16.81,no_edge,low,sassuolo,lecce,MC,90.0,0.1406,0.0925,3006,1.076,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Atletico Madrid,Girona FC,Bet365,Aleksa Puric,0.077307,12.935,10.000,0.100000,-2.27,-22.69,no_edge,low,,atletico madrid,Unknown,68.0,0.0900,0.0900,0,1.183,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Atletico Madrid,Girona FC,Bet365,Gibert Jordana,0.077307,12.935,10.000,0.100000,-2.27,-22.69,no_edge,low,,atletico madrid,Unknown,68.0,0.0900,0.0900,0,1.183,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:36:50Z,2026-05-17,2026-05-17T19:00:00Z,France - Ligue 1,ligue-1,OGC Nice,FC Metz,Bet365,Lucas Michal,0.077307,12.935,10.000,0.100000,-2.27,-22.69,no_edge,low,,nice,Unknown,68.0,0.0900,0.0900,0,1.183,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:36:50Z,2026-05-17,2026-05-17T19:00:00Z,France - Ligue 1,ligue-1,OGC Nice,FC Metz,Bet365,Ismael Guerti,0.077307,12.935,10.000,0.100000,-2.27,-22.69,no_edge,low,,nice,Unknown,68.0,0.0900,0.0900,0,1.183,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:36:50Z,2026-05-17,2026-05-17T19:00:00Z,France - Ligue 1,ligue-1,OGC Nice,FC Metz,Bet365,Fode Ballo-Toure,0.077307,12.935,10.000,0.100000,-2.27,-22.69,no_edge,low,,nice,Unknown,68.0,0.0900,0.0900,0,1.183,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:36:50Z,2026-05-17,2026-05-17T19:00:00Z,France - Ligue 1,ligue-1,Stade Brest 29,Angers SCO,Bet365,Junior Diaz,0.077307,12.935,10.000,0.100000,-2.27,-22.69,no_edge,low,,brest,Unknown,68.0,0.0900,0.0900,0,1.183,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T13:25:00Z,2026-05-17,2026-05-17T14:00:00Z,England - Premier League,epl,Everton FC,Sunderland AFC,Bet365,Idrissa Gueye,0.077105,12.969,10.000,0.100000,-2.29,-22.89,no_edge,low,everton,sunderland,DMC,88.2,0.0974,0.0669,3441,1.055,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:24:56Z,2026-05-17,2026-05-17T18:45:00Z,Italy - Serie A,serie-a,Cagliari Calcio,Torino FC,Bet365,Emirhan Ilkhan,0.088095,11.351,9.000,0.111111,-2.30,-20.71,no_edge,low,torino,cagliari,Sub,52.1,0.1472,0.1078,873,1.310,0.0000,0.0,0.0,0.0,matched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T12:24:17Z,2026-05-17,2026-05-17T13:00:00Z,Italy - Serie A,serie-a,Inter Milano,Hellas Verona,Bet365,Armel Bella-Kotchap,0.011135,89.810,29.000,0.034483,-2.33,-67.71,no_edge,low,verona,inter,DC,79.5,0.0142,0.0161,1316,0.821,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Levante UD,RCD Mallorca,Bet365,Jan Salas,0.067418,14.833,11.000,0.090909,-2.35,-25.84,no_edge,low,,levante,Unknown,68.0,0.0900,0.0900,0,1.026,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Levante UD,RCD Mallorca,Bet365,Javier Olaizola,0.067418,14.833,11.000,0.090909,-2.35,-25.84,no_edge,low,,levante,Unknown,68.0,0.0900,0.0900,0,1.026,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T14:45:05Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,CA Osasuna,Espanyol Barcelona,Bet365,Jorge Herrando,0.023979,41.703,21.000,0.047619,-2.36,-49.64,no_edge,low,osasuna,espanyol barcelona,DC,63.8,0.0355,0.0274,2524,1.133,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:36:50Z,2026-05-17,2026-05-17T19:00:00Z,France - Ligue 1,ligue-1,Paris FC,Paris Saint-Germain,Bet365,Dimitri Lucea,0.067197,14.882,11.000,0.090909,-2.37,-26.08,no_edge,low,,paris fc,Unknown,68.0,0.0900,0.0900,0,1.023,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:36:50Z,2026-05-17,2026-05-17T19:00:00Z,France - Ligue 1,ligue-1,Paris FC,Paris Saint-Germain,Bet365,Lucas Beraldo,0.067197,14.882,11.000,0.090909,-2.37,-26.08,no_edge,low,,paris fc,Unknown,68.0,0.0900,0.0900,0,1.023,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Levante UD,RCD Mallorca,Bet365,Pablo Martinez,0.176044,5.680,5.000,0.200000,-2.40,-11.98,no_edge,medium,levante,mallorca,MC,65.2,0.1767,0.1939,1698,1.325,0.0132,35.71,33.33,34.15,matched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T12:24:17Z,2026-05-17,2026-05-17T13:00:00Z,Italy - Serie A,serie-a,Inter Milano,Hellas Verona,Bet365,Gift Emmanuel Orban,0.066870,14.954,11.000,0.090909,-2.40,-26.44,no_edge,low,,inter,Unknown,68.0,0.0900,0.0900,0,1.018,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T12:24:17Z,2026-05-17,2026-05-17T13:00:00Z,Italy - Serie A,serie-a,Inter Milano,Hellas Verona,Bet365,Al Motasim Al Musrati,0.066870,14.954,11.000,0.090909,-2.40,-26.44,no_edge,low,,inter,Unknown,68.0,0.0900,0.0900,0,1.018,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Real Oviedo,Deportivo Alaves,Bet365,Carlos Ballestero,0.075942,13.168,10.000,0.100000,-2.41,-24.06,no_edge,low,,real oviedo,Unknown,68.0,0.0900,0.0900,0,1.161,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Real Oviedo,Deportivo Alaves,Bet365,Ander Guevara,0.075942,13.168,10.000,0.100000,-2.41,-24.06,no_edge,low,,real oviedo,Unknown,68.0,0.0900,0.0900,0,1.161,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Real Oviedo,Deportivo Alaves,Bet365,Victor Parada,0.075942,13.168,10.000,0.100000,-2.41,-24.06,no_edge,low,,real oviedo,Unknown,68.0,0.0900,0.0900,0,1.161,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T13:25:00Z,2026-05-17,2026-05-17T14:00:00Z,England - Premier League,epl,Wolverhampton Wanderers,Fulham FC,Bet365,Mateus Mane,0.100808,9.920,8.000,0.125000,-2.42,-19.35,no_edge,medium,wolves,fulham,AMC,67.5,0.1006,0.1274,1604,0.970,0.0204,55.56,46.15,51.61,matched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Sevilla FC,Real Madrid,Bet365,Tanguy Kouassi,0.059127,16.913,12.000,0.083333,-2.42,-29.05,no_edge,low,,sevilla,Unknown,68.0,0.0900,0.0900,0,0.896,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T13:25:00Z,2026-05-17,2026-05-17T14:00:00Z,England - Premier League,epl,Brentford FC,Crystal Palace,Bet365,Jefferson Lerma,0.086632,11.543,9.000,0.111111,-2.45,-22.03,no_edge,low,crystal palace,brentford,MC,74.8,0.1111,0.0826,2420,1.178,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:36:50Z,2026-05-17,2026-05-17T19:00:00Z,France - Ligue 1,ligue-1,OGC Nice,FC Metz,Bet365,Alpha Toure,0.052418,19.077,13.000,0.076923,-2.45,-31.86,no_edge,low,metz,nice,MC,67.8,0.0786,0.0545,1504,1.137,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-18T11:14:04Z,2026-05-18,2026-05-18T19:00:00Z,England - Premier League,epl,Arsenal FC,Burnley FC,Bet365,Maxime Esteve,0.013851,72.198,26.000,0.038462,-2.46,-63.99,no_edge,low,burnley,arsenal,DC,88.1,0.0072,0.0220,3447,0.845,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:36:50Z,2026-05-17,2026-05-17T19:00:00Z,France - Ligue 1,ligue-1,FC Nantes,Toulouse FC,Bet365,Ignatius Ganago,0.108776,9.193,7.500,0.133333,-2.46,-18.42,no_edge,medium,nantes,toulouse,FW,75.5,0.0973,0.1296,1227,1.160,0.0000,0.0,0.0,0.0,matched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T12:24:17Z,2026-05-17,2026-05-17T13:00:00Z,Italy - Serie A,serie-a,Inter Milano,Hellas Verona,Bet365,Nicolo Barella,0.205698,4.861,4.333,0.230787,-2.51,-10.87,no_edge,high,inter,verona,MC,80.6,0.2138,0.2215,2931,1.127,0.0095,20.0,20.0,20.0,matched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T14:45:05Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,CA Osasuna,Espanyol Barcelona,Bet365,Cyril Ngonge,0.108087,9.252,7.500,0.133333,-2.52,-18.93,no_edge,low,espanyol,osasuna,AMR,51.5,0.2550,0.2105,441,0.866,0.0023,12.5,0.0,9.09,matched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Real Sociedad San Sebastian,Valencia CF,Bet365,Ibai Aguirre,0.065740,15.212,11.000,0.090909,-2.52,-27.69,no_edge,low,,real sociedad san sebastian,Unknown,68.0,0.0900,0.0900,0,1.000,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Real Sociedad San Sebastian,Valencia CF,Bet365,Jon Aramburu,0.065740,15.212,11.000,0.090909,-2.52,-27.69,no_edge,low,,real sociedad san sebastian,Unknown,68.0,0.0900,0.0900,0,1.000,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T12:24:17Z,2026-05-17,2026-05-17T13:00:00Z,Italy - Serie A,serie-a,Inter Milano,Hellas Verona,Bet365,Abdou Harroui,0.065622,15.239,11.000,0.090909,-2.53,-27.82,no_edge,medium,verona,inter,Sub,66.2,0.1216,0.1074,1246,0.821,0.0000,0.0,0.0,0.0,matched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T18:36:48Z,2026-05-17,2026-05-17T19:15:00Z,Spain - LaLiga,la-liga,FC Barcelona,Real Betis Seville,Bet365,Pablo Fornals,0.141188,7.083,6.000,0.166667,-2.55,-15.29,no_edge,high,real betis,barcelona,MC,73.0,0.1589,0.2011,3122,0.953,0.0082,28.57,0.0,27.27,matched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Elche CF,Getafe CF,Bet365,Tete Morente,0.085658,11.674,9.000,0.111111,-2.55,-22.91,no_edge,low,elche,getafe,DMR,66.0,0.1030,0.1138,760,1.110,0.0000,0.0,0.0,0.0,matched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-17T16:01:08Z,2026-05-17,2026-05-17T17:00:00Z,Spain - LaLiga,la-liga,Elche CF,Getafe CF,Bet365,Sebastian Boselli,0.041032,24.371,15.000,0.066667,-2.56,-38.45,no_edge,low,getafe,elche,Sub,43.8,0.0645,0.0847,356,1.110,0.0000,,,,unmatched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-18T11:14:04Z,2026-05-19,2026-05-19T18:30:00Z,England - Premier League,epl,AFC Bournemouth,Manchester City,Bet365,Bernardo Silva,0.156168,6.403,5.500,0.181818,-2.57,-14.11,no_edge,high,manchester city,bournemouth,DMC,85.9,0.1043,0.1444,3157,1.238,0.0158,33.33,28.57,32.0,matched,private_shadow_v0_not_public
2026-05-18T11:14:13Z,2026-05-18T11:14:04Z,2026-05-19,2026-05-19T18:30:00Z,England - Premier League,epl,AFC Bournemouth,Manchester City,Bet365,Evanilson,0.085445,11.703,9.000,0.111111,-2.57,-23.10,no_edge,low,bournemouth,manchester city,FW,82.2,0.0732,0.1011,3159,1.070,0.0000,,,,unmatched,private_shadow_v0_not_public
