season,competition,match_date,team,opponent,is_home,player_id,player_name,position,started,minutes,goals,assists,shots,shots_on_target,xg,npxg,xa,big_chances,big_chance_goals,big_chance_misses,big_chance_xg,penalties_scored,penalties_attempted,team_xg,team_xga
2023-2024,Bundesliga,2024-05-04,Bayern Munich,VfB Stuttgart,0,647,Harry Kane,FW,,90,1,0,4,,1.330967,0.573191,0.373548,1,0,1,0.417448,1,1,1.92761,2.0106
2023-2024,Bundesliga,2024-04-27,Bayern Munich,Eintracht Frankfurt,1,647,Harry Kane,FW,,90,2,0,6,,1.617221,0.859445,0.053032,1,1,0,0.63326,1,1,3.29649,0.392852
2023-2024,Bundesliga,2024-04-20,Bayern Munich,Union Berlin,0,647,Harry Kane,FW,,90,1,1,3,,0.188442,0.188442,0.409829,0,0,0,0.0,0,0,1.92795,1.06863
2023-2024,Bundesliga,2024-04-13,Bayern Munich,FC Cologne,1,647,Harry Kane,FW,,90,0,0,5,,0.929907,0.929907,0.0,2,0,2,0.776451,0,0,2.34705,0.766768
2023-2024,Bundesliga,2024-04-06,Bayern Munich,FC Heidenheim,0,647,Harry Kane,FW,,90,1,0,5,,0.620231,0.620231,0.0,1,1,0,0.418123,0,0,2.12066,1.35048
2023-2024,Bundesliga,2024-03-30,Bayern Munich,Borussia Dortmund,1,647,Harry Kane,FW,,90,0,0,4,,1.069502,1.069502,0.05027,2,0,2,0.952429,0,0,1.90876,1.25844
2023-2024,Bundesliga,2024-03-16,Bayern Munich,Darmstadt,0,647,Harry Kane,FW,,84,1,1,4,,1.690342,1.690342,0.408997,3,1,2,1.568297,0,0,5.11913,1.2476
2023-2024,Bundesliga,2024-03-09,Bayern Munich,Mainz 05,1,647,Harry Kane,FW,,90,3,1,9,,3.215191,3.215191,0.311157,5,3,2,2.845299,0,0,6.78137,1.07439
2023-2024,Bundesliga,2024-03-01,Bayern Munich,Freiburg,0,647,Harry Kane,FW,,90,0,0,6,,0.862573,0.862573,0.0,2,0,2,0.603323,0,0,2.4424,1.53977
2023-2024,Bundesliga,2024-02-24,Bayern Munich,RasenBallsport Leipzig,1,647,Harry Kane,FW,,90,2,0,7,,1.35452,1.35452,0.098618,3,1,2,1.044147,0,0,1.83179,0.57703
2023-2024,Bundesliga,2024-02-18,Bayern Munich,Bochum,0,647,Harry Kane,FW,,90,1,0,7,,1.351682,1.351682,0.0,3,1,2,1.063968,0,0,2.86883,2.08495
2023-2024,Bundesliga,2024-02-10,Bayern Munich,Bayer Leverkusen,0,647,Harry Kane,FW,,90,0,0,1,,0.038214,0.038214,0.0,0,0,0,0.0,0,0,0.710198,1.22993
2023-2024,Bundesliga,2024-02-03,Bayern Munich,Borussia M.Gladbach,1,647,Harry Kane,FW,,90,1,0,6,,0.847397,0.847397,0.11016,1,1,0,0.492565,0,0,2.58401,0.780069
2023-2024,Bundesliga,2024-01-27,Bayern Munich,Augsburg,0,647,Harry Kane,FW,,90,1,0,3,,0.721173,0.721173,0.0,1,1,0,0.580325,0,0,2.27504,2.68517
2023-2024,Bundesliga,2024-01-24,Bayern Munich,Union Berlin,1,647,Harry Kane,FW,,90,0,0,2,,0.187346,0.187346,0.0,0,0,0,0.0,0,0,2.172,0.477644
2023-2024,Bundesliga,2024-01-21,Bayern Munich,Werder Bremen,1,647,Harry Kane,FW,,90,0,0,3,,0.224922,0.224922,0.107185,0,0,0,0.0,0,0,1.54562,0.429252
2023-2024,Bundesliga,2024-01-12,Bayern Munich,Hoffenheim,1,647,Harry Kane,FW,,90,1,0,7,,1.123537,1.123537,0.323328,2,1,1,0.70532,0,0,3.4164,1.61888
2023-2024,Bundesliga,2023-12-20,Bayern Munich,Wolfsburg,0,647,Harry Kane,FW,,90,1,0,3,,0.834574,0.834574,0.12232,2,0,2,0.805322,0,0,3.15053,0.313193
2023-2024,Bundesliga,2023-12-17,Bayern Munich,VfB Stuttgart,1,647,Harry Kane,FW,,90,2,0,5,,1.753801,1.753801,0.0,3,2,1,1.568161,0,0,3.41522,0.309157
2023-2024,Bundesliga,2023-12-09,Bayern Munich,Eintracht Frankfurt,0,647,Harry Kane,FW,,90,0,0,5,,1.253442,1.253442,0.123642,2,0,2,1.092547,0,0,2.59277,1.84651
2023-2024,Bundesliga,2023-11-24,Bayern Munich,FC Cologne,0,647,Harry Kane,FW,,90,1,0,2,,0.683847,0.683847,0.614223,1,1,0,0.620407,0,0,3.8999,0.189125
2023-2024,Bundesliga,2023-11-11,Bayern Munich,FC Heidenheim,1,647,Harry Kane,FW,,90,2,0,6,,0.543717,0.543717,0.226929,0,0,0,0.0,0,0,2.60786,1.04526
2023-2024,Bundesliga,2023-11-04,Bayern Munich,Borussia Dortmund,0,647,Harry Kane,FW,,90,3,0,5,,1.558861,1.558861,0.133254,3,3,0,1.431173,0,0,2.86067,1.47623
2023-2024,Bundesliga,2023-10-28,Bayern Munich,Darmstadt,1,647,Harry Kane,FW,,90,3,1,9,,1.460967,1.460967,0.320642,2,2,0,1.161118,0,0,5.884,0.924873
2023-2024,Bundesliga,2023-10-21,Bayern Munich,Mainz 05,0,647,Harry Kane,FW,,90,1,0,2,,0.650571,0.650571,0.0,1,1,0,0.529473,0,0,1.68693,0.975025
2023-2024,Bundesliga,2023-10-08,Bayern Munich,Freiburg,1,647,Harry Kane,FW,,76,0,1,4,,0.297341,0.297341,0.90931,0,0,0,0.0,0,0,2.37438,0.070499
2023-2024,Bundesliga,2023-09-30,Bayern Munich,RasenBallsport Leipzig,0,647,Harry Kane,FW,,90,1,0,1,,0.757777,0.0,0.475586,0,0,0,0.0,1,1,1.95099,0.793383
2023-2024,Bundesliga,2023-09-23,Bayern Munich,Bochum,1,647,Harry Kane,FW,,90,3,2,6,,2.371637,1.61386,1.050794,3,2,1,1.427878,1,1,6.02607,0.089204
2023-2024,Bundesliga,2023-09-15,Bayern Munich,Bayer Leverkusen,1,647,Harry Kane,FW,,87,1,0,2,,0.940564,0.940564,0.0,2,1,1,0.940564,0,0,2.74374,2.4584
2023-2024,Bundesliga,2023-09-02,Bayern Munich,Borussia M.Gladbach,0,647,Harry Kane,FW,,90,0,0,3,,0.263158,0.263158,0.0,0,0,0,0.0,0,0,2.14949,0.201237
