season,competition,match_date,team,opponent,is_home,player_id,player_name,position,started,minutes,goals,assists,shots,shots_on_target,xg,npxg,xa,big_chances,big_chance_goals,big_chance_misses,big_chance_xg,penalties_scored,penalties_attempted,team_xg,team_xga
2024-2025,Ligue 1,2025-05-17,Marseille,Rennes,1,7490,Mason Greenwood,FWR,,90,2,1,6,,1.933036,0.412845,0.650782,0,0,0,0.0,1,2,4.06558,1.40321
2024-2025,Ligue 1,2025-05-10,Marseille,Le Havre,0,7490,Mason Greenwood,AMR,,90,1,0,6,,0.233357,0.233357,0.442147,0,0,0,0.0,0,0,2.16132,1.10297
2024-2025,Ligue 1,2025-05-04,Marseille,Lille,0,7490,Mason Greenwood,AMR,,90,0,0,3,,0.192131,0.192131,0.132592,0,0,0,0.0,0,0,1.42571,0.682721
2024-2025,Ligue 1,2025-04-27,Marseille,Brest,1,7490,Mason Greenwood,AMR,,87,1,1,2,,0.065047,0.065047,0.241344,0,0,0,0.0,0,0,1.12568,2.00913
2024-2025,Ligue 1,2025-04-19,Marseille,Montpellier,1,7490,Mason Greenwood,AMC,,90,2,0,5,,2.03145,1.271355,0.124168,2,1,1,1.115754,1,1,3.82233,0.304052
2024-2025,Ligue 1,2025-04-12,Marseille,Monaco,0,7490,Mason Greenwood,AMC,,85,0,0,2,,0.094985,0.094985,0.078969,0,0,0,0.0,0,0,0.877673,2.91516
2024-2025,Ligue 1,2025-04-06,Marseille,Toulouse,1,7490,Mason Greenwood,AMC,,90,1,0,2,,0.05091,0.05091,0.405257,0,0,0,0.0,0,0,1.13222,1.30619
2024-2025,Ligue 1,2025-03-29,Marseille,Reims,0,7490,Mason Greenwood,AMC,,90,0,0,5,,0.484897,0.484897,0.032665,1,0,1,0.364098,0,0,1.07885,1.05547
2024-2025,Ligue 1,2025-03-16,Marseille,Paris Saint Germain,0,7490,Mason Greenwood,Sub,,26,0,0,1,,0.031504,0.031504,0.059217,0,0,0,0.0,0,0,0.734284,2.60859
2024-2025,Ligue 1,2025-03-08,Marseille,Lens,1,7490,Mason Greenwood,Sub,,44,0,0,2,,0.058115,0.058115,0.0,0,0,0,0.0,0,0,1.18945,1.23993
2024-2025,Ligue 1,2025-03-02,Marseille,Nantes,1,7490,Mason Greenwood,AMC,,82,1,0,7,,0.790047,0.790047,0.042452,1,1,0,0.380386,0,0,2.61727,0.838148
2024-2025,Ligue 1,2025-02-22,Marseille,Auxerre,0,7490,Mason Greenwood,AMC,,90,0,0,2,,0.482976,0.482976,0.077524,1,0,1,0.462268,0,0,1.22185,1.96607
2024-2025,Ligue 1,2025-02-15,Marseille,Saint-Etienne,1,7490,Mason Greenwood,FW,,76,1,0,5,,1.598015,0.83792,0.126382,2,0,2,0.719883,1,1,5.94236,1.0312
2024-2025,Ligue 1,2025-02-09,Marseille,Angers,0,7490,Mason Greenwood,FW,,77,0,0,2,,0.186206,0.186206,0.0,0,0,0,0.0,0,0,2.87581,0.367397
2024-2025,Ligue 1,2025-02-02,Marseille,Lyon,1,7490,Mason Greenwood,FW,,90,1,0,4,,0.866702,0.866702,0.818043,1,1,0,0.703291,0,0,3.61972,1.83806
2024-2025,Ligue 1,2025-01-26,Marseille,Nice,0,7490,Mason Greenwood,AMC,,90,0,0,4,,0.125764,0.125764,0.0,0,0,0,0.0,0,0,1.11157,2.10992
2024-2025,Ligue 1,2025-01-19,Marseille,Strasbourg,1,7490,Mason Greenwood,AMC,,90,1,0,6,,1.843926,1.083831,0.059866,3,0,3,0.935694,1,1,3.29082,0.854933
2024-2025,Ligue 1,2025-01-11,Marseille,Rennes,0,7490,Mason Greenwood,AMC,,90,1,1,3,,1.048147,1.048147,0.54344,2,1,1,0.941036,0,0,2.49254,1.76569
2024-2025,Ligue 1,2025-01-05,Marseille,Le Havre,1,7490,Mason Greenwood,AMC,,90,0,1,3,,0.191296,0.191296,1.044804,0,0,0,0.0,0,0,3.17491,0.885341
2024-2025,Ligue 1,2024-12-14,Marseille,Lille,1,7490,Mason Greenwood,AMC,,86,0,0,2,,0.181636,0.181636,0.0,0,0,0,0.0,0,0,1.21515,1.24013
2024-2025,Ligue 1,2024-12-08,Marseille,Saint-Etienne,0,7490,Mason Greenwood,AMC,,90,1,0,9,,2.054671,1.294576,0.117507,2,1,1,0.766776,0,1,2.9851,0.166752
2024-2025,Ligue 1,2024-12-01,Marseille,Monaco,1,7490,Mason Greenwood,AMC,,90,1,0,5,,0.913209,0.153114,0.0,0,0,0,0.0,1,1,1.65632,0.958578
2024-2025,Ligue 1,2024-11-23,Marseille,Lens,0,7490,Mason Greenwood,FW,,82,0,0,2,,0.062273,0.062273,0.0,0,0,0,0.0,0,0,1.37895,2.1723
2024-2025,Ligue 1,2024-11-08,Marseille,Auxerre,1,7490,Mason Greenwood,AMR,,90,1,0,3,,0.831117,0.071022,0.548359,0,0,0,0.0,1,1,2.02831,2.09466
2024-2025,Ligue 1,2024-11-03,Marseille,Nantes,0,7490,Mason Greenwood,AMR,,90,1,0,2,,0.074683,0.074683,0.120015,0,0,0,0.0,0,0,0.876221,1.25901
