season,competition,match_date,team,opponent,is_home,player_id,player_name,position,started,minutes,goals,assists,shots,shots_on_target,xg,npxg,xa,big_chances,big_chance_goals,big_chance_misses,big_chance_xg,penalties_scored,penalties_attempted,team_xg,team_xga
2023-2024,Serie A,2024-05-19,Inter,Lazio,1,7006,Lautaro Martínez,FW,,90,0,0,5,,0.221901,0.221901,0.390528,0,0,0,0.0,0,0,1.61165,0.686603
2023-2024,Serie A,2024-05-10,Inter,Frosinone,0,7006,Lautaro Martínez,Sub,,24,1,1,2,,0.183191,0.183191,0.401004,0,0,0,0.0,0,0,2.05666,1.88809
2023-2024,Serie A,2024-05-04,Inter,Sassuolo,0,7006,Lautaro Martínez,FW,,90,0,0,3,,0.442546,0.442546,0.0,1,0,1,0.38308,0,0,1.63693,0.334967
2023-2024,Serie A,2024-04-28,Inter,Torino,1,7006,Lautaro Martínez,FW,,90,0,0,3,,0.198851,0.198851,0.548397,0,0,0,0.0,0,0,1.90101,0.45813
2023-2024,Serie A,2024-04-22,Inter,AC Milan,0,7006,Lautaro Martínez,FW,,90,0,0,2,,0.699034,0.699034,0.0,1,0,1,0.608429,0,0,1.62976,2.51108
2023-2024,Serie A,2024-04-08,Inter,Udinese,0,7006,Lautaro Martínez,FW,,90,0,0,6,,0.509966,0.509966,0.046785,0,0,0,0.0,0,0,3.41188,0.069958
2023-2024,Serie A,2024-04-01,Inter,Empoli,1,7006,Lautaro Martínez,FW,,77,0,0,3,,0.601993,0.601993,0.240179,1,0,1,0.346693,0,0,2.03375,0.560443
2023-2024,Serie A,2024-03-17,Inter,Napoli,1,7006,Lautaro Martínez,FW,,80,0,0,5,,0.41565,0.41565,0.0,0,0,0,0.0,0,0,1.37916,1.36148
2023-2024,Serie A,2024-03-04,Inter,Genoa,1,7006,Lautaro Martínez,FW,,78,0,0,3,,0.283412,0.283412,0.365594,0,0,0,0.0,0,0,2.90423,1.17046
2023-2024,Serie A,2024-02-28,Inter,Atalanta,1,7006,Lautaro Martínez,FW,,71,1,0,4,,1.192307,0.431008,0.512335,1,0,1,0.286327,0,1,2.91852,0.258264
2023-2024,Serie A,2024-02-25,Inter,Lecce,0,7006,Lautaro Martínez,FW,,67,2,0,2,,1.136977,1.136977,0.09486,2,2,0,1.136977,0,0,3.07379,0.928229
2023-2024,Serie A,2024-02-16,Inter,Salernitana,1,7006,Lautaro Martínez,FW,,61,1,0,3,,0.173664,0.173664,0.037991,0,0,0,0.0,0,0,4.48759,0.046417
2023-2024,Serie A,2024-02-10,Inter,Roma,0,7006,Lautaro Martínez,FW,,79,0,0,1,,0.076482,0.076482,0.068719,0,0,0,0.0,0,0,1.24183,1.00864
2023-2024,Serie A,2024-02-04,Inter,Juventus,1,7006,Lautaro Martínez,FW,,90,0,0,2,,0.146011,0.146011,0.0,0,0,0,0.0,0,0,1.64254,0.597312
2023-2024,Serie A,2024-01-28,Inter,Fiorentina,0,7006,Lautaro Martínez,FW,,80,1,0,5,,0.425828,0.425828,0.0,0,0,0,0.0,0,0,0.617311,1.89212
2023-2024,Serie A,2024-01-13,Inter,Monza,0,7006,Lautaro Martínez,FW,,90,2,0,4,,1.799511,1.038212,0.096939,1,1,0,0.954924,1,1,4.72502,1.07372
2023-2024,Serie A,2024-01-06,Inter,Verona,1,7006,Lautaro Martínez,FW,,90,1,0,3,,0.746029,0.746029,0.044811,2,1,1,0.68994,0,0,2.12311,1.36479
2023-2024,Serie A,2023-12-17,Inter,Lazio,0,7006,Lautaro Martínez,FW,,90,1,0,2,,0.724633,0.724633,0.082585,1,1,0,0.618729,0,0,1.69409,1.63799
2023-2024,Serie A,2023-12-09,Inter,Udinese,1,7006,Lautaro Martínez,FW,,90,1,0,4,,0.741891,0.741891,0.049959,1,0,1,0.612354,0,0,3.34151,0.847308
2023-2024,Serie A,2023-12-03,Inter,Napoli,0,7006,Lautaro Martínez,FW,,90,0,1,3,,0.783217,0.783217,0.785861,1,0,1,0.584384,0,0,2.58503,0.787314
2023-2024,Serie A,2023-11-26,Inter,Juventus,0,7006,Lautaro Martínez,FW,,90,1,0,4,,0.439798,0.439798,0.0,1,1,0,0.327252,0,0,0.692636,0.488914
2023-2024,Serie A,2023-11-12,Inter,Frosinone,1,7006,Lautaro Martínez,FW,,90,0,0,4,,0.65234,0.65234,0.056749,1,0,1,0.450912,0,0,3.2782,0.58612
2023-2024,Serie A,2023-11-04,Inter,Atalanta,0,7006,Lautaro Martínez,FW,,90,1,0,2,,0.16472,0.16472,0.0,0,0,0,0.0,0,0,1.39642,1.36089
2023-2024,Serie A,2023-10-29,Inter,Roma,1,7006,Lautaro Martínez,FW,,90,0,0,4,,0.346562,0.346562,0.027945,0,0,0,0.0,0,0,2.25314,0.495306
2023-2024,Serie A,2023-10-21,Inter,Torino,0,7006,Lautaro Martínez,FW,,82,1,0,2,,1.079216,1.079216,0.0,2,1,1,1.079216,0,0,2.44253,0.596799
2023-2024,Serie A,2023-10-07,Inter,Bologna,1,7006,Lautaro Martínez,FW,,90,1,0,3,,0.178939,0.178939,0.0,0,0,0,0.0,0,0,0.705274,1.04766
2023-2024,Serie A,2023-09-30,Inter,Salernitana,0,7006,Lautaro Martínez,Sub,,34,4,0,5,,1.827981,1.066682,0.0,2,2,0,0.901596,1,1,2.5554,0.620122
2023-2024,Serie A,2023-09-27,Inter,Sassuolo,1,7006,Lautaro Martínez,FW,,90,0,0,2,,0.127966,0.127966,0.0,0,0,0,0.0,0,0,1.02458,1.02404
2023-2024,Serie A,2023-09-24,Inter,Empoli,0,7006,Lautaro Martínez,FW,,72,0,0,2,,0.09088,0.09088,0.156668,0,0,0,0.0,0,0,1.63518,0.330665
2023-2024,Serie A,2023-09-16,Inter,AC Milan,1,7006,Lautaro Martínez,FW,,90,0,1,0,,0.0,0.0,0.171956,0,0,0,0.0,0,0,2.95417,0.989611
2023-2024,Serie A,2023-09-03,Inter,Fiorentina,1,7006,Lautaro Martínez,FW,,90,2,0,5,,1.285653,1.285653,0.021588,2,1,1,1.01283,0,0,5.21474,0.346607
2023-2024,Serie A,2023-08-28,Inter,Cagliari,0,7006,Lautaro Martínez,FW,,90,1,0,6,,0.658504,0.658504,0.0,1,1,0,0.312146,0,0,1.25423,0.484344
2023-2024,Serie A,2023-08-19,Inter,Monza,1,7006,Lautaro Martínez,FW,,83,2,0,5,,1.561449,1.561449,0.026922,2,2,0,1.381417,0,0,2.49549,0.581247
2023-2024,Serie A,2024-05-25,Juventus,Monza,1,7084,Dusan Vlahovic,Sub,,16,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,1.92843,1.13394
2023-2024,Serie A,2024-05-20,Juventus,Bologna,0,7084,Dusan Vlahovic,FW,,64,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,1.27372,1.379
2023-2024,Serie A,2024-05-12,Juventus,Salernitana,1,7084,Dusan Vlahovic,FW,,81,0,0,3,,0.611017,0.611017,0.583734,1,0,1,0.564191,0,0,2.36999,0.921042
2023-2024,Serie A,2024-05-05,Juventus,Roma,0,7084,Dusan Vlahovic,FW,,76,0,0,3,,0.298939,0.298939,0.054454,0,0,0,0.0,0,0,0.95263,1.60597
