season,competition,match_date,team,opponent,is_home,player_id,player_name,position,started,minutes,goals,assists,shots,shots_on_target,xg,npxg,xa,big_chances,big_chance_goals,big_chance_misses,big_chance_xg,penalties_scored,penalties_attempted,team_xg,team_xga
2026-2027,Ligue 1,2026-08-22,Le Mans,Brest,1,10342,Louis Mafouta,FW,,66,1,1,2,,0.145819,0.145819,0.455856,0,0,0,0.0,0,0,0.768246,2.62744
2026-2027,Ligue 1,2026-09-04,Paris Saint Germain,Monaco,1,3297,Marquinhos,DC,,90,1,0,1,,0.867284,0.867284,0.049824,1,1,0,0.867284,0,0,2.52357,0.601454
2026-2027,Ligue 1,2026-08-28,Paris Saint Germain,Lille,0,3297,Marquinhos,DC,,90,1,0,1,,0.346802,0.346802,0.0,1,1,0,0.346802,0,0,1.78135,1.16266
2026-2027,Ligue 1,2026-09-06,Strasbourg,Troyes,0,11618,Samuel Amo-Ameyaw,Sub,,22,2,0,3,,0.25811,0.25811,0.114627,0,0,0,0.0,0,0,3.51582,2.64731
2026-2027,Ligue 1,2026-08-29,Strasbourg,Lens,1,11618,Samuel Amo-Ameyaw,Sub,,10,0,0,1,,0.029855,0.029855,0.0,0,0,0,0.0,0,0,1.85921,2.95021
2026-2027,Ligue 1,2026-08-21,Strasbourg,Marseille,0,11618,Samuel Amo-Ameyaw,AMR,,69,0,0,1,,0.022414,0.022414,0.0,0,0,0,0.0,0,0,0.192997,2.35215
2026-2027,Ligue 1,2026-09-04,Monaco,Paris Saint Germain,0,12255,Paris Brunner,FW,,75,0,0,1,,0.054112,0.054112,0.021304,0,0,0,0.0,0,0,0.601454,2.52357
2026-2027,Ligue 1,2026-08-30,Monaco,Marseille,1,12255,Paris Brunner,FW,,83,2,0,5,,1.035876,1.035876,0.0,2,2,0,0.790064,0,0,1.60964,1.25309
2026-2027,Ligue 1,2026-08-23,Monaco,Le Havre,0,12255,Paris Brunner,FW,,61,0,0,4,,0.687763,0.687763,0.0,1,0,1,0.37869,0,0,1.65557,0.662278
2026-2027,Ligue 1,2026-09-11,Rennes,Marseille,1,12850,Esteban Lepaul,FW,,79,0,0,2,,0.14718,0.14718,0.088373,0,0,0,0.0,0,0,2.31897,1.30655
2026-2027,Ligue 1,2026-09-06,Rennes,Angers,0,12850,Esteban Lepaul,FW,,90,0,0,6,,1.288785,1.288785,0.0,2,0,2,1.067229,0,0,2.37195,1.86719
2026-2027,Ligue 1,2026-08-30,Rennes,Le Mans,1,12850,Esteban Lepaul,FW,,90,2,0,6,,1.142835,0.38274,0.371596,0,0,0,0.0,1,1,3.64052,2.72393
2026-2027,Ligue 1,2026-09-06,Strasbourg,Troyes,0,14359,Gessime Yassine,FWR,,84,0,1,2,,0.134248,0.134248,1.506577,0,0,0,0.0,0,0,3.51582,2.64731
2026-2027,Ligue 1,2026-08-29,Strasbourg,Lens,1,14359,Gessime Yassine,FWR,,90,2,0,3,,0.699403,0.699403,0.314406,1,1,0,0.577549,0,0,1.85921,2.95021
2026-2027,Ligue 1,2026-08-21,Strasbourg,Marseille,0,14359,Gessime Yassine,AML,,90,0,0,2,,0.104287,0.104287,0.0,0,0,0,0.0,0,0,0.192997,2.35215
2026-2027,Ligue 1,2026-09-11,Marseille,Rennes,0,343,Pierre-Emile Højbjerg,DMC,,90,0,0,3,,0.4999,0.4999,0.067142,1,0,1,0.408001,0,0,1.30655,2.31897
2026-2027,Ligue 1,2026-09-06,Marseille,Paris FC,1,343,Pierre-Emile Højbjerg,DMC,,90,0,0,1,,0.098598,0.098598,0.103379,0,0,0,0.0,0,0,1.72315,3.37808
2026-2027,Ligue 1,2026-08-30,Marseille,Monaco,0,343,Pierre-Emile Højbjerg,DMC,,90,0,0,0,,0.0,0.0,0.100894,0,0,0,0.0,0,0,1.25309,1.60964
2026-2027,Ligue 1,2026-08-21,Marseille,Strasbourg,1,343,Pierre-Emile Højbjerg,DMC,,90,1,0,3,,0.069508,0.069508,0.024863,0,0,0,0.0,0,0,2.35215,0.192997
2026-2027,Ligue 1,2026-09-03,Lille,Toulouse,0,502,Olivier Giroud,FW,,60,0,0,0,,0.0,0.0,0.012539,0,0,0,0.0,0,0,1.04406,2.97022
2026-2027,Ligue 1,2026-08-28,Lille,Paris Saint Germain,1,502,Olivier Giroud,FW,,90,0,2,2,,0.80055,0.80055,0.111978,2,0,2,0.80055,0,0,1.16266,1.78135
2026-2027,Ligue 1,2026-08-23,Lille,Angers,0,502,Olivier Giroud,FW,,66,1,0,1,,0.027219,0.027219,0.0,0,0,0,0.0,0,0,1.21456,1.85763
2026-2027,Ligue 1,2026-09-04,Monaco,Paris Saint Germain,0,643,Eric Dier,DC,,90,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,0.601454,2.52357
2026-2027,Ligue 1,2026-08-30,Monaco,Marseille,1,643,Eric Dier,DC,,90,0,1,1,,0.049985,0.049985,0.36323,0,0,0,0.0,0,0,1.60964,1.25309
2026-2027,Ligue 1,2026-08-23,Monaco,Le Havre,0,643,Eric Dier,DC,,90,1,0,1,,0.123977,0.123977,0.0,0,0,0,0.0,0,0,1.65557,0.662278
2026-2027,Ligue 1,2026-09-05,Lorient,Lens,0,3536,Jean-Victor Makengo,AMC,,90,0,0,1,,0.127963,0.127963,0.194663,0,0,0,0.0,0,0,1.03397,1.10048
2026-2027,Ligue 1,2026-08-29,Lorient,Troyes,1,3536,Jean-Victor Makengo,AMC,,75,1,0,1,,0.026438,0.026438,0.0,0,0,0,0.0,0,0,1.02163,1.68146
2026-2027,Ligue 1,2026-08-22,Lorient,Nice,0,3536,Jean-Victor Makengo,AMC,,90,0,0,3,,0.915657,0.915657,0.0,2,0,2,0.840297,0,0,1.98004,1.08878
2026-2027,Ligue 1,2026-09-11,Rennes,Marseille,1,3549,Adrien Thomasson,MC,,90,1,0,3,,1.107183,1.107183,0.058346,2,1,1,1.036151,0,0,2.31897,1.30655
2026-2027,Ligue 1,2026-09-06,Rennes,Angers,0,3549,Adrien Thomasson,Sub,,9,0,0,0,,0.0,0.0,0.084623,0,0,0,0.0,0,0,2.37195,1.86719
2026-2027,Ligue 1,2026-08-30,Rennes,Le Mans,1,3549,Adrien Thomasson,MC,,90,0,1,1,,0.471614,0.471614,0.339337,1,0,1,0.471614,0,0,3.64052,2.72393
2026-2027,Ligue 1,2026-09-11,Rennes,Marseille,1,3673,Valentin Rongier,DMC,,90,0,0,2,,0.079956,0.079956,0.080973,0,0,0,0.0,0,0,2.31897,1.30655
2026-2027,Ligue 1,2026-09-06,Rennes,Angers,0,3673,Valentin Rongier,DMC,,90,0,0,0,,0.0,0.0,0.316059,0,0,0,0.0,0,0,2.37195,1.86719
2026-2027,Ligue 1,2026-08-30,Rennes,Le Mans,1,3673,Valentin Rongier,MC,,76,1,0,1,,0.023122,0.023122,0.061785,0,0,0,0.0,0,0,3.64052,2.72393
2026-2027,Ligue 1,2026-08-29,Brest,Toulouse,1,3721,Romain Del Castillo,AMR,,71,0,0,0,,0.0,0.0,0.245346,0,0,0,0.0,0,0,3.6482,1.30883
2026-2027,Ligue 1,2026-08-22,Brest,Le Mans,0,3721,Romain Del Castillo,AMR,,74,1,0,1,,0.224755,0.224755,0.118028,1,1,0,0.224755,0,0,2.62744,0.768246
2026-2027,Ligue 1,2026-09-06,Angers,Rennes,1,5756,Carlens Arcus,DR,,87,1,0,2,,0.148387,0.148387,0.031094,0,0,0,0.0,0,0,1.86719,2.37195
2026-2027,Ligue 1,2026-08-29,Angers,Auxerre,0,5756,Carlens Arcus,DR,,90,0,0,0,,0.0,0.0,0.073942,0,0,0,0.0,0,0,1.77769,1.76507
2026-2027,Ligue 1,2026-08-23,Angers,Lille,1,5756,Carlens Arcus,Sub,,3,0,0,0,,0.0,0.0,0.07042,0,0,0,0.0,0,0,1.85763,1.21456
2026-2027,Ligue 1,2026-09-06,Troyes,Strasbourg,1,6864,Renaud Ripart,FW,,75,0,0,0,,0.0,0.0,0.112212,0,0,0,0.0,0,0,2.64731,3.51582
2026-2027,Ligue 1,2026-08-29,Troyes,Lorient,0,6864,Renaud Ripart,FW,,88,1,0,5,,1.016914,0.256819,0.0,0,0,0,0.0,1,1,1.68146,1.02163
2026-2027,Ligue 1,2026-08-22,Troyes,Paris FC,1,6864,Renaud Ripart,FW,,86,0,0,3,,0.147047,0.147047,0.0,0,0,0,0.0,0,0,0.339728,1.5465
2026-2027,Ligue 1,2026-09-05,Brest,Le Havre,0,6905,Ludovic Ajorque,FW,,90,0,0,3,,0.202732,0.202732,0.275449,0,0,0,0.0,0,0,3.01175,1.61083
2026-2027,Ligue 1,2026-08-29,Brest,Toulouse,1,6905,Ludovic Ajorque,FW,,90,1,0,2,,0.483431,0.483431,0.648653,1,1,0,0.433026,0,0,3.6482,1.30883
2026-2027,Ligue 1,2026-08-22,Brest,Le Mans,0,6905,Ludovic Ajorque,FW,,90,0,0,7,,0.44767,0.44767,0.082743,0,0,0,0.0,0,0,2.62744,0.768246
2026-2027,Ligue 1,2026-09-06,Strasbourg,Troyes,0,8191,Giovanni Reyna,MC,,68,1,0,3,,0.274815,0.274815,0.062179,0,0,0,0.0,0,0,3.51582,2.64731
2026-2027,Ligue 1,2026-08-29,Strasbourg,Lens,1,8191,Giovanni Reyna,MC,,80,0,0,2,,0.097401,0.097401,0.47565,0,0,0,0.0,0,0,1.85921,2.95021
2026-2027,Ligue 1,2026-08-21,Strasbourg,Marseille,0,8191,Giovanni Reyna,Sub,,21,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,0.192997,2.35215
2026-2027,Ligue 1,2026-09-05,Le Havre,Brest,1,8287,Mbwana Samatta,AMC,,90,0,0,4,,0.147679,0.147679,0.0,0,0,0,0.0,0,0,1.61083,3.01175
2026-2027,Ligue 1,2026-08-29,Le Havre,Lyon,0,8287,Mbwana Samatta,FW,,90,1,0,4,,0.630385,0.630385,0.0,1,1,0,0.482352,0,0,1.10399,2.30929
2026-2027,Ligue 1,2026-08-23,Le Havre,Monaco,1,8287,Mbwana Samatta,FW,,74,0,0,2,,0.126123,0.126123,0.05557,0,0,0,0.0,0,0,0.662278,1.65557
2026-2027,Ligue 1,2026-09-04,Paris Saint Germain,Monaco,1,8777,Vitinha,MC,,90,0,0,3,,0.151553,0.151553,0.548731,0,0,0,0.0,0,0,2.52357,0.601454
2026-2027,Ligue 1,2026-08-28,Paris Saint Germain,Lille,0,8777,Vitinha,MC,,90,1,1,6,,0.131174,0.131174,0.398031,0,0,0,0.0,0,0,1.78135,1.16266
2026-2027,Ligue 1,2026-09-05,Nice,Le Mans,1,9182,Sepe Elye Wahi,FW,,90,1,0,2,,0.536345,0.536345,0.0,1,1,0,0.482433,0,0,1.2469,1.17845
2026-2027,Ligue 1,2026-08-30,Nice,Paris FC,0,9182,Sepe Elye Wahi,Sub,,24,0,0,1,,0.050822,0.050822,0.068326,0,0,0,0.0,0,0,0.589554,3.01882
2026-2027,Ligue 1,2026-09-11,Rennes,Marseille,1,9633,Przemyslaw Frankowski,DR,,69,0,0,1,,0.059779,0.059779,0.08386,0,0,0,0.0,0,0,2.31897,1.30655
2026-2027,Ligue 1,2026-09-06,Rennes,Angers,0,9633,Przemyslaw Frankowski,DR,,90,1,0,1,,0.061173,0.061173,0.060222,0,0,0,0.0,0,0,2.37195,1.86719
2026-2027,Ligue 1,2026-08-30,Rennes,Le Mans,1,9633,Przemyslaw Frankowski,DR,,90,0,0,2,,0.14459,0.14459,0.498385,0,0,0,0.0,0,0,3.64052,2.72393
2026-2027,Ligue 1,2026-09-06,Angers,Rennes,1,10790,Branco van den Boomen,DMC,,90,0,1,2,,0.02851,0.02851,0.612679,0,0,0,0.0,0,0,1.86719,2.37195
2026-2027,Ligue 1,2026-08-29,Angers,Auxerre,0,10790,Branco van den Boomen,DMC,,90,1,0,1,,0.012279,0.012279,0.037058,0,0,0,0.0,0,0,1.77769,1.76507
2026-2027,Ligue 1,2026-08-23,Angers,Lille,1,10790,Branco van den Boomen,DMC,,90,0,0,0,,0.0,0.0,0.184128,0,0,0,0.0,0,0,1.85763,1.21456
2026-2027,Ligue 1,2026-09-04,Lyon,Auxerre,1,10832,Loïs Openda,FW,,90,0,1,9,,1.494991,1.494991,0.061027,2,0,2,0.881372,0,0,2.88188,0.907856
2026-2027,Ligue 1,2026-08-29,Lyon,Le Havre,1,10832,Loïs Openda,FW,,90,1,0,4,,1.258095,1.258095,0.11884,3,1,2,1.234392,0,0,2.30929,1.10399
2026-2027,Ligue 1,2026-09-04,Auxerre,Lyon,0,11065,Remy Labeau Lascary,AML,,72,0,0,2,,0.085298,0.085298,0.0,0,0,0,0.0,0,0,0.907856,2.88188
2026-2027,Ligue 1,2026-08-29,Auxerre,Angers,1,11065,Remy Labeau Lascary,FWL,,65,1,0,5,,0.815207,0.815207,0.082631,2,0,2,0.686658,0,0,1.76507,1.77769
2026-2027,Ligue 1,2026-09-05,Lens,Lorient,1,11142,Pierre Ganiou,DC,,90,0,0,1,,0.047926,0.047926,0.0,0,0,0,0.0,0,0,1.10048,1.03397
2026-2027,Ligue 1,2026-08-29,Lens,Strasbourg,0,11142,Pierre Ganiou,DC,,90,0,0,1,,0.100385,0.100385,0.0,0,0,0,0.0,0,0,2.95021,1.85921
2026-2027,Ligue 1,2026-08-22,Lens,Auxerre,1,11142,Pierre Ganiou,DC,,81,1,0,1,,0.649882,0.649882,0.610839,1,1,0,0.649882,0,0,5.11771,1.70602
2026-2027,Ligue 1,2026-09-03,Lille,Toulouse,0,11756,Tiago Santos,DR,,90,0,0,2,,0.050584,0.050584,0.0,0,0,0,0.0,0,0,1.04406,2.97022
2026-2027,Ligue 1,2026-08-28,Lille,Paris Saint Germain,1,11756,Tiago Santos,DR,,90,0,0,0,,0.0,0.0,0.494988,0,0,0,0.0,0,0,1.16266,1.78135
2026-2027,Ligue 1,2026-08-23,Lille,Angers,0,11756,Tiago Santos,DR,,90,1,0,2,,0.460564,0.460564,0.0,1,1,0,0.427219,0,0,1.21456,1.85763
2026-2027,Ligue 1,2026-09-03,Lille,Toulouse,0,11757,Hákon Haraldsson,AMC,,90,0,0,0,,0.0,0.0,0.314527,0,0,0,0.0,0,0,1.04406,2.97022
2026-2027,Ligue 1,2026-08-28,Lille,Paris Saint Germain,1,11757,Hákon Haraldsson,AMC,,82,1,0,2,,0.170389,0.170389,0.0,0,0,0,0.0,0,0,1.16266,1.78135
2026-2027,Ligue 1,2026-08-23,Lille,Angers,0,11757,Hákon Haraldsson,AMC,,78,0,0,3,,0.307934,0.307934,0.527657,0,0,0,0.0,0,0,1.21456,1.85763
2026-2027,Ligue 1,2026-09-04,Lyon,Auxerre,1,12060,Ernest Nuamah,AMC,,73,1,1,4,,0.252738,0.252738,0.073155,0,0,0,0.0,0,0,2.88188,0.907856
2026-2027,Ligue 1,2026-08-29,Lyon,Le Havre,1,12060,Ernest Nuamah,AMR,,81,0,0,2,,0.116245,0.116245,0.726562,0,0,0,0.0,0,0,2.30929,1.10399
2026-2027,Ligue 1,2026-09-04,Monaco,Paris Saint Germain,0,12426,Stanis Idumbo Muzambo,AML,,89,1,0,2,,0.098631,0.098631,0.0,0,0,0,0.0,0,0,0.601454,2.52357
2026-2027,Ligue 1,2026-08-30,Monaco,Marseille,1,12426,Stanis Idumbo Muzambo,AML,,87,0,0,4,,0.510532,0.510532,0.107937,1,0,1,0.342066,0,0,1.60964,1.25309
2026-2027,Ligue 1,2026-08-23,Monaco,Le Havre,0,12426,Stanis Idumbo Muzambo,AML,,85,0,0,4,,0.153361,0.153361,0.103984,0,0,0,0.0,0,0,1.65557,0.662278
2026-2027,Ligue 1,2026-09-04,Auxerre,Lyon,0,13793,Lamine Sy,DR,,90,0,0,0,,0.0,0.0,0.375027,0,0,0,0.0,0,0,0.907856,2.88188
2026-2027,Ligue 1,2026-08-29,Auxerre,Angers,1,13793,Lamine Sy,DR,,90,0,0,1,,0.012208,0.012208,0.11204,0,0,0,0.0,0,0,1.76507,1.77769
2026-2027,Ligue 1,2026-08-22,Auxerre,Lens,0,13793,Lamine Sy,DR,,90,1,0,1,,0.659079,0.659079,0.078552,1,1,0,0.659079,0,0,1.70602,5.11771
2026-2027,Ligue 1,2026-09-06,Paris FC,Marseille,0,13800,Samir Chergui,DC,,90,0,0,0,,0.0,0.0,0.057404,0,0,0,0.0,0,0,3.37808,1.72315
2026-2027,Ligue 1,2026-08-30,Paris FC,Nice,1,13800,Samir Chergui,DC,,90,1,0,1,,0.375409,0.375409,0.0,1,1,0,0.375409,0,0,3.01882,0.589554
2026-2027,Ligue 1,2026-09-04,Auxerre,Lyon,0,13888,Danny Namaso,AMR,,90,0,0,2,,0.050605,0.050605,0.034548,0,0,0,0.0,0,0,0.907856,2.88188
2026-2027,Ligue 1,2026-08-29,Auxerre,Angers,1,13888,Danny Namaso,FW,,75,0,0,1,,0.100202,0.100202,0.038521,0,0,0,0.0,0,0,1.76507,1.77769
2026-2027,Ligue 1,2026-08-22,Auxerre,Lens,0,13888,Danny Namaso,FW,,79,1,0,2,,0.838647,0.078552,0.082968,0,0,0,0.0,1,1,1.70602,5.11771
2026-2027,Ligue 1,2026-09-04,Lyon,Auxerre,1,13896,Zachary Athekame,DR,,90,1,0,1,,0.061027,0.061027,0.252346,0,0,0,0.0,0,0,2.88188,0.907856
2026-2027,Ligue 1,2026-08-29,Lyon,Le Havre,1,13896,Zachary Athekame,DR,,90,0,1,2,,0.060087,0.060087,0.530246,0,0,0,0.0,0,0,2.30929,1.10399
2026-2027,Ligue 1,2026-08-22,Lyon,Toulouse,0,13896,Zachary Athekame,DR,,90,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,0.757819,2.15622
2026-2027,Ligue 1,2026-09-05,Lorient,Lens,0,14373,Mamadou Koné,FW,,68,1,0,2,,0.635146,0.635146,0.020307,1,1,0,0.535064,0,0,1.03397,1.10048
2026-2027,Ligue 1,2026-08-29,Lorient,Troyes,1,14373,Mamadou Koné,FW,,68,0,0,4,,0.556814,0.556814,0.083817,1,0,1,0.370336,0,0,1.02163,1.68146
2026-2027,Ligue 1,2026-08-22,Lorient,Nice,0,14373,Mamadou Koné,FW,,71,0,0,1,,0.10048,0.10048,0.119012,0,0,0,0.0,0,0,1.98004,1.08878
2026-2027,Ligue 1,2026-09-04,Lyon,Auxerre,1,14406,Noah Nartey,Sub,,1,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,2.88188,0.907856
2026-2027,Ligue 1,2026-08-29,Lyon,Le Havre,1,14406,Noah Nartey,Sub,,27,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,2.30929,1.10399
2026-2027,Ligue 1,2026-08-22,Lyon,Toulouse,0,14406,Noah Nartey,MC,,70,1,0,1,,0.057269,0.057269,0.045678,0,0,0,0.0,0,0,0.757819,2.15622
2026-2027,Ligue 1,2026-09-03,Toulouse,Lille,1,14435,Jacen Russell-Rowe,FW,,68,0,0,4,,0.786116,0.786116,0.0,1,0,1,0.611022,0,0,2.97022,1.04406
2026-2027,Ligue 1,2026-08-29,Toulouse,Brest,0,14435,Jacen Russell-Rowe,FW,,82,1,0,1,,0.380389,0.380389,0.0,1,1,0,0.380389,0,0,1.30883,3.6482
2026-2027,Ligue 1,2026-08-22,Toulouse,Lyon,1,14435,Jacen Russell-Rowe,Sub,,18,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,2.15622,0.757819
2026-2027,Ligue 1,2026-09-06,Strasbourg,Troyes,0,14753,Diogo Sousa,MC,,90,1,1,4,,1.509949,1.509949,0.244143,3,1,2,1.484496,0,0,3.51582,2.64731
2026-2027,Ligue 1,2026-08-29,Strasbourg,Lens,1,14753,Diogo Sousa,MC,,90,0,0,0,,0.0,0.0,0.070571,0,0,0,0.0,0,0,1.85921,2.95021
2026-2027,Ligue 1,2026-08-21,Strasbourg,Marseille,0,14753,Diogo Sousa,DMC,,69,0,0,1,,0.030754,0.030754,0.0,0,0,0,0.0,0,0,0.192997,2.35215
2026-2027,Ligue 1,2026-09-06,Strasbourg,Troyes,0,14755,Jacobo Ortega,FW,,76,1,1,2,,0.618124,0.618124,0.099861,1,1,0,0.527684,0,0,3.51582,2.64731
2026-2027,Ligue 1,2026-08-29,Strasbourg,Lens,1,14755,Jacobo Ortega,FW,,87,0,0,3,,0.125111,0.125111,0.023667,0,0,0,0.0,0,0,1.85921,2.95021
2026-2027,Ligue 1,2026-08-21,Strasbourg,Marseille,0,14755,Jacobo Ortega,Sub,,21,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,0.192997,2.35215
2026-2027,Ligue 1,2026-08-29,Lens,Strasbourg,0,14781,Franjo Ivanovic,AMC,,77,0,0,1,,0.044837,0.044837,0.0,0,0,0,0.0,0,0,2.95021,1.85921
2026-2027,Ligue 1,2026-08-22,Lens,Auxerre,1,14781,Franjo Ivanovic,AMC,,64,1,0,3,,0.738433,0.738433,0.276829,1,1,0,0.561109,0,0,5.11771,1.70602
2026-2027,Ligue 1,2026-09-05,Le Mans,Nice,0,14817,Adil Bourabaa,MC,,71,1,0,1,,0.02274,0.02274,0.0,0,0,0,0.0,0,0,1.17845,1.2469
2026-2027,Ligue 1,2026-08-30,Le Mans,Rennes,0,14817,Adil Bourabaa,MC,,83,0,0,2,,0.073297,0.073297,0.016526,0,0,0,0.0,0,0,2.72393,3.64052
2026-2027,Ligue 1,2026-08-22,Le Mans,Brest,1,14817,Adil Bourabaa,MC,,75,0,1,1,,0.01907,0.01907,0.200753,0,0,0,0.0,0,0,0.768246,2.62744
2026-2027,Ligue 1,2026-09-05,Le Mans,Nice,0,14818,Dame Gueye,FW,,62,0,0,1,,0.363312,0.363312,0.0,1,0,1,0.363312,0,0,1.17845,1.2469
2026-2027,Ligue 1,2026-08-30,Le Mans,Rennes,0,14818,Dame Gueye,FW,,70,0,0,2,,0.533645,0.533645,0.0,1,0,1,0.476384,0,0,2.72393,3.64052
2026-2027,Ligue 1,2026-08-22,Le Mans,Brest,1,14818,Dame Gueye,FW,,75,1,0,1,,0.455856,0.455856,0.0,1,1,0,0.455856,0,0,0.768246,2.62744
2026-2027,Ligue 1,2026-09-06,Troyes,Strasbourg,1,14833,Antoine Mille,DMC,,90,1,0,3,,0.441951,0.441951,0.149884,1,1,0,0.331018,0,0,2.64731,3.51582
2026-2027,Ligue 1,2026-08-29,Troyes,Lorient,0,14833,Antoine Mille,DMC,,80,0,1,1,,0.056743,0.056743,0.560165,0,0,0,0.0,0,0,1.68146,1.02163
2026-2027,Ligue 1,2026-08-22,Troyes,Paris FC,1,14833,Antoine Mille,Sub,,15,0,0,2,,0.035036,0.035036,0.0,0,0,0,0.0,0,0,0.339728,1.5465
2026-2027,Ligue 1,2026-09-03,Toulouse,Lille,1,14841,Christ Tapé,DL,,90,0,0,1,,0.158569,0.158569,0.03382,0,0,0,0.0,0,0,2.97022,1.04406
2026-2027,Ligue 1,2026-08-29,Toulouse,Brest,0,14841,Christ Tapé,DL,,90,1,0,2,,0.488576,0.488576,0.401837,1,1,0,0.442204,0,0,1.30883,3.6482
2026-2027,Ligue 1,2026-08-22,Toulouse,Lyon,1,14841,Christ Tapé,DL,,90,0,0,2,,0.867548,0.867548,0.126572,2,0,2,0.867548,0,0,2.15622,0.757819
2026-2027,Ligue 1,2026-09-04,Lyon,Auxerre,1,14844,Felix Bacher,DC,,90,1,0,1,,0.073155,0.073155,0.0,0,0,0,0.0,0,0,2.88188,0.907856
2026-2027,Ligue 1,2026-08-29,Lyon,Le Havre,1,14844,Felix Bacher,DC,,90,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,2.30929,1.10399
2026-2027,Ligue 1,2026-08-22,Lyon,Toulouse,0,14844,Felix Bacher,DC,,90,0,0,1,,0.086449,0.086449,0.031958,0,0,0,0.0,0,0,0.757819,2.15622
2026-2027,Ligue 1,2026-09-06,Angers,Rennes,1,14860,Amine El Ouazzani,FW,,80,0,0,3,,0.400131,0.400131,0.0,1,0,1,0.217236,0,0,1.86719,2.37195
2026-2027,Ligue 1,2026-08-29,Angers,Auxerre,0,14860,Amine El Ouazzani,FW,,90,1,1,2,,0.440965,0.440965,0.082638,1,1,0,0.423126,0,0,1.77769,1.76507
2026-2027,Ligue 1,2026-08-23,Angers,Lille,1,14860,Amine El Ouazzani,FW,,75,0,0,3,,0.233769,0.233769,0.0,0,0,0,0.0,0,0,1.85763,1.21456
2026-2027,Ligue 1,2026-09-04,Monaco,Paris Saint Germain,0,14869,Flávio Nazinho,DL,,90,1,0,1,,0.448711,0.448711,0.0,1,1,0,0.448711,0,0,0.601454,2.52357
