date,kickoff,match,competition,player,team,opponent,signal_type,finishing_luck,fixture_swing,penalty_transfer,penalty_transfer_from,position_upgrade,lineup_state,model_p_atgs,model_fair_odds,best_bookmaker,best_bookmaker_odds,ev,confidence,compared_at,fotmob_match_id,player_id,market_player_name,home_team,away_team,position_group,position,historical_minutes,trust_tier,public_action,public_policy_reason,penalty_dependent,penalty_dependency_share,recommended_stake_units,recommended_stake_band,recommended_stake_label,super_sub_eligible_bookmaker,super_sub_checked,super_sub_replacement,super_sub_replacement_goals,settled,goals_scored,bet_outcome,settled_at,pnl_units,settlement_note
2026-05-17,2026-05-17T17:00:00Z,CA Osasuna vs Espanyol Barcelona,Spain - LaLiga,Victor Munoz,Osasuna,Espanyol Barcelona,public_pick,-2.2758,1.3483,0,,0,starter,0.308958,3.2367,Bet365,3.6000,0.112249,high,2026-05-17T15:57:44Z,,13279,Victor Munoz,CA Osasuna,Espanyol Barcelona,AML,AML,2615.0,T1,surface,,0,0.0000,1.00,standard,1.00u Standard,,,,,1,1,won,2026-05-18T01:42:52Z,2.6000,scored_1_goals
2026-05-17,2026-05-17T19:15:00Z,FC Barcelona vs Real Betis Seville,Spain - LaLiga,Abdessamad Ezzalzouli,Real Betis,FC Barcelona,public_pick,1.5553,0.6406,0,,0,starter,0.305608,3.2722,Bet365,3.6000,0.100189,high,2026-05-17T18:48:12Z,,10095,Abdessamad Ezzalzouli,FC Barcelona,Real Betis Seville,FWL,FWL,4148.0,T1,surface,,0,0.0000,1.00,standard,1.00u Standard,1,1,Rodrigo Riquelme,0,1,0,lost,2026-05-18T01:42:52Z,-1.0000,played_did_not_score_super_sub_checked:Rodrigo Riquelme
2026-05-17,2026-05-17T19:15:00Z,FC Barcelona vs Real Betis Seville,Spain - LaLiga,Antony,Real Betis,FC Barcelona,public_pick,-1.2787,0.6406,1,Juan Camilo Hernández,0,starter,0.305056,3.2781,Bet365,3.6000,0.098202,high,2026-05-17T18:48:12Z,,11094,Antony,FC Barcelona,Real Betis Seville,FWR,FWR,3691.0,T1,surface,,0,0.0972,1.00,standard,1.00u Standard,1,1,Ezequiel Ávila,0,1,0,lost,2026-05-18T01:42:52Z,-1.0000,played_did_not_score_super_sub_checked:Ezequiel Ávila
2026-05-17,2026-05-17T17:00:00Z,Real Oviedo vs Deportivo Alaves,Spain - LaLiga,Federico Vinas,Real Oviedo,Deportivo Alaves,public_pick,0.5441,1.0965,0,,0,starter,0.391295,2.5556,Bet365,3.4000,0.330403,high,2026-05-17T15:57:44Z,,13705,Federico Vinas,Real Oviedo,Deportivo Alaves,FW,FW,2495.0,T1,surface,,0,0.1024,1.25,core,1.25u Core,1,1,,0,1,0,lost,2026-05-18T01:42:52Z,-1.2500,played_did_not_score_super_sub_ambiguous
2026-05-23,2026-05-23T19:00:00Z,Deportivo Alaves vs Rayo Vallecano,Spain - LaLiga,Antonio Martinez,Alaves,Rayo Vallecano,public_pick,1.9522,0.8507,0,,0,starter,0.379819,2.6328,Bet365,2.8750,0.091980,high,2026-05-23T18:35:25Z,,6400,Antonio Martinez,Deportivo Alaves,Rayo Vallecano,FW,FW,3625.0,T1,surface,,0,0.1032,1.00,standard,1.00u Standard,,,,,1,1,won,2026-05-24T01:52:57Z,1.8750,scored_1_goals
2026-05-23,2026-05-23T19:00:00Z,Espanyol Barcelona vs Real Sociedad San Sebastian,Spain - LaLiga,Orri Steinn Oskarsson,Real Sociedad,Espanyol Barcelona,public_pick,0.4314,1.3063,0,,0,starter,0.448656,2.2289,Bet365,3.0000,0.345968,high,2026-05-23T18:35:25Z,,13048,Orri Steinn Oskarsson,Espanyol Barcelona,Real Sociedad San Sebastian,FW,FW,1671.0,T1,surface,,0,0.0000,1.25,core,1.25u Core,,,,,1,1,won,2026-05-24T01:52:57Z,2.5000,scored_1_goals
2026-08-16,2026-08-16T17:00:00Z,Espanyol Barcelona vs Levante UD,Spain - LaLiga,Ivan Romero,Levante,Espanyol Barcelona,public_pick,1.1471,1.1938,0,,0,starter,0.401071,2.4933,Bet365,4.0000,0.604284,high,2026-08-16T16:39:52Z,,9275,Ivan Romero,Espanyol Barcelona,Levante UD,AML,AML,2339.0,T1,surface,,0,0.0745,1.00,standard,1.00u Standard,1,1,Marc Santos,0,1,0,lost,2026-08-17T09:22:57Z,-1.0000,played_did_not_score_super_sub_checked:Marc Santos
2026-08-16,2026-08-16T17:00:00Z,Espanyol Barcelona vs Levante UD,Spain - LaLiga,Jon Ander Olasagasti,Levante,Espanyol Barcelona,public_pick,-0.8953,1.1938,0,,0,starter,0.217193,4.6042,Bet365,6.0000,0.303158,high,2026-08-16T16:39:52Z,,9466,Jon Ander Olasagasti,Espanyol Barcelona,Levante UD,AMC,AMC,2868.0,T1,surface,,0,0.0000,0.50,extended,0.50u Extended,1,0,,0,1,0,lost,2026-08-17T09:22:57Z,-0.5000,played_did_not_score
2026-08-16,2026-08-16T17:00:00Z,Espanyol Barcelona vs Levante UD,Spain - LaLiga,Roberto Fernandez,Espanyol,Levante UD,public_pick,-1.3233,0.9860,0,,0,starter,0.497282,2.0109,Bet365,3.1000,0.541574,high,2026-08-16T16:39:52Z,,13350,Roberto Fernandez,Espanyol Barcelona,Levante UD,FW,FW,3925.0,T1,surface,,0,0.0637,1.25,core,1.25u Core,,,,,1,2,won,2026-08-17T09:22:57Z,2.6250,scored_2_goals
2026-08-22,2026-08-22T19:30:00Z,Espanyol Barcelona vs Real Madrid,Spain - LaLiga,Roberto Fernandez,Espanyol,Real Madrid,public_pick,0.0134,0.7300,0,,0,starter,0.522845,1.9126,Bet365,4.5000,1.352803,high,2026-08-22T18:48:03Z,,13350,Roberto Fernandez,Espanyol Barcelona,Real Madrid,FW,FW,4015.0,T1,surface,,0,0.0579,1.00,standard,1.00u Standard,1,0,,0,1,0,lost,2026-08-23T09:27:38Z,-1.0000,played_did_not_score
2026-09-04,2026-09-04T19:00:00Z,Real Betis Seville vs Real Madrid,Spain - LaLiga,Antony,Real Betis,Real Madrid,public_pick,-1.4751,0.6949,0,,0,starter,0.401042,2.4935,Bet365,3.5000,0.403647,high,2026-09-04T18:23:17Z,,11094,Antony,Real Betis Seville,Real Madrid,AMR,AMR,4137.0,T1,surface,,0,0.0000,1.25,core,1.25u Core,,,,,,,,,,
