date,league,review_source,match,team,opponent,actual_taker,actual_role_pre_match,penalties_attempted,penalties_scored,distinct_takers_in_match,minute,event_type,event_result,primary_pre_match,secondary_pre_match,tertiary_pre_match,primary_lineup_status,secondary_lineup_status,tertiary_lineup_status,active_taker_pre_match,active_slot_pre_match,team_lineup_status,review_type,review_priority,editorial_note,context_generated_at,context_source_path,actual_taker_match_status,primary_on_pitch_at_penalty,secondary_on_pitch_at_penalty,tertiary_on_pitch_at_penalty,actual_taker_on_pitch_at_penalty,event_evidence
2026-09-19,epl,fotmob_live,Newcastle United vs Hull City,Newcastle United,Hull City,Yoane Wissa,primary,1,0,1,45,AttemptSaved,missed,Yoane Wissa,Matias Fernandez-Pardo,William Osula,,,,,,unknown,primary_held,low,Yoane Wissa took 1 penalty attempt and missed for Newcastle United vs Hull City. Primary pre-match: Yoane Wissa (unknown). Secondary pre-match: Matias Fernandez-Pardo (unknown). No hierarchy change implied from this event.,2026-09-02,data/goalscorer/epl-penalty-takers.json,Yes - started,Yes - started,"Yes - started, off 74'",Unknown - missing or ambiguous player,Yes - started,"[{'id': 'fotmob|epl|5795462|2971967899', 'source_event_id': '2971967899', 'match_id': '5795462', 'source_url': 'https://www.fotmob.com/matches/hull-city-vs-newcastle-united/2ynv4j#5795462', 'observed_at': '2026-09-22T13:40:41+00:00', 'event_date': '2026-09-19', 'season': '2026/27', 'team': 'Newcastle United', 'taker': 'Yoane Wissa', 'primary': 'Yoane Wissa', 'primary_on_pitch': True, 'on_pitch_proof': {'player': 'Yoane Wissa', 'minute': 45, 'method': 'completed_lineup_timeline', 'player_id': 666857, 'bucket': 'starters', 'substitutions': [], 'events': [], 'reason': 'on_pitch'}, 'minute': 45, 'penalty_kind': 'in_match', 'competitive': True, 'finished': True, 'match': 'Newcastle United vs Hull City', 'event_result': 'missed'}]"
