season,competition,match_date,team,opponent,is_home,player_id,player_name,position,started,minutes,goals,assists,shots,shots_on_target,xg,npxg,xa,big_chances,big_chance_goals,big_chance_misses,big_chance_xg,penalties_scored,penalties_attempted,team_xg,team_xga
2024-2025,Bundesliga,2025-05-17,Bayern Munich,Hoffenheim,0,647,Harry Kane,Sub,,28,1,1,2,,0.868643,0.868643,0.184525,2,1,1,0.868643,0,0,2.21427,0.661398
2024-2025,Bundesliga,2025-05-10,Bayern Munich,Borussia M.Gladbach,1,647,Harry Kane,FW,,90,1,0,4,,0.733149,0.733149,0.0,1,1,0,0.462454,0,0,2.78307,1.35544
2024-2025,Bundesliga,2025-04-26,Bayern Munich,Mainz 05,1,647,Harry Kane,FW,,90,0,0,1,,0.091169,0.091169,0.188011,0,0,0,0.0,0,0,1.70143,0.923874
2024-2025,Bundesliga,2025-04-19,Bayern Munich,FC Heidenheim,0,647,Harry Kane,FW,,64,1,0,6,,1.213223,1.213223,0.655525,2,0,2,0.852472,0,0,3.54191,0.529774
2024-2025,Bundesliga,2025-04-12,Bayern Munich,Borussia Dortmund,1,647,Harry Kane,FW,,90,0,0,6,,0.818807,0.818807,0.0,2,0,2,0.599311,0,0,2.94706,1.71681
2024-2025,Bundesliga,2025-04-04,Bayern Munich,Augsburg,0,647,Harry Kane,FW,,90,1,0,5,,0.773131,0.773131,0.086359,1,1,0,0.493447,0,0,1.91653,0.567653
2024-2025,Bundesliga,2025-03-29,Bayern Munich,St. Pauli,1,647,Harry Kane,FW,,88,1,1,3,,0.724971,0.724971,0.674391,1,1,0,0.553169,0,0,4.00213,0.841269
2024-2025,Bundesliga,2025-03-15,Bayern Munich,Union Berlin,0,647,Harry Kane,FW,,90,0,0,3,,0.389684,0.389684,0.0,1,0,1,0.29085,0,0,1.83549,0.8044
2024-2025,Bundesliga,2025-03-08,Bayern Munich,Bochum,1,647,Harry Kane,Sub,,25,0,0,2,,0.095682,0.095682,0.0,0,0,0,0.0,0,0,2.72891,1.36274
2024-2025,Bundesliga,2025-02-28,Bayern Munich,VfB Stuttgart,0,647,Harry Kane,FW,,90,0,0,4,,0.24861,0.24861,0.072549,0,0,0,0.0,0,0,2.29942,0.653703
2024-2025,Bundesliga,2025-02-23,Bayern Munich,Eintracht Frankfurt,1,647,Harry Kane,Sub,,20,0,0,1,,0.084983,0.084983,0.0,0,0,0,0.0,0,0,4.48699,0.49278
2024-2025,Bundesliga,2025-02-15,Bayern Munich,Bayer Leverkusen,0,647,Harry Kane,FW,,90,0,0,1,,0.03992,0.03992,0.0,0,0,0,0.0,0,0,0.072041,2.55729
2024-2025,Bundesliga,2025-02-07,Bayern Munich,Werder Bremen,1,647,Harry Kane,FW,,90,2,0,7,,2.414327,0.898773,0.0,2,0,2,0.765508,2,2,4.47713,0.151051
2024-2025,Bundesliga,2025-02-01,Bayern Munich,Holstein Kiel,1,647,Harry Kane,FW,,61,2,0,4,,1.149179,1.149179,0.0,2,2,0,1.022386,0,0,4.93236,2.05752
2024-2025,Bundesliga,2025-01-25,Bayern Munich,Freiburg,0,647,Harry Kane,FW,,90,1,0,1,,0.060498,0.060498,0.0,0,0,0,0.0,0,0,0.787581,0.271308
2024-2025,Bundesliga,2025-01-18,Bayern Munich,Wolfsburg,1,647,Harry Kane,FW,,90,0,0,7,,0.53043,0.53043,0.628224,0,0,0,0.0,0,0,3.23282,0.702414
2024-2025,Bundesliga,2025-01-15,Bayern Munich,Hoffenheim,1,647,Harry Kane,FW,,65,1,1,5,,1.431896,0.674119,0.18795,1,0,1,0.409561,1,1,3.80458,0.222965
2024-2025,Bundesliga,2025-01-11,Bayern Munich,Borussia M.Gladbach,0,647,Harry Kane,FW,,90,1,0,2,,0.802242,0.044466,0.208987,0,0,0,0.0,1,1,4.47736,0.326195
2024-2025,Bundesliga,2024-12-20,Bayern Munich,RasenBallsport Leipzig,1,647,Harry Kane,FW,,89,0,0,4,,0.540258,0.540258,0.193011,1,0,1,0.312764,0,0,4.35715,0.552564
2024-2025,Bundesliga,2024-11-30,Bayern Munich,Borussia Dortmund,0,647,Harry Kane,FW,,32,0,0,0,,0.0,0.0,0.022213,0,0,0,0.0,0,0,1.83117,0.55981
2024-2025,Bundesliga,2024-11-22,Bayern Munich,Augsburg,1,647,Harry Kane,FW,,90,3,0,6,,2.459025,0.943472,0.0,1,1,0,0.769531,2,2,4.02659,0.149096
2024-2025,Bundesliga,2024-11-09,Bayern Munich,St. Pauli,0,647,Harry Kane,FW,,90,0,0,5,,1.001475,1.001475,0.337616,2,0,2,0.816315,0,0,1.67296,0.075154
2024-2025,Bundesliga,2024-11-02,Bayern Munich,Union Berlin,1,647,Harry Kane,FW,,90,2,1,3,,1.388215,0.630439,0.806086,1,1,0,0.589936,1,1,2.76181,0.4664
2024-2025,Bundesliga,2024-10-27,Bayern Munich,Bochum,0,647,Harry Kane,FW,,71,1,0,2,,0.436363,0.436363,0.0,1,1,0,0.393315,0,0,3.1499,0.205046
2024-2025,Bundesliga,2024-10-19,Bayern Munich,VfB Stuttgart,1,647,Harry Kane,FW,,90,3,0,10,,2.878483,2.878483,0.051333,4,2,2,2.430748,0,0,3.61889,0.286656
2024-2025,Bundesliga,2024-10-06,Bayern Munich,Eintracht Frankfurt,0,647,Harry Kane,FW,,74,0,1,2,,0.220302,0.220302,0.048041,0,0,0,0.0,0,0,2.83119,1.49515
2024-2025,Bundesliga,2024-09-28,Bayern Munich,Bayer Leverkusen,1,647,Harry Kane,FW,,86,0,0,0,,0.0,0.0,0.069514,0,0,0,0.0,0,0,1.19457,0.087016
2024-2025,Bundesliga,2024-09-21,Bayern Munich,Werder Bremen,0,647,Harry Kane,FW,,77,1,2,7,,0.855643,0.855643,0.589999,1,0,1,0.402603,0,0,3.34451,0.0
2024-2025,Bundesliga,2024-09-14,Bayern Munich,Holstein Kiel,0,647,Harry Kane,FW,,90,3,1,6,,1.542165,0.784388,0.456784,1,0,1,0.53303,1,1,4.13442,0.299776
2024-2025,Bundesliga,2024-09-01,Bayern Munich,Freiburg,1,647,Harry Kane,FW,,90,1,0,3,,0.859634,0.101857,0.032995,0,0,0,0.0,1,1,1.62797,0.970892
