season,competition,match_date,team,opponent,is_home,player_id,player_name,position,started,minutes,goals,assists,shots,shots_on_target,xg,npxg,xa,big_chances,big_chance_goals,big_chance_misses,big_chance_xg,penalties_scored,penalties_attempted,team_xg,team_xga
2023-2024,La Liga,2024-05-24,Girona,Granada,1,11736,Artem Dovbyk,FW,,90,3,1,4,,2.05139,0.564835,0.711241,1,1,0,0.488472,2,2,4.75092,0.987219
2023-2024,La Liga,2024-05-19,Girona,Valencia,0,11736,Artem Dovbyk,FW,,80,1,0,2,,1.303484,1.303484,0.103693,2,1,1,1.303484,0,0,2.90299,3.35606
2023-2024,La Liga,2024-05-14,Girona,Villarreal,1,11736,Artem Dovbyk,FW,,90,0,0,3,,0.485059,0.485059,0.0,1,0,1,0.347561,0,0,2.28453,0.776468
2023-2024,La Liga,2024-05-10,Girona,Alaves,0,11736,Artem Dovbyk,FW,,90,0,1,2,,0.490017,0.490017,0.422474,1,0,1,0.383985,0,0,1.53657,2.40148
2023-2024,La Liga,2024-05-04,Girona,Barcelona,1,11736,Artem Dovbyk,FW,,90,1,1,2,,0.997597,0.997597,0.516469,2,1,1,0.997597,0,0,2.31519,2.6053
2023-2024,La Liga,2024-04-27,Girona,Las Palmas,0,11736,Artem Dovbyk,FW,,74,1,0,3,,1.793098,0.306543,0.0,1,0,1,0.306543,1,2,2.0472,1.41676
2023-2024,La Liga,2024-04-20,Girona,Cadiz,1,11736,Artem Dovbyk,FW,,88,1,0,2,,0.396885,0.396885,0.131857,1,1,0,0.294022,0,0,2.30941,1.82433
2023-2024,La Liga,2024-04-13,Girona,Atletico Madrid,0,11736,Artem Dovbyk,FW,,90,1,0,2,,1.357078,1.357078,0.0,2,1,1,1.357078,0,0,2.20992,2.58629
2023-2024,La Liga,2024-03-31,Girona,Real Betis,1,11736,Artem Dovbyk,FW,,90,2,0,3,,1.241753,0.498475,0.506176,1,1,0,0.366509,1,1,2.43161,0.524961
2023-2024,La Liga,2024-03-16,Girona,Getafe,0,11736,Artem Dovbyk,FW,,90,0,0,6,,1.225554,1.225554,0.0,3,0,3,0.990041,0,0,1.70185,1.10963
2023-2024,La Liga,2024-03-09,Girona,Osasuna,1,11736,Artem Dovbyk,FW,,83,0,0,3,,0.35347,0.35347,0.0,0,0,0,0.0,0,0,2.1772,0.185235
2023-2024,La Liga,2024-03-03,Girona,Mallorca,0,11736,Artem Dovbyk,FW,,90,0,0,0,,0.0,0.0,0.053156,0,0,0,0.0,0,0,1.08616,0.943297
2023-2024,La Liga,2024-02-26,Girona,Rayo Vallecano,1,11736,Artem Dovbyk,FW,,73,0,0,1,,0.51792,0.51792,0.0,1,0,1,0.51792,0,0,2.81311,0.564655
2023-2024,La Liga,2024-02-19,Girona,Athletic Club,0,11736,Artem Dovbyk,FW,,90,0,0,1,,0.050643,0.050643,0.087103,0,0,0,0.0,0,0,1.80583,2.7904
2023-2024,La Liga,2024-02-10,Girona,Real Madrid,0,11736,Artem Dovbyk,FW,,74,0,0,1,,0.12147,0.12147,0.0,0,0,0,0.0,0,0,0.180194,3.32636
2023-2024,La Liga,2024-01-28,Girona,Celta Vigo,0,11736,Artem Dovbyk,FW,,90,0,0,2,,0.16284,0.16284,0.362486,0,0,0,0.0,0,0,1.60712,1.03961
2023-2024,La Liga,2024-01-21,Girona,Sevilla,1,11736,Artem Dovbyk,FW,,78,3,0,3,,0.7123,0.7123,0.098858,1,1,0,0.55638,0,0,2.95279,0.947841
2023-2024,La Liga,2024-01-14,Girona,Almeria,0,11736,Artem Dovbyk,FW,,71,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,0.246622,2.20551
2023-2024,La Liga,2024-01-03,Girona,Atletico Madrid,1,11736,Artem Dovbyk,FW,,72,0,1,2,,0.497151,0.497151,0.701139,1,0,1,0.448684,0,0,2.32369,2.67389
2023-2024,La Liga,2023-12-21,Girona,Real Betis,0,11736,Artem Dovbyk,FW,,70,1,0,1,,0.743278,0.0,0.103851,0,0,0,0.0,1,1,1.64551,1.61394
2023-2024,La Liga,2023-12-18,Girona,Alaves,1,11736,Artem Dovbyk,FW,,90,2,0,4,,1.262817,0.51954,0.0,1,1,0,0.421149,1,1,1.92988,0.546438
2023-2024,La Liga,2023-12-10,Girona,Barcelona,0,11736,Artem Dovbyk,FW,,76,1,0,2,,0.576162,0.576162,0.062417,1,1,0,0.520011,0,0,2.93797,4.25448
2023-2024,La Liga,2023-12-02,Girona,Valencia,1,11736,Artem Dovbyk,FW,,90,0,0,1,,0.060879,0.060879,0.0,0,0,0,0.0,0,0,1.85396,1.00981
