date,kickoff,match,competition,player,team,opponent,signal_type,finishing_luck,fixture_swing,penalty_transfer,penalty_transfer_from,position_upgrade,lineup_state,model_p_atgs,model_fair_odds,best_bookmaker,best_bookmaker_odds,ev,confidence,compared_at,player_id,market_player_name,home_team,away_team,position_group,position,historical_minutes,trust_tier,public_action,public_policy_reason,penalty_dependent,penalty_dependency_share,recommended_stake_units,recommended_stake_band,recommended_stake_label,settled,goals_scored,bet_outcome,settled_at,pnl_units,settlement_note,fotmob_match_id,super_sub_eligible_bookmaker,super_sub_checked,super_sub_replacement,super_sub_replacement_goals,role_adjustment_factor,role_adjustment_reason,model_version,calibration_version,p_calibrated,edge_vs_novig_pp,pinnacle_odds_at_publish,tracking_tier,quarantine_reason,evaluation_stake_units
2026-05-10,2026-05-10T19:00:00Z,AJ Auxerre vs OGC Nice,France - Ligue 1,Lassine Sinayoko,Auxerre,OGC Nice,fair_odds_lab,-2.1867,1.1936,0,,0,starter,0.478691,2.0890,Bet365,2.7500,0.316400,Medium,2026-05-07T19:58:49Z,10815,Lassine Sinayoko,AJ Auxerre,OGC Nice,FW,FWR,4936.0,T2,surface,fair_odds_lab_likely_starters_top5_edge6_prob20_odds6,0,0.1038,1.00,research,Research only,1,1,won,2026-05-11T01:24:20Z,1.7500,scored_1_goals,,,,,,,,,,,,,,,
2026-05-17,2026-05-17T19:00:00Z,Stade Brest 29 vs Angers SCO,France - Ligue 1,Goduine Koyalipou,Angers,Stade Brest 29,fair_odds_lab,0.1595,1.5161,0,,0,starter,0.404979,2.4693,Bet365,3.5000,0.417427,High,2026-05-17T19:19:46Z,13335,Goduine Koyalipou,Stade Brest 29,Angers SCO,FW,Sub,1498.0,T1,surface,fair_odds_lab_likely_starters_top5_edge6_prob20_odds6,0,0.1864,1.00,research,Research only,1,0,lost,2026-05-18T01:42:56Z,-1.0000,played_did_not_score_super_sub_ambiguous,4830755,1,1,,0,1.0000,,,,,,,,,
2026-08-22,2026-08-22T15:15:00Z,Racing Club De Lens vs AJ Auxerre,France - Ligue 1,Matthieu Udol,Lens,AJ Auxerre,fair_odds_lab,-0.7123,1.1119,0,,0,starter,0.242817,4.1183,Bet365,6.0000,0.456902,Medium,2026-08-21T17:43:10Z,5745,Matthieu Udol,Racing Club De Lens,AJ Auxerre,MID,Sub,5700.0,T2,surface,fair_odds_lab_likely_starters_top5_edge6_prob20_odds6,0,0.0000,1.00,research,Research only,,,,,,,5802904,,,,,1.0000,,goalscorer_v1_raw,raw_incumbent_v0,0.242817,unavailable_one_sided_market,unavailable,display_row,,
2026-08-22,2026-08-22T18:45:00Z,OGC Nice vs FC Lorient,France - Ligue 1,Noah Cadiou,Lorient,OGC Nice,fair_odds_lab,0.7799,1.1444,0,,0,starter,0.247419,4.0417,Bet365,6.0000,0.484514,Medium,2026-08-20T07:27:55Z,13975,Noah Cadiou,OGC Nice,FC Lorient,MID,MC,1851.0,T2,surface,fair_odds_lab_likely_starters_top5_edge6_prob20_odds6,0,0.0000,1.00,research,Research only,,,,,,,5802906,,,,,1.0000,,goalscorer_v1_raw,raw_incumbent_v0,0.247419,unavailable_one_sided_market,unavailable,display_row,,
