date,match,team,player,kickoff,home_team,away_team,competition,signal_type,tracking_tier,player_id,market_player_name,model_p_atgs,model_fair_odds,model_version,model_calibration_version,best_bookmaker,best_bookmaker_odds,ev,captured_at,compared_at,recorded_at,recommended_stake_units,evaluation_stake_units,public_action,public_policy_reason,super_sub_contract_verified,super_sub_tracking_policy,settled,goals_scored,bet_outcome,settled_at,pnl_units,settlement_note
2026-09-12,AFC Bournemouth vs Brentford,AFC Bournemouth,Adam Smith,2026-09-12T14:00:00+00:00,AFC Bournemouth,Brentford,Premier League,fair_odds_daily_board,first_official_comparison,160447,Adam Smith,0.03710495638336802,26.95,daily_shrunk_rates_v2_20260909,raw,Bet365,13.0,-0.5176,2026-09-12T13:35:51Z,2026-09-12T13:35:52+00:00,2026-09-12T13:37:29.958444+00:00,0,1,comparison_only,daily_first_official_v1,0,bet365_automatic_20260909,,,,,,
2026-09-12,AFC Bournemouth vs Brentford,AFC Bournemouth,James Hill,2026-09-12T14:00:00+00:00,AFC Bournemouth,Brentford,Premier League,fair_odds_daily_board,first_official_comparison,959407,James Hill,0.04687478156240812,21.33,daily_shrunk_rates_v2_20260909,raw,Bet365,9.5,-0.5547,2026-09-12T13:35:51Z,2026-09-12T13:35:52+00:00,2026-09-12T13:37:29.958444+00:00,0,1,comparison_only,daily_first_official_v1,0,bet365_automatic_20260909,,,,,,
2026-09-12,AFC Bournemouth vs Brentford,AFC Bournemouth,Adrien Truffert,2026-09-12T14:00:00+00:00,AFC Bournemouth,Brentford,Premier League,fair_odds_daily_board,first_official_comparison,1177358,Adrien Truffert,0.08513417797275413,11.75,daily_shrunk_rates_v2_20260909,raw,Bet365,11.0,-0.0635,2026-09-12T13:35:51Z,2026-09-12T13:35:52+00:00,2026-09-12T13:37:29.958444+00:00,0,1,comparison_only,daily_first_official_v1,0,bet365_automatic_20260909,,,,,,
2026-09-12,AFC Bournemouth vs Brentford,AFC Bournemouth,Alex Scott,2026-09-12T14:00:00+00:00,AFC Bournemouth,Brentford,Premier League,fair_odds_daily_board,first_official_comparison,1233655,Alex Scott,0.10045009504882721,9.96,daily_shrunk_rates_v2_20260909,raw,Bet365,6.5,-0.3471,2026-09-12T13:35:51Z,2026-09-12T13:35:52+00:00,2026-09-12T13:37:29.958444+00:00,0,1,comparison_only,daily_first_official_v1,0,bet365_automatic_20260909,,,,,,
2026-09-12,AFC Bournemouth vs Brentford,AFC Bournemouth,Tyler Adams,2026-09-12T14:00:00+00:00,AFC Bournemouth,Brentford,Premier League,fair_odds_daily_board,first_official_comparison,729769,Tyler Adams,0.066448382258269,15.05,daily_shrunk_rates_v2_20260909,raw,Bet365,11.0,-0.2691,2026-09-12T13:35:51Z,2026-09-12T13:35:52+00:00,2026-09-12T13:37:29.958444+00:00,0,1,comparison_only,daily_first_official_v1,0,bet365_automatic_20260909,,,,,,
2026-09-12,AFC Bournemouth vs Brentford,AFC Bournemouth,Rayan,2026-09-12T14:00:00+00:00,AFC Bournemouth,Brentford,Premier League,fair_odds_daily_board,first_official_comparison,1478295,Rayan,0.22109832366191773,4.52,daily_shrunk_rates_v2_20260909,raw,Bet365,3.4,-0.2483,2026-09-12T13:35:51Z,2026-09-12T13:35:52+00:00,2026-09-12T13:37:29.958444+00:00,0,1,comparison_only,daily_first_official_v1,0,bet365_automatic_20260909,,,,,,
2026-09-12,AFC Bournemouth vs Brentford,AFC Bournemouth,Justin Kluivert,2026-09-12T14:00:00+00:00,AFC Bournemouth,Brentford,Premier League,fair_odds_daily_board,first_official_comparison,794253,Justin Kluivert,0.3011592231042208,3.32,daily_shrunk_rates_v2_20260909,raw,Bet365,3.6,0.0842,2026-09-12T13:35:51Z,2026-09-12T13:35:52+00:00,2026-09-12T13:37:29.958444+00:00,0,1,comparison_only,daily_first_official_v1,0,bet365_automatic_20260909,,,,,,
2026-09-12,AFC Bournemouth vs Brentford,AFC Bournemouth,Marcus Tavernier,2026-09-12T14:00:00+00:00,AFC Bournemouth,Brentford,Premier League,fair_odds_daily_board,first_official_comparison,789630,Marcus Tavernier,0.30312397266671537,3.3,daily_shrunk_rates_v2_20260909,raw,Bet365,4.333,0.3134,2026-09-12T13:35:51Z,2026-09-12T13:35:52+00:00,2026-09-12T13:37:29.958444+00:00,0,1,comparison_only,daily_first_official_v1,0,bet365_automatic_20260909,,,,,,
2026-09-12,AFC Bournemouth vs Brentford,AFC Bournemouth,Evanilson,2026-09-12T14:00:00+00:00,AFC Bournemouth,Brentford,Premier League,fair_odds_daily_board,first_official_comparison,1098096,Evanilson,0.32500454815058377,3.08,daily_shrunk_rates_v2_20260909,raw,Bet365,2.5,-0.1875,2026-09-12T13:35:51Z,2026-09-12T13:35:52+00:00,2026-09-12T13:37:29.958444+00:00,0,1,comparison_only,daily_first_official_v1,0,bet365_automatic_20260909,,,,,,
2026-09-12,AFC Bournemouth vs Brentford,Brentford,Aaron Hickey,2026-09-12T14:00:00+00:00,AFC Bournemouth,Brentford,Premier League,fair_odds_daily_board,first_official_comparison,1002039,Aaron Hickey,0.03585619737948035,27.89,daily_shrunk_rates_v2_20260909,raw,Bet365,11.0,-0.6056,2026-09-12T13:35:51Z,2026-09-12T13:35:52+00:00,2026-09-12T13:37:29.958444+00:00,0,1,comparison_only,daily_first_official_v1,0,bet365_automatic_20260909,,,,,,
2026-09-12,AFC Bournemouth vs Brentford,Brentford,Kristoffer Ajer,2026-09-12T14:00:00+00:00,AFC Bournemouth,Brentford,Premier League,fair_odds_daily_board,first_official_comparison,552718,Kristoffer Ajer,0.023659545943738952,42.27,daily_shrunk_rates_v2_20260909,raw,Bet365,11.0,-0.7397,2026-09-12T13:35:51Z,2026-09-12T13:35:52+00:00,2026-09-12T13:37:29.958444+00:00,0,1,comparison_only,daily_first_official_v1,0,bet365_automatic_20260909,,,,,,
