season,competition,match_date,team,opponent,is_home,player_id,player_name,position,started,minutes,goals,assists,shots,shots_on_target,xg,npxg,xa,big_chances,big_chance_goals,big_chance_misses,big_chance_xg,penalties_scored,penalties_attempted,team_xg,team_xga
2025-2026,La Liga,2026-05-13,Mallorca,Getafe,0,9002,Vedat Muriqi,FW,,90,0,0,1,,0.067992,0.067992,0.0,0,0,0,0.0,0,0,0.412059,1.82108
2025-2026,La Liga,2026-05-10,Mallorca,Villarreal,1,9002,Vedat Muriqi,FW,,90,1,0,5,,0.880896,0.880896,0.028025,1,1,0,0.535932,0,0,1.54058,0.9943
2025-2026,La Liga,2026-05-01,Mallorca,Girona,0,9002,Vedat Muriqi,FW,,90,0,0,2,,0.152323,0.152323,0.419636,0,0,0,0.0,0,0,1.30537,1.77655
2025-2026,La Liga,2026-04-25,Mallorca,Alaves,0,9002,Vedat Muriqi,FW,,90,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,0.221499,1.40767
2025-2026,La Liga,2026-04-21,Mallorca,Valencia,1,9002,Vedat Muriqi,FW,,90,0,0,5,,0.804342,0.804342,0.0,1,0,1,0.482184,0,0,2.24468,1.39393
2025-2026,La Liga,2026-04-12,Mallorca,Rayo Vallecano,1,9002,Vedat Muriqi,FW,,90,2,0,2,,1.018157,1.018157,0.0,2,2,0,1.018157,0,0,2.54659,1.97051
2025-2026,La Liga,2026-04-04,Mallorca,Real Madrid,1,9002,Vedat Muriqi,FW,,90,1,0,2,,0.213621,0.213621,0.0,0,0,0,0.0,0,0,1.03875,1.51454
2025-2026,La Liga,2026-03-21,Mallorca,Elche,0,9002,Vedat Muriqi,FW,,90,0,0,3,,1.2043,0.461022,0.0,1,0,1,0.398524,0,1,1.51939,1.51605
2025-2026,La Liga,2026-03-15,Mallorca,Espanyol,1,9002,Vedat Muriqi,FW,,90,0,0,9,,0.342184,0.342184,0.091794,0,0,0,0.0,0,0,2.1497,1.35243
2025-2026,La Liga,2026-03-07,Mallorca,Osasuna,0,9002,Vedat Muriqi,FW,,90,2,0,3,,0.397036,0.397036,0.140035,1,1,0,0.246499,0,0,1.03165,3.09031
2025-2026,La Liga,2026-02-28,Mallorca,Real Sociedad,1,9002,Vedat Muriqi,FW,,90,0,0,2,,0.489159,0.489159,0.0,1,0,1,0.380584,0,0,0.754182,0.929702
2025-2026,La Liga,2026-02-22,Mallorca,Celta Vigo,0,9002,Vedat Muriqi,FW,,78,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,0.020733,2.93904
2025-2026,La Liga,2026-02-15,Mallorca,Real Betis,1,9002,Vedat Muriqi,FW,,90,1,0,4,,0.259306,0.259306,0.0,0,0,0,0.0,0,0,0.731317,2.04841
2025-2026,La Liga,2026-02-07,Mallorca,Barcelona,0,9002,Vedat Muriqi,FW,,81,0,0,1,,0.547732,0.547732,0.0,1,0,1,0.547732,0,0,1.01087,2.48168
2025-2026,La Liga,2026-02-02,Mallorca,Sevilla,1,9002,Vedat Muriqi,FW,,90,1,1,5,,1.061442,0.318164,0.730879,0,0,0,0.0,1,1,3.04346,1.24318
2025-2026,La Liga,2026-01-25,Mallorca,Atletico Madrid,0,9002,Vedat Muriqi,FW,,90,0,0,4,,0.264821,0.264821,0.0,0,0,0,0.0,0,0,0.367893,1.42501
2025-2026,La Liga,2026-01-17,Mallorca,Athletic Club,1,9002,Vedat Muriqi,FW,,90,3,0,7,,3.049044,1.562489,0.077565,2,2,0,1.319718,1,2,3.11432,2.28242
2025-2026,La Liga,2026-01-11,Mallorca,Rayo Vallecano,0,9002,Vedat Muriqi,FW,,90,1,0,2,,0.778075,0.778075,0.0,2,1,1,0.778075,0,0,1.05743,2.05105
2025-2026,La Liga,2026-01-04,Mallorca,Girona,1,9002,Vedat Muriqi,FW,,90,1,0,3,,0.822283,0.079005,0.046378,0,0,0,0.0,1,1,1.48338,1.45714
2025-2026,La Liga,2025-12-19,Mallorca,Valencia,0,9002,Vedat Muriqi,FW,,90,0,0,1,,0.082918,0.082918,0.0,0,0,0,0.0,0,0,0.199412,2.16012
2025-2026,La Liga,2025-12-13,Mallorca,Elche,1,9002,Vedat Muriqi,FW,,90,1,0,8,,1.499826,1.499826,0.0,4,0,4,1.187795,0,0,2.581,0.311674
2025-2026,La Liga,2025-12-05,Mallorca,Real Oviedo,0,9002,Vedat Muriqi,FW,,90,0,0,1,,0.028885,0.028885,0.090245,0,0,0,0.0,0,0,0.617185,1.60009
2025-2026,La Liga,2025-11-29,Mallorca,Osasuna,1,9002,Vedat Muriqi,FW,,90,2,0,2,,0.814293,0.071015,0.0,0,0,0,0.0,1,1,1.10581,1.11108
2025-2026,La Liga,2025-11-22,Mallorca,Villarreal,0,9002,Vedat Muriqi,Sub,,14,0,0,1,,0.509282,0.509282,0.0,1,0,1,0.509282,0,0,1.38464,2.6371
2025-2026,La Liga,2025-11-09,Mallorca,Getafe,1,9002,Vedat Muriqi,FW,,90,1,0,2,,0.484687,0.484687,0.0,1,1,0,0.387732,0,0,1.30353,0.539674
2025-2026,La Liga,2025-11-02,Mallorca,Real Betis,0,9002,Vedat Muriqi,FW,,82,0,0,3,,0.3322,0.3322,0.0,1,0,1,0.251832,0,0,0.749852,2.82134
2025-2026,La Liga,2025-10-26,Mallorca,Levante,1,9002,Vedat Muriqi,FW,,87,0,0,2,,0.410541,0.410541,0.066753,1,0,1,0.371364,0,0,1.86979,2.3579
2025-2026,La Liga,2025-10-18,Mallorca,Sevilla,0,9002,Vedat Muriqi,FW,,90,1,0,1,,0.30385,0.30385,0.0,1,1,0,0.30385,0,0,1.95555,1.25884
2025-2026,La Liga,2025-10-04,Mallorca,Athletic Club,0,9002,Vedat Muriqi,FW,,90,0,0,2,,0.121279,0.121279,0.0,0,0,0,0.0,0,0,0.213773,1.73351
2025-2026,La Liga,2025-09-27,Mallorca,Alaves,1,9002,Vedat Muriqi,FW,,70,0,0,1,,0.01869,0.01869,0.0,0,0,0,0.0,0,0,1.04267,0.566415
2025-2026,La Liga,2025-09-24,Mallorca,Real Sociedad,0,9002,Vedat Muriqi,FW,,90,0,0,1,,0.026313,0.026313,0.04751,0,0,0,0.0,0,0,0.641137,2.82857
2025-2026,La Liga,2025-09-21,Mallorca,Atletico Madrid,1,9002,Vedat Muriqi,FW,,90,1,0,1,,0.354842,0.354842,0.011126,1,1,0,0.354842,0,0,0.530939,2.08772
2025-2026,La Liga,2025-09-15,Mallorca,Espanyol,0,9002,Vedat Muriqi,FW,,90,2,0,13,,1.64886,0.905582,0.0,1,1,0,0.234984,1,1,2.03185,2.67405
2025-2026,La Liga,2025-08-30,Mallorca,Real Madrid,0,9002,Vedat Muriqi,FW,,90,1,0,3,,0.220111,0.220111,0.0,0,0,0,0.0,0,0,0.549872,1.84116
2025-2026,La Liga,2025-08-16,Mallorca,Barcelona,1,9002,Vedat Muriqi,FW,,38,0,0,1,,0.455784,0.455784,0.0,1,0,1,0.455784,0,0,0.529217,2.0243
2025-2026,La Liga,2026-05-23,Osasuna,Getafe,0,1235,Ante Budimir,FW,,90,0,0,1,,0.014864,0.014864,0.360992,0,0,0,0.0,0,0,0.800038,0.264137
2025-2026,La Liga,2026-05-17,Osasuna,Espanyol,1,1235,Ante Budimir,FW,,90,0,0,5,,0.530464,0.530464,0.473126,1,0,1,0.291271,0,0,1.81152,0.947142
2025-2026,La Liga,2026-05-12,Osasuna,Atletico Madrid,1,1235,Ante Budimir,FW,,90,0,0,9,,1.33193,1.33193,0.038593,2,0,2,0.785926,0,0,2.41049,1.8226
2025-2026,La Liga,2026-05-08,Osasuna,Levante,0,1235,Ante Budimir,FW,,69,1,0,1,,0.381853,0.381853,0.0,1,1,0,0.381853,0,0,0.500111,3.53052
2025-2026,La Liga,2026-05-02,Osasuna,Barcelona,1,1235,Ante Budimir,FW,,70,0,0,3,,0.434314,0.434314,0.0,1,0,1,0.349495,0,0,1.28813,1.56763
2025-2026,La Liga,2026-04-26,Osasuna,Sevilla,1,1235,Ante Budimir,FW,,90,0,0,2,,0.958097,0.958097,0.0,2,0,2,0.958097,0,0,2.14254,0.553816
2025-2026,La Liga,2026-04-21,Osasuna,Athletic Club,0,1235,Ante Budimir,FW,,90,0,0,2,,1.073631,0.330353,0.0,1,0,1,0.330353,0,1,1.39553,0.49013
2025-2026,La Liga,2026-04-12,Osasuna,Real Betis,1,1235,Ante Budimir,FW,,85,1,0,3,,1.096324,0.353046,0.0,1,0,1,0.297003,1,1,1.52928,0.411183
2025-2026,La Liga,2026-04-05,Osasuna,Alaves,0,1235,Ante Budimir,FW,,87,1,0,2,,0.769244,0.025966,0.0,0,0,0,0.0,1,1,1.61149,1.65967
2025-2026,La Liga,2026-03-21,Osasuna,Girona,1,1235,Ante Budimir,FW,,83,1,0,4,,0.298212,0.298212,0.068632,0,0,0,0.0,0,0,2.26232,0.232115
2025-2026,La Liga,2026-03-15,Osasuna,Real Sociedad,0,1235,Ante Budimir,FW,,90,0,0,1,,0.019211,0.019211,0.058341,0,0,0,0.0,0,0,0.615126,2.91429
2025-2026,La Liga,2026-03-07,Osasuna,Mallorca,1,1235,Ante Budimir,FW,,90,1,0,4,,0.954404,0.954404,0.09044,2,1,1,0.750699,0,0,3.09031,1.03165
2025-2026,La Liga,2026-03-01,Osasuna,Valencia,0,1235,Ante Budimir,FW,,90,0,0,2,,0.071459,0.071459,0.065075,0,0,0,0.0,0,0,0.259132,1.31076
2025-2026,La Liga,2026-02-21,Osasuna,Real Madrid,1,1235,Ante Budimir,FW,,69,1,0,5,,1.322744,0.579467,0.0,1,0,1,0.451282,1,1,2.31248,2.02307
2025-2026,La Liga,2026-02-13,Osasuna,Elche,0,1235,Ante Budimir,FW,,74,0,0,1,,0.060537,0.060537,0.0,0,0,0,0.0,0,0,0.81264,2.33332
2025-2026,La Liga,2026-02-06,Osasuna,Celta Vigo,0,1235,Ante Budimir,FW,,72,1,0,2,,0.188174,0.188174,0.0,0,0,0,0.0,0,0,1.00253,2.0351
2025-2026,La Liga,2026-01-31,Osasuna,Villarreal,1,1235,Ante Budimir,FW,,81,1,0,3,,0.663131,0.663131,0.0,1,1,0,0.611316,0,0,2.13467,0.911128
2025-2026,La Liga,2026-01-24,Osasuna,Rayo Vallecano,0,1235,Ante Budimir,FW,,83,1,0,2,,0.670498,0.670498,0.060944,1,1,0,0.660584,0,0,1.36861,0.669564
2025-2026,La Liga,2026-01-17,Osasuna,Real Oviedo,1,1235,Ante Budimir,FW,,90,2,0,6,,0.974988,0.974988,0.065411,2,2,0,0.793468,0,0,2.03551,1.36173
2025-2026,La Liga,2026-01-10,Osasuna,Girona,0,1235,Ante Budimir,FW,,90,0,0,4,,0.383208,0.383208,0.0,0,0,0,0.0,0,0,1.22674,0.984024
2025-2026,La Liga,2026-01-03,Osasuna,Athletic Club,1,1235,Ante Budimir,FW,,77,0,0,1,,0.282901,0.282901,0.037167,1,0,1,0.282901,0,0,0.868051,1.554
2025-2026,La Liga,2025-12-20,Osasuna,Alaves,1,1235,Ante Budimir,FW,,90,2,0,7,,1.650082,0.906804,0.0,1,0,1,0.503488,1,1,2.39145,0.718671
2025-2026,La Liga,2025-12-13,Osasuna,Barcelona,0,1235,Ante Budimir,FW,,67,0,0,2,,0.126519,0.126519,0.0,0,0,0,0.0,0,0,0.228217,2.14468
2025-2026,La Liga,2025-12-08,Osasuna,Levante,1,1235,Ante Budimir,FW,,90,0,0,1,,0.569135,0.569135,0.203475,1,0,1,0.569135,0,0,1.74988,0.544977
2025-2026,La Liga,2025-11-29,Osasuna,Mallorca,0,1235,Ante Budimir,FW,,72,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,1.11108,1.10581
2025-2026,La Liga,2025-11-22,Osasuna,Real Sociedad,1,1235,Ante Budimir,Sub,,11,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,1.27964,1.76546
2025-2026,La Liga,2025-11-03,Osasuna,Real Oviedo,0,1235,Ante Budimir,FW,,90,0,0,4,,0.291358,0.291358,0.0,0,0,0,0.0,0,0,0.626317,0.717473
2025-2026,La Liga,2025-10-26,Osasuna,Celta Vigo,1,1235,Ante Budimir,FW,,90,2,0,6,,1.689273,0.202717,0.0,0,0,0,0.0,1,2,2.318,1.54054
2025-2026,La Liga,2025-10-18,Osasuna,Atletico Madrid,0,1235,Ante Budimir,FW,,90,0,0,3,,0.61676,0.61676,0.0,1,0,1,0.50069,0,0,0.981492,2.24415
2025-2026,La Liga,2025-10-03,Osasuna,Getafe,1,1235,Ante Budimir,FW,,90,0,0,3,,0.135403,0.135403,0.0,0,0,0,0.0,0,0,0.692026,0.856515
2025-2026,La Liga,2025-09-28,Osasuna,Real Betis,0,1235,Ante Budimir,FW,,90,0,0,4,,0.188505,0.188505,0.062627,0,0,0,0.0,0,0,0.578485,1.18955
2025-2026,La Liga,2025-09-25,Osasuna,Elche,1,1235,Ante Budimir,FW,,85,0,0,0,,0.0,0.0,0.053328,0,0,0,0.0,0,0,1.17524,1.05089
2025-2026,La Liga,2025-09-20,Osasuna,Villarreal,0,1235,Ante Budimir,FW,,82,1,0,2,,0.787382,0.044105,0.074185,0,0,0,0.0,1,1,1.95599,3.56395
2025-2026,La Liga,2025-09-14,Osasuna,Rayo Vallecano,1,1235,Ante Budimir,Sub,,28,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,1.4012,0.979149
2025-2026,La Liga,2025-08-31,Osasuna,Espanyol,0,1235,Ante Budimir,FW,,90,0,0,3,,0.21102,0.21102,0.0,0,0,0,0.0,0,0,1.38167,1.36886
2025-2026,La Liga,2025-08-24,Osasuna,Valencia,1,1235,Ante Budimir,FW,,90,1,0,3,,0.245094,0.245094,0.0,0,0,0,0.0,0,0,0.946758,0.589594
2025-2026,La Liga,2025-08-19,Osasuna,Real Madrid,0,1235,Ante Budimir,FW,,90,0,0,2,,0.201044,0.201044,0.0,0,0,0,0.0,0,0,0.201044,1.4294
2025-2026,La Liga,2026-05-23,Barcelona,Valencia,0,6441,Ferrán Torres,AMR,,88,0,1,2,,0.092572,0.092572,0.575005,0,0,0,0.0,0,0,1.29336,1.83367
2025-2026,La Liga,2026-05-13,Barcelona,Alaves,0,6441,Ferrán Torres,Sub,,27,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,0.356356,0.95347
2025-2026,La Liga,2026-05-10,Barcelona,Real Madrid,1,6441,Ferrán Torres,FW,,79,1,0,2,,0.850387,0.850387,0.172279,2,1,1,0.850387,0,0,1.72002,0.562101
2025-2026,La Liga,2026-05-02,Barcelona,Osasuna,0,6441,Ferrán Torres,Sub,,28,1,0,2,,0.410114,0.410114,0.0,1,1,0,0.350328,0,0,1.56763,1.28813
2025-2026,La Liga,2026-04-22,Barcelona,Celta Vigo,1,6441,Ferrán Torres,FW,,90,0,0,1,,0.046878,0.046878,0.16067,0,0,0,0.0,0,0,1.54451,1.07392
2025-2026,La Liga,2026-04-11,Barcelona,Espanyol,1,6441,Ferrán Torres,FW,,77,2,0,2,,0.822709,0.822709,0.142616,2,2,0,0.822709,0,0,3.30789,1.13134
2025-2026,La Liga,2026-04-04,Barcelona,Atletico Madrid,0,6441,Ferrán Torres,Sub,,37,0,0,3,,0.270243,0.270243,0.0,0,0,0,0.0,0,0,2.68584,0.919286
2025-2026,La Liga,2026-03-22,Barcelona,Rayo Vallecano,1,6441,Ferrán Torres,Sub,,41,0,0,1,,0.030672,0.030672,0.0,0,0,0,0.0,0,0,1.92205,2.19631
2025-2026,La Liga,2026-03-07,Barcelona,Athletic Club,0,6441,Ferrán Torres,FW,,65,0,0,1,,0.038682,0.038682,0.0,0,0,0,0.0,0,0,0.560009,1.04698
2025-2026,La Liga,2026-02-28,Barcelona,Villarreal,1,6441,Ferrán Torres,FW,,69,0,0,1,,0.226279,0.226279,0.0,1,0,1,0.226279,0,0,3.54743,1.36182
2025-2026,La Liga,2026-02-22,Barcelona,Levante,1,6441,Ferrán Torres,Sub,,20,0,0,1,,0.261169,0.261169,0.0,1,0,1,0.261169,0,0,4.24402,0.602552
2025-2026,La Liga,2026-02-16,Barcelona,Girona,0,6441,Ferrán Torres,FW,,75,0,0,2,,0.107591,0.107591,0.0,0,0,0,0.0,0,0,2.69655,2.8897
2025-2026,La Liga,2026-02-07,Barcelona,Mallorca,1,6441,Ferrán Torres,Sub,,20,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,2.48168,1.01087
2025-2026,La Liga,2026-01-31,Barcelona,Elche,0,6441,Ferrán Torres,FW,,65,1,0,8,,3.015413,3.015413,0.0,4,1,3,2.642738,0,0,7.11049,0.839
2025-2026,La Liga,2026-01-18,Barcelona,Real Sociedad,0,6441,Ferrán Torres,FW,,69,0,0,1,,0.068997,0.068997,0.0,0,0,0,0.0,0,0,3.92031,1.55875
2025-2026,La Liga,2026-01-03,Barcelona,Espanyol,0,6441,Ferrán Torres,FW,,68,0,0,1,,0.262259,0.262259,0.0,1,0,1,0.262259,0,0,2.94252,1.79661
2025-2026,La Liga,2025-12-21,Barcelona,Villarreal,0,6441,Ferrán Torres,FW,,64,0,0,2,,0.663066,0.663066,0.0,1,0,1,0.575617,0,0,3.27381,2.16466
2025-2026,La Liga,2025-12-13,Barcelona,Osasuna,1,6441,Ferrán Torres,FW,,90,0,0,2,,0.541806,0.541806,0.085073,1,0,1,0.407556,0,0,2.14468,0.228217
2025-2026,La Liga,2025-12-06,Barcelona,Real Betis,0,6441,Ferrán Torres,FW,,90,3,0,5,,1.488952,1.488952,0.029875,3,2,1,1.375766,0,0,3.30288,2.74214
2025-2026,La Liga,2025-12-02,Barcelona,Atletico Madrid,1,6441,Ferrán Torres,Sub,,18,1,0,1,,0.577524,0.577524,0.0,1,1,0,0.577524,0,0,3.46121,1.35018
2025-2026,La Liga,2025-11-29,Barcelona,Alaves,1,6441,Ferrán Torres,Sub,,27,0,0,0,,0.0,0.0,0.103286,0,0,0,0.0,0,0,2.51096,2.09256
2025-2026,La Liga,2025-11-22,Barcelona,Athletic Club,1,6441,Ferrán Torres,FWL,,90,2,0,3,,0.721318,0.721318,0.163035,2,2,0,0.676248,0,0,2.32922,1.04615
2025-2026,La Liga,2025-11-09,Barcelona,Celta Vigo,0,6441,Ferrán Torres,Sub,,1,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,3.42936,0.512253
2025-2026,La Liga,2025-11-02,Barcelona,Elche,1,6441,Ferrán Torres,FW,,90,1,0,3,,1.045082,1.045082,0.652183,2,1,1,1.008537,0,0,2.8073,0.549079
2025-2026,La Liga,2025-10-26,Barcelona,Real Madrid,0,6441,Ferrán Torres,FW,,80,0,0,2,,0.126977,0.126977,0.0258,0,0,0,0.0,0,0,1.12434,3.41322
2025-2026,La Liga,2025-10-05,Barcelona,Sevilla,0,6441,Ferrán Torres,AML,,77,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,2.4823,2.89414
2025-2026,La Liga,2025-09-28,Barcelona,Real Sociedad,1,6441,Ferrán Torres,Sub,,10,0,0,0,,0.0,0.0,0.630769,0,0,0,0.0,0,0,3.00954,0.957079
2025-2026,La Liga,2025-09-25,Barcelona,Real Oviedo,0,6441,Ferrán Torres,FW,,90,0,0,6,,0.405473,0.405473,0.052232,0,0,0,0.0,0,0,2.07001,1.45014
2025-2026,La Liga,2025-09-21,Barcelona,Getafe,1,6441,Ferrán Torres,FWL,,63,2,0,4,,1.289411,1.289411,0.0,3,2,1,1.179217,0,0,2.96429,0.215949
2025-2026,La Liga,2025-09-14,Barcelona,Valencia,1,6441,Ferrán Torres,FW,,69,0,1,5,,1.036719,1.036719,0.09172,2,0,2,0.786867,0,0,3.46022,0.12495
2025-2026,La Liga,2025-08-31,Barcelona,Rayo Vallecano,0,6441,Ferrán Torres,FW,,82,0,0,0,,0.0,0.0,0.072986,0,0,0,0.0,0,0,2.35774,1.87124
2025-2026,La Liga,2025-08-23,Barcelona,Levante,0,6441,Ferrán Torres,FW,,90,1,0,5,,1.501584,1.501584,0.117097,3,1,2,1.282673,0,0,2.48128,2.68812
2025-2026,La Liga,2025-08-16,Barcelona,Mallorca,0,6441,Ferrán Torres,FW,,76,1,0,3,,0.281494,0.281494,0.083129,0,0,0,0.0,0,0,2.0243,0.529217
2025-2026,La Liga,2026-05-17,Real Madrid,Sevilla,0,7008,Vinícius Júnior,FWL,,78,1,0,2,,0.164095,0.164095,0.667907,0,0,0,0.0,0,0,1.47378,0.683481
2025-2026,La Liga,2026-05-14,Real Madrid,Real Oviedo,1,7008,Vinícius Júnior,FW,,90,0,0,2,,0.183969,0.183969,0.153152,0,0,0,0.0,0,0,1.74088,1.18679
