season,competition,match_date,team,opponent,is_home,player_id,player_name,position,started,minutes,goals,assists,shots,shots_on_target,xg,npxg,xa,big_chances,big_chance_goals,big_chance_misses,big_chance_xg,penalties_scored,penalties_attempted,team_xg,team_xga
2023-2024,Ligue 1,2024-05-12,Paris Saint Germain,Toulouse,1,3423,Kylian Mbappe-Lottin,FW,,90,1,0,5,,0.534952,0.534952,0.065524,1,1,0,0.289368,0,0,1.50414,1.71089
2023-2024,Ligue 1,2024-04-27,Paris Saint Germain,Le Havre,1,3423,Kylian Mbappe-Lottin,Sub,,41,0,0,1,,0.017791,0.017791,0.0,0,0,0,0.0,0,0,2.25829,1.21268
2023-2024,Ligue 1,2024-04-24,Paris Saint Germain,Lorient,0,3423,Kylian Mbappe-Lottin,FWL,,90,2,1,5,,0.72716,0.72716,0.862317,1,1,0,0.54542,0,0,1.97814,1.03633
2023-2024,Ligue 1,2024-04-06,Paris Saint Germain,Clermont Foot,1,3423,Kylian Mbappe-Lottin,Sub,,15,0,1,2,,0.525744,0.525744,0.445016,1,0,1,0.419196,0,0,2.57381,0.28144
2023-2024,Ligue 1,2024-03-31,Paris Saint Germain,Marseille,0,3423,Kylian Mbappe-Lottin,FW,,67,0,0,0,,0.0,0.0,0.051176,0,0,0,0.0,0,0,1.73967,1.02584
2023-2024,Ligue 1,2024-03-17,Paris Saint Germain,Montpellier,0,3423,Kylian Mbappe-Lottin,FWL,,90,3,1,4,,0.496006,0.496006,0.546456,1,1,0,0.276913,0,0,2.24298,2.51778
2023-2024,Ligue 1,2024-03-10,Paris Saint Germain,Reims,1,3423,Kylian Mbappe-Lottin,Sub,,14,0,0,3,,0.117004,0.117004,0.0,0,0,0,0.0,0,0,1.53515,1.51893
2023-2024,Ligue 1,2024-03-01,Paris Saint Germain,Monaco,0,3423,Kylian Mbappe-Lottin,FWL,,50,0,0,1,,0.023936,0.023936,0.081523,0,0,0,0.0,0,0,1.84721,2.44196
2023-2024,Ligue 1,2024-02-25,Paris Saint Germain,Rennes,1,3423,Kylian Mbappe-Lottin,FW,,66,0,0,3,,0.156914,0.156914,0.109288,0,0,0,0.0,0,0,1.88699,0.982428
2023-2024,Ligue 1,2024-02-17,Paris Saint Germain,Nantes,0,3423,Kylian Mbappe-Lottin,Sub,,25,1,0,2,,0.881056,0.120961,0.0,0,0,0,0.0,1,1,1.71895,2.13627
2023-2024,Ligue 1,2024-02-02,Paris Saint Germain,Strasbourg,0,3423,Kylian Mbappe-Lottin,FW,,90,1,1,2,,1.091614,0.331519,0.562361,1,1,0,0.331519,0,1,1.90654,2.57864
2023-2024,Ligue 1,2024-01-28,Paris Saint Germain,Brest,1,3423,Kylian Mbappe-Lottin,FW,,90,0,0,4,,0.339438,0.339438,0.107585,0,0,0,0.0,0,0,1.89797,1.07348
2023-2024,Ligue 1,2024-01-14,Paris Saint Germain,Lens,0,3423,Kylian Mbappe-Lottin,FW,,90,1,1,7,,0.781655,0.781655,0.492638,1,1,0,0.339355,0,0,1.80377,2.68223
2023-2024,Ligue 1,2023-12-20,Paris Saint Germain,Metz,1,3423,Kylian Mbappe-Lottin,FW,,90,2,0,8,,0.982714,0.982714,0.126543,1,1,0,0.622044,0,0,2.18199,0.149111
2023-2024,Ligue 1,2023-12-17,Paris Saint Germain,Lille,0,3423,Kylian Mbappe-Lottin,FW,,90,1,0,5,,1.04173,0.281634,0.0,0,0,0,0.0,1,1,1.39323,1.90778
2023-2024,Ligue 1,2023-12-09,Paris Saint Germain,Nantes,1,3423,Kylian Mbappe-Lottin,FW,,90,0,0,4,,0.29741,0.29741,0.05097,0,0,0,0.0,0,0,2.15633,0.483837
2023-2024,Ligue 1,2023-12-03,Paris Saint Germain,Le Havre,0,3423,Kylian Mbappe-Lottin,FW,,90,1,0,5,,0.961807,0.961807,0.052267,2,0,2,0.821425,0,0,1.76208,1.85535
2023-2024,Ligue 1,2023-11-24,Paris Saint Germain,Monaco,1,3423,Kylian Mbappe-Lottin,FWL,,90,1,1,4,,1.315761,0.555666,0.044038,1,0,1,0.352878,1,1,2.61317,1.52014
2023-2024,Ligue 1,2023-11-11,Paris Saint Germain,Reims,0,3423,Kylian Mbappe-Lottin,AMC,,90,3,0,9,,1.951947,1.951947,0.083177,3,2,1,1.525472,0,0,2.64035,1.54396
2023-2024,Ligue 1,2023-11-03,Paris Saint Germain,Montpellier,1,3423,Kylian Mbappe-Lottin,FW,,90,0,0,4,,0.183355,0.183355,0.085903,0,0,0,0.0,0,0,1.23178,0.583754
2023-2024,Ligue 1,2023-10-29,Paris Saint Germain,Brest,0,3423,Kylian Mbappe-Lottin,FW,,90,2,0,5,,1.57328,0.813185,0.313946,1,1,0,0.563081,0,1,2.09847,1.68226
2023-2024,Ligue 1,2023-10-21,Paris Saint Germain,Strasbourg,1,3423,Kylian Mbappe-Lottin,FW,,90,1,1,3,,1.15984,0.399745,0.684161,1,0,1,0.319308,1,1,2.51872,0.224242
2023-2024,Ligue 1,2023-10-08,Paris Saint Germain,Rennes,0,3423,Kylian Mbappe-Lottin,FWL,,90,0,0,8,,1.446576,1.446576,0.411768,1,0,1,0.65626,0,0,3.13091,1.34436
2023-2024,Ligue 1,2023-09-30,Paris Saint Germain,Clermont Foot,0,3423,Kylian Mbappe-Lottin,FWL,,90,0,0,5,,0.794714,0.794714,0.171422,1,0,1,0.479899,0,0,2.99118,1.16006
2023-2024,Ligue 1,2023-09-24,Paris Saint Germain,Marseille,1,3423,Kylian Mbappe-Lottin,FWL,,31,0,0,1,,0.095789,0.095789,0.0,0,0,0,0.0,0,0,2.00222,0.568702
2023-2024,Ligue 1,2023-09-15,Paris Saint Germain,Nice,1,3423,Kylian Mbappe-Lottin,FWL,,90,2,0,5,,0.301338,0.301338,0.215008,0,0,0,0.0,0,0,1.21929,1.94985
2023-2024,Ligue 1,2023-09-03,Paris Saint Germain,Lyon,0,3423,Kylian Mbappe-Lottin,FWL,,90,2,0,6,,1.806048,1.045953,0.311133,2,1,1,0.751884,1,1,4.91949,2.44259
2023-2024,Ligue 1,2023-08-26,Paris Saint Germain,Lens,1,3423,Kylian Mbappe-Lottin,FWL,,90,2,0,6,,0.804202,0.804202,0.186462,1,0,1,0.316585,0,0,1.86713,0.487094
2023-2024,Ligue 1,2023-08-19,Paris Saint Germain,Toulouse,0,3423,Kylian Mbappe-Lottin,Sub,,35,1,0,3,,0.89506,0.134965,0.050564,0,0,0,0.0,1,1,2.00415,1.15991
2023-2024,Ligue 1,2024-05-19,Lyon,Strasbourg,1,3277,Alexandre Lacazette,FW,,90,2,0,2,,1.222793,0.462698,0.017381,1,1,0,0.462698,1,1,3.26691,1.12544
2023-2024,Ligue 1,2024-05-12,Lyon,Clermont Foot,0,3277,Alexandre Lacazette,Sub,,14,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,0.389723,1.17651
2023-2024,Ligue 1,2024-05-06,Lyon,Lille,0,3277,Alexandre Lacazette,FW,,90,1,1,2,,0.906587,0.906587,0.243357,2,1,1,0.906587,0,0,2.42982,1.12451
2023-2024,Ligue 1,2024-04-28,Lyon,Monaco,1,3277,Alexandre Lacazette,FW,,90,1,1,5,,1.180277,1.180277,0.552092,2,1,1,0.94605,0,0,2.6414,2.04607
2023-2024,Ligue 1,2024-04-21,Lyon,Paris Saint Germain,0,3277,Alexandre Lacazette,FW,,72,0,0,1,,0.061523,0.061523,0.0,0,0,0,0.0,0,0,0.667233,3.09132
2023-2024,Ligue 1,2024-04-14,Lyon,Brest,1,3277,Alexandre Lacazette,FW,,90,1,0,1,,0.107849,0.107849,0.0,0,0,0,0.0,0,0,1.8478,1.7183
2023-2024,Ligue 1,2024-04-07,Lyon,Nantes,0,3277,Alexandre Lacazette,FW,,89,1,0,5,,1.141628,1.141628,0.094449,2,1,1,0.882465,0,0,2.90994,1.10318
2023-2024,Ligue 1,2024-03-30,Lyon,Reims,1,3277,Alexandre Lacazette,FW,,63,0,0,2,,0.070549,0.070549,0.037193,0,0,0,0.0,0,0,2.12533,1.48533
2023-2024,Ligue 1,2024-03-15,Lyon,Toulouse,0,3277,Alexandre Lacazette,FW,,48,1,0,2,,0.126404,0.126404,0.0,0,0,0,0.0,0,0,1.49785,2.0594
2023-2024,Ligue 1,2024-02-23,Lyon,Metz,0,3277,Alexandre Lacazette,FW,,90,1,0,1,,0.38622,0.38622,0.027804,1,1,0,0.38622,0,0,1.25668,1.76992
