captured_at,match_date,event_id,kickoff_at,minutes_to_kickoff,snapshot_kind,bookmaker,competition,market,home_team,away_team,player_name,player_team,odds_decimal,source,notes
2026-03-14T10:30:00Z,2026-03-15,example-event-1,2026-03-15T19:45:00Z,555.0,manual_prelineup,bet365,Serie A,ATGS,Napoli,Fiorentina,Romelu Lukaku,Napoli,2.3000,manual,pre-lineup screenshot
