date,league,review_source,match,team,opponent,actual_taker,actual_role_pre_match,penalties_attempted,penalties_scored,distinct_takers_in_match,primary_pre_match,secondary_pre_match,tertiary_pre_match,primary_lineup_status,secondary_lineup_status,tertiary_lineup_status,active_taker_pre_match,active_slot_pre_match,team_lineup_status,review_type,review_priority,editorial_note,context_generated_at,context_source_path
2026-05-03,ligue-1,settled_logs,AJ Auxerre vs Angers SCO,Angers,Auxerre,Goduine Koyalipou,primary,1,1,2,Goduine Koyalipou,Branco van den Boomen,Amine Sbaï,unknown,unknown,unknown,,,unknown,multiple_penalties_split,high,Goduine Koyalipou took 1 penalty attempt for Angers vs Auxerre. Primary pre-match: Goduine Koyalipou (unknown). Secondary pre-match: Branco van den Boomen (unknown). Strong review flag: penalty duty was split across multiple takers in the same match.,2026-05-05T19:26:43Z,data/goalscorer/ligue-1/penalty-duty-context.json
2026-05-03,ligue-1,settled_logs,AJ Auxerre vs Angers SCO,Angers,Auxerre,Branco van den Boomen,secondary,1,0,2,Goduine Koyalipou,Branco van den Boomen,Amine Sbaï,unknown,unknown,unknown,,,unknown,multiple_penalties_split,high,Branco van den Boomen took 1 penalty attempt for Angers vs Auxerre. Primary pre-match: Goduine Koyalipou (unknown). Secondary pre-match: Branco van den Boomen (unknown). Strong review flag: penalty duty was split across multiple takers in the same match.,2026-05-05T19:26:43Z,data/goalscorer/ligue-1/penalty-duty-context.json
