date,league,review_source,match,team,opponent,actual_taker,actual_role_pre_match,penalties_attempted,penalties_scored,distinct_takers_in_match,primary_pre_match,secondary_pre_match,tertiary_pre_match,primary_lineup_status,secondary_lineup_status,tertiary_lineup_status,active_taker_pre_match,active_slot_pre_match,team_lineup_status,review_type,review_priority,editorial_note,context_generated_at,context_source_path
2026-05-04,epl,settled_logs,Chelsea FC vs Nottingham Forest,Nottingham Forest,Chelsea,Igor Jesus,tertiary,1,1,1,Chris Wood,Morgan Gibbs-White,Igor Jesus,unknown,unknown,unknown,,,unknown,expected_backup_shift,medium,Igor Jesus took 1 penalty attempt for Nottingham Forest vs Chelsea. Primary pre-match: Chris Wood (unknown). Secondary pre-match: Morgan Gibbs-White (unknown). Looks like the expected backup took over because the primary was unavailable or inactive.,2026-05-09T21:40:12Z,data/goalscorer/epl/penalty-duty-context.json
2026-05-04,epl,settled_logs,Chelsea FC vs Nottingham Forest,Chelsea,Nottingham Forest,Cole Palmer,primary,1,0,1,Cole Palmer,Enzo Fernández,João Pedro,unknown,unknown,unknown,,,unknown,needs_manual_review,medium,Cole Palmer took 1 penalty attempt for Chelsea vs Nottingham Forest. Primary pre-match: Cole Palmer (unknown). Secondary pre-match: Enzo Fernández (unknown). Needs manual editorial review.,2026-05-09T21:40:12Z,data/goalscorer/epl/penalty-duty-context.json
2026-05-03,epl,settled_logs,AFC Bournemouth vs Crystal Palace,Bournemouth,Crystal Palace,Eli Junior Kroupi,primary,1,1,1,Eli Junior Kroupi,Marcus Tavernier,Evanilson,unknown,unknown,unknown,,,unknown,needs_manual_review,medium,Eli Junior Kroupi took 1 penalty attempt for Bournemouth vs Crystal Palace. Primary pre-match: Eli Junior Kroupi (unknown). Secondary pre-match: Marcus Tavernier (unknown). Needs manual editorial review.,2026-05-09T21:40:12Z,data/goalscorer/epl/penalty-duty-context.json
2026-05-02,epl,settled_logs,Brentford FC vs West Ham United,Brentford,West Ham,Thiago,primary,1,1,1,Thiago,Kevin Schade,Dango Ouattara,unknown,unknown,unknown,,,unknown,needs_manual_review,medium,Thiago took 1 penalty attempt for Brentford vs West Ham. Primary pre-match: Thiago (unknown). Secondary pre-match: Kevin Schade (unknown). Needs manual editorial review.,2026-05-09T21:40:12Z,data/goalscorer/epl/penalty-duty-context.json
