date,kickoff,match,competition,player,team,opponent,signal_type,finishing_luck,fixture_swing,penalty_transfer,penalty_transfer_from,position_upgrade,lineup_state,model_p_atgs,model_fair_odds,best_bookmaker,best_bookmaker_odds,ev,confidence,compared_at,fotmob_match_id,player_id,market_player_name,home_team,away_team,position_group,position,historical_minutes,trust_tier,public_action,public_policy_reason,penalty_dependent,penalty_dependency_share,recommended_stake_units,recommended_stake_band,recommended_stake_label,super_sub_eligible_bookmaker,super_sub_checked,super_sub_replacement,super_sub_replacement_goals,settled,goals_scored,bet_outcome,settled_at,pnl_units,settlement_note,named_player_goals,named_player_outcome,super_sub_settlement_policy,super_sub_replacement_chain
2026-09-05,2026-09-05T15:15:00Z,Racing Club De Lens vs FC Lorient,France - Ligue 1,Noah Cadiou,Lorient,Racing Club De Lens,shadow_track,0.7338,0.7562,0,,0,expected_starter,0.184684,5.4147,Bet365,8.0000,0.477472,medium,2026-09-03T11:49:07Z,,13975,Noah Cadiou,Racing Club De Lens,FC Lorient,MC,MC,2027.0,T2,no_action,,0,0.0000,0.00,,,1,0,,0,1,0,lost,2026-09-06T12:56:25Z,-1.0000,played_did_not_score,,,,
2026-09-11,2026-09-11T18:45:00Z,Stade Rennais FC vs Olympique Marseille,France - Ligue 1,Amine Gouiri,Marseille,Stade Rennais FC,shadow_track,1.5158,1.2976,0,,0,expected_starter,0.430551,2.3226,Bet365,3.0000,0.291653,medium,2026-09-11T10:02:05Z,,6401,Amine Gouiri,Stade Rennais FC,Olympique Marseille,FW,FW,3678.0,T2,no_action,incomplete_prediction_roster,0,0.1333,0.00,,,1,1,,0,,,,,,pending_settlement_data,0,lost,,
2026-09-11,2026-09-11T18:45:00Z,Stade Rennais FC vs Olympique Marseille,France - Ligue 1,Angel Gomes,Marseille,Stade Rennais FC,shadow_track,-0.1366,1.2976,0,,0,expected_starter,0.260923,3.8325,Bet365,5.5000,0.435077,medium,2026-09-11T10:02:05Z,,5598,Angel Gomes,Stade Rennais FC,Olympique Marseille,MC,MC,4526.0,T2,no_action,incomplete_prediction_roster,0,0.0057,0.00,,,1,1,Keyliane Abdallah,0,1,0,lost,2026-09-12T12:26:17Z,-1.0000,played_did_not_score_super_sub_checked:Keyliane Abdallah,0,lost,bet365_automatic_20260909,"[""Keyliane Abdallah""]"
2026-09-11,2026-09-11T18:45:00Z,Stade Rennais FC vs Olympique Marseille,France - Ligue 1,Charlie Cresswell,Rennes,Olympique Marseille,shadow_track,-1.8719,0.8579,0,,0,expected_starter,0.207063,4.8294,Bet365,7.0000,0.449441,medium,2026-09-11T10:02:05Z,,9220,Charlie Cresswell,Stade Rennais FC,Olympique Marseille,DC,DC,5318.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,1,0,,0,1,0,lost,2026-09-12T12:26:17Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-12,2026-09-12T18:45:00Z,AJ Auxerre vs OGC Nice,France - Ligue 1,Elye Wahi,Nice,AJ Auxerre,shadow_track,-0.5901,0.8839,0,,0,expected_starter,0.378281,2.6435,Bet365,3.2500,0.229413,medium,2026-09-10T12:05:54Z,,9182,Elye Wahi,AJ Auxerre,OGC Nice,FW,FW,1636.0,T2,no_action,incomplete_prediction_roster,0,0.1081,0.00,,,1,1,,0,,,,,,pending_settlement_data,0,lost,,
2026-09-12,2026-09-12T18:45:00Z,AJ Auxerre vs OGC Nice,France - Ligue 1,Lamine Sy,Auxerre,OGC Nice,shadow_track,0.0984,1.1870,0,,0,expected_starter,0.198672,5.0334,Bet365,9.0000,0.788048,medium,2026-09-10T12:05:54Z,,13793,Lamine Sy,AJ Auxerre,OGC Nice,DR,DR,1789.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,1,0,,0,1,0,lost,2026-09-13T13:28:30Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-12,2026-09-12T18:45:00Z,AJ Auxerre vs OGC Nice,France - Ligue 1,Remy Labeau Lascary,Auxerre,OGC Nice,shadow_track,-0.8438,1.0430,0,,0,expected_starter,0.473607,2.1115,Bet365,4.0000,0.894428,medium,2026-09-10T12:05:54Z,,11065,Remy Labeau Lascary,AJ Auxerre,OGC Nice,AML,AML,1940.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,1,1,Romain Faivre,0,1,0,lost,2026-09-13T13:28:30Z,-1.0000,played_did_not_score_super_sub_checked:Romain Faivre,0,lost,bet365_automatic_20260909,"[""Romain Faivre""]"
2026-09-12,2026-09-12T18:45:00Z,AJ Auxerre vs OGC Nice,France - Ligue 1,Sinaly Diomande,Auxerre,OGC Nice,shadow_track,-0.0779,1.3989,0,,0,expected_starter,0.190412,5.2518,Bet365,10.0000,0.904120,medium,2026-09-11T10:02:05Z,,8703,Sinaly Diomande,AJ Auxerre,OGC Nice,DC,DC,5155.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,,,,,1,,void,2026-09-13T13:28:30Z,0.0000,unused_substitute,,,bet365_automatic_20260909,
2026-09-12,2026-09-12T18:45:00Z,AJ Auxerre vs OGC Nice,France - Ligue 1,Sofiane Diop,Nice,AJ Auxerre,shadow_track,-1.2480,0.9256,0,,0,expected_starter,0.328299,3.0460,Bet365,3.5000,0.149047,medium,2026-09-10T12:05:54Z,,6846,Sofiane Diop,AJ Auxerre,OGC Nice,AMC,AMC,3952.0,T2,no_action,incomplete_prediction_roster,0,0.0980,0.00,,,1,0,,0,1,0,lost,2026-09-13T13:28:30Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-12,2026-09-12T18:45:00Z,AJ Auxerre vs OGC Nice,France - Ligue 1,Youssouf Ndayishimiye,Nice,AJ Auxerre,shadow_track,1.0521,0.9256,0,,0,expected_starter,0.142005,7.0420,Bet365,10.0000,0.420050,medium,2026-09-10T12:05:54Z,,11339,Youssouf Ndayishimiye,AJ Auxerre,OGC Nice,DC,DC,3922.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,1,0,,0,1,0,lost,2026-09-13T13:28:30Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-12,2026-09-12T18:45:00Z,FC Lorient vs Toulouse FC,France - Ligue 1,Jacen Russell-Rowe,Toulouse,FC Lorient,shadow_track,0.0195,1.0775,0,,0,expected_starter,0.302916,3.3012,Bet365,3.5000,0.060206,medium,2026-09-11T10:02:05Z,,14435,Jacen Russell-Rowe,FC Lorient,Toulouse FC,FW,FW,629.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,1,0,,0,1,0,lost,2026-09-13T13:28:30Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-12,2026-09-12T18:45:00Z,FC Lorient vs Toulouse FC,France - Ligue 1,Jean-Victor Makengo,Lorient,Toulouse FC,shadow_track,0.1119,1.0226,0,,0,expected_starter,0.346830,2.8833,Bet365,5.0000,0.734150,medium,2026-09-10T12:05:54Z,,3536,Jean-Victor Makengo,FC Lorient,Toulouse FC,AMC,AMC,2573.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,1,0,,0,1,0,lost,2026-09-13T13:28:30Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-12,2026-09-12T18:45:00Z,FC Lorient vs Toulouse FC,France - Ligue 1,Noah Cadiou,Lorient,Toulouse FC,shadow_track,0.7135,1.0226,0,,0,expected_starter,0.261172,3.8289,Bet365,6.0000,0.567032,medium,2026-09-10T12:05:54Z,,13975,Noah Cadiou,FC Lorient,Toulouse FC,MC,MC,2117.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,1,0,,0,1,0,lost,2026-09-13T13:28:30Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-12,2026-09-12T18:45:00Z,Le Havre AC vs Angers SCO,France - Ligue 1,Amine Sbai,Angers,Le Havre AC,shadow_track,-0.2355,1.2819,0,,0,expected_starter,0.265305,3.7692,Bet365,4.3330,0.149567,medium,2026-09-11T10:02:05Z,,14131,Amine Sbai,Le Havre AC,Angers SCO,AMC,AMC,2127.0,T2,no_action,incomplete_prediction_roster,0,0.1151,0.00,,,1,1,Louis Mouton,0,1,0,lost,2026-09-13T13:28:30Z,-1.0000,played_did_not_score_super_sub_checked:Louis Mouton,0,lost,bet365_automatic_20260909,"[""Louis Mouton""]"
2026-09-12,2026-09-12T18:45:00Z,Le Havre AC vs Angers SCO,France - Ligue 1,Ayumu Seko,Le Havre,Angers SCO,shadow_track,-0.1991,1.1901,0,,0,expected_starter,0.089978,11.1138,Bet365,12.0000,0.079736,medium,2026-09-11T10:02:05Z,,13742,Ayumu Seko,Le Havre AC,Angers SCO,DC,DC,2899.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,1,0,,0,1,0,lost,2026-09-13T13:28:30Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-12,2026-09-12T18:45:00Z,Le Havre AC vs Angers SCO,France - Ligue 1,Rassoul Ndiaye,Le Havre,Angers SCO,shadow_track,-0.7034,1.1901,0,,0,expected_starter,0.264267,3.7841,Bet365,5.0000,0.321335,medium,2026-09-11T10:02:05Z,,11790,Rassoul Ndiaye,Le Havre AC,Angers SCO,AMC,AMC,4363.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,,,,,1,,void,2026-09-13T13:28:30Z,0.0000,not_in_matchday_squad,,,bet365_automatic_20260909,
2026-09-12,2026-09-12T18:45:00Z,Le Havre AC vs Angers SCO,France - Ligue 1,Simon Ebonog,Le Havre,Angers SCO,shadow_track,-0.2020,1.1901,0,,0,expected_starter,0.144157,6.9369,Bet365,7.5000,0.081178,medium,2026-09-11T10:02:05Z,,12446,Simon Ebonog,Le Havre AC,Angers SCO,MC,MC,2032.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,1,0,,0,1,0,lost,2026-09-13T13:28:30Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-12,2026-09-12T18:45:00Z,Le Havre AC vs Angers SCO,France - Ligue 1,Yassin Belkhdim,Angers,Le Havre AC,shadow_track,-0.7028,1.2819,0,,0,expected_starter,0.165462,6.0437,Bet365,7.5000,0.240965,medium,2026-09-11T10:02:05Z,,10517,Yassin Belkhdim,Le Havre AC,Angers SCO,DMC,DMC,3971.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,1,0,,0,1,0,lost,2026-09-13T13:28:30Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-12,2026-09-12T18:45:00Z,Paris FC vs Olympique Lyon,France - Ligue 1,Corentin Tolisso,Lyon,Paris FC,shadow_track,0.5230,0.8313,0,,0,expected_starter,0.312338,3.2017,Bet365,3.5000,0.093183,medium,2026-09-11T10:02:05Z,,3603,Corentin Tolisso,Paris FC,Olympique Lyon,MC,MC,6626.0,T2,no_action,incomplete_prediction_roster,0,0.1865,0.00,,,1,0,,0,1,0,lost,2026-09-13T13:28:30Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-12,2026-09-12T18:45:00Z,Paris FC vs Olympique Lyon,France - Ligue 1,Lassine Sinayoko,Paris FC,Olympique Lyon,shadow_track,3.3777,1.0071,0,,0,expected_starter,0.604433,1.6544,Bet365,2.8750,0.737745,medium,2026-09-11T10:02:05Z,,10815,Lassine Sinayoko,Paris FC,Olympique Lyon,FW,FW,5375.0,T2,no_action,incomplete_prediction_roster,0,0.1547,0.00,,,1,0,,0,1,0,lost,2026-09-13T13:28:30Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-12,2026-09-12T18:45:00Z,Paris FC vs Olympique Lyon,France - Ligue 1,Samir Chergui,Paris FC,Olympique Lyon,shadow_track,-0.5529,1.0830,0,,0,expected_starter,0.160759,6.2205,Bet365,9.0000,0.446831,medium,2026-09-11T10:02:05Z,,13800,Samir Chergui,Paris FC,Olympique Lyon,DC,DC,1337.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,1,0,,0,1,0,lost,2026-09-13T13:28:30Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-12,2026-09-12T15:15:00Z,Strasbourg Alsace vs AS Monaco,France - Ligue 1,Denis Zakaria,Monaco,Strasbourg Alsace,penalty_transfer,-0.7913,1.2193,1,Folarin Balogun,0,expected_starter,0.222889,4.4865,Bet365,6.0000,0.337334,medium,2026-09-11T12:07:49Z,,6147,Denis Zakaria,Strasbourg Alsace,AS Monaco,DMC,DMC,6620.0,T2,no_action,incomplete_prediction_roster,0,0.2016,0.00,,,1,0,,0,1,0,lost,2026-09-13T13:28:30Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-12,2026-09-12T15:15:00Z,Strasbourg Alsace vs AS Monaco,France - Ligue 1,Sebastian Nanasi,Strasbourg,AS Monaco,penalty_transfer,2.0315,1.0261,1,Joaquín Panichelli,0,expected_starter,0.442072,2.2621,Bet365,3.7500,0.657770,medium,2026-09-11T12:07:49Z,,12970,Sebastian Nanasi,Strasbourg Alsace,AS Monaco,FWL,FWL,3442.0,T2,no_action,incomplete_prediction_roster,0,0.1333,0.00,,,1,1,Samuel Amo-Ameyaw,0,1,0,lost,2026-09-13T13:28:30Z,-1.0000,played_did_not_score_super_sub_checked:Samuel Amo-Ameyaw,0,lost,bet365_automatic_20260909,"[""Samuel Amo-Ameyaw""]"
2026-09-13,2026-09-13T15:15:00Z,Le Mans FC vs Racing Club De Lens,France - Ligue 1,Abdallah Sima,Lens,Le Mans FC,stacked,-2.1596,1.6172,0,,0,expected_starter,0.466180,2.1451,Bet365,2.6000,0.212068,medium,2026-09-11T10:07:07Z,,11046,Abdallah Sima,Le Mans FC,Racing Club De Lens,FW,FW,2175.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,,,,,1,1,won,2026-09-14T15:15:52Z,1.6000,scored_1_goals,1,won,bet365_automatic_20260909,
2026-09-13,2026-09-13T15:15:00Z,Le Mans FC vs Racing Club De Lens,France - Ligue 1,Florian Thauvin,Lens,Le Mans FC,shadow_track,0.5349,1.6172,0,,0,expected_starter,0.525126,1.9043,Bet365,2.4000,0.260302,medium,2026-09-11T10:07:07Z,,942,Florian Thauvin,Le Mans FC,Racing Club De Lens,AMC,AMC,2780.0,T2,no_action,incomplete_prediction_roster,0,0.1769,0.00,,,1,0,,0,1,0,lost,2026-09-14T15:15:52Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-13,2026-09-13T15:15:00Z,Le Mans FC vs Racing Club De Lens,France - Ligue 1,Habib Diallo,Le Mans,Racing Club De Lens,shadow_track,-0.4388,0.7762,0,,0,expected_starter,0.334031,2.9937,Bet365,3.6000,0.202512,medium,2026-09-12T11:35:39Z,,5769,Habib Diallo,Le Mans FC,Racing Club De Lens,S,S,1908.0,T2,no_action,incomplete_prediction_roster,0,0.0209,0.00,,,1,0,,0,1,0,lost,2026-09-14T15:15:52Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-13,2026-09-13T15:15:00Z,Le Mans FC vs Racing Club De Lens,France - Ligue 1,Matthieu Udol,Lens,Le Mans FC,shadow_track,-0.9695,1.6172,0,,0,expected_starter,0.281853,3.5479,Bet365,6.0000,0.691118,medium,2026-09-12T11:35:39Z,,5745,Matthieu Udol,Le Mans FC,Racing Club De Lens,DC,DC,5903.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,1,0,,0,1,0,lost,2026-09-14T15:15:52Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-13,2026-09-13T13:00:00Z,Lille OSC vs ESTAC Troyes,France - Ligue 1,Hakon Arnar Haraldsson,Lille,ESTAC Troyes,shadow_track,0.4868,1.3838,0,,0,expected_starter,0.400757,2.4953,Bet365,2.7500,0.102082,medium,2026-09-12T11:35:39Z,,11757,Hakon Arnar Haraldsson,Lille OSC,ESTAC Troyes,AMC,AMC,5838.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,1,0,,0,1,0,lost,2026-09-13T13:28:30Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-13,2026-09-13T13:00:00Z,Lille OSC vs ESTAC Troyes,France - Ligue 1,Karim Dermane,Troyes,Lille OSC,shadow_track,-0.3034,0.6802,0,,0,starter,0.165402,6.0459,Bet365,7.0000,0.157814,high,2026-09-13T12:21:57Z,,13795,Karim Dermane,Lille OSC,ESTAC Troyes,AMC,AMC,1470.0,T1,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,1,0,,0,1,0,lost,2026-09-13T13:28:30Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-13,2026-09-13T18:45:00Z,Stade Brest 29 vs Paris Saint-Germain,France - Ligue 1,Kamory Doumbia,Brest,Paris Saint-Germain,shadow_track,-0.8725,0.7429,0,,0,expected_starter,0.383686,2.6063,Bet365,6.5000,1.493959,medium,2026-09-11T10:02:05Z,,10100,Kamory Doumbia,Stade Brest 29,Paris Saint-Germain,AMC,AMC,4213.0,T2,no_action,incomplete_prediction_roster,0,0.1228,0.00,,,1,1,,0,,,,,,pending_settlement_data,0,lost,,
2026-09-13,2026-09-13T18:45:00Z,Stade Brest 29 vs Paris Saint-Germain,France - Ligue 1,Ludovic Ajorque,Brest,Paris Saint-Germain,shadow_track,-0.6685,0.7429,0,,0,expected_starter,0.319826,3.1267,Bet365,4.3330,0.385806,medium,2026-09-11T10:02:05Z,,6905,Ludovic Ajorque,Stade Brest 29,Paris Saint-Germain,FW,FW,5637.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,1,0,,0,1,0,lost,2026-09-14T15:15:52Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-13,2026-09-13T18:45:00Z,Stade Brest 29 vs Paris Saint-Germain,France - Ligue 1,Pathe Mboup,Brest,Paris Saint-Germain,shadow_track,-1.3358,0.7429,0,,0,expected_starter,0.162915,6.1382,Bet365,6.5000,0.058947,medium,2026-09-11T10:02:05Z,,14052,Pathe Mboup,Stade Brest 29,Paris Saint-Germain,AML,AML,1266.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,1,0,,0,1,0,lost,2026-09-14T15:15:52Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-13,2026-09-13T18:45:00Z,Stade Brest 29 vs Paris Saint-Germain,France - Ligue 1,Raphael Le Guen,Brest,Paris Saint-Germain,shadow_track,-1.1574,0.7429,0,,0,expected_starter,0.095846,10.4334,Bet365,12.0000,0.150152,medium,2026-09-11T10:02:05Z,,13283,Raphael Le Guen,Stade Brest 29,Paris Saint-Germain,DC,DC,635.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,1,0,,0,1,0,lost,2026-09-14T15:15:52Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-18,2026-09-18T18:45:00Z,AS Monaco vs Racing Club De Lens,France - Ligue 1,Abdallah Sima,Lens,AS Monaco,shadow_track,-1.1861,0.7280,0,,0,starter,0.303194,3.2982,Bet365,3.5000,0.061179,high,2026-09-18T18:28:22Z,,11046,Abdallah Sima,AS Monaco,Racing Club De Lens,AMC,AMC,2253.0,T1,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,1,1,,0,,,,,,super_sub_replacement_unresolved,0,lost,,
2026-09-18,2026-09-18T18:45:00Z,AS Monaco vs Racing Club De Lens,France - Ligue 1,Denis Zakaria,Monaco,Racing Club De Lens,penalty_transfer,-0.8500,0.9000,1,Folarin Balogun,0,expected_starter,0.233803,4.2771,Bet365,5.5000,0.285917,medium,2026-09-15T22:13:01Z,,6147,Denis Zakaria,AS Monaco,Racing Club De Lens,DMC,DMC,6710.0,T2,no_action,incomplete_prediction_roster,0,0.1861,0.00,,,1,1,,0,,,,,,super_sub_replacement_unresolved,0,lost,,
2026-09-18,2026-09-18T18:45:00Z,AS Monaco vs Racing Club De Lens,France - Ligue 1,Florian Thauvin,Lens,AS Monaco,shadow_track,-0.1317,0.7280,0,,0,expected_starter,0.369453,2.7067,Bet365,3.1000,0.145304,medium,2026-09-15T22:13:01Z,,942,Florian Thauvin,AS Monaco,Racing Club De Lens,AMC,AMC,2870.0,T2,no_action,incomplete_prediction_roster,0,0.2704,0.00,,,1,0,,0,1,0,lost,2026-09-19T12:42:22Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-18,2026-09-18T18:45:00Z,AS Monaco vs Racing Club De Lens,France - Ligue 1,Matthieu Udol,Lens,AS Monaco,shadow_track,-0.9695,0.7280,0,,0,expected_starter,0.172733,5.7893,Bet365,7.5000,0.295497,medium,2026-09-15T22:13:01Z,,5745,Matthieu Udol,AS Monaco,Racing Club De Lens,DC,DC,5993.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,,,,,1,1,won,2026-09-19T12:42:22Z,6.5000,scored_1_goals,1,won,bet365_automatic_20260909,
2026-09-18,2026-09-18T18:45:00Z,AS Monaco vs Racing Club De Lens,France - Ligue 1,Odsonne Edouard,Lens,AS Monaco,shadow_track,-0.9288,0.9645,0,,0,expected_starter,0.416976,2.3982,Bet365,2.6000,0.084138,medium,2026-09-15T22:13:01Z,,3697,Odsonne Edouard,AS Monaco,Racing Club De Lens,FW,FW,1879.0,T2,no_action,incomplete_prediction_roster,0,0.0207,0.00,,,1,0,,0,1,0,lost,2026-09-19T12:42:22Z,-1.0000,played_did_not_score,0,lost,bet365_automatic_20260909,
2026-09-19,2026-09-19T18:45:00Z,Angers SCO vs ESTAC Troyes,France - Ligue 1,Amine Sbai,Angers,ESTAC Troyes,shadow_track,-0.1745,1.1324,0,,0,expected_starter,0.308799,3.2384,Bet365,3.6000,0.111676,medium,2026-09-16T22:09:45Z,,14131,Amine Sbai,Angers SCO,ESTAC Troyes,AML,AML,2216.0,T2,no_action,incomplete_prediction_roster,0,0.0924,0.00,,,,,,,,,,,,,,,,
2026-09-19,2026-09-19T18:45:00Z,Angers SCO vs ESTAC Troyes,France - Ligue 1,Jeremy Le Douaron,Troyes,Angers SCO,stacked,-0.5025,1.2412,0,,0,expected_starter,0.345877,2.8912,Bet365,4.0000,0.383508,medium,2026-09-16T22:09:45Z,,8657,Jeremy Le Douaron,Angers SCO,ESTAC Troyes,FW,FW,1852.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,,,,,,,,,,,,,,
2026-09-19,2026-09-19T18:45:00Z,Le Mans FC vs FC Lorient,France - Ligue 1,Jean-Victor Makengo,Lorient,Le Mans FC,shadow_track,-0.0483,1.5930,0,,0,expected_starter,0.339222,2.9479,Bet365,4.7500,0.611305,medium,2026-09-16T22:09:45Z,,3536,Jean-Victor Makengo,Le Mans FC,FC Lorient,AMC,AMC,2663.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,,,,,,,,,,,,,,
2026-09-19,2026-09-19T18:45:00Z,Le Mans FC vs FC Lorient,France - Ligue 1,Montassar Talbi,Lorient,Le Mans FC,shadow_track,-0.4320,1.5930,0,,0,expected_starter,0.120802,8.2780,Bet365,10.0000,0.208020,medium,2026-09-16T22:09:45Z,,9873,Montassar Talbi,Le Mans FC,FC Lorient,DC,DC,5174.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,,,,,,,,,,,,,,
2026-09-19,2026-09-19T18:45:00Z,Le Mans FC vs FC Lorient,France - Ligue 1,Noah Cadiou,Lorient,Le Mans FC,shadow_track,0.6974,1.5930,0,,0,expected_starter,0.279066,3.5834,Bet365,5.5000,0.534863,medium,2026-09-16T22:09:45Z,,13975,Noah Cadiou,Le Mans FC,FC Lorient,MC,MC,2207.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,,,,,,,,,,,,,,
2026-09-19,2026-09-19T18:45:00Z,Olympique Lyon vs Stade Rennais FC,France - Ligue 1,Adrien Thomasson,Rennes,Olympique Lyon,shadow_track,-1.7007,0.7214,0,,0,expected_starter,0.227796,4.3899,Bet365,5.0000,0.138980,medium,2026-09-16T22:09:45Z,,3549,Adrien Thomasson,Olympique Lyon,Stade Rennais FC,MC,MC,6729.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,,,,,,,,,,,,,,
2026-09-19,2026-09-19T18:45:00Z,Olympique Lyon vs Stade Rennais FC,France - Ligue 1,Anthony Rouault,Rennes,Olympique Lyon,shadow_track,-1.1558,0.8599,0,,0,expected_starter,0.103481,9.6636,Bet365,11.0000,0.138291,medium,2026-09-19T11:49:48Z,,10789,Anthony Rouault,Olympique Lyon,Stade Rennais FC,DC,DC,2882.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,,,,,,,,,,,,,,
2026-09-19,2026-09-19T18:45:00Z,Olympique Lyon vs Stade Rennais FC,France - Ligue 1,Charlie Cresswell,Rennes,Olympique Lyon,shadow_track,-1.5869,0.7214,0,,0,expected_starter,0.133730,7.4778,Bet365,8.5000,0.136705,medium,2026-09-16T22:09:45Z,,9220,Charlie Cresswell,Olympique Lyon,Stade Rennais FC,DC,DC,5408.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,,,,,,,,,,,,,,
2026-09-19,2026-09-19T18:45:00Z,Olympique Lyon vs Stade Rennais FC,France - Ligue 1,Corentin Tolisso,Lyon,Stade Rennais FC,shadow_track,0.0646,1.1122,0,,0,expected_starter,0.384584,2.6002,Bet365,3.2000,0.230669,medium,2026-09-16T22:09:45Z,,3603,Corentin Tolisso,Olympique Lyon,Stade Rennais FC,AML,AML,6716.0,T2,no_action,incomplete_prediction_roster,0,0.1470,0.00,,,,,,,,,,,,,,,,
2026-09-19,2026-09-19T15:15:00Z,Paris FC vs Strasbourg Alsace,France - Ligue 1,Gessime Yassine,Strasbourg,Paris FC,shadow_track,0.8210,1.0042,0,,0,expected_starter,0.240884,4.1514,Bet365,5.5000,0.324862,medium,2026-09-19T11:49:48Z,,14359,Gessime Yassine,Paris FC,Strasbourg Alsace,FWR,FWR,859.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,,,,,,,,,,,,,,
2026-09-19,2026-09-19T15:15:00Z,Paris FC vs Strasbourg Alsace,France - Ligue 1,Lassine Sinayoko,Paris FC,Strasbourg Alsace,shadow_track,2.6981,1.0771,0,,0,expected_starter,0.614596,1.6271,Bet365,2.5000,0.536490,medium,2026-09-16T18:54:22Z,,10815,Lassine Sinayoko,Paris FC,Strasbourg Alsace,FW,FW,5465.0,T2,no_action,incomplete_prediction_roster,0,0.1427,0.00,,,,,,,,,,,,,,,,
2026-09-19,2026-09-19T15:15:00Z,Paris FC vs Strasbourg Alsace,France - Ligue 1,Samir Chergui,Paris FC,Strasbourg Alsace,shadow_track,-0.3754,1.0771,0,,0,expected_starter,0.172328,5.8029,Bet365,8.0000,0.378624,medium,2026-09-16T18:54:22Z,,13800,Samir Chergui,Paris FC,Strasbourg Alsace,DC,DC,1427.0,T2,no_action,incomplete_prediction_roster,0,0.0000,0.00,,,,,,,,,,,,,,,,
2026-09-19,2026-09-19T15:15:00Z,Paris FC vs Strasbourg Alsace,France - Ligue 1,Sebastian Nanasi,Strasbourg,Paris FC,penalty_transfer,1.8703,1.0042,1,Joaquín Panichelli,0,expected_starter,0.374044,2.6735,Bet365,4.0000,0.496176,medium,2026-09-16T18:54:22Z,,12970,Sebastian Nanasi,Paris FC,Strasbourg Alsace,FWL,FWL,3529.0,T2,no_action,incomplete_prediction_roster,0,0.1591,0.00,,,,,,,,,,,,,,,,
