season,competition,match_date,team,opponent,is_home,player_id,player_name,position,started,minutes,goals,assists,shots,shots_on_target,xg,npxg,xa,big_chances,big_chance_goals,big_chance_misses,big_chance_xg,penalties_scored,penalties_attempted,team_xg,team_xga
2026-2027,Bundesliga,2026-09-20,Bayer Leverkusen,RasenBallsport Leipzig,1,1236,Patrik Schick,FW,,81,1,0,4,,1.057132,1.057132,0.0,2,1,1,0.880981,0,0,2.54515,0.929998
2026-2027,Bundesliga,2026-09-12,Bayer Leverkusen,Augsburg,0,1236,Patrik Schick,Sub,,25,1,0,4,,0.382454,0.382454,0.031493,0,0,0,0.0,0,0,1.88606,0.842513
2026-2027,Bundesliga,2026-09-05,Bayer Leverkusen,Union Berlin,1,1236,Patrik Schick,FW,,68,1,1,4,,1.189108,1.189108,0.155207,2,1,1,0.929308,0,0,3.39215,0.249852
2026-2027,Bundesliga,2026-08-29,Bayer Leverkusen,Elversberg,0,1236,Patrik Schick,FW,,90,1,0,5,,1.058276,1.058276,0.05897,2,1,1,0.856199,0,0,2.61527,1.40032
2026-2027,Bundesliga,2026-09-18,Bayern Munich,Union Berlin,1,9948,Michael Olise,AMR,,90,3,1,6,,0.74423,0.74423,0.418398,1,1,0,0.597581,0,0,4.1308,0.471553
2026-2027,Bundesliga,2026-09-13,Bayern Munich,Elversberg,0,9948,Michael Olise,AMC,,90,0,0,4,,0.280985,0.280985,0.930218,0,0,0,0.0,0,0,3.06035,1.02972
2026-2027,Bundesliga,2026-09-05,Bayern Munich,Schalke 04,0,9948,Michael Olise,Sub,,31,0,0,1,,0.077249,0.077249,0.054562,0,0,0,0.0,0,0,2.0536,0.25073
2026-2027,Bundesliga,2026-08-28,Bayern Munich,VfB Stuttgart,1,9948,Michael Olise,AMR,,90,1,0,6,,1.140484,1.140484,0.091795,2,1,1,0.914182,0,0,4.07897,1.24951
2026-2027,Bundesliga,2026-09-19,Freiburg,Eintracht Frankfurt,0,11354,Yuito Suzuki,AMC,,85,1,0,2,,0.435123,0.435123,0.200558,1,1,0,0.341864,0,0,2.93158,2.08323
2026-2027,Bundesliga,2026-09-12,Freiburg,Borussia M.Gladbach,1,11354,Yuito Suzuki,AMC,,79,0,0,1,,0.256137,0.256137,0.104991,1,0,1,0.256137,0,0,2.1488,0.268308
2026-2027,Bundesliga,2026-09-05,Freiburg,Paderborn,0,11354,Yuito Suzuki,AMC,,83,0,0,2,,0.128671,0.128671,0.022256,0,0,0,0.0,0,0,1.1716,0.733133
2026-2027,Bundesliga,2026-08-30,Freiburg,Werder Bremen,1,11354,Yuito Suzuki,AMC,,81,3,0,3,,1.813932,1.813932,0.020419,3,3,0,1.813932,0,0,2.38503,0.948636
2026-2027,Bundesliga,2026-09-19,Mainz 05,Borussia M.Gladbach,0,11845,Phillip Tietz,FW,,90,1,0,3,,1.006335,1.006335,0.0,1,1,0,0.902297,0,0,3.46968,3.0902
2026-2027,Bundesliga,2026-09-12,Mainz 05,Eintracht Frankfurt,1,11845,Phillip Tietz,FW,,90,1,0,6,,0.938596,0.938596,0.0,1,0,1,0.572204,0,0,2.24195,2.15926
2026-2027,Bundesliga,2026-09-06,Mainz 05,Hamburger SV,0,11845,Phillip Tietz,FW,,90,2,0,4,,0.666531,0.666531,0.496203,1,1,0,0.432838,0,0,3.27983,0.257239
2026-2027,Bundesliga,2026-08-29,Mainz 05,Paderborn,1,11845,Phillip Tietz,FW,,90,0,0,3,,0.440304,0.440304,0.063024,1,0,1,0.327304,0,0,1.54945,0.691131
2026-2027,Bundesliga,2026-09-19,Eintracht Frankfurt,Freiburg,1,14329,Younes Ebnoutalib,FW,,90,1,0,3,,0.823937,0.823937,0.055072,1,1,0,0.62479,0,0,2.08323,2.93158
2026-2027,Bundesliga,2026-09-12,Eintracht Frankfurt,Mainz 05,0,14329,Younes Ebnoutalib,Sub,,13,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,2.15926,2.24195
2026-2027,Bundesliga,2026-09-06,Eintracht Frankfurt,Augsburg,1,14329,Younes Ebnoutalib,FW,,90,0,1,5,,0.796307,0.796307,0.802288,1,0,1,0.326723,0,0,2.51037,1.44545
2026-2027,Bundesliga,2026-08-29,Eintracht Frankfurt,Union Berlin,0,14329,Younes Ebnoutalib,FW,,90,3,0,3,,1.213241,1.213241,0.065601,3,3,0,1.213241,0,0,2.1189,2.28332
2026-2027,Bundesliga,2026-09-19,Augsburg,Werder Bremen,0,171,Michael Gregoritsch,FW,,55,0,0,1,,0.083053,0.083053,0.0,0,0,0,0.0,0,0,0.742238,2.30122
2026-2027,Bundesliga,2026-09-12,Augsburg,Bayer Leverkusen,1,171,Michael Gregoritsch,FW,,87,2,0,3,,0.604857,0.604857,0.071718,1,1,0,0.454426,0,0,0.842513,1.88606
2026-2027,Bundesliga,2026-09-06,Augsburg,Eintracht Frankfurt,0,171,Michael Gregoritsch,FW,,73,0,0,1,,0.067699,0.067699,0.071413,0,0,0,0.0,0,0,1.44545,2.51037
2026-2027,Bundesliga,2026-08-30,Augsburg,Schalke 04,1,171,Michael Gregoritsch,FW,,84,1,0,4,,1.492367,1.492367,0.066994,2,1,1,1.365272,0,0,5.53649,1.83691
