season,competition,match_date,team,opponent,is_home,player_id,player_name,position,started,minutes,goals,assists,shots,shots_on_target,xg,npxg,xa,big_chances,big_chance_goals,big_chance_misses,big_chance_xg,penalties_scored,penalties_attempted,team_xg,team_xga
2024-2025,La Liga,2025-05-24,Real Madrid,Real Sociedad,1,3423,Kylian Mbappe-Lottin,FW,,90,2,0,8,,2.57682,1.833543,0.294528,3,1,2,1.561399,0,1,2.61915,1.18496
2024-2025,La Liga,2025-05-18,Real Madrid,Sevilla,0,3423,Kylian Mbappe-Lottin,FW,,90,1,0,7,,0.618594,0.618594,0.0,1,0,1,0.415257,0,0,1.95992,0.484891
2024-2025,La Liga,2025-05-14,Real Madrid,Mallorca,1,3423,Kylian Mbappe-Lottin,FW,,90,1,0,9,,1.059391,1.059391,0.254659,2,1,1,0.823899,0,0,3.46174,0.475193
2024-2025,La Liga,2025-05-11,Real Madrid,Barcelona,0,3423,Kylian Mbappe-Lottin,FW,,90,3,0,5,,2.089407,1.34613,0.335495,3,2,1,1.233965,1,1,2.5616,4.10632
2024-2025,La Liga,2025-05-04,Real Madrid,Celta Vigo,1,3423,Kylian Mbappe-Lottin,FW,,90,2,0,4,,0.798262,0.798262,0.497437,1,1,0,0.469193,0,0,3.07408,2.13071
2024-2025,La Liga,2025-04-13,Real Madrid,Alaves,0,3423,Kylian Mbappe-Lottin,FW,,37,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,1.26541,0.607781
2024-2025,La Liga,2025-04-05,Real Madrid,Valencia,1,3423,Kylian Mbappe-Lottin,FW,,90,0,0,6,,0.363646,0.363646,0.746528,0,0,0,0.0,0,0,3.36121,1.08997
2024-2025,La Liga,2025-03-29,Real Madrid,Leganes,1,3423,Kylian Mbappe-Lottin,FW,,90,2,0,9,,1.599559,0.856281,0.095772,1,0,1,0.496918,1,1,3.59257,2.38359
2024-2025,La Liga,2025-03-15,Real Madrid,Villarreal,0,3423,Kylian Mbappe-Lottin,FW,,90,2,0,3,,0.641564,0.641564,0.53334,1,1,0,0.440605,0,0,1.10001,2.00539
2024-2025,La Liga,2025-03-09,Real Madrid,Rayo Vallecano,1,3423,Kylian Mbappe-Lottin,FW,,83,1,0,4,,0.850778,0.850778,0.0,2,1,1,0.746611,0,0,1.59439,1.21003
2024-2025,La Liga,2025-03-01,Real Madrid,Real Betis,0,3423,Kylian Mbappe-Lottin,FW,,77,0,0,0,,0.0,0.0,0.0,0,0,0,0.0,0,0,1.05072,2.23957
