date,league,review_source,match,team,opponent,actual_taker,actual_role_pre_match,penalties_attempted,penalties_scored,distinct_takers_in_match,primary_pre_match,secondary_pre_match,tertiary_pre_match,primary_lineup_status,secondary_lineup_status,tertiary_lineup_status,active_taker_pre_match,active_slot_pre_match,team_lineup_status,review_type,review_priority,editorial_note,context_generated_at,context_source_path
2026-05-11,serie-a,settled_logs,SSC Napoli vs Bologna FC,Bologna,Napoli,Riccardo Orsolini,primary,1,1,1,Riccardo Orsolini,Federico Bernardeschi,Santiago Castro,unknown,unknown,unknown,,,unknown,needs_manual_review,medium,Riccardo Orsolini took 1 penalty attempt for Bologna vs Napoli. Primary pre-match: Riccardo Orsolini (unknown). Secondary pre-match: Federico Bernardeschi (unknown). Needs manual editorial review.,2026-05-15T19:52:51Z,data/goalscorer/penalty-duty-context.json
2026-05-10,serie-a,settled_logs,Parma Calcio vs AS Roma,Roma,Parma Calcio 1913,Donyell Malen,secondary,1,1,1,Paulo Dybala,Donyell Malen,Lorenzo Pellegrini,unknown,unknown,unknown,,,unknown,expected_backup_shift,medium,Donyell Malen took 1 penalty attempt for Roma vs Parma Calcio 1913. Primary pre-match: Paulo Dybala (unknown). Secondary pre-match: Donyell Malen (unknown). Looks like the expected backup took over because the primary was unavailable or inactive.,2026-05-15T19:52:51Z,data/goalscorer/penalty-duty-context.json
2026-05-10,serie-a,settled_logs,AC Milan vs Atalanta BC,AC Milan,Atalanta,Christopher Nkunku,tertiary,1,1,1,Christian Pulisic,Rafael Leão,Christopher Nkunku,unknown,unknown,unknown,,,unknown,expected_backup_shift,medium,Christopher Nkunku took 1 penalty attempt for AC Milan vs Atalanta. Primary pre-match: Christian Pulisic (unknown). Secondary pre-match: Rafael Leão (unknown). Looks like the expected backup took over because the primary was unavailable or inactive.,2026-05-15T19:52:51Z,data/goalscorer/penalty-duty-context.json
2026-04-26,serie-a,settled_logs,Torino FC vs Inter Milano,Torino,Inter,Nikola Vlasic,primary,1,1,1,Nikola Vlasic,Duván Zapata,Giovanni Simeone,unknown,unknown,unknown,,,unknown,needs_manual_review,medium,Nikola Vlasic took 1 penalty attempt for Torino vs Inter. Primary pre-match: Nikola Vlasic (unknown). Secondary pre-match: Duván Zapata (unknown). Needs manual editorial review.,2026-05-15T19:52:51Z,data/goalscorer/penalty-duty-context.json
