match,kick_off,league,market,line,side,model_prob,model_prob_raw,model_fair,bookmaker,bookie_odds,edge,stake,stake_label,lambda_h,lambda_a,lambda_h_recent,lambda_a_recent,divergence,consensus,policy_version,file_date
Genoa vs AC Milan,2026-05-17T10:30:00Z,serie-a,corners,8.5,over,0.6629,0.6924,1.509,Pinnacle,1.7812,0.1015,0.38,TINY,5.64,4.59,5.41,5.2,0.0369,aligned,V3,2026-05-15
