match,kick_off,league,market,line,side,model_prob,model_prob_raw,model_fair,bookmaker,bookie_odds,edge,stake,stake_label,lambda_h,lambda_a,lambda_h_recent,lambda_a_recent,divergence,consensus,policy_version,file_date
Torino vs Internazionale,2026-04-26T16:00:00Z,serie-a,corners,8.5,over,0.6897,0.7631,1.45,Pinnacle,1.7353,0.1134,0.38,TINY,4.46,6.49,4.18,7.74,0.0888,aligned,V3,2026-04-24
