date,kick_off,league,home_team,away_team,lambda_home,lambda_away,lambda_total,lambda_home_recent,lambda_away_recent,divergence,consensus,policy_version,home_matches,away_matches,p_over_8.5,fair_over_8.5,fair_under_8.5,p_over_9.5,fair_over_9.5,fair_under_9.5,p_over_10.5,fair_over_10.5,fair_under_10.5,p_over_11.5,fair_over_11.5,fair_under_11.5
2026-04-18,2026-04-18T11:30:00Z,epl,Brentford,Fulham,4.448,5.115,9.564,3.01,4.969,0.1657,divergent,V3.1,184,222,0.616,1.623,2.604,0.4864,2.056,1.947,0.3625,2.758,1.569,0.2548,3.924,1.342
2026-04-18,2026-04-18T14:00:00Z,epl,Leeds United,Wolverhampton,4.694,4.902,9.596,3.813,6.072,0.0301,aligned,V3.1,146,298,0.6199,1.613,2.631,0.4906,2.038,1.963,0.3666,2.728,1.579,0.2583,3.871,1.348
2026-04-18,2026-04-18T14:00:00Z,epl,Newcastle United,Bournemouth,6.015,4.779,10.794,7.449,5.213,0.1732,divergent,V3.1,412,336,0.7492,1.335,3.987,0.6367,1.571,2.752,0.5153,1.941,2.063,0.3961,2.525,1.656
2026-04-18,2026-04-18T16:30:00Z,epl,Tottenham Hotspur,Brighton,5.183,4.496,9.679,3.747,5.812,0.0125,aligned,V3.1,450,336,0.6299,1.587,2.702,0.5014,1.995,2.006,0.3769,2.653,1.605,0.2674,3.74,1.365
2026-04-18,2026-04-18T19:00:00Z,epl,Chelsea,Manchester United,4.857,3.648,8.505,4.953,3.321,0.0272,aligned,V3.1,450,450,0.4775,2.094,1.914,0.3476,2.877,1.533,0.2371,4.217,1.311,0.1517,6.591,1.179
2026-04-18,2026-04-19T13:00:00Z,epl,Aston Villa,Sunderland,5.716,3.586,9.302,5.096,4.314,0.0116,aligned,V3.1,336,146,0.5834,1.714,2.401,0.4523,2.211,1.826,0.3304,3.027,1.493,0.2273,4.4,1.294
2026-04-18,2026-04-19T13:00:00Z,epl,Everton,Liverpool,3.523,6.131,9.654,2.554,5.821,0.1324,aligned,V3.1,450,450,0.6269,1.595,2.68,0.4981,2.008,1.993,0.3738,2.675,1.597,0.2646,3.779,1.36
2026-04-18,2026-04-19T13:00:00Z,epl,Nottingham Forest,Burnley,5.07,4.46,9.53,4.821,3.947,0.08,aligned,V3.1,146,336,0.6119,1.634,2.577,0.4821,2.074,1.931,0.3584,2.79,1.559,0.2513,3.98,1.336
2026-04-18,2026-04-19T15:30:00Z,epl,Manchester City,Arsenal,8.077,3.108,11.184,7.253,2.985,0.0847,aligned,V3.1,449,450,0.784,1.276,4.629,0.6792,1.472,3.117,0.5619,1.78,2.283,0.4427,2.259,1.794
2026-04-18,2026-04-20T19:00:00Z,epl,Crystal Palace,West Ham United,6.728,4.607,11.335,8.216,4.18,0.0936,aligned,V3.1,449,450,0.7964,1.256,4.911,0.6947,1.439,3.275,0.5794,1.726,2.378,0.4606,2.171,1.854
