date,kick_off,league,home_team,away_team,lambda_home,lambda_away,lambda_total,lambda_home_recent,lambda_away_recent,divergence,consensus,policy_version,home_matches,away_matches,p_over_8.5,fair_over_8.5,fair_under_8.5,p_over_9.5,fair_over_9.5,fair_under_9.5,p_over_10.5,fair_over_10.5,fair_under_10.5,p_over_11.5,fair_over_11.5,fair_under_11.5
2026-04-18,2026-04-18T13:00:00Z,serie-a,Udinese,Parma,5.538,4.72,10.258,5.611,5.655,0.0983,aligned,V3.1,450,222,0.6955,1.438,3.284,0.5739,1.742,2.347,0.4492,2.226,1.816,0.3329,3.004,1.499
2026-04-18,2026-04-18T16:00:00Z,serie-a,Napoli,Lazio,4.658,3.564,8.222,3.608,4.419,0.0237,aligned,V3.1,450,450,0.4383,2.281,1.78,0.3112,3.213,1.452,0.2067,4.838,1.261,0.1286,7.777,1.148
2026-04-18,2026-04-18T18:45:00Z,serie-a,Roma,Atalanta,4.003,3.626,7.629,3.253,4.147,0.03,aligned,V3.1,450,450,0.3558,2.81,1.552,0.2386,4.192,1.313,0.1491,6.708,1.175,0.087,11.491,1.095
2026-04-18,2026-04-19T10:30:00Z,serie-a,Cremonese,Torino,3.854,5.23,9.084,4.369,5.346,0.0695,aligned,V3.1,70,450,0.5553,1.801,2.249,0.4236,2.36,1.735,0.304,3.289,1.437,0.2052,4.873,1.258
2026-04-18,2026-04-19T13:00:00Z,serie-a,Hellas Verona,AC Milan,4.118,5.259,9.377,3.497,6.343,0.0494,aligned,V3.1,374,450,0.5929,1.687,2.456,0.4621,2.164,1.859,0.3395,2.945,1.514,0.235,4.255,1.307
2026-04-18,2026-04-19T16:00:00Z,serie-a,Pisa,Genoa,3.151,6.047,9.198,2.775,5.807,0.0669,aligned,V3.1,32,412,0.5701,1.754,2.326,0.4387,2.28,1.781,0.3177,3.147,1.466,0.2166,4.616,1.277
2026-04-18,2026-04-19T18:45:00Z,serie-a,Juventus,Bologna,5.13,3.876,9.006,4.543,3.015,0.1608,divergent,V3.1,450,412,0.5452,1.834,2.199,0.4134,2.419,1.705,0.2948,3.393,1.418,0.1976,5.061,1.246
2026-04-18,2026-04-20T18:45:00Z,serie-a,Lecce,Fiorentina,4.278,5.635,9.912,4.526,5.514,0.0128,aligned,V3.1,184,450,0.6572,1.522,2.917,0.5311,1.883,2.132,0.406,2.463,1.684,0.2933,3.409,1.415
2026-04-18,2026-04-21T17:00:00Z,la-liga,Athletic Bilbao,Osasuna,4.846,2.713,7.56,3.837,1.733,0.2632,divergent,V3.1,449,297,0.3463,2.888,1.53,0.2305,4.339,1.3,0.1429,6.996,1.167,0.0828,12.079,1.09
2026-04-18,2026-04-21T17:00:00Z,la-liga,Mallorca,Valencia,3.544,5.333,8.877,3.834,4.521,0.0588,aligned,V3.1,221,449,0.528,1.894,2.119,0.3964,2.523,1.657,0.2795,3.577,1.388,0.1852,5.399,1.227
2026-04-18,2026-04-21T19:30:00Z,la-liga,Girona,Real Betis,4.929,4.528,9.457,6.334,4.921,0.1902,divergent,V3.1,221,411,0.6028,1.659,2.518,0.4725,2.116,1.896,0.3493,2.863,1.537,0.2434,4.108,1.322
2026-04-18,2026-04-21T19:30:00Z,la-liga,Real Madrid,Alaves,7.966,3.066,11.032,8.292,3.9,0.1052,aligned,V3.1,449,335,0.7708,1.297,4.363,0.6629,1.508,2.967,0.5439,1.839,2.192,0.4245,2.356,1.738
2026-04-18,2026-04-18T13:30:00Z,bundesliga,Bayer Leverkusen,Augsburg,6.875,3.828,10.703,7.866,3.884,0.0978,aligned,V3.1,403,403,0.7405,1.35,3.854,0.6264,1.596,2.677,0.5042,1.983,2.017,0.3853,2.595,1.627
2026-04-18,2026-04-18T13:30:00Z,bundesliga,Hoffenheim,Borussia Dortmund,3.057,6.874,9.931,3.228,8.763,0.2074,divergent,V3.1,403,403,0.6594,1.517,2.936,0.5334,1.875,2.143,0.4083,2.449,1.69,0.2954,3.385,1.419
2026-04-18,2026-04-18T13:30:00Z,bundesliga,Union Berlin,Wolfsburg,6.409,4.266,10.674,6.811,4.014,0.0141,aligned,V3.1,232,403,0.7378,1.355,3.814,0.6231,1.605,2.653,0.5007,1.997,2.003,0.3819,2.619,1.618
2026-04-18,2026-04-18T13:30:00Z,bundesliga,Werder Bremen,Hamburger SV,6.18,4.975,11.155,6.057,4.877,0.0198,aligned,V3.1,369,165,0.7815,1.28,4.577,0.6761,1.479,3.087,0.5585,1.791,2.265,0.4392,2.277,1.783
2026-04-18,2026-04-18T16:30:00Z,bundesliga,Eintracht Frankfurt,RB Leipzig,6.596,4.096,10.692,9.582,2.779,0.1561,divergent,V3.1,403,335,0.7395,1.352,3.839,0.6251,1.6,2.668,0.5029,1.989,2.012,0.384,2.604,1.623
2026-04-18,2026-04-19T13:30:00Z,bundesliga,Freiburg,Heidenheim,5.052,4.647,9.699,5.813,4.071,0.0191,aligned,V3.1,369,97,0.6323,1.582,2.719,0.5039,1.985,2.016,0.3793,2.636,1.611,0.2695,3.71,1.369
2026-04-18,2026-04-19T15:30:00Z,bundesliga,Bayern Munich,Stuttgart,7.589,3.491,11.08,7.558,2.693,0.0748,aligned,V3.1,403,335,0.7751,1.29,4.446,0.6681,1.497,3.013,0.5497,1.819,2.221,0.4303,2.324,1.755
2026-04-18,2026-04-18T15:00:00Z,ligue-1,Lorient,Marseille,4.134,3.556,7.69,3.528,3.606,0.0723,aligned,V3.1,291,429,0.3643,2.745,1.573,0.2457,4.069,1.326,0.1546,6.469,1.183,0.0909,11.007,1.1
2026-04-18,2026-04-18T17:00:00Z,ligue-1,Angers,Le Havre,4.97,3.9,8.87,2.708,4.492,0.1882,divergent,V3.1,357,97,0.5271,1.897,2.114,0.3954,2.529,1.654,0.2787,3.588,1.386,0.1845,5.419,1.226
2026-04-18,2026-04-18T19:05:00Z,ligue-1,Lille,Nice,5.794,4.554,10.348,5.546,5.536,0.0709,aligned,V3.1,429,429,0.705,1.418,3.39,0.5848,1.71,2.409,0.4605,2.172,1.853,0.3434,2.912,1.523
2026-04-18,2026-04-19T13:00:00Z,ligue-1,Monaco,Auxerre,7.265,3.544,10.809,10.477,3.393,0.2833,divergent,V3.1,429,101,0.7506,1.332,4.01,0.6384,1.566,2.766,0.5171,1.934,2.071,0.398,2.513,1.661
2026-04-18,2026-04-19T15:15:00Z,ligue-1,Metz,Paris FC,4.891,5.476,10.367,3.305,6.922,0.0135,aligned,V3.1,281,29,0.7069,1.415,3.412,0.587,1.703,2.422,0.4627,2.161,1.861,0.3456,2.893,1.528
2026-04-18,2026-04-19T15:15:00Z,ligue-1,Nantes,Brest,4.991,3.986,8.977,5.574,3.095,0.0343,aligned,V3.1,428,238,0.5414,1.847,2.18,0.4096,2.441,1.694,0.2913,3.432,1.411,0.1948,5.133,1.242
2026-04-18,2026-04-19T15:15:00Z,ligue-1,Strasbourg,Rennes,3.016,4.86,7.876,3.208,5.556,0.1128,aligned,V3.1,313,429,0.3901,2.563,1.64,0.2681,3.73,1.366,0.172,5.815,1.208,0.1032,9.693,1.115
2026-04-18,2026-04-19T18:45:00Z,ligue-1,Paris Saint-Germain,Lyon,4.851,5.74,10.59,5.677,7.344,0.2295,divergent,V3.1,426,428,0.7296,1.371,3.698,0.6134,1.63,2.587,0.4904,2.039,1.962,0.372,2.689,1.592
