match,kick_off,league,market,line,side,model_prob,model_prob_raw,model_fair,bookmaker,bookie_odds,edge,stake,stake_label,lambda_h,lambda_a,lambda_h_recent,lambda_a_recent,divergence,consensus,policy_version,file_date
Real Betis vs Elche,2026-05-12T18:00:00Z,la-liga,corners,8.5,over,0.6527,0.6636,1.532,Pinnacle,1.813,0.1011,0.31,TINY,4.92,5.05,5.21,7.21,0.2466,divergent,V3.1,2026-05-10
