match,kick_off,league,market,line,side,model_prob,model_prob_raw,model_fair,bookmaker,bookie_odds,edge,stake,stake_label,lambda_h,lambda_a,lambda_h_recent,lambda_a_recent,divergence,consensus,policy_version,file_date
Bologna vs Internazionale,2026-05-23T16:00:00Z,serie-a,corners,9.5,over,0.5823,0.6973,1.717,Pinnacle,2.09,0.1038,0.38,TINY,5.14,6.22,4.74,7.82,0.1058,aligned,V3.1,2026-05-21
