match,kick_off,league,market,line,side,model_prob,model_prob_raw,model_fair,bookmaker,bookie_odds,edge,stake,stake_label,lambda_h,lambda_a,lambda_h_recent,lambda_a_recent,divergence,consensus,policy_version,file_date
Internazionale vs Parma,2026-05-03T18:45:00Z,serie-a,corners,9.5,over,0.6599,0.8741,1.515,Pinnacle,1.8547,0.1207,0.75,LOW,10.43,3.24,14.53,3.09,0.2886,divergent,V3.1,2026-04-28
