match,kick_off,league,market,line,side,model_prob,model_prob_raw,model_fair,bookmaker,bookie_odds,edge,stake,stake_label,lambda_h,lambda_a,lambda_h_recent,lambda_a_recent,divergence,consensus,policy_version,file_date
Bologna vs Cagliari,2026-05-03T10:30:00Z,serie-a,corners,9.5,over,0.5808,0.693,1.722,Pinnacle,2.09,0.1024,0.38,TINY,7.68,3.64,6.86,3.99,0.0412,aligned,V3.1,2026-05-03
