date,kick_off,league,home_team,away_team,lambda_home,lambda_away,lambda_total,lambda_home_recent,lambda_away_recent,divergence,consensus,policy_version,home_matches,away_matches,p_over_8.5,fair_over_8.5,fair_under_8.5,p_over_9.5,fair_over_9.5,fair_under_9.5,p_over_10.5,fair_over_10.5,fair_under_10.5,p_over_11.5,fair_over_11.5,fair_under_11.5
2026-05-10,2026-05-11T19:00:00Z,epl,Tottenham Hotspur,Leeds United,6.729,4.709,11.438,6.136,4.488,0.0711,aligned,V3.1,453,149,0.8046,1.243,5.117,0.7051,1.418,3.391,0.5912,1.691,2.446,0.4729,2.115,1.897
2026-05-10,2026-05-13T19:00:00Z,epl,Manchester City,Crystal Palace,8.303,2.817,11.12,7.137,4.055,0.0065,aligned,V3.1,452,452,0.7785,1.285,4.515,0.6724,1.487,3.052,0.5544,1.804,2.244,0.4351,2.298,1.77
2026-05-10,2026-05-10T18:45:00Z,serie-a,AC Milan,Atalanta,4.191,4.066,8.257,4.212,4.224,0.0216,aligned,V3.1,453,453,0.4433,2.256,1.796,0.3158,3.167,1.462,0.2105,4.752,1.267,0.1314,7.611,1.151
2026-05-10,2026-05-11T18:45:00Z,serie-a,Napoli,Bologna,5.12,3.943,9.063,5.075,3.995,0.0007,aligned,V3.1,453,415,0.5527,1.809,2.236,0.421,2.376,1.727,0.3016,3.316,1.432,0.2032,4.921,1.255
2026-05-10,2026-05-10T19:00:00Z,la-liga,Barcelona,Real Madrid,6.864,3.277,10.141,8.732,3.157,0.1724,divergent,V3.1,452,452,0.6829,1.464,3.153,0.5596,1.787,2.271,0.4346,2.301,1.769,0.3194,3.131,1.469
2026-05-10,2026-05-11T19:00:00Z,la-liga,Rayo Vallecano,Girona,6.693,2.841,9.534,8.373,1.953,0.083,aligned,V3.1,300,224,0.6124,1.633,2.58,0.4826,2.072,1.933,0.3589,2.786,1.56,0.2517,3.974,1.336
2026-05-10,2026-05-12T17:00:00Z,la-liga,Celta Vigo,Levante,5.024,5.254,10.278,5.488,5.408,0.0601,aligned,V3.1,452,300,0.6976,1.434,3.307,0.5763,1.735,2.36,0.4517,2.214,1.824,0.3352,2.983,1.504
2026-05-10,2026-05-12T18:00:00Z,la-liga,Real Betis,Elche,4.916,5.053,9.969,5.215,7.212,0.2466,divergent,V3.1,414,186,0.6636,1.507,2.973,0.5381,1.858,2.165,0.413,2.421,1.704,0.2997,3.337,1.428
2026-05-10,2026-05-12T19:30:00Z,la-liga,Osasuna,Atletico Madrid,2.95,4.167,7.116,1.935,3.201,0.2782,divergent,V3.1,300,452,0.2862,3.494,1.401,0.1815,5.51,1.222,0.107,9.347,1.12,0.0588,17.012,1.062
2026-05-10,2026-05-13T17:00:00Z,la-liga,Espanyol,Athletic Bilbao,3.365,5.618,8.982,2.882,6.882,0.087,aligned,V3.1,376,452,0.542,1.845,2.184,0.4103,2.437,1.696,0.2919,3.426,1.412,0.1953,5.121,1.243
2026-05-10,2026-05-13T17:00:00Z,la-liga,Villarreal,Sevilla,5.292,5.087,10.379,6.32,4.843,0.0755,aligned,V3.1,452,452,0.7082,1.412,3.427,0.5885,1.699,2.43,0.4643,2.154,1.867,0.3471,2.881,1.532
2026-05-10,2026-05-13T19:30:00Z,la-liga,Getafe,Mallorca,5.222,3.111,8.333,3.802,4.021,0.0611,aligned,V3.1,414,224,0.4538,2.204,1.831,0.3254,3.073,1.482,0.2185,4.578,1.28,0.1374,7.277,1.159
2026-05-10,2026-05-10T19:00:00Z,ligue-1,Angers,Strasbourg,4.085,4.105,8.19,2.823,5.45,0.0102,aligned,V3.1,360,316,0.4339,2.305,1.766,0.3072,3.256,1.443,0.2034,4.917,1.255,0.1261,7.93,1.144
2026-05-10,2026-05-10T19:00:00Z,ligue-1,Auxerre,Nice,5.305,6.068,11.373,5.535,7.478,0.1442,aligned,V3.1,104,432,0.7995,1.251,4.987,0.6986,1.431,3.318,0.5838,1.713,2.403,0.4652,2.15,1.87
2026-05-10,2026-05-10T19:00:00Z,ligue-1,Le Havre,Marseille,3.526,3.727,7.253,3.244,2.702,0.1802,divergent,V3.1,100,432,0.3044,3.285,1.438,0.196,5.101,1.244,0.1174,8.515,1.133,0.0656,15.242,1.07
2026-05-10,2026-05-10T19:00:00Z,ligue-1,Metz,Lorient,4.755,4.853,9.608,4.617,4.819,0.0179,aligned,V3.1,284,294,0.6214,1.609,2.641,0.4922,2.032,1.969,0.3681,2.717,1.583,0.2597,3.851,1.351
2026-05-10,2026-05-10T19:00:00Z,ligue-1,Monaco,Lille,5.505,3.873,9.377,7.756,3.4,0.1897,divergent,V3.1,432,432,0.5929,1.687,2.456,0.4622,2.164,1.859,0.3396,2.945,1.514,0.235,4.255,1.307
2026-05-10,2026-05-10T19:00:00Z,ligue-1,Paris Saint-Germain,Brest,7.208,3.428,10.636,7.749,2.905,0.0016,aligned,V3.1,430,241,0.7341,1.362,3.761,0.6187,1.616,2.623,0.496,2.016,1.984,0.3774,2.65,1.606
2026-05-10,2026-05-10T19:00:00Z,ligue-1,Rennes,Paris FC,6.282,3.492,9.773,6.389,3.958,0.0587,aligned,V3.1,432,32,0.6411,1.56,2.786,0.5134,1.948,2.055,0.3886,2.573,1.636,0.2778,3.6,1.385
2026-05-10,2026-05-10T19:00:00Z,ligue-1,Toulouse,Lyon,3.402,7.031,10.433,3.346,10.046,0.2836,divergent,V3.1,356,431,0.7138,1.401,3.494,0.5949,1.681,2.469,0.471,2.123,1.89,0.3534,2.83,1.547
