date,kick_off,league,home_team,away_team,lambda_home,lambda_away,lambda_total,lambda_home_recent,lambda_away_recent,divergence,consensus,policy_version,home_matches,away_matches,p_over_8.5,fair_over_8.5,fair_under_8.5,p_over_9.5,fair_over_9.5,fair_under_9.5,p_over_10.5,fair_over_10.5,fair_under_10.5,p_over_11.5,fair_over_11.5,fair_under_11.5
2026-05-06,2026-05-08T18:45:00Z,serie-a,Torino,Sassuolo,6.305,4.543,10.848,5.953,3.696,0.1106,aligned,V3.1,453,415,0.7542,1.326,4.069,0.6428,1.556,2.799,0.5218,1.916,2.091,0.4026,2.484,1.674
2026-05-06,2026-05-09T13:00:00Z,serie-a,Cagliari,Udinese,5.633,4.503,10.136,7.111,3.661,0.0628,aligned,V3.1,377,453,0.6823,1.466,3.148,0.559,1.789,2.268,0.434,2.304,1.767,0.3188,3.136,1.468
2026-05-06,2026-05-09T16:00:00Z,serie-a,Lazio,Internazionale,4.647,5.657,10.304,5.24,5.563,0.0484,aligned,V3.1,453,453,0.7003,1.428,3.337,0.5795,1.726,2.378,0.4549,2.198,1.835,0.3383,2.956,1.511
2026-05-06,2026-05-09T18:45:00Z,serie-a,Lecce,Juventus,3.394,5.939,9.333,3.026,4.834,0.1578,divergent,V3.1,187,453,0.5874,1.702,2.424,0.4564,2.191,1.84,0.3342,2.992,1.502,0.2305,4.339,1.3
2026-05-06,2026-05-10T10:30:00Z,serie-a,Hellas Verona,Como,3.265,4.626,7.891,3.35,5.689,0.1455,aligned,V3.1,377,73,0.3922,2.55,1.645,0.2699,3.705,1.37,0.1734,5.766,1.21,0.1042,9.597,1.116
2026-05-06,2026-05-10T13:00:00Z,serie-a,Cremonese,Pisa,4.682,3.417,8.099,5.073,2.898,0.0159,aligned,V3.1,73,35,0.4213,2.374,1.728,0.2957,3.382,1.42,0.194,5.153,1.241,0.1192,8.39,1.135
2026-05-06,2026-05-10T13:00:00Z,serie-a,Fiorentina,Genoa,4.968,4.988,9.956,5.313,4.69,0.0047,aligned,V3.1,453,415,0.6622,1.51,2.96,0.5366,1.864,2.158,0.4115,2.43,1.699,0.2982,3.353,1.425
2026-05-06,2026-05-10T16:00:00Z,serie-a,Parma,Roma,3.623,6.175,9.798,3.885,6.233,0.0327,aligned,V3.1,225,453,0.644,1.553,2.809,0.5165,1.936,2.068,0.3917,2.553,1.644,0.2805,3.565,1.39
2026-05-06,2026-05-10T18:45:00Z,serie-a,AC Milan,Atalanta,4.191,4.066,8.257,4.212,4.224,0.0216,aligned,V3.1,453,453,0.4433,2.256,1.796,0.3158,3.167,1.462,0.2105,4.752,1.267,0.1314,7.611,1.151
2026-05-06,2026-05-11T18:45:00Z,serie-a,Napoli,Bologna,5.12,3.943,9.063,5.075,3.995,0.0007,aligned,V3.1,453,415,0.5527,1.809,2.236,0.421,2.376,1.727,0.3016,3.316,1.432,0.2032,4.921,1.255
2026-05-06,2026-05-08T19:00:00Z,la-liga,Levante,Osasuna,5.487,3.774,9.26,4.184,3.578,0.1617,divergent,V3.1,300,300,0.5781,1.73,2.37,0.4469,2.238,1.808,0.3253,3.074,1.482,0.223,4.485,1.287
2026-05-06,2026-05-09T12:00:00Z,la-liga,Elche,Alaves,6.255,3.697,9.952,7.728,4.276,0.2063,divergent,V3.1,186,338,0.6617,1.511,2.956,0.536,1.866,2.155,0.4109,2.433,1.698,0.2978,3.358,1.424
2026-05-06,2026-05-09T14:15:00Z,la-liga,Sevilla,Espanyol,5.818,4.435,10.253,6.257,5.656,0.1619,divergent,V3.1,452,376,0.695,1.439,3.278,0.5733,1.744,2.344,0.4486,2.229,1.814,0.3324,3.009,1.498
2026-05-06,2026-05-09T16:30:00Z,la-liga,Atletico Madrid,Celta Vigo,5.428,2.886,8.315,5.629,2.181,0.0607,aligned,V3.1,452,452,0.4513,2.216,1.822,0.3231,3.095,1.477,0.2165,4.619,1.276,0.136,7.355,1.157
2026-05-06,2026-05-09T19:00:00Z,la-liga,Real Sociedad,Real Betis,6.652,4.083,10.735,7.902,3.717,0.0824,aligned,V3.1,452,414,0.7436,1.345,3.9,0.63,1.587,2.703,0.5081,1.968,2.033,0.3891,2.57,1.637
2026-05-06,2026-05-10T12:00:00Z,la-liga,Mallorca,Villarreal,4.397,3.933,8.33,5.034,3.086,0.0253,aligned,V3.1,224,452,0.4534,2.205,1.83,0.3251,3.076,1.482,0.2182,4.583,1.279,0.1372,7.287,1.159
2026-05-06,2026-05-10T14:15:00Z,la-liga,Athletic Bilbao,Valencia,5.387,4.001,9.388,5.52,3.468,0.0426,aligned,V3.1,452,452,0.5942,1.683,2.464,0.4635,2.157,1.864,0.3408,2.934,1.517,0.2361,4.235,1.309
2026-05-06,2026-05-10T19:00:00Z,la-liga,Barcelona,Real Madrid,6.864,3.277,10.141,8.732,3.157,0.1724,divergent,V3.1,452,452,0.6829,1.464,3.153,0.5596,1.787,2.271,0.4346,2.301,1.769,0.3194,3.131,1.469
2026-05-06,2026-05-11T19:00:00Z,la-liga,Rayo Vallecano,Girona,6.693,2.841,9.534,8.373,1.953,0.083,aligned,V3.1,300,224,0.6124,1.633,2.58,0.4826,2.072,1.933,0.3589,2.786,1.56,0.2517,3.974,1.336
2026-05-06,2026-05-08T18:30:00Z,bundesliga,Borussia Dortmund,Eintracht Frankfurt,4.801,3.69,8.49,4.803,4.479,0.0933,aligned,V3.1,406,406,0.4756,2.103,1.907,0.3458,2.892,1.529,0.2356,4.245,1.308,0.1505,6.643,1.177
2026-05-06,2026-05-09T13:30:00Z,bundesliga,Augsburg,Borussia Monchengladbach,5.414,4.825,10.239,4.761,3.436,0.1995,divergent,V3.1,406,406,0.6935,1.442,3.262,0.5716,1.749,2.334,0.4469,2.238,1.808,0.3307,3.024,1.494
2026-05-06,2026-05-09T13:30:00Z,bundesliga,Hoffenheim,Werder Bremen,4.788,6.804,11.592,5.0,6.426,0.0144,aligned,V3.1,406,372,0.8164,1.225,5.446,0.7202,1.389,3.573,0.6086,1.643,2.555,0.491,2.036,1.965
2026-05-06,2026-05-09T13:30:00Z,bundesliga,RB Leipzig,St. Pauli,5.423,4.555,9.978,5.11,5.121,0.0254,aligned,V3.1,338,66,0.6647,1.504,2.982,0.5393,1.854,2.171,0.4142,2.414,1.707,0.3007,3.325,1.43
2026-05-06,2026-05-09T13:30:00Z,bundesliga,Stuttgart,Bayer Leverkusen,4.637,7.916,12.554,4.087,10.612,0.1709,divergent,V3.1,338,406,0.878,1.139,8.199,0.8027,1.246,5.068,0.7081,1.412,3.425,0.6001,1.666,2.501
2026-05-06,2026-05-09T16:30:00Z,bundesliga,Wolfsburg,Bayern Munich,3.556,6.787,10.343,2.932,5.998,0.1366,aligned,V3.1,406,406,0.7045,1.419,3.384,0.5842,1.712,2.405,0.4598,2.175,1.851,0.3429,2.917,1.522
2026-05-06,2026-05-10T13:30:00Z,bundesliga,Hamburger SV,Freiburg,5.319,4.392,9.711,4.361,5.303,0.0048,aligned,V3.1,168,372,0.6337,1.578,2.73,0.5054,1.979,2.022,0.3808,2.626,1.615,0.2709,3.692,1.371
2026-05-06,2026-05-10T15:30:00Z,bundesliga,FC Koln,Heidenheim,5.69,4.867,10.556,6.493,4.825,0.0721,aligned,V3.1,338,100,0.7262,1.377,3.653,0.6095,1.641,2.561,0.4862,2.057,1.946,0.3679,2.718,1.582
2026-05-06,2026-05-08T18:45:00Z,ligue-1,Lens,Nantes,5.843,3.19,9.033,5.971,3.058,0.0003,aligned,V3.1,251,432,0.5486,1.823,2.216,0.4169,2.399,1.715,0.2979,3.357,1.424,0.2002,4.996,1.25
2026-05-06,2026-05-10T19:00:00Z,ligue-1,Angers,Strasbourg,4.085,4.105,8.19,2.823,5.45,0.0102,aligned,V3.1,360,316,0.4339,2.305,1.766,0.3072,3.256,1.443,0.2034,4.917,1.255,0.1261,7.93,1.144
2026-05-06,2026-05-10T19:00:00Z,ligue-1,Auxerre,Nice,5.305,6.068,11.373,5.535,7.478,0.1442,aligned,V3.1,104,432,0.7995,1.251,4.987,0.6986,1.431,3.318,0.5838,1.713,2.403,0.4652,2.15,1.87
2026-05-06,2026-05-10T19:00:00Z,ligue-1,Le Havre,Marseille,3.526,3.727,7.253,3.244,2.702,0.1802,divergent,V3.1,100,432,0.3044,3.285,1.438,0.196,5.101,1.244,0.1174,8.515,1.133,0.0656,15.242,1.07
2026-05-06,2026-05-10T19:00:00Z,ligue-1,Metz,Lorient,4.755,4.853,9.608,4.617,4.819,0.0179,aligned,V3.1,284,294,0.6214,1.609,2.641,0.4922,2.032,1.969,0.3681,2.717,1.583,0.2597,3.851,1.351
2026-05-06,2026-05-10T19:00:00Z,ligue-1,Monaco,Lille,5.505,3.873,9.377,7.756,3.4,0.1897,divergent,V3.1,432,432,0.5929,1.687,2.456,0.4622,2.164,1.859,0.3396,2.945,1.514,0.235,4.255,1.307
2026-05-06,2026-05-10T19:00:00Z,ligue-1,Paris Saint-Germain,Brest,7.208,3.428,10.636,7.749,2.905,0.0016,aligned,V3.1,430,241,0.7341,1.362,3.761,0.6187,1.616,2.623,0.496,2.016,1.984,0.3774,2.65,1.606
2026-05-06,2026-05-10T19:00:00Z,ligue-1,Rennes,Paris FC,6.282,3.492,9.773,6.389,3.958,0.0587,aligned,V3.1,432,32,0.6411,1.56,2.786,0.5134,1.948,2.055,0.3886,2.573,1.636,0.2778,3.6,1.385
2026-05-06,2026-05-10T19:00:00Z,ligue-1,Toulouse,Lyon,3.402,7.031,10.433,3.346,10.046,0.2836,divergent,V3.1,356,431,0.7138,1.401,3.494,0.5949,1.681,2.469,0.471,2.123,1.89,0.3534,2.83,1.547
