match,kick_off,league,market,line,side,model_prob,model_prob_raw,model_fair,bookmaker,bookie_odds,edge,stake,stake_label,lambda_h,lambda_a,lambda_h_recent,lambda_a_recent,divergence,consensus,policy_version,file_date
Inter Milan vs Cagliari,2026-04-17T18:45:00Z,serie-a,corners,9.5,over,0.6448,0.8476,1.551,Pinnacle,1.86,0.1071,0.38,TINY,9.89,3.32,11.05,3.33,0.0891,aligned,V3,2026-04-14
