date,kick_off,league,home_team,away_team,lambda_home,lambda_away,lambda_total,lambda_home_recent,lambda_away_recent,divergence,consensus,policy_version,home_matches,away_matches,p_over_8.5,fair_over_8.5,fair_under_8.5,p_over_9.5,fair_over_9.5,fair_under_9.5,p_over_10.5,fair_over_10.5,fair_under_10.5,p_over_11.5,fair_over_11.5,fair_under_11.5
2026-04-30,2026-05-03T14:15:00Z,la-liga,Getafe,Rayo Vallecano,4.282,4.89,9.171,2.988,6.453,0.0293,aligned,V3.1,413,299,0.5667,1.765,2.308,0.4352,2.298,1.77,0.3145,3.179,1.459,0.2139,4.674,1.272
2026-04-30,2026-05-03T19:00:00Z,la-liga,Espanyol,Real Madrid,3.888,6.0,9.888,5.049,6.137,0.1312,aligned,V3.1,375,451,0.6545,1.528,2.894,0.528,1.894,2.119,0.403,2.482,1.675,0.2906,3.441,1.41
2026-04-30,2026-05-04T19:00:00Z,la-liga,Sevilla,Real Sociedad,5.182,5.394,10.575,4.423,5.444,0.067,aligned,V3.1,451,451,0.7281,1.373,3.678,0.6117,1.635,2.575,0.4886,2.047,1.955,0.3702,2.701,1.588
2026-04-30,2026-05-02T13:30:00Z,bundesliga,Bayern Munich,Heidenheim,6.941,3.084,10.025,6.903,2.266,0.0854,aligned,V3.1,405,99,0.67,1.493,3.03,0.5452,1.834,2.199,0.4201,2.38,1.724,0.3061,3.267,1.441
2026-04-30,2026-05-02T13:30:00Z,bundesliga,Eintracht Frankfurt,Hamburger SV,6.691,3.798,10.488,8.249,2.891,0.0622,aligned,V3.1,405,167,0.7194,1.39,3.564,0.6015,1.663,2.509,0.4778,2.093,1.915,0.3599,2.779,1.562
2026-04-30,2026-05-02T13:30:00Z,bundesliga,Hoffenheim,Stuttgart,5.169,7.469,12.638,5.245,7.962,0.045,aligned,V3.1,405,337,0.8825,1.133,8.511,0.8089,1.236,5.234,0.716,1.397,3.521,0.6091,1.642,2.558
2026-04-30,2026-05-02T13:30:00Z,bundesliga,Union Berlin,FC Koln,5.35,4.118,9.469,6.372,3.959,0.0911,aligned,V3.1,234,337,0.6043,1.655,2.527,0.4741,2.109,1.902,0.3508,2.85,1.54,0.2447,4.087,1.324
2026-04-30,2026-05-02T13:30:00Z,bundesliga,Werder Bremen,Augsburg,5.004,5.641,10.645,3.961,6.997,0.0294,aligned,V3.1,371,405,0.735,1.361,3.773,0.6198,1.614,2.63,0.4971,2.012,1.989,0.3784,2.642,1.609
2026-04-30,2026-05-02T16:30:00Z,bundesliga,Bayer Leverkusen,RB Leipzig,8.371,3.641,12.012,13.97,2.603,0.3797,conflict,V3.1,405,337,0.8457,1.182,6.482,0.7586,1.318,4.143,0.654,1.529,2.89,0.5397,1.853,2.173
2026-04-30,2026-05-03T15:30:00Z,bundesliga,Borussia Monchengladbach,Borussia Dortmund,4.471,4.437,8.908,3.881,4.053,0.1093,aligned,V3.1,405,405,0.5322,1.879,2.137,0.4005,2.497,1.668,0.2832,3.532,1.395,0.1882,5.315,1.232
2026-04-30,2026-05-03T17:30:00Z,bundesliga,Freiburg,Wolfsburg,5.811,4.691,10.502,5.892,4.516,0.0089,aligned,V3.1,371,405,0.7207,1.387,3.581,0.603,1.658,2.519,0.4795,2.086,1.921,0.3615,2.767,1.566
2026-04-30,2026-05-02T13:00:00Z,ligue-1,Nantes,Marseille,3.666,3.946,7.613,3.579,3.629,0.0532,aligned,V3.1,431,431,0.3535,2.828,1.547,0.2366,4.226,1.31,0.1476,6.775,1.173,0.086,11.627,1.094
2026-04-30,2026-05-02T15:00:00Z,ligue-1,Paris Saint-Germain,Lorient,6.282,4.014,10.296,6.635,3.809,0.0144,aligned,V3.1,429,293,0.6995,1.43,3.328,0.5785,1.729,2.373,0.4539,2.203,1.831,0.3373,2.964,1.509
2026-04-30,2026-05-02T17:00:00Z,ligue-1,Metz,Monaco,4.082,6.288,10.37,3.094,8.3,0.0988,aligned,V3.1,283,431,0.7073,1.414,3.416,0.5874,1.702,2.424,0.4631,2.159,1.863,0.346,2.89,1.529
2026-04-30,2026-05-02T19:05:00Z,ligue-1,Nice,Lens,5.246,4.969,10.216,5.042,4.769,0.0396,aligned,V3.1,431,250,0.6909,1.447,3.235,0.5687,1.758,2.319,0.4439,2.253,1.798,0.328,3.049,1.488
2026-04-30,2026-05-03T13:00:00Z,ligue-1,Lille,Le Havre,5.516,3.106,8.622,4.433,3.55,0.0741,aligned,V3.1,431,99,0.4936,2.026,1.975,0.3629,2.755,1.57,0.2503,3.996,1.334,0.1619,6.175,1.193
2026-04-30,2026-05-03T15:15:00Z,ligue-1,Auxerre,Angers,5.396,4.561,9.957,7.153,4.007,0.1208,aligned,V3.1,103,359,0.6623,1.51,2.961,0.5367,1.863,2.158,0.4116,2.43,1.7,0.2984,3.352,1.425
2026-04-30,2026-05-03T15:15:00Z,ligue-1,Paris FC,Brest,6.624,3.527,10.151,8.822,2.368,0.1024,aligned,V3.1,31,240,0.6839,1.462,3.164,0.5608,1.783,2.277,0.4358,2.294,1.773,0.3205,3.12,1.472
2026-04-30,2026-05-03T15:15:00Z,ligue-1,Strasbourg,Toulouse,4.999,3.347,8.346,6.78,2.619,0.1262,aligned,V3.1,315,355,0.4556,2.195,1.837,0.3271,3.057,1.486,0.2198,4.549,1.282,0.1385,7.222,1.161
2026-04-30,2026-05-03T18:45:00Z,ligue-1,Lyon,Rennes,4.948,4.235,9.183,5.544,6.086,0.2665,divergent,V3.1,430,431,0.5682,1.76,2.316,0.4367,2.29,1.775,0.3159,3.165,1.462,0.2151,4.649,1.274
