date,kick_off,league,home_team,away_team,lambda_home,lambda_away,lambda_total,lambda_home_recent,lambda_away_recent,divergence,consensus,policy_version,home_matches,away_matches,p_over_8.5,fair_over_8.5,fair_under_8.5,p_over_9.5,fair_over_9.5,fair_under_9.5,p_over_10.5,fair_over_10.5,fair_under_10.5,p_over_11.5,fair_over_11.5,fair_under_11.5
2026-04-30,2026-05-01T19:00:00Z,epl,Leeds United,Burnley,4.41,4.652,9.061,2.698,5.538,0.0912,aligned,V3.1,148,338,0.5524,1.81,2.234,0.4207,2.377,1.726,0.3013,3.319,1.431,0.203,4.926,1.255
2026-04-30,2026-05-02T14:00:00Z,epl,Brentford,West Ham United,4.789,4.85,9.638,3.545,5.019,0.1115,aligned,V3.1,186,452,0.625,1.6,2.667,0.4961,2.016,1.985,0.3718,2.689,1.592,0.2629,3.803,1.357
2026-04-30,2026-05-02T14:00:00Z,epl,Newcastle United,Brighton,5.211,4.357,9.568,5.967,4.841,0.1296,aligned,V3.1,414,338,0.6165,1.622,2.607,0.487,2.053,1.949,0.3631,2.754,1.57,0.2553,3.917,1.343
2026-04-30,2026-05-02T14:00:00Z,epl,Wolverhampton,Sunderland,5.404,3.666,9.07,5.764,3.607,0.0331,aligned,V3.1,300,148,0.5535,1.807,2.24,0.4218,2.371,1.729,0.3023,3.308,1.433,0.2038,4.906,1.256
2026-04-30,2026-05-02T16:30:00Z,epl,Arsenal,Fulham,6.894,4.727,11.62,5.134,4.206,0.1962,divergent,V3.1,452,224,0.8185,1.222,5.509,0.7229,1.383,3.608,0.6118,1.635,2.576,0.4944,2.023,1.978
2026-04-30,2026-05-03T13:00:00Z,epl,Bournemouth,Crystal Palace,5.358,5.392,10.75,5.381,6.184,0.0758,aligned,V3.1,338,451,0.745,1.342,3.922,0.6317,1.583,2.715,0.5099,1.961,2.04,0.3909,2.558,1.642
2026-04-30,2026-05-03T14:30:00Z,epl,Manchester United,Liverpool,4.991,4.807,9.798,4.017,4.151,0.1663,divergent,V3.1,452,452,0.644,1.553,2.809,0.5166,1.936,2.069,0.3917,2.553,1.644,0.2805,3.565,1.39
2026-04-30,2026-05-03T18:00:00Z,epl,Aston Villa,Tottenham Hotspur,5.599,4.464,10.063,6.192,4.532,0.0658,aligned,V3.1,338,452,0.6742,1.483,3.07,0.5499,1.818,2.222,0.4248,2.354,1.739,0.3104,3.222,1.45
2026-04-30,2026-05-04T14:00:00Z,epl,Chelsea,Nottingham Forest,5.892,3.703,9.595,5.436,4.281,0.0126,aligned,V3.1,452,148,0.6198,1.613,2.63,0.4905,2.039,1.963,0.3665,2.729,1.578,0.2583,3.872,1.348
2026-04-30,2026-05-04T19:00:00Z,epl,Everton,Manchester City,2.204,8.323,10.527,2.333,7.645,0.0522,aligned,V3.1,452,451,0.7233,1.383,3.614,0.606,1.65,2.538,0.4826,2.072,1.933,0.3644,2.744,1.573
2026-04-30,2026-05-01T18:45:00Z,serie-a,Pisa,Lecce,4.332,4.473,8.805,3.36,4.804,0.0728,aligned,V3.1,34,186,0.5184,1.929,2.076,0.3869,2.585,1.631,0.2711,3.688,1.372,0.1785,5.603,1.217
2026-04-30,2026-05-02T13:00:00Z,serie-a,Udinese,Torino,4.017,5.565,9.582,3.488,6.548,0.0473,aligned,V3.1,452,452,0.6182,1.618,2.619,0.4888,2.046,1.956,0.3648,2.741,1.574,0.2568,3.894,1.346
2026-04-30,2026-05-02T16:00:00Z,serie-a,Como,Napoli,3.766,3.412,7.178,4.362,3.823,0.1403,aligned,V3.1,72,452,0.2944,3.396,1.417,0.188,5.318,1.232,0.1117,8.956,1.126,0.0618,16.177,1.066
2026-04-30,2026-05-02T18:45:00Z,serie-a,Atalanta,Genoa,4.937,3.942,8.879,5.506,3.6,0.0255,aligned,V3.1,452,414,0.5283,1.893,2.12,0.3967,2.521,1.657,0.2798,3.574,1.388,0.1854,5.393,1.228
2026-04-30,2026-05-03T10:30:00Z,serie-a,Bologna,Cagliari,7.683,3.635,11.318,6.865,3.987,0.0412,aligned,V3.1,414,376,0.7951,1.258,4.88,0.693,1.443,3.258,0.5775,1.732,2.367,0.4587,2.18,1.847
2026-04-30,2026-05-03T13:00:00Z,serie-a,Sassuolo,AC Milan,4.982,5.802,10.784,3.997,6.044,0.0689,aligned,V3.1,414,452,0.7482,1.336,3.972,0.6355,1.573,2.744,0.514,1.945,2.058,0.3949,2.532,1.653
2026-04-30,2026-05-03T16:00:00Z,serie-a,Juventus,Hellas Verona,6.001,2.89,8.89,5.683,2.028,0.1327,aligned,V3.1,452,376,0.5298,1.887,2.127,0.3981,2.512,1.662,0.2811,3.558,1.391,0.1865,5.362,1.229
2026-04-30,2026-05-03T18:45:00Z,serie-a,Internazionale,Parma,10.429,3.243,13.672,14.525,3.091,0.2886,divergent,V3.1,452,224,0.9272,1.078,13.74,0.8741,1.144,7.944,0.8015,1.248,5.038,0.7113,1.406,3.464
2026-04-30,2026-05-04T16:30:00Z,serie-a,Cremonese,Lazio,3.453,5.422,8.876,3.139,6.71,0.1097,aligned,V3.1,72,452,0.5279,1.894,2.118,0.3962,2.524,1.656,0.2794,3.579,1.388,0.1851,5.402,1.227
2026-04-30,2026-05-04T18:45:00Z,serie-a,Roma,Fiorentina,5.065,3.649,8.714,4.238,4.002,0.0544,aligned,V3.1,452,452,0.5061,1.976,2.025,0.375,2.667,1.6,0.2607,3.836,1.353,0.1702,5.877,1.205
2026-04-30,2026-05-01T19:00:00Z,la-liga,Girona,Mallorca,4.041,3.651,7.692,2.898,4.474,0.0416,aligned,V3.1,223,223,0.3645,2.743,1.574,0.246,4.066,1.326,0.1548,6.462,1.183,0.091,10.991,1.1
2026-04-30,2026-05-02T12:00:00Z,la-liga,Villarreal,Levante,4.787,6.486,11.273,5.702,6.776,0.1068,aligned,V3.1,451,299,0.7914,1.264,4.793,0.6884,1.453,3.209,0.5723,1.747,2.338,0.4533,2.206,1.829
2026-04-30,2026-05-02T14:15:00Z,la-liga,Valencia,Atletico Madrid,4.35,4.631,8.98,3.873,4.605,0.0559,aligned,V3.1,451,451,0.5418,1.846,2.182,0.41,2.439,1.695,0.2917,3.428,1.412,0.1951,5.125,1.242
2026-04-30,2026-05-02T16:30:00Z,la-liga,Alaves,Athletic Bilbao,3.095,6.394,9.489,2.597,7.972,0.1138,aligned,V3.1,337,451,0.6068,1.648,2.543,0.4767,2.098,1.911,0.3533,2.831,1.546,0.2468,4.052,1.328
2026-04-30,2026-05-02T19:00:00Z,la-liga,Osasuna,Barcelona,2.62,5.709,8.329,2.349,4.615,0.1639,divergent,V3.1,299,451,0.4533,2.206,1.829,0.325,3.077,1.481,0.2181,4.585,1.279,0.1371,7.291,1.159
2026-04-30,2026-05-03T12:00:00Z,la-liga,Celta Vigo,Elche,5.034,3.892,8.926,5.104,4.122,0.0337,aligned,V3.1,451,185,0.5345,1.871,2.148,0.4028,2.483,1.674,0.2852,3.506,1.399,0.1898,5.268,1.234
