date,kick_off,league,home_team,away_team,lambda_home,lambda_away,lambda_total,lambda_home_recent,lambda_away_recent,divergence,consensus,policy_version,home_matches,away_matches,p_over_8.5,fair_over_8.5,fair_under_8.5,p_over_9.5,fair_over_9.5,fair_under_9.5,p_over_10.5,fair_over_10.5,fair_under_10.5,p_over_11.5,fair_over_11.5,fair_under_11.5
2026-05-03,2026-05-04T18:45:00Z,serie-a,Roma,Fiorentina,5.065,3.649,8.714,4.238,4.002,0.0544,aligned,V3,452,452,0.5061,1.976,2.025,0.375,2.667,1.6,0.2607,3.836,1.353,0.1702,5.877,1.205
2026-05-03,2026-05-03T12:00:00Z,la-liga,Celta Vigo,Elche,5.034,3.892,8.926,5.104,4.122,0.0337,aligned,V3,451,185,0.5345,1.871,2.148,0.4028,2.483,1.674,0.2852,3.506,1.399,0.1898,5.268,1.234
2026-05-03,2026-05-03T14:15:00Z,la-liga,Getafe,Rayo Vallecano,4.282,4.89,9.171,2.988,6.453,0.0293,aligned,V3,413,299,0.5667,1.765,2.308,0.4352,2.298,1.77,0.3145,3.179,1.459,0.2139,4.674,1.272
2026-05-03,2026-05-03T19:00:00Z,la-liga,Espanyol,Real Madrid,3.888,6.0,9.888,5.049,6.137,0.1312,aligned,V3,375,451,0.6545,1.528,2.894,0.528,1.894,2.119,0.403,2.482,1.675,0.2906,3.441,1.41
2026-05-03,2026-05-04T19:00:00Z,la-liga,Sevilla,Real Sociedad,5.182,5.394,10.575,4.423,5.444,0.067,aligned,V3,451,451,0.7281,1.373,3.678,0.6117,1.635,2.575,0.4886,2.047,1.955,0.3702,2.701,1.588
2026-05-03,2026-05-03T15:30:00Z,bundesliga,Borussia Monchengladbach,Borussia Dortmund,4.471,4.437,8.908,3.881,4.053,0.1093,aligned,V3,405,405,0.5322,1.879,2.137,0.4005,2.497,1.668,0.2832,3.532,1.395,0.1882,5.315,1.232
2026-05-03,2026-05-03T17:30:00Z,bundesliga,Freiburg,Wolfsburg,5.811,4.691,10.502,5.892,4.516,0.0089,aligned,V3,371,405,0.7207,1.387,3.581,0.603,1.658,2.519,0.4795,2.086,1.921,0.3615,2.767,1.566
2026-05-03,2026-05-03T13:00:00Z,ligue-1,Lille,Le Havre,5.516,3.106,8.622,4.433,3.55,0.0741,aligned,V3,431,99,0.4936,2.026,1.975,0.3629,2.755,1.57,0.2503,3.996,1.334,0.1619,6.175,1.193
2026-05-03,2026-05-03T15:15:00Z,ligue-1,Auxerre,Angers,5.396,4.561,9.957,7.153,4.007,0.1208,aligned,V3,103,359,0.6623,1.51,2.961,0.5367,1.863,2.158,0.4116,2.43,1.7,0.2984,3.352,1.425
2026-05-03,2026-05-03T15:15:00Z,ligue-1,Paris FC,Brest,6.624,3.527,10.151,8.822,2.368,0.1024,aligned,V3,31,240,0.6839,1.462,3.164,0.5608,1.783,2.277,0.4358,2.294,1.773,0.3205,3.12,1.472
2026-05-03,2026-05-03T15:15:00Z,ligue-1,Strasbourg,Toulouse,4.999,3.347,8.346,6.78,2.619,0.1262,aligned,V3,315,355,0.4556,2.195,1.837,0.3271,3.057,1.486,0.2198,4.549,1.282,0.1385,7.222,1.161
2026-05-03,2026-05-03T18:45:00Z,ligue-1,Lyon,Rennes,4.948,4.235,9.183,5.544,6.086,0.2665,divergent,V3,430,431,0.5682,1.76,2.316,0.4367,2.29,1.775,0.3159,3.165,1.462,0.2151,4.649,1.274
