date,kick_off,league,home_team,away_team,lambda_home,lambda_away,lambda_total,lambda_home_recent,lambda_away_recent,divergence,consensus,policy_version,home_matches,away_matches,p_over_8.5,fair_over_8.5,fair_under_8.5,p_over_9.5,fair_over_9.5,fair_under_9.5,p_over_10.5,fair_over_10.5,fair_under_10.5,p_over_11.5,fair_over_11.5,fair_under_11.5
2026-05-12,2026-05-17T13:00:00Z,serie-a,Internazionale,Hellas Verona,8.484,3.287,11.77,11.416,2.732,0.202,divergent,V3.1,454,378,0.8293,1.206,5.859,0.737,1.357,3.802,0.6282,1.592,2.69,0.5119,1.954,2.049
2026-05-12,2026-05-17T16:00:00Z,serie-a,Atalanta,Bologna,4.837,3.86,8.697,5.37,3.46,0.0153,aligned,V3.1,454,416,0.5039,1.985,2.016,0.3728,2.682,1.594,0.2588,3.864,1.349,0.1687,5.929,1.203
2026-05-12,2026-05-17T18:45:00Z,serie-a,Cagliari,Torino,4.422,5.713,10.134,4.601,5.186,0.0342,aligned,V3.1,378,454,0.6821,1.466,3.146,0.5588,1.79,2.266,0.4338,2.305,1.766,0.3186,3.139,1.468
2026-05-12,2026-05-17T18:45:00Z,serie-a,Sassuolo,Lecce,6.861,4.68,11.54,5.407,4.984,0.0995,aligned,V3.1,416,188,0.8125,1.231,5.333,0.7151,1.398,3.511,0.6028,1.659,2.518,0.485,2.062,1.942
2026-05-12,2026-05-17T18:45:00Z,serie-a,Udinese,Cremonese,4.784,4.324,9.108,4.402,5.789,0.1188,aligned,V3.1,454,74,0.5585,1.79,2.265,0.4269,2.343,1.745,0.3069,3.258,1.443,0.2076,4.816,1.262
2026-05-12,2026-05-12T17:00:00Z,la-liga,Celta Vigo,Levante,5.024,5.254,10.278,5.488,5.408,0.0601,aligned,V3.1,453,301,0.6976,1.434,3.307,0.5763,1.735,2.36,0.4517,2.214,1.824,0.3352,2.983,1.504
2026-05-12,2026-05-12T18:00:00Z,la-liga,Real Betis,Elche,4.916,5.053,9.969,5.215,7.212,0.2466,divergent,V3.1,415,187,0.6636,1.507,2.973,0.5381,1.858,2.165,0.413,2.421,1.704,0.2997,3.337,1.428
2026-05-12,2026-05-12T19:30:00Z,la-liga,Osasuna,Atletico Madrid,2.95,4.167,7.116,1.935,3.201,0.2782,divergent,V3.1,301,453,0.2862,3.494,1.401,0.1815,5.51,1.222,0.107,9.347,1.12,0.0588,17.012,1.062
2026-05-12,2026-05-13T17:00:00Z,la-liga,Espanyol,Athletic Bilbao,3.365,5.618,8.982,2.882,6.882,0.087,aligned,V3.1,377,453,0.542,1.845,2.184,0.4103,2.437,1.696,0.2919,3.426,1.412,0.1953,5.121,1.243
2026-05-12,2026-05-13T17:00:00Z,la-liga,Villarreal,Sevilla,5.292,5.087,10.379,6.32,4.843,0.0755,aligned,V3.1,453,453,0.7082,1.412,3.427,0.5885,1.699,2.43,0.4643,2.154,1.867,0.3471,2.881,1.532
2026-05-12,2026-05-13T19:30:00Z,la-liga,Alaves,Barcelona,2.562,8.786,11.348,3.018,11.184,0.2515,divergent,V3.1,339,453,0.7974,1.254,4.937,0.696,1.437,3.29,0.5809,1.721,2.386,0.4622,2.164,1.859
2026-05-12,2026-05-13T19:30:00Z,la-liga,Getafe,Mallorca,5.222,3.111,8.333,3.802,4.021,0.0611,aligned,V3.1,415,225,0.4538,2.204,1.831,0.3254,3.073,1.482,0.2185,4.578,1.28,0.1374,7.277,1.159
2026-05-12,2026-05-14T17:00:00Z,la-liga,Valencia,Rayo Vallecano,5.1,4.776,9.876,4.144,5.274,0.0464,aligned,V3.1,453,301,0.6531,1.531,2.883,0.5265,1.899,2.112,0.4015,2.491,1.671,0.2893,3.457,1.407
2026-05-12,2026-05-14T18:00:00Z,la-liga,Girona,Real Sociedad,4.093,5.252,9.345,3.551,5.029,0.0819,aligned,V3.1,225,453,0.5888,1.698,2.432,0.4579,2.184,1.845,0.3356,2.98,1.505,0.2317,4.317,1.301
2026-05-12,2026-05-16T13:30:00Z,bundesliga,Bayer Leverkusen,Hamburger SV,8.49,3.376,11.866,12.027,2.707,0.2417,divergent,V3.1,407,169,0.836,1.196,6.099,0.7457,1.341,3.933,0.6386,1.566,2.767,0.523,1.912,2.097
2026-05-12,2026-05-16T13:30:00Z,bundesliga,Bayern Munich,FC Koln,6.609,2.944,9.553,6.546,2.479,0.0552,aligned,V3.1,407,339,0.6147,1.627,2.595,0.485,2.062,1.942,0.3612,2.768,1.565,0.2537,3.942,1.34
2026-05-12,2026-05-16T13:30:00Z,bundesliga,Borussia Monchengladbach,Hoffenheim,8.926,3.378,12.304,7.582,2.5,0.1805,divergent,V3.1,407,407,0.8639,1.158,7.347,0.7832,1.277,4.612,0.6838,1.462,3.163,0.5727,1.746,2.34
2026-05-12,2026-05-16T13:30:00Z,bundesliga,Eintracht Frankfurt,Stuttgart,7.276,4.472,11.749,8.489,3.742,0.0411,aligned,V3.1,407,339,0.8278,1.208,5.808,0.735,1.361,3.773,0.6259,1.598,2.673,0.5094,1.963,2.038
2026-05-12,2026-05-16T13:30:00Z,bundesliga,Freiburg,RB Leipzig,5.05,4.918,9.969,7.185,3.594,0.0813,aligned,V3.1,373,339,0.6636,1.507,2.973,0.5381,1.858,2.165,0.413,2.421,1.704,0.2996,3.337,1.428
2026-05-12,2026-05-16T13:30:00Z,bundesliga,St. Pauli,Wolfsburg,6.113,4.434,10.547,4.899,5.505,0.0137,aligned,V3.1,67,407,0.7253,1.379,3.641,0.6084,1.644,2.554,0.4851,2.061,1.942,0.3669,2.726,1.579
2026-05-12,2026-05-16T13:30:00Z,bundesliga,Union Berlin,Augsburg,4.574,4.702,9.277,4.676,4.767,0.018,aligned,V3.1,236,407,0.5802,1.724,2.382,0.449,2.227,1.815,0.3273,3.056,1.486,0.2246,4.452,1.29
2026-05-12,2026-05-16T13:30:00Z,bundesliga,Werder Bremen,Borussia Dortmund,3.975,5.392,9.367,3.836,6.948,0.1512,divergent,V3.1,373,407,0.5917,1.69,2.449,0.4609,2.17,1.855,0.3384,2.955,1.511,0.234,4.273,1.306
2026-05-12,2026-05-13T17:00:00Z,ligue-1,Brest,Strasbourg,3.712,4.206,7.918,2.802,5.255,0.0176,aligned,V3.1,242,317,0.3959,2.526,1.655,0.2732,3.66,1.376,0.176,5.681,1.214,0.1061,9.428,1.119
2026-05-12,2026-05-17T19:00:00Z,ligue-1,Lille,Auxerre,6.073,3.578,9.651,7.651,4.846,0.295,divergent,V3.1,433,105,0.6265,1.596,2.677,0.4977,2.009,1.991,0.3733,2.678,1.596,0.2643,3.784,1.359
2026-05-12,2026-05-17T19:00:00Z,ligue-1,Lorient,Le Havre,5.141,3.587,8.728,3.524,3.709,0.1712,divergent,V3.1,295,101,0.508,1.968,2.033,0.3768,2.654,1.605,0.2623,3.813,1.356,0.1714,5.833,1.207
2026-05-12,2026-05-17T19:00:00Z,ligue-1,Marseille,Rennes,2.926,4.623,7.549,2.571,5.334,0.0473,aligned,V3.1,433,433,0.3447,2.901,1.526,0.2292,4.364,1.297,0.142,7.044,1.165,0.0821,12.178,1.089
2026-05-12,2026-05-17T19:00:00Z,ligue-1,Nantes,Toulouse,5.087,4.192,9.278,6.166,3.374,0.0282,aligned,V3.1,433,357,0.5804,1.723,2.383,0.4492,2.226,1.816,0.3275,3.054,1.487,0.2248,4.448,1.29
2026-05-12,2026-05-17T19:00:00Z,ligue-1,Nice,Metz,7.078,4.489,11.567,8.059,3.71,0.0175,aligned,V3.1,433,285,0.8145,1.228,5.39,0.7177,1.393,3.542,0.6058,1.651,2.537,0.4881,2.049,1.953
