date,league,season,team,team_key,opponent,opponent_key,venue,home_team,away_team,goals_for,goals_against,xg_for,xg_against,shots_for,shots_against,sot_for,sot_against,corners_for,corners_against,b365h,b365d,b365a,market_team_win_prob,market_opp_win_prob,match_source,xg_source
2016-10-16,serie-a,2016-2017,Sassuolo,sassuolo,Crotone,crotone,home,Sassuolo,Crotone,2,1,2.051,0.634,22,8,9,1,15,1,1.4,4.5,8.5,0.6776,0.1116,football-data,understat
2016-10-16,serie-a,2016-2017,Crotone,crotone,Sassuolo,sassuolo,away,Sassuolo,Crotone,1,2,0.634,2.051,8,22,1,9,1,15,1.4,4.5,8.5,0.1116,0.6776,football-data,understat
2016-10-17,epl,2016-2017,Liverpool,liverpool,Man United,man united,home,Liverpool,Man United,0,0,0.27,0.538,9,7,3,1,3,1,2.2,3.5,3.5,0.443,0.2785,football-data,understat
2016-10-17,epl,2016-2017,Man United,man united,Liverpool,liverpool,away,Liverpool,Man United,0,0,0.538,0.27,7,9,1,3,1,3,2.2,3.5,3.5,0.2785,0.443,football-data,understat
2016-10-17,la-liga,2016-2017,Eibar,eibar,Osasuna,osasuna,home,Eibar,Osasuna,2,3,0.802,1.404,13,8,5,4,5,0,1.7,3.6,5,0.5518,0.1876,football-data,understat
2016-10-17,la-liga,2016-2017,Osasuna,osasuna,Eibar,eibar,away,Eibar,Osasuna,3,2,1.404,0.802,8,13,4,5,0,5,1.7,3.6,5,0.1876,0.5518,football-data,understat
2016-10-17,serie-a,2016-2017,Palermo,palermo,Torino,torino,home,Palermo,Torino,1,4,0.866,1.207,16,15,3,7,10,6,3.8,3.5,2,0.2509,0.4767,football-data,understat
2016-10-17,serie-a,2016-2017,Torino,torino,Palermo,palermo,away,Palermo,Torino,4,1,1.207,0.866,15,16,7,3,6,10,3.8,3.5,2,0.4767,0.2509,football-data,understat
2016-10-21,bundesliga,2016-2017,Hamburg,hamburg,Ein Frankfurt,ein frankfurt,home,Hamburg,Ein Frankfurt,0,3,,,3,13,0,4,0,2,2.45,3.25,3,0.389,0.3177,football-data,
2016-10-21,bundesliga,2016-2017,Ein Frankfurt,ein frankfurt,Hamburg,hamburg,away,Hamburg,Ein Frankfurt,3,0,,,13,3,4,0,2,0,2.45,3.25,3,0.3177,0.389,football-data,
2016-10-21,la-liga,2016-2017,Osasuna,osasuna,Betis,betis,home,Osasuna,Betis,1,2,0.929,1.235,13,12,5,6,6,4,2.4,3.2,3.1,0.3962,0.3067,football-data,understat
2016-10-21,la-liga,2016-2017,Betis,betis,Osasuna,osasuna,away,Osasuna,Betis,2,1,1.235,0.929,12,13,6,5,4,6,2.4,3.2,3.1,0.3067,0.3962,football-data,understat
2016-10-21,ligue-1,2016-2017,Monaco,monaco,Montpellier,montpellier,home,Monaco,Montpellier,6,2,2.899,1.211,14,9,9,3,6,2,1.67,3.75,5.5,0.5718,0.1736,football-data,understat
2016-10-21,ligue-1,2016-2017,Montpellier,montpellier,Monaco,monaco,away,Monaco,Montpellier,2,6,1.211,2.899,9,14,3,9,2,6,1.67,3.75,5.5,0.1736,0.5718,football-data,understat
2016-10-22,bundesliga,2016-2017,Bayern Munich,bayern munich,M'gladbach,borussia monchengladbach,home,Bayern Munich,M'gladbach,2,0,1.734,0.5,17,3,5,0,8,1,1.2,7.5,12,0.7937,0.0794,football-data,understat
2016-10-22,bundesliga,2016-2017,M'gladbach,borussia monchengladbach,Bayern Munich,bayern munich,away,Bayern Munich,M'gladbach,0,2,0.5,1.734,3,17,0,5,1,8,1.2,7.5,12,0.0794,0.7937,football-data,understat
2016-10-22,bundesliga,2016-2017,Darmstadt,darmstadt,Wolfsburg,wolfsburg,home,Darmstadt,Wolfsburg,3,1,1.38,0.578,9,9,5,1,1,4,4.5,3.6,1.8,0.2105,0.5263,football-data,understat
2016-10-22,bundesliga,2016-2017,Wolfsburg,wolfsburg,Darmstadt,darmstadt,away,Darmstadt,Wolfsburg,1,3,0.578,1.38,9,9,1,5,4,1,4.5,3.6,1.8,0.5263,0.2105,football-data,understat
2016-10-22,bundesliga,2016-2017,Freiburg,freiburg,Augsburg,augsburg,home,Freiburg,Augsburg,2,1,1.531,1.23,12,14,5,6,0,1,2.1,3.3,3.7,0.4537,0.2575,football-data,understat
2016-10-22,bundesliga,2016-2017,Augsburg,augsburg,Freiburg,freiburg,away,Freiburg,Augsburg,1,2,1.23,1.531,14,12,6,5,1,0,2.1,3.3,3.7,0.2575,0.4537,football-data,understat
2016-10-22,bundesliga,2016-2017,Hertha,hertha,FC Koln,1 koln,home,Hertha,FC Koln,2,1,1.435,1.356,13,10,7,2,4,5,2.5,3.2,3,0.3825,0.3187,football-data,understat
2016-10-22,bundesliga,2016-2017,FC Koln,1 koln,Hertha,hertha,away,Hertha,FC Koln,1,2,1.356,1.435,10,13,2,7,5,4,2.5,3.2,3,0.3187,0.3825,football-data,understat
2016-10-22,bundesliga,2016-2017,Ingolstadt,ingolstadt,Dortmund,dortmund,home,Ingolstadt,Dortmund,3,3,1.693,2.516,12,24,7,10,2,8,6,4.2,1.53,0.1575,0.6176,football-data,understat
2016-10-22,bundesliga,2016-2017,Dortmund,dortmund,Ingolstadt,ingolstadt,away,Ingolstadt,Dortmund,3,3,2.516,1.693,24,12,10,7,8,2,6,4.2,1.53,0.6176,0.1575,football-data,understat
2016-10-22,bundesliga,2016-2017,Leverkusen,leverkusen,Hoffenheim,hoffenheim,home,Leverkusen,Hoffenheim,0,3,0.599,2.306,6,14,1,8,5,3,1.5,4.33,6,0.6264,0.1566,football-data,understat
2016-10-22,bundesliga,2016-2017,Hoffenheim,hoffenheim,Leverkusen,leverkusen,away,Leverkusen,Hoffenheim,3,0,2.306,0.599,14,6,8,1,3,5,1.5,4.33,6,0.1566,0.6264,football-data,understat
2016-10-22,epl,2016-2017,Arsenal,arsenal,Middlesbrough,middlesbrough,home,Arsenal,Middlesbrough,0,0,0.712,1.556,9,11,5,4,8,3,1.25,6.5,15,0.7839,0.0653,football-data,understat
2016-10-22,epl,2016-2017,Middlesbrough,middlesbrough,Arsenal,arsenal,away,Arsenal,Middlesbrough,0,0,1.556,0.712,11,9,4,5,3,8,1.25,6.5,15,0.0653,0.7839,football-data,understat
2016-10-22,epl,2016-2017,Bournemouth,bournemouth,Tottenham,tottenham,home,Bournemouth,Tottenham,0,0,0.523,0.745,8,16,1,4,7,4,4.2,3.6,1.95,0.2315,0.4985,football-data,understat
2016-10-22,epl,2016-2017,Tottenham,tottenham,Bournemouth,bournemouth,away,Bournemouth,Tottenham,0,0,0.745,0.523,16,8,4,1,4,7,4.2,3.6,1.95,0.4985,0.2315,football-data,understat
2016-10-22,epl,2016-2017,Burnley,burnley,Everton,everton,home,Burnley,Everton,2,1,0.906,0.753,9,20,3,8,2,8,6,3.8,1.67,0.162,0.5821,football-data,understat
2016-10-22,epl,2016-2017,Everton,everton,Burnley,burnley,away,Burnley,Everton,1,2,0.753,0.906,20,9,8,3,8,2,6,3.8,1.67,0.5821,0.162,football-data,understat
2016-10-22,epl,2016-2017,Hull,hull,Stoke,stoke,home,Hull,Stoke,0,2,0.702,1.043,9,12,2,6,5,7,3.1,3.3,2.5,0.3145,0.39,football-data,understat
2016-10-22,epl,2016-2017,Stoke,stoke,Hull,hull,away,Hull,Stoke,2,0,1.043,0.702,12,9,6,2,7,5,3.1,3.3,2.5,0.39,0.3145,football-data,understat
2016-10-22,epl,2016-2017,Leicester,leicester,Crystal Palace,crystal palace,home,Leicester,Crystal Palace,3,1,1.704,1.656,17,23,4,7,8,8,2.05,3.5,3.9,0.4736,0.249,football-data,understat
2016-10-22,epl,2016-2017,Crystal Palace,crystal palace,Leicester,leicester,away,Leicester,Crystal Palace,1,3,1.656,1.704,23,17,7,4,8,8,2.05,3.5,3.9,0.249,0.4736,football-data,understat
2016-10-22,epl,2016-2017,Liverpool,liverpool,West Brom,west brom,home,Liverpool,West Brom,2,1,2.295,0.686,21,6,7,1,3,2,1.29,6,13,0.7609,0.0755,football-data,understat
2016-10-22,epl,2016-2017,West Brom,west brom,Liverpool,liverpool,away,Liverpool,West Brom,1,2,0.686,2.295,6,21,1,7,2,3,1.29,6,13,0.0755,0.7609,football-data,understat
2016-10-22,epl,2016-2017,Swansea,swansea,Watford,watford,home,Swansea,Watford,0,0,1.332,0.479,11,10,5,2,7,2,2.38,3.3,3.3,0.4094,0.2953,football-data,understat
2016-10-22,epl,2016-2017,Watford,watford,Swansea,swansea,away,Swansea,Watford,0,0,0.479,1.332,10,11,2,5,2,7,2.38,3.3,3.3,0.2953,0.4094,football-data,understat
2016-10-22,epl,2016-2017,West Ham,west ham,Sunderland,sunderland,home,West Ham,Sunderland,1,0,1.196,0.808,20,10,3,2,6,2,1.67,4,5.75,0.5855,0.1701,football-data,understat
2016-10-22,epl,2016-2017,Sunderland,sunderland,West Ham,west ham,away,West Ham,Sunderland,0,1,0.808,1.196,10,20,2,3,2,6,1.67,4,5.75,0.1701,0.5855,football-data,understat
2016-10-22,la-liga,2016-2017,Espanol,espanol,Eibar,eibar,home,Espanol,Eibar,3,3,,,11,8,5,3,7,6,2.05,3.4,3.8,0.4668,0.2518,football-data,
2016-10-22,la-liga,2016-2017,Eibar,eibar,Espanol,espanol,away,Espanol,Eibar,3,3,,,8,11,3,5,6,7,2.05,3.4,3.8,0.2518,0.4668,football-data,
2016-10-22,la-liga,2016-2017,Granada,granada,Sp Gijon,sp gijon,home,Granada,Sp Gijon,0,0,,,12,3,1,3,3,3,2.1,3.4,3.6,0.4543,0.265,football-data,
2016-10-22,la-liga,2016-2017,Sp Gijon,sp gijon,Granada,granada,away,Granada,Sp Gijon,0,0,,,3,12,3,1,3,3,2.1,3.4,3.6,0.265,0.4543,football-data,
2016-10-22,la-liga,2016-2017,Sociedad,sociedad,Alaves,alaves,home,Sociedad,Alaves,3,0,1.846,0.772,16,10,5,3,4,2,1.67,3.75,5.5,0.5718,0.1736,football-data,understat
2016-10-22,la-liga,2016-2017,Alaves,alaves,Sociedad,sociedad,away,Sociedad,Alaves,0,3,0.772,1.846,10,16,3,5,2,4,1.67,3.75,5.5,0.1736,0.5718,football-data,understat
2016-10-22,la-liga,2016-2017,Valencia,valencia,Barcelona,barcelona,home,Valencia,Barcelona,2,3,0.84,2.05,7,15,4,8,3,1,7,5.25,1.4,0.1364,0.6818,football-data,understat
2016-10-22,la-liga,2016-2017,Barcelona,barcelona,Valencia,valencia,away,Valencia,Barcelona,3,2,2.05,0.84,15,7,8,4,1,3,7,5.25,1.4,0.6818,0.1364,football-data,understat
2016-10-22,ligue-1,2016-2017,Angers,angers,Toulouse,toulouse,home,Angers,Toulouse,0,0,0.625,0.454,11,6,3,2,4,2,2.5,3.1,3.1,0.3827,0.3086,football-data,understat
2016-10-22,ligue-1,2016-2017,Toulouse,toulouse,Angers,angers,away,Angers,Toulouse,0,0,0.454,0.625,6,11,2,3,2,4,2.5,3.1,3.1,0.3086,0.3827,football-data,understat
2016-10-22,ligue-1,2016-2017,Bordeaux,bordeaux,Nancy,nancy,home,Bordeaux,Nancy,1,1,1.271,1.058,12,11,2,3,5,4,1.8,3.4,5,0.5293,0.1905,football-data,understat
2016-10-22,ligue-1,2016-2017,Nancy,nancy,Bordeaux,bordeaux,away,Bordeaux,Nancy,1,1,1.058,1.271,11,12,3,2,4,5,1.8,3.4,5,0.1905,0.5293,football-data,understat
2016-10-22,ligue-1,2016-2017,Dijon,dijon,Lorient,lorient,home,Dijon,Lorient,1,0,1.403,2.361,13,15,3,5,5,5,2.15,3.3,3.6,0.4447,0.2656,football-data,understat
2016-10-22,ligue-1,2016-2017,Lorient,lorient,Dijon,dijon,away,Dijon,Lorient,0,1,2.361,1.403,15,13,5,3,5,5,2.15,3.3,3.6,0.2656,0.4447,football-data,understat
2016-10-22,ligue-1,2016-2017,Lille,lille,Bastia,bastia,home,Lille,Bastia,2,1,,,17,5,8,1,8,4,1.73,3.4,5.25,0.544,0.1793,football-data,
2016-10-22,ligue-1,2016-2017,Bastia,bastia,Lille,lille,away,Lille,Bastia,1,2,,,5,17,1,8,4,8,1.73,3.4,5.25,0.1793,0.544,football-data,
2016-10-22,ligue-1,2016-2017,Lyon,lyon,Guingamp,guingamp,home,Lyon,Guingamp,1,3,1.846,1.221,18,6,6,5,9,5,1.53,4.1,6.5,0.6217,0.1463,football-data,understat
2016-10-22,ligue-1,2016-2017,Guingamp,guingamp,Lyon,lyon,away,Lyon,Guingamp,3,1,1.221,1.846,6,18,5,6,5,9,1.53,4.1,6.5,0.1463,0.6217,football-data,understat
2016-10-22,ligue-1,2016-2017,Nantes,nantes,Rennes,rennes,home,Nantes,Rennes,1,2,0.903,0.676,9,7,4,3,3,0,2.25,3.1,3.6,0.4254,0.2659,football-data,understat
2016-10-22,ligue-1,2016-2017,Rennes,rennes,Nantes,nantes,away,Nantes,Rennes,2,1,0.676,0.903,7,9,3,4,0,3,2.25,3.1,3.6,0.2659,0.4254,football-data,understat
2016-10-22,serie-a,2016-2017,Milan,milan,Juventus,juventus,home,Milan,Juventus,1,0,0.255,0.731,8,22,2,3,5,9,4.5,3.7,1.8,0.212,0.5301,football-data,understat
2016-10-22,serie-a,2016-2017,Juventus,juventus,Milan,milan,away,Milan,Juventus,0,1,0.731,0.255,22,8,3,2,9,5,4.5,3.7,1.8,0.5301,0.212,football-data,understat
2016-10-22,serie-a,2016-2017,Sampdoria,sampdoria,Genoa,genoa,home,Sampdoria,Genoa,2,1,2.081,1.087,14,10,7,5,5,6,3.1,3.25,2.4,0.3081,0.398,football-data,understat
2016-10-22,serie-a,2016-2017,Genoa,genoa,Sampdoria,sampdoria,away,Sampdoria,Genoa,1,2,1.087,2.081,10,14,5,7,6,5,3.1,3.25,2.4,0.398,0.3081,football-data,understat
2016-10-23,bundesliga,2016-2017,RB Leipzig,rb leipzig,Werder Bremen,werder bremen,home,RB Leipzig,Werder Bremen,3,1,3.336,0.914,22,7,6,3,6,5,1.5,4,7,0.6292,0.1348,football-data,understat
2016-10-23,bundesliga,2016-2017,Werder Bremen,werder bremen,RB Leipzig,rb leipzig,away,RB Leipzig,Werder Bremen,1,3,0.914,3.336,7,22,3,6,5,6,1.5,4,7,0.1348,0.6292,football-data,understat
2016-10-23,bundesliga,2016-2017,Schalke 04,schalke 04,Mainz,mainz,home,Schalke 04,Mainz,3,0,1.212,0.987,11,10,5,4,3,3,1.95,3.6,3.8,0.4867,0.2497,football-data,understat
2016-10-23,bundesliga,2016-2017,Mainz,mainz,Schalke 04,schalke 04,away,Schalke 04,Mainz,0,3,0.987,1.212,10,11,4,5,3,3,1.95,3.6,3.8,0.2497,0.4867,football-data,understat
2016-10-23,epl,2016-2017,Chelsea,chelsea,Man United,man united,home,Chelsea,Man United,4,0,2.252,0.743,14,16,6,5,5,7,2.15,3.4,3.8,0.4549,0.2574,football-data,understat
2016-10-23,epl,2016-2017,Man United,man united,Chelsea,chelsea,away,Chelsea,Man United,0,4,0.743,2.252,16,14,5,6,7,5,2.15,3.4,3.8,0.2574,0.4549,football-data,understat
2016-10-23,epl,2016-2017,Man City,man city,Southampton,southampton,home,Man City,Southampton,1,1,1.153,0.564,14,6,3,2,10,3,1.5,4.5,7.5,0.6522,0.1304,football-data,understat
2016-10-23,epl,2016-2017,Southampton,southampton,Man City,man city,away,Man City,Southampton,1,1,0.564,1.153,6,14,2,3,3,10,1.5,4.5,7.5,0.1304,0.6522,football-data,understat
2016-10-23,la-liga,2016-2017,Celta,celta,La Coruna,la coruna,home,Celta,La Coruna,4,1,,,9,11,7,1,5,4,1.7,3.6,5.5,0.5614,0.1735,football-data,
2016-10-23,la-liga,2016-2017,La Coruna,la coruna,Celta,celta,away,Celta,La Coruna,1,4,,,11,9,1,7,4,5,1.7,3.6,5.5,0.1735,0.5614,football-data,
2016-10-23,la-liga,2016-2017,Malaga,malaga,Leganes,leganes,home,Malaga,Leganes,4,0,3.121,1.188,24,14,8,5,5,8,1.85,3.3,4.75,0.5128,0.1997,football-data,understat
2016-10-23,la-liga,2016-2017,Leganes,leganes,Malaga,malaga,away,Malaga,Leganes,0,4,1.188,3.121,14,24,5,8,8,5,1.85,3.3,4.75,0.1997,0.5128,football-data,understat
2016-10-23,la-liga,2016-2017,Real Madrid,real madrid,Ath Bilbao,ath bilbao,home,Real Madrid,Ath Bilbao,2,1,3.526,1.381,24,10,8,3,6,4,1.2,7,13,0.7913,0.073,football-data,understat
2016-10-23,la-liga,2016-2017,Ath Bilbao,ath bilbao,Real Madrid,real madrid,away,Real Madrid,Ath Bilbao,1,2,1.381,3.526,10,24,3,8,4,6,1.2,7,13,0.073,0.7913,football-data,understat
2016-10-23,la-liga,2016-2017,Sevilla,sevilla,Ath Madrid,ath madrid,home,Sevilla,Ath Madrid,1,0,1.138,0.771,12,9,5,3,4,5,4,3.5,1.95,0.2384,0.4891,football-data,understat
2016-10-23,la-liga,2016-2017,Ath Madrid,ath madrid,Sevilla,sevilla,away,Sevilla,Ath Madrid,0,1,0.771,1.138,9,12,3,5,5,4,4,3.5,1.95,0.4891,0.2384,football-data,understat
2016-10-23,la-liga,2016-2017,Villarreal,villarreal,Las Palmas,las palmas,home,Villarreal,Las Palmas,2,1,1.673,0.536,14,8,4,4,2,1,1.67,3.8,5.25,0.569,0.181,football-data,understat
2016-10-23,la-liga,2016-2017,Las Palmas,las palmas,Villarreal,villarreal,away,Villarreal,Las Palmas,1,2,0.536,1.673,8,14,4,4,1,2,1.67,3.8,5.25,0.181,0.569,football-data,understat
2016-10-23,ligue-1,2016-2017,Caen,caen,St Etienne,st etienne,home,Caen,St Etienne,0,2,0.21,1.048,9,13,1,6,4,5,2.55,3.1,2.88,0.3693,0.327,football-data,understat
2016-10-23,ligue-1,2016-2017,St Etienne,st etienne,Caen,caen,away,Caen,St Etienne,2,0,1.048,0.21,13,9,6,1,5,4,2.55,3.1,2.88,0.327,0.3693,football-data,understat
2016-10-23,ligue-1,2016-2017,Metz,metz,Nice,nice,home,Metz,Nice,2,4,1.359,2.278,9,17,5,8,4,3,3.75,3.4,2.05,0.2543,0.4652,football-data,understat
2016-10-23,ligue-1,2016-2017,Nice,nice,Metz,metz,away,Metz,Nice,4,2,2.278,1.359,17,9,8,5,3,4,3.75,3.4,2.05,0.4652,0.2543,football-data,understat
2016-10-23,ligue-1,2016-2017,Paris SG,paris sg,Marseille,marseille,home,Paris SG,Marseille,0,0,1.515,,17,0,3,0,9,0,1.29,5.5,11,0.7397,0.0868,football-data,understat
2016-10-23,ligue-1,2016-2017,Marseille,marseille,Paris SG,paris sg,away,Paris SG,Marseille,0,0,,1.515,0,17,0,3,0,9,1.29,5.5,11,0.0868,0.7397,football-data,understat
2016-10-23,serie-a,2016-2017,Atalanta,atalanta,Inter,internazionale,home,Atalanta,Inter,2,1,2.391,0.236,11,7,8,4,4,0,3.3,3.4,2.2,0.2881,0.4322,football-data,understat
2016-10-23,serie-a,2016-2017,Inter,internazionale,Atalanta,atalanta,away,Atalanta,Inter,1,2,0.236,2.391,7,11,4,8,0,4,3.3,3.4,2.2,0.4322,0.2881,football-data,understat
2016-10-23,serie-a,2016-2017,Bologna,bologna,Sassuolo,sassuolo,home,Bologna,Sassuolo,1,1,1.399,0.639,14,8,4,3,7,11,2.5,3.2,3,0.3825,0.3187,football-data,understat
2016-10-23,serie-a,2016-2017,Sassuolo,sassuolo,Bologna,bologna,away,Bologna,Sassuolo,1,1,0.639,1.399,8,14,3,4,11,7,2.5,3.2,3,0.3187,0.3825,football-data,understat
2016-10-23,serie-a,2016-2017,Cagliari,cagliari,Fiorentina,fiorentina,home,Cagliari,Fiorentina,3,5,1.3,2.22,10,16,5,8,4,7,3,3.3,2.4,0.3165,0.3957,football-data,understat
2016-10-23,serie-a,2016-2017,Fiorentina,fiorentina,Cagliari,cagliari,away,Cagliari,Fiorentina,5,3,2.22,1.3,16,10,8,5,7,4,3,3.3,2.4,0.3957,0.3165,football-data,understat
2016-10-23,serie-a,2016-2017,Crotone,crotone,Napoli,napoli,home,Crotone,Napoli,1,2,1.785,2.32,12,13,4,8,7,7,15,6,1.22,0.0633,0.7784,football-data,understat
2016-10-23,serie-a,2016-2017,Napoli,napoli,Crotone,crotone,away,Crotone,Napoli,2,1,2.32,1.785,13,12,8,4,7,7,15,6,1.22,0.7784,0.0633,football-data,understat
2016-10-23,serie-a,2016-2017,Empoli,empoli,Chievo,chievo,home,Empoli,Chievo,0,0,0.446,1.014,8,13,3,2,6,3,2.55,3,3.1,0.3742,0.3078,football-data,understat
2016-10-23,serie-a,2016-2017,Chievo,chievo,Empoli,empoli,away,Empoli,Chievo,0,0,1.014,0.446,13,8,2,3,3,6,2.55,3,3.1,0.3078,0.3742,football-data,understat
2016-10-23,serie-a,2016-2017,Roma,roma,Palermo,palermo,home,Roma,Palermo,4,1,2.485,0.435,18,7,7,3,4,4,1.18,7,17,0.8078,0.0561,football-data,understat
2016-10-23,serie-a,2016-2017,Palermo,palermo,Roma,roma,away,Roma,Palermo,1,4,0.435,2.485,7,18,3,7,4,4,1.18,7,17,0.0561,0.8078,football-data,understat
2016-10-23,serie-a,2016-2017,Torino,torino,Lazio,lazio,home,Torino,Lazio,2,2,1.662,1.318,16,14,4,6,4,6,2.2,3.3,3.4,0.4322,0.2797,football-data,understat
2016-10-23,serie-a,2016-2017,Lazio,lazio,Torino,torino,away,Torino,Lazio,2,2,1.318,1.662,14,16,6,4,6,4,2.2,3.3,3.4,0.2797,0.4322,football-data,understat
2016-10-23,serie-a,2016-2017,Udinese,udinese,Pescara,pescara,home,Udinese,Pescara,3,1,2.333,0.695,9,16,4,3,6,3,1.85,3.5,4.5,0.5155,0.2119,football-data,understat
2016-10-23,serie-a,2016-2017,Pescara,pescara,Udinese,udinese,away,Udinese,Pescara,1,3,0.695,2.333,16,9,3,4,3,6,1.85,3.5,4.5,0.2119,0.5155,football-data,understat
2016-10-25,serie-a,2016-2017,Genoa,genoa,Milan,milan,home,Genoa,Milan,3,0,0.918,0.437,8,13,3,3,5,4,2.75,3.25,2.6,0.3444,0.3642,football-data,understat
2016-10-25,serie-a,2016-2017,Milan,milan,Genoa,genoa,away,Genoa,Milan,0,3,0.437,0.918,13,8,3,3,4,5,2.75,3.25,2.6,0.3642,0.3444,football-data,understat
2016-10-26,serie-a,2016-2017,Chievo,chievo,Bologna,bologna,home,Chievo,Bologna,1,1,1.01,0.201,10,8,3,4,6,4,2.1,3.1,4,0.454,0.2384,football-data,understat
2016-10-26,serie-a,2016-2017,Bologna,bologna,Chievo,chievo,away,Chievo,Bologna,1,1,0.201,1.01,8,10,4,3,4,6,2.1,3.1,4,0.2384,0.454,football-data,understat
2016-10-26,serie-a,2016-2017,Fiorentina,fiorentina,Crotone,crotone,home,Fiorentina,Crotone,1,1,1.414,0.726,26,4,11,2,14,1,1.22,6,15,0.7784,0.0633,football-data,understat
2016-10-26,serie-a,2016-2017,Crotone,crotone,Fiorentina,fiorentina,away,Fiorentina,Crotone,1,1,0.726,1.414,4,26,2,11,1,14,1.22,6,15,0.0633,0.7784,football-data,understat
2016-10-26,serie-a,2016-2017,Inter,internazionale,Torino,torino,home,Inter,Torino,2,1,2.398,0.548,22,7,6,2,2,10,2,3.5,3.75,0.4751,0.2534,football-data,understat
2016-10-26,serie-a,2016-2017,Torino,torino,Inter,internazionale,away,Inter,Torino,1,2,0.548,2.398,7,22,2,6,10,2,2,3.5,3.75,0.2534,0.4751,football-data,understat
2016-10-26,serie-a,2016-2017,Juventus,juventus,Sampdoria,sampdoria,home,Juventus,Sampdoria,4,1,2.133,0.348,13,8,7,3,5,2,1.17,7.5,17,0.8164,0.0562,football-data,understat
2016-10-26,serie-a,2016-2017,Sampdoria,sampdoria,Juventus,juventus,away,Juventus,Sampdoria,1,4,0.348,2.133,8,13,3,7,2,5,1.17,7.5,17,0.0562,0.8164,football-data,understat
2016-10-26,serie-a,2016-2017,Lazio,lazio,Cagliari,cagliari,home,Lazio,Cagliari,4,1,3.413,1.28,19,14,12,5,4,10,1.44,4.5,7.5,0.6614,0.127,football-data,understat
2016-10-26,serie-a,2016-2017,Cagliari,cagliari,Lazio,lazio,away,Lazio,Cagliari,1,4,1.28,3.413,14,19,5,12,10,4,1.44,4.5,7.5,0.127,0.6614,football-data,understat
2016-10-26,serie-a,2016-2017,Napoli,napoli,Empoli,empoli,home,Napoli,Empoli,2,0,3.9,0.295,35,7,10,2,11,8,1.29,5.5,11,0.7397,0.0868,football-data,understat
2016-10-26,serie-a,2016-2017,Empoli,empoli,Napoli,napoli,away,Napoli,Empoli,0,2,0.295,3.9,7,35,2,10,8,11,1.29,5.5,11,0.0868,0.7397,football-data,understat
2016-10-26,serie-a,2016-2017,Pescara,pescara,Atalanta,atalanta,home,Pescara,Atalanta,0,1,0.229,0.665,5,13,0,3,2,8,2.9,3.25,2.5,0.3276,0.38,football-data,understat
2016-10-26,serie-a,2016-2017,Atalanta,atalanta,Pescara,pescara,away,Pescara,Atalanta,1,0,0.665,0.229,13,5,3,0,8,2,2.9,3.25,2.5,0.38,0.3276,football-data,understat
2016-10-26,serie-a,2016-2017,Sassuolo,sassuolo,Roma,roma,home,Sassuolo,Roma,1,3,1.007,2.218,16,16,3,5,5,11,4.2,3.5,1.91,0.2273,0.4999,football-data,understat
2016-10-26,serie-a,2016-2017,Roma,roma,Sassuolo,sassuolo,away,Sassuolo,Roma,3,1,2.218,1.007,16,16,5,3,11,5,4.2,3.5,1.91,0.4999,0.2273,football-data,understat
2016-10-27,serie-a,2016-2017,Palermo,palermo,Udinese,udinese,home,Palermo,Udinese,1,3,0.59,0.991,11,11,2,7,3,4,2.9,3.25,2.5,0.3276,0.38,football-data,understat
2016-10-27,serie-a,2016-2017,Udinese,udinese,Palermo,palermo,away,Palermo,Udinese,3,1,0.991,0.59,11,11,7,2,4,3,2.9,3.25,2.5,0.38,0.3276,football-data,understat
2016-10-28,bundesliga,2016-2017,M'gladbach,borussia monchengladbach,Ein Frankfurt,ein frankfurt,home,M'gladbach,Ein Frankfurt,0,0,0.606,0.389,7,6,2,1,3,6,1.85,3.5,4.5,0.5155,0.2119,football-data,understat
2016-10-28,bundesliga,2016-2017,Ein Frankfurt,ein frankfurt,M'gladbach,borussia monchengladbach,away,M'gladbach,Ein Frankfurt,0,0,0.389,0.606,6,7,1,2,6,3,1.85,3.5,4.5,0.2119,0.5155,football-data,understat
2016-10-28,la-liga,2016-2017,Leganes,leganes,Sociedad,sociedad,home,Leganes,Sociedad,0,2,0.193,1.48,7,9,4,5,1,4,2.63,3.1,2.88,0.3621,0.3307,football-data,understat
2016-10-28,la-liga,2016-2017,Sociedad,sociedad,Leganes,leganes,away,Leganes,Sociedad,2,0,1.48,0.193,9,7,5,4,4,1,2.63,3.1,2.88,0.3307,0.3621,football-data,understat
2016-10-28,ligue-1,2016-2017,Lille,lille,Paris SG,paris sg,home,Lille,Paris SG,0,1,1.187,2.238,10,17,1,7,2,4,6.5,4,1.55,0.1467,0.615,football-data,understat
2016-10-28,ligue-1,2016-2017,Paris SG,paris sg,Lille,lille,away,Lille,Paris SG,1,0,2.238,1.187,17,10,7,1,4,2,6.5,4,1.55,0.615,0.1467,football-data,understat
2016-10-29,bundesliga,2016-2017,Augsburg,augsburg,Bayern Munich,bayern munich,home,Augsburg,Bayern Munich,1,3,0.725,3.473,7,16,3,8,4,10,15,6.5,1.2,0.0633,0.7908,football-data,understat
2016-10-29,bundesliga,2016-2017,Bayern Munich,bayern munich,Augsburg,augsburg,away,Augsburg,Bayern Munich,3,1,3.473,0.725,16,7,8,3,10,4,15,6.5,1.2,0.7908,0.0633,football-data,understat
