date,league,season,team,team_key,opponent,opponent_key,venue,home_team,away_team,goals_for,goals_against,xg_for,xg_against,shots_for,shots_against,sot_for,sot_against,corners_for,corners_against,b365h,b365d,b365a,market_team_win_prob,market_opp_win_prob,match_source,xg_source
2014-08-08,ligue-1,2014-2015,Reims,reims,Paris SG,paris sg,home,Reims,Paris SG,2,2,1.368,2.655,9,16,3,6,1,5,9.5,4.5,1.36,0.099,0.6919,football-data,understat
2014-08-08,ligue-1,2014-2015,Paris SG,paris sg,Reims,reims,away,Reims,Paris SG,2,2,2.655,1.368,16,9,6,3,5,1,9.5,4.5,1.36,0.6919,0.099,football-data,understat
2014-08-09,ligue-1,2014-2015,Bastia,bastia,Marseille,marseille,home,Bastia,Marseille,3,3,,,13,9,4,4,1,4,3.9,3.1,2.05,0.2404,0.4573,football-data,
2014-08-09,ligue-1,2014-2015,Marseille,marseille,Bastia,bastia,away,Bastia,Marseille,3,3,,,9,13,4,4,4,1,3.9,3.1,2.05,0.4573,0.2404,football-data,
2014-08-09,ligue-1,2014-2015,Evian Thonon Gaillard,evian thonon gaillard,Caen,caen,home,Evian Thonon Gaillard,Caen,0,3,0.814,1.239,10,12,2,7,5,6,2.38,3.2,3,0.3942,0.3127,football-data,understat
2014-08-09,ligue-1,2014-2015,Caen,caen,Evian Thonon Gaillard,evian thonon gaillard,away,Evian Thonon Gaillard,Caen,3,0,1.239,0.814,12,10,7,2,6,5,2.38,3.2,3,0.3127,0.3942,football-data,understat
2014-08-09,ligue-1,2014-2015,Guingamp,guingamp,St Etienne,st etienne,home,Guingamp,St Etienne,0,2,0.633,1.495,6,7,3,2,4,5,3.3,3.1,2.3,0.2858,0.41,football-data,understat
2014-08-09,ligue-1,2014-2015,St Etienne,st etienne,Guingamp,guingamp,away,Guingamp,St Etienne,2,0,1.495,0.633,7,6,2,3,5,4,3.3,3.1,2.3,0.41,0.2858,football-data,understat
2014-08-09,ligue-1,2014-2015,Lille,lille,Metz,metz,home,Lille,Metz,0,0,1.545,0.057,14,2,3,1,8,3,1.5,4.1,6.5,0.6263,0.1445,football-data,understat
2014-08-09,ligue-1,2014-2015,Metz,metz,Lille,lille,away,Lille,Metz,0,0,0.057,1.545,2,14,1,3,3,8,1.5,4.1,6.5,0.1445,0.6263,football-data,understat
2014-08-09,ligue-1,2014-2015,Montpellier,montpellier,Bordeaux,bordeaux,home,Montpellier,Bordeaux,0,1,1.018,0.75,15,7,3,3,5,1,2.3,3.1,3.2,0.4064,0.2921,football-data,understat
2014-08-09,ligue-1,2014-2015,Bordeaux,bordeaux,Montpellier,montpellier,away,Montpellier,Bordeaux,1,0,0.75,1.018,7,15,3,3,1,5,2.3,3.1,3.2,0.2921,0.4064,football-data,understat
2014-08-09,ligue-1,2014-2015,Nantes,nantes,Lens,lens,home,Nantes,Lens,1,0,1.025,0.167,14,5,4,2,3,2,2,3.25,3.9,0.4699,0.241,football-data,understat
2014-08-09,ligue-1,2014-2015,Lens,lens,Nantes,nantes,away,Nantes,Lens,0,1,0.167,1.025,5,14,2,4,2,3,2,3.25,3.9,0.241,0.4699,football-data,understat
2014-08-09,ligue-1,2014-2015,Nice,nice,Toulouse,toulouse,home,Nice,Toulouse,3,2,2.215,1.564,22,11,8,3,12,7,2.63,3.1,2.75,0.3565,0.341,football-data,understat
2014-08-09,ligue-1,2014-2015,Toulouse,toulouse,Nice,nice,away,Nice,Toulouse,2,3,1.564,2.215,11,22,3,8,7,12,2.63,3.1,2.75,0.341,0.3565,football-data,understat
2014-08-10,ligue-1,2014-2015,Lyon,lyon,Rennes,rennes,home,Lyon,Rennes,2,0,2.064,0.376,19,7,6,1,5,1,1.8,3.4,4.75,0.524,0.1986,football-data,understat
2014-08-10,ligue-1,2014-2015,Rennes,rennes,Lyon,lyon,away,Lyon,Rennes,0,2,0.376,2.064,7,19,1,6,1,5,1.8,3.4,4.75,0.1986,0.524,football-data,understat
2014-08-10,ligue-1,2014-2015,Monaco,monaco,Lorient,lorient,home,Monaco,Lorient,1,2,2.093,1.625,12,9,7,3,10,4,1.4,4.33,8.5,0.672,0.1107,football-data,understat
2014-08-10,ligue-1,2014-2015,Lorient,lorient,Monaco,monaco,away,Monaco,Lorient,2,1,1.625,2.093,9,12,3,7,4,10,1.4,4.33,8.5,0.1107,0.672,football-data,understat
2014-08-15,ligue-1,2014-2015,Caen,caen,Lille,lille,home,Caen,Lille,0,1,0.274,0.946,11,8,3,1,3,9,3.6,3.1,2.15,0.2607,0.4365,football-data,understat
2014-08-15,ligue-1,2014-2015,Lille,lille,Caen,caen,away,Caen,Lille,1,0,0.946,0.274,8,11,1,3,9,3,3.6,3.1,2.15,0.4365,0.2607,football-data,understat
2014-08-16,epl,2014-2015,Arsenal,arsenal,Crystal Palace,crystal palace,home,Arsenal,Crystal Palace,2,1,1.554,0.158,14,4,6,2,9,3,1.25,6.5,15,0.7839,0.0653,football-data,understat
2014-08-16,epl,2014-2015,Crystal Palace,crystal palace,Arsenal,arsenal,away,Arsenal,Crystal Palace,1,2,0.158,1.554,4,14,2,6,3,9,1.25,6.5,15,0.0653,0.7839,football-data,understat
2014-08-16,epl,2014-2015,Leicester,leicester,Everton,everton,home,Leicester,Everton,2,2,1.278,0.613,11,13,3,3,3,6,3.2,3.4,2.4,0.3054,0.4072,football-data,understat
2014-08-16,epl,2014-2015,Everton,everton,Leicester,leicester,away,Leicester,Everton,2,2,0.613,1.278,13,11,3,3,6,3,3.2,3.4,2.4,0.4072,0.3054,football-data,understat
2014-08-16,epl,2014-2015,Man United,man united,Swansea,swansea,home,Man United,Swansea,1,2,1.166,0.278,14,5,5,4,4,0,1.36,5,11,0.7165,0.0886,football-data,understat
2014-08-16,epl,2014-2015,Swansea,swansea,Man United,man united,away,Man United,Swansea,2,1,0.278,1.166,5,14,4,5,0,4,1.36,5,11,0.0886,0.7165,football-data,understat
2014-08-16,epl,2014-2015,QPR,qpr,Hull,hull,home,QPR,Hull,0,1,,,19,11,6,4,8,9,2.5,3.3,3.1,0.39,0.3145,football-data,
2014-08-16,epl,2014-2015,Hull,hull,QPR,qpr,away,QPR,Hull,1,0,,,11,19,4,6,9,8,2.5,3.3,3.1,0.3145,0.39,football-data,
2014-08-16,epl,2014-2015,Stoke,stoke,Aston Villa,aston villa,home,Stoke,Aston Villa,0,1,0.423,0.91,12,7,2,2,2,8,1.95,3.5,4.5,0.5024,0.2177,football-data,understat
2014-08-16,epl,2014-2015,Aston Villa,aston villa,Stoke,stoke,away,Stoke,Aston Villa,1,0,0.91,0.423,7,12,2,2,8,2,1.95,3.5,4.5,0.2177,0.5024,football-data,understat
2014-08-16,epl,2014-2015,West Brom,west brom,Sunderland,sunderland,home,West Brom,Sunderland,2,2,1.683,0.992,10,7,5,2,6,3,2.25,3.4,3.5,0.4339,0.2789,football-data,understat
2014-08-16,epl,2014-2015,Sunderland,sunderland,West Brom,west brom,away,West Brom,Sunderland,2,2,0.992,1.683,7,10,2,5,3,6,2.25,3.4,3.5,0.2789,0.4339,football-data,understat
2014-08-16,epl,2014-2015,West Ham,west ham,Tottenham,tottenham,home,West Ham,Tottenham,0,1,1.853,1.017,18,10,4,4,8,5,3.8,3.6,2.05,0.2558,0.4742,football-data,understat
2014-08-16,epl,2014-2015,Tottenham,tottenham,West Ham,west ham,away,West Ham,Tottenham,1,0,1.017,1.853,10,18,4,4,5,8,3.8,3.6,2.05,0.4742,0.2558,football-data,understat
2014-08-16,ligue-1,2014-2015,Lens,lens,Guingamp,guingamp,home,Lens,Guingamp,0,1,0.909,1.004,14,10,4,4,7,2,2.88,3,2.63,0.3273,0.3584,football-data,understat
2014-08-16,ligue-1,2014-2015,Guingamp,guingamp,Lens,lens,away,Lens,Guingamp,1,0,1.004,0.909,10,14,4,4,2,7,2.88,3,2.63,0.3584,0.3273,football-data,understat
2014-08-16,ligue-1,2014-2015,Lorient,lorient,Nice,nice,home,Lorient,Nice,0,0,1.034,0.327,13,9,6,2,8,2,1.75,3.4,5,0.5363,0.1877,football-data,understat
2014-08-16,ligue-1,2014-2015,Nice,nice,Lorient,lorient,away,Lorient,Nice,0,0,0.327,1.034,9,13,2,6,2,8,1.75,3.4,5,0.1877,0.5363,football-data,understat
2014-08-16,ligue-1,2014-2015,Metz,metz,Nantes,nantes,home,Metz,Nantes,1,1,1.218,0.623,12,6,5,2,4,7,2.38,3,3.2,0.3942,0.2932,football-data,understat
2014-08-16,ligue-1,2014-2015,Nantes,nantes,Metz,metz,away,Metz,Nantes,1,1,0.623,1.218,6,12,2,5,7,4,2.38,3,3.2,0.2932,0.3942,football-data,understat
2014-08-16,ligue-1,2014-2015,Paris SG,paris sg,Bastia,bastia,home,Paris SG,Bastia,2,0,,,15,5,5,1,4,4,1.13,8,19,0.8328,0.0495,football-data,
2014-08-16,ligue-1,2014-2015,Bastia,bastia,Paris SG,paris sg,away,Paris SG,Bastia,0,2,,,5,15,1,5,4,4,1.13,8,19,0.0495,0.8328,football-data,
2014-08-16,ligue-1,2014-2015,Rennes,rennes,Evian Thonon Gaillard,evian thonon gaillard,home,Rennes,Evian Thonon Gaillard,6,2,1.82,1.062,9,9,7,3,6,1,1.73,3.5,5,0.5434,0.188,football-data,understat
2014-08-16,ligue-1,2014-2015,Evian Thonon Gaillard,evian thonon gaillard,Rennes,rennes,away,Rennes,Evian Thonon Gaillard,2,6,1.062,1.82,9,9,3,7,1,6,1.73,3.5,5,0.188,0.5434,football-data,understat
2014-08-16,ligue-1,2014-2015,Toulouse,toulouse,Lyon,lyon,home,Toulouse,Lyon,2,1,1.44,1.29,10,18,6,3,6,4,2.5,3.25,2.8,0.3756,0.3354,football-data,understat
2014-08-16,ligue-1,2014-2015,Lyon,lyon,Toulouse,toulouse,away,Toulouse,Lyon,1,2,1.29,1.44,18,10,3,6,4,6,2.5,3.25,2.8,0.3354,0.3756,football-data,understat
2014-08-17,epl,2014-2015,Liverpool,liverpool,Southampton,southampton,home,Liverpool,Southampton,2,1,1.332,1.552,12,12,5,6,2,6,1.33,5.75,10,0.733,0.0975,football-data,understat
2014-08-17,epl,2014-2015,Southampton,southampton,Liverpool,liverpool,away,Liverpool,Southampton,1,2,1.552,1.332,12,12,6,5,6,2,1.33,5.75,10,0.0975,0.733,football-data,understat
2014-08-17,epl,2014-2015,Newcastle,newcastle,Man City,man city,home,Newcastle,Man City,0,2,0.966,1.481,12,13,0,5,3,3,5.25,4.33,1.67,0.1867,0.5869,football-data,understat
2014-08-17,epl,2014-2015,Man City,man city,Newcastle,newcastle,away,Newcastle,Man City,2,0,1.481,0.966,13,12,5,0,3,3,5.25,4.33,1.67,0.5869,0.1867,football-data,understat
2014-08-17,ligue-1,2014-2015,Bordeaux,bordeaux,Monaco,monaco,home,Bordeaux,Monaco,4,1,3.765,0.575,9,9,5,3,3,4,2.8,3.2,2.55,0.3364,0.3693,football-data,understat
2014-08-17,ligue-1,2014-2015,Monaco,monaco,Bordeaux,bordeaux,away,Bordeaux,Monaco,1,4,0.575,3.765,9,9,3,5,4,3,2.8,3.2,2.55,0.3693,0.3364,football-data,understat
2014-08-17,ligue-1,2014-2015,Marseille,marseille,Montpellier,montpellier,home,Marseille,Montpellier,0,2,1.102,1.56,22,10,5,3,6,1,1.55,3.75,6.5,0.6054,0.1444,football-data,understat
2014-08-17,ligue-1,2014-2015,Montpellier,montpellier,Marseille,marseille,away,Marseille,Montpellier,2,0,1.56,1.102,10,22,3,5,1,6,1.55,3.75,6.5,0.1444,0.6054,football-data,understat
2014-08-17,ligue-1,2014-2015,St Etienne,st etienne,Reims,reims,home,St Etienne,Reims,3,1,2.429,0.285,19,7,9,2,6,3,1.5,3.75,7.5,0.625,0.125,football-data,understat
2014-08-17,ligue-1,2014-2015,Reims,reims,St Etienne,st etienne,away,St Etienne,Reims,1,3,0.285,2.429,7,19,2,9,3,6,1.5,3.75,7.5,0.125,0.625,football-data,understat
2014-08-18,epl,2014-2015,Burnley,burnley,Chelsea,chelsea,home,Burnley,Chelsea,1,3,0.371,2.13,9,11,2,3,4,3,9,5,1.4,0.1084,0.6966,football-data,understat
2014-08-18,epl,2014-2015,Chelsea,chelsea,Burnley,burnley,away,Burnley,Chelsea,3,1,2.13,0.371,11,9,3,2,3,4,9,5,1.4,0.6966,0.1084,football-data,understat
2014-08-22,bundesliga,2014-2015,Bayern Munich,bayern munich,Wolfsburg,wolfsburg,home,Bayern Munich,Wolfsburg,2,1,2.57,1.198,17,9,10,4,9,3,1.25,6,10,0.75,0.0938,football-data,understat
2014-08-22,bundesliga,2014-2015,Wolfsburg,wolfsburg,Bayern Munich,bayern munich,away,Bayern Munich,Wolfsburg,1,2,1.198,2.57,9,17,4,10,3,9,1.25,6,10,0.0938,0.75,football-data,understat
2014-08-22,ligue-1,2014-2015,Evian Thonon Gaillard,evian thonon gaillard,Paris SG,paris sg,home,Evian Thonon Gaillard,Paris SG,0,0,0.633,0.389,9,7,2,3,5,0,9,4.6,1.36,0.1044,0.6912,football-data,understat
2014-08-22,ligue-1,2014-2015,Paris SG,paris sg,Evian Thonon Gaillard,evian thonon gaillard,away,Evian Thonon Gaillard,Paris SG,0,0,0.389,0.633,7,9,3,2,0,5,9,4.6,1.36,0.6912,0.1044,football-data,understat
2014-08-23,bundesliga,2014-2015,Dortmund,dortmund,Leverkusen,leverkusen,home,Dortmund,Leverkusen,0,2,0.482,1.149,11,11,4,2,8,4,1.57,4.33,5,0.5964,0.1873,football-data,understat
2014-08-23,bundesliga,2014-2015,Leverkusen,leverkusen,Dortmund,dortmund,away,Dortmund,Leverkusen,2,0,1.149,0.482,11,11,2,4,4,8,1.57,4.33,5,0.1873,0.5964,football-data,understat
2014-08-23,bundesliga,2014-2015,Ein Frankfurt,ein frankfurt,Freiburg,freiburg,home,Ein Frankfurt,Freiburg,1,0,1.753,1.381,10,13,3,7,6,5,2.05,3.4,3.6,0.4603,0.2621,football-data,understat
2014-08-23,bundesliga,2014-2015,Freiburg,freiburg,Ein Frankfurt,ein frankfurt,away,Ein Frankfurt,Freiburg,0,1,1.381,1.753,13,10,7,3,5,6,2.05,3.4,3.6,0.2621,0.4603,football-data,understat
2014-08-23,bundesliga,2014-2015,FC Koln,1 koln,Hamburg,hamburg,home,FC Koln,Hamburg,0,0,,,10,19,3,4,3,6,2,3.5,3.6,0.4701,0.2612,football-data,
2014-08-23,bundesliga,2014-2015,Hamburg,hamburg,FC Koln,1 koln,away,FC Koln,Hamburg,0,0,,,19,10,4,3,6,3,2,3.5,3.6,0.2612,0.4701,football-data,
2014-08-23,bundesliga,2014-2015,Hannover,hannover,Schalke 04,schalke 04,home,Hannover,Schalke 04,2,1,,,8,12,3,5,2,4,2.9,3.5,2.3,0.3237,0.4081,football-data,
2014-08-23,bundesliga,2014-2015,Schalke 04,schalke 04,Hannover,hannover,away,Hannover,Schalke 04,1,2,,,12,8,5,3,4,2,2.9,3.5,2.3,0.4081,0.3237,football-data,
2014-08-23,bundesliga,2014-2015,Hertha,hertha,Werder Bremen,werder bremen,home,Hertha,Werder Bremen,2,2,1.756,1.195,19,9,5,5,9,5,1.95,3.5,3.75,0.4814,0.2503,football-data,understat
2014-08-23,bundesliga,2014-2015,Werder Bremen,werder bremen,Hertha,hertha,away,Hertha,Werder Bremen,2,2,1.195,1.756,9,19,5,5,5,9,1.95,3.5,3.75,0.2503,0.4814,football-data,understat
2014-08-23,bundesliga,2014-2015,Hoffenheim,hoffenheim,Augsburg,augsburg,home,Hoffenheim,Augsburg,2,0,1.529,0.281,10,12,3,2,7,3,1.91,3.6,3.8,0.4918,0.2472,football-data,understat
2014-08-23,bundesliga,2014-2015,Augsburg,augsburg,Hoffenheim,hoffenheim,away,Hoffenheim,Augsburg,0,2,0.281,1.529,12,10,2,3,3,7,1.91,3.6,3.8,0.2472,0.4918,football-data,understat
2014-08-23,epl,2014-2015,Aston Villa,aston villa,Newcastle,newcastle,home,Aston Villa,Newcastle,0,0,0.508,0.699,9,11,0,4,7,7,2.5,3.4,3,0.3893,0.3244,football-data,understat
2014-08-23,epl,2014-2015,Newcastle,newcastle,Aston Villa,aston villa,away,Aston Villa,Newcastle,0,0,0.699,0.508,11,9,4,0,7,7,2.5,3.4,3,0.3244,0.3893,football-data,understat
2014-08-23,epl,2014-2015,Chelsea,chelsea,Leicester,leicester,home,Chelsea,Leicester,2,0,2.029,0.551,27,6,10,4,8,7,1.2,7.5,17,0.8126,0.0574,football-data,understat
2014-08-23,epl,2014-2015,Leicester,leicester,Chelsea,chelsea,away,Chelsea,Leicester,0,2,0.551,2.029,6,27,4,10,7,8,1.2,7.5,17,0.0574,0.8126,football-data,understat
2014-08-23,epl,2014-2015,Crystal Palace,crystal palace,West Ham,west ham,home,Crystal Palace,West Ham,1,3,0.617,1.34,9,17,4,8,6,9,2.5,3.3,3.1,0.39,0.3145,football-data,understat
2014-08-23,epl,2014-2015,West Ham,west ham,Crystal Palace,crystal palace,away,Crystal Palace,West Ham,3,1,1.34,0.617,17,9,8,4,9,6,2.5,3.3,3.1,0.3145,0.39,football-data,understat
2014-08-23,epl,2014-2015,Everton,everton,Arsenal,arsenal,home,Everton,Arsenal,2,2,1.334,1.434,8,13,2,3,3,3,2.8,3.4,2.7,0.3496,0.3625,football-data,understat
2014-08-23,epl,2014-2015,Arsenal,arsenal,Everton,everton,away,Everton,Arsenal,2,2,1.434,1.334,13,8,3,2,3,3,2.8,3.4,2.7,0.3625,0.3496,football-data,understat
2014-08-23,epl,2014-2015,Southampton,southampton,West Brom,west brom,home,Southampton,West Brom,0,0,0.666,0.666,8,8,2,2,1,5,1.85,3.7,4.75,0.5292,0.2061,football-data,understat
2014-08-23,epl,2014-2015,West Brom,west brom,Southampton,southampton,away,Southampton,West Brom,0,0,0.666,0.666,8,8,2,2,5,1,1.85,3.7,4.75,0.2061,0.5292,football-data,understat
2014-08-23,epl,2014-2015,Swansea,swansea,Burnley,burnley,home,Swansea,Burnley,1,0,0.914,0.843,10,12,5,1,2,3,1.65,4,6,0.5926,0.163,football-data,understat
2014-08-23,epl,2014-2015,Burnley,burnley,Swansea,swansea,away,Swansea,Burnley,0,1,0.843,0.914,12,10,1,5,3,2,1.65,4,6,0.163,0.5926,football-data,understat
2014-08-23,la-liga,2014-2015,Almeria,almeria,Espanol,espanol,home,Almeria,Espanol,1,1,,,19,12,6,2,11,7,2.55,3.3,2.7,0.368,0.3476,football-data,
2014-08-23,la-liga,2014-2015,Espanol,espanol,Almeria,almeria,away,Almeria,Espanol,1,1,,,12,19,2,6,7,11,2.55,3.3,2.7,0.3476,0.368,football-data,
2014-08-23,la-liga,2014-2015,Granada,granada,La Coruna,la coruna,home,Granada,La Coruna,2,1,,,10,7,3,1,5,3,1.95,3.2,4.2,0.4822,0.2239,football-data,
2014-08-23,la-liga,2014-2015,La Coruna,la coruna,Granada,granada,away,Granada,La Coruna,1,2,,,7,10,1,3,3,5,1.95,3.2,4.2,0.2239,0.4822,football-data,
2014-08-23,la-liga,2014-2015,Malaga,malaga,Ath Bilbao,ath bilbao,home,Malaga,Ath Bilbao,1,0,1.321,1.142,12,12,3,5,5,4,2.8,3.3,2.45,0.3343,0.3821,football-data,understat
2014-08-23,la-liga,2014-2015,Ath Bilbao,ath bilbao,Malaga,malaga,away,Malaga,Ath Bilbao,0,1,1.142,1.321,12,12,5,3,4,5,2.8,3.3,2.45,0.3821,0.3343,football-data,understat
2014-08-23,la-liga,2014-2015,Sevilla,sevilla,Valencia,valencia,home,Sevilla,Valencia,1,1,1.172,1.749,10,11,3,1,3,3,2.05,3.5,3.5,0.4605,0.2697,football-data,understat
2014-08-23,la-liga,2014-2015,Valencia,valencia,Sevilla,sevilla,away,Sevilla,Valencia,1,1,1.749,1.172,11,10,1,3,3,3,2.05,3.5,3.5,0.2697,0.4605,football-data,understat
2014-08-23,ligue-1,2014-2015,Bastia,bastia,Toulouse,toulouse,home,Bastia,Toulouse,1,0,,,8,14,3,3,3,0,2.9,3.1,2.5,0.3231,0.3747,football-data,
2014-08-23,ligue-1,2014-2015,Toulouse,toulouse,Bastia,bastia,away,Bastia,Toulouse,0,1,,,14,8,3,3,0,3,2.9,3.1,2.5,0.3747,0.3231,football-data,
2014-08-23,ligue-1,2014-2015,Guingamp,guingamp,Marseille,marseille,home,Guingamp,Marseille,0,1,0.452,0.708,4,16,2,3,4,6,2.9,3.1,2.5,0.3231,0.3747,football-data,understat
2014-08-23,ligue-1,2014-2015,Marseille,marseille,Guingamp,guingamp,away,Guingamp,Marseille,1,0,0.708,0.452,16,4,3,2,6,4,2.9,3.1,2.5,0.3747,0.3231,football-data,understat
2014-08-23,ligue-1,2014-2015,Lille,lille,Lorient,lorient,home,Lille,Lorient,2,0,0.782,0.336,13,7,6,1,2,3,1.75,3.4,5,0.5363,0.1877,football-data,understat
2014-08-23,ligue-1,2014-2015,Lorient,lorient,Lille,lille,away,Lille,Lorient,0,2,0.336,0.782,7,13,1,6,3,2,1.75,3.4,5,0.1877,0.5363,football-data,understat
2014-08-23,ligue-1,2014-2015,Montpellier,montpellier,Metz,metz,home,Montpellier,Metz,2,0,1.593,1.519,12,12,5,3,5,5,1.85,3.5,4.2,0.5079,0.2237,football-data,understat
2014-08-23,ligue-1,2014-2015,Metz,metz,Montpellier,montpellier,away,Montpellier,Metz,0,2,1.519,1.593,12,12,3,5,5,5,1.85,3.5,4.2,0.2237,0.5079,football-data,understat
2014-08-23,ligue-1,2014-2015,Nice,nice,Bordeaux,bordeaux,home,Nice,Bordeaux,1,3,0.83,1.391,11,12,2,7,7,1,3.2,3.2,2.3,0.2949,0.4103,football-data,understat
2014-08-23,ligue-1,2014-2015,Bordeaux,bordeaux,Nice,nice,away,Nice,Bordeaux,3,1,1.391,0.83,12,11,7,2,1,7,3.2,3.2,2.3,0.4103,0.2949,football-data,understat
2014-08-23,ligue-1,2014-2015,Reims,reims,Caen,caen,home,Reims,Caen,0,2,1.872,1.803,12,16,4,6,5,3,2.38,3.25,3,0.3959,0.3141,football-data,understat
2014-08-23,ligue-1,2014-2015,Caen,caen,Reims,reims,away,Reims,Caen,2,0,1.803,1.872,16,12,6,4,3,5,2.38,3.25,3,0.3141,0.3959,football-data,understat
2014-08-24,bundesliga,2014-2015,M'gladbach,borussia monchengladbach,Stuttgart,stuttgart,home,M'gladbach,Stuttgart,1,1,2.409,0.433,19,7,6,3,6,3,1.95,3.5,3.75,0.4814,0.2503,football-data,understat
2014-08-24,bundesliga,2014-2015,Stuttgart,stuttgart,M'gladbach,borussia monchengladbach,away,M'gladbach,Stuttgart,1,1,0.433,2.409,7,19,3,6,3,6,1.95,3.5,3.75,0.2503,0.4814,football-data,understat
2014-08-24,bundesliga,2014-2015,Paderborn,paderborn,Mainz,mainz,home,Paderborn,Mainz,2,2,0.353,1.841,10,14,3,4,4,3,3.1,3.4,2.25,0.304,0.4188,football-data,understat
2014-08-24,bundesliga,2014-2015,Mainz,mainz,Paderborn,paderborn,away,Paderborn,Mainz,2,2,1.841,0.353,14,10,4,3,3,4,3.1,3.4,2.25,0.4188,0.304,football-data,understat
2014-08-24,epl,2014-2015,Hull,hull,Stoke,stoke,home,Hull,Stoke,1,1,0.87,1.609,9,19,2,3,4,5,2.5,3.25,3.2,0.3921,0.3063,football-data,understat
2014-08-24,epl,2014-2015,Stoke,stoke,Hull,hull,away,Hull,Stoke,1,1,1.609,0.87,19,9,3,2,5,4,2.5,3.25,3.2,0.3063,0.3921,football-data,understat
2014-08-24,epl,2014-2015,Sunderland,sunderland,Man United,man united,home,Sunderland,Man United,1,1,0.666,0.942,11,10,3,3,4,4,5,4,1.75,0.1958,0.5594,football-data,understat
2014-08-24,epl,2014-2015,Man United,man united,Sunderland,sunderland,away,Sunderland,Man United,1,1,0.942,0.666,10,11,3,3,4,4,5,4,1.75,0.5594,0.1958,football-data,understat
2014-08-24,epl,2014-2015,Tottenham,tottenham,QPR,qpr,home,Tottenham,QPR,4,0,,,18,9,5,1,7,6,1.45,4.75,8,0.6727,0.1219,football-data,
2014-08-24,epl,2014-2015,QPR,qpr,Tottenham,tottenham,away,Tottenham,QPR,0,4,,,9,18,1,5,6,7,1.45,4.75,8,0.1219,0.6727,football-data,
2014-08-24,la-liga,2014-2015,Barcelona,barcelona,Elche,elche,home,Barcelona,Elche,3,0,1.541,0.108,12,3,6,0,3,1,1.1,9,21,0.8514,0.0446,football-data,understat
2014-08-24,la-liga,2014-2015,Elche,elche,Barcelona,barcelona,away,Barcelona,Elche,0,3,0.108,1.541,3,12,0,6,1,3,1.1,9,21,0.0446,0.8514,football-data,understat
2014-08-24,la-liga,2014-2015,Celta,celta,Getafe,getafe,home,Celta,Getafe,3,1,1.917,0.674,20,12,8,3,4,4,1.91,3.4,4,0.4904,0.2342,football-data,understat
2014-08-24,la-liga,2014-2015,Getafe,getafe,Celta,celta,away,Celta,Getafe,1,3,0.674,1.917,12,20,3,8,4,4,1.91,3.4,4,0.2342,0.4904,football-data,understat
2014-08-24,la-liga,2014-2015,Eibar,eibar,Sociedad,sociedad,home,Eibar,Sociedad,1,0,0.465,0.976,12,19,5,4,5,6,3.25,3.4,2.2,0.2913,0.4303,football-data,understat
2014-08-24,la-liga,2014-2015,Sociedad,sociedad,Eibar,eibar,away,Eibar,Sociedad,0,1,0.976,0.465,19,12,4,5,6,5,3.25,3.4,2.2,0.4303,0.2913,football-data,understat
2014-08-24,la-liga,2014-2015,Levante,levante,Villarreal,villarreal,home,Levante,Villarreal,0,2,0.345,3.014,9,12,2,6,3,4,3.4,3.4,2.1,0.2763,0.4474,football-data,understat
2014-08-24,la-liga,2014-2015,Villarreal,villarreal,Levante,levante,away,Levante,Villarreal,2,0,3.014,0.345,12,9,6,2,4,3,3.4,3.4,2.1,0.4474,0.2763,football-data,understat
2014-08-24,ligue-1,2014-2015,Lyon,lyon,Lens,lens,home,Lyon,Lens,0,1,0.907,1.832,16,7,4,2,5,1,1.44,4.33,7,0.6501,0.1337,football-data,understat
2014-08-24,ligue-1,2014-2015,Lens,lens,Lyon,lyon,away,Lyon,Lens,1,0,1.832,0.907,7,16,2,4,1,5,1.44,4.33,7,0.1337,0.6501,football-data,understat
2014-08-24,ligue-1,2014-2015,Nantes,nantes,Monaco,monaco,home,Nantes,Monaco,0,1,2.588,0.835,15,6,5,2,5,9,3.5,3.3,2.1,0.2683,0.4472,football-data,understat
2014-08-24,ligue-1,2014-2015,Monaco,monaco,Nantes,nantes,away,Nantes,Monaco,1,0,0.835,2.588,6,15,2,5,9,5,3.5,3.3,2.1,0.4472,0.2683,football-data,understat
2014-08-24,ligue-1,2014-2015,St Etienne,st etienne,Rennes,rennes,home,St Etienne,Rennes,0,0,1.165,0.365,11,5,2,0,8,3,1.73,3.3,5.5,0.5438,0.1711,football-data,understat
2014-08-24,ligue-1,2014-2015,Rennes,rennes,St Etienne,st etienne,away,St Etienne,Rennes,0,0,0.365,1.165,5,11,0,2,3,8,1.73,3.3,5.5,0.1711,0.5438,football-data,understat
2014-08-25,epl,2014-2015,Man City,man city,Liverpool,liverpool,home,Man City,Liverpool,3,1,1.314,0.902,9,11,4,3,6,7,1.85,4,4.33,0.5292,0.2261,football-data,understat
2014-08-25,epl,2014-2015,Liverpool,liverpool,Man City,man city,away,Man City,Liverpool,1,3,0.902,1.314,11,9,3,4,7,6,1.85,4,4.33,0.2261,0.5292,football-data,understat
2014-08-25,la-liga,2014-2015,Real Madrid,real madrid,Cordoba,cordoba,home,Real Madrid,Cordoba,2,0,0.613,0.378,14,8,8,2,8,5,1.06,11,29,0.8827,0.0323,football-data,understat
2014-08-25,la-liga,2014-2015,Cordoba,cordoba,Real Madrid,real madrid,away,Real Madrid,Cordoba,0,2,0.378,0.613,8,14,2,8,5,8,1.06,11,29,0.0323,0.8827,football-data,understat
