pick_id,published_at_utc,kickoff_utc,match_id,match_date,league,match,home_team,away_team,team,bookmaker,selection,line,side,model,model_fair_odds,model_implied_prob,book_odds,edge,current_model_would_have_priced,confidence_guard_applied,blocked_reason,result,pnl_units,raw_model_probability,market_fair_probability,model_market_gap,matchday,team_neff,opponent_neff,model_mean,distribution_parameter,signal_status
corners_v3|2026-08-23|serie-a|atalanta|sassuolo|9.5|over,2026-08-22T15:00:07Z,2026-08-23T18:45:00Z,2026-08-23|serie-a|atalanta|sassuolo,2026-08-23,serie-a,Atalanta vs Sassuolo,Atalanta,Sassuolo,,Pinnacle,over 9.5,9.5,over,corners_v3,2.079348,0.48092,1.9091,-0.081876,false,true,matchdays_1_to_3;edge_below_3pct,,,0.48092,0.50219,-0.02127,1,20,20,9.564286,0.01716653,blocked
corners_v3|2026-08-23|serie-a|atalanta|sassuolo|8.5|over,2026-08-22T15:00:07Z,2026-08-23T18:45:00Z,2026-08-23|serie-a|atalanta|sassuolo,2026-08-23,serie-a,Atalanta vs Sassuolo,Atalanta,Sassuolo,,Pinnacle,over 8.5,8.5,over,corners_v3,1.661849,0.601739,1.5181,-0.0865,false,true,matchdays_1_to_3;edge_below_3pct,,,0.601739,0.619343,-0.017603,1,20,20,9.564286,0.01716653,blocked
corners_v3|2026-08-23|serie-a|atalanta|sassuolo|10.5|over,2026-08-22T15:00:07Z,2026-08-23T18:45:00Z,2026-08-23|serie-a|atalanta|sassuolo,2026-08-23,serie-a,Atalanta vs Sassuolo,Atalanta,Sassuolo,,Pinnacle,over 10.5,10.5,over,corners_v3,2.729804,0.366327,2.41,-0.117153,false,true,matchdays_1_to_3;edge_below_3pct,,,0.366327,0.390414,-0.024087,1,20,20,9.564286,0.01716653,blocked
corners_v3|2026-08-23|serie-a|torino|milan|9.5|under,2026-08-22T15:00:07Z,2026-08-23T18:45:00Z,2026-08-23|serie-a|torino|milan,2026-08-23,serie-a,Torino vs AC Milan,Torino,AC Milan,,Pinnacle,under 9.5,9.5,under,corners_v3,1.821748,0.548923,1.5952,-0.124357,false,true,matchdays_1_to_3;edge_below_3pct,,,0.548923,0.59047,-0.041547,1,20,20,9.316999,0.01716653,blocked
corners_v3|2026-08-23|serie-a|torino|milan|8.5|under,2026-08-22T15:00:07Z,2026-08-23T18:45:00Z,2026-08-23|serie-a|torino|milan,2026-08-23,serie-a,Torino vs AC Milan,Torino,AC Milan,,Pinnacle,under 8.5,8.5,under,corners_v3,2.34247,0.4269,2.01,-0.141931,false,true,matchdays_1_to_3;edge_below_3pct,,,0.4269,0.475155,-0.048255,1,20,20,9.316999,0.01716653,blocked
corners_v3|2026-08-23|serie-a|torino|milan|7.5|under,2026-08-22T15:00:07Z,2026-08-23T18:45:00Z,2026-08-23|serie-a|torino|milan,2026-08-23,serie-a,Torino vs AC Milan,Torino,AC Milan,,Pinnacle,under 7.5,7.5,under,corners_v3,3.260676,0.306685,2.63,-0.193419,false,true,matchdays_1_to_3;edge_below_3pct,,,0.306685,0.357094,-0.050409,1,20,20,9.316999,0.01716653,blocked
team_shots_v4|2026-08-23|serie-a|torino|milan|milan|13.5|under,2026-08-22T09:17:45Z,2026-08-23T18:45:00Z,2026-08-23|serie-a|torino|milan,2026-08-23,serie-a,Torino FC vs AC Milan,Torino FC,AC Milan,AC Milan,Bet365,AC Milan under 13.5,13.5,under,team_shots_v4,1.826578,0.547472,1.909,0.045124,false,true,matchdays_1_to_3,,,0.696794,0.512402,0.184391,1,20,20,11.654466,0.03494911,blocked
team_shots_v4|2026-08-23|serie-a|atalanta|sassuolo|atalanta|16.5|under,2026-08-22T09:17:45Z,2026-08-23T18:45:00Z,2026-08-23|serie-a|atalanta|sassuolo,2026-08-23,serie-a,Atalanta BC vs Sassuolo Calcio,Atalanta BC,Sassuolo Calcio,Atalanta BC,Bet365,Atalanta BC under 16.5,16.5,under,team_shots_v4,1.872864,0.533941,1.833,-0.021285,false,true,matchdays_1_to_3;edge_below_3pct,,,0.5408,0.532434,0.008365,1,20,20,16.378464,0.0487332,blocked
team_shots_v4|2026-08-23|serie-a|torino|milan|torino|10.5|over,2026-08-22T09:17:45Z,2026-08-23T18:45:00Z,2026-08-23|serie-a|torino|milan,2026-08-23,serie-a,Torino FC vs AC Milan,Torino FC,AC Milan,Torino FC,Bet365,Torino FC over 10.5,10.5,over,team_shots_v4,1.883927,0.530806,1.8,-0.044549,false,true,matchdays_1_to_3;edge_below_3pct,,,0.713306,0.487598,0.225708,1,20,20,13.300098,0.0433609,blocked
team_shots_v4|2026-08-23|serie-a|atalanta|sassuolo|sassuolo|9.5|over,2026-08-22T09:17:45Z,2026-08-23T18:45:00Z,2026-08-23|serie-a|atalanta|sassuolo,2026-08-23,serie-a,Atalanta BC vs Sassuolo Calcio,Atalanta BC,Sassuolo Calcio,Sassuolo Calcio,Bet365,Sassuolo Calcio over 9.5,9.5,over,team_shots_v4,2.004676,0.498834,1.909,-0.047727,false,true,matchdays_1_to_3;edge_below_3pct,,,0.685724,0.455877,0.229848,1,20,20,11.758449,0.04154581,blocked
team_shots_v4|2026-08-23|serie-a|atalanta|sassuolo|sassuolo|9.5|under,2026-08-22T09:17:45Z,2026-08-23T18:45:00Z,2026-08-23|serie-a|atalanta|sassuolo,2026-08-23,serie-a,Atalanta BC vs Sassuolo Calcio,Atalanta BC,Sassuolo Calcio,Sassuolo Calcio,Bet365,Sassuolo Calcio under 9.5,9.5,under,team_shots_v4,1.995345,0.501166,1.8,-0.097901,false,true,matchdays_1_to_3;edge_below_3pct,,,0.314276,0.544123,-0.229848,1,20,20,11.758449,0.04154581,blocked
team_shots_v4|2026-08-23|serie-a|torino|milan|torino|10.5|under,2026-08-22T09:17:45Z,2026-08-23T18:45:00Z,2026-08-23|serie-a|torino|milan,2026-08-23,serie-a,Torino FC vs AC Milan,Torino FC,AC Milan,Torino FC,Bet365,Torino FC under 10.5,10.5,under,team_shots_v4,2.131315,0.469194,1.909,-0.104309,false,true,matchdays_1_to_3;edge_below_3pct,,,0.286694,0.512402,-0.225708,1,20,20,13.300098,0.0433609,blocked
team_shots_v4|2026-08-23|serie-a|atalanta|sassuolo|atalanta|16.5|over,2026-08-22T09:17:45Z,2026-08-23T18:45:00Z,2026-08-23|serie-a|atalanta|sassuolo,2026-08-23,serie-a,Atalanta BC vs Sassuolo Calcio,Atalanta BC,Sassuolo Calcio,Atalanta BC,Bet365,Atalanta BC over 16.5,16.5,over,team_shots_v4,2.145653,0.466059,1.833,-0.145715,false,true,matchdays_1_to_3;edge_below_3pct,,,0.4592,0.467566,-0.008365,1,20,20,16.378464,0.0487332,blocked
team_shots_v4|2026-08-23|serie-a|torino|milan|milan|13.5|over,2026-08-22T09:17:45Z,2026-08-23T18:45:00Z,2026-08-23|serie-a|torino|milan,2026-08-23,serie-a,Torino FC vs AC Milan,Torino FC,AC Milan,AC Milan,Bet365,AC Milan over 13.5,13.5,over,team_shots_v4,2.209808,0.452528,1.8,-0.18545,false,true,matchdays_1_to_3;edge_below_3pct,,,0.303206,0.487598,-0.184391,1,20,20,11.654466,0.03494911,blocked
corners_v3|2026-08-23|la-liga|elche|barcelona|8.5|under,2026-08-22T15:00:07Z,2026-08-23T19:30:00Z,2026-08-23|la-liga|elche|barcelona,2026-08-23,la-liga,Elche vs Barcelona,Elche,Barcelona,,Pinnacle,under 8.5,8.5,under,corners_v3,2.289432,0.43679,2.55,0.113813,false,true,matchdays_1_to_3,,,0.43679,0.368468,0.068322,1,20,20,9.233566,0.01716653,blocked
corners_v3|2026-08-23|la-liga|elche|barcelona|9.5|under,2026-08-22T15:00:07Z,2026-08-23T19:30:00Z,2026-08-23|la-liga|elche|barcelona,2026-08-23,la-liga,Elche vs Barcelona,Elche,Barcelona,,Pinnacle,under 9.5,9.5,under,corners_v3,1.788672,0.559074,1.9804,0.10719,false,true,matchdays_1_to_3,,,0.559074,0.482641,0.076433,1,20,20,9.233566,0.01716653,blocked
corners_v3|2026-08-23|la-liga|elche|barcelona|10.5|under,2026-08-22T15:00:07Z,2026-08-23T19:30:00Z,2026-08-23|la-liga|elche|barcelona,2026-08-23,la-liga,Elche vs Barcelona,Elche,Barcelona,,Pinnacle,under 10.5,10.5,under,corners_v3,1.488992,0.671595,1.6098,0.081134,false,true,matchdays_1_to_3,,,0.671595,0.585082,0.086514,1,20,20,9.233566,0.01716653,blocked
corners_v3|2026-08-23|la-liga|elche|barcelona|8.5|over,2026-08-22T15:00:07Z,2026-08-23T19:30:00Z,2026-08-23|la-liga|elche|barcelona,2026-08-23,la-liga,Elche vs Barcelona,Elche,Barcelona,,Pinnacle,over 8.5,8.5,over,corners_v3,1.775535,0.56321,1.4878,-0.162056,false,true,matchdays_1_to_3;edge_below_3pct,,,0.56321,0.631532,-0.068322,1,20,20,9.233566,0.01716653,blocked
corners_v3|2026-08-23|la-liga|elche|barcelona|9.5|over,2026-08-22T15:00:07Z,2026-08-23T19:30:00Z,2026-08-23|la-liga|elche|barcelona,2026-08-23,la-liga,Elche vs Barcelona,Elche,Barcelona,,Pinnacle,over 9.5,9.5,over,corners_v3,2.267954,0.440926,1.8475,-0.185389,false,true,matchdays_1_to_3;edge_below_3pct,,,0.440926,0.517359,-0.076433,1,20,20,9.233566,0.01716653,blocked
corners_v3|2026-08-23|la-liga|elche|barcelona|10.5|over,2026-08-22T15:00:07Z,2026-08-23T19:30:00Z,2026-08-23|la-liga|elche|barcelona,2026-08-23,la-liga,Elche vs Barcelona,Elche,Barcelona,,Pinnacle,over 10.5,10.5,over,corners_v3,3.045024,0.328405,2.27,-0.254522,false,true,matchdays_1_to_3;edge_below_3pct,,,0.328405,0.414918,-0.086514,1,20,20,9.233566,0.01716653,blocked
team_shots_v4|2026-08-23|la-liga|elche|barcelona|barcelona|18.5|under,2026-08-22T09:17:45Z,2026-08-23T19:30:00Z,2026-08-23|la-liga|elche|barcelona,2026-08-23,la-liga,Elche CF vs FC Barcelona,Elche CF,FC Barcelona,FC Barcelona,Bet365,FC Barcelona under 18.5,18.5,under,team_shots_v4,1.632373,0.612605,1.8,0.102689,false,true,matchdays_1_to_3,,,0.850668,0.544123,0.306545,1,20,20,13.894504,0.03012037,blocked
team_shots_v4|2026-08-23|la-liga|elche|barcelona|elche|9.5|under,2026-08-22T09:17:45Z,2026-08-23T19:30:00Z,2026-08-23|la-liga|elche|barcelona,2026-08-23,la-liga,Elche CF vs FC Barcelona,Elche CF,FC Barcelona,Elche CF,Bet365,Elche CF under 9.5,9.5,under,team_shots_v4,1.989289,0.502692,1.833,-0.078565,false,true,matchdays_1_to_3;edge_below_3pct,,,0.370043,0.532434,-0.162391,1,20,20,11.279945,0.06072351,blocked
team_shots_v4|2026-08-23|la-liga|elche|barcelona|elche|9.5|over,2026-08-22T09:17:45Z,2026-08-23T19:30:00Z,2026-08-23|la-liga|elche|barcelona,2026-08-23,la-liga,Elche CF vs FC Barcelona,Elche CF,FC Barcelona,Elche CF,Bet365,Elche CF over 9.5,9.5,over,team_shots_v4,2.010827,0.497308,1.833,-0.088435,false,true,matchdays_1_to_3;edge_below_3pct,,,0.629957,0.467566,0.162391,1,20,20,11.279945,0.06072351,blocked
team_shots_v4|2026-08-23|la-liga|elche|barcelona|barcelona|18.5|over,2026-08-22T09:17:45Z,2026-08-23T19:30:00Z,2026-08-23|la-liga|elche|barcelona,2026-08-23,la-liga,Elche CF vs FC Barcelona,Elche CF,FC Barcelona,FC Barcelona,Bet365,FC Barcelona over 18.5,18.5,over,team_shots_v4,2.581345,0.387395,1.909,-0.260463,false,true,matchdays_1_to_3;edge_below_3pct,,,0.149332,0.455877,-0.306545,1,20,20,13.894504,0.03012037,blocked
corners_v3|2026-08-24|serie-a|bologna|lazio|8.5|over,2026-08-22T15:00:07Z,2026-08-24T16:30:00Z,2026-08-24|serie-a|bologna|lazio,2026-08-24,serie-a,Bologna vs Lazio,Bologna,Lazio,,Pinnacle,over 8.5,8.5,over,corners_v3,1.721301,0.580956,1.8333,0.065066,false,true,matchdays_1_to_3,,,0.580956,0.521744,0.059212,1,20,20,9.383954,0.01716653,blocked
corners_v3|2026-08-24|serie-a|bologna|lazio|9.5|over,2026-08-22T15:00:07Z,2026-08-24T16:30:00Z,2026-08-24|serie-a|bologna|lazio,2026-08-24,serie-a,Bologna vs Lazio,Bologna,Lazio,,Pinnacle,over 9.5,9.5,over,corners_v3,2.17772,0.459196,2.31,0.060742,false,true,matchdays_1_to_3,,,0.459196,0.407419,0.051777,1,20,20,9.383954,0.01716653,blocked
corners_v3|2026-08-24|serie-a|bologna|lazio|7.5|over,2026-08-22T15:00:07Z,2026-08-24T16:30:00Z,2026-08-24|serie-a|bologna|lazio,2026-08-24,serie-a,Bologna vs Lazio,Bologna,Lazio,,Pinnacle,over 7.5,7.5,over,corners_v3,1.428218,0.700173,1.4505,0.015601,false,true,matchdays_1_to_3;edge_below_3pct,,,0.700173,0.647123,0.05305,1,20,20,9.383954,0.01716653,blocked
corners_v3|2026-08-24|serie-a|bologna|lazio|9.5|under,2026-08-22T15:00:07Z,2026-08-24T16:30:00Z,2026-08-24|serie-a|bologna|lazio,2026-08-24,serie-a,Bologna vs Lazio,Bologna,Lazio,,Pinnacle,under 9.5,9.5,under,corners_v3,1.849098,0.540804,1.5882,-0.141095,false,true,matchdays_1_to_3;edge_below_3pct,,,0.540804,0.592581,-0.051777,1,20,20,9.383954,0.01716653,blocked
corners_v3|2026-08-24|serie-a|bologna|lazio|8.5|under,2026-08-22T15:00:07Z,2026-08-24T16:30:00Z,2026-08-24|serie-a|bologna|lazio,2026-08-24,serie-a,Bologna vs Lazio,Bologna,Lazio,,Pinnacle,under 8.5,8.5,under,corners_v3,2.386383,0.419044,2.0,-0.161912,false,true,matchdays_1_to_3;edge_below_3pct,,,0.419044,0.478256,-0.059212,1,20,20,9.383954,0.01716653,blocked
corners_v3|2026-08-24|serie-a|bologna|lazio|7.5|under,2026-08-22T15:00:07Z,2026-08-24T16:30:00Z,2026-08-24|serie-a|bologna|lazio,2026-08-24,serie-a,Bologna vs Lazio,Bologna,Lazio,,Pinnacle,under 7.5,7.5,under,corners_v3,3.33526,0.299827,2.66,-0.202461,false,true,matchdays_1_to_3;edge_below_3pct,,,0.299827,0.352877,-0.05305,1,20,20,9.383954,0.01716653,blocked
corners_v3|2026-08-24|la-liga|osasuna|levante|10.5|under,2026-08-20T11:00:11Z,2026-08-24T17:30:00Z,2026-08-24|la-liga|osasuna|levante,2026-08-24,la-liga,Osasuna vs Levante,Osasuna,Levante,,Pinnacle,under 10.5,10.5,under,corners_v3,1.51915,0.658263,1.5464,0.017938,false,true,matchdays_1_to_3;edge_below_3pct,,,0.658263,0.608149,0.050114,1,20,20,9.350363,0.01716653,blocked
corners_v3|2026-08-24|la-liga|osasuna|levante|8.5|under,2026-08-22T15:00:07Z,2026-08-24T17:30:00Z,2026-08-24|la-liga|osasuna|levante,2026-08-24,la-liga,Osasuna vs Levante,Osasuna,Levante,,Pinnacle,under 8.5,8.5,under,corners_v3,2.3642,0.422976,2.3,-0.027155,false,true,matchdays_1_to_3;edge_below_3pct,,,0.422976,0.411735,0.011242,1,20,20,9.350363,0.01716653,blocked
corners_v3|2026-08-24|la-liga|osasuna|levante|9.5|under,2026-08-22T15:00:07Z,2026-08-24T17:30:00Z,2026-08-24|la-liga|osasuna|levante,2026-08-24,la-liga,Osasuna vs Levante,Osasuna,Levante,,Pinnacle,under 9.5,9.5,under,corners_v3,1.835286,0.544874,1.7812,-0.02947,false,true,matchdays_1_to_3;edge_below_3pct,,,0.544874,0.532641,0.012234,1,20,20,9.350363,0.01716653,blocked
corners_v3|2026-08-24|la-liga|osasuna|levante|8.5|over,2026-08-22T15:00:07Z,2026-08-24T17:30:00Z,2026-08-24|la-liga|osasuna|levante,2026-08-24,la-liga,Osasuna vs Levante,Osasuna,Levante,,Pinnacle,over 8.5,8.5,over,corners_v3,1.733031,0.577024,1.6098,-0.071107,false,true,matchdays_1_to_3;edge_below_3pct,,,0.577024,0.588265,-0.011242,1,20,20,9.350363,0.01716653,blocked
corners_v3|2026-08-24|la-liga|osasuna|levante|9.5|over,2026-08-22T15:00:07Z,2026-08-24T17:30:00Z,2026-08-24|la-liga|osasuna|levante,2026-08-24,la-liga,Osasuna vs Levante,Osasuna,Levante,,Pinnacle,over 9.5,9.5,over,corners_v3,2.197195,0.455126,2.03,-0.076095,false,true,matchdays_1_to_3;edge_below_3pct,,,0.455126,0.467359,-0.012234,1,20,20,9.350363,0.01716653,blocked
corners_v3|2026-08-24|la-liga|osasuna|levante|10.5|over,2026-08-20T11:00:11Z,2026-08-24T17:30:00Z,2026-08-24|la-liga|osasuna|levante,2026-08-24,la-liga,Osasuna vs Levante,Osasuna,Levante,,Pinnacle,over 10.5,10.5,over,corners_v3,2.926226,0.341737,2.4,-0.179831,false,true,matchdays_1_to_3;edge_below_3pct,,,0.341737,0.391851,-0.050114,1,20,20,9.350363,0.01716653,blocked
team_shots_v4|2026-08-24|la-liga|osasuna|levante|osasuna|15.5|under,2026-08-22T09:17:45Z,2026-08-24T17:30:00Z,2026-08-24|la-liga|osasuna|levante,2026-08-24,la-liga,CA Osasuna vs Levante UD,CA Osasuna,Levante UD,CA Osasuna,Bet365,CA Osasuna under 15.5,15.5,under,team_shots_v4,1.778547,0.562257,1.727,-0.028983,false,true,matchdays_1_to_3;edge_below_3pct,,,0.537485,0.567657,-0.030172,1,20,20,15.377424,0.03058431,blocked
team_shots_v4|2026-08-24|la-liga|osasuna|levante|osasuna|14.5|under,2026-08-21T09:10:09Z,2026-08-24T17:30:00Z,2026-08-24|la-liga|osasuna|levante,2026-08-24,la-liga,CA Osasuna vs Levante UD,CA Osasuna,Levante UD,CA Osasuna,Bet365,CA Osasuna under 14.5,14.5,under,team_shots_v4,2.073872,0.48219,2.0,-0.03562,false,true,matchdays_1_to_3;edge_below_3pct,,,0.45301,0.488618,-0.035608,1,20,20,15.377424,0.03058431,blocked
team_shots_v4|2026-08-24|la-liga|osasuna|levante|levante|10.5|under,2026-08-22T09:17:45Z,2026-08-24T17:30:00Z,2026-08-24|la-liga|osasuna|levante,2026-08-24,la-liga,CA Osasuna vs Levante UD,CA Osasuna,Levante UD,Levante UD,Bet365,Levante UD under 10.5,10.5,under,team_shots_v4,1.874103,0.533588,1.8,-0.039541,false,true,matchdays_1_to_3;edge_below_3pct,,,0.485358,0.544123,-0.058766,1,20,20,10.946226,0.03713941,blocked
team_shots_v4|2026-08-24|la-liga|osasuna|levante|osasuna|14.5|over,2026-08-21T09:10:09Z,2026-08-24T17:30:00Z,2026-08-24|la-liga|osasuna|levante,2026-08-24,la-liga,CA Osasuna vs Levante UD,CA Osasuna,Levante UD,CA Osasuna,Bet365,CA Osasuna over 14.5,14.5,over,team_shots_v4,1.93121,0.51781,1.727,-0.105742,false,true,matchdays_1_to_3;edge_below_3pct,,,0.54699,0.511382,0.035608,1,20,20,15.377424,0.03058431,blocked
team_shots_v4|2026-08-24|la-liga|osasuna|levante|levante|10.5|over,2026-08-22T09:17:45Z,2026-08-24T17:30:00Z,2026-08-24|la-liga|osasuna|levante,2026-08-24,la-liga,CA Osasuna vs Levante UD,CA Osasuna,Levante UD,Levante UD,Bet365,Levante UD over 10.5,10.5,over,team_shots_v4,2.144029,0.466412,1.909,-0.10962,false,true,matchdays_1_to_3;edge_below_3pct,,,0.514642,0.455877,0.058766,1,20,20,10.946226,0.03713941,blocked
team_shots_v4|2026-08-24|la-liga|osasuna|levante|osasuna|15.5|over,2026-08-22T09:17:45Z,2026-08-24T17:30:00Z,2026-08-24|la-liga|osasuna|levante,2026-08-24,la-liga,CA Osasuna vs Levante UD,CA Osasuna,Levante UD,CA Osasuna,Bet365,CA Osasuna over 15.5,15.5,over,team_shots_v4,2.284443,0.437743,2.0,-0.124513,false,true,matchdays_1_to_3;edge_below_3pct,,,0.462515,0.432343,0.030172,1,20,20,15.377424,0.03058431,blocked
corners_v3|2026-08-24|serie-a|roma|fiorentina|9.5|over,2026-08-22T15:00:07Z,2026-08-24T18:45:00Z,2026-08-24|serie-a|roma|fiorentina,2026-08-24,serie-a,Roma vs Fiorentina,Roma,Fiorentina,,Pinnacle,over 9.5,9.5,over,corners_v3,2.133067,0.468809,2.11,-0.010814,false,true,matchdays_1_to_3;edge_below_3pct,,,0.468809,0.449,0.019809,1,20,20,9.463518,0.01716653,blocked
corners_v3|2026-08-24|serie-a|roma|fiorentina|8.5|over,2026-08-22T15:00:07Z,2026-08-24T18:45:00Z,2026-08-24|serie-a|roma|fiorentina,2026-08-24,serie-a,Roma vs Fiorentina,Roma,Fiorentina,,Pinnacle,over 8.5,8.5,over,corners_v3,1.694358,0.590194,1.6711,-0.013726,false,true,matchdays_1_to_3;edge_below_3pct,,,0.590194,0.567196,0.022998,1,20,20,9.463518,0.01716653,blocked
corners_v3|2026-08-24|serie-a|roma|fiorentina|9.5|under,2026-08-22T15:00:07Z,2026-08-24T18:45:00Z,2026-08-24|serie-a|roma|fiorentina,2026-08-24,serie-a,Roma vs Fiorentina,Roma,Fiorentina,,Pinnacle,under 9.5,9.5,under,corners_v3,1.88256,0.531191,1.7194,-0.086669,false,true,matchdays_1_to_3;edge_below_3pct,,,0.531191,0.551,-0.019809,1,20,20,9.463518,0.01716653,blocked
corners_v3|2026-08-24|serie-a|roma|fiorentina|8.5|under,2026-08-22T15:00:07Z,2026-08-24T18:45:00Z,2026-08-24|serie-a|roma|fiorentina,2026-08-24,serie-a,Roma vs Fiorentina,Roma,Fiorentina,,Pinnacle,under 8.5,8.5,under,corners_v3,2.44018,0.409806,2.19,-0.102525,false,true,matchdays_1_to_3;edge_below_3pct,,,0.409806,0.432804,-0.022998,1,20,20,9.463518,0.01716653,blocked
team_shots_v4|2026-08-24|serie-a|roma|fiorentina|fiorentina|9.5|under,2026-08-22T09:17:45Z,2026-08-24T18:45:00Z,2026-08-24|serie-a|roma|fiorentina,2026-08-24,serie-a,AS Roma vs ACF Fiorentina,AS Roma,ACF Fiorentina,ACF Fiorentina,Bet365,ACF Fiorentina under 9.5,9.5,under,team_shots_v4,1.77177,0.564407,1.8,0.015933,false,true,matchdays_1_to_3;edge_below_3pct,,,0.653203,0.544123,0.109079,1,20,20,8.420246,0.04604719,blocked
team_shots_v4|2026-08-24|serie-a|roma|fiorentina|roma|16.5|under,2026-08-22T09:17:45Z,2026-08-24T18:45:00Z,2026-08-24|serie-a|roma|fiorentina,2026-08-24,serie-a,AS Roma vs ACF Fiorentina,AS Roma,ACF Fiorentina,AS Roma,Bet365,AS Roma under 16.5,16.5,under,team_shots_v4,1.732038,0.577354,1.727,-0.002909,false,true,matchdays_1_to_3;edge_below_3pct,,,0.620679,0.567657,0.053022,1,20,20,15.324111,0.03937405,blocked
team_shots_v4|2026-08-24|serie-a|roma|fiorentina|roma|16.5|over,2026-08-22T09:17:45Z,2026-08-24T18:45:00Z,2026-08-24|serie-a|roma|fiorentina,2026-08-24,serie-a,AS Roma vs ACF Fiorentina,AS Roma,ACF Fiorentina,AS Roma,Bet365,AS Roma over 16.5,16.5,over,team_shots_v4,2.366049,0.422646,2.0,-0.154709,false,true,matchdays_1_to_3;edge_below_3pct,,,0.379321,0.432343,-0.053022,1,20,20,15.324111,0.03937405,blocked
team_shots_v4|2026-08-24|serie-a|roma|fiorentina|fiorentina|9.5|over,2026-08-22T09:17:45Z,2026-08-24T18:45:00Z,2026-08-24|serie-a|roma|fiorentina,2026-08-24,serie-a,AS Roma vs ACF Fiorentina,AS Roma,ACF Fiorentina,ACF Fiorentina,Bet365,ACF Fiorentina over 9.5,9.5,over,team_shots_v4,2.295723,0.435593,1.909,-0.168454,false,true,matchdays_1_to_3;edge_below_3pct,,,0.346797,0.455877,-0.109079,1,20,20,8.420246,0.04604719,blocked
corners_v3|2026-08-24|epl|fulham|chelsea|11.5|under,2026-08-21T12:30:07Z,2026-08-24T19:00:00Z,2026-08-24|epl|fulham|chelsea,2026-08-24,epl,Fulham vs Chelsea,Fulham,Chelsea,,Pinnacle,under 11.5,11.5,under,corners_v3,1.476071,0.677474,1.5051,0.019666,false,true,matchdays_1_to_3;edge_below_3pct,,,0.677474,0.624204,0.05327,1,20,20,10.101721,0.01716653,blocked
corners_v3|2026-08-24|epl|fulham|chelsea|10.5|under,2026-08-22T15:00:07Z,2026-08-24T19:00:00Z,2026-08-24|epl|fulham|chelsea,2026-08-24,epl,Fulham vs Chelsea,Fulham,Chelsea,,Pinnacle,under 10.5,10.5,under,corners_v3,1.749606,0.571557,1.7634,0.007884,false,true,matchdays_1_to_3;edge_below_3pct,,,0.571557,0.538787,0.03277,1,20,20,10.101721,0.01716653,blocked
corners_v3|2026-08-24|epl|fulham|chelsea|9.5|under,2026-08-22T15:00:07Z,2026-08-24T19:00:00Z,2026-08-24|epl|fulham|chelsea,2026-08-24,epl,Fulham vs Chelsea,Fulham,Chelsea,,Pinnacle,under 9.5,9.5,under,corners_v3,2.192741,0.45605,2.2,0.00331,false,true,matchdays_1_to_3;edge_below_3pct,,,0.45605,0.430391,0.025659,1,20,20,10.101721,0.01716653,blocked
corners_v3|2026-08-24|epl|fulham|chelsea|9.5|over,2026-08-22T15:00:07Z,2026-08-24T19:00:00Z,2026-08-24|epl|fulham|chelsea,2026-08-24,epl,Fulham vs Chelsea,Fulham,Chelsea,,Pinnacle,over 9.5,9.5,over,corners_v3,1.838405,0.54395,1.6623,-0.095792,false,true,matchdays_1_to_3;edge_below_3pct,,,0.54395,0.569609,-0.025659,1,20,20,10.101721,0.01716653,blocked
corners_v3|2026-08-24|epl|fulham|chelsea|10.5|over,2026-08-22T15:00:07Z,2026-08-24T19:00:00Z,2026-08-24|epl|fulham|chelsea,2026-08-24,epl,Fulham vs Chelsea,Fulham,Chelsea,,Pinnacle,over 10.5,10.5,over,corners_v3,2.334035,0.428443,2.06,-0.117408,false,true,matchdays_1_to_3;edge_below_3pct,,,0.428443,0.461213,-0.03277,1,20,20,10.101721,0.01716653,blocked
corners_v3|2026-08-24|epl|fulham|chelsea|11.5|over,2026-08-21T12:30:07Z,2026-08-24T19:00:00Z,2026-08-24|epl|fulham|chelsea,2026-08-24,epl,Fulham vs Chelsea,Fulham,Chelsea,,Pinnacle,over 11.5,11.5,over,corners_v3,3.100527,0.322526,2.5,-0.193686,false,true,matchdays_1_to_3;edge_below_3pct,,,0.322526,0.375796,-0.05327,1,20,20,10.101721,0.01716653,blocked
team_shots_v4|2026-08-24|epl|fulham|chelsea|chelsea|13.5|under,2026-08-22T09:17:44Z,2026-08-24T19:00:00Z,2026-08-24|epl|fulham|chelsea,2026-08-24,epl,Fulham FC vs Chelsea FC,Fulham FC,Chelsea FC,Chelsea FC,Bet365,Chelsea FC under 13.5,13.5,under,team_shots_v4,1.750916,0.57113,1.833,0.04688,false,true,matchdays_1_to_3,,,0.730979,0.532434,0.198545,1,20,20,11.210454,0.04429877,blocked
team_shots_v4|2026-08-24|epl|fulham|chelsea|chelsea|12.5|under,2026-08-20T15:57:49Z,2026-08-24T19:00:00Z,2026-08-24|epl|fulham|chelsea,2026-08-24,epl,Fulham FC vs Chelsea FC,Fulham FC,Chelsea FC,Chelsea FC,Bet365,Chelsea FC under 12.5,12.5,under,team_shots_v4,1.858221,0.538149,1.909,0.027327,false,true,matchdays_1_to_3;edge_below_3pct,,,0.650984,0.512402,0.138581,1,20,20,11.210454,0.04429877,blocked
