pick_id,published_at_utc,kickoff_utc,match_id,match_date,league,match,home_team,away_team,team,bookmaker,selection,line,side,model,model_fair_odds,model_implied_prob,book_odds,edge,current_model_would_have_priced,confidence_guard_applied,blocked_reason,result,pnl_units,raw_model_probability,market_fair_probability,model_market_gap,matchday,team_neff,opponent_neff,model_mean,distribution_parameter,signal_status
team_shots_v4|2026-08-24|epl|fulham|chelsea|fulham|11.5|over,2026-08-20T15:57:49Z,2026-08-24T19:00:00Z,2026-08-24|epl|fulham|chelsea,2026-08-24,epl,Fulham FC vs Chelsea FC,Fulham FC,Chelsea FC,Fulham FC,Bet365,Fulham FC over 11.5,11.5,over,team_shots_v4,1.896501,0.527287,1.8,-0.050884,false,true,matchdays_1_to_3;edge_below_3pct,,,0.696994,0.487598,0.209396,1,20,20,14.335979,0.05042812,blocked
team_shots_v4|2026-08-24|epl|fulham|chelsea|fulham|12.5|under,2026-08-22T09:17:44Z,2026-08-24T19:00:00Z,2026-08-24|epl|fulham|chelsea,2026-08-24,epl,Fulham FC vs Chelsea FC,Fulham FC,Chelsea FC,Fulham FC,Bet365,Fulham FC under 12.5,12.5,under,team_shots_v4,1.979543,0.505167,1.833,-0.074029,false,true,matchdays_1_to_3;edge_below_3pct,,,0.382955,0.532434,-0.14948,1,20,20,14.335979,0.05042812,blocked
team_shots_v4|2026-08-24|epl|fulham|chelsea|fulham|12.5|over,2026-08-22T09:17:44Z,2026-08-24T19:00:00Z,2026-08-24|epl|fulham|chelsea,2026-08-24,epl,Fulham FC vs Chelsea FC,Fulham FC,Chelsea FC,Fulham FC,Bet365,Fulham FC over 12.5,12.5,over,team_shots_v4,2.020884,0.494833,1.833,-0.092971,false,true,matchdays_1_to_3;edge_below_3pct,,,0.617045,0.467566,0.14948,1,20,20,14.335979,0.05042812,blocked
team_shots_v4|2026-08-24|epl|fulham|chelsea|fulham|11.5|under,2026-08-20T15:57:49Z,2026-08-24T19:00:00Z,2026-08-24|epl|fulham|chelsea,2026-08-24,epl,Fulham FC vs Chelsea FC,Fulham FC,Chelsea FC,Fulham FC,Bet365,Fulham FC under 11.5,11.5,under,team_shots_v4,2.115448,0.472713,1.909,-0.097591,false,true,matchdays_1_to_3;edge_below_3pct,,,0.303006,0.512402,-0.209396,1,20,20,14.335979,0.05042812,blocked
team_shots_v4|2026-08-24|epl|fulham|chelsea|chelsea|12.5|over,2026-08-20T15:57:49Z,2026-08-24T19:00:00Z,2026-08-24|epl|fulham|chelsea,2026-08-24,epl,Fulham FC vs Chelsea FC,Fulham FC,Chelsea FC,Chelsea FC,Bet365,Chelsea FC over 12.5,12.5,over,team_shots_v4,2.165201,0.461851,1.8,-0.168668,false,true,matchdays_1_to_3;edge_below_3pct,,,0.349016,0.487598,-0.138581,1,20,20,11.210454,0.04429877,blocked
team_shots_v4|2026-08-24|epl|fulham|chelsea|chelsea|13.5|over,2026-08-22T09:17:44Z,2026-08-24T19:00:00Z,2026-08-24|epl|fulham|chelsea,2026-08-24,epl,Fulham FC vs Chelsea FC,Fulham FC,Chelsea FC,Chelsea FC,Bet365,Chelsea FC over 13.5,13.5,over,team_shots_v4,2.331706,0.42887,1.833,-0.21388,false,true,matchdays_1_to_3;edge_below_3pct,,,0.269021,0.467566,-0.198545,1,20,20,11.210454,0.04429877,blocked
team_shots_v4|2026-08-24|la-liga|malaga|la coruna|malaga|12.5|under,2026-08-22T09:17:45Z,2026-08-24T19:30:00Z,2026-08-24|la-liga|malaga|la coruna,2026-08-24,la-liga,Malaga CF vs RC Deportivo de La Coruna,Malaga CF,RC Deportivo de La Coruna,Malaga CF,Bet365,Malaga CF under 12.5,12.5,under,team_shots_v4,1.848346,0.541024,1.833,-0.008303,false,true,matchdays_1_to_3;edge_below_3pct,,,0.579775,0.532434,0.04734,1,20,20,11.970695,0.03084949,blocked
team_shots_v4|2026-08-24|la-liga|malaga|la coruna|la coruna|10.5|under,2026-08-22T09:17:45Z,2026-08-24T19:30:00Z,2026-08-24|la-liga|malaga|la coruna,2026-08-24,la-liga,Malaga CF vs RC Deportivo de La Coruna,Malaga CF,RC Deportivo de La Coruna,RC Deportivo de La Coruna,Bet365,RC Deportivo de La Coruna under 10.5,10.5,under,team_shots_v4,1.950847,0.512598,1.909,-0.021451,false,true,matchdays_1_to_3;edge_below_3pct,,,0.513489,0.512402,0.001086,1,20,20,10.695325,0.04506868,blocked
team_shots_v4|2026-08-24|la-liga|malaga|la coruna|la coruna|10.5|over,2026-08-22T09:17:45Z,2026-08-24T19:30:00Z,2026-08-24|la-liga|malaga|la coruna,2026-08-24,la-liga,Malaga CF vs RC Deportivo de La Coruna,Malaga CF,RC Deportivo de La Coruna,RC Deportivo de La Coruna,Bet365,RC Deportivo de La Coruna over 10.5,10.5,over,team_shots_v4,2.051694,0.487402,1.8,-0.122676,false,true,matchdays_1_to_3;edge_below_3pct,,,0.486511,0.487598,-0.001086,1,20,20,10.695325,0.04506868,blocked
team_shots_v4|2026-08-24|la-liga|malaga|la coruna|malaga|12.5|over,2026-08-22T09:17:45Z,2026-08-24T19:30:00Z,2026-08-24|la-liga|malaga|la coruna,2026-08-24,la-liga,Malaga CF vs RC Deportivo de La Coruna,Malaga CF,RC Deportivo de La Coruna,Malaga CF,Bet365,Malaga CF over 12.5,12.5,over,team_shots_v4,2.178764,0.458976,1.833,-0.158697,false,true,matchdays_1_to_3;edge_below_3pct,,,0.420225,0.467566,-0.04734,1,20,20,11.970695,0.03084949,blocked
