league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,IWCH,IWCD,IWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
ligue-1,2019-2020,09/08/2019,Monaco,Lyon,0,3,7,13,1,3,2,5,10,17,2,2,1,0,A,0,2,A,3,3.3,2.37,2.85,3.3,2.4,2.9,3.35,2.45,1.9,1.9,2.07,1.72,3.5,3.4,2.05,3.3,3.5,2.15,3.4,3.55,2.1,1.8,2,2.04,1.86
ligue-1,2019-2020,10/08/2019,Marseille,Reims,0,2,10,8,2,5,5,3,18,8,1,0,0,0,A,0,0,D,1.66,3.5,6,1.62,3.6,5.75,1.65,3.75,5.6,2,1.8,1.87,2.03,1.66,3.4,6,1.67,3.6,5.75,1.73,3.6,5.1,2.1,1.72,2.02,1.88
ligue-1,2019-2020,10/08/2019,Angers,Bordeaux,3,1,14,8,4,3,4,3,11,15,2,1,0,0,H,3,1,H,2.37,3.1,3.2,2.35,3.1,3.1,2.35,3.1,3.3,2.5,1.53,2.02,1.88,2.05,3.2,3.8,2.05,3.2,4,2.05,3.1,4.1,2.5,1.53,1.75,2.05
ligue-1,2019-2020,10/08/2019,Brest,Toulouse,1,1,16,13,5,3,4,7,11,14,0,0,0,0,D,1,0,H,2.37,3.2,3.1,2.4,3.1,3,2.4,3.2,3.1,2.1,1.72,2.05,1.85,2,3.3,3.8,2.05,3.4,3.75,2.05,3.35,3.75,2,1.8,2.1,1.8
ligue-1,2019-2020,10/08/2019,Dijon,St Etienne,1,2,15,12,7,4,12,5,17,10,0,2,0,0,A,1,2,A,4,3.2,2.05,3.6,3.25,2.05,3.55,3.35,2.1,2,1.8,2.07,1.83,3.8,3.4,2,3.7,3.4,2.05,3.75,3.4,2.05,2,1.8,2.07,1.72
ligue-1,2019-2020,10/08/2019,Montpellier,Rennes,0,1,24,9,5,3,7,1,20,19,3,3,0,1,A,0,1,A,2.25,3.1,3.5,2.3,3.1,3.2,2.3,3.15,3.35,2.3,1.61,1.97,1.93,2.2,3.2,3.5,2.2,3.2,3.5,2.25,3.2,3.4,2.3,1.61,1.94,1.96
ligue-1,2019-2020,10/08/2019,Nice,Amiens,2,1,17,8,6,2,7,3,10,8,3,4,0,1,H,1,0,H,2.2,3,3.8,2.1,3,3.8,2.2,2.9,3.95,2.5,1.53,1.86,2.04,2.25,3,3.75,2.3,2.95,3.6,2.3,2.95,3.55,2.75,1.44,1.98,1.92
ligue-1,2019-2020,11/08/2019,Lille,Nantes,2,1,13,13,3,3,5,11,13,17,2,4,0,0,H,1,0,H,1.95,3.3,4.2,1.85,3.25,4.5,1.95,3.25,4.35,2.37,1.57,1.98,1.92,2.3,3.1,3.25,2.35,3,3.4,2.35,3.05,3.3,2.37,1.57,1.98,1.92
ligue-1,2019-2020,11/08/2019,Strasbourg,Metz,1,1,13,7,2,3,3,4,6,12,0,1,0,0,D,1,0,H,2.05,3.2,4,2.05,3.25,3.6,2.05,3.25,3.95,2.3,1.61,2.07,1.83,2.2,3.1,3.5,2.15,3,3.9,2.2,3.05,3.8,2.75,1.44,1.94,1.96
ligue-1,2019-2020,11/08/2019,Paris SG,Nimes,3,0,12,5,5,1,2,6,17,8,2,0,0,0,H,1,0,H,1.1,10,23,1.1,9,21,1.11,9.3,22,1.3,3.5,1.95,1.95,1.07,11,29,1.07,12,31,1.1,9.1,28,1.22,4.33,2.02,1.77
ligue-1,2019-2020,16/08/2019,Lyon,Angers,6,0,11,10,9,3,2,5,7,14,1,2,0,0,H,3,0,H,1.5,4.33,6,1.48,4.5,6.5,1.45,4.4,7.2,1.57,2.37,1.86,2.07,1.45,4.33,7,1.48,4.5,6.5,1.45,4.4,7.2,1.66,2.2,1.87,2.06
ligue-1,2019-2020,17/08/2019,Nantes,Marseille,0,0,13,9,6,2,7,3,16,18,0,3,0,0,D,0,0,D,2.6,3.1,2.9,2.6,3.2,2.8,2.55,3.2,2.85,2.1,1.72,1.84,2.09,2.4,3.1,3.1,2.55,3.2,2.9,2.45,3.2,3,2.2,1.66,2.14,1.8
ligue-1,2019-2020,17/08/2019,Amiens,Lille,1,0,8,10,3,1,3,10,13,7,1,1,0,1,H,0,0,D,3.3,3.1,2.37,3.4,3.1,2.3,3.3,3.05,2.35,2.5,1.53,1.86,2.07,3.3,3.1,2.37,3.4,3.1,2.3,3.25,3.05,2.4,2.37,1.57,1.88,2.05
ligue-1,2019-2020,17/08/2019,Bordeaux,Montpellier,1,1,13,10,4,4,3,5,15,21,2,1,0,0,D,0,1,A,2.62,3,3,2.8,2.9,2.85,2.7,3,2.9,2.5,1.53,1.88,2.05,2.55,3,3.1,2.65,2.95,3,2.6,2.95,3,2.62,1.5,1.78,2.16
ligue-1,2019-2020,17/08/2019,Metz,Monaco,3,0,18,12,10,6,6,4,16,7,1,2,0,1,H,1,0,H,3,3.2,2.5,3.1,3.1,2.5,2.95,3.05,2.55,2.37,1.57,2.11,1.82,3.1,3.2,2.4,3,3.2,2.5,3.1,3.05,2.5,2.37,1.57,1.81,2.13
ligue-1,2019-2020,17/08/2019,Nimes,Nice,1,2,18,6,5,3,2,1,21,12,5,5,2,1,A,1,2,A,2.1,3.3,3.6,2.2,3.25,3.5,2.15,3.3,3.5,2,1.8,1.9,2.03,2,3.4,3.8,2.1,3.3,3.7,2.1,3.35,3.65,2.1,1.72,1.81,2.13
ligue-1,2019-2020,17/08/2019,Toulouse,Dijon,1,0,18,18,7,5,7,5,11,5,2,0,0,0,H,0,0,D,2.1,3.1,4,1.95,3.5,3.9,2,3.45,3.85,2.1,1.72,2.05,1.88,1.9,3.5,4.1,2,3.3,3.9,2,3.4,3.9,2,1.8,2.02,1.91
ligue-1,2019-2020,18/08/2019,St Etienne,Brest,1,1,19,9,5,4,4,2,16,8,1,2,0,0,D,0,1,A,1.61,3.75,6,1.62,4,5.5,1.65,3.95,5.3,1.8,2,2.05,1.75,1.6,3.8,6,1.6,4,5.75,1.67,3.9,5.2,1.8,2,2.05,1.75
ligue-1,2019-2020,18/08/2019,Reims,Strasbourg,0,0,11,4,1,1,2,4,18,19,2,0,0,0,D,0,0,D,2,3.2,4,2,3.3,4,2.05,3.15,4,2.5,1.53,2.08,1.85,2.1,3.2,3.8,2.05,3.2,4,2.05,3.15,4,2.5,1.53,2.11,1.82
ligue-1,2019-2020,18/08/2019,Rennes,Paris SG,2,1,11,9,4,2,4,7,15,19,1,5,0,0,H,1,1,D,8,5.25,1.36,7.75,5.75,1.34,7.5,5.4,1.36,1.44,2.75,1.94,1.99,8,5.25,1.36,8,5.5,1.35,8,5.3,1.35,1.53,2.5,1.84,2.09
ligue-1,2019-2020,24/08/2019,Amiens,Nantes,1,2,3,25,1,6,2,5,9,13,1,1,1,0,A,0,0,D,2.6,3.1,2.8,2.7,2.95,2.75,2.7,2.95,2.95,2.62,1.5,1.89,2.04,2.75,3.1,2.7,2.7,3,2.85,2.85,2.95,2.8,2.62,1.5,1.98,1.95
ligue-1,2019-2020,24/08/2019,Angers,Metz,3,0,15,4,5,2,2,1,15,8,1,2,0,0,H,2,0,H,2.1,3.25,3.75,2,3.2,3.9,2.1,3.2,3.8,2.37,1.57,1.85,2.08,2.1,3.2,3.6,2.1,3.2,3.9,2.15,3.1,3.85,2.62,1.5,1.84,2.09
ligue-1,2019-2020,24/08/2019,Brest,Reims,1,0,8,10,4,2,6,5,18,14,1,1,0,0,H,0,0,D,2.7,3,2.87,2.65,2.95,2.8,2.7,3.05,2.85,2.37,1.57,1.9,2.03,2.6,3,3,2.7,3,2.9,2.65,3.05,2.9,2.37,1.57,1.87,2.06
ligue-1,2019-2020,24/08/2019,Dijon,Bordeaux,0,2,10,10,1,3,3,7,12,18,0,2,0,0,A,0,1,A,2.62,3.1,2.8,2.55,3.1,2.8,2.65,3.15,2.8,2.2,1.66,1.92,2.01,3,3.1,2.55,2.8,3.1,2.7,2.95,3,2.65,2.5,1.53,2.09,1.84
ligue-1,2019-2020,25/08/2019,Monaco,Nimes,2,2,16,14,6,4,6,7,14,17,2,1,1,0,D,2,0,H,1.6,3.8,6,1.6,3.8,5.5,1.63,4,5.3,1.8,2,2.02,1.77,1.65,3.75,5.75,1.62,4,5.5,1.63,4,5.4,1.9,1.9,1.86,2.07
ligue-1,2019-2020,25/08/2019,Strasbourg,Rennes,0,2,19,7,3,4,6,0,13,13,4,2,1,0,A,0,1,A,2.75,3.1,2.7,2.65,3.1,2.7,2.65,3.1,2.8,2.3,1.61,1.9,2.03,2.8,3,2.7,2.7,3,2.9,2.8,3.2,2.6,2.3,1.61,2.01,1.92
ligue-1,2019-2020,25/08/2019,Paris SG,Toulouse,4,0,21,3,11,0,12,1,8,13,0,1,0,0,H,0,0,D,1.1,10,21,1.1,9,21,1.11,9.8,21,1.25,4,2.01,1.92,1.1,10,23,1.1,10,23,1.12,9,20,1.22,4.33,1.99,1.94
ligue-1,2019-2020,27/08/2019,Montpellier,Lyon,1,0,19,14,5,4,8,2,14,11,2,4,0,1,H,1,0,H,3.6,3.4,2.05,3.5,3.4,2.05,3.6,3.5,2.05,1.9,1.9,2.05,1.75,4,3.4,1.8,4.1,3.7,1.87,4,3.6,1.9,1.8,2,1.97,1.96
ligue-1,2019-2020,28/08/2019,Lille,St Etienne,3,0,16,9,7,4,3,3,9,12,0,0,0,0,H,1,0,H,2.2,3.2,3.4,2.15,3.25,3.4,2.25,3.4,3.2,2,1.8,2,1.93,2.05,3.4,3.6,2.15,3.3,3.5,2.1,3.4,3.5,2,1.8,1.88,2.05
ligue-1,2019-2020,28/08/2019,Nice,Marseille,1,2,12,12,3,5,4,3,7,13,1,1,0,0,A,0,1,A,3,3.2,2.4,3,3.3,2.3,3,3.25,2.45,2.1,1.72,1.81,2.13,3.4,3.2,2.2,3.25,3.2,2.3,3.45,3.1,2.3,2.5,1.53,2.02,1.91
ligue-1,2019-2020,30/08/2019,Metz,Paris SG,0,2,7,10,2,4,4,7,11,13,1,0,0,0,A,0,2,A,7.5,4.75,1.4,7,4.75,1.44,7,4.5,1.45,1.8,2,1.88,2.05,6,4.5,1.5,7.5,4.5,1.44,7,4.5,1.45,1.8,2,2.04,1.89
ligue-1,2019-2020,31/08/2019,Lyon,Bordeaux,1,1,10,18,3,6,4,5,12,14,4,3,1,0,D,1,0,H,1.36,5,8.5,1.36,5,8.5,1.4,4.8,7.5,1.61,2.3,1.91,2.02,1.5,4.2,6.5,1.55,3.9,6.75,1.53,4.1,6.3,1.8,2,1.98,1.95
ligue-1,2019-2020,31/08/2019,Angers,Dijon,2,0,12,5,3,2,5,3,11,17,0,2,0,0,H,0,0,D,1.7,3.6,5,1.7,3.75,5.25,1.7,3.65,5.1,2.1,1.72,1.97,1.96,1.61,3.75,5.5,1.67,3.7,5.5,1.7,3.65,5.2,2,1.8,1.92,2.01
ligue-1,2019-2020,31/08/2019,Nantes,Montpellier,1,0,14,8,7,1,6,2,14,12,2,2,0,0,H,0,0,D,2.1,3.1,3.75,2.2,3.1,3.6,2.2,3.1,3.55,2.37,1.57,1.92,2.01,2.5,3.1,3.1,2.45,3.1,3.1,2.55,3.05,3,2.5,1.53,2.17,1.77
ligue-1,2019-2020,31/08/2019,Nimes,Brest,3,0,21,7,8,3,8,2,11,17,3,4,0,0,H,2,0,H,2,3.25,4.2,2.05,3.3,3.8,2.05,3.3,3.7,1.9,1.9,1.83,2.1,2.1,3.25,3.75,2,3.3,4,2,3.3,4.05,2,1.8,1.98,1.95
ligue-1,2019-2020,31/08/2019,Toulouse,Amiens,2,0,13,10,4,1,4,3,15,8,0,1,0,0,H,0,0,D,2.05,3,4.2,2.15,3.1,3.8,2.15,3.1,3.75,2.5,1.53,1.85,2.08,2.3,3,3.5,2.3,3,3.5,2.3,3.2,3.3,2.1,1.72,1.99,1.94
ligue-1,2019-2020,01/09/2019,Reims,Lille,2,0,12,11,5,3,5,1,19,15,3,2,0,1,H,0,0,D,2.87,2.87,2.8,2.9,2.95,2.7,2.85,2.95,2.7,2.62,1.5,2.01,1.92,3,2.87,2.7,3,2.95,2.65,2.9,3,2.7,2.62,1.5,2.04,1.89
ligue-1,2019-2020,01/09/2019,Rennes,Nice,1,2,11,11,3,7,8,6,13,13,2,3,0,0,A,1,0,H,1.72,3.5,5.5,1.7,3.6,5.5,1.7,3.55,5.5,2.3,1.61,2.01,1.92,1.7,3.5,5.25,1.78,3.4,5.25,1.75,3.6,4.9,2,1.8,2.02,1.91
ligue-1,2019-2020,01/09/2019,Strasbourg,Monaco,2,2,14,16,5,6,6,4,14,17,4,3,0,0,D,1,2,A,2.7,3.2,2.75,2.65,3.2,2.8,2.65,3.2,2.75,2.2,1.66,1.93,2,2.45,3.2,3,2.6,3.2,2.8,2.7,3.2,2.7,2,1.8,2.13,1.81
ligue-1,2019-2020,01/09/2019,Marseille,St Etienne,1,0,9,12,2,3,5,6,16,7,5,2,0,0,H,1,0,H,2.05,3.5,3.6,1.95,3.5,3.9,2,3.5,3.8,1.9,1.9,2.02,1.91,1.8,3.75,4.5,1.87,3.5,4.4,1.85,3.6,4.3,1.9,1.9,2.02,1.77
