league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,Referee,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,IWCH,IWCD,IWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
epl,2019-2020,31/08/2019,Chelsea,Sheffield United,2,2,13,8,5,2,3,4,6,11,0,1,0,0,D,2,0,H,S Attwell,1.36,4.75,9,1.34,5,9.5,1.35,5.3,8,1.72,2.1,2.05,1.75,1.36,4.75,8,1.36,5,9.5,1.35,5.3,8,1.72,2.1,2.01,1.92
epl,2019-2020,31/08/2019,Crystal Palace,Aston Villa,1,0,22,10,5,2,13,2,15,16,2,4,0,1,H,0,0,D,K Friend,2.15,3.3,3.5,2.2,3.3,3.4,2.2,3.4,3.35,1.9,1.9,1.91,2.02,2.2,3.4,3.3,2.3,3.4,3.2,2.25,3.45,3.15,1.9,1.9,1.96,1.97
epl,2019-2020,31/08/2019,Leicester,Bournemouth,3,1,13,8,5,2,4,5,9,11,1,3,0,0,H,2,1,H,P Bankes,1.7,4,4.75,1.7,4,4.75,1.73,4.05,4.5,1.66,2.2,1.93,2,1.61,4,5.25,1.65,4.2,5,1.75,3.8,4.6,1.72,2.1,1.87,2.06
epl,2019-2020,31/08/2019,Man City,Brighton,4,0,15,6,6,2,8,1,10,6,1,1,0,0,H,2,0,H,J Moss,1.08,10,26,1.07,11.5,31,1.08,10.5,29,1.3,3.5,1.97,1.96,1.08,11,26,1.09,11,29,1.1,9.1,28,1.33,3.4,1.98,1.95
epl,2019-2020,31/08/2019,Newcastle,Watford,1,1,13,13,5,3,6,5,5,11,2,3,0,0,D,1,1,D,G Scott,2.5,3.25,2.87,2.5,3.3,2.85,2.6,3.25,2.8,2,1.8,1.9,2.03,2.55,3.1,2.9,2.6,3.2,2.9,2.45,3.25,2.95,2.1,1.72,2.07,1.72
epl,2019-2020,31/08/2019,West Ham,Norwich,2,0,18,8,8,3,8,2,16,10,2,1,0,0,H,1,0,H,P Tierney,1.85,3.9,3.9,1.87,3.8,4,1.87,3.95,3.75,1.44,2.75,1.9,2.03,1.85,4,3.75,1.87,4,3.9,1.9,4,3.6,1.4,3,1.92,2.01
epl,2019-2020,31/08/2019,Burnley,Liverpool,0,3,7,15,2,7,6,4,10,16,0,0,0,0,A,0,2,A,C Kavanagh,9.5,5.5,1.3,9.75,5.5,1.3,8.4,5.5,1.33,1.61,2.3,1.9,2.03,8.5,5.25,1.33,8.75,5.25,1.36,8.4,5.5,1.33,1.53,2.5,1.9,2.03
epl,2019-2020,01/09/2019,Everton,Wolves,3,2,15,8,6,5,7,7,12,12,1,4,0,1,H,2,1,H,A Taylor,2.2,3.25,3.5,2.15,3.25,3.6,2.1,3.25,3.65,2.2,1.66,1.86,2.07,2,3.25,4,2.05,3.25,3.9,2.05,3.25,3.95,2.3,1.61,2.02,1.77
epl,2019-2020,01/09/2019,Arsenal,Tottenham,2,2,26,13,8,9,11,6,13,19,3,5,0,0,D,1,2,A,M Atkinson,2.37,3.6,2.8,2.4,3.6,2.8,2.35,3.6,2.85,1.57,2.37,2.1,1.83,2.55,3.6,2.62,2.6,3.6,2.65,2.55,3.6,2.6,1.53,2.5,1.95,1.98
epl,2019-2020,14/09/2019,Liverpool,Newcastle,3,1,21,8,9,1,10,1,5,4,0,0,0,0,H,2,1,H,A Marriner,1.14,8.5,17,1.14,8.25,18.5,1.15,8,17.5,1.4,3,2.03,1.9,1.18,7.5,13,1.19,7.5,15,1.15,8,17.5,1.5,2.62,1.82,1.97
epl,2019-2020,14/09/2019,Brighton,Burnley,1,1,14,7,5,1,3,6,13,7,0,2,0,0,D,0,0,D,M Oliver,2.15,3.3,3.5,2.15,3.3,3.5,2.1,3.35,3.55,2.1,1.72,1.86,2.07,2.05,3.4,3.7,2.15,3.3,3.5,2.25,3.35,3.2,2.1,1.72,1.85,2.08
epl,2019-2020,14/09/2019,Man United,Leicester,1,0,10,9,5,3,3,9,14,14,1,2,0,0,H,1,0,H,M Atkinson,1.95,3.5,4,1.87,3.7,4.1,1.8,3.6,4.5,1.9,1.9,1.97,1.96,2.1,3.25,3.75,2.15,3.3,3.7,2,3.4,3.8,2,1.8,1.86,2.07
epl,2019-2020,14/09/2019,Sheffield United,Southampton,0,1,17,11,4,7,12,6,10,7,1,1,1,0,A,0,0,D,L Mason,2.45,3.2,3,2.45,3.1,3.1,2.45,3.2,3.05,2.1,1.72,2.11,1.82,2.4,3.3,3,2.55,3.1,2.95,2.4,3.2,3.1,2.2,1.66,2.09,1.84
epl,2019-2020,14/09/2019,Tottenham,Crystal Palace,4,0,13,11,5,6,4,3,19,11,4,2,0,0,H,4,0,H,C Pawson,1.36,5.25,8,1.36,5,8.5,1.45,4.6,6.8,1.61,2.3,1.93,2,1.36,5,8,1.36,5,8.5,1.45,4.6,6.8,1.57,2.37,2.03,1.9
epl,2019-2020,14/09/2019,Wolves,Chelsea,2,5,11,15,4,6,7,5,8,11,1,2,0,0,A,0,3,A,G Scott,2.9,3.3,2.5,2.95,3.4,2.4,2.95,3.35,2.4,1.9,1.9,1.81,2.13,3,3.4,2.37,3,3.4,2.4,3,3.35,2.35,2,1.8,1.84,2.09
epl,2019-2020,14/09/2019,Norwich,Man City,3,2,7,25,3,8,3,16,8,7,3,1,0,0,H,2,1,H,K Friend,15,9,1.14,14.5,8.5,1.16,15,8.5,1.15,1.22,4.33,1.89,2.04,23,11,1.08,29,13,1.08,20,9,1.12,1.22,4.33,1.72,2.07
epl,2019-2020,15/09/2019,Bournemouth,Everton,3,1,13,14,6,5,7,7,5,14,0,4,0,0,H,1,1,D,P Tierney,2.9,3.5,2.4,3,3.5,2.3,2.95,3.5,2.3,1.72,2.1,1.86,2.07,3.2,3.5,2.2,3.3,3.4,2.2,3.2,3.4,2.25,1.8,2,2,1.93
epl,2019-2020,15/09/2019,Watford,Arsenal,2,2,31,10,7,4,7,1,14,4,3,3,0,0,D,0,2,A,A Taylor,3.6,3.6,2,3.8,3.8,1.91,3.9,3.7,1.9,1.57,2.37,1.89,2.04,4,3.9,1.85,4,3.8,1.9,3.9,3.7,1.9,1.53,2.5,2.06,1.87
epl,2019-2020,16/09/2019,Aston Villa,West Ham,0,0,10,13,5,1,2,4,13,12,2,1,0,1,D,0,0,D,M Dean,2.62,3.5,2.6,2.6,3.4,2.7,2.6,3.6,2.55,1.61,2.3,1.96,1.97,2.7,3.5,2.5,2.7,3.6,2.5,2.7,3.45,2.5,1.57,2.37,2.04,1.89
epl,2019-2020,20/09/2019,Southampton,Bournemouth,1,3,25,6,6,3,4,5,8,9,1,3,0,0,A,0,2,A,C Kavanagh,2.05,3.6,3.5,2,3.7,3.6,2.1,3.6,3.4,1.66,2.2,1.8,2,2.15,3.5,3.3,2.15,3.6,3.25,2.2,3.55,3.15,1.66,2.2,1.9,2.03
epl,2019-2020,21/09/2019,Leicester,Tottenham,2,1,16,11,7,4,8,2,16,13,1,2,0,0,H,0,1,A,P Tierney,2.87,3.5,2.37,2.95,3.4,2.4,2.85,3.45,2.4,1.8,2,1.8,2.14,2.62,3.4,2.6,2.75,3.4,2.6,2.65,3.4,2.6,1.8,2,1.97,1.96
epl,2019-2020,21/09/2019,Burnley,Norwich,2,0,13,11,6,2,7,3,11,10,0,1,0,0,H,2,0,H,D Coote,2,3.8,3.5,1.95,3.8,3.6,2,3.6,3.6,1.66,2.2,2,1.93,2,3.75,3.5,2,3.7,3.7,2,3.6,3.6,1.66,2.2,2.01,1.92
epl,2019-2020,21/09/2019,Everton,Sheffield United,0,2,16,2,3,1,12,3,9,9,1,3,0,0,A,0,1,A,S Hooper,1.61,3.75,6,1.65,3.8,5.5,1.67,3.75,5.3,2,1.8,1.9,2.03,1.72,3.6,5,1.75,3.5,5.5,1.7,3.5,5.5,2,1.8,2.05,1.88
epl,2019-2020,21/09/2019,Man City,Watford,8,0,28,5,11,4,5,4,5,9,2,2,0,0,H,5,0,H,M Dean,1.1,11,21,1.11,10.5,17.5,1.12,9,20,1.25,4,1.98,1.95,1.08,11,23,1.11,10.5,23,1.12,9,20,1.25,4,1.9,2.03
epl,2019-2020,21/09/2019,Newcastle,Brighton,0,0,11,16,4,3,5,3,12,8,2,1,0,0,D,0,0,D,M Atkinson,2.5,3.2,3,2.45,3.2,3,2.5,3.1,3.05,2.3,1.61,2.05,1.75,2.37,3.2,3.1,2.4,3.2,3.2,2.4,3.15,3.15,2.3,1.61,2.04,1.89
epl,2019-2020,22/09/2019,Crystal Palace,Wolves,1,1,13,14,4,4,6,7,7,10,2,1,0,1,D,0,0,D,S Attwell,2.62,3.1,2.87,2.65,3,2.95,2.6,3.1,2.9,2.37,1.57,1.87,2.06,2.7,3.1,2.8,2.75,3.1,2.85,2.65,3.1,2.85,2.37,1.57,1.99,1.94
epl,2019-2020,22/09/2019,West Ham,Man United,2,0,8,9,6,3,3,7,8,9,2,2,0,0,H,1,0,H,A Taylor,3.1,3.6,2.2,3.25,3.6,2.15,3.4,3.5,2.1,1.66,2.2,1.96,1.97,3,3.5,2.3,3.2,3.5,2.25,3.15,3.3,2.3,1.8,2,1.84,2.09
epl,2019-2020,22/09/2019,Arsenal,Aston Villa,3,2,21,14,6,9,9,4,13,15,5,1,1,0,H,0,1,A,J Moss,1.4,4.75,8,1.4,5,7.25,1.4,4.8,7.5,1.44,2.75,1.95,1.98,1.4,5,7,1.4,5.25,7.25,1.4,4.8,7.5,1.4,3,1.97,1.96
epl,2019-2020,22/09/2019,Chelsea,Liverpool,1,2,13,6,2,3,6,4,8,13,3,3,0,0,A,0,2,A,M Oliver,3.5,3.75,2,3.6,3.7,2,3.4,3.5,2.1,1.57,2.37,1.87,2.06,3.2,3.75,2.1,3.2,3.75,2.15,3.2,3.5,2.2,1.53,2.5,2.01,1.92
epl,2019-2020,28/09/2019,Sheffield United,Liverpool,0,1,12,16,2,4,6,5,8,4,1,1,0,0,A,0,0,D,A Taylor,9,5.25,1.33,9.5,5.25,1.33,8.1,5.1,1.36,1.61,2.3,1.72,2.07,9,5.25,1.33,8.5,5,1.36,8,5.3,1.35,1.61,2.3,1.75,2.05
epl,2019-2020,28/09/2019,Aston Villa,Burnley,2,2,16,10,3,3,7,3,10,16,1,4,0,0,D,1,0,H,L Mason,2.3,3.4,3.1,2.35,3.3,3.1,2.35,3.35,3,1.9,1.9,2.07,1.86,2.25,3.4,3.2,2.3,3.3,3.2,2.2,3.45,3.25,1.9,1.9,2.04,1.89
epl,2019-2020,28/09/2019,Bournemouth,West Ham,2,2,13,17,5,6,6,6,7,8,3,1,0,0,D,1,1,D,S Attwell,2.5,3.5,2.75,2.5,3.6,2.7,2.4,3.6,2.75,1.57,2.37,2.07,1.72,2.37,3.6,2.8,2.4,3.6,2.8,2.35,3.6,2.9,1.53,2.5,2.1,1.83
epl,2019-2020,28/09/2019,Chelsea,Brighton,2,0,24,8,10,1,5,2,5,13,2,3,0,0,H,0,0,D,C Kavanagh,1.4,4.75,8,1.42,4.6,7.75,1.45,4.65,6.8,1.66,2.2,2.03,1.9,1.4,4.75,7.5,1.44,4.6,7.5,1.42,4.85,7.1,1.61,2.3,2.03,1.9
epl,2019-2020,28/09/2019,Crystal Palace,Norwich,2,0,15,10,3,3,5,5,14,10,3,1,0,0,H,1,0,H,J Moss,1.9,3.75,3.75,1.95,3.6,3.8,1.9,3.75,3.85,1.72,2.1,1.93,2,1.9,3.75,3.75,1.91,3.75,3.8,1.93,3.75,3.8,1.72,2.1,1.9,2.03
epl,2019-2020,28/09/2019,Tottenham,Southampton,2,1,9,14,4,6,6,6,5,16,0,2,1,0,H,2,1,H,G Scott,1.4,4.75,8,1.42,4.6,7.5,1.45,4.7,6.7,1.57,2.37,2.02,1.91,1.36,5.25,7.5,1.4,5,7.5,1.47,4.3,7,1.53,2.5,1.8,2.14
epl,2019-2020,28/09/2019,Wolves,Watford,2,0,6,14,2,5,1,6,5,6,0,1,0,0,H,1,0,H,P Tierney,1.85,3.4,4.5,1.87,3.5,4.33,1.87,3.4,4.5,1.9,1.9,1.9,2.03,1.9,3.4,4.2,1.91,3.4,4.33,1.87,3.45,4.25,1.9,1.9,1.95,1.98
epl,2019-2020,28/09/2019,Everton,Man City,1,3,12,20,8,9,5,2,4,8,2,2,0,0,A,1,1,D,M Oliver,10,5.5,1.3,9.75,6,1.28,9.6,5.5,1.3,1.5,2.62,2.03,1.9,8,5.5,1.33,8.5,5.5,1.33,9.6,5.5,1.3,1.57,2.37,1.72,2.07
epl,2019-2020,29/09/2019,Leicester,Newcastle,5,0,13,3,5,0,9,0,12,9,1,1,0,1,H,1,0,H,C Pawson,1.5,4,7.5,1.53,4,6.75,1.53,4,6.7,2,1.8,1.98,1.95,1.5,4,7,1.53,4.1,7,1.55,4,6.5,1.9,1.9,1.93,2
epl,2019-2020,30/09/2019,Man United,Arsenal,1,1,16,10,4,5,8,7,18,13,4,2,0,0,D,1,0,H,K Friend,2.37,3.5,2.9,2.35,3.4,3,2.35,3.6,2.9,1.61,2.3,2.07,1.86,2.2,3.6,3.1,2.2,3.5,3.2,2.2,3.4,3.3,1.61,2.3,1.96,1.97
epl,2019-2020,05/10/2019,Brighton,Tottenham,3,0,17,8,6,3,4,4,11,7,2,1,0,0,H,2,0,H,J Moss,3.9,3.6,1.9,3.8,3.6,1.95,3.8,3.6,1.95,1.72,2.1,1.95,1.98,4.75,3.9,1.7,5.5,4,1.65,4.8,3.7,1.75,1.72,2.1,1.98,1.95
epl,2019-2020,05/10/2019,Burnley,Everton,1,0,9,11,3,2,7,9,5,12,2,1,0,1,H,0,0,D,G Scott,2.87,3.3,2.5,2.85,3.25,2.55,2.9,3.25,2.5,2.1,1.72,1.7,2.1,3.2,3.1,2.37,3.2,3.2,2.4,3.05,3.2,2.4,2,1.8,1.86,2.07
epl,2019-2020,05/10/2019,Liverpool,Leicester,2,1,18,2,8,1,4,6,9,17,1,4,0,0,H,1,0,H,C Kavanagh,1.44,4.75,7,1.45,4.6,7,1.47,4.6,6.5,1.57,2.37,2.07,1.86,1.57,4.2,5.5,1.57,4.33,5.75,1.5,4.5,6.1,1.57,2.37,2.03,1.9
epl,2019-2020,05/10/2019,Norwich,Aston Villa,1,5,21,22,5,12,10,6,14,17,1,3,0,0,A,0,2,A,A Madley,2.37,3.6,2.8,2.3,3.6,2.95,2.35,3.65,2.8,1.57,2.37,2.07,1.72,2.37,3.6,2.8,2.4,3.6,2.9,2.35,3.6,2.85,1.53,2.5,2.13,1.81
epl,2019-2020,05/10/2019,Watford,Sheffield United,0,0,8,9,2,3,7,7,7,6,0,2,0,0,D,0,0,D,A Marriner,2.05,3.4,3.6,2.2,3.3,3.4,2.1,3.4,3.5,2,1.8,1.86,2.07,2.3,3.2,3.25,2.35,3.3,3.2,2.2,3.4,3.3,2.1,1.72,2.05,1.88
epl,2019-2020,05/10/2019,West Ham,Crystal Palace,1,2,9,7,4,4,2,2,11,7,3,2,0,0,A,0,0,D,M Oliver,1.95,3.6,3.8,2,3.5,3.75,2,3.55,3.7,1.8,2,2.02,1.91,1.95,3.6,3.75,2,3.6,3.8,2.05,3.5,3.6,1.72,2.1,2.02,1.91
epl,2019-2020,06/10/2019,Arsenal,Bournemouth,1,0,12,10,2,2,14,5,12,6,1,2,0,0,H,1,0,H,M Atkinson,1.44,4.75,7,1.42,5,6.75,1.46,5,6,1.33,3.4,1.97,1.96,1.36,5.5,7,1.36,5.75,7.5,1.4,4.8,7.6,1.28,3.75,1.91,2.02
epl,2019-2020,06/10/2019,Man City,Wolves,0,2,18,7,2,2,9,1,11,14,5,2,0,0,A,0,0,D,C Pawson,1.12,9,21,1.13,9,19.5,1.13,9,18,1.36,3.2,1.93,2,1.12,8.5,21,1.15,8.5,20,1.15,7.6,18.5,1.36,3.2,2.04,1.89
epl,2019-2020,06/10/2019,Southampton,Chelsea,1,4,10,13,3,7,3,4,8,15,0,1,0,0,A,1,3,A,P Tierney,4,3.8,1.85,4,3.75,1.87,3.95,3.8,1.87,1.72,2.1,2.04,1.89,4.6,4.2,1.66,4.5,4.2,1.72,4.4,3.9,1.75,1.53,2.5,1.7,2.1
epl,2019-2020,06/10/2019,Newcastle,Man United,1,0,12,12,2,3,4,6,12,10,3,3,0,0,H,0,0,D,M Dean,4.5,3.5,1.85,4.5,3.4,1.87,4.35,3.4,1.9,2.2,1.66,2,1.93,3.8,3.25,2.05,4,3.3,2.05,3.9,3.3,2.05,2.1,1.72,2.07,1.72
epl,2019-2020,19/10/2019,Everton,West Ham,2,0,19,8,10,4,11,2,15,15,2,2,0,0,H,1,0,H,P Tierney,1.95,3.75,3.75,1.95,3.6,3.8,1.97,3.65,3.7,1.72,2.1,1.99,1.91,1.75,4,4.2,1.78,4,4.4,1.87,3.8,3.95,1.57,2.37,1.72,2.07
