league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
ligue-1,2016-2017,12/08/16,Bastia,Paris SG,0,1,10,9,0,6,2,6,15,16,3,3,0,0,A,0,0,D,13,4.75,1.29,11,5,1.33,7.5,4.3,1.4
ligue-1,2016-2017,12/08/16,Monaco,Guingamp,2,2,18,9,4,5,8,2,14,15,3,4,0,0,D,0,2,A,1.62,3.8,5.25,1.65,3.75,5.5,1.7,3.4,5
ligue-1,2016-2017,13/08/16,Bordeaux,St Etienne,3,2,10,14,6,5,3,6,9,20,1,2,0,0,H,1,0,H,2.5,3.1,3.1,2.4,3,3.1,2.4,3.15,2.9
ligue-1,2016-2017,13/08/16,Caen,Lorient,3,2,15,8,6,2,10,2,13,9,1,2,0,1,H,2,2,D,2.2,3.25,3.5,2.1,3.2,3.5,2.1,3.15,3.45
ligue-1,2016-2017,13/08/16,Dijon,Nantes,0,1,6,10,2,3,3,4,6,11,0,2,0,0,A,0,0,D,2.5,3.1,3.1,2.45,3,3,2.6,3.1,2.7
ligue-1,2016-2017,13/08/16,Metz,Lille,3,2,7,13,3,4,4,5,13,9,2,2,0,0,H,0,1,A,3.4,3.2,2.2,3.3,3,2.3,3.3,3.1,2.2
ligue-1,2016-2017,13/08/16,Montpellier,Angers,1,0,14,12,3,2,7,2,9,12,1,2,0,0,H,1,0,H,2.1,3.1,4,2.05,3.1,3.9,2,3.2,3.75
ligue-1,2016-2017,14/08/16,Marseille,Toulouse,0,0,10,6,2,2,9,6,14,12,3,1,0,0,D,0,0,D,2,3.3,4,2,3.25,3.8,2.1,3.15,3.45
ligue-1,2016-2017,14/08/16,Nancy,Lyon,0,3,11,9,1,7,4,4,18,14,4,2,0,0,A,0,2,A,3.5,3.3,2.15,3.3,3.2,2.2,3.45,3.15,2.1
ligue-1,2016-2017,14/08/16,Nice,Rennes,1,0,7,19,1,4,4,8,12,9,0,1,0,0,H,0,0,D,2.38,3.1,3.25,2.45,3,3,2.3,3.1,3.1
ligue-1,2016-2017,19/08/16,Lyon,Caen,2,0,21,7,7,1,13,3,17,14,3,4,0,0,H,1,0,H,1.33,4.75,9.5,1.4,4.6,8.25,1.4,4.3,7.5
ligue-1,2016-2017,20/08/16,Angers,Nice,0,1,21,14,6,8,10,3,11,10,1,2,0,0,A,0,1,A,2.5,3,3.2,2.5,2.9,3.3,2.5,3.1,2.8
ligue-1,2016-2017,20/08/16,Lille,Dijon,1,0,10,7,3,2,6,5,12,15,1,2,0,0,H,0,0,D,1.67,3.5,6,1.67,3.5,6,1.7,3.5,4.85
ligue-1,2016-2017,20/08/16,Lorient,Bastia,0,3,10,16,3,7,2,5,15,11,2,4,2,0,A,0,2,A,1.85,3.5,4.5,1.85,3.3,4.75,1.9,3.35,3.9
ligue-1,2016-2017,20/08/16,Nantes,Monaco,0,1,8,8,2,3,10,3,15,18,2,4,0,0,A,0,1,A,2.5,3,3,2.6,3,3,2.7,3,2.7
ligue-1,2016-2017,20/08/16,Rennes,Nancy,2,0,9,8,3,1,3,7,11,8,4,2,0,0,H,1,0,H,2.1,3.25,3.8,2.05,3.2,4,2.1,3.15,3.45
ligue-1,2016-2017,20/08/16,Toulouse,Bordeaux,4,1,11,9,5,2,3,6,19,14,1,3,0,1,H,2,0,H,2.3,3.2,3.25,2.35,3.1,3.3,2.4,3.15,2.9
ligue-1,2016-2017,21/08/16,Guingamp,Marseille,2,1,14,8,4,3,4,6,9,15,0,1,0,0,H,1,0,H,2.7,3.1,2.8,2.65,3.2,2.8,2.7,3.1,2.6
ligue-1,2016-2017,21/08/16,Paris SG,Metz,3,0,29,11,8,6,15,2,10,6,1,1,0,0,H,0,0,D,1.13,8,26,1.12,8.5,23,1.15,7,15
ligue-1,2016-2017,21/08/16,St Etienne,Montpellier,3,1,14,13,5,3,4,6,9,12,1,1,0,0,H,0,1,A,2.05,3.25,3.75,2,3.2,4.25,2,3.2,3.75
ligue-1,2016-2017,26/08/16,Marseille,Lorient,2,0,13,10,8,5,3,4,15,11,1,1,0,0,H,1,0,H,1.75,3.6,5,1.72,3.6,4.75,1.75,3.4,4.65
ligue-1,2016-2017,27/08/16,Caen,Bastia,2,0,17,5,4,1,5,2,15,20,1,5,0,0,H,0,0,D,2.1,3.25,3.8,2.05,3.2,3.75,2.2,3.1,3.3
ligue-1,2016-2017,27/08/16,Dijon,Lyon,4,2,8,25,5,9,2,10,11,9,2,2,0,0,H,2,2,D,4.33,3.6,1.83,4.6,3.5,1.75,4.35,3.4,1.8
ligue-1,2016-2017,27/08/16,Metz,Angers,2,0,7,23,2,7,5,9,9,11,2,2,0,0,H,1,0,H,2.5,3,3.2,2.5,2.9,3.1,2.4,3.1,2.95
ligue-1,2016-2017,27/08/16,Montpellier,Rennes,1,1,11,12,5,2,4,4,13,16,1,2,0,0,D,1,0,H,2.38,3.1,3.2,2.25,3.1,3.3,2.2,3.1,3.3
ligue-1,2016-2017,27/08/16,Nancy,Guingamp,0,2,19,14,3,6,5,3,9,10,2,1,0,0,A,0,0,D,2.15,3.25,3.6,2.1,3.1,3.7,2.2,3.1,3.3
ligue-1,2016-2017,27/08/16,Nice,Lille,1,1,13,8,6,3,4,6,13,13,2,2,0,0,D,1,1,D,2.5,3,3,2.5,2.9,3.1,2.5,3.1,2.8
ligue-1,2016-2017,28/08/16,Bordeaux,Nantes,1,0,9,16,7,6,4,8,16,16,2,1,0,0,H,1,0,H,2.05,3.1,4.2,2.05,3.1,3.8,2.1,3.15,3.45
ligue-1,2016-2017,28/08/16,Monaco,Paris SG,3,1,9,6,2,2,2,7,9,10,1,2,0,0,H,2,0,H,4.75,3.5,1.8,4.75,3.6,1.72,4.65,3.4,1.75
ligue-1,2016-2017,28/08/16,St Etienne,Toulouse,0,0,16,9,3,2,7,4,9,16,2,1,0,0,D,0,0,D,2.15,3.25,3.6,2.05,3.1,3.8,2,3.2,3.75
