league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
la-liga,2015-2016,21/08/15,Malaga,Sevilla,0,0,25,10,5,2,7,2,19,11,3,3,0,1,D,0,0,D,3.4,3.4,2.15,3.3,3.4,2.25,2.9,3.3,2.3
la-liga,2015-2016,22/08/15,Ath Madrid,Las Palmas,1,0,14,8,3,1,4,4,11,16,2,0,0,0,H,1,0,H,1.2,6.5,15,1.22,6,12,1.25,5.5,10.3
la-liga,2015-2016,22/08/15,Espanol,Getafe,1,0,4,14,2,3,5,6,19,14,2,3,0,1,H,1,0,H,1.91,3.4,4.33,1.95,3.25,4,2,3.3,3.6
la-liga,2015-2016,22/08/15,La Coruna,Sociedad,0,0,15,9,5,2,5,4,16,10,3,2,0,0,D,0,0,D,2.5,3.2,3,2.55,3.1,2.8,2.6,3.2,2.6
la-liga,2015-2016,22/08/15,Vallecano,Valencia,0,0,8,10,3,4,3,3,19,11,3,1,0,0,D,0,0,D,3.6,3.5,2.05,3.5,3.4,2.05,3.6,3.3,2
la-liga,2015-2016,23/08/15,Ath Bilbao,Barcelona,0,1,8,10,2,4,2,4,16,11,3,3,0,0,A,0,0,D,6.5,4.33,1.5,6,4.2,1.5,5.2,4,1.57
la-liga,2015-2016,23/08/15,Betis,Villarreal,1,1,22,8,6,4,7,5,11,26,3,1,0,1,D,0,1,A,2.8,3.25,2.6,2.65,3.25,2.6,2.6,3.2,2.6
la-liga,2015-2016,23/08/15,Levante,Celta,1,2,11,15,2,6,4,6,12,17,1,3,1,0,A,0,1,A,3.6,3.3,2.15,3.25,3.2,2.2,2.9,3.3,2.3
la-liga,2015-2016,23/08/15,Sp Gijon,Real Madrid,0,0,6,27,0,8,2,5,20,4,4,0,0,0,D,0,0,D,13,6.5,1.22,10,6.5,1.22,12.5,6,1.2
la-liga,2015-2016,24/08/15,Granada,Eibar,1,3,12,10,6,4,6,5,5,23,1,6,1,0,A,0,2,A,1.91,3.3,4.5,1.95,3.1,4.33,2,3.3,3.6
la-liga,2015-2016,28/08/15,Villarreal,Espanol,3,1,14,4,4,2,2,3,10,20,1,6,0,0,H,0,1,A,1.57,3.8,6.5,1.62,3.75,6,1.6,3.7,5.4
la-liga,2015-2016,29/08/15,Barcelona,Malaga,1,0,22,4,13,1,15,2,4,21,0,3,0,0,H,0,0,D,1.1,10,26,1.13,7.75,16.5,1.15,7,15
la-liga,2015-2016,29/08/15,Celta,Vallecano,3,0,11,3,7,0,5,4,7,11,2,2,0,1,H,1,0,H,1.53,4.33,6,1.55,3.75,6.25,1.65,3.7,4.9
la-liga,2015-2016,29/08/15,Real Madrid,Betis,5,0,21,7,11,1,11,4,12,14,3,3,0,0,H,2,0,H,1.1,10,26,1.11,8.5,19.5,1.12,8,16
la-liga,2015-2016,29/08/15,Sociedad,Sp Gijon,0,0,12,7,1,2,6,4,10,15,4,5,0,0,D,0,0,D,1.85,3.5,4.5,1.9,3.5,4.75,1.85,3.45,4
la-liga,2015-2016,30/08/15,Eibar,Ath Bilbao,2,0,9,9,8,1,11,4,14,13,2,2,0,0,H,1,0,H,4,3.1,2.1,4,3.25,2.15,3.3,3.3,2.1
la-liga,2015-2016,30/08/15,Getafe,Granada,1,2,16,9,4,4,6,6,16,15,5,3,0,0,A,0,2,A,2.05,3.2,4,2.05,3.25,3.6,2.1,3.3,3.3
la-liga,2015-2016,30/08/15,Las Palmas,Levante,0,0,16,3,2,2,3,0,14,21,2,4,0,0,D,0,0,D,1.91,3.3,4.5,1.91,3.25,4.2,2,3.3,3.6
la-liga,2015-2016,30/08/15,Sevilla,Ath Madrid,0,3,25,17,7,7,11,1,17,13,3,4,0,0,A,0,1,A,2.8,3.2,2.63,2.75,3.3,2.7,2.6,3.2,2.6
la-liga,2015-2016,30/08/15,Valencia,La Coruna,1,1,12,12,5,3,5,7,13,15,2,1,1,0,D,1,1,D,1.44,4.33,8,1.44,4,7.75,1.45,4,7
la-liga,2015-2016,11/09/15,Levante,Sevilla,1,1,14,8,4,3,5,4,12,8,3,3,0,0,D,0,1,A,4.75,3.75,1.75,4.5,3.8,1.8,4,3.45,1.85
la-liga,2015-2016,12/09/15,Ath Madrid,Barcelona,1,2,11,13,3,5,1,10,17,5,3,1,0,0,A,0,0,D,3.3,3.2,2.3,3.3,3.3,2.3,3,3.2,2.3
la-liga,2015-2016,12/09/15,Betis,Sociedad,1,0,9,15,2,3,2,4,12,9,4,3,1,0,H,1,0,H,2.3,3.3,3.2,2.35,3.2,3,2.4,3.3,2.75
la-liga,2015-2016,12/09/15,Espanol,Real Madrid,0,6,14,15,3,8,5,6,19,10,2,2,0,0,A,0,4,A,10,5,1.33,8.75,5.25,1.34,8,5,1.33
la-liga,2015-2016,12/09/15,Sp Gijon,Valencia,0,1,16,17,8,3,5,6,16,11,3,3,0,0,A,0,0,D,3.4,3.2,2.25,3.3,3.2,2.3,2.75,3.3,2.4
la-liga,2015-2016,13/09/15,Ath Bilbao,Getafe,3,1,14,11,6,3,12,5,12,15,1,4,0,0,H,2,0,H,1.57,3.75,7,1.57,3.7,6.25,1.65,3.6,5.1
la-liga,2015-2016,13/09/15,Celta,Las Palmas,3,3,26,9,12,5,7,2,19,14,0,3,0,1,D,2,1,H,1.5,4.2,7,1.53,4,6,1.55,3.9,5.6
la-liga,2015-2016,13/09/15,Granada,Villarreal,1,3,13,8,2,5,8,6,16,21,2,4,0,0,A,0,0,D,3.5,3.1,2.25,3.4,3.2,2.3,3.2,3.2,2.2
la-liga,2015-2016,13/09/15,Malaga,Eibar,0,0,10,7,4,0,7,3,11,13,2,4,0,0,D,0,0,D,1.75,3.5,5.25,1.8,3.4,4.5,1.8,3.5,4.2
la-liga,2015-2016,14/09/15,Vallecano,La Coruna,1,3,8,14,2,8,5,4,12,10,2,2,1,0,A,1,2,A,2.1,3.5,3.5,2.1,3.4,3.3,2.15,3.3,3.2
la-liga,2015-2016,18/09/15,Getafe,Malaga,1,0,10,13,4,3,4,7,18,11,5,2,0,0,H,1,0,H,2.6,3.1,2.9,2.6,3.1,2.75,2.6,3.2,2.6
la-liga,2015-2016,19/09/15,Eibar,Ath Madrid,0,2,9,14,3,6,1,4,13,7,2,1,0,0,A,0,0,D,7,3.75,1.57,6.75,3.7,1.6,5.1,3.6,1.65
la-liga,2015-2016,19/09/15,Real Madrid,Granada,1,0,20,12,10,3,10,1,9,15,1,3,0,0,H,0,0,D,1.06,15,26,1.07,13,34,1.05,11,25
la-liga,2015-2016,19/09/15,Sociedad,Espanol,2,3,10,18,3,6,7,6,15,16,2,3,1,0,A,1,1,D,2,3.4,4,2,3.1,4.1,2,3.3,3.6
la-liga,2015-2016,19/09/15,Valencia,Betis,0,0,22,3,5,1,7,1,17,15,4,2,0,1,D,0,0,D,1.5,4.33,6.5,1.5,4.4,6.75,1.5,4,6.1
la-liga,2015-2016,20/09/15,Barcelona,Levante,4,1,21,11,8,4,4,4,8,16,0,1,0,0,H,0,0,D,1.06,12,29,1.07,10.5,26,1.07,9.5,22
la-liga,2015-2016,20/09/15,La Coruna,Sp Gijon,2,3,19,4,9,4,8,3,11,16,3,3,0,0,A,2,3,A,2.05,3.1,4.2,2.05,3.3,3.6,2,3.3,3.6
la-liga,2015-2016,20/09/15,Las Palmas,Vallecano,0,1,8,17,2,6,3,5,13,19,3,5,0,0,A,0,1,A,1.91,3.5,4,1.9,3.5,3.9,2,3.3,3.6
la-liga,2015-2016,20/09/15,Sevilla,Celta,1,2,13,15,5,5,5,5,16,16,3,5,0,1,A,0,2,A,1.8,3.75,4.33,1.83,3.7,4.5,1.85,3.45,4
