league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
bundesliga,2016-2017,26/08/16,Bayern Munich,Werder Bremen,6,0,27,4,14,2,8,1,7,8,0,1,0,0,H,2,0,H,1.1,10,23,1.1,9.75,18.5,1.15,7,15
bundesliga,2016-2017,27/08/16,Augsburg,Wolfsburg,0,2,13,12,2,6,2,3,15,17,1,2,0,0,A,0,1,A,2.8,3.25,2.6,2.8,3.4,2.4,2.6,3.2,2.6
bundesliga,2016-2017,27/08/16,Dortmund,Mainz,2,1,17,12,8,4,7,2,3,20,0,3,0,0,H,1,0,H,1.36,5,8.5,1.36,4.6,8.25,1.4,4.4,7.3
bundesliga,2016-2017,27/08/16,Ein Frankfurt,Schalke 04,1,0,11,11,4,3,7,5,11,15,2,2,1,0,H,1,0,H,3.4,3.3,2.2,3,3.5,2.2,3.1,3.3,2.2
bundesliga,2016-2017,27/08/16,FC Koln,Darmstadt,2,0,21,12,8,3,6,5,11,15,3,3,0,0,H,1,0,H,1.8,3.5,4.75,1.75,3.5,4.75,1.8,3.5,4.2
bundesliga,2016-2017,27/08/16,Hamburg,Ingolstadt,1,1,8,13,1,5,4,5,17,15,2,2,0,0,D,1,0,H,2.2,3.2,3.5,2.2,3.2,3.3,2.1,3.3,3.3
bundesliga,2016-2017,27/08/16,M'gladbach,Leverkusen,2,1,14,12,9,6,7,3,11,16,3,3,0,0,H,1,0,H,2.3,3.4,3.1,2.25,3.4,3,2.5,3.2,2.75
bundesliga,2016-2017,28/08/16,Hertha,Freiburg,2,1,15,8,5,2,5,2,10,10,0,3,0,0,H,0,0,D,2.15,3.3,3.5,2.05,3.3,3.6,2.2,3.2,3.2
bundesliga,2016-2017,28/08/16,Hoffenheim,RB Leipzig,2,2,11,23,5,9,2,9,12,14,2,4,0,0,D,0,0,D,2.5,3.25,2.9,2.6,3.1,2.75,2.6,3.2,2.6
bundesliga,2016-2017,09/09/16,Schalke 04,Bayern Munich,0,2,9,18,2,2,2,7,13,12,2,4,0,0,A,0,0,D,10,5.5,1.3,11,5.75,1.3,8.5,5,1.35
bundesliga,2016-2017,10/09/16,Darmstadt,Ein Frankfurt,1,0,8,14,1,3,1,4,16,13,1,2,0,0,H,0,0,D,3,3.3,2.4,3,3.3,2.4,2.9,3.2,2.5
bundesliga,2016-2017,10/09/16,Freiburg,M'gladbach,3,1,17,5,7,2,3,4,17,11,2,2,0,0,H,0,1,A,3.6,3.6,2,3.7,3.6,2,3.8,3.4,2
bundesliga,2016-2017,10/09/16,Ingolstadt,Hertha,0,2,12,7,5,6,6,1,13,20,3,1,0,0,A,0,1,A,2.4,3.1,3.2,2.45,3.1,3.1,2.4,3.2,3.05
bundesliga,2016-2017,10/09/16,Leverkusen,Hamburg,3,1,15,6,5,2,4,1,13,20,2,1,0,0,H,0,0,D,1.45,4.5,7,1.5,4.33,6.5,1.55,4,6.2
bundesliga,2016-2017,10/09/16,RB Leipzig,Dortmund,1,0,10,8,4,1,5,7,16,10,2,2,0,0,H,0,0,D,5.25,4.2,1.62,5.25,4.25,1.6,5.5,4,1.6
bundesliga,2016-2017,10/09/16,Wolfsburg,FC Koln,0,0,18,16,4,9,8,4,13,14,2,3,0,0,D,0,0,D,1.85,3.75,4.2,1.85,3.7,4.25,1.85,3.6,4.2
