league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
ligue-1,2018-2019,26/09/2018,Paris SG,Reims,4,1,15,9,7,3,8,4,12,13,0,1,0,0,H,3,1,H,1.12,9,21,1.14,8.25,19.5,1.12,9,20
ligue-1,2018-2019,28/09/2018,St Etienne,Monaco,2,0,16,20,5,7,6,3,8,9,0,1,0,0,H,1,0,H,1.95,3.4,4,2.05,3.4,3.7,2.1,3.4,3.5
ligue-1,2018-2019,29/09/2018,Angers,Guingamp,0,1,11,11,4,5,1,4,15,13,3,3,0,0,A,0,1,A,2.14,3.2,3.7,2.15,3.1,3.8,2.1,3.2,3.8
ligue-1,2018-2019,29/09/2018,Caen,Amiens,1,0,12,7,4,2,7,4,15,11,2,2,0,1,H,1,0,H,2.14,3.25,3.6,2.05,3.4,3.75,2.1,3.2,3.8
ligue-1,2018-2019,29/09/2018,Lyon,Nantes,1,1,20,19,7,4,10,10,15,12,3,4,0,0,D,1,0,H,1.3,5.75,9.5,1.33,5.25,9,1.35,5.3,8
ligue-1,2018-2019,29/09/2018,Nice,Paris SG,0,3,9,21,1,8,3,7,13,12,3,2,1,0,A,0,1,A,7.5,5.5,1.36,8.75,5.5,1.33,8,5.3,1.35
ligue-1,2018-2019,29/09/2018,Reims,Bordeaux,0,0,9,7,0,3,7,1,16,23,2,3,0,0,D,0,0,D,2.3,3.25,3.25,2.4,3.1,3.2,2.35,3.15,3.2
ligue-1,2018-2019,29/09/2018,Strasbourg,Dijon,3,0,7,14,5,1,0,5,11,17,1,3,0,0,H,1,0,H,1.95,3.5,4,1.91,3.5,4.1,1.95,3.4,4.05
ligue-1,2018-2019,30/09/2018,Lille,Marseille,3,0,16,8,4,3,5,2,8,14,1,3,0,0,H,0,0,D,3.1,3.4,2.3,2.95,3.5,2.35,2.95,3.3,2.4
ligue-1,2018-2019,30/09/2018,Montpellier,Nimes,3,0,19,11,6,3,4,1,15,18,2,3,0,0,H,2,0,H,1.85,3.6,4.33,1.87,3.4,4.5,1.9,3.3,4.5
ligue-1,2018-2019,30/09/2018,Rennes,Toulouse,1,1,22,5,7,2,7,3,17,14,1,4,0,1,D,0,0,D,1.95,3.5,4,1.95,3.4,4.1,2.05,3.3,3.8
ligue-1,2018-2019,05/10/2018,Toulouse,Nice,1,1,13,11,2,2,3,2,17,14,1,2,0,0,D,0,1,A,2.37,3.3,3.1,2.4,3.2,3.1,2.35,3.25,3.15
ligue-1,2018-2019,06/10/2018,Amiens,Dijon,1,0,8,10,2,3,6,2,19,18,0,0,0,0,H,1,0,H,2.4,3.25,3.1,2.45,3.35,3,2.45,3.25,3
ligue-1,2018-2019,06/10/2018,Angers,Strasbourg,2,2,24,9,6,4,6,1,11,13,1,5,0,0,D,0,2,A,2.37,3.1,3.3,2.35,3.2,3.2,2.3,3.15,3.3
ligue-1,2018-2019,06/10/2018,Guingamp,Montpellier,1,1,7,11,2,5,3,4,11,17,0,3,1,1,D,0,1,A,2.8,3.1,2.7,2.7,3,2.85,2.75,3.05,2.8
ligue-1,2018-2019,06/10/2018,Lille,St Etienne,3,1,12,6,5,2,1,4,8,10,2,1,0,0,H,1,1,D,2,3.4,3.9,2,3.4,3.9,1.97,3.5,3.85
ligue-1,2018-2019,06/10/2018,Nimes,Reims,0,0,17,9,5,2,9,1,13,11,1,1,0,0,D,0,0,D,2.3,3.3,3.2,2.3,3.25,3.25,2.25,3.3,3.25
ligue-1,2018-2019,07/10/2018,Bordeaux,Nantes,3,0,16,12,7,2,4,6,19,15,1,1,0,0,H,3,0,H,2.25,3.2,3.4,2.15,3.25,3.6,2.3,3.15,3.35
ligue-1,2018-2019,07/10/2018,Marseille,Caen,2,0,17,7,6,2,4,2,14,14,3,5,0,0,H,2,0,H,1.33,5.25,9,1.3,5.75,9.75,1.4,4.8,7.5
ligue-1,2018-2019,07/10/2018,Monaco,Rennes,1,2,8,11,2,4,2,3,18,16,5,1,1,0,A,0,1,A,2,3.5,3.75,2.15,3.3,3.5,2.2,3.25,3.4
ligue-1,2018-2019,07/10/2018,Paris SG,Lyon,5,0,14,16,8,6,2,10,11,16,2,4,1,1,H,1,0,H,1.33,5.5,8.5,1.34,6,7.5,1.35,5.3,8
ligue-1,2018-2019,19/10/2018,Lyon,Nimes,2,0,13,23,5,6,7,7,10,11,1,2,0,0,H,1,0,H,1.3,5.5,9.5,1.35,5.25,8.5,1.37,5,8
ligue-1,2018-2019,20/10/2018,Caen,Guingamp,0,0,4,7,2,2,3,2,17,5,0,0,0,0,D,0,0,D,2.1,3.25,3.75,2.1,3.2,3.8,2.15,3.15,3.65
ligue-1,2018-2019,20/10/2018,Dijon,Lille,1,2,17,8,7,3,10,5,20,13,2,2,0,0,A,0,2,A,3.3,3.5,2.14,3.3,3.4,2.2,3.25,3.45,2.2
ligue-1,2018-2019,20/10/2018,Nantes,Toulouse,4,0,18,5,9,2,4,3,12,13,3,1,0,0,H,2,0,H,2,3.3,4,2,3.3,4,2,3.35,4
ligue-1,2018-2019,20/10/2018,Paris SG,Amiens,5,0,16,8,8,2,10,5,12,10,0,0,0,0,H,2,0,H,1.08,11,26,1.09,11,26,1.1,9.1,28
ligue-1,2018-2019,20/10/2018,Reims,Angers,1,1,12,16,5,6,8,6,13,7,1,0,0,0,D,0,1,A,2.25,3.1,3.5,2.2,3,3.75,2.25,3,3.65
ligue-1,2018-2019,20/10/2018,Strasbourg,Monaco,2,1,8,12,5,5,4,6,13,11,2,3,0,1,H,1,0,H,2.7,3.25,2.7,2.7,3.3,2.65,2.55,3.4,2.7
ligue-1,2018-2019,21/10/2018,Montpellier,Bordeaux,2,0,13,12,4,3,2,3,13,11,2,3,0,0,H,1,0,H,2.14,3.25,3.6,2.1,3.2,3.8,2.1,3.1,4
ligue-1,2018-2019,21/10/2018,Nice,Marseille,0,1,14,9,3,1,5,7,12,9,3,1,0,0,A,0,1,A,3.5,3.5,2.04,3.4,3.4,2.15,3.3,3.6,2.1
ligue-1,2018-2019,21/10/2018,St Etienne,Rennes,1,1,8,15,2,5,2,4,13,11,1,1,0,0,D,1,1,D,2.14,3.2,3.75,2.25,3.2,3.4,2.2,3.3,3.45
ligue-1,2018-2019,26/10/2018,Nimes,St Etienne,1,1,13,13,6,5,7,4,6,15,1,3,0,0,D,0,1,A,2.62,3.3,2.7,2.7,3.3,2.65,2.65,3.3,2.7
ligue-1,2018-2019,27/10/2018,Amiens,Nantes,1,2,18,12,8,5,10,2,16,10,1,2,0,0,A,0,1,A,3,3.2,2.5,3,3,2.6,3,3.1,2.55
ligue-1,2018-2019,27/10/2018,Angers,Lyon,1,2,14,9,4,5,7,0,9,10,2,5,1,0,A,0,0,D,3.8,3.6,1.95,4,3.75,1.87,3.85,3.6,1.95
ligue-1,2018-2019,27/10/2018,Guingamp,Strasbourg,1,1,10,12,4,5,6,5,10,14,1,1,0,0,D,1,0,H,2.37,3.2,3.2,2.3,3.2,3.3,2.25,3.25,3.3
ligue-1,2018-2019,27/10/2018,Lille,Caen,1,0,11,5,4,1,9,4,13,20,0,2,0,0,H,0,0,D,1.5,4,7.5,1.48,4.1,7.5,1.5,4.2,7.1
ligue-1,2018-2019,27/10/2018,Monaco,Dijon,2,2,12,11,5,3,6,4,15,14,2,3,0,0,D,1,1,D,1.66,4,5,1.7,3.8,5,1.7,4,4.75
ligue-1,2018-2019,27/10/2018,Toulouse,Montpellier,0,3,15,22,4,8,5,7,13,13,2,1,0,0,A,0,2,A,2.8,3.1,2.7,2.75,3,2.8,2.85,3,2.7
ligue-1,2018-2019,28/10/2018,Bordeaux,Nice,0,1,23,13,7,2,5,2,13,13,2,3,0,0,A,0,0,D,2.3,3.3,3.25,2.25,3.3,3.3,2.3,3.2,3.25
ligue-1,2018-2019,28/10/2018,Marseille,Paris SG,0,2,12,11,2,5,5,7,8,11,4,2,0,0,A,0,0,D,6,5,1.44,6,4.75,1.48,5.9,4.95,1.47
ligue-1,2018-2019,28/10/2018,Rennes,Reims,0,2,11,6,5,3,11,2,16,17,3,2,0,0,A,0,1,A,1.7,3.4,5.75,1.72,3.4,5.75,1.7,3.6,5.2
ligue-1,2018-2019,02/11/2018,Paris SG,Lille,2,1,19,6,5,2,8,0,16,12,2,3,0,0,H,0,0,D,1.16,8,15,1.17,7.75,14.5,1.25,6.1,11
ligue-1,2018-2019,03/11/2018,Caen,Rennes,1,2,12,22,3,10,2,4,13,11,1,2,0,0,A,0,0,D,3.5,3.25,2.2,3.4,3.2,2.25,2.95,3.2,2.5
ligue-1,2018-2019,03/11/2018,Dijon,Nimes,0,4,23,11,7,6,7,3,12,13,1,0,0,0,A,0,2,A,2.14,3.4,3.4,2.25,3.4,3.25,2.2,3.35,3.3
ligue-1,2018-2019,03/11/2018,Lyon,Bordeaux,1,1,6,17,2,3,5,5,18,16,1,1,0,0,D,1,0,H,1.44,4.75,7,1.42,4.75,7.5,1.55,4,6.2
ligue-1,2018-2019,03/11/2018,Nice,Amiens,1,0,7,13,4,7,1,4,8,9,1,0,0,0,H,1,0,H,1.72,3.6,5.25,1.72,3.6,5.25,1.75,3.6,4.95
ligue-1,2018-2019,03/11/2018,Reims,Monaco,1,0,8,5,4,1,2,4,12,16,0,3,1,1,H,1,0,H,2.5,3.3,2.87,2.65,3.2,2.75,2.65,3.3,2.65
ligue-1,2018-2019,03/11/2018,Strasbourg,Toulouse,1,1,18,5,2,2,10,3,8,4,2,1,0,0,D,0,0,D,1.85,3.6,4.33,1.91,3.6,4,2.05,3.4,3.7
ligue-1,2018-2019,04/11/2018,Montpellier,Marseille,3,0,14,11,6,2,2,6,12,14,0,3,0,0,H,0,0,D,3,3.2,2.5,2.95,3.3,2.45,2.95,3.2,2.5
ligue-1,2018-2019,04/11/2018,Nantes,Guingamp,5,0,19,4,10,0,8,5,10,13,0,2,0,0,H,1,0,H,1.83,3.5,4.5,1.78,3.6,4.75,1.85,3.45,4.55
ligue-1,2018-2019,04/11/2018,St Etienne,Angers,4,3,18,10,9,6,9,5,8,10,1,1,0,0,H,2,2,D,1.95,3.3,4.2,2,3.4,3.9,2.05,3.35,3.8
ligue-1,2018-2019,09/11/2018,Lille,Strasbourg,0,0,22,4,8,1,7,0,9,14,0,2,0,0,D,0,0,D,1.72,3.75,5,1.75,3.6,5,1.8,3.6,4.5
ligue-1,2018-2019,10/11/2018,Angers,Montpellier,1,0,10,10,3,3,5,3,16,13,1,2,0,0,H,0,0,D,3,3.1,2.6,2.9,3.1,2.6,2.9,3.05,2.65
ligue-1,2018-2019,10/11/2018,Guingamp,Lyon,2,4,9,19,2,6,6,0,13,18,1,2,0,0,A,1,0,H,5,4,1.66,5.25,4,1.65,5.1,3.9,1.67
ligue-1,2018-2019,10/11/2018,Nimes,Nice,0,1,8,13,3,8,4,6,11,16,4,5,2,0,A,0,0,D,2.3,3.25,3.25,2.45,3.25,3,2.45,3.3,2.95
ligue-1,2018-2019,10/11/2018,St Etienne,Reims,2,0,14,14,5,3,5,6,10,21,3,1,0,0,H,2,0,H,1.8,3.5,4.75,1.83,3.5,4.5,1.9,3.5,4.1
ligue-1,2018-2019,10/11/2018,Toulouse,Amiens,0,1,23,7,6,2,7,3,11,15,3,1,0,0,A,0,1,A,2.14,3.2,3.6,2.15,3.2,3.7,2.2,3.15,3.6
ligue-1,2018-2019,11/11/2018,Bordeaux,Caen,0,0,16,9,6,1,3,6,12,14,4,3,0,0,D,0,0,D,1.85,3.5,4.5,1.83,3.5,4.6,1.8,3.5,4.7
ligue-1,2018-2019,11/11/2018,Marseille,Dijon,2,0,16,9,3,3,10,4,9,17,0,2,0,0,H,1,0,H,1.33,4.75,11,1.35,5,9.25,1.35,5.3,8
ligue-1,2018-2019,11/11/2018,Monaco,Paris SG,0,4,15,14,2,9,6,9,15,10,0,0,0,0,A,0,2,A,11,6.5,1.25,11.5,7,1.22,11.5,7,1.22
ligue-1,2018-2019,11/11/2018,Rennes,Nantes,1,1,14,7,4,3,8,4,15,17,4,3,0,0,D,1,1,D,2.14,3.3,3.6,2.15,3.2,3.7,2.1,3.25,3.65
ligue-1,2018-2019,23/11/2018,Lyon,St Etienne,1,0,13,16,1,3,6,8,10,16,1,2,1,0,H,0,0,D,1.57,4.2,5.75,1.6,4.2,5.25,1.65,3.8,5.4
ligue-1,2018-2019,24/11/2018,Caen,Monaco,0,1,9,10,1,4,7,4,16,20,2,3,0,0,A,0,0,D,3.25,3.25,2.3,3.1,3.25,2.4,3.2,3.15,2.35
ligue-1,2018-2019,24/11/2018,Dijon,Bordeaux,0,0,14,11,4,0,6,6,18,12,2,1,0,0,D,0,0,D,2.87,3.25,2.54,2.8,3.4,2.5,2.8,3.3,2.55
ligue-1,2018-2019,24/11/2018,Nantes,Angers,1,1,24,7,8,1,8,2,13,12,2,3,0,0,D,0,1,A,2,3.2,4.2,1.95,3.3,4.33,1.95,3.35,4.15
ligue-1,2018-2019,24/11/2018,Paris SG,Toulouse,1,0,9,11,2,3,7,6,12,9,0,0,0,0,H,1,0,H,1.14,9,15,1.14,8.75,17.5,1.15,8,17
ligue-1,2018-2019,24/11/2018,Reims,Guingamp,2,1,10,6,3,4,5,2,12,10,1,4,0,0,H,1,0,H,2,3.2,4.2,1.95,3.25,4.4,2,3.15,4.2
ligue-1,2018-2019,24/11/2018,Strasbourg,Nimes,0,1,12,14,4,3,7,8,12,8,3,1,1,0,A,0,0,D,2.1,3.4,3.6,2.1,3.4,3.6,2.1,3.35,3.6
ligue-1,2018-2019,25/11/2018,Amiens,Marseille,1,3,9,21,3,9,5,8,14,11,2,2,0,0,A,1,1,D,4.6,3.75,1.75,4.75,3.5,1.8,4.5,3.6,1.8
