league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,Referee,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,IWCH,IWCD,IWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
epl,2020-2021,21/11/2020,Man United,West Brom,1,0,17,7,7,2,8,2,12,17,1,1,0,0,H,0,0,D,D Coote,1.3,5.5,9.5,1.3,5.5,9.75,1.35,5.5,7.5,1.66,2.2,2.06,1.87,1.3,5.75,9,1.3,5.75,9,1.35,5.5,7.5,1.57,2.37,1.98,1.95
epl,2020-2021,22/11/2020,Fulham,Everton,2,3,14,9,6,7,2,5,14,10,2,0,0,0,A,1,3,A,A Madley,3.9,3.9,1.85,4,3.8,1.85,3.7,3.75,1.9,1.72,2.1,2,1.93,4.2,3.8,1.8,4.2,3.75,1.85,3.8,3.7,1.9,1.9,1.9,2.06,1.87
epl,2020-2021,22/11/2020,Sheffield United,West Ham,0,1,9,15,5,3,2,6,7,6,0,0,0,0,A,0,0,D,M Atkinson,3,3.25,2.4,3,3.3,2.4,3.05,3,2.45,2.1,1.72,1.82,2.11,3.1,3.2,2.4,3,3.25,2.45,3.05,3.15,2.4,2.2,1.66,1.7,2.1
epl,2020-2021,22/11/2020,Leeds,Arsenal,0,0,25,9,4,2,5,3,9,8,3,0,0,1,D,0,0,D,A Taylor,3,3.75,2.2,3.1,3.75,2.15,3.05,3.65,2.2,1.66,2.2,1.98,1.95,3.4,3.8,2,3.4,3.75,2.05,3.3,3.6,2,1.66,2.2,1.88,2.05
epl,2020-2021,22/11/2020,Liverpool,Leicester,3,0,24,11,13,4,10,3,15,6,0,2,0,0,H,2,0,H,C Kavanagh,1.85,4,3.8,1.91,3.8,3.75,1.9,3.8,3.75,1.57,2.37,1.92,2.01,1.75,4,4.33,1.7,4.1,4.6,1.8,3.9,4.1,1.61,2.3,2.05,1.88
epl,2020-2021,23/11/2020,Burnley,Crystal Palace,1,0,10,15,4,5,4,7,13,9,2,0,0,0,H,1,0,H,K Friend,2.75,3.1,2.75,2.75,3.1,2.75,2.8,2.8,2.8,2.5,1.53,1.97,1.96,2.6,3.1,2.9,2.6,3.1,2.9,2.6,3.1,2.85,2.2,1.66,1.86,2.07
epl,2020-2021,23/11/2020,Wolves,Southampton,1,1,20,7,9,2,7,4,14,13,2,0,0,0,D,0,0,D,A Marriner,2.3,3.25,3.25,2.3,3.25,3.2,2.3,3,3.25,2.2,1.66,2.03,1.9,2.3,3.25,3.25,2.3,3.2,3.3,2.35,3.2,3.1,2.3,1.61,2.03,1.9
epl,2020-2021,27/11/2020,Crystal Palace,Newcastle,0,2,12,14,3,7,7,3,9,10,2,2,0,0,A,0,0,D,G Scott,2.05,3.25,3.75,2.15,3.2,3.7,2.15,3.2,3.55,2.37,1.57,1.84,2.06,2.1,3.2,3.75,2.1,3.2,3.8,2.2,3.2,3.5,2.3,1.61,1.82,2.08
epl,2020-2021,28/11/2020,Brighton,Liverpool,1,1,11,6,3,2,4,3,9,13,2,1,0,0,D,0,0,D,S Attwell,5.5,4.2,1.57,5.5,4,1.62,4.9,4.1,1.63,1.57,2.37,1.83,2.07,5,4.2,1.61,4.75,4.25,1.65,4.4,4.1,1.7,1.57,2.37,2.03,1.87
epl,2020-2021,28/11/2020,Man City,Burnley,5,0,19,9,6,1,6,4,12,4,0,0,0,0,H,3,0,H,L Mason,1.16,7.5,16,1.18,7.5,15,1.17,7.5,14,1.44,2.75,2.06,1.84,1.12,10,17,1.12,9.5,18.5,1.15,7.5,18,1.33,3.4,1.98,1.92
epl,2020-2021,28/11/2020,Everton,Leeds,0,1,15,23,8,7,4,2,8,14,1,2,0,0,A,0,0,D,C Kavanagh,1.95,3.8,3.6,1.95,3.7,3.7,2,3.75,3.4,1.61,2.3,2.06,1.84,2.2,3.75,3,2.3,3.6,2.95,2.25,3.5,3.05,1.61,2.3,2.03,1.87
epl,2020-2021,28/11/2020,West Brom,Sheffield United,1,0,17,21,6,5,14,9,10,9,2,3,0,0,H,1,0,H,M Dean,2.6,3.2,2.8,2.55,3.1,2.95,2.55,3.2,2.8,2.3,1.61,1.84,2.06,2.6,3.2,2.8,2.65,3.1,2.85,2.65,3.15,2.75,2.3,1.61,1.83,2.07
epl,2020-2021,29/11/2020,Southampton,Man United,2,3,10,15,5,6,5,9,12,12,1,0,0,0,A,2,0,H,J Moss,4,3.5,1.95,3.8,3.6,1.95,3.65,3.5,2,1.8,2,1.89,2.01,3.8,3.6,1.95,3.75,3.7,1.95,3.65,3.6,1.97,1.72,2.1,1.95,1.95
epl,2020-2021,29/11/2020,Chelsea,Tottenham,0,0,13,5,3,1,3,3,20,9,4,2,0,0,D,0,0,D,P Tierney,2.05,3.5,3.6,2.1,3.5,3.5,2.1,3.5,3.35,1.72,2.1,1.8,2.1,1.95,3.6,3.75,1.95,3.7,3.75,2.15,3.45,3.4,1.72,2.1,2.02,1.88
epl,2020-2021,29/11/2020,Arsenal,Wolves,1,2,13,11,2,5,8,4,13,13,3,4,0,0,A,1,2,A,M Oliver,2.05,3.4,3.75,2.05,3.4,3.8,2.1,3.25,3.6,2.3,1.61,1.84,2.06,2.05,3.25,3.8,2,3.3,4,2.1,3.3,3.6,2.2,1.66,1.81,2.09
epl,2020-2021,30/11/2020,Leicester,Fulham,1,2,16,10,3,5,6,5,9,21,0,2,0,0,A,0,2,A,S Hooper,1.5,4.33,6.5,1.53,4.1,6.5,1.53,4.3,6,1.72,2.1,1.92,1.98,1.55,4.2,6,1.6,4.1,5.5,1.6,4.1,5.25,1.8,2,2.08,1.73
epl,2020-2021,30/11/2020,West Ham,Aston Villa,2,1,6,16,2,6,3,7,20,7,1,1,0,0,H,1,1,D,P Bankes,2.25,3.6,3,2.25,3.5,3.1,2.3,3.5,2.95,1.72,2.1,2.01,1.89,2.3,3.5,3,2.3,3.5,3,2.35,3.4,3,1.72,2.1,2.03,1.87
epl,2020-2021,05/12/2020,Burnley,Everton,1,1,8,13,3,6,8,4,6,9,0,0,0,0,D,1,1,D,A Taylor,4,3.5,1.9,4.1,3.5,1.91,4.1,3.4,1.95,2,1.8,1.95,1.98,3.6,3.6,2,3.8,3.5,2,3.75,3.4,2.05,1.9,1.9,1.82,2.11
epl,2020-2021,05/12/2020,Man City,Fulham,2,0,16,6,6,1,9,3,7,6,0,0,0,0,H,2,0,H,J Moss,1.1,11,19,1.11,10,21,1.12,9,18,1.3,3.5,2.02,1.91,1.1,11,19,1.11,10,19.5,1.12,9,18,1.33,3.4,2.05,1.88
epl,2020-2021,05/12/2020,West Ham,Man United,1,3,19,15,6,6,5,4,9,10,0,0,0,0,A,1,0,H,A Marriner,3.6,3.6,2,3.6,3.5,2.05,3.7,3.45,2,1.72,2.1,1.86,2.07,3.3,3.5,2.15,3.3,3.5,2.15,3.25,3.45,2.15,1.8,2,2.03,1.9
epl,2020-2021,05/12/2020,Chelsea,Leeds,3,1,23,8,11,3,8,4,12,9,0,2,0,0,H,1,1,D,K Friend,1.5,4.5,6,1.53,4.4,5.75,1.55,4.4,5.5,1.5,2.62,1.89,2.04,1.44,5,6,1.45,5,6.25,1.47,4.7,6.25,1.44,2.75,2.07,1.86
epl,2020-2021,06/12/2020,West Brom,Crystal Palace,1,5,9,18,4,6,4,6,10,16,2,2,1,0,A,1,1,D,P Tierney,2.87,3.2,2.55,2.8,3.2,2.6,2.85,3.1,2.55,2.2,1.66,2.08,1.85,2.87,3.25,2.5,3,3.2,2.45,2.85,3.2,2.5,2,1.8,1.83,2.1
epl,2020-2021,06/12/2020,Sheffield United,Leicester,1,2,4,13,1,4,6,5,13,6,1,3,0,0,A,1,1,D,S Attwell,3.8,3.5,1.95,3.8,3.5,2,4,3.5,1.9,2,1.8,1.89,2.04,4,3.5,1.95,4,3.5,1.95,3.95,3.45,1.95,2,1.8,1.96,1.97
epl,2020-2021,06/12/2020,Tottenham,Arsenal,2,0,6,11,3,2,3,9,16,12,1,2,0,0,H,2,0,H,M Atkinson,1.95,3.6,3.8,1.95,3.6,3.8,2,3.5,3.7,1.9,1.9,2.05,1.88,2.15,3.5,3.4,2.15,3.4,3.4,2.15,3.45,3.35,1.9,1.9,1.95,1.98
epl,2020-2021,06/12/2020,Liverpool,Wolves,4,0,11,9,6,3,4,6,8,14,1,1,0,0,H,1,0,H,C Pawson,1.5,4.33,6.5,1.5,4.2,7,1.55,4,6.25,1.72,2.1,1.92,2.01,1.57,4.2,5.5,1.6,4.4,5,1.57,4.2,5.75,1.61,2.3,2.01,1.92
epl,2020-2021,07/12/2020,Brighton,Southampton,1,2,12,10,4,3,4,3,12,12,3,3,0,0,A,1,1,D,D Coote,2.45,3.4,2.9,2.55,3.4,2.75,2.65,3.25,2.7,1.9,1.9,1.84,2.09,2.4,3.4,2.9,2.45,3.4,2.9,2.5,3.35,2.8,1.9,1.9,2.11,1.82
epl,2020-2021,11/12/2020,Leeds,West Ham,1,2,13,19,7,8,5,6,12,10,1,2,0,0,A,1,1,D,M Oliver,2.15,3.7,3.1,2.2,3.6,3.1,2.15,3.6,3.15,1.57,2.37,1.94,1.99,2.05,3.75,3.3,2.1,3.75,3.25,2.15,3.65,3.2,1.53,2.5,1.91,2.02
epl,2020-2021,12/12/2020,Wolves,Aston Villa,0,1,16,13,7,2,5,8,23,15,2,5,0,0,A,0,0,D,M Dean,2.25,3.25,3.25,2.35,3.3,3.1,2.35,3.05,3.15,2,1.8,2.03,1.9,2.5,3.25,2.87,2.55,3.2,2.9,2.55,3.2,2.8,1.9,1.9,1.83,2.1
epl,2020-2021,12/12/2020,Newcastle,West Brom,2,1,12,13,7,3,4,3,9,12,2,3,0,0,H,1,0,H,D England,2.45,3.2,3,2.45,3.2,3,2.4,3.05,2.95,2.2,1.66,1.83,2.1,2.4,3.25,3,2.45,3.25,3,2.4,3.05,2.95,2,1.8,2.11,1.82
epl,2020-2021,12/12/2020,Man United,Man City,0,0,11,9,2,2,4,3,13,6,1,1,0,0,D,0,0,D,C Kavanagh,4.33,4.2,1.72,4.2,4.2,1.75,4.4,3.85,1.73,1.61,2.3,1.96,1.97,4.5,4.33,1.66,4.5,4.2,1.7,4.3,3.9,1.75,1.61,2.3,1.99,1.94
epl,2020-2021,12/12/2020,Everton,Chelsea,1,0,9,10,4,3,6,6,10,11,2,3,0,0,H,1,0,H,J Moss,4.33,4.2,1.7,4.25,4.1,1.75,4.4,3.8,1.73,1.61,2.3,1.95,1.98,4.5,4.33,1.66,4.5,4.33,1.67,4.7,4,1.67,1.72,2.1,2.05,1.88
epl,2020-2021,13/12/2020,Southampton,Sheffield United,3,0,16,3,6,0,8,4,8,14,0,1,0,0,H,1,0,H,A Madley,1.7,3.75,5,1.7,3.8,5,1.73,3.5,4.9,2.01,1.89,1.97,1.96,1.61,3.8,5.25,1.65,3.9,5.25,1.63,3.95,5.25,1.8,2,2.02,1.77
epl,2020-2021,13/12/2020,Crystal Palace,Tottenham,1,1,16,14,5,6,4,7,15,11,1,1,0,0,D,0,1,A,K Friend,4.5,3.9,1.72,4.75,3.7,1.75,4.6,3.5,1.77,1.9,1.9,1.9,2.03,4,3.8,1.85,4.1,3.8,1.83,4,3.7,1.85,1.8,2,2.07,1.86
epl,2020-2021,13/12/2020,Fulham,Liverpool,1,1,10,12,5,6,6,8,9,5,3,1,0,0,D,1,0,H,A Marriner,9,5.5,1.3,8.5,5.5,1.33,8,5.25,1.33,1.4,3,1.99,1.94,8,5.5,1.33,7.75,5.5,1.35,7.5,5.5,1.35,1.53,2.5,1.9,2.03
epl,2020-2021,13/12/2020,Arsenal,Burnley,0,1,18,10,6,2,13,4,5,11,2,1,1,0,A,0,0,D,G Scott,1.53,4.2,6.25,1.55,4.1,6.25,1.55,3.95,6.5,1.9,1.9,1.97,1.96,1.4,4.75,8,1.42,4.75,7.25,1.47,4.4,6.75,1.72,2.1,2.07,1.86
epl,2020-2021,13/12/2020,Leicester,Brighton,3,0,15,12,6,4,9,5,9,11,2,1,0,0,H,3,0,H,M Atkinson,2,3.5,3.8,2,3.4,3.9,2,3.45,3.75,1.9,1.9,2.06,1.87,2,3.5,3.75,1.95,3.6,3.9,2.05,3.5,3.55,1.8,2,2.1,1.83
epl,2020-2021,15/12/2020,Wolves,Chelsea,2,1,12,13,4,3,5,6,12,12,2,2,0,0,H,0,0,D,S Attwell,5.25,3.8,1.66,5,3.8,1.7,5.5,3.5,1.7,2,1.8,2.03,1.9,5.25,3.8,1.66,5.25,3.8,1.67,5.25,3.5,1.7,2.1,1.72,1.98,1.95
epl,2020-2021,15/12/2020,Man City,West Brom,1,1,26,5,7,1,13,2,5,8,2,3,0,0,D,1,1,D,P Bankes,1.09,11,21,1.1,10.5,23,1.1,9.5,24,1.36,3.2,2.02,1.91,1.1,11,21,1.1,10.5,21,1.1,9.5,24,1.28,3.75,1.84,2.09
epl,2020-2021,16/12/2020,Arsenal,Southampton,1,1,9,13,4,3,2,7,13,13,1,3,1,0,D,0,1,A,P Tierney,2.25,3.5,3.1,2.2,3.5,3.2,2.25,3.25,3.15,1.8,2,1.97,1.96,2.1,3.5,3.4,2.15,3.5,3.3,2.2,3.35,3.35,1.72,2.1,1.87,2.06
epl,2020-2021,16/12/2020,Leeds,Newcastle,5,2,25,10,10,4,7,4,10,13,3,1,0,0,H,1,1,D,S Hooper,1.75,4,4.33,1.75,3.8,4.6,1.77,3.6,4.4,1.72,2.1,2.02,1.88,1.55,4.33,5.75,1.62,4.25,5,1.6,4.1,5.25,1.53,2.5,1.95,1.95
epl,2020-2021,16/12/2020,Leicester,Everton,0,2,14,11,2,6,4,6,12,9,2,3,0,0,A,0,1,A,L Mason,2.15,3.6,3.25,2.2,3.6,3.1,2.2,3.3,3.2,1.72,2.1,1.93,2,2.1,3.4,3.5,2.15,3.4,3.4,2.15,3.35,3.3,1.72,2.1,1.86,2.07
epl,2020-2021,16/12/2020,Fulham,Brighton,0,0,9,9,4,4,1,8,15,11,1,0,0,0,D,0,0,D,R Jones,2.87,3.3,2.5,2.9,3.3,2.5,2.9,3.05,2.5,2,1.8,2.13,1.81,3,3.2,2.5,2.9,3.3,2.5,2.85,3.05,2.55,2,1.8,2.15,1.79
epl,2020-2021,16/12/2020,Liverpool,Tottenham,2,1,17,8,11,2,7,4,8,9,0,2,0,0,H,1,1,D,A Taylor,1.75,3.8,4.5,1.78,3.75,4.5,1.8,3.65,4.3,1.66,2.2,2.02,1.91,1.8,3.8,4.2,1.85,3.9,4,1.83,3.65,4.1,1.61,2.3,2.06,1.87
epl,2020-2021,16/12/2020,West Ham,Crystal Palace,1,1,9,8,2,2,5,3,8,12,0,1,0,1,D,0,1,A,D Coote,2.05,3.4,3.6,2.05,3.3,3.8,2.1,3.2,3.6,1.9,1.9,1.83,2.1,2.1,3.4,3.5,2.15,3.4,3.4,2.15,3.15,3.45,1.9,1.9,1.87,2.06
epl,2020-2021,17/12/2020,Aston Villa,Burnley,0,0,27,6,7,4,11,1,17,19,1,1,0,0,D,0,0,D,C Pawson,1.75,3.8,4.5,1.7,4,4.75,1.73,3.6,4.7,1.9,1.9,2.01,1.92,1.83,3.75,4.2,1.85,3.7,4.2,1.9,3.6,4,1.72,2.1,1.88,2.05
epl,2020-2021,17/12/2020,Sheffield United,Man United,2,3,12,14,6,8,6,3,17,8,3,2,0,0,A,1,2,A,M Oliver,7,4.6,1.44,6.5,4.5,1.48,7.75,4.8,1.4,1.8,2,1.84,2.09,7,4.5,1.44,6.75,4.75,1.44,7.25,5,1.4,1.72,2.1,1.94,1.99
epl,2020-2021,19/12/2020,Crystal Palace,Liverpool,0,7,5,14,3,8,5,4,5,11,1,0,0,0,A,0,3,A,J Moss,6.5,4.33,1.5,6,4.6,1.5,6,4.2,1.53,1.61,2.3,2.05,1.88,5.25,4,1.61,5.5,4.1,1.6,5,4,1.65,1.72,2.1,2.08,1.85
epl,2020-2021,19/12/2020,Southampton,Man City,0,1,9,11,3,5,6,6,9,11,2,2,0,0,A,0,1,A,M Dean,7,4.5,1.44,6.25,4.6,1.48,6.25,4.4,1.5,1.57,2.37,1.85,2.08,6,4.5,1.45,6,4.6,1.5,6,4.4,1.53,1.57,2.37,2.07,1.86
epl,2020-2021,19/12/2020,Everton,Arsenal,2,1,9,13,2,2,4,3,9,9,1,3,0,0,H,2,1,H,A Marriner,2.45,3.5,2.8,2.25,3.5,3.1,2.4,3.4,2.9,1.8,2,2.11,1.82,2.62,3.4,2.62,2.65,3.4,2.65,2.55,3.3,2.75,1.9,1.9,1.98,1.95
epl,2020-2021,19/12/2020,Newcastle,Fulham,1,1,12,11,5,4,2,9,7,17,1,2,0,1,D,0,1,A,G Scott,2.5,3.25,2.9,2.55,3.25,2.85,2.6,3.1,2.85,2.1,1.72,1.86,2.07,2.87,3.3,2.5,2.75,3.3,2.6,2.85,3.1,2.6,1.9,1.9,2.06,1.87
epl,2020-2021,20/12/2020,Brighton,Sheffield United,1,1,21,5,5,3,14,2,9,11,1,5,0,1,D,0,0,D,P Bankes,1.65,3.75,5.5,1.72,3.7,5,1.7,3.45,5.5,2.2,1.66,1.93,2,1.83,3.4,4.75,1.83,3.4,4.75,1.8,3.4,4.7,2.2,1.66,1.93,2
epl,2020-2021,20/12/2020,Tottenham,Leicester,0,2,8,17,3,4,5,3,15,14,2,2,0,0,A,0,1,A,C Pawson,2.05,3.5,3.6,2.05,3.5,3.6,2.1,3.25,3.6,1.8,2,2.08,1.85,2.05,3.5,3.6,2.1,3.5,3.5,2.1,3.45,3.4,1.9,1.9,1.83,2.1
epl,2020-2021,20/12/2020,Man United,Leeds,6,2,26,17,14,3,11,13,6,6,1,0,0,0,H,4,1,H,A Taylor,1.66,4.33,4.5,1.7,4.25,4.4,1.73,3.95,4.3,1.5,2.62,1.92,2.01,1.7,4.2,4.33,1.72,4.1,4.4,1.7,4.1,4.5,1.36,3.2,1.91,2.02
epl,2020-2021,20/12/2020,West Brom,Aston Villa,0,3,1,19,1,10,1,7,14,8,1,2,1,0,A,0,1,A,M Atkinson,3.6,3.8,1.95,3.7,3.8,1.95,3.65,3.45,1.97,1.72,2.1,1.91,2.02,4.5,4,1.72,4.33,4,1.75,4.5,3.75,1.77,1.72,2.1,2.02,1.91
epl,2020-2021,21/12/2020,Burnley,Wolves,2,1,10,15,4,3,1,7,11,15,2,1,0,0,H,1,0,H,L Mason,3.5,3.25,2.2,3.6,3.1,2.2,3.55,2.9,2.25,2.5,1.53,2,1.93,3.4,3.1,2.3,3.4,3.1,2.3,3.35,3,2.35,2.5,1.53,1.9,2.03
epl,2020-2021,21/12/2020,Chelsea,West Ham,3,0,11,6,7,0,5,4,11,6,0,0,0,0,H,1,0,H,C Kavanagh,1.44,5,6.25,1.45,4.75,6.5,1.53,4.3,6,1.57,2.37,1.7,2.1,1.53,4.33,5.75,1.55,4.33,5.75,1.57,4.2,5.75,1.66,2.2,2.06,1.87
epl,2020-2021,26/12/2020,Leicester,Man United,2,2,10,9,2,4,5,0,10,17,2,1,0,0,D,1,1,D,M Dean,2.9,3.6,2.3,2.9,3.6,2.35,3,3.3,2.3,1.66,2.2,1.88,2.02,2.9,3.6,2.3,3,3.5,2.3,3,3.4,2.35,1.72,2.1,1.85,2.08
epl,2020-2021,26/12/2020,Aston Villa,Crystal Palace,3,0,21,13,10,6,4,4,18,16,1,4,1,0,H,1,0,H,A Taylor,1.9,3.75,3.8,1.95,3.7,3.75,1.95,3.45,3.8,1.72,2.1,1.95,1.95,1.8,3.75,4.33,1.8,3.8,4.25,1.8,3.65,4.3,1.72,2.1,1.77,2.02
epl,2020-2021,26/12/2020,Fulham,Southampton,0,0,10,3,1,2,6,3,15,12,2,0,0,0,D,0,0,D,D England,3.2,3.3,2.3,3.1,3.3,2.35,3.15,3.1,2.35,1.9,1.9,1.91,1.99,2.87,3.3,2.5,2.9,3.25,2.5,2.9,3.25,2.5,2.1,1.72,2.02,1.91
epl,2020-2021,26/12/2020,Arsenal,Chelsea,3,1,15,19,7,3,7,9,13,10,2,1,0,0,H,2,0,H,M Oliver,4,3.6,1.9,4.1,3.5,1.91,3.95,3.35,1.95,1.95,1.95,1.96,1.94,4.75,3.8,1.72,4.75,3.9,1.72,4.5,3.8,1.75,1.8,2,1.93,2
epl,2020-2021,26/12/2020,Man City,Newcastle,2,0,11,7,6,2,7,3,5,12,2,2,0,0,H,1,0,H,A Marriner,1.11,10,19,1.12,9,23,1.12,8.75,20,1.36,3.2,2,1.9,1.12,9.5,17,1.12,9.25,19,1.15,8.25,18,1.3,3.5,1.96,1.97
epl,2020-2021,26/12/2020,Sheffield United,Everton,0,1,10,7,2,3,6,3,11,10,2,4,0,0,A,0,0,D,D Coote,4.2,3.6,1.85,4.33,3.6,1.85,4.1,3.6,1.85,2.01,1.89,1.97,1.93,3.4,3.3,2.2,3.3,3.3,2.25,3.65,3.3,2.1,2.3,1.61,1.93,2
epl,2020-2021,27/12/2020,Leeds,Burnley,1,0,11,14,4,6,4,12,8,14,0,3,0,0,H,1,0,H,R Jones,1.72,4,4.33,1.72,4,4.5,1.75,3.75,4.4,1.57,2.37,1.96,1.94,1.7,4.2,4.5,1.67,4.1,4.75,1.8,3.9,4.1,1.53,2.5,1.89,2.04
epl,2020-2021,27/12/2020,West Ham,Brighton,2,2,11,13,4,4,5,4,6,8,0,0,0,0,D,0,1,A,S Hooper,2.3,3.4,3.1,2.35,3.3,3.1,2.4,3.1,3.05,1.99,1.91,2.03,1.87,2.37,3.3,3.1,2.3,3.4,3.1,2.35,3.3,3.05,2,1.8,2.06,1.87
epl,2020-2021,27/12/2020,Liverpool,West Brom,1,1,17,5,2,3,8,3,8,5,0,1,0,0,D,1,0,H,K Friend,1.11,10,19,1.13,8.75,19.5,1.15,8.5,18,1.36,3.2,2.03,1.87,1.12,9,19,1.12,9.25,21,1.15,8.5,18,1.3,3.5,2.04,1.89
epl,2020-2021,27/12/2020,Wolves,Tottenham,1,1,11,6,6,3,9,2,20,13,4,1,0,0,D,0,1,A,P Tierney,3.6,3.25,2.15,3.75,3.25,2.1,3.55,3.05,2.15,2.2,1.66,2.05,1.85,3.4,3.3,2.2,3.6,3.3,2.15,3.45,3.25,2.15,2.2,1.66,2.04,1.89
epl,2020-2021,28/12/2020,Crystal Palace,Leicester,1,1,4,17,1,3,2,5,10,7,0,1,0,0,D,0,0,D,G Scott,3.75,3.5,2,3.8,3.6,1.95,3.7,3.5,2,1.9,1.9,1.89,2.04,3.3,3.4,2.2,3.3,3.4,2.2,3.35,3.3,2.2,2,1.8,1.97,1.96
epl,2020-2021,28/12/2020,Chelsea,Aston Villa,1,1,16,10,5,2,11,4,16,3,3,1,0,0,D,1,0,H,S Attwell,1.61,4.2,5,1.67,4.1,4.75,1.7,4.1,4.5,1.53,2.5,1.9,2.03,1.75,4,4.33,1.8,3.9,4.2,1.83,3.8,4,1.61,2.3,2.35,1.58
epl,2020-2021,29/12/2020,Brighton,Arsenal,0,1,13,11,2,3,5,4,11,4,2,0,0,0,A,0,0,D,M Atkinson,3.25,3.5,2.2,3.2,3.4,2.25,3.3,3.3,2.25,2,1.8,1.92,2.01,3.6,3.4,2.05,3.6,3.4,2.1,3.5,3.3,2.15,2,1.8,1.77,2.02
epl,2020-2021,29/12/2020,Burnley,Sheffield United,1,0,5,7,3,3,3,5,13,17,1,2,0,0,H,1,0,H,C Kavanagh,2.37,3.1,3.25,2.3,3.2,3.25,2.4,3.05,3.15,2.37,1.57,2.06,1.87,2.4,3.2,3.1,2.4,3.2,3.1,2.4,3.05,3.2,2.5,1.53,2.06,1.87
epl,2020-2021,29/12/2020,Southampton,West Ham,0,0,8,8,3,3,4,3,16,15,3,1,0,0,D,0,0,D,A Madley,2.1,3.6,3.4,2.15,3.6,3.25,2.2,3.4,3.25,1.94,1.96,1.92,2.01,2,3.5,3.75,2,3.5,3.75,2.05,3.5,3.55,1.72,2.1,2.04,1.89
epl,2020-2021,29/12/2020,West Brom,Leeds,0,5,4,14,1,6,3,10,7,10,0,1,0,0,A,0,4,A,L Mason,3.6,3.6,2,3.6,3.7,2,3.5,3.65,2,1.57,2.37,1.85,2.05,4,4,1.8,4.1,4,1.8,4.1,3.6,1.9,1.61,2.3,1.86,2.04
epl,2020-2021,29/12/2020,Man United,Wolves,1,0,11,9,3,5,2,2,11,7,1,1,0,0,H,0,0,D,J Moss,1.53,4.2,6.25,1.57,4.2,5.75,1.55,4.2,6,1.96,1.94,2.01,1.92,1.53,4.2,6,1.53,4.33,6,1.55,4.1,6,1.72,2.1,1.96,1.97
epl,2020-2021,30/12/2020,Newcastle,Liverpool,0,0,8,11,2,4,5,12,9,13,2,3,0,0,D,0,0,D,P Tierney,12,6,1.25,9.25,5.75,1.3,10,6,1.27,1.5,2.62,2.06,1.87,11,6,1.25,9.25,5.75,1.3,9,6,1.3,1.5,2.62,1.87,2.06
epl,2020-2021,01/01/2021,Everton,West Ham,0,1,10,11,2,5,5,4,9,7,2,0,0,0,A,0,0,D,K Friend,2.1,3.5,3.5,2.15,3.5,3.3,2.15,3.35,3.45,1.9,1.9,1.87,2.03,2.2,3.5,3.25,2.2,3.4,3.3,2.25,3.35,3.2,1.97,1.93,1.96,1.94
epl,2020-2021,01/01/2021,Man United,Aston Villa,2,1,19,5,9,5,5,10,22,10,4,0,0,0,H,1,0,H,M Oliver,1.72,4.2,4.2,1.7,4.2,4.5,1.75,3.9,4.4,1.53,2.5,1.96,1.94,1.66,4,4.75,1.67,4.1,4.75,1.75,4,4.2,1.57,2.37,1.91,1.99
epl,2020-2021,02/01/2021,Tottenham,Leeds,3,0,20,18,7,5,3,5,15,13,2,1,1,0,H,2,0,H,D Coote,1.75,4.1,4.2,1.78,3.9,4.25,1.8,3.9,3.9,1.44,2.75,2.02,1.88,1.83,4,4,1.87,3.9,3.9,1.9,3.95,3.7,1.53,2.5,1.87,2.03
epl,2020-2021,02/01/2021,Crystal Palace,Sheffield United,2,0,9,7,4,2,3,6,8,18,1,3,0,0,H,2,0,H,S Attwell,1.95,3.5,3.9,1.95,3.5,3.9,1.95,3.3,4.1,2.3,1.61,2.03,1.87,2.05,3.25,3.9,2.05,3.3,3.8,2.05,3.2,3.95,2.37,1.57,2.1,1.8
epl,2020-2021,02/01/2021,Brighton,Wolves,3,3,13,11,4,4,5,8,13,8,2,1,0,0,D,1,3,A,A Madley,2.62,3.25,2.75,2.6,3.2,2.8,2.6,2.9,2.85,2.5,1.53,1.87,2.03,2.8,3,2.75,2.8,3,2.75,2.8,2.95,2.75,2.62,1.5,1.97,1.93
epl,2020-2021,02/01/2021,West Brom,Arsenal,0,4,7,21,3,12,3,5,7,4,1,2,0,0,A,0,2,A,M Atkinson,5.75,4,1.57,5.75,4.1,1.57,5.5,3.75,1.63,1.9,1.9,1.84,2.06,6,4,1.57,6,3.9,1.6,5.75,3.9,1.6,1.9,1.9,1.83,2.07
epl,2020-2021,03/01/2021,Newcastle,Leicester,1,2,8,9,2,3,3,6,10,11,0,2,0,0,A,0,0,D,R Jones,5.25,4.2,1.61,5.25,4.1,1.62,5,3.65,1.7,1.9,1.9,2.02,1.88,6,4,1.57,5.5,4.1,1.6,5.75,3.9,1.6,1.9,1.9,1.9,2
epl,2020-2021,03/01/2021,Chelsea,Man City,1,3,9,18,2,6,5,3,11,10,3,1,0,0,A,0,3,A,A Taylor,3,3.7,2.2,3,3.7,2.25,2.95,3.4,2.3,1.72,2.1,1.87,2.03,3.4,3.6,2.05,3.4,3.6,2.1,3.3,3.5,2.15,1.72,2.1,2.03,1.87
