league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
serie-a,2016-2017,28/08/16,Fiorentina,Chievo,1,0,13,9,3,2,4,4,8,16,0,2,0,0,H,1,0,H,1.67,3.75,5.5,1.57,3.8,5.75,1.65,3.6,5.1
serie-a,2016-2017,28/08/16,Inter,Palermo,1,1,22,7,5,3,8,4,16,24,1,5,0,0,D,0,0,D,1.33,4.75,10,1.36,5,7.25,1.35,4.8,7.6
serie-a,2016-2017,28/08/16,Sampdoria,Atalanta,2,1,8,7,4,1,3,1,13,16,1,4,0,1,H,2,1,H,2.25,3.2,3.4,2.1,3.2,3.5,2.1,3.2,3.4
serie-a,2016-2017,28/08/16,Sassuolo,Pescara,0,3,13,15,3,5,2,7,12,21,2,2,0,0,A,,,,1.62,3.75,6,1.62,3.7,5.5,1.6,3.7,5.4
serie-a,2016-2017,28/08/16,Torino,Bologna,5,1,20,10,11,2,6,3,14,12,1,2,0,0,H,2,1,H,1.85,3.5,4.5,1.8,3.5,4.4,1.8,3.4,4.4
serie-a,2016-2017,28/08/16,Udinese,Empoli,2,0,11,13,3,4,4,5,15,19,3,3,0,1,H,1,0,H,2.05,3.4,3.75,2.1,3.2,3.6,2.1,3.2,3.4
serie-a,2016-2017,10/09/16,Juventus,Sassuolo,3,1,23,9,10,3,14,5,10,12,1,2,0,0,H,3,1,H,1.3,5,12,1.33,5,10.5,1.35,4.8,7.6
serie-a,2016-2017,10/09/16,Palermo,Napoli,0,3,5,17,1,7,2,4,14,7,0,0,0,0,A,0,0,D,9,5,1.33,7.5,5,1.4,7.3,4.4,1.4
serie-a,2016-2017,11/09/16,Atalanta,Torino,2,1,22,14,3,7,4,4,16,20,2,2,0,0,H,0,0,D,2.6,3.2,2.8,2.7,3.1,2.8,2.6,3.2,2.6
serie-a,2016-2017,11/09/16,Bologna,Cagliari,2,1,17,11,10,5,9,4,13,9,1,3,0,1,H,1,0,H,2.1,3.25,3.75,2.2,3.25,3.5,2.1,3.3,3.3
serie-a,2016-2017,11/09/16,Chievo,Lazio,1,1,7,11,4,3,2,1,14,15,2,5,0,0,D,0,0,D,3,3.2,2.5,3,3.1,2.55,2.6,3.2,2.6
serie-a,2016-2017,11/09/16,Milan,Udinese,0,1,14,10,2,2,8,8,10,9,1,5,0,0,A,0,0,D,1.67,4,5,1.67,4,5,1.65,3.6,5.1
serie-a,2016-2017,11/09/16,Pescara,Inter,1,2,10,22,5,7,3,13,14,10,1,1,0,0,A,0,0,D,4.75,3.75,1.75,4.6,3.7,1.78,4.5,3.5,1.75
serie-a,2016-2017,11/09/16,Roma,Sampdoria,3,2,24,12,8,7,11,7,12,13,3,2,0,0,H,1,2,A,1.33,5.25,9,1.34,5.5,8.25,1.4,4.4,7.3
serie-a,2016-2017,12/09/16,Empoli,Crotone,2,1,13,6,5,2,5,0,16,20,1,1,0,1,H,1,1,D,1.57,4,6,1.57,4,6.25,1.6,3.7,5.4
serie-a,2016-2017,16/09/16,Sampdoria,Milan,0,1,12,10,3,3,8,5,12,16,2,3,0,0,A,0,0,D,3.1,3.3,2.3,3.1,3.25,2.4,2.75,3.3,2.4
serie-a,2016-2017,17/09/16,Lazio,Pescara,3,0,23,10,11,3,11,2,12,14,2,2,0,0,H,0,0,D,1.5,4.33,6.5,1.44,4.33,7,1.5,4,6.1
serie-a,2016-2017,17/09/16,Napoli,Bologna,3,1,21,9,10,3,6,3,11,7,0,1,0,1,H,1,0,H,1.25,6,12,1.22,6,11.5,1.3,5,9
serie-a,2016-2017,18/09/16,Cagliari,Atalanta,3,0,12,7,9,2,3,4,10,19,2,2,0,0,H,1,0,H,2.6,3.2,2.8,2.4,3.3,2.85,2.4,3.2,2.85
serie-a,2016-2017,18/09/16,Crotone,Palermo,1,1,11,12,1,5,3,7,19,9,3,2,0,0,D,1,0,H,3,3.2,2.5,2.85,3.2,2.45,2.65,3.3,2.5
serie-a,2016-2017,18/09/16,Fiorentina,Roma,1,0,8,14,4,3,5,6,10,11,1,1,0,0,H,0,0,D,2.9,3.5,2.4,2.75,3.25,2.5,2.6,3.2,2.6
serie-a,2016-2017,18/09/16,Inter,Juventus,2,1,16,9,3,2,5,4,13,18,2,3,1,0,H,0,0,D,4,3.5,1.95,3.9,3.4,1.91,3.6,3.3,2
serie-a,2016-2017,18/09/16,Sassuolo,Genoa,2,0,11,17,6,5,3,8,15,17,0,2,0,1,H,0,0,D,2.2,3.2,3.5,2.3,3.1,3.2,2.4,3.3,2.75
serie-a,2016-2017,18/09/16,Torino,Empoli,0,0,15,5,5,2,8,5,19,7,4,3,0,0,D,0,0,D,1.75,3.6,4.75,1.78,3.4,4.75,1.8,3.5,4.2
serie-a,2016-2017,18/09/16,Udinese,Chievo,1,2,8,20,4,6,5,7,16,9,3,4,0,0,A,1,0,H,2,3.25,4,2.1,3.2,3.5,2.1,3.2,3.4
serie-a,2016-2017,20/09/16,Milan,Lazio,2,0,17,20,8,5,3,8,16,12,1,4,0,0,H,1,0,H,2.15,3.4,3.4,2.2,3.3,3.4,2.2,3.2,3.2
serie-a,2016-2017,21/09/16,Atalanta,Palermo,0,1,16,7,4,2,7,5,20,12,3,2,0,0,A,0,0,D,1.62,3.75,6,1.6,3.9,6,1.65,3.6,5.1
serie-a,2016-2017,21/09/16,Bologna,Sampdoria,2,0,11,10,4,3,2,4,16,12,1,3,1,1,H,1,0,H,2.4,3.25,3.1,2.3,3.2,3.3,2.3,3.2,3
serie-a,2016-2017,21/09/16,Chievo,Sassuolo,2,1,5,7,3,2,7,9,14,15,2,1,0,0,H,2,1,H,2.4,3.2,3.1,2.5,3.1,3.1,2.5,3.2,2.75
serie-a,2016-2017,21/09/16,Empoli,Inter,0,2,9,13,3,4,5,4,14,15,1,4,0,0,A,0,2,A,4.33,3.3,1.95,4.1,3.4,1.95,3.6,3.3,2
serie-a,2016-2017,21/09/16,Genoa,Napoli,0,0,12,14,5,3,5,8,16,11,4,2,0,0,D,0,0,D,4.75,3.75,1.75,4.75,3.7,1.75,4.5,3.5,1.75
serie-a,2016-2017,21/09/16,Juventus,Cagliari,4,0,28,2,13,0,9,0,19,12,1,3,0,0,H,3,0,H,1.17,7.5,17,1.2,6.5,16,1.15,7,15
serie-a,2016-2017,21/09/16,Pescara,Torino,0,0,19,11,4,3,9,4,13,15,3,2,0,2,D,0,0,D,3.25,3.25,2.3,3.25,3.2,2.35,2.9,3.3,2.3
serie-a,2016-2017,21/09/16,Roma,Crotone,4,0,20,11,7,3,11,5,12,7,0,1,0,0,H,2,0,H,1.13,8.5,23,1.15,7.75,21,1.15,7,15
serie-a,2016-2017,21/09/16,Udinese,Fiorentina,2,2,15,7,5,3,4,3,16,15,1,3,0,0,D,2,1,H,3.25,3.25,2.3,3.25,3.2,2.3,2.85,3.2,2.4
serie-a,2016-2017,24/09/16,Napoli,Chievo,2,0,13,7,5,2,4,2,12,16,2,4,0,0,H,2,0,H,1.33,5,10,1.3,5.25,11,1.35,4.8,7.6
serie-a,2016-2017,24/09/16,Palermo,Juventus,0,1,4,15,2,7,2,9,16,10,3,3,0,0,A,0,0,D,11,5.5,1.29,11,5.5,1.28,7.6,4.8,1.35
serie-a,2016-2017,25/09/16,Fiorentina,Milan,0,0,20,12,5,1,6,3,10,12,2,4,0,0,D,0,0,D,2.3,3.1,3.4,2.25,3.3,3.3,2.4,3.2,2.85
serie-a,2016-2017,25/09/16,Genoa,Pescara,1,1,8,12,4,4,1,5,22,10,2,3,2,0,D,0,0,D,1.65,4,5.25,1.62,4,5.5,1.55,3.9,5.6
serie-a,2016-2017,25/09/16,Inter,Bologna,1,1,22,8,6,3,8,4,12,7,0,4,0,0,D,1,1,D,1.45,4.2,8.5,1.42,4.5,8.25,1.5,4,6.1
serie-a,2016-2017,25/09/16,Lazio,Empoli,2,0,12,9,3,3,5,6,14,7,2,2,0,0,H,1,0,H,1.44,4.2,8.5,1.5,4.1,7.25,1.55,3.9,5.6
serie-a,2016-2017,25/09/16,Sassuolo,Udinese,1,0,12,11,5,3,6,9,14,12,3,2,0,0,H,1,0,H,2.05,3.3,3.8,2.05,3.3,3.8,2.2,3.3,3.1
serie-a,2016-2017,25/09/16,Torino,Roma,3,1,18,21,9,5,7,13,15,12,1,4,0,0,H,1,0,H,3.75,3.5,2,3.6,3.5,2.05,3.3,3.3,2.1
serie-a,2016-2017,26/09/16,Cagliari,Sampdoria,2,1,9,18,3,2,3,10,16,15,2,3,0,0,H,1,0,H,2.2,3.2,3.5,2.2,3.3,3.4,2.3,3.3,2.9
serie-a,2016-2017,26/09/16,Crotone,Atalanta,1,3,10,12,3,8,6,3,21,14,3,1,0,1,A,0,3,A,4.5,3.3,1.91,4.33,3.4,1.9,3.6,3.3,2
serie-a,2016-2017,01/10/16,Pescara,Chievo,0,2,11,15,2,4,11,5,11,14,1,3,0,0,A,0,0,D,2.55,3.2,2.9,2.55,3.2,2.75,2.6,3.2,2.6
serie-a,2016-2017,01/10/16,Udinese,Lazio,0,3,15,15,3,5,5,9,4,12,2,1,0,0,A,0,1,A,3,3.3,2.4,3.1,3.2,2.3,2.75,3.3,2.4
serie-a,2016-2017,02/10/16,Atalanta,Napoli,1,0,10,13,4,3,4,12,11,13,3,3,0,0,H,1,0,H,6,4,1.55,5.5,3.8,1.6,5.4,3.7,1.6
serie-a,2016-2017,02/10/16,Bologna,Genoa,0,1,6,13,3,4,7,3,8,22,1,3,2,1,A,0,0,D,2.2,3.1,3.6,2.3,3.1,3.2,2.2,3.2,3.2
serie-a,2016-2017,02/10/16,Cagliari,Crotone,2,1,14,22,9,8,6,14,14,14,0,4,0,0,H,1,0,H,1.44,4.33,8,1.45,4.4,6.5,1.55,4,5.5
serie-a,2016-2017,02/10/16,Empoli,Juventus,0,3,6,26,3,11,5,7,21,20,2,1,0,0,A,0,0,D,10,5,1.3,9,4.75,1.34,7.6,4.8,1.35
serie-a,2016-2017,02/10/16,Milan,Sassuolo,4,3,15,7,6,5,5,4,10,10,1,5,0,0,H,1,1,D,1.62,3.8,6,1.62,3.75,5.25,1.7,3.6,4.7
serie-a,2016-2017,02/10/16,Roma,Inter,2,1,19,17,8,5,3,10,9,17,1,2,0,0,H,1,0,H,2,3.5,3.8,1.95,3.4,3.8,2.1,3.2,3.4
serie-a,2016-2017,02/10/16,Sampdoria,Palermo,1,1,23,4,7,2,7,1,9,18,2,5,0,1,D,0,0,D,1.65,3.75,5.5,1.7,3.6,5,1.7,3.6,4.7
serie-a,2016-2017,02/10/16,Torino,Fiorentina,2,1,18,13,5,5,6,8,15,12,1,2,0,0,H,1,0,H,2.4,3.2,3.1,2.3,3.2,3.1,2.5,3.1,2.8
serie-a,2016-2017,15/10/16,Juventus,Udinese,2,1,15,8,5,4,4,7,11,11,1,2,0,0,H,1,1,D,1.2,7,13,1.2,7.25,17,1.2,5.8,13
serie-a,2016-2017,15/10/16,Napoli,Roma,1,3,21,14,5,6,9,1,5,16,2,3,0,0,A,0,1,A,2,3.5,3.8,2,3.6,3.9,2,3.3,3.6
serie-a,2016-2017,15/10/16,Pescara,Sampdoria,1,1,10,22,7,9,8,8,9,12,1,1,1,0,D,1,1,D,2.38,3.3,3.1,2.5,3.25,2.9,2.6,3.2,2.6
serie-a,2016-2017,16/10/16,Chievo,Milan,1,3,8,16,5,5,7,2,17,13,3,2,0,0,A,0,1,A,2.8,3,2.75,2.95,2.95,2.85,2.9,3.15,2.4
serie-a,2016-2017,16/10/16,Fiorentina,Atalanta,0,0,17,13,6,3,7,6,14,17,3,3,0,0,D,0,0,D,1.75,3.6,5,1.75,3.6,5,1.7,3.6,4.7
serie-a,2016-2017,16/10/16,Genoa,Empoli,0,0,8,2,3,1,3,2,17,17,0,4,1,0,D,0,0,D,1.75,3.6,5,1.75,3.6,5,1.75,3.5,4.5
serie-a,2016-2017,16/10/16,Inter,Cagliari,1,2,17,11,4,6,10,6,10,12,1,5,0,0,A,0,0,D,1.4,4.75,8.5,1.4,4.75,7.75,1.45,4,7
serie-a,2016-2017,16/10/16,Lazio,Bologna,1,1,25,9,8,4,18,0,13,16,4,3,0,0,D,0,1,A,1.5,4,7.5,1.5,4,7.5,1.55,3.9,5.6
serie-a,2016-2017,16/10/16,Sassuolo,Crotone,2,1,22,8,9,1,15,1,10,22,1,3,0,0,H,0,1,A,1.4,4.5,8.5,1.42,4.6,7.75,1.45,4,7
serie-a,2016-2017,17/10/16,Palermo,Torino,1,4,16,15,3,7,10,6,15,23,4,2,0,0,A,1,3,A,3.8,3.5,2,4.2,3.4,2,3.8,3.45,1.9
serie-a,2016-2017,22/10/16,Milan,Juventus,1,0,8,22,2,3,5,9,19,14,4,3,0,0,H,0,0,D,4.5,3.7,1.8,4.75,3.75,1.8,4,3.45,1.85
serie-a,2016-2017,22/10/16,Sampdoria,Genoa,2,1,14,10,7,5,5,6,12,15,2,3,0,0,H,1,1,D,3.1,3.25,2.4,3,3.25,2.45,2.8,3.1,2.5
serie-a,2016-2017,23/10/16,Atalanta,Inter,2,1,11,7,8,4,4,0,19,11,2,1,0,0,H,1,0,H,3.3,3.4,2.2,3.4,3.3,2.2,3,3.2,2.3
serie-a,2016-2017,23/10/16,Bologna,Sassuolo,1,1,14,8,4,3,7,11,11,13,0,1,0,0,D,1,0,H,2.5,3.2,3,2.6,3,3,2.4,3.3,2.75
serie-a,2016-2017,23/10/16,Cagliari,Fiorentina,3,5,10,16,5,8,4,7,19,7,2,2,0,0,A,1,4,A,3,3.3,2.4,3.1,3.25,2.4,2.85,3.2,2.4
serie-a,2016-2017,23/10/16,Crotone,Napoli,1,2,12,13,4,8,7,7,20,8,2,0,0,1,A,0,2,A,15,6,1.22,12.5,6.5,1.22,12,5.5,1.22
serie-a,2016-2017,23/10/16,Empoli,Chievo,0,0,8,13,3,2,6,3,16,28,3,3,0,1,D,0,0,D,2.55,3,3.1,2.6,2.9,3.1,2.5,3.2,2.75
serie-a,2016-2017,23/10/16,Roma,Palermo,4,1,18,7,7,3,4,4,11,14,3,2,0,0,H,1,0,H,1.18,7,17,1.18,7.5,14,1.22,5.5,12
serie-a,2016-2017,23/10/16,Torino,Lazio,2,2,16,14,4,6,4,6,12,14,2,2,0,0,D,1,0,H,2.2,3.3,3.4,2.2,3.3,3.4,2.4,3.2,2.85
serie-a,2016-2017,23/10/16,Udinese,Pescara,3,1,9,16,4,3,6,3,12,9,2,1,0,0,H,1,0,H,1.85,3.5,4.5,1.85,3.5,4.5,1.8,3.5,4.2
serie-a,2016-2017,25/10/16,Genoa,Milan,3,0,8,13,3,3,5,4,15,9,3,0,0,1,H,1,0,H,2.75,3.25,2.6,2.9,3.3,2.6,2.85,3.2,2.4
serie-a,2016-2017,26/10/16,Chievo,Bologna,1,1,10,8,3,4,6,4,18,14,0,4,0,0,D,0,0,D,2.1,3.1,4,2.1,3.2,3.9,2.1,3.1,3.6
serie-a,2016-2017,26/10/16,Fiorentina,Crotone,1,1,26,4,11,2,14,1,15,16,1,2,0,0,D,0,1,A,1.22,6,15,1.22,6.25,13.5,1.2,6,12.5
serie-a,2016-2017,26/10/16,Inter,Torino,2,1,22,7,6,2,2,10,14,18,0,4,0,0,H,1,0,H,2,3.5,3.75,1.95,3.5,3.9,2,3.3,3.6
serie-a,2016-2017,26/10/16,Juventus,Sampdoria,4,1,13,8,7,3,5,2,6,16,0,3,0,0,H,2,0,H,1.17,7.5,17,1.18,7,16.5,1.2,5.8,13
serie-a,2016-2017,26/10/16,Lazio,Cagliari,4,1,19,14,12,5,4,10,6,6,2,3,0,0,H,3,0,H,1.44,4.5,7.5,1.48,4.33,7,1.6,3.7,5.4
serie-a,2016-2017,26/10/16,Napoli,Empoli,2,0,35,7,10,2,11,8,7,9,1,2,0,0,H,0,0,D,1.29,5.5,11,1.25,6,12,1.22,5.5,12
serie-a,2016-2017,26/10/16,Pescara,Atalanta,0,1,5,13,0,3,2,8,18,22,3,3,0,0,A,0,0,D,2.9,3.25,2.5,2.9,3.3,2.5,2.85,3.2,2.4
serie-a,2016-2017,26/10/16,Sassuolo,Roma,1,3,16,16,3,5,5,11,12,10,3,0,0,0,A,1,0,H,4.2,3.5,1.91,4.1,3.7,1.87,3.8,3.45,1.9
serie-a,2016-2017,27/10/16,Palermo,Udinese,1,3,11,11,2,7,3,4,15,15,2,2,1,0,A,1,1,D,2.9,3.25,2.5,2.9,3.3,2.6,2.65,3.1,2.65
serie-a,2016-2017,29/10/16,Bologna,Fiorentina,0,1,5,12,2,5,2,5,8,17,3,3,1,0,A,0,1,A,3.25,3.25,2.3,3.3,3.2,2.3,2.95,3.1,2.4
serie-a,2016-2017,29/10/16,Juventus,Napoli,2,1,10,12,3,2,3,4,11,10,4,1,0,0,H,0,0,D,1.8,3.5,4.75,1.87,3.5,4.75,1.75,3.5,4.5
serie-a,2016-2017,30/10/16,Atalanta,Genoa,3,0,15,10,9,2,3,3,12,14,1,2,0,0,H,2,0,H,2.3,3.2,3.3,2.3,3.3,3.2,2.3,3.2,3
serie-a,2016-2017,30/10/16,Crotone,Chievo,2,0,9,16,7,3,4,5,19,21,1,2,0,0,H,1,0,H,3.5,3.2,2.2,3.4,3.2,2.25,3.2,3.2,2.2
serie-a,2016-2017,30/10/16,Empoli,Roma,0,0,8,23,3,5,4,8,18,13,6,3,0,0,D,0,0,D,6,4.2,1.55,6.25,4.1,1.55,5.4,3.7,1.6
serie-a,2016-2017,30/10/16,Lazio,Sassuolo,2,1,14,14,6,5,10,4,17,11,2,1,0,0,H,0,0,D,1.67,3.75,5.5,1.62,4,5.5,1.65,3.6,5.1
serie-a,2016-2017,30/10/16,Milan,Pescara,1,0,18,14,9,6,5,5,11,14,1,2,0,0,H,0,0,D,1.4,4.75,8,1.4,4.75,8.25,1.4,4.4,7.3
serie-a,2016-2017,30/10/16,Sampdoria,Inter,1,0,9,14,3,3,4,5,15,14,1,3,0,0,H,1,0,H,3.6,3.5,2.05,3.6,3.5,2.15,3.3,3.3,2.1
serie-a,2016-2017,31/10/16,Cagliari,Palermo,2,1,8,12,4,3,2,4,19,16,5,3,0,0,H,0,0,D,1.73,3.5,5,1.75,3.7,4.75,1.8,3.5,4.2
serie-a,2016-2017,31/10/16,Udinese,Torino,2,2,16,13,5,3,4,4,13,19,2,3,0,0,D,0,1,A,2.88,3.25,2.45,2.9,3.3,2.5,2.75,3.2,2.5
serie-a,2016-2017,05/11/16,Napoli,Lazio,1,1,18,7,8,3,9,2,12,15,0,2,0,0,D,0,0,D,1.67,4,5,1.72,3.9,4.75,1.75,3.5,4.5
serie-a,2016-2017,05/11/16,Torino,Cagliari,5,1,23,10,9,7,5,4,15,10,1,2,0,1,H,3,1,H,1.55,4.33,5.75,1.57,4.1,6,1.55,3.9,5.6
serie-a,2016-2017,06/11/16,Chievo,Juventus,1,2,9,17,2,6,2,4,20,14,5,4,0,0,A,0,0,D,9,4,1.44,8.75,4.1,1.45,7,4,1.45
serie-a,2016-2017,06/11/16,Fiorentina,Sampdoria,1,1,20,17,5,6,11,2,18,14,3,2,0,0,D,1,0,H,1.57,3.8,6.5,1.57,3.9,6.25,1.57,3.8,5.5
serie-a,2016-2017,06/11/16,Genoa,Udinese,1,1,16,10,4,3,3,1,15,12,2,1,0,0,D,1,1,D,1.85,3.6,4.33,1.83,3.5,4.6,1.8,3.4,4.4
serie-a,2016-2017,06/11/16,Inter,Crotone,3,0,25,4,9,0,18,4,9,10,1,2,0,0,H,0,0,D,1.25,5.75,13,1.25,6.25,11.5,1.25,5.5,10.3
serie-a,2016-2017,06/11/16,Palermo,Milan,1,2,15,12,7,6,6,5,23,14,2,1,0,0,A,0,1,A,5.5,3.75,1.67,5.75,3.9,1.62,5.1,3.6,1.65
serie-a,2016-2017,06/11/16,Pescara,Empoli,0,4,22,9,7,6,8,1,15,11,2,2,0,0,A,0,3,A,2.4,3.2,3.1,2.35,3.1,3.3,2.4,3.2,2.85
serie-a,2016-2017,06/11/16,Roma,Bologna,3,0,22,13,8,5,3,6,18,9,1,0,0,0,H,1,0,H,1.25,6,12,1.26,6,11,1.28,5.2,10
serie-a,2016-2017,06/11/16,Sassuolo,Atalanta,0,3,15,15,3,8,3,7,10,19,4,2,0,0,A,0,3,A,2.5,3.2,3,2.45,3.2,3,2.3,3.2,3
serie-a,2016-2017,19/11/16,Chievo,Cagliari,1,0,12,11,2,2,5,9,17,18,3,3,0,0,H,0,0,D,1.91,3.5,4.2,1.91,3.4,4.25,1.9,3.3,4
serie-a,2016-2017,19/11/16,Juventus,Pescara,3,0,14,9,5,3,5,1,11,15,0,2,0,0,H,1,0,H,1.14,8,19,1.14,8,20,1.15,7,15
serie-a,2016-2017,19/11/16,Udinese,Napoli,1,2,7,10,3,4,4,7,9,7,1,0,0,0,A,0,0,D,4.75,3.75,1.75,4.6,3.7,1.78,4.2,3.5,1.8
serie-a,2016-2017,20/11/16,Atalanta,Roma,2,1,21,9,6,5,10,6,15,14,1,2,0,0,H,0,1,A,4,3.5,1.95,4,3.5,1.95,3.6,3.3,2
serie-a,2016-2017,20/11/16,Bologna,Palermo,3,1,8,8,4,4,4,6,15,15,1,1,0,0,H,1,1,D,1.75,3.6,5,1.78,3.5,5,1.85,3.3,4.2
serie-a,2016-2017,20/11/16,Crotone,Torino,0,2,15,16,5,4,6,5,11,6,1,1,0,0,A,0,0,D,5,3.75,1.73,5,3.75,1.72,4.5,3.5,1.75
serie-a,2016-2017,20/11/16,Empoli,Fiorentina,0,4,13,24,6,13,5,4,7,12,1,3,0,0,A,0,1,A,3.9,3.4,2,3.75,3.25,2.1,3.4,3.2,2.1
serie-a,2016-2017,20/11/16,Lazio,Genoa,3,1,16,12,4,3,3,5,14,20,1,3,0,1,H,1,0,H,1.7,3.8,5,1.65,3.8,5.5,1.6,3.7,5.4
serie-a,2016-2017,20/11/16,Milan,Inter,2,2,10,21,4,6,1,8,16,14,2,4,0,0,D,1,0,H,2.8,3.2,2.6,2.65,3.2,2.75,2.5,3.2,2.75
serie-a,2016-2017,20/11/16,Sampdoria,Sassuolo,3,2,22,11,8,5,9,1,17,17,4,3,0,0,H,0,0,D,2.05,3.4,3.75,2.1,3.4,3.6,2.1,3.2,3.4
serie-a,2016-2017,26/11/16,Empoli,Milan,1,4,15,16,4,6,2,6,11,17,2,3,0,0,A,1,1,D,3.8,3.3,2.05,3.7,3.4,2.05,3.6,3.3,2
serie-a,2016-2017,26/11/16,Torino,Chievo,2,1,16,10,4,3,10,2,13,10,2,1,0,1,H,2,0,H,1.73,3.6,5.25,1.67,3.7,5.5,1.7,3.6,4.7
serie-a,2016-2017,27/11/16,Bologna,Atalanta,0,2,9,14,2,2,6,9,15,12,5,2,0,0,A,0,1,A,3,3.2,2.5,3.1,3.2,2.4,2.85,3.2,2.4
serie-a,2016-2017,27/11/16,Cagliari,Udinese,2,1,7,20,3,5,3,4,16,19,4,3,0,0,H,1,0,H,2.38,3.4,3,2.35,3.4,3,2.2,3.3,3.1
serie-a,2016-2017,27/11/16,Crotone,Sampdoria,1,1,9,15,3,6,2,6,17,15,3,0,0,0,D,1,0,H,3.3,3.4,2.2,3.4,3.3,2.2,3.1,3.3,2.2
serie-a,2016-2017,27/11/16,Genoa,Juventus,3,1,12,12,6,2,3,6,26,8,3,2,0,0,H,3,0,H,6,3.75,1.62,6.25,3.7,1.62,5.6,3.9,1.55
serie-a,2016-2017,27/11/16,Palermo,Lazio,0,1,17,18,4,6,4,5,11,18,3,1,1,0,A,0,1,A,5.5,4,1.62,5.5,4,1.62,5.1,3.6,1.65
serie-a,2016-2017,27/11/16,Roma,Pescara,3,2,14,14,7,7,8,7,20,21,3,3,0,0,H,2,0,H,1.2,7.5,12,1.2,6.75,14,1.15,7,15
serie-a,2016-2017,28/11/16,Inter,Fiorentina,4,2,22,12,9,6,7,2,28,15,5,3,0,1,H,3,1,H,2,3.4,3.9,2,3.5,3.8,2,3.3,3.6
serie-a,2016-2017,28/11/16,Napoli,Sassuolo,1,1,20,4,6,1,9,3,14,12,3,4,0,0,D,1,0,H,1.25,6,12,1.28,5.75,11,1.3,5,9
serie-a,2016-2017,02/12/16,Napoli,Inter,3,0,19,18,11,6,5,7,7,12,2,3,0,0,H,2,0,H,1.75,3.75,4.75,1.83,3.8,4.5,1.9,3.45,3.8
serie-a,2016-2017,03/12/16,Juventus,Atalanta,3,1,12,7,7,2,6,4,25,18,3,2,0,0,H,2,0,H,1.4,4.5,9,1.42,4.6,7.75,1.4,4.4,7.3
serie-a,2016-2017,04/12/16,Fiorentina,Palermo,2,1,19,7,7,2,7,6,16,22,2,2,0,0,H,1,0,H,1.29,5.5,11,1.28,5.75,10.5,1.3,5,9
