league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
la-liga,2025-2026,23/09/2025,Levante,Real Madrid,1,4,11,24,2,10,1,7,17,9,1,1,0,0,A,0,2,A,7.5,5.75,1.33,8,5.5,1.34,1.44,2.75,1.95,1.9,9,5.75,1.3,7,5.5,1.37,1.4,3,1.83,2.03
la-liga,2025-2026,23/09/2025,Sevilla,Villarreal,1,2,16,12,2,5,3,3,17,14,2,3,0,0,A,0,1,A,3.1,3.4,2.3,3,3.3,2.3,1.98,1.88,1.85,2,3.3,3.4,2.2,3.2,3.3,2.2,2.03,1.83,1.98,1.88
la-liga,2025-2026,24/09/2025,Getafe,Alaves,1,1,7,10,1,4,2,7,14,20,2,3,0,0,D,0,0,D,2.3,2.9,3.6,2.3,2.87,3.6,3.4,1.33,1.98,1.88,2.05,2.88,4.5,2.1,2.8,4.4,3.75,1.29,2.05,1.8
la-liga,2025-2026,24/09/2025,Ath Madrid,Vallecano,3,2,20,9,8,3,8,6,6,12,3,4,0,0,H,1,1,D,1.5,4.5,6,1.52,4.2,6.25,1.88,1.98,1.85,2,1.44,4.33,8,1.46,4.4,7,1.98,1.88,1.7,2.1
la-liga,2025-2026,24/09/2025,Sociedad,Mallorca,1,0,17,7,4,3,11,2,13,15,2,2,0,0,H,0,0,D,1.8,3.4,4.75,1.8,3.5,4.6,2.1,1.73,2.03,1.78,1.75,3.5,5,1.77,3.5,5,2.1,1.73,1.98,1.88
la-liga,2025-2026,25/09/2025,Osasuna,Elche,1,1,9,12,2,4,2,3,19,13,2,2,0,0,D,1,0,H,1.95,3.25,4.33,1.98,3.2,4.33,2.3,1.62,2,1.85,1.85,3.2,5,1.93,3.2,4.5,2.3,1.62,1.85,2
la-liga,2025-2026,25/09/2025,Oviedo,Barcelona,1,3,7,22,3,10,6,9,10,6,1,0,0,0,A,1,0,H,10,5.75,1.25,9.5,6.5,1.26,1.44,2.75,1.98,1.88,13,7,1.2,12,7.5,1.2,1.5,2.63,1.7,2.1
la-liga,2025-2026,26/09/2025,Girona,Espanol,0,0,12,20,3,5,8,4,9,11,0,1,0,0,D,0,0,D,2.45,3.3,2.88,2.4,3.3,2.95,2.03,1.83,2.08,1.73,2.55,3.25,2.75,2.55,3.25,2.75,2.1,1.73,1.83,2.03
la-liga,2025-2026,27/09/2025,Getafe,Levante,1,1,11,11,4,3,6,2,15,16,4,3,0,0,D,0,1,A,2.05,3.1,4.1,2.05,3.2,3.9,2.5,1.53,2.05,1.8,2.1,3,3.9,2.15,3.1,3.8,2.63,1.5,2.08,1.73
la-liga,2025-2026,27/09/2025,Ath Madrid,Real Madrid,5,2,13,6,7,2,7,2,17,14,5,4,0,0,H,2,2,D,3,3.6,2.3,2.85,3.5,2.35,1.67,2.2,1.85,2,3.1,3.5,2.25,3,3.5,2.25,1.83,2.03,1.88,1.98
