league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,IWCH,IWCD,IWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
la-liga,2020-2021,20/09/2020,Huesca,Cadiz,0,2,4,6,0,4,2,1,18,23,3,3,0,0,A,0,1,A,2.1,3.1,4,2.15,3,4,2.2,2.8,3.9,2.62,1.5,1.83,2.07,1.9,3,4.75,2,3,4.6,1.97,2.8,4.8,3.2,1.36,2,1.93
la-liga,2020-2021,20/09/2020,Betis,Valladolid,2,0,16,9,6,2,5,3,18,10,3,0,0,0,H,2,0,H,1.85,3.6,4.33,1.83,3.6,4.4,1.9,3.25,4.4,2.1,1.72,1.89,2.01,1.8,3.6,4.75,1.72,3.6,5.25,1.9,3.15,4.6,2.37,1.57,1.91,2.02
la-liga,2020-2021,20/09/2020,Granada,Alaves,2,1,10,5,3,3,4,4,9,12,0,3,0,0,H,1,1,D,2.05,3.1,4.2,2.05,3.1,4.2,2.1,2.85,4.2,2.75,1.44,2.08,1.82,2.15,3,3.75,2.05,3.1,4.2,2.35,2.65,3.7,3.2,1.36,1.89,2.04
la-liga,2020-2021,20/09/2020,Sociedad,Real Madrid,0,0,6,16,1,4,1,11,17,12,2,2,0,0,D,0,0,D,4.75,3.8,1.72,4.5,3.8,1.78,4.5,3.6,1.77,1.72,2.1,1.92,2.01,4.5,3.8,1.75,4.33,3.8,1.8,4.5,3.7,1.8,1.9,1.9,1.8,2
la-liga,2020-2021,26/09/2020,Alaves,Getafe,0,0,9,11,0,4,1,5,13,13,2,2,0,0,D,0,0,D,3.5,2.9,2.37,3.4,2.85,2.45,3.5,2.65,2.5,3.2,1.36,1.82,2.08,3.5,2.8,2.45,3.5,2.85,2.4,3.55,2.55,2.5,3.4,1.33,1.81,2.09
la-liga,2020-2021,26/09/2020,Valencia,Huesca,1,1,5,17,2,4,4,4,14,20,0,1,0,0,D,1,0,H,2,3.4,4,2.05,3.3,3.9,2.1,3.15,3.7,2.1,1.72,2.05,1.85,2.15,3.4,3.4,2.1,3.4,3.6,2.1,3.3,3.7,2.1,1.72,1.91,1.99
la-liga,2020-2021,26/09/2020,Elche,Sociedad,0,3,5,27,2,7,2,11,11,12,3,1,0,0,A,0,0,D,4.2,3.3,1.95,4.33,3.3,1.95,4.3,3,2,2.5,1.53,1.92,1.98,6.5,3.8,1.55,7,3.6,1.6,6.75,3.45,1.6,2.5,1.53,2.14,1.77
la-liga,2020-2021,26/09/2020,Betis,Real Madrid,2,3,15,11,5,4,8,3,9,10,5,2,1,0,A,2,1,H,4,4,1.8,4.2,3.7,1.85,4.2,3.55,1.85,1.72,2.1,2.06,1.84,4.5,4,1.7,4.4,4,1.75,4.6,3.9,1.75,1.8,2,1.87,2.03
la-liga,2020-2021,27/09/2020,Osasuna,Levante,1,3,9,11,4,5,3,7,15,16,2,0,0,0,A,1,1,D,2.3,3.2,3.25,2.35,3.3,3.1,2.3,3.1,3.2,2.1,1.72,2,1.9,2.15,3.5,3.3,2.2,3.4,3.3,2.25,3.1,3.35,2,1.8,1.87,2.03
la-liga,2020-2021,27/09/2020,Eibar,Ath Bilbao,1,2,7,9,1,5,5,4,15,12,1,0,0,0,A,0,1,A,3,3,2.55,3.1,2.95,2.6,3.05,2.75,2.65,2.75,1.44,2.1,1.8,3.5,2.9,2.3,3.4,2.9,2.45,3.55,2.7,2.4,3.2,1.36,1.9,2
la-liga,2020-2021,27/09/2020,Ath Madrid,Granada,6,1,17,11,10,6,1,1,16,14,3,1,0,0,H,1,0,H,1.5,4,7.5,1.5,4.2,7,1.55,3.65,7.25,2.3,1.61,1.96,1.94,1.4,4.33,8.5,1.44,4.2,8.75,1.4,4.4,10,2.2,1.66,2.14,1.77
la-liga,2020-2021,27/09/2020,Cadiz,Sevilla,1,3,12,14,5,5,6,5,9,14,4,2,0,0,A,0,0,D,5,3.6,1.7,5.25,3.4,1.78,5.5,3.15,1.77,2.5,1.53,1.83,2.07,5.5,3.6,1.66,6.25,3.5,1.65,5.25,3.45,1.75,2.62,1.5,1.89,2.01
la-liga,2020-2021,27/09/2020,Valladolid,Celta,1,1,10,5,4,1,4,1,26,18,3,4,0,0,D,0,1,A,2.8,3,2.7,2.85,2.9,2.8,2.9,2.7,2.8,3,1.4,1.99,1.91,3.4,2.9,2.4,3.2,2.85,2.6,3.4,2.7,2.45,3,1.4,1.84,2.06
la-liga,2020-2021,27/09/2020,Barcelona,Villarreal,4,0,17,5,9,1,8,4,9,10,0,1,0,0,H,4,0,H,1.53,4.33,6,1.53,4.5,5.75,1.57,4.3,5.25,1.5,2.62,1.89,2.01,1.5,4.75,6,1.5,4.6,6,1.57,4.6,5,1.36,3.2,1.82,2.08
la-liga,2020-2021,29/09/2020,Sociedad,Valencia,0,1,11,9,3,5,9,3,16,15,1,5,0,0,A,0,0,D,1.53,4.2,5.75,1.53,4.25,6.25,1.63,4.2,5,1.8,2,2.01,1.89,1.5,4.33,6,1.53,4.4,5.75,1.55,4.4,5.75,1.72,2.1,1.83,2.07
la-liga,2020-2021,29/09/2020,Getafe,Betis,3,0,8,10,4,2,1,4,15,17,4,4,0,1,H,3,0,H,2.45,3.1,3,2.6,2.9,3.1,2.5,2.85,3.1,2.5,1.53,2.13,1.78,2.3,3,3.5,2.45,3,3.2,2.45,3,3.3,2.5,1.53,2.03,1.87
la-liga,2020-2021,30/09/2020,Huesca,Ath Madrid,0,0,9,16,3,2,5,7,13,10,1,0,0,0,D,0,0,D,7.5,4.2,1.45,7.75,4,1.5,8,3.85,1.5,2.2,1.66,2.05,1.85,7,4,1.53,7.25,4,1.5,6.75,3.65,1.57,2.3,1.61,1.82,2.11
la-liga,2020-2021,30/09/2020,Villarreal,Alaves,3,1,10,8,6,3,2,0,11,13,0,2,0,0,H,2,1,H,1.57,3.8,5.75,1.62,3.7,6.25,1.63,3.7,5.75,2,1.8,2.05,1.75,1.53,4.2,6,1.5,4.25,6.75,1.6,4,6,1.9,2,2,1.9
la-liga,2020-2021,30/09/2020,Eibar,Elche,0,1,12,5,4,2,3,2,9,14,2,2,0,0,A,0,1,A,1.8,3.5,4.5,1.83,3.7,4.33,1.83,3.2,4.8,2.5,1.53,1.83,2.07,1.72,3.5,5.25,1.75,3.4,5.35,1.73,3.3,5.75,2.37,1.57,1.94,1.99
la-liga,2020-2021,30/09/2020,Real Madrid,Valladolid,1,0,15,11,5,5,4,7,11,7,2,1,0,0,H,0,0,D,1.22,6,11,1.26,6,11.5,1.27,6,10,1.57,2.37,2.05,1.85,1.22,6.5,12,1.22,6.5,13.5,1.25,6.25,12,1.61,2.3,1.93,2
la-liga,2020-2021,01/10/2020,Ath Bilbao,Cadiz,0,1,13,3,4,1,5,2,15,16,3,5,0,2,A,0,0,D,1.53,3.8,6.5,1.55,3.8,7.25,1.6,3.45,7,2.5,1.53,1.72,2.07,1.61,3.5,6.5,1.62,3.5,6.75,1.73,3.15,6,3,1.4,2,1.93
la-liga,2020-2021,01/10/2020,Sevilla,Levante,1,0,16,3,2,1,2,4,14,17,5,2,0,0,H,0,0,D,1.4,4.5,7.5,1.42,4.6,8,1.45,4.4,7,1.72,2.1,2.04,1.86,1.5,4.5,6,1.5,4.4,6.25,1.5,4.6,6,1.57,2.37,1.82,2.11
la-liga,2020-2021,01/10/2020,Celta,Barcelona,0,3,10,6,3,3,3,7,22,10,5,5,0,1,A,0,1,A,5.75,4.2,1.53,5.5,4.1,1.6,5.75,4.2,1.57,1.61,2.3,1.99,1.91,6,4.75,1.45,5.5,4.6,1.53,5.5,4.8,1.53,1.53,2.5,1.89,2.04
la-liga,2020-2021,03/10/2020,Valladolid,Eibar,1,2,9,11,3,5,3,4,11,21,2,3,0,1,A,1,1,D,2.35,3,3.4,2.4,3,3.3,2.4,2.85,3.35,2.5,1.53,2.05,1.88,2,3,4.33,2.15,3.1,3.75,2.15,2.75,4.2,3.2,1.36,1.68,2.15
la-liga,2020-2021,03/10/2020,Ath Madrid,Villarreal,0,0,14,6,1,2,9,1,11,7,1,2,0,0,D,0,0,D,1.61,3.9,5.5,1.7,3.75,5.25,1.73,3.55,5.25,1.9,1.9,1.91,2.02,1.57,4,5.75,1.57,4.1,5.75,1.6,3.85,5.75,1.8,2,2.08,1.85
la-liga,2020-2021,03/10/2020,Elche,Huesca,0,0,2,18,0,4,0,5,8,26,0,2,0,0,D,0,0,D,3.1,3.1,2.45,3.1,3.1,2.45,3.15,2.95,2.45,2.5,1.53,1.82,2.11,3.8,3.2,2.05,3.9,3.2,2.1,3.95,2.9,2.15,2.5,1.53,2.05,1.75
la-liga,2020-2021,03/10/2020,Sociedad,Getafe,3,0,11,5,6,1,5,4,21,13,3,3,0,0,H,1,0,H,2.25,3.1,3.5,2.35,3.1,3.3,2.35,2.85,3.45,2.5,1.53,1.99,1.94,2.05,3,4.33,2,3.1,4.33,2.1,2.85,4.2,2.75,1.44,2.09,1.84
la-liga,2020-2021,03/10/2020,Valencia,Betis,0,2,5,17,2,8,4,7,11,14,2,2,0,0,A,0,1,A,2.8,3.2,2.6,2.65,3.3,2.7,2.75,3.05,2.65,2.1,1.72,2.02,1.91,3.1,3.4,2.3,3,3.5,2.3,3.05,3.25,2.35,1.8,2,1.9,2.03
la-liga,2020-2021,04/10/2020,Osasuna,Celta,2,0,14,9,5,3,6,5,19,10,3,3,0,0,H,1,0,H,2.7,3.1,2.75,2.75,2.95,2.85,2.65,2.9,2.9,2.3,1.61,1.88,2.05,2.8,3,2.62,2.8,2.95,2.8,2.95,2.75,2.7,2.5,1.53,2.09,1.84
la-liga,2020-2021,04/10/2020,Alaves,Ath Bilbao,1,0,8,8,3,0,0,6,20,17,2,3,1,0,H,0,0,D,3.3,2.9,2.37,3.3,3,2.4,3.3,2.95,2.45,3,1.4,1.85,2.08,3.6,2.9,2.3,3.6,2.95,2.3,3.6,2.95,2.35,3.2,1.36,1.93,2
la-liga,2020-2021,04/10/2020,Levante,Real Madrid,0,2,11,13,4,3,4,6,14,8,2,1,0,0,A,0,1,A,6,4.5,1.5,6,4.6,1.5,6,4.4,1.53,1.53,2.5,2.02,1.77,5.75,4.75,1.5,6,4.6,1.5,5.5,4.3,1.55,1.53,2.5,2.07,1.86
la-liga,2020-2021,04/10/2020,Cadiz,Granada,1,1,14,13,4,5,2,5,16,16,2,2,0,0,D,0,1,A,3,3,2.6,2.95,3,2.65,3.05,2.75,2.65,2.75,1.44,2.08,1.85,3.1,2.87,2.6,3.1,2.85,2.65,3.15,2.8,2.65,3.2,1.36,1.68,2.15
la-liga,2020-2021,04/10/2020,Barcelona,Sevilla,1,1,12,13,5,1,6,5,11,18,1,1,0,0,D,1,1,D,1.57,4.33,5.25,1.62,4.1,5.25,1.63,4,5,1.53,2.5,2.06,1.87,1.6,4.2,5,1.65,4.25,4.75,1.65,4,4.8,1.53,2.5,1.86,2.07
la-liga,2020-2021,17/10/2020,Granada,Sevilla,1,0,13,8,3,3,5,1,16,11,4,4,0,1,H,0,0,D,4.2,3.4,1.9,4.1,3.5,1.91,4.2,3.15,1.95,2.2,1.66,1.96,1.97,4,3.25,2.05,3.8,3.2,2.1,3.95,3.25,2.1,2.5,1.53,1.84,2.09
la-liga,2020-2021,17/10/2020,Celta,Ath Madrid,0,2,15,9,5,4,8,4,16,18,3,4,0,0,A,0,1,A,5.5,3.3,1.75,5.5,3.25,1.78,5.25,3.15,1.8,2.5,1.53,1.86,2.07,5,3.5,1.75,4.75,3.5,1.8,4.9,3.15,1.85,2.37,1.57,1.9,2.03
la-liga,2020-2021,17/10/2020,Real Madrid,Cadiz,0,1,14,14,2,5,4,11,7,5,2,0,0,0,A,0,1,A,1.18,7,15,1.22,6.75,12,1.25,6,13,1.61,2.3,1.95,1.98,1.22,6,14,1.25,6,11.5,1.27,6,11,1.61,2.3,1.87,2.06
la-liga,2020-2021,17/10/2020,Getafe,Barcelona,1,0,9,7,4,1,7,2,20,10,4,3,0,0,H,0,0,D,4.75,3.8,1.72,5,3.7,1.72,4.8,3.5,1.77,1.9,1.9,1.94,1.99,5,3.6,1.7,5,3.7,1.72,4.9,3.7,1.73,2.01,1.89,1.94,1.99
la-liga,2020-2021,18/10/2020,Eibar,Osasuna,0,0,10,8,6,2,6,7,14,14,2,3,0,1,D,0,0,D,2.6,3,3,2.6,3,3,2.65,2.8,2.95,2.5,1.53,1.82,2.11,2.75,2.87,2.9,2.9,2.75,2.9,2.9,2.65,2.9,2.75,1.44,1.91,2.02
la-liga,2020-2021,18/10/2020,Ath Bilbao,Levante,2,0,14,6,5,1,9,3,11,10,3,1,0,0,H,0,0,D,2.05,3.2,4,2.1,3.2,3.9,2.1,3.1,3.8,2.2,1.66,1.73,2.08,2.05,3.4,3.6,2.1,3.3,3.7,2.1,3.2,3.6,1.9,1.9,1.75,2.05
la-liga,2020-2021,18/10/2020,Villarreal,Valencia,2,1,16,11,6,3,3,7,13,8,4,1,1,0,H,1,1,D,1.6,4,5.25,1.65,4,5.25,1.65,3.8,5,1.72,2.1,1.87,2.06,1.6,4.2,5.75,1.62,4.1,5.25,1.73,4.1,4.5,1.72,2.1,1.84,2.09
la-liga,2020-2021,18/10/2020,Alaves,Elche,0,2,13,7,2,3,2,6,11,11,2,5,0,0,A,0,1,A,1.75,3.3,5.5,1.75,3.4,5.5,1.77,3.1,5.5,2.75,1.44,2.07,1.86,1.83,3.3,4.75,1.83,3.2,5.25,1.85,3,5.25,2.62,1.5,1.85,2.08
la-liga,2020-2021,18/10/2020,Huesca,Valladolid,2,2,12,5,7,3,3,1,14,24,1,2,0,0,D,0,1,A,2.25,2.9,3.8,2.25,3,3.7,2.3,2.8,3.65,3.2,1.36,1.96,1.97,2.1,3,4,2.2,2.9,4,2.15,2.75,4.1,3,1.4,1.82,2.11
la-liga,2020-2021,18/10/2020,Betis,Sociedad,0,3,7,8,1,5,6,2,11,18,2,1,0,0,A,0,1,A,2.5,3.25,2.9,2.45,3.5,2.8,2.5,3.2,2.8,1.9,1.9,1.83,2.1,2.75,3.4,2.45,2.7,3.3,2.65,2.8,3.1,2.6,1.93,1.97,2.07,1.86
la-liga,2020-2021,23/10/2020,Elche,Valencia,2,1,3,14,2,4,0,7,15,8,3,2,0,0,H,2,0,H,3.2,3.1,2.4,3.3,3.25,2.3,3.15,2.95,2.45,2.3,1.61,1.84,2.09,3.3,3.3,2.25,3.3,3.2,2.3,3.4,2.9,2.35,2.37,1.57,1.93,2
la-liga,2020-2021,24/10/2020,Barcelona,Real Madrid,1,3,10,15,4,9,7,7,11,13,3,2,0,0,A,1,1,D,2,3.6,3.6,2.05,3.5,3.6,2.05,3.5,3.5,1.66,2.2,2.05,1.88,1.85,3.9,3.9,1.91,3.75,3.8,2,3.6,3.65,1.44,2.75,1.87,2.06
la-liga,2020-2021,24/10/2020,Osasuna,Ath Bilbao,1,0,7,13,2,5,2,5,18,10,3,2,0,0,H,0,0,D,3.25,2.9,2.4,3.3,2.9,2.5,3.3,2.75,2.5,2.75,1.44,1.81,2.13,3.25,3,2.4,3.3,2.9,2.5,3.25,2.75,2.5,2.5,1.53,1.82,2.11
la-liga,2020-2021,24/10/2020,Sevilla,Eibar,0,1,21,3,3,1,13,3,11,12,0,3,0,0,A,0,1,A,1.45,4.33,7.5,1.48,4.4,7,1.53,3.9,7,2,1.8,1.86,2.07,1.6,3.8,6,1.62,3.75,6,1.63,3.45,6.25,2.3,1.61,2.09,1.84
la-liga,2020-2021,24/10/2020,Ath Madrid,Betis,2,0,13,12,6,3,8,5,19,12,2,0,0,1,H,0,0,D,1.55,3.8,6.5,1.6,3.8,6.25,1.6,3.7,6,2.1,1.72,2.09,1.84,1.61,3.8,5.75,1.62,3.9,5.75,1.67,3.55,5.75,2.1,1.72,1.89,2.04
la-liga,2020-2021,25/10/2020,Valladolid,Alaves,0,2,5,14,1,4,2,4,9,7,1,0,1,0,A,0,0,D,2.3,2.9,3.5,2.35,2.85,3.7,2.4,2.7,3.6,3.2,1.36,2.02,1.91,2.45,2.87,3.3,2.45,2.8,3.5,2.5,2.7,3.35,2.62,1.5,2.1,1.83
la-liga,2020-2021,25/10/2020,Cadiz,Villarreal,0,0,5,7,0,2,0,5,15,7,2,2,0,0,D,0,0,D,3.6,3.3,2.1,3.7,3.2,2.15,3.55,3.05,2.2,2.3,1.61,2.04,1.89,3.75,3.3,2.05,3.7,3.2,2.15,3.75,3.05,2.1,2.3,1.61,2.09,1.84
la-liga,2020-2021,25/10/2020,Getafe,Granada,0,1,10,5,1,2,6,1,19,23,4,2,0,0,A,0,1,A,1.85,3.1,5,1.85,3.1,5.25,1.95,2.8,5,3.2,1.36,1.95,1.98,2,3,4.5,2,3,4.6,2.05,2.8,4.6,3,1.4,2.02,1.91
la-liga,2020-2021,25/10/2020,Sociedad,Huesca,4,1,13,6,6,4,4,5,12,11,2,1,0,0,H,1,0,H,1.57,3.75,6,1.62,3.75,6,1.65,3.5,6,2.2,1.66,1.82,2.11,1.8,3.4,5,1.78,3.5,5,1.83,3.45,4.8,2.2,1.66,1.89,2.04
la-liga,2020-2021,26/10/2020,Levante,Celta,1,1,10,10,3,3,3,2,11,19,2,2,0,0,D,0,0,D,2.37,3.25,3,2.45,3.2,2.85,2.5,3.1,2.95,2.1,1.72,2.14,1.8,2.45,3.3,2.87,2.45,3.3,2.8,2.5,3.1,2.9,1.9,1.9,2.08,1.73
la-liga,2020-2021,30/10/2020,Eibar,Cadiz,0,2,9,6,3,4,7,2,10,10,1,1,0,0,A,0,2,A,2.55,2.75,3.3,2.55,2.8,3.3,2.6,2.75,3.3,3.5,1.3,2.17,1.77,2.45,2.8,3.4,2.4,2.85,3.5,2.55,2.8,3.4,3.5,1.3,2.2,1.75
la-liga,2020-2021,31/10/2020,Real Madrid,Huesca,4,1,13,9,6,2,6,3,16,9,0,2,0,0,H,2,0,H,1.33,5.25,9,1.4,5,7.5,1.37,5.25,8,1.66,2.2,1.89,2.04,1.33,5,9.5,1.3,5.25,11,1.4,4.8,8,1.53,2.5,1.95,1.98
la-liga,2020-2021,31/10/2020,Ath Bilbao,Sevilla,2,1,16,7,5,3,6,1,17,19,5,5,0,0,H,0,1,A,3,3,2.6,2.95,3,2.65,3.05,2.75,2.65,2.75,1.44,2.11,1.82,3.3,3,2.37,3.3,3,2.4,3.3,3,2.45,2.75,1.44,1.85,2.08
la-liga,2020-2021,31/10/2020,Osasuna,Ath Madrid,1,3,8,11,3,6,3,2,12,10,1,2,0,0,A,0,1,A,5.5,3.3,1.75,5,3.3,1.83,5,3.2,1.8,2.37,1.57,1.84,2.09,5,3.5,1.75,5.25,3.4,1.78,5,3.35,1.83,2.5,1.53,1.86,2.07
la-liga,2020-2021,31/10/2020,Alaves,Barcelona,1,1,4,25,3,9,2,14,16,4,4,3,1,0,D,1,0,H,6.5,4.75,1.44,7,4.5,1.45,6.5,4.7,1.47,1.61,2.3,1.91,2.02,8,5.5,1.33,7.75,5.25,1.36,7.25,5,1.4,1.53,2.5,1.95,1.98
la-liga,2020-2021,01/11/2020,Betis,Elche,3,1,17,4,10,2,1,1,13,12,2,1,0,0,H,2,0,H,1.45,4.33,7.5,1.45,4.33,7.5,1.5,4,7,1.9,1.9,1.85,2.08,1.44,4.5,7,1.45,4.4,7.25,1.5,4.3,6.75,1.9,1.9,1.81,2.13
la-liga,2020-2021,01/11/2020,Celta,Sociedad,1,4,9,9,2,7,2,3,19,16,2,5,1,0,A,0,2,A,3,3.2,2.45,3,3.25,2.45,3.05,3,2.45,2.2,1.66,1.81,2.13,3.25,3.2,2.3,3.2,3.2,2.35,3.35,3,2.3,2.2,1.66,1.95,1.98
la-liga,2020-2021,01/11/2020,Granada,Levante,1,1,5,19,2,4,2,8,7,14,2,3,1,0,D,1,1,D,2.25,3.2,3.4,2.2,3.25,3.5,2.3,3.05,3.35,2.2,1.66,1.98,1.95,2.37,3.3,3,2.4,3.2,3.1,2.4,3,3.15,2.1,1.72,2.09,1.84
la-liga,2020-2021,01/11/2020,Valencia,Getafe,2,2,11,16,5,5,0,3,18,25,8,5,1,1,D,1,0,H,3.1,3.1,2.45,3.2,3,2.45,3.25,2.75,2.5,3,1.4,1.81,2.13,3,3,2.55,3.1,2.95,2.55,2.95,3,2.65,2.75,1.44,2.11,1.82
la-liga,2020-2021,02/11/2020,Villarreal,Valladolid,2,0,11,11,5,1,6,4,13,13,1,3,0,0,H,2,0,H,1.61,4,5.5,1.57,4.1,5.75,1.63,3.7,5.75,1.9,1.9,2.11,1.82,1.6,4,5.75,1.6,3.9,6,1.6,3.85,6,2,1.8,1.82,2.11
la-liga,2020-2021,06/11/2020,Elche,Celta,1,1,8,14,1,6,3,3,18,12,3,4,0,0,D,1,1,D,4,3.3,1.95,4.1,3.4,1.95,3.9,3.25,2.05,2.37,1.57,1.86,2.04,4.75,3.5,1.8,5.25,3.4,1.78,4.9,3.5,1.8,2.2,1.66,1.84,2.06
la-liga,2020-2021,07/11/2020,Huesca,Eibar,1,1,14,8,6,3,4,3,16,30,2,0,0,0,D,0,1,A,2.05,3.3,3.6,2.15,3.1,3.8,2.2,2.9,3.8,2.62,1.5,1.86,2.04,2.15,3.1,3.75,2.2,3.2,3.5,2.3,3.05,3.45,2.5,1.53,1.95,1.95
la-liga,2020-2021,07/11/2020,Barcelona,Betis,5,2,18,12,9,6,9,5,8,10,2,2,0,1,H,1,1,D,1.4,5,7.5,1.4,5,7.25,1.37,5.75,7.25,1.44,2.75,1.9,2,1.45,5.1,5.75,1.48,4.75,6,1.4,5.5,6.75,1.33,3.4,2.04,1.86
la-liga,2020-2021,07/11/2020,Sevilla,Osasuna,1,0,9,10,1,2,3,0,11,19,2,3,0,0,H,0,0,D,1.5,4,7,1.57,3.9,6.5,1.55,3.75,6.75,2.1,1.72,2.01,1.89,1.44,4.5,7,1.48,4.2,7.25,1.5,4.2,7,2.03,1.87,1.82,2.08
la-liga,2020-2021,07/11/2020,Ath Madrid,Cadiz,4,0,17,10,7,3,2,7,10,9,1,1,0,0,H,2,0,H,1.4,4.2,10,1.45,3.9,9.5,1.45,3.95,10,2.5,1.53,1.7,2.1,1.36,4.5,10,1.35,4.5,11.5,1.4,4.3,9.5,2.3,1.61,2.06,1.84
la-liga,2020-2021,08/11/2020,Getafe,Villarreal,1,3,13,9,5,5,3,3,18,11,3,4,0,0,A,1,2,A,2.5,3.1,3,2.6,3,3,2.6,2.85,3,2.5,1.53,1.8,2.1,3.5,3.2,2.2,3.4,3.1,2.3,3.5,3.05,2.3,2.37,1.57,1.95,1.95
la-liga,2020-2021,08/11/2020,Sociedad,Granada,2,0,22,2,9,1,15,0,8,11,2,1,1,0,H,2,0,H,1.65,3.8,5.25,1.67,4,5,1.7,3.55,5.25,2,1.8,1.89,2.01,1.14,8,17,1.16,7.75,17,1.17,7.75,19,1.53,2.5,1.84,2.06
la-liga,2020-2021,08/11/2020,Levante,Alaves,1,1,18,6,5,2,12,1,12,16,1,6,0,1,D,0,1,A,2.15,3.4,3.4,2.15,3.3,3.5,2.25,3.15,3.4,2.1,1.72,1.9,2,2.05,3.5,3.6,2.1,3.5,3.5,2.15,3.25,3.5,1.9,1.9,1.83,2.07
la-liga,2020-2021,08/11/2020,Valladolid,Ath Bilbao,2,1,7,17,4,2,2,11,23,11,4,2,0,0,H,1,0,H,3.3,2.9,2.37,3.25,2.95,2.45,3.45,2.75,2.4,2.75,1.44,1.85,2.05,3.9,2.9,2.2,3.75,2.95,2.25,3.9,2.9,2.25,3.2,1.36,1.99,1.91
