league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,Referee,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
epl,2017-2018,11/02/2018,Newcastle,Man United,1,0,10,13,3,6,0,10,12,15,0,2,0,0,H,0,0,D,C Pawson,5.5,3.75,1.61,5.5,3.8,1.65,5.3,3.8,1.65
epl,2017-2018,11/02/2018,Southampton,Liverpool,0,2,6,16,4,4,3,1,5,8,1,2,0,0,A,0,2,A,M Atkinson,4.2,3.79,1.8,4.25,3.8,1.8,4.3,3.5,1.85
epl,2017-2018,12/02/2018,Chelsea,West Brom,3,0,20,8,8,1,8,7,11,11,0,2,0,0,H,1,0,H,L Mason,1.36,4.75,8,1.35,5,9,1.4,4.8,7.5
epl,2017-2018,24/02/2018,Bournemouth,Newcastle,2,2,18,15,5,4,8,1,12,10,1,4,0,0,D,0,2,A,R East,2.1,3.5,3.79,2.1,3.4,3.6,2.2,3.3,3.4
epl,2017-2018,24/02/2018,Brighton,Swansea,4,1,16,11,5,1,3,5,17,6,1,0,0,0,H,1,0,H,M Dean,2.14,3.25,4,2.1,3.1,4,2.2,3.1,3.6
epl,2017-2018,24/02/2018,Burnley,Southampton,1,1,9,13,3,6,7,5,8,14,1,0,0,0,D,0,0,D,R Madley,2.89,3.1,2.79,2.9,2.95,2.75,2.7,3.2,2.7
epl,2017-2018,24/02/2018,Leicester,Stoke,1,1,19,6,9,2,13,1,10,16,1,3,0,0,D,0,1,A,M Oliver,1.72,3.89,5.25,1.72,3.75,5,1.75,3.6,4.8
epl,2017-2018,24/02/2018,Liverpool,West Ham,4,1,21,7,12,4,8,2,7,7,0,2,0,0,H,1,0,H,S Attwell,1.22,7.5,13,1.2,7,13.5,1.25,6,11
epl,2017-2018,24/02/2018,Watford,Everton,1,0,13,7,5,2,6,5,10,9,3,1,0,0,H,0,0,D,A Taylor,2.25,3.39,3.5,2.2,3.2,3.5,2.35,3.3,3.05
epl,2017-2018,24/02/2018,West Brom,Huddersfield,1,2,10,16,3,7,6,3,11,9,1,1,0,0,A,0,0,D,J Moss,1.95,3.29,4.75,1.9,3.3,4.5,2,3.4,3.8
epl,2017-2018,25/02/2018,Crystal Palace,Tottenham,0,1,5,14,3,4,2,13,12,5,0,1,0,0,A,0,0,D,K Friend,7.5,4.5,1.5,7,4.2,1.5,6.5,4.2,1.5
epl,2017-2018,25/02/2018,Man United,Chelsea,2,1,10,14,5,7,3,4,13,12,2,2,0,0,H,1,1,D,M Atkinson,2.29,3.25,3.5,2.2,3.25,3.5,2.2,3.2,3.5
epl,2017-2018,01/03/2018,Arsenal,Man City,0,3,10,9,5,5,6,1,11,11,1,1,0,0,A,0,3,A,A Marriner,4.5,4,1.72,4.4,3.8,1.78,4.2,3.9,1.8
epl,2017-2018,03/03/2018,Burnley,Everton,2,1,21,10,8,4,10,4,9,12,1,1,0,1,H,0,1,A,C Kavanagh,2.5,3.1,3.29,2.5,3,3.2,2.6,3.3,2.7
epl,2017-2018,03/03/2018,Leicester,Bournemouth,1,1,23,8,4,3,13,1,11,7,2,1,0,0,D,0,1,A,L Probert,1.85,3.75,4.5,1.85,3.8,4,1.9,3.5,4.1
epl,2017-2018,03/03/2018,Liverpool,Newcastle,2,0,14,7,3,2,8,3,7,9,0,0,0,0,H,1,0,H,G Scott,1.22,7,15,1.2,7,13.5,1.25,6,11
epl,2017-2018,03/03/2018,Southampton,Stoke,0,0,18,12,6,3,15,4,8,13,0,1,0,0,D,0,0,D,A Taylor,1.75,3.75,5.25,1.72,3.7,5,1.85,3.5,4.3
epl,2017-2018,03/03/2018,Swansea,West Ham,4,1,9,7,8,2,4,5,9,14,0,3,0,0,H,2,0,H,M Atkinson,2.6,3.25,3,2.45,3.2,3,2.3,3.3,3.15
epl,2017-2018,03/03/2018,Tottenham,Huddersfield,2,0,15,3,7,3,8,1,6,8,1,1,0,0,H,1,0,H,K Friend,1.19,7.5,17,1.2,6.75,14.5,1.25,6,11
epl,2017-2018,03/03/2018,Watford,West Brom,1,0,15,9,4,2,4,6,11,12,2,0,0,0,H,0,0,D,P Tierney,2.14,3.29,3.89,2,3.3,4,2,3.4,3.8
epl,2017-2018,04/03/2018,Brighton,Arsenal,2,1,13,15,6,7,6,11,13,12,3,3,0,0,H,2,1,H,S Attwell,4.2,3.79,1.9,4.1,3.7,1.85,4.4,3.7,1.8
epl,2017-2018,04/03/2018,Man City,Chelsea,1,0,13,3,3,0,5,2,8,9,2,1,0,0,H,0,0,D,M Oliver,1.61,4.2,6,1.6,4.1,5.5,1.65,4.1,5
epl,2017-2018,05/03/2018,Crystal Palace,Man United,2,3,10,17,4,8,3,7,10,8,1,3,0,0,A,1,0,H,N Swarbrick,7,4,1.57,6.5,4.1,1.53,6.2,4,1.55
epl,2017-2018,10/03/2018,Chelsea,Crystal Palace,2,1,27,9,11,2,12,3,8,9,1,2,0,0,H,2,0,H,A Taylor,1.3,5.75,12,1.3,5.5,10.5,1.33,5.3,8.7
epl,2017-2018,10/03/2018,Everton,Brighton,2,0,13,10,3,4,10,3,10,14,0,1,0,1,H,0,0,D,R East,2.2,3.2,3.89,2.2,3.1,3.7,2.1,3.2,3.75
epl,2017-2018,10/03/2018,Huddersfield,Swansea,0,0,30,0,4,0,12,0,9,9,2,3,0,1,D,0,0,D,M Oliver,2.54,3.1,3.2,2.5,3.1,3.1,2.4,3.2,3.1
epl,2017-2018,10/03/2018,Man United,Liverpool,2,1,5,14,2,2,1,13,10,16,2,1,0,0,H,2,0,H,C Pawson,2.75,3.39,2.75,2.65,3.3,2.7,2.6,3.2,2.8
epl,2017-2018,10/03/2018,Newcastle,Southampton,3,0,7,6,5,2,2,6,10,10,0,2,0,0,H,2,0,H,A Marriner,2.79,3.2,2.79,2.7,3.1,2.8,2.7,3.2,2.7
epl,2017-2018,10/03/2018,West Brom,Leicester,1,4,6,14,2,6,7,6,6,7,1,3,0,0,A,1,1,D,R Madley,3,3.25,2.6,2.9,3.2,2.55,2.75,3.25,2.6
epl,2017-2018,10/03/2018,West Ham,Burnley,0,3,13,7,4,4,5,1,13,7,2,2,0,0,A,0,0,D,L Mason,2.29,3.2,3.6,2.2,3.1,3.6,2.1,3.4,3.5
epl,2017-2018,11/03/2018,Arsenal,Watford,3,0,11,11,7,4,4,9,12,9,2,1,0,0,H,1,0,H,M Atkinson,1.44,5,7.5,1.5,4.4,6.25,1.5,4.2,6.5
epl,2017-2018,11/03/2018,Bournemouth,Tottenham,1,4,14,12,3,8,4,5,10,7,1,1,0,0,A,1,1,D,M Dean,6.5,4.5,1.55,6,4.4,1.53,6.5,4.2,1.5
epl,2017-2018,12/03/2018,Stoke,Man City,0,2,3,17,0,6,3,10,6,8,1,0,0,0,A,0,1,A,J Moss,15,6.5,1.25,13,6.5,1.22,11,6,1.25
epl,2017-2018,17/03/2018,Bournemouth,West Brom,2,1,17,11,5,6,3,2,6,9,1,2,0,0,H,0,0,D,G Scott,1.83,3.6,5,1.85,3.4,4.6,1.9,3.5,4.1
epl,2017-2018,17/03/2018,Huddersfield,Crystal Palace,0,2,6,17,2,6,4,7,11,12,3,2,0,0,A,0,1,A,M Dean,3,3.1,2.7,2.8,3.1,2.7,2.7,3.2,2.7
epl,2017-2018,17/03/2018,Liverpool,Watford,5,0,13,4,10,1,6,1,5,4,1,0,0,0,H,2,0,H,A Taylor,1.19,8,15,1.18,7.5,14,1.2,6.5,15
epl,2017-2018,17/03/2018,Stoke,Everton,1,2,9,17,4,9,1,9,13,12,1,1,1,0,A,0,0,D,M Atkinson,2.5,3.29,3.1,2.4,3.2,3.1,2.3,3.3,3.15
epl,2017-2018,31/03/2018,Brighton,Leicester,0,2,15,6,3,4,6,1,11,13,2,4,0,1,A,0,0,D,C Kavanagh,2.7,3.2,2.62,2.7,3.1,2.8,2.75,3.25,2.6
epl,2017-2018,31/03/2018,Crystal Palace,Liverpool,1,2,6,16,3,6,4,6,6,8,2,2,0,0,A,1,0,H,N Swarbrick,7,4.33,1.44,6.75,4.33,1.5,7.2,4.4,1.45
epl,2017-2018,31/03/2018,Everton,Man City,1,3,6,18,2,4,2,11,10,8,0,0,0,0,A,0,3,A,P Tierney,9,5,1.33,8.5,5,1.36,9.5,5.5,1.3
epl,2017-2018,31/03/2018,Man United,Swansea,2,0,11,3,5,2,3,3,5,13,0,0,0,0,H,2,0,H,R Madley,1.25,6,10,1.22,6.5,13,1.2,6.5,15
epl,2017-2018,31/03/2018,Newcastle,Huddersfield,1,0,18,4,3,0,3,3,9,10,1,4,0,0,H,0,0,D,M Atkinson,1.75,3.39,5,1.75,3.5,5.25,1.8,3.6,4.5
epl,2017-2018,31/03/2018,Watford,Bournemouth,2,2,16,13,5,6,7,4,16,6,4,0,0,0,D,1,1,D,A Marriner,2.29,3.29,3.1,2.3,3.4,3.1,2.3,3.2,3.25
epl,2017-2018,31/03/2018,West Brom,Burnley,1,2,8,11,3,4,1,6,12,9,1,3,0,0,A,0,1,A,L Probert,2.5,3,3.1,2.55,3.1,3,2.6,3.2,2.8
epl,2017-2018,31/03/2018,West Ham,Southampton,3,0,13,9,5,0,5,9,9,16,0,3,0,0,H,3,0,H,J Moss,2.7,3.25,2.6,2.85,3.2,2.6,2.65,3.3,2.65
epl,2017-2018,01/04/2018,Arsenal,Stoke,3,0,24,8,11,2,6,5,9,13,1,2,0,0,H,0,0,D,C Pawson,1.28,5.5,10,1.3,5.5,9.75,1.35,5.3,8
epl,2017-2018,01/04/2018,Chelsea,Tottenham,1,3,14,12,4,7,5,5,4,11,0,1,0,0,A,1,1,D,A Marriner,2.29,3.29,3.1,2.35,3.25,3.2,2.3,3.4,3.1
epl,2017-2018,07/04/2018,Bournemouth,Crystal Palace,2,2,20,13,5,6,11,3,8,9,2,2,0,0,D,0,0,D,J Moss,2.5,3.39,3,2.45,3.4,2.9,2.4,3.3,2.95
epl,2017-2018,07/04/2018,Brighton,Huddersfield,1,1,13,14,4,5,5,3,13,7,1,0,1,0,D,1,1,D,A Taylor,1.85,3.5,5,1.85,3.4,4.75,1.83,3.6,4.3
epl,2017-2018,07/04/2018,Everton,Liverpool,0,0,6,10,1,3,3,2,12,7,0,0,0,0,D,0,0,D,M Oliver,4.2,3.75,1.9,4.1,3.6,1.9,4.1,3.5,1.9
epl,2017-2018,07/04/2018,Leicester,Newcastle,1,2,8,8,1,4,7,5,7,14,1,3,0,0,A,0,1,A,S Attwell,1.95,3.6,4.2,1.95,3.4,4.1,2,3.4,3.8
epl,2017-2018,07/04/2018,Man City,Man United,2,3,20,5,6,4,8,4,17,9,6,3,0,0,A,2,0,H,M Atkinson,1.89,3.79,4.2,1.85,3.6,4.25,1.95,3.45,3.95
epl,2017-2018,07/04/2018,Stoke,Tottenham,1,2,10,15,4,4,6,3,19,8,4,3,0,0,A,0,0,D,G Scott,11,5.5,1.33,9.5,5.25,1.33,8,5.3,1.35
epl,2017-2018,07/04/2018,Watford,Burnley,1,2,14,7,5,4,11,1,18,12,2,2,0,0,A,0,0,D,P Tierney,2.39,3.2,3.39,2.25,3.2,3.4,2.3,3.3,3.15
epl,2017-2018,07/04/2018,West Brom,Swansea,1,1,15,7,3,1,5,1,15,5,3,2,0,0,D,0,0,D,R East,2.37,3.2,3.39,2.4,3.1,3.2,2.5,3.3,2.85
epl,2017-2018,08/04/2018,Arsenal,Southampton,3,2,13,15,7,8,8,6,11,7,2,1,1,1,H,2,1,H,A Marriner,1.57,4.5,6,1.53,4.4,6,1.55,4,6.2
epl,2017-2018,08/04/2018,Chelsea,West Ham,1,1,23,5,6,2,10,6,7,11,0,1,0,0,D,1,0,H,K Friend,1.28,6,12,1.28,5.75,11,1.3,5.5,9.5
epl,2017-2018,14/04/2018,Burnley,Leicester,2,1,8,15,3,6,4,8,9,10,2,1,0,0,H,2,0,H,M Atkinson,2.62,3.2,3,2.65,3.1,2.85,2.6,3.3,2.7
epl,2017-2018,14/04/2018,Crystal Palace,Brighton,3,2,15,12,8,3,5,6,12,16,3,2,0,0,H,3,2,H,A Marriner,1.9,3.5,4.75,1.9,3.4,4.33,1.95,3.45,3.95
epl,2017-2018,14/04/2018,Huddersfield,Watford,1,0,9,4,1,2,9,6,9,8,2,2,0,0,H,0,0,D,C Pawson,2.62,3.25,3,2.6,3.1,2.9,2.6,3.25,2.75
epl,2017-2018,14/04/2018,Liverpool,Bournemouth,3,0,20,6,7,1,7,5,9,9,1,1,0,0,H,1,0,H,C Kavanagh,1.25,7,12,1.25,6.25,11.5,1.25,6,11
epl,2017-2018,14/04/2018,Southampton,Chelsea,2,3,10,17,7,5,4,7,13,14,5,3,0,0,A,1,0,H,M Dean,4.5,3.75,1.85,4.5,3.5,1.85,4.1,3.5,1.9
epl,2017-2018,14/04/2018,Swansea,Everton,1,1,17,12,7,3,6,3,10,11,1,1,0,0,D,0,1,A,L Mason,2.54,3.25,3.1,2.55,3.1,3,2.5,3.3,2.85
epl,2017-2018,14/04/2018,Tottenham,Man City,1,3,8,17,3,6,5,7,11,12,3,4,0,0,A,1,2,A,J Moss,2.62,3.6,2.7,2.6,3.6,2.6,2.5,3.4,2.75
epl,2017-2018,15/04/2018,Man United,West Brom,0,1,14,10,4,4,4,4,8,13,1,1,0,0,A,0,0,D,P Tierney,1.18,8,19,1.18,6.75,18.5,1.17,7.5,15
epl,2017-2018,15/04/2018,Newcastle,Arsenal,2,1,8,15,4,3,2,5,11,9,1,0,0,0,H,1,1,D,A Taylor,3.29,3.6,2.25,3.1,3.6,2.2,3.3,3.4,2.2
epl,2017-2018,16/04/2018,West Ham,Stoke,1,1,18,11,6,7,10,1,15,21,2,3,0,0,D,0,0,D,M Oliver,2,3.6,4,2,3.3,4,2,3.4,3.8
epl,2017-2018,17/04/2018,Brighton,Tottenham,1,1,8,16,5,6,3,4,6,5,1,0,0,0,D,0,0,D,K Friend,6.5,4.33,1.55,6,4.2,1.55,6.2,4,1.55
epl,2017-2018,18/04/2018,Bournemouth,Man United,0,2,13,13,2,4,8,5,9,8,3,1,0,0,A,0,1,A,G Scott,5,3.89,1.75,5,3.8,1.7,4.8,3.6,1.75
epl,2017-2018,19/04/2018,Burnley,Chelsea,1,2,5,16,2,5,3,2,9,11,1,0,0,0,A,0,1,A,R Madley,4,3.39,1.9,4.1,3.5,1.91,3.8,3.4,2
epl,2017-2018,19/04/2018,Leicester,Southampton,0,0,11,6,3,2,11,3,10,10,0,0,0,0,D,0,0,D,R East,2.25,3.29,3.2,2.3,3.4,3.1,2.3,3.4,3.05
epl,2017-2018,21/04/2018,Watford,Crystal Palace,0,0,14,6,4,1,4,3,17,13,3,5,0,0,D,0,0,D,C Kavanagh,2.89,3.39,2.54,2.95,3.2,2.5,2.75,3.25,2.6
epl,2017-2018,21/04/2018,West Brom,Liverpool,2,2,13,9,6,3,7,4,12,5,0,1,0,0,D,0,1,A,S Attwell,7.5,4.5,1.5,6.75,4.25,1.5,6.2,4,1.55
epl,2017-2018,22/04/2018,Arsenal,West Ham,4,1,20,11,8,4,8,6,11,9,3,2,0,0,H,0,0,D,L Mason,1.55,4.59,6,1.53,4.5,5.75,1.6,4,5.5
epl,2017-2018,22/04/2018,Man City,Swansea,5,0,19,4,12,1,5,1,6,8,0,1,0,0,H,2,0,H,C Pawson,1.14,9,23,1.13,8.75,21,1.2,7,13
epl,2017-2018,22/04/2018,Stoke,Burnley,1,1,8,16,3,7,3,8,15,5,2,1,0,0,D,1,0,H,M Dean,2.29,3.29,3.5,2.3,3.2,3.3,2.3,3.4,3.05
epl,2017-2018,23/04/2018,Everton,Newcastle,1,0,9,9,1,2,4,6,10,11,2,1,0,0,H,0,0,D,R Madley,2.29,3.39,3.39,2.25,3.2,3.4,2.4,3.2,3.05
epl,2017-2018,28/04/2018,Burnley,Brighton,0,0,10,9,4,1,3,4,5,17,0,2,0,0,D,0,0,D,R East,2.25,3.2,3.7,2.15,3.1,3.8,2.1,3.2,3.7
epl,2017-2018,28/04/2018,Crystal Palace,Leicester,5,0,15,6,9,1,8,2,11,9,1,1,0,1,H,2,0,H,M Dean,2.04,3.6,3.79,2.05,3.3,3.8,2,3.4,3.8
epl,2017-2018,28/04/2018,Huddersfield,Everton,0,2,9,7,2,5,4,3,9,8,1,0,0,0,A,0,1,A,L Probert,2.62,3.1,3.1,2.6,3,3,2.6,3,2.95
epl,2017-2018,28/04/2018,Liverpool,Stoke,0,0,20,5,2,1,9,2,7,14,1,2,0,0,D,0,0,D,A Marriner,1.33,5.75,10,1.3,5.75,9.5,1.3,5.5,9.5
epl,2017-2018,28/04/2018,Newcastle,West Brom,0,1,17,9,2,2,5,1,8,13,1,3,0,0,A,0,1,A,D Coote,1.85,3.6,4.75,1.8,3.5,4.75,1.8,3.6,4.5
epl,2017-2018,28/04/2018,Southampton,Bournemouth,2,1,14,14,6,7,5,8,12,11,5,1,0,0,H,1,1,D,A Taylor,1.72,4,5,1.72,3.75,5,1.7,3.7,5
epl,2017-2018,28/04/2018,Swansea,Chelsea,0,1,10,11,3,3,1,2,13,9,1,1,0,0,A,0,1,A,J Moss,7,4.33,1.53,7,4.2,1.5,6.2,4,1.55
epl,2017-2018,29/04/2018,Man United,Arsenal,2,1,17,8,3,3,9,0,12,7,0,1,0,0,H,1,0,H,K Friend,1.44,4.75,8,1.44,4.5,7.5,1.5,4.2,6.5
epl,2017-2018,29/04/2018,West Ham,Man City,1,4,4,19,1,7,0,7,5,11,0,1,0,0,A,1,2,A,N Swarbrick,10,5.75,1.33,9.25,5.25,1.33,7.5,4.8,1.4
epl,2017-2018,30/04/2018,Tottenham,Watford,2,0,13,13,3,5,4,0,11,10,1,0,0,0,H,1,0,H,M Oliver,1.16,8.5,21,1.16,7.5,17,1.17,7.5,15
epl,2017-2018,04/05/2018,Brighton,Man United,1,0,11,16,4,3,5,6,5,3,2,0,0,0,H,0,0,D,C Pawson,4.75,3.6,1.85,4.5,3.5,1.85,4.5,3.6,1.8
epl,2017-2018,05/05/2018,Bournemouth,Swansea,1,0,13,12,5,3,11,6,10,10,1,4,0,0,H,1,0,H,K Friend,2.1,3.6,3.7,2.05,3.5,3.6,2.3,3.4,3.05
epl,2017-2018,05/05/2018,Everton,Southampton,1,1,9,11,3,5,3,4,14,12,2,4,0,1,D,0,0,D,J Moss,2.89,3.29,2.62,2.85,3.2,2.6,2.75,3.4,2.5
epl,2017-2018,05/05/2018,Leicester,West Ham,0,2,13,13,2,3,8,3,8,9,1,2,0,0,A,0,1,A,C Kavanagh,2.25,3.5,3.39,2.2,3.4,3.3,2.2,3.4,3.3
epl,2017-2018,05/05/2018,Stoke,Crystal Palace,1,2,7,13,2,2,1,7,18,12,5,2,0,0,A,1,0,H,M Atkinson,2.7,3.39,2.79,2.6,3.3,2.75,2.5,3.3,2.85
epl,2017-2018,05/05/2018,Watford,Newcastle,2,1,11,9,8,1,2,5,9,11,2,1,0,0,H,2,0,H,R East,2.37,3.39,3.2,2.35,3.3,3.1,2.3,3.3,3.15
epl,2017-2018,05/05/2018,West Brom,Tottenham,1,0,9,18,1,5,5,9,13,12,4,1,0,0,H,0,0,D,M Jones,8,4.75,1.44,8.25,4.6,1.4,8,5.3,1.35
epl,2017-2018,06/05/2018,Arsenal,Burnley,5,0,16,6,8,2,4,5,6,7,0,1,0,0,H,2,0,H,A Marriner,1.57,4.2,6.5,1.53,4.2,6.25,1.5,4.2,6.5
epl,2017-2018,06/05/2018,Chelsea,Liverpool,1,0,12,10,4,5,3,1,12,9,3,2,0,0,H,1,0,H,A Taylor,2.25,3.6,3.29,2.15,3.5,3.3,2.2,3.4,3.3
epl,2017-2018,06/05/2018,Man City,Huddersfield,0,0,15,5,2,3,10,1,9,4,0,3,0,0,D,0,0,D,M Dean,1.08,13,34,1.07,12,29,1.12,9,20
epl,2017-2018,08/05/2018,Swansea,Southampton,0,1,11,13,3,8,7,6,7,15,2,1,0,0,A,0,0,D,M Oliver,3.1,3.25,2.54,3,3.25,2.5,3.05,3.2,2.4
epl,2017-2018,09/05/2018,Chelsea,Huddersfield,1,1,22,3,5,2,9,0,7,10,0,1,0,0,D,0,0,D,L Mason,1.16,8.5,19,1.18,7.25,15.5,1.17,7.5,15
epl,2017-2018,09/05/2018,Leicester,Arsenal,3,1,19,14,10,7,6,6,7,12,2,2,0,1,H,1,0,H,G Scott,3.75,3.79,2,3.6,3.8,1.95,3.5,3.7,2
epl,2017-2018,09/05/2018,Man City,Brighton,3,1,19,6,7,3,4,3,5,7,0,1,0,0,H,2,1,H,P Tierney,1.12,10,27,1.13,8.75,21,1.12,9,20
epl,2017-2018,09/05/2018,Tottenham,Newcastle,1,0,11,14,7,3,6,4,10,8,2,3,0,0,H,0,0,D,N Swarbrick,1.18,8.5,17,1.18,7.5,14,1.17,7.5,15
epl,2017-2018,10/05/2018,West Ham,Man United,0,0,9,16,2,6,1,6,12,12,1,1,0,0,D,0,0,D,J Moss,4.75,3.79,1.8,4.33,3.75,1.8,4.5,3.6,1.8
epl,2017-2018,13/05/2018,Burnley,Bournemouth,1,2,12,16,4,5,7,8,14,9,0,0,0,0,A,1,0,H,P Tierney,2.14,3.5,3.6,2.15,3.4,3.4,2.1,3.2,3.7
epl,2017-2018,13/05/2018,Crystal Palace,West Brom,2,0,11,7,5,1,4,2,10,11,2,3,0,0,H,0,0,D,J Moss,1.8,3.79,4.75,1.75,3.7,4.75,1.85,3.5,4.3
epl,2017-2018,13/05/2018,Huddersfield,Arsenal,0,1,18,9,3,4,7,4,11,7,1,0,0,0,A,0,1,A,M Oliver,6,4.33,1.6,5.5,4.33,1.57,5,4,1.65
epl,2017-2018,13/05/2018,Liverpool,Brighton,4,0,22,2,11,1,7,3,3,6,0,0,0,0,H,2,0,H,K Friend,1.19,8,15,1.16,8,16.5,1.15,7.5,18
epl,2017-2018,13/05/2018,Man United,Watford,1,0,7,7,1,3,6,5,6,11,4,0,0,0,H,1,0,H,L Mason,1.39,5.25,8.5,1.36,5.25,8,1.25,6,11
epl,2017-2018,13/05/2018,Newcastle,Chelsea,3,0,16,6,6,2,4,2,11,10,0,1,0,0,H,1,0,H,M Atkinson,6.5,4.2,1.6,6.5,4.1,1.53,4.5,4,1.7
epl,2017-2018,13/05/2018,Southampton,Man City,0,1,8,13,3,2,1,12,8,10,3,1,0,0,A,0,0,D,A Marriner,9,5,1.39,7.25,4.75,1.42,7.2,4.4,1.45
epl,2017-2018,13/05/2018,Swansea,Stoke,1,2,26,8,11,5,6,0,12,9,1,2,0,0,A,1,2,A,A Taylor,1.9,3.79,4.2,1.83,3.75,4.25,1.9,3.5,4.1
epl,2017-2018,13/05/2018,Tottenham,Leicester,5,4,14,16,6,9,4,4,9,13,1,2,0,0,H,1,2,A,C Pawson,1.33,6,9,1.3,5.75,9.25,1.3,5.5,9.5
epl,2017-2018,13/05/2018,West Ham,Everton,3,1,15,14,4,7,6,6,10,13,0,1,0,0,H,1,0,H,G Scott,2.45,3.5,3,2.4,3.4,2.95,2.4,3.3,2.95
