league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,Referee,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
epl,2017-2018,28/11/2017,Brighton,Crystal Palace,0,0,10,10,4,4,10,5,13,8,2,0,0,0,D,0,0,D,A Marriner,2.7,3.1,3,2.6,3.1,2.9,2.5,3.15,2.95
epl,2017-2018,28/11/2017,Leicester,Tottenham,2,1,7,18,4,6,4,9,7,10,1,2,0,0,H,2,0,H,A Taylor,5,3.89,1.75,4.75,3.75,1.75,4.7,3.7,1.75
epl,2017-2018,28/11/2017,Watford,Man United,2,4,12,15,3,7,5,5,12,10,2,1,0,0,A,0,3,A,J Moss,5.25,3.89,1.72,5,3.75,1.7,5,3.7,1.7
epl,2017-2018,28/11/2017,West Brom,Newcastle,2,2,8,14,4,4,1,6,13,12,0,0,0,0,D,1,0,H,L Probert,2.37,3.1,3.5,2.35,3.1,3.3,2.4,3.1,3.15
epl,2017-2018,29/11/2017,Arsenal,Huddersfield,5,0,21,7,7,2,7,2,10,12,0,1,0,0,H,1,0,H,G Scott,1.19,7.5,17,1.18,7,17,1.2,6.5,15
epl,2017-2018,29/11/2017,Bournemouth,Burnley,1,2,10,10,2,4,4,6,9,11,0,1,0,0,A,0,1,A,R East,2,3.39,4.33,2,3.3,4.1,2.1,3.3,3.6
epl,2017-2018,29/11/2017,Chelsea,Swansea,1,0,21,2,10,0,15,1,10,7,1,0,0,0,H,0,0,D,N Swarbrick,1.18,8,17,1.19,6.75,16.5,1.2,6.5,15
epl,2017-2018,29/11/2017,Everton,West Ham,4,0,8,7,5,3,2,6,16,6,2,1,0,0,H,2,0,H,M Oliver,2.37,3.29,3.29,2.3,3.3,3.2,2.2,3.35,3.3
epl,2017-2018,29/11/2017,Man City,Southampton,2,1,26,7,12,2,6,5,12,11,1,1,0,0,H,0,0,D,P Tierney,1.19,8,15,1.17,7.5,17,1.17,7.5,15
epl,2017-2018,29/11/2017,Stoke,Liverpool,0,3,10,14,1,7,5,9,8,10,1,5,0,0,A,0,1,A,M Atkinson,6.5,4.5,1.55,6,4.4,1.53,6.2,4,1.55
epl,2017-2018,02/12/2017,Arsenal,Man United,1,3,33,8,15,4,12,1,11,10,3,2,0,1,A,0,2,A,A Marriner,2.5,3.39,3,2.45,3.25,3,2.5,3.2,2.95
epl,2017-2018,02/12/2017,Brighton,Liverpool,1,5,6,12,2,6,2,2,8,7,1,0,0,0,A,0,2,A,G Scott,7.5,4.5,1.5,6.25,4.5,1.5,6.5,4.2,1.5
epl,2017-2018,02/12/2017,Chelsea,Newcastle,3,1,23,8,9,2,11,4,8,13,0,1,0,0,H,2,1,H,K Friend,1.25,6.5,15,1.25,6.25,11.5,1.25,6,11
epl,2017-2018,02/12/2017,Everton,Huddersfield,2,0,6,5,4,3,2,5,12,9,2,1,0,0,H,0,0,D,C Kavanagh,1.72,3.79,5.5,1.7,3.7,5.25,1.7,3.7,5
epl,2017-2018,02/12/2017,Leicester,Burnley,1,0,16,14,3,4,10,7,3,11,0,2,0,0,H,1,0,H,P Tierney,1.83,3.6,5,1.83,3.5,4.6,1.9,3.5,4.1
epl,2017-2018,02/12/2017,Stoke,Swansea,2,1,10,10,3,3,2,6,12,10,2,0,0,0,H,2,1,H,C Pawson,1.95,3.39,4.5,1.95,3.3,4.25,1.9,3.5,4.1
epl,2017-2018,02/12/2017,Watford,Tottenham,1,1,6,8,2,2,7,2,16,8,4,1,0,1,D,1,1,D,M Atkinson,5,4,1.72,4.75,3.9,1.72,4.5,3.6,1.8
epl,2017-2018,02/12/2017,West Brom,Crystal Palace,0,0,20,10,6,2,3,7,11,10,3,1,0,0,D,0,0,D,M Oliver,2.5,3.2,3.2,2.5,3.1,3.1,2.5,3.1,3
epl,2017-2018,03/12/2017,Bournemouth,Southampton,1,1,16,15,5,4,5,4,6,12,2,1,0,0,D,1,0,H,J Moss,2.89,3.25,2.39,2.95,3.1,2.55,2.7,3.2,2.7
epl,2017-2018,03/12/2017,Man City,West Ham,2,1,24,7,8,4,10,4,5,7,2,2,0,0,H,0,1,A,M Dean,1.08,11,21,1.1,10.5,21,1.12,9,20
epl,2017-2018,09/12/2017,Burnley,Watford,1,0,8,11,5,2,3,5,10,12,1,0,0,1,H,1,0,H,L Probert,2.6,3.25,3,2.45,3.2,3,2.4,3.2,3.05
epl,2017-2018,09/12/2017,Crystal Palace,Bournemouth,2,2,24,11,8,5,6,3,14,14,5,2,0,0,D,2,2,D,K Friend,2.04,3.5,4,2,3.4,3.9,2.1,3.3,3.6
epl,2017-2018,09/12/2017,Huddersfield,Brighton,2,0,19,7,6,2,8,1,6,10,0,0,0,0,H,2,0,H,S Attwell,2.7,3.1,3,2.55,3,3.1,2.6,3.2,2.8
epl,2017-2018,09/12/2017,Newcastle,Leicester,2,3,10,13,4,5,6,5,10,9,2,1,0,0,A,1,1,D,N Swarbrick,2.62,3.29,2.89,2.55,3.2,2.9,2.7,3.3,2.6
epl,2017-2018,09/12/2017,Swansea,West Brom,1,0,18,7,3,1,6,3,8,18,2,5,0,0,H,0,0,D,M Dean,2.7,3.1,3,2.6,3,3,2.6,3.1,2.85
epl,2017-2018,09/12/2017,Tottenham,Stoke,5,1,20,4,11,3,12,6,12,9,1,0,0,0,H,1,0,H,R East,1.28,6.5,11,1.26,6,11.5,1.3,5.5,9.5
epl,2017-2018,09/12/2017,West Ham,Chelsea,1,0,5,19,2,2,4,3,10,10,6,1,0,0,H,1,0,H,A Taylor,7.5,4.5,1.5,7.25,4.5,1.45,6.2,4,1.55
epl,2017-2018,10/12/2017,Liverpool,Everton,1,1,23,3,3,2,12,1,8,11,1,3,0,0,D,1,0,H,C Pawson,1.3,6,11,1.3,5.5,10,1.4,5,7
epl,2017-2018,10/12/2017,Man United,Man City,1,2,8,14,5,7,2,8,16,10,4,2,0,0,A,1,1,D,M Oliver,3.39,3.5,2.25,3.3,3.6,2.15,3.15,3.3,2.3
epl,2017-2018,10/12/2017,Southampton,Arsenal,1,1,6,11,3,6,4,5,12,10,2,2,0,0,D,1,0,H,R Madley,4,3.75,1.95,4,3.6,1.91,3.8,3.4,2
epl,2017-2018,12/12/2017,Burnley,Stoke,1,0,10,14,2,7,6,4,6,14,0,0,0,0,H,0,0,D,M Jones,2.29,3.2,3.6,2.25,3.1,3.5,2.4,3.2,3.05
epl,2017-2018,12/12/2017,Crystal Palace,Watford,2,1,14,7,4,2,4,6,14,18,2,1,0,1,H,0,1,A,L Mason,2.29,3.5,3.25,2.25,3.4,3.25,2.4,3.1,3.15
epl,2017-2018,12/12/2017,Huddersfield,Chelsea,1,3,7,12,2,5,1,3,11,4,0,0,0,0,A,0,2,A,A Marriner,9,4.5,1.44,8.5,4.33,1.42,7.5,4.8,1.4
epl,2017-2018,13/12/2017,Liverpool,West Brom,0,0,14,6,5,1,5,7,16,6,1,0,0,0,D,0,0,D,P Tierney,1.22,7,15,1.2,7,13.5,1.25,6,11
epl,2017-2018,13/12/2017,Man United,Bournemouth,1,0,9,14,2,7,4,9,14,12,1,2,0,0,H,1,0,H,G Scott,1.28,6,12,1.26,5.75,11.5,1.25,6,11
epl,2017-2018,13/12/2017,Newcastle,Everton,0,1,16,7,4,4,4,1,10,11,1,2,1,0,A,0,1,A,M Atkinson,2.39,3.29,3.25,2.35,3.2,3.25,2.6,3.3,2.7
epl,2017-2018,13/12/2017,Southampton,Leicester,1,4,12,16,4,11,9,9,13,9,1,0,0,0,A,0,3,A,C Kavanagh,2.1,3.39,3.89,2.05,3.4,3.7,2.05,3.35,3.7
epl,2017-2018,13/12/2017,Swansea,Man City,0,4,7,23,3,10,2,5,12,6,0,0,0,0,A,0,2,A,A Taylor,15,6.5,1.25,13,6.5,1.22,11,6,1.25
epl,2017-2018,13/12/2017,Tottenham,Brighton,2,0,25,7,8,4,10,2,5,10,1,1,0,0,H,1,0,H,R Madley,1.25,6.5,15,1.25,6,12.5,1.27,6,10
epl,2017-2018,13/12/2017,West Ham,Arsenal,0,0,6,22,0,3,1,7,9,9,1,0,0,0,D,0,0,D,J Moss,5.25,4.2,1.66,5.25,4.2,1.62,5,4,1.65
epl,2017-2018,16/12/2017,Arsenal,Newcastle,1,0,23,10,5,2,7,5,13,9,2,1,0,0,H,1,0,H,S Attwell,1.25,6.5,14,1.26,5.75,12,1.25,6,11
epl,2017-2018,16/12/2017,Brighton,Burnley,0,0,12,11,2,6,8,2,13,13,4,2,0,0,D,0,0,D,C Kavanagh,2.62,3,3.2,2.55,2.9,3.2,2.65,3.3,2.65
epl,2017-2018,16/12/2017,Chelsea,Southampton,1,0,24,6,8,2,8,4,8,16,1,3,0,0,H,1,0,H,R East,1.39,5,9,1.36,5,8.5,1.4,4.8,7.5
epl,2017-2018,16/12/2017,Leicester,Crystal Palace,0,3,11,13,2,6,6,4,12,13,2,2,1,0,A,0,2,A,M Atkinson,1.89,3.6,4.5,1.87,3.6,4.25,1.85,3.5,4.3
epl,2017-2018,16/12/2017,Man City,Tottenham,4,1,20,7,11,2,5,1,13,20,2,4,0,0,H,1,0,H,C Pawson,1.55,4.59,6,1.5,4.6,6,1.5,4.2,6.5
epl,2017-2018,16/12/2017,Stoke,West Ham,0,3,17,14,0,7,7,9,12,13,2,1,0,0,A,0,1,A,G Scott,2.29,3.29,3.5,2.2,3.3,3.4,2.2,3.3,3.4
epl,2017-2018,16/12/2017,Watford,Huddersfield,1,4,13,15,3,9,8,7,12,17,2,1,1,1,A,0,2,A,M Oliver,1.8,3.75,5,1.72,3.7,5,1.75,3.7,4.7
epl,2017-2018,17/12/2017,Bournemouth,Liverpool,0,4,6,21,2,7,2,3,5,10,1,1,0,0,A,0,3,A,A Marriner,6.5,4.5,1.53,6.25,4.6,1.48,6.2,4,1.55
epl,2017-2018,17/12/2017,West Brom,Man United,1,2,12,8,5,3,6,3,14,7,1,3,0,0,A,0,2,A,A Taylor,6.5,4,1.6,6,4,1.57,6.2,4,1.55
epl,2017-2018,18/12/2017,Everton,Swansea,3,1,12,8,7,3,6,3,12,12,2,3,0,0,H,1,1,D,J Moss,1.72,3.75,5.5,1.67,3.7,5.5,1.7,3.7,5
epl,2017-2018,22/12/2017,Arsenal,Liverpool,3,3,11,14,4,9,7,8,9,11,1,0,0,0,D,0,1,A,M Atkinson,2.54,3.6,2.79,2.4,3.6,2.8,2.4,3.3,2.95
epl,2017-2018,23/12/2017,Brighton,Watford,1,0,14,13,3,1,6,4,8,11,0,0,0,0,H,0,0,D,P Tierney,2.62,3.2,3,2.55,3.1,3,2.6,3.05,2.9
epl,2017-2018,23/12/2017,Burnley,Tottenham,0,3,5,18,2,8,4,4,10,10,1,2,0,0,A,0,1,A,M Oliver,7,4.2,1.55,7,4.1,1.5,5.3,3.8,1.65
epl,2017-2018,23/12/2017,Everton,Chelsea,0,0,5,25,0,8,2,7,8,4,3,0,0,0,D,0,0,D,R Madley,6,3.89,1.66,6,3.75,1.62,4.8,3.9,1.7
epl,2017-2018,23/12/2017,Leicester,Man United,2,2,11,19,3,6,4,6,19,8,2,2,1,0,D,1,1,D,J Moss,4.5,3.6,1.9,4.33,3.5,1.87,4.4,3.7,1.8
epl,2017-2018,23/12/2017,Man City,Bournemouth,4,0,14,5,5,1,4,6,8,7,0,1,0,0,H,1,0,H,M Jones,1.12,11,23,1.1,10.5,23,1.12,9,20
epl,2017-2018,23/12/2017,Southampton,Huddersfield,1,1,12,10,6,3,9,1,16,9,2,1,0,0,D,1,0,H,L Probert,1.61,3.89,6.5,1.6,3.8,6.25,1.65,3.8,5.3
epl,2017-2018,23/12/2017,Stoke,West Brom,3,1,9,17,5,7,1,11,9,11,1,0,0,0,H,2,0,H,N Swarbrick,2.29,3.25,3.5,2.25,3.25,3.4,2.25,3.35,3.2
epl,2017-2018,23/12/2017,Swansea,Crystal Palace,1,1,7,13,2,5,6,3,13,11,2,3,0,0,D,0,0,D,C Pawson,3.29,3.2,2.45,3.2,3.1,2.4,3,3.1,2.5
epl,2017-2018,23/12/2017,West Ham,Newcastle,2,3,19,11,6,4,6,3,9,12,1,1,0,0,A,1,1,D,L Mason,2.1,3.39,3.89,2.1,3.3,3.7,1.9,3.5,4.1
epl,2017-2018,26/12/2017,Bournemouth,West Ham,3,3,26,10,10,5,7,4,12,14,3,4,0,0,D,1,1,D,S Attwell,2.79,3.29,2.75,2.75,3.2,2.65,2.6,3.3,2.7
epl,2017-2018,26/12/2017,Chelsea,Brighton,2,0,25,8,8,1,13,1,8,8,0,1,0,0,H,0,0,D,M Dean,1.19,7.5,17,1.18,7,17,1.2,6.5,15
epl,2017-2018,26/12/2017,Huddersfield,Stoke,1,1,18,15,8,7,8,5,9,12,2,4,0,0,D,1,0,H,A Taylor,2.5,3.2,3.2,2.5,3.1,3.1,2.4,3.3,2.95
epl,2017-2018,26/12/2017,Liverpool,Swansea,5,0,22,7,9,4,4,2,5,8,0,1,0,0,H,1,0,H,K Friend,1.16,9,19,1.15,8,18.5,1.2,6.5,15
epl,2017-2018,26/12/2017,Man United,Burnley,2,2,23,3,6,2,12,2,10,14,3,7,0,0,D,0,2,A,M Atkinson,1.25,6.5,15,1.25,5.75,13,1.25,6,11
epl,2017-2018,26/12/2017,Tottenham,Southampton,5,2,16,16,7,6,3,8,8,15,0,2,0,0,H,2,0,H,G Scott,1.36,5.25,10,1.36,5,8.5,1.4,4.8,7.5
epl,2017-2018,26/12/2017,Watford,Leicester,2,1,11,11,1,5,8,8,7,13,3,3,0,0,H,1,1,D,C Kavanagh,2.54,3.5,2.87,2.5,3.5,2.75,2.5,3.3,2.85
epl,2017-2018,26/12/2017,West Brom,Everton,0,0,17,7,3,3,10,2,14,13,2,0,0,0,D,0,0,D,R East,2.54,3.2,3.1,2.4,3.1,3.2,2.6,3.25,2.75
epl,2017-2018,27/12/2017,Newcastle,Man City,0,1,6,22,2,6,3,8,11,6,1,0,0,0,A,0,1,A,A Marriner,13,6.75,1.25,13,6.5,1.22,8.5,6,1.3
epl,2017-2018,28/12/2017,Crystal Palace,Arsenal,2,3,16,16,2,9,5,4,12,7,0,1,0,0,A,0,1,A,M Oliver,4.5,4,1.8,4.5,3.8,1.78,4.8,3.6,1.75
epl,2017-2018,30/12/2017,Bournemouth,Everton,2,1,19,6,7,1,4,4,8,13,0,0,0,0,H,1,0,H,L Probert,2.37,3.29,3.29,2.35,3.2,3.2,2.45,3.3,2.9
epl,2017-2018,30/12/2017,Chelsea,Stoke,5,0,21,1,12,1,7,0,5,10,1,1,0,0,H,3,0,H,K Friend,1.16,8.5,19,1.16,7.5,18.5,1.22,6.5,13
epl,2017-2018,30/12/2017,Huddersfield,Burnley,0,0,3,11,1,4,5,4,14,14,2,1,0,0,D,0,0,D,P Tierney,2.37,3.1,3.5,2.3,3.1,3.4,2.6,3.1,2.9
epl,2017-2018,30/12/2017,Liverpool,Leicester,2,1,17,7,6,1,7,1,7,3,3,2,0,0,H,0,1,A,N Swarbrick,1.3,6,11,1.28,6,9.5,1.35,5.3,8
epl,2017-2018,30/12/2017,Man United,Southampton,0,0,15,8,3,3,10,7,12,13,2,4,0,0,D,0,0,D,C Pawson,1.36,5.5,9,1.34,5.25,9,1.4,4.8,7.5
epl,2017-2018,30/12/2017,Newcastle,Brighton,0,0,11,10,2,3,3,6,11,10,2,2,0,0,D,0,0,D,A Taylor,2.14,3.2,4,2.1,3.2,3.8,2.2,3.35,3.3
epl,2017-2018,30/12/2017,Watford,Swansea,1,2,9,9,4,4,1,8,14,13,4,2,0,0,A,1,0,H,M Atkinson,1.66,3.79,6,1.67,3.7,5.5,1.75,3.6,4.8
epl,2017-2018,31/12/2017,Crystal Palace,Man City,0,0,10,15,1,4,7,8,14,11,5,4,0,0,D,0,0,D,J Moss,11,6.5,1.28,11.5,6.25,1.25,9.5,5.5,1.3
epl,2017-2018,31/12/2017,West Brom,Arsenal,1,1,14,14,3,4,5,6,14,9,3,3,0,0,D,0,0,D,M Dean,5,4,1.72,4.6,3.9,1.75,4.8,3.6,1.75
epl,2017-2018,01/01/2018,Brighton,Bournemouth,2,2,15,26,6,8,5,12,13,9,2,1,0,0,D,1,1,D,M Oliver,2.37,3.2,3.39,2.35,3.1,3.3,2.3,3.15,3.3
epl,2017-2018,01/01/2018,Burnley,Liverpool,1,2,13,19,4,5,3,9,4,12,0,0,0,0,A,0,0,D,R East,7.5,4.5,1.5,7.25,4.4,1.45,6.2,4,1.55
epl,2017-2018,01/01/2018,Everton,Man United,0,2,12,21,0,6,6,6,11,10,2,0,0,0,A,0,0,D,A Marriner,5.5,3.5,1.8,5.25,3.5,1.75,4.4,3.7,1.8
epl,2017-2018,01/01/2018,Leicester,Huddersfield,3,0,11,6,5,1,4,1,7,9,1,1,0,0,H,0,0,D,G Scott,1.66,3.79,6,1.62,3.9,5.75,1.7,3.9,4.8
epl,2017-2018,01/01/2018,Stoke,Newcastle,0,1,11,14,4,6,10,5,10,11,3,1,0,0,A,0,0,D,C Kavanagh,2.29,3.29,3.5,2.2,3.3,3.4,2.2,3.35,3.3
epl,2017-2018,02/01/2018,Man City,Watford,3,1,17,7,7,4,9,1,8,12,1,1,0,0,H,2,0,H,L Mason,1.12,8.5,19,1.16,8,16.5,1.12,9,20
epl,2017-2018,02/01/2018,Southampton,Crystal Palace,1,2,10,11,3,4,4,7,8,11,0,1,0,0,A,1,0,H,S Attwell,1.9,3.39,4,1.91,3.5,4.1,2.1,3.4,3.5
epl,2017-2018,02/01/2018,Swansea,Tottenham,0,2,8,12,1,5,6,5,12,9,2,2,0,0,A,0,1,A,R Madley,12,4.75,1.3,10.5,5.5,1.3,8.7,5.3,1.33
epl,2017-2018,02/01/2018,West Ham,West Brom,2,1,13,10,5,3,3,4,12,12,3,2,0,0,H,0,1,A,M Jones,1.9,3.39,4.09,1.9,3.4,4.33,2.1,3.4,3.5
epl,2017-2018,03/01/2018,Arsenal,Chelsea,2,2,14,19,6,6,10,8,11,11,3,2,0,0,D,0,0,D,A Taylor,2.6,3.39,2.6,2.7,3.4,2.6,2.6,3.3,2.75
epl,2017-2018,04/01/2018,Tottenham,West Ham,1,1,31,3,8,1,7,1,10,6,0,2,0,0,D,0,0,D,M Dean,1.25,6,10,1.25,5.75,10.5,1.35,5.3,8
epl,2017-2018,13/01/2018,Chelsea,Leicester,0,0,17,14,7,1,6,3,14,13,2,2,0,1,D,0,0,D,M Jones,1.3,5.75,12,1.26,5.75,11.5,1.33,5.5,8.5
epl,2017-2018,13/01/2018,Crystal Palace,Burnley,1,0,17,8,2,2,3,2,16,10,0,3,0,0,H,1,0,H,M Oliver,2,3.29,4.5,2,3.2,4.2,2,3.3,4
epl,2017-2018,13/01/2018,Huddersfield,West Ham,1,4,8,8,2,6,7,3,7,9,1,1,0,0,A,1,1,D,J Moss,2.62,3.1,3.1,2.6,3,3,2.6,3.25,2.75
epl,2017-2018,13/01/2018,Newcastle,Swansea,1,1,12,8,4,5,4,5,11,10,0,3,0,0,D,0,0,D,G Scott,1.95,3.39,4.5,1.9,3.25,4.6,1.9,3.5,4.1
epl,2017-2018,13/01/2018,Tottenham,Everton,4,0,20,7,10,0,3,3,11,15,0,2,0,0,H,1,0,H,C Pawson,1.28,6,13,1.25,6,12.5,1.33,5.3,8.7
epl,2017-2018,13/01/2018,Watford,Southampton,2,2,16,10,4,4,5,4,11,13,0,5,0,0,D,0,2,A,R East,2.5,3.39,3,2.4,3.3,3,2.4,3.3,2.95
epl,2017-2018,13/01/2018,West Brom,Brighton,2,0,15,13,4,1,9,6,8,15,0,0,0,0,H,1,0,H,M Atkinson,2.14,3,4.33,2.1,3,4.1,2.1,3.2,3.8
epl,2017-2018,14/01/2018,Bournemouth,Arsenal,2,1,13,12,5,3,4,5,8,10,2,2,0,0,H,0,0,D,K Friend,4.75,4.2,1.75,4.75,3.9,1.72,4.8,3.9,1.7
epl,2017-2018,14/01/2018,Liverpool,Man City,4,3,16,11,7,4,5,6,10,7,2,3,0,0,H,1,1,D,A Marriner,3.1,3.75,2.29,3.1,3.6,2.2,3,3.5,2.3
epl,2017-2018,15/01/2018,Man United,Stoke,3,0,20,11,9,5,6,1,14,10,2,1,0,0,H,2,0,H,A Taylor,1.22,7,15,1.22,7,11.5,1.25,6,11
epl,2017-2018,20/01/2018,Arsenal,Crystal Palace,4,1,16,9,10,5,5,10,6,8,0,0,0,0,H,4,0,H,C Kavanagh,1.5,4.75,7,1.5,4.4,6.25,1.5,4.2,6.5
epl,2017-2018,20/01/2018,Brighton,Chelsea,0,4,10,14,3,10,5,3,12,5,3,0,0,0,A,0,2,A,J Moss,6.5,3.89,1.61,6,3.8,1.6,5.7,3.9,1.6
epl,2017-2018,20/01/2018,Burnley,Man United,0,1,13,12,2,2,5,4,7,12,3,3,0,0,A,0,0,D,M Dean,7.5,3.89,1.57,6.5,3.9,1.57,6.2,4,1.55
epl,2017-2018,20/01/2018,Everton,West Brom,1,1,9,15,4,5,0,3,15,10,2,1,0,0,D,0,1,A,S Attwell,2.14,3.2,4,2.1,3.1,4,2.2,3.1,3.6
epl,2017-2018,20/01/2018,Leicester,Watford,2,0,9,11,5,3,4,5,11,10,0,0,0,0,H,1,0,H,L Probert,1.85,3.89,4.33,1.8,3.75,4.33,1.9,3.5,4.1
epl,2017-2018,20/01/2018,Man City,Newcastle,3,1,21,6,9,4,18,0,5,10,0,1,0,0,H,1,0,H,P Tierney,1.12,10,26,1.11,10,19,1.15,8,17
epl,2017-2018,20/01/2018,Stoke,Huddersfield,2,0,11,6,6,3,3,2,18,13,1,1,0,0,H,0,0,D,M Oliver,2.04,3.39,4.09,2,3.3,4,2.1,3.2,3.75
epl,2017-2018,20/01/2018,West Ham,Bournemouth,1,1,12,8,4,3,6,3,8,7,3,1,0,0,D,0,0,D,M Atkinson,2,3.6,4,1.95,3.6,3.9,2,3.4,3.8
epl,2017-2018,21/01/2018,Southampton,Tottenham,1,1,10,17,4,2,2,9,8,15,2,3,0,0,D,1,1,D,K Friend,5.75,4.09,1.64,5.5,4,1.62,5,3.7,1.7
epl,2017-2018,22/01/2018,Swansea,Liverpool,1,0,3,21,2,4,3,9,5,9,0,2,0,0,H,1,0,H,N Swarbrick,12,5.75,1.3,10,5.5,1.3,8,5.3,1.35
epl,2017-2018,30/01/2018,Huddersfield,Liverpool,0,3,5,14,1,7,1,4,8,8,0,0,0,0,A,0,2,A,K Friend,12,5.75,1.3,10.5,5.5,1.3,7.5,4.8,1.4
epl,2017-2018,30/01/2018,Swansea,Arsenal,3,1,12,9,4,4,4,3,4,8,0,3,0,0,H,1,1,D,L Mason,7,4.59,1.5,6.5,4.33,1.5,6.2,4,1.55
epl,2017-2018,30/01/2018,West Ham,Crystal Palace,1,1,8,9,3,3,5,3,11,15,1,3,0,0,D,1,1,D,N Swarbrick,3.1,3.25,2.54,3,3.2,2.45,2.65,3.3,2.65
epl,2017-2018,31/01/2018,Chelsea,Bournemouth,0,3,21,11,5,5,8,5,5,12,1,0,0,0,A,0,0,D,L Probert,1.28,6.5,11,1.26,6,11,1.27,5.8,10.5
epl,2017-2018,31/01/2018,Everton,Leicester,2,1,9,8,4,1,5,5,9,10,0,2,0,0,H,2,0,H,C Kavanagh,3,3.2,2.62,2.95,3.1,2.55,2.7,3.2,2.7
epl,2017-2018,31/01/2018,Man City,West Brom,3,0,19,3,10,1,9,1,10,10,1,3,0,0,H,1,0,H,R Madley,1.14,10,21,1.14,8.5,17.5,1.15,7.5,18
epl,2017-2018,31/01/2018,Newcastle,Burnley,1,1,14,11,4,2,7,4,15,15,1,2,0,0,D,0,0,D,S Hooper,2.2,3.2,3.89,2.15,3.1,3.8,2.1,3.3,3.6
epl,2017-2018,31/01/2018,Southampton,Brighton,1,1,18,9,3,2,7,2,8,10,3,1,0,0,D,0,1,A,M Dean,1.75,3.5,6,1.75,3.4,5.5,1.8,3.6,4.5
epl,2017-2018,31/01/2018,Stoke,Watford,0,0,11,12,4,2,2,6,12,12,4,3,0,0,D,0,0,D,J Moss,2.25,3.5,3.39,2.2,3.4,3.3,2.1,3.4,3.5
epl,2017-2018,31/01/2018,Tottenham,Man United,2,0,22,6,6,3,6,3,10,13,2,2,0,0,H,2,0,H,A Marriner,2.35,3.29,3.39,2.25,3.25,3.4,2.4,3.3,2.95
epl,2017-2018,03/02/2018,Arsenal,Everton,5,1,15,11,7,2,4,6,8,8,2,0,0,0,H,4,0,H,N Swarbrick,1.3,5.75,12,1.3,5.25,10.5,1.35,5.3,8
epl,2017-2018,03/02/2018,Bournemouth,Stoke,2,1,15,13,8,4,8,1,14,19,2,3,0,0,H,0,1,A,P Tierney,1.9,3.7,4.33,1.87,3.6,4.2,2.1,3.4,3.5
epl,2017-2018,03/02/2018,Brighton,West Ham,3,1,21,4,5,1,4,1,11,7,3,1,0,0,H,1,1,D,R East,2.35,3,3.7,2.3,3,3.5,2.4,3.1,3.2
epl,2017-2018,03/02/2018,Burnley,Man City,1,1,8,20,3,7,3,13,9,6,4,1,0,0,D,0,1,A,M Atkinson,13,6,1.28,11,5.75,1.28,8,5.3,1.35
epl,2017-2018,03/02/2018,Leicester,Swansea,1,1,13,3,5,1,3,3,9,8,1,0,0,0,D,1,0,H,A Taylor,1.8,3.6,5.25,1.72,3.6,5.25,1.75,3.6,4.8
epl,2017-2018,03/02/2018,Man United,Huddersfield,2,0,16,4,7,0,5,2,5,19,2,4,0,0,H,0,0,D,S Attwell,1.16,8.5,19,1.14,8.25,19,1.2,6.5,15
epl,2017-2018,03/02/2018,West Brom,Southampton,2,3,9,13,3,5,5,7,12,10,2,1,0,0,A,1,2,A,M Oliver,2.54,3.2,3.1,2.5,3.1,3.1,2.6,3.15,2.85
epl,2017-2018,04/02/2018,Crystal Palace,Newcastle,1,1,21,11,6,8,5,6,11,8,1,1,0,0,D,0,1,A,A Marriner,2.04,3.39,4.2,2,3.25,4.1,2.1,3.25,3.7
epl,2017-2018,04/02/2018,Liverpool,Tottenham,2,2,9,13,3,6,3,7,15,9,3,1,0,0,D,1,0,H,J Moss,2.1,3.75,3.6,2.05,3.6,3.5,2.2,3.5,3.2
epl,2017-2018,05/02/2018,Watford,Chelsea,4,1,21,7,8,3,6,2,11,8,2,2,0,1,H,1,0,H,M Dean,6.25,4,1.61,6,4,1.57,5.5,4,1.6
epl,2017-2018,10/02/2018,Everton,Crystal Palace,3,1,11,16,5,4,8,7,14,15,1,1,0,0,H,0,0,D,J Moss,2.25,3.25,3.2,2.25,3.2,3.4,2.3,3.2,3.25
epl,2017-2018,10/02/2018,Man City,Leicester,5,1,19,2,11,2,8,2,10,12,2,3,0,0,H,1,1,D,M Jones,1.19,6.5,13,1.2,7,13,1.25,6.5,10
epl,2017-2018,10/02/2018,Stoke,Brighton,1,1,15,14,3,6,7,4,6,10,0,0,0,0,D,0,1,A,R Madley,2.2,3.2,3.39,2.15,3.2,3.7,2.2,3.2,3.5
epl,2017-2018,10/02/2018,Swansea,Burnley,1,0,12,13,4,1,5,2,10,9,2,1,0,0,H,0,0,D,A Marriner,2.37,3,3.25,2.45,3,3.25,2.4,3.1,3.2
epl,2017-2018,10/02/2018,Tottenham,Arsenal,1,0,18,6,6,1,10,2,13,9,2,1,0,0,H,0,0,D,A Taylor,2,3.6,3.5,1.95,3.8,3.6,2.2,3.5,3.2
epl,2017-2018,10/02/2018,West Ham,Watford,2,0,8,11,4,4,8,7,11,7,1,1,0,0,H,1,0,H,G Scott,2.5,3.29,2.79,2.45,3.2,3,2.4,3.2,3.05
epl,2017-2018,11/02/2018,Huddersfield,Bournemouth,4,1,15,7,4,2,2,6,12,12,0,3,0,0,H,2,1,H,M Oliver,3.25,3.2,2.25,3.4,3.1,2.3,2.65,3.3,2.65
