league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,IWCH,IWCD,IWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
bundesliga,2021-2022,13/08/2021,M'gladbach,Bayern Munich,1,1,11,20,5,10,3,8,7,4,2,0,0,0,D,1,1,D,4.33,4.5,1.66,4.5,4.33,1.67,4.2,4.4,1.7,1.4,3,2.06,1.87,4.33,4.5,1.65,4.4,4.4,1.67,4.2,4.4,1.73,1.36,3.2,1.99,1.94
bundesliga,2021-2022,14/08/2021,Augsburg,Hoffenheim,0,4,7,15,0,8,6,5,8,9,1,2,0,0,A,0,1,A,3.2,3.75,2.1,3.25,3.5,2.1,3.1,3.7,2.2,1.61,2.3,1.99,1.94,3.3,3.75,2.05,3.3,3.6,2.15,3.15,3.55,2.2,1.61,2.3,1.97,1.96
bundesliga,2021-2022,14/08/2021,Bielefeld,Freiburg,0,0,10,14,4,6,4,9,13,10,3,4,0,0,D,0,0,D,2.8,3.4,2.5,2.75,3.2,2.55,2.95,3.25,2.5,2.05,1.88,2.14,1.8,2.87,3.4,2.4,3,3.1,2.55,3.05,3.1,2.5,2.3,1.61,1.75,2.05
bundesliga,2021-2022,14/08/2021,Stuttgart,Greuther Furth,5,1,30,8,15,4,9,2,11,8,0,1,0,0,H,2,0,H,1.83,4,4,1.83,3.9,4.1,1.85,3.9,3.9,1.61,2.3,1.87,2.06,1.75,4,4.2,1.8,3.9,4.2,1.85,3.8,4,1.72,2.1,2.02,1.77
bundesliga,2021-2022,14/08/2021,Union Berlin,Leverkusen,1,1,8,16,5,4,1,6,13,5,0,1,0,0,D,1,1,D,2.75,3.4,2.55,2.75,3.4,2.55,2.75,3.35,2.55,1.9,1.9,2.04,1.89,2.55,3.4,2.7,2.75,3.2,2.7,2.75,3.4,2.55,2.1,1.72,1.92,2.01
bundesliga,2021-2022,14/08/2021,Wolfsburg,Bochum,1,0,21,7,9,1,5,2,9,7,0,2,0,1,H,1,0,H,1.53,4.5,5.75,1.53,4.5,5.75,1.57,4.4,5.5,1.57,2.37,1.99,1.94,1.4,5,7,1.48,4.5,6.5,1.55,4.4,5.75,1.61,2.3,1.99,1.94
bundesliga,2021-2022,14/08/2021,Dortmund,Ein Frankfurt,5,2,12,12,7,3,7,3,5,14,0,0,0,0,H,3,1,H,1.4,5.5,6.5,1.45,5,6.25,1.43,5.25,6.25,1.36,3.2,1.9,2.03,1.45,5,5.75,1.45,5.25,6,1.45,5,6,1.36,3.2,2.02,1.91
bundesliga,2021-2022,15/08/2021,Mainz,RB Leipzig,1,0,7,15,2,2,5,11,10,8,1,2,0,0,H,1,0,H,8,5.5,1.33,8,5.5,1.34,8.25,5.5,1.35,1.53,2.5,1.88,1.93,7.5,4.75,1.4,7.5,5,1.4,7.25,5,1.4,1.66,2.2,1.95,1.98
bundesliga,2021-2022,15/08/2021,FC Koln,Hertha,3,1,15,11,5,5,4,5,18,14,4,2,0,0,H,1,1,D,2.55,3.4,2.75,2.55,3.4,2.75,2.55,3.3,2.8,2,1.93,1.87,2.06,2.37,3.5,2.9,2.3,3.4,3.1,2.35,3.3,3.1,2,1.8,2.05,1.88
bundesliga,2021-2022,20/08/2021,RB Leipzig,Stuttgart,4,0,26,11,11,5,6,2,10,11,0,3,0,0,H,1,0,H,1.36,5.25,7,1.4,5,7.25,1.5,4.8,5.75,1.53,2.5,1.93,2,1.45,4.75,6,1.45,4.75,6.5,1.5,4.8,5.75,1.5,2.62,1.85,2.08
bundesliga,2021-2022,21/08/2021,Bochum,Mainz,2,0,9,16,5,3,2,7,15,19,4,3,0,0,H,1,0,H,2.62,3.5,2.62,2.6,3.5,2.6,2.65,3.5,2.55,1.8,2,2.01,1.92,2.9,3.5,2.4,2.8,3.4,2.5,2.85,3.35,2.5,1.9,1.9,1.82,2.11
bundesliga,2021-2022,21/08/2021,Ein Frankfurt,Augsburg,0,0,20,4,5,0,6,1,8,10,3,3,0,0,D,0,0,D,1.57,4.5,5.25,1.62,4.25,5,1.6,4.4,5,1.53,2.5,2.03,1.9,1.57,4.5,5,1.6,4.25,5.25,1.65,4.3,4.8,1.57,2.37,2.08,1.85
bundesliga,2021-2022,21/08/2021,Freiburg,Dortmund,2,1,8,19,4,2,0,10,14,14,1,4,0,0,H,1,0,H,5.5,4.75,1.5,5.5,4.5,1.55,5.5,4.6,1.55,1.5,2.62,2.01,1.92,4.2,4.5,1.7,4.5,4.1,1.7,4.9,4.5,1.6,1.53,2.5,1.93,2
bundesliga,2021-2022,21/08/2021,Greuther Furth,Bielefeld,1,1,20,9,5,2,5,0,12,15,4,2,0,1,D,0,1,A,2.55,3.4,2.7,2.55,3.4,2.75,2.55,3.35,2.75,2,1.8,1.9,2.03,2.5,3.4,2.75,2.55,3.4,2.75,2.6,3.4,2.7,1.8,2,1.92,2.01
bundesliga,2021-2022,21/08/2021,Hertha,Wolfsburg,1,2,12,12,4,3,4,4,12,21,1,2,0,0,A,0,0,D,3,3.4,2.37,2.95,3.5,2.35,3.05,3.45,2.3,1.8,2,1.88,2.05,3.3,3.5,2.15,3.3,3.4,2.2,3.3,3.45,2.2,1.9,1.9,1.99,1.94
bundesliga,2021-2022,21/08/2021,Leverkusen,M'gladbach,4,0,13,11,6,6,7,3,9,11,4,2,0,0,H,2,0,H,2.2,3.75,3,2.25,3.7,3,2.35,3.55,2.95,1.57,2.37,2.05,1.88,2.1,3.6,3.2,2.3,3.6,2.95,2.3,3.5,3,1.61,2.3,1.97,1.96
bundesliga,2021-2022,22/08/2021,Hoffenheim,Union Berlin,2,2,7,11,3,8,6,5,8,11,1,3,0,1,D,2,1,H,2,3.6,3.6,2,3.6,3.7,2,3.65,3.55,1.72,2.1,2.06,1.87,1.85,3.75,4.2,1.85,3.7,4.2,1.83,3.75,4.2,1.72,2.1,1.85,2.08
bundesliga,2021-2022,22/08/2021,Bayern Munich,FC Koln,3,2,18,10,6,3,3,4,14,10,1,1,0,0,H,0,0,D,1.11,11,16,1.12,9.75,18.5,1.15,8.75,17,1.28,3.75,2.05,1.88,1.12,9,17,1.11,10.5,18,1.15,10,15,1.2,4.5,2.07,1.86
bundesliga,2021-2022,27/08/2021,Dortmund,Hoffenheim,3,2,23,9,13,5,4,7,9,12,2,3,0,0,H,0,0,D,1.4,5.5,6.5,1.42,5,6.75,1.45,5.25,6,1.3,3.5,1.89,2.04,1.36,5.25,7,1.42,5.5,6,1.45,5.25,6,1.3,3.5,1.81,2.13
bundesliga,2021-2022,28/08/2021,Augsburg,Leverkusen,1,4,13,13,4,5,4,4,12,10,0,1,0,0,A,1,2,A,4.75,3.8,1.72,4.5,3.9,1.75,4.7,3.85,1.73,1.8,2,1.95,1.98,5.25,4,1.65,5.25,3.9,1.65,4.8,3.95,1.7,1.66,2.2,2.04,1.89
bundesliga,2021-2022,28/08/2021,Bielefeld,Ein Frankfurt,1,1,14,12,5,3,4,4,13,17,0,3,0,0,D,0,1,A,3.3,3.6,2.1,3.4,3.8,2.05,3.4,3.6,2.1,1.8,2,2.07,1.86,3.4,3.6,2.05,3.4,3.6,2.1,3.25,3.45,2.2,1.8,2,2.02,1.91
bundesliga,2021-2022,28/08/2021,FC Koln,Bochum,2,1,21,10,5,1,5,5,11,21,2,1,0,0,H,0,0,D,1.83,3.75,4.2,1.85,3.75,4.1,1.85,3.75,4,1.72,2.1,1.9,2.03,1.72,3.75,4.75,1.65,4.1,5,1.75,3.85,4.5,1.61,2.3,1.98,1.95
bundesliga,2021-2022,28/08/2021,Mainz,Greuther Furth,3,0,17,8,9,1,7,4,21,14,2,2,0,0,H,2,0,H,1.66,4,5,1.7,4,4.75,1.7,4,4.7,1.72,2.1,1.92,2.01,1.55,4.2,6.5,1.57,4.33,5.5,1.65,3.9,5.25,1.57,2.37,1.94,1.99
bundesliga,2021-2022,28/08/2021,Stuttgart,Freiburg,2,3,17,14,7,7,8,5,10,14,2,1,0,0,A,2,3,A,2.15,3.6,3.2,2.15,3.6,3.3,2.25,3.45,3.2,1.72,2.1,1.96,1.97,2.05,3.6,3.4,2.1,3.6,3.4,2.2,3.45,3.25,1.61,2.3,1.85,2.08
bundesliga,2021-2022,28/08/2021,Bayern Munich,Hertha,5,0,17,8,6,3,8,3,4,5,0,0,0,0,H,2,0,H,1.14,9,15,1.19,7.75,13,1.17,8.25,14,1.25,4,1.94,1.99,1.14,9,15,1.17,8,13.5,1.2,7.5,13,1.22,4.33,1.86,2.07
bundesliga,2021-2022,29/08/2021,Union Berlin,M'gladbach,2,1,12,18,4,5,4,8,15,6,2,0,0,0,H,2,0,H,2.45,3.25,2.9,2.6,3.25,2.8,2.55,3.3,2.8,1.8,2,1.85,2.08,2.55,3.4,2.7,2.5,3.25,2.9,2.6,3.3,2.75,1.8,2,1.87,2.06
bundesliga,2021-2022,29/08/2021,Wolfsburg,RB Leipzig,1,0,8,12,2,2,7,7,13,18,4,2,0,0,H,0,0,D,3.6,3.5,2.05,3.4,3.6,2.1,3.45,3.5,2.1,1.8,2,2.08,1.85,3.3,3.5,2.15,3.3,3.4,2.2,3.2,3.4,2.25,1.9,1.9,1.96,1.97
bundesliga,2021-2022,11/09/2021,Freiburg,FC Koln,1,1,10,15,3,5,4,2,14,12,1,3,0,1,D,0,1,A,2.2,3.6,3.1,2.15,3.5,3.1,2.15,3.7,3.25,1.66,2.2,1.9,2.03,2.25,3.6,3,2.2,3.6,3.1,2.4,3.45,2.95,1.72,2.1,2.01,1.92
bundesliga,2021-2022,11/09/2021,Greuther Furth,Wolfsburg,0,2,7,10,3,4,3,5,17,15,2,3,0,0,A,0,1,A,5.5,4.33,1.57,5.25,4.1,1.57,5.5,4.4,1.57,1.61,2.3,1.91,2.02,4,4.2,1.66,5,4,1.67,4.5,4.2,1.7,1.57,2.37,1.93,2
bundesliga,2021-2022,11/09/2021,Hoffenheim,Mainz,0,2,12,11,0,4,4,5,15,16,2,1,0,0,A,0,1,A,2,3.75,3.5,2,3.6,3.4,2,3.8,3.4,1.57,2.37,2.05,1.88,2.15,3.75,3.1,2.2,3.75,3,2.25,3.6,3.1,1.61,2.3,1.97,1.96
bundesliga,2021-2022,11/09/2021,Leverkusen,Dortmund,3,4,11,15,5,7,4,3,10,11,4,3,0,0,A,2,1,H,3.1,3.8,2.15,3.2,3.6,2.1,3.15,3.7,2.15,1.4,3,1.98,1.95,2.87,4,2.2,3,3.7,2.25,3,3.65,2.25,1.44,2.75,1.9,2.03
bundesliga,2021-2022,11/09/2021,Union Berlin,Augsburg,0,0,15,13,6,6,6,4,10,12,1,2,0,0,D,0,0,D,1.7,3.75,5,1.75,3.75,4.4,1.73,3.9,4.7,1.91,1.99,1.97,1.96,1.61,4,5.25,1.67,4,5,1.65,3.95,5.25,1.89,2.01,1.88,2.05
bundesliga,2021-2022,11/09/2021,RB Leipzig,Bayern Munich,1,4,10,18,4,6,2,6,9,13,0,0,0,0,A,0,1,A,3,3.8,2.2,2.75,3.8,2.25,3,3.8,2.2,1.44,2.75,1.96,1.97,3,4,2.1,2.95,3.9,2.1,3,3.8,2.2,1.4,3,2,1.93
bundesliga,2021-2022,12/09/2021,Ein Frankfurt,Stuttgart,1,1,18,9,5,3,6,6,13,12,1,4,0,1,D,0,0,D,2,3.75,3.5,2,3.6,3.4,2.05,3.85,3.3,1.5,2.62,2.05,1.88,1.95,4,3.4,2.05,3.7,3.4,2.05,3.75,3.35,1.57,2.37,2.08,1.85
bundesliga,2021-2022,12/09/2021,Bochum,Hertha,1,3,19,5,5,4,7,2,9,17,0,3,0,0,A,0,2,A,2.8,3.4,2.5,2.75,3.3,2.45,2.75,3.35,2.6,2.02,1.88,2.01,1.92,2.62,3.4,2.62,2.65,3.4,2.65,2.65,3.3,2.7,1.9,1.9,1.95,1.98
bundesliga,2021-2022,12/09/2021,M'gladbach,Bielefeld,3,1,17,18,4,7,3,4,10,18,1,1,0,0,H,1,1,D,1.44,4.75,7,1.4,4.75,6.75,1.45,4.7,6.5,1.66,2.2,2.06,1.87,1.45,4.33,7.5,1.45,4.5,7.25,1.45,4.6,7,1.53,2.5,2.06,1.87
bundesliga,2021-2022,17/09/2021,Hertha,Greuther Furth,2,1,15,10,3,3,9,4,12,13,1,2,0,0,H,0,0,D,1.75,3.75,4.2,1.75,3.75,4.75,1.83,3.7,4.2,1.86,2.04,2.08,1.85,1.66,3.8,4.5,1.7,3.8,5,1.77,3.7,4.5,1.9,1.9,2.05,1.88
bundesliga,2021-2022,18/09/2021,Augsburg,M'gladbach,1,0,8,11,1,1,2,6,13,9,1,2,0,0,H,0,0,D,4.2,4,1.8,4.25,3.9,1.78,4,3.95,1.83,1.57,2.37,2.08,1.85,3.2,4,2.05,3.5,3.5,2.1,3.4,3.75,2.05,1.61,2.3,2.05,1.88
bundesliga,2021-2022,18/09/2021,Bayern Munich,Bochum,7,0,22,5,15,1,2,2,5,9,1,1,0,0,H,4,0,H,1.06,13,29,1.08,11.5,29,1.07,13,28,1.16,5,1.86,2.07,1.06,15,26,1.05,15,34,1.07,15,23,1.12,6,2.01,1.92
bundesliga,2021-2022,18/09/2021,Bielefeld,Hoffenheim,0,0,9,16,2,3,5,6,16,3,2,1,0,0,D,0,0,D,3.5,3.6,2.05,3.7,3.6,2,3.5,3.5,2.1,1.72,2.1,2.08,1.85,3.6,3.6,2,3.5,3.5,2.1,3.45,3.55,2.1,1.66,2.2,2.08,1.73
bundesliga,2021-2022,18/09/2021,Mainz,Freiburg,0,0,10,7,3,2,4,4,18,16,2,1,0,0,D,0,0,D,2,3.6,3.6,2.05,3.6,3.5,2.1,3.55,3.45,1.8,2,2.08,1.85,1.8,3.6,4.2,1.85,3.75,4.1,1.95,3.45,3.95,1.9,1.9,1.93,2
bundesliga,2021-2022,18/09/2021,FC Koln,RB Leipzig,1,1,14,18,6,9,4,10,12,6,3,1,0,0,D,0,0,D,4.5,4,1.72,4.5,3.75,1.78,4.2,3.95,1.77,1.57,2.37,1.88,2.05,3.75,3.8,1.9,3.9,3.8,1.9,3.6,3.8,1.95,1.57,2.37,1.98,1.95
bundesliga,2021-2022,19/09/2021,Stuttgart,Leverkusen,1,3,18,7,8,4,2,6,11,11,2,3,0,1,A,1,2,A,3.3,3.75,2.1,3.3,3.7,2.1,3.15,3.7,2.15,1.53,2.5,2,1.93,3.5,3.75,2,3.25,3.7,2.1,3.3,3.7,2.1,1.53,2.5,2.05,1.75
bundesliga,2021-2022,19/09/2021,Dortmund,Union Berlin,4,2,13,9,4,6,3,6,10,12,2,3,0,0,H,2,0,H,1.36,5.25,8,1.36,5,8.5,1.37,5.5,7.5,1.44,2.75,2.02,1.91,1.28,6,9,1.3,5.75,9.5,1.35,5.5,7.75,1.4,3,2.02,1.91
bundesliga,2021-2022,19/09/2021,Wolfsburg,Ein Frankfurt,1,1,15,6,6,2,7,4,14,18,2,6,0,0,D,0,1,A,1.8,3.8,4.33,1.8,3.8,4.33,1.83,3.8,4.2,1.72,2.1,1.86,2.07,1.83,3.75,4.33,1.85,3.7,4.2,1.9,3.65,4.1,1.66,2.2,1.85,2.08
bundesliga,2021-2022,24/09/2021,Greuther Furth,Bayern Munich,1,3,11,12,6,4,6,3,18,13,4,1,0,1,A,0,2,A,23,13,1.07,21,13,1.08,17,9.5,1.12,1.14,5.5,2.02,1.77,23,13,1.07,16.5,12.5,1.1,17,9.5,1.12,1.22,4.33,1.77,2.02
bundesliga,2021-2022,25/09/2021,Ein Frankfurt,FC Koln,1,1,10,15,3,2,7,6,11,19,2,3,0,0,D,1,1,D,2,3.75,3.5,2,3.7,3.6,2.1,3.6,3.4,1.57,2.37,2.06,1.87,2.1,3.75,3.25,2.1,3.7,3.25,2.25,3.55,3.1,1.53,2.5,1.85,2.08
bundesliga,2021-2022,25/09/2021,Hoffenheim,Wolfsburg,3,1,11,13,3,2,5,2,13,9,2,2,0,0,H,1,1,D,2.75,3.5,2.5,2.8,3.5,2.45,2.95,3.25,2.5,1.66,2.2,2.08,1.85,2.55,3.5,2.62,2.6,3.5,2.65,2.7,3.25,2.7,1.72,2.1,1.87,2.06
bundesliga,2021-2022,25/09/2021,Leverkusen,Mainz,1,0,16,14,9,5,6,3,11,12,4,3,0,0,H,0,0,D,1.72,4,4.5,1.67,4.1,4.75,1.75,4,4.3,1.61,2.3,1.98,1.95,1.66,4,4.75,1.72,4,4.6,1.75,3.85,4.5,1.66,2.2,1.94,1.99
bundesliga,2021-2022,25/09/2021,RB Leipzig,Hertha,6,0,18,5,11,3,2,1,8,19,1,3,0,0,H,3,0,H,1.3,5.5,10,1.34,5.5,8.25,1.37,5.25,7.75,1.57,2.37,2.04,1.89,1.28,5.75,10,1.33,5,10,1.35,5.25,8.25,1.53,2.5,1.75,2.05
