league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,Referee,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
epl,2014-2015,02/12/14,West Brom,West Ham,1,2,23,11,5,6,7,3,11,17,2,1,0,0,A,1,2,A,M Jones,2.5,3.4,3,2.5,3.25,3,2.5,3.3,2.65
epl,2014-2015,03/12/14,Arsenal,Southampton,1,0,19,6,8,1,9,4,7,14,0,2,0,0,H,0,0,D,A Marriner,1.8,3.75,5,1.8,3.7,4.75,1.8,3.5,4.2
epl,2014-2015,03/12/14,Chelsea,Tottenham,3,0,12,10,8,2,1,6,9,9,1,1,0,0,H,2,0,H,M Dean,1.4,5,9,1.4,4.75,8.5,1.4,4.4,7.3
epl,2014-2015,03/12/14,Everton,Hull,1,1,13,8,5,1,6,4,8,12,1,1,0,0,D,1,0,H,R Madley,1.53,4.33,7,1.55,3.8,6,1.55,4,5.5
epl,2014-2015,03/12/14,Sunderland,Man City,1,4,8,15,2,4,2,0,9,8,1,1,0,0,A,1,2,A,C Pawson,7.5,4.5,1.5,7,4.1,1.53,6.1,4,1.5
epl,2014-2015,06/12/14,Hull,West Brom,0,0,12,6,2,3,3,2,10,16,1,1,0,0,D,0,0,D,M Oliver,2.45,3.3,3.2,2.5,3.1,2.85,2.3,3.2,3
epl,2014-2015,06/12/14,Liverpool,Sunderland,0,0,15,7,2,1,5,7,12,15,1,3,0,0,D,0,0,D,N Swarbrick,1.5,4.5,7.5,1.53,4.1,7,1.6,3.7,5.4
epl,2014-2015,06/12/14,Man City,Everton,1,0,19,9,3,2,11,7,8,11,3,3,0,0,H,1,0,H,A Marriner,1.5,4.75,7,1.53,4.5,6,1.57,3.8,5.5
epl,2014-2015,06/12/14,Newcastle,Chelsea,2,1,9,26,3,8,1,10,8,6,2,3,1,0,H,0,0,D,M Atkinson,7,4.33,1.53,6.75,4,1.55,5.5,3.8,1.57
epl,2014-2015,06/12/14,QPR,Burnley,2,0,11,15,6,3,3,11,12,12,1,1,1,0,H,0,0,D,J Moss,2.05,3.5,4,2.1,3.2,3.5,2.1,3.3,3.3
epl,2014-2015,06/12/14,Stoke,Arsenal,3,2,13,15,4,6,3,9,17,14,3,2,0,1,H,3,0,H,A Taylor,4,3.6,2,3.75,3.3,2,3.8,3.45,1.9
epl,2014-2015,06/12/14,Tottenham,Crystal Palace,0,0,14,16,3,4,2,12,11,10,1,0,0,0,D,0,0,D,L Mason,1.6,4.2,6,1.62,3.75,5.25,1.57,3.8,5.5
epl,2014-2015,07/12/14,Aston Villa,Leicester,2,1,16,10,7,4,5,5,9,14,4,4,0,1,H,1,1,D,C Pawson,2.4,3.4,3.2,2.4,3.2,3.2,2.2,3.3,3.1
epl,2014-2015,07/12/14,West Ham,Swansea,3,1,15,11,7,2,7,4,11,18,0,1,0,1,H,1,1,D,C Foy,2.35,3.4,3.25,2.4,3.4,3,2.2,3.3,3.1
epl,2014-2015,08/12/14,Southampton,Man United,1,2,15,3,4,2,5,1,12,9,2,1,0,0,A,1,1,D,K Friend,2.8,3.4,2.7,2.8,3.25,2.7,2.9,3.3,2.3
epl,2014-2015,13/12/14,Arsenal,Newcastle,4,1,17,10,4,4,9,6,14,15,2,2,0,0,H,1,0,H,L Mason,1.44,4.75,8,1.45,4.33,6.5,1.45,4,7
epl,2014-2015,13/12/14,Burnley,Southampton,1,0,7,15,2,4,2,5,15,11,1,3,0,0,H,0,0,D,M Clattenburg,5.5,3.75,1.73,4.75,3.5,1.75,4.2,3.5,1.8
epl,2014-2015,13/12/14,Chelsea,Hull,2,0,12,8,3,0,5,4,13,13,3,3,0,1,H,1,0,H,C Foy,1.18,8,18,1.18,6.25,15.5,1.17,6.5,14
epl,2014-2015,13/12/14,Crystal Palace,Stoke,1,1,10,7,3,3,9,8,12,11,2,0,0,0,D,1,1,D,K Friend,2.6,3.25,3,2.62,3.25,2.85,2.5,3.2,2.75
epl,2014-2015,13/12/14,Leicester,Man City,0,1,7,9,1,4,8,2,15,13,0,2,0,0,A,0,1,A,J Moss,7,4.75,1.5,5.5,4.6,1.5,7,4,1.45
epl,2014-2015,13/12/14,Sunderland,West Ham,1,1,13,19,4,8,6,8,11,18,2,2,0,0,D,1,1,D,P Dowd,2.95,3.4,2.55,2.85,3.25,2.62,2.6,3.2,2.6
epl,2014-2015,13/12/14,West Brom,Aston Villa,1,0,13,7,5,2,4,2,17,12,4,2,0,1,H,0,0,D,M Dean,2.15,3.4,3.8,2.15,3.25,3.4,2.3,3.2,3
epl,2014-2015,14/12/14,Man United,Liverpool,3,0,11,19,6,9,2,7,13,14,4,3,0,0,H,2,0,H,M Atkinson,1.8,3.8,4.75,1.85,3.6,4.5,1.8,3.5,4.2
epl,2014-2015,14/12/14,Swansea,Tottenham,1,2,15,10,3,4,7,9,7,17,3,4,0,0,A,0,1,A,R Madley,2.5,3.4,3,2.5,3.25,2.75,2.6,3.2,2.6
epl,2014-2015,15/12/14,Everton,QPR,3,1,13,17,5,4,1,8,11,12,1,1,0,0,H,2,0,H,N Swarbrick,1.45,4.5,8.5,1.45,4.25,6.75,1.5,4,6.1
epl,2014-2015,20/12/14,Aston Villa,Man United,1,1,10,16,4,9,3,9,9,10,1,1,1,0,D,1,0,H,L Mason,6.25,4,1.62,6,3.9,1.62,5.4,3.7,1.6
epl,2014-2015,20/12/14,Hull,Swansea,0,1,11,13,3,3,4,5,14,16,2,2,0,0,A,0,1,A,M Clattenburg,3.1,3.3,2.5,2.9,3.25,2.6,2.75,3.2,2.5
epl,2014-2015,20/12/14,Man City,Crystal Palace,3,0,15,6,3,1,8,6,17,5,2,1,0,0,H,0,0,D,P Dowd,1.29,6,12,1.3,5.5,11,1.3,5,9
epl,2014-2015,20/12/14,QPR,West Brom,3,2,17,16,7,6,5,11,16,8,1,0,0,0,H,1,2,A,C Pawson,2.45,3.3,3.2,2.45,3.3,3,2.4,3.2,2.85
epl,2014-2015,20/12/14,Southampton,Everton,3,0,11,13,3,4,4,6,11,10,1,1,0,0,H,1,0,H,J Moss,2.45,3.5,3,2.5,3.4,2.9,2.3,3.3,2.9
epl,2014-2015,20/12/14,Tottenham,Burnley,2,1,23,9,6,5,9,6,9,8,1,0,0,0,H,2,1,H,M Jones,1.5,4.5,7.5,1.5,4.1,6.25,1.5,4,6.1
epl,2014-2015,20/12/14,West Ham,Leicester,2,0,10,10,2,4,9,4,8,17,0,3,0,0,H,1,0,H,M Atkinson,1.75,3.9,5,1.75,3.5,4.75,1.65,3.7,4.9
epl,2014-2015,21/12/14,Liverpool,Arsenal,2,2,27,7,10,3,10,6,6,14,0,3,1,0,D,1,1,D,M Oliver,2.8,3.5,2.6,2.75,3.4,2.62,2.65,3.3,2.5
epl,2014-2015,21/12/14,Newcastle,Sunderland,0,1,15,16,7,3,7,1,15,15,4,4,0,0,A,0,0,D,A Taylor,2.05,3.5,4,2.1,3.4,3.75,2,3.3,3.6
epl,2014-2015,22/12/14,Stoke,Chelsea,0,2,13,15,2,6,6,5,11,4,3,0,0,0,A,0,1,A,N Swarbrick,6.25,4,1.62,5.75,3.75,1.67,5,3.9,1.6
epl,2014-2015,26/12/14,Arsenal,QPR,2,1,15,16,5,2,6,2,6,15,1,4,1,0,H,1,0,H,M Atkinson,1.29,6,13,1.29,5.5,9.25,1.28,5.5,9
epl,2014-2015,26/12/14,Burnley,Liverpool,0,1,16,10,0,3,8,2,7,5,0,1,0,0,A,0,0,D,A Taylor,4.75,3.8,1.8,4.2,3.5,1.83,4,3.45,1.85
epl,2014-2015,26/12/14,Chelsea,West Ham,2,0,28,6,9,0,8,6,8,14,0,3,0,0,H,1,0,H,M Oliver,1.33,5.75,10,1.33,5,8.75,1.33,5,8
epl,2014-2015,26/12/14,Crystal Palace,Southampton,1,3,11,13,4,6,8,4,15,10,1,0,0,0,A,0,1,A,M Dean,3.75,3.4,2.15,3.3,3.2,2.2,3.2,3.2,2.2
epl,2014-2015,26/12/14,Everton,Stoke,0,1,16,12,5,2,9,3,9,15,2,3,0,0,A,0,1,A,L Mason,1.83,3.6,5,1.83,3.4,4.33,1.75,3.5,4.5
epl,2014-2015,26/12/14,Leicester,Tottenham,1,2,22,8,6,3,11,1,10,14,1,2,0,0,A,0,1,A,N Swarbrick,3.8,3.6,2.05,3.5,3.4,2.05,3.7,3.35,1.95
epl,2014-2015,26/12/14,Man United,Newcastle,3,1,9,8,4,4,4,5,16,9,1,2,0,0,H,2,0,H,M Jones,1.4,5,9,1.4,4.5,7.5,1.35,4.8,7.6
epl,2014-2015,26/12/14,Sunderland,Hull,1,3,12,13,3,5,10,4,12,6,4,2,0,0,A,1,1,D,A Marriner,2.05,3.4,4.2,2.05,3.2,3.75,2,3.3,3.6
epl,2014-2015,26/12/14,Swansea,Aston Villa,1,0,7,11,2,3,4,0,17,12,1,4,0,0,H,1,0,H,R East,1.75,3.75,5.25,1.78,3.4,4.75,1.75,3.5,4.5
epl,2014-2015,26/12/14,West Brom,Man City,1,3,18,9,6,5,10,6,5,9,0,1,0,0,A,0,3,A,M Clattenburg,6.5,4.5,1.53,5.5,4.2,1.53,7,4,1.45
epl,2014-2015,28/12/14,Aston Villa,Sunderland,0,0,14,15,3,3,4,4,4,11,1,4,1,0,D,0,0,D,M Atkinson,2.35,3.3,3.4,2.35,3.1,3.1,2.3,3.1,3.1
epl,2014-2015,28/12/14,Hull,Leicester,0,1,18,4,5,2,7,1,12,12,0,1,1,1,A,0,1,A,P Dowd,2.25,3.4,3.5,2.25,3.25,3.1,2.2,3.2,3.2
epl,2014-2015,28/12/14,Man City,Burnley,2,2,17,12,6,3,10,3,18,9,4,1,0,0,D,2,0,H,K Friend,1.18,8,19,1.18,6.5,15.5,1.17,6.5,14
epl,2014-2015,28/12/14,Newcastle,Everton,3,2,13,9,6,2,8,3,13,8,2,2,0,0,H,1,1,D,C Pawson,2.9,3.4,2.6,2.8,3.3,2.6,2.75,3.3,2.4
epl,2014-2015,28/12/14,QPR,Crystal Palace,0,0,11,10,3,3,9,4,11,17,2,1,0,0,D,0,0,D,M Jones,2.38,3.4,3.25,2.4,3.3,2.85,2.3,3.3,2.9
epl,2014-2015,28/12/14,Southampton,Chelsea,1,1,9,7,1,1,4,6,23,14,2,2,1,0,D,1,1,D,A Taylor,4.75,3.75,1.83,4.6,3.6,1.83,4.5,3.5,1.75
epl,2014-2015,28/12/14,Stoke,West Brom,2,0,13,15,3,4,5,3,11,14,0,2,0,0,H,0,0,D,R East,1.91,3.6,4.5,1.91,3.6,3.7,1.9,3.45,3.8
epl,2014-2015,28/12/14,Tottenham,Man United,0,0,9,9,4,5,3,6,11,19,2,4,0,0,D,0,0,D,J Moss,3.25,3.6,2.3,3.1,3.5,2.3,3.1,3.2,2.25
epl,2014-2015,28/12/14,West Ham,Arsenal,1,2,14,21,4,7,7,8,12,13,3,3,0,0,A,0,2,A,N Swarbrick,3.5,3.5,2.2,3.1,3.4,2.2,3.3,3.3,2.1
epl,2014-2015,29/12/14,Liverpool,Swansea,4,1,21,11,11,4,6,3,8,5,1,0,0,0,H,1,0,H,A Marriner,1.7,4,5.5,1.7,4,5,1.67,3.55,5
epl,2014-2015,01/01/15,Aston Villa,Crystal Palace,0,0,14,6,3,0,5,2,11,12,1,1,0,0,D,0,0,D,R Madley,2.4,3.3,3.3,2.4,3.2,2.9,2.4,3.1,2.95
epl,2014-2015,01/01/15,Hull,Everton,2,0,14,9,5,3,4,8,16,15,2,3,0,1,H,2,0,H,K Friend,3.4,3.4,2.3,3,3.3,2.3,2.9,3.3,2.3
epl,2014-2015,01/01/15,Liverpool,Leicester,2,2,18,16,6,3,4,5,13,10,2,2,0,0,D,2,0,H,M Jones,1.4,5,9,1.4,5,7.75,1.4,4.4,7.3
epl,2014-2015,01/01/15,Man City,Sunderland,3,2,32,4,12,4,10,4,14,7,2,3,0,0,H,0,0,D,R East,1.22,7,15,1.25,6,10,1.25,5.5,10.3
epl,2014-2015,01/01/15,Newcastle,Burnley,3,3,10,15,4,4,5,5,12,13,2,4,0,0,D,2,1,H,M Dean,1.83,3.75,4.75,1.8,3.5,4.33,1.8,3.5,4.2
epl,2014-2015,01/01/15,QPR,Swansea,1,1,24,25,6,6,4,9,22,5,4,0,0,1,D,1,0,H,A Taylor,3,3.4,2.5,2.75,3.2,2.55,2.65,3.3,2.5
epl,2014-2015,01/01/15,Southampton,Arsenal,2,0,13,11,6,6,2,7,14,7,2,1,0,0,H,1,0,H,C Pawson,2.9,3.4,2.6,2.8,3.3,2.6,2.75,3.2,2.5
epl,2014-2015,01/01/15,Stoke,Man United,1,1,11,6,2,2,11,7,8,12,0,0,0,0,D,1,1,D,M Oliver,4.2,3.5,2,4,3.4,2,3.7,3.35,1.95
epl,2014-2015,01/01/15,Tottenham,Chelsea,5,3,11,19,8,7,5,3,14,10,3,1,0,0,H,3,1,H,P Dowd,5,3.75,1.8,4.25,3.6,1.8,4,3.45,1.85
epl,2014-2015,01/01/15,West Ham,West Brom,1,1,8,14,3,3,0,1,6,13,1,0,0,0,D,1,1,D,J Moss,1.85,3.75,4.5,1.8,3.6,4.2,1.85,3.45,4
epl,2014-2015,10/01/15,Burnley,QPR,2,1,18,17,7,7,10,6,14,9,2,2,0,0,H,2,1,H,A Marriner,2.2,3.4,3.6,2.2,3.25,3.25,2.2,3.2,3.2
epl,2014-2015,10/01/15,Chelsea,Newcastle,2,0,9,11,5,5,7,4,13,13,2,3,0,0,H,1,0,H,R East,1.2,7.5,17,1.2,6,14.5,1.22,5.5,12
epl,2014-2015,10/01/15,Crystal Palace,Tottenham,2,1,21,9,7,5,4,6,9,14,5,3,0,0,H,0,0,D,A Taylor,3.5,3.5,2.2,3.4,3.3,2.3,3.3,3.3,2.1
epl,2014-2015,10/01/15,Everton,Man City,1,1,11,18,4,2,4,9,9,10,1,2,0,0,D,0,0,D,M Atkinson,4.5,3.75,1.85,4,3.4,1.9,3.8,3.45,1.9
epl,2014-2015,10/01/15,Leicester,Aston Villa,1,0,11,12,3,1,6,6,18,6,1,1,1,1,H,1,0,H,M Oliver,2.2,3.4,3.6,2.2,3.2,3.3,2.3,3.3,2.9
epl,2014-2015,10/01/15,Sunderland,Liverpool,0,1,5,21,1,4,6,6,12,11,1,4,1,0,A,0,1,A,C Pawson,4.5,3.6,1.91,3.8,3.5,1.91,4,3.45,1.85
epl,2014-2015,10/01/15,Swansea,West Ham,1,1,19,11,3,5,4,5,9,7,0,1,0,0,D,0,1,A,M Dean,2.25,3.5,3.4,2.25,3.2,3.2,2.2,3.2,3.2
epl,2014-2015,10/01/15,West Brom,Hull,1,0,9,12,3,2,5,2,5,13,1,0,0,0,H,0,0,D,N Swarbrick,2.05,3.4,4.2,2.05,3.4,3.5,2,3.3,3.6
epl,2014-2015,11/01/15,Arsenal,Stoke,3,0,14,7,6,2,9,1,11,11,0,3,0,0,H,2,0,H,J Moss,1.44,4.75,8,1.48,4.5,7.5,1.45,4,7
epl,2014-2015,11/01/15,Man United,Southampton,0,1,10,9,0,1,3,5,9,10,2,3,0,0,A,0,0,D,P Dowd,1.83,3.75,4.75,1.87,3.8,4.25,1.7,3.6,4.7
epl,2014-2015,17/01/15,Aston Villa,Liverpool,0,2,15,12,4,5,9,5,13,11,1,1,0,0,A,0,1,A,M Clattenburg,4.5,3.6,1.91,4,3.4,1.91,3.8,3.45,1.9
epl,2014-2015,17/01/15,Burnley,Crystal Palace,2,3,7,11,4,4,5,7,10,20,1,3,0,0,A,2,1,H,P Dowd,2.55,3.25,3.1,2.55,3.25,2.9,2.4,3.2,2.85
epl,2014-2015,17/01/15,Leicester,Stoke,0,1,7,13,3,3,6,5,9,6,1,0,0,0,A,0,0,D,A Marriner,2.63,3.3,2.9,2.62,3.25,2.65,2.5,3.2,2.75
epl,2014-2015,17/01/15,Newcastle,Southampton,1,2,16,5,3,3,9,0,9,8,0,2,0,0,A,1,1,D,R Madley,3.3,3.3,2.38,2.9,3.25,2.4,3.2,3.2,2.2
epl,2014-2015,17/01/15,QPR,Man United,0,2,18,12,4,7,3,3,12,10,3,2,0,0,A,0,0,D,N Swarbrick,6,4.2,1.62,4.75,4,1.65,5,3.9,1.6
epl,2014-2015,17/01/15,Swansea,Chelsea,0,5,11,21,0,11,1,2,9,13,0,0,0,0,A,0,4,A,J Moss,7,4.2,1.55,6,3.9,1.55,5.6,3.9,1.55
epl,2014-2015,17/01/15,Tottenham,Sunderland,2,1,25,8,8,4,6,6,14,8,1,2,0,0,H,1,1,D,C Foy,1.62,4.2,6,1.62,3.9,5,1.55,3.9,5.6
epl,2014-2015,18/01/15,Man City,Arsenal,0,2,12,9,4,3,16,3,12,5,3,3,0,0,A,0,1,A,M Dean,1.8,4,4.5,1.8,3.7,4.1,1.8,3.5,4.2
epl,2014-2015,18/01/15,West Ham,Hull,3,0,17,9,6,3,4,7,5,14,1,3,0,0,H,0,0,D,M Atkinson,1.75,3.75,5.25,1.75,3.5,4.75,1.75,3.5,4.5
epl,2014-2015,19/01/15,Everton,West Brom,0,0,17,5,4,0,8,1,11,12,3,2,0,0,D,0,0,D,M Oliver,1.85,3.6,4.75,1.85,3.4,4.2,1.8,3.5,4.2
epl,2014-2015,31/01/15,Chelsea,Man City,1,1,3,10,2,5,1,4,12,14,0,2,0,0,D,1,1,D,M Clattenburg,2.15,3.5,3.6,2.15,3.4,3.5,1.9,3.45,3.8
epl,2014-2015,31/01/15,Crystal Palace,Everton,0,1,13,14,3,2,6,1,12,14,0,3,0,0,A,0,1,A,R East,2.8,3.3,2.75,2.8,3.1,2.75,2.6,3.2,2.6
epl,2014-2015,31/01/15,Hull,Newcastle,0,3,13,12,8,5,3,3,15,13,4,1,0,0,A,0,1,A,P Dowd,2.7,3.25,2.88,2.7,3.2,2.8,2.5,3.2,2.75
epl,2014-2015,31/01/15,Liverpool,West Ham,2,0,21,7,7,2,5,7,12,12,1,1,0,0,H,0,0,D,A Marriner,1.67,4,5.75,1.7,3.8,4.5,1.6,3.7,5.4
epl,2014-2015,31/01/15,Man United,Leicester,3,1,12,4,5,1,4,3,8,12,0,1,0,0,H,3,0,H,M Atkinson,1.36,5.5,9.5,1.36,5,7.5,1.3,5,9
epl,2014-2015,31/01/15,Stoke,QPR,3,1,15,14,3,4,3,5,11,12,2,2,0,0,H,2,1,H,M Dean,1.65,4,6,1.7,3.8,4.5,1.65,3.6,5.1
epl,2014-2015,31/01/15,Sunderland,Burnley,2,0,8,13,3,4,6,3,12,12,3,1,0,0,H,2,0,H,L Mason,2.25,3.3,3.6,2.25,3.2,3.2,2.1,3.2,3.4
epl,2014-2015,31/01/15,West Brom,Tottenham,0,3,13,14,4,4,6,3,8,13,2,1,0,0,A,0,2,A,K Friend,2.9,3.3,2.63,2.75,3.1,2.62,2.75,3.2,2.5
epl,2014-2015,01/02/15,Arsenal,Aston Villa,5,0,13,9,8,2,7,7,6,10,0,2,0,0,H,1,0,H,A Taylor,1.25,6.5,15,1.28,6,11,1.27,5.2,10
epl,2014-2015,01/02/15,Southampton,Swansea,0,1,15,6,6,1,9,0,11,9,1,1,1,0,A,0,0,D,M Oliver,1.6,4,6.5,1.62,3.9,6,1.65,3.6,5.1
epl,2014-2015,07/02/15,Aston Villa,Chelsea,1,2,8,12,1,5,7,7,8,7,3,2,0,0,A,0,1,A,N Swarbrick,10,5.25,1.36,9,4.4,1.36,7.6,4.8,1.35
epl,2014-2015,07/02/15,Everton,Liverpool,0,0,6,17,1,6,3,6,11,7,4,1,0,0,D,0,0,D,A Taylor,3.4,3.4,2.3,3.2,3.4,2.3,3.1,3.3,2.2
epl,2014-2015,07/02/15,Leicester,Crystal Palace,0,1,19,14,5,2,8,6,15,6,4,1,0,0,A,0,0,D,L Mason,2.4,3.3,3.25,2.4,3.25,2.9,2.3,3.3,2.9
epl,2014-2015,07/02/15,Man City,Hull,1,1,18,7,5,3,13,1,9,8,2,4,0,0,D,0,1,A,J Moss,1.18,8,19,1.19,6.5,13.5,1.2,5.8,13
epl,2014-2015,07/02/15,QPR,Southampton,0,1,12,16,3,5,3,4,13,16,2,2,0,0,A,0,0,D,R East,4.75,3.6,1.85,4.2,3.4,1.85,4,3.45,1.85
epl,2014-2015,07/02/15,Swansea,Sunderland,1,1,16,4,7,1,7,1,11,13,3,4,0,0,D,0,1,A,P Dowd,1.91,3.5,4.6,1.9,3.4,4,1.9,3.45,3.8
epl,2014-2015,07/02/15,Tottenham,Arsenal,2,1,23,7,8,3,10,3,8,12,3,5,0,0,H,0,1,A,M Atkinson,3.25,3.5,2.3,3.1,3.2,2.3,3.1,3.3,2.2
epl,2014-2015,08/02/15,Burnley,West Brom,2,2,12,12,5,5,5,6,10,15,0,4,0,0,D,2,1,H,M Dean,2.6,3.25,3,2.6,3.2,2.7,2.5,3.3,2.65
epl,2014-2015,08/02/15,Newcastle,Stoke,1,1,9,7,3,3,5,8,14,17,2,4,0,0,D,0,0,D,K Friend,2.3,3.4,3.4,2.3,3.2,3.1,2.3,3.3,2.9
epl,2014-2015,08/02/15,West Ham,Man United,1,1,13,18,6,6,9,9,7,13,2,2,0,1,D,0,0,D,M Clattenburg,4.2,3.6,1.95,3.75,3.25,2,3.8,3.45,1.9
epl,2014-2015,10/02/15,Arsenal,Leicester,2,1,17,11,7,4,6,6,13,14,2,2,0,0,H,2,0,H,M Jones,1.29,6,12,1.29,5.5,11.5,1.3,5,9
epl,2014-2015,10/02/15,Hull,Aston Villa,2,0,10,11,4,4,3,7,16,11,1,2,0,0,H,1,0,H,M Oliver,2.38,3.1,3.5,2.3,3.2,3.4,2.3,3.1,3.1
epl,2014-2015,10/02/15,Liverpool,Tottenham,3,2,16,14,7,5,5,7,13,17,3,6,0,0,H,1,1,D,P Dowd,1.91,3.8,4.2,1.91,3.75,4,1.9,3.45,3.8
epl,2014-2015,10/02/15,Sunderland,QPR,0,2,16,19,5,4,8,4,8,12,2,3,0,0,A,0,2,A,M Atkinson,1.91,3.6,4.5,1.91,3.5,4.25,1.9,3.45,3.8
epl,2014-2015,11/02/15,Chelsea,Everton,1,0,21,7,7,4,10,2,8,13,3,3,0,1,H,0,0,D,J Moss,1.33,5.5,11,1.33,5,8.25,1.33,4.8,8.3
epl,2014-2015,11/02/15,Crystal Palace,Newcastle,1,1,7,5,3,1,5,2,10,11,1,2,0,0,D,0,1,A,A Marriner,2.38,3.3,3.3,2.4,3.1,3,2.3,3.3,2.9
epl,2014-2015,11/02/15,Man United,Burnley,3,1,11,13,7,3,5,8,15,8,4,3,0,0,H,2,1,H,K Friend,1.29,6,12,1.3,5.75,8,1.27,5.2,10
epl,2014-2015,11/02/15,Southampton,West Ham,0,0,21,4,7,1,8,2,12,11,2,1,0,1,D,0,0,D,C Pawson,1.73,3.9,5.25,1.72,3.7,4.5,1.7,3.6,4.7
epl,2014-2015,11/02/15,Stoke,Man City,1,4,17,14,5,8,3,2,6,11,1,2,0,0,A,1,1,D,L Mason,5.75,3.8,1.7,5,3.6,1.7,4.7,3.6,1.7
epl,2014-2015,11/02/15,West Brom,Swansea,2,0,11,10,4,3,5,4,11,12,2,1,0,0,H,0,0,D,R Madley,2.55,3.25,3.1,2.55,3.2,2.75,2.4,3.1,2.9
epl,2014-2015,21/02/15,Aston Villa,Stoke,1,2,3,11,2,6,11,3,11,14,1,3,1,0,A,1,1,D,R East,2.7,3.2,2.9,2.65,3.1,2.7,2.6,3.1,2.7
epl,2014-2015,21/02/15,Chelsea,Burnley,1,1,14,10,5,5,7,7,9,9,1,2,1,0,D,1,0,H,M Atkinson,1.2,7.5,17,1.2,6.25,12.5,1.2,5.8,13
epl,2014-2015,21/02/15,Crystal Palace,Arsenal,1,2,22,12,3,4,10,1,15,14,1,3,0,0,A,0,2,A,M Clattenburg,4.75,3.75,1.83,4.1,3.6,1.83,4.2,3.5,1.8
epl,2014-2015,21/02/15,Hull,QPR,2,1,16,8,6,3,5,7,18,16,0,4,0,1,H,1,1,D,A Taylor,2.05,3.3,4.2,2.05,3.25,3.6,2.1,3.2,3.4
epl,2014-2015,21/02/15,Man City,Newcastle,5,0,16,8,9,1,7,3,9,8,3,2,0,0,H,3,0,H,C Foy,1.3,6,11,1.3,5.25,9,1.3,5,9
epl,2014-2015,21/02/15,Sunderland,West Brom,0,0,13,5,2,1,11,2,11,12,1,2,0,0,D,0,0,D,M Jones,2.7,3.2,2.9,2.7,3,2.75,2.4,3.1,2.95
epl,2014-2015,21/02/15,Swansea,Man United,2,1,11,18,6,3,4,10,6,15,2,4,0,0,H,1,1,D,N Swarbrick,4.2,3.5,2,3.6,3.4,2,3.6,3.3,2
epl,2014-2015,22/02/15,Everton,Leicester,2,2,18,15,3,4,4,7,7,6,0,1,0,0,D,0,0,D,P Dowd,1.83,3.6,5,1.83,3.5,4.2,1.7,3.6,4.7
epl,2014-2015,22/02/15,Southampton,Liverpool,0,2,13,6,5,4,6,1,11,14,2,3,0,0,A,0,1,A,K Friend,2.63,3.3,2.9,2.6,3.25,2.65,2.6,3.2,2.6
epl,2014-2015,22/02/15,Tottenham,West Ham,2,2,27,12,8,5,7,9,6,12,0,2,0,0,D,0,1,A,J Moss,1.8,3.8,4.75,1.83,3.6,4,1.75,3.5,4.5
epl,2014-2015,28/02/15,Burnley,Swansea,0,1,13,8,6,2,6,4,14,8,0,0,0,0,A,0,0,D,J Moss,2.63,3.3,2.9,2.6,3.25,2.9,2.6,3.2,2.6
epl,2014-2015,28/02/15,Man United,Sunderland,2,0,30,5,10,3,13,1,6,11,1,1,0,1,H,0,0,D,R East,1.36,5.25,10,1.36,5,9.25,1.35,4.8,7.6
epl,2014-2015,28/02/15,Newcastle,Aston Villa,1,0,14,13,5,3,9,5,6,16,1,5,0,0,H,1,0,H,L Mason,1.95,3.5,4.5,2,3.4,4,1.9,3.45,3.8
epl,2014-2015,28/02/15,Stoke,Hull,1,0,17,1,2,0,5,2,9,10,2,2,0,0,H,0,0,D,N Swarbrick,1.91,3.5,4.75,1.95,3.4,3.8,1.9,3.45,3.8
epl,2014-2015,28/02/15,West Brom,Southampton,1,0,7,12,3,2,2,3,10,17,2,1,0,0,H,1,0,H,P Dowd,3.4,3.2,2.38,3.5,3.2,2.25,2.95,3.2,2.35
epl,2014-2015,28/02/15,West Ham,Crystal Palace,1,3,22,12,5,5,11,7,12,19,2,2,0,1,A,0,1,A,M Dean,2.15,3.4,3.75,2.15,3.4,3.5,2.1,3.3,3.3
epl,2014-2015,01/03/15,Arsenal,Everton,2,0,17,8,4,2,8,9,12,5,2,0,0,0,H,1,0,H,A Marriner,1.57,4.5,6,1.57,4.2,6,1.55,4,5.5
epl,2014-2015,01/03/15,Liverpool,Man City,2,1,11,8,5,1,3,0,8,16,1,3,0,0,H,1,1,D,M Clattenburg,3.1,3.6,2.38,3,3.4,2.4,2.75,3.3,2.4
epl,2014-2015,03/03/15,Aston Villa,West Brom,2,1,16,3,8,1,0,3,15,13,2,4,0,0,H,1,0,H,J Moss,2.88,3.1,2.88,2.8,3.1,2.8,2.6,3.1,2.7
epl,2014-2015,03/03/15,Hull,Sunderland,1,1,15,9,5,3,6,4,9,15,2,6,0,0,D,1,0,H,M Dean,2.15,3.3,3.9,2.15,3.2,3.75,2.2,3.1,3.3
epl,2014-2015,03/03/15,Southampton,Crystal Palace,1,0,23,9,3,3,10,2,11,10,0,2,0,0,H,0,0,D,M Atkinson,1.7,3.8,5.75,1.7,3.6,5,1.7,3.6,4.7
epl,2014-2015,04/03/15,Liverpool,Burnley,2,0,20,9,8,1,6,5,8,14,0,1,0,0,H,1,0,H,L Mason,1.36,5.25,10,1.36,5,9.25,1.35,4.8,7.6
