league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,IWCH,IWCD,IWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
serie-a,2019-2020,24/08/2019,Parma,Juventus,0,1,5,9,4,4,5,8,12,14,2,3,0,0,A,0,1,A,9,5.25,1.33,9.5,5,1.3,9.5,5.2,1.33,1.72,2.1,1.94,1.99,8.5,5,1.33,10.5,5,1.33,9.4,5.2,1.33,1.66,2.2,1.77,2.02
serie-a,2019-2020,24/08/2019,Fiorentina,Napoli,3,4,10,8,6,6,4,5,21,16,2,4,0,0,A,1,2,A,4.75,3.75,1.72,4.6,3.6,1.75,4.5,3.8,1.77,1.8,2,1.9,2.03,4.33,3.6,1.83,4.33,3.6,1.85,4.45,3.45,1.87,1.66,2.2,1.75,2.05
serie-a,2019-2020,25/08/2019,Udinese,Milan,1,0,11,6,6,0,9,4,14,11,1,3,0,0,H,0,0,D,3.75,3.3,2.05,3.7,3.2,2.05,3.75,3.35,2.05,2.1,1.72,2.07,1.72,4,3.4,1.95,3.9,3.3,2.05,3.9,3.35,2,2,1.8,1.86,2.07
serie-a,2019-2020,25/08/2019,Cagliari,Brescia,0,1,9,8,5,3,8,8,10,11,2,2,0,0,A,0,0,D,1.83,3.6,4.33,1.8,3.5,4.4,1.8,3.6,4.55,2,1.8,2.02,1.77,1.75,3.6,4.75,1.83,3.6,4.4,1.8,3.55,4.6,2,1.8,2.1,1.83
serie-a,2019-2020,25/08/2019,Roma,Genoa,3,3,17,6,9,4,5,1,15,13,3,1,0,0,D,2,2,D,1.45,4.2,8,1.44,4.25,7,1.5,4.3,6.6,1.72,2.1,1.86,2.07,1.7,3.75,5,1.65,3.75,5.75,1.6,4,5.5,1.61,2.3,1.97,1.96
serie-a,2019-2020,25/08/2019,Sampdoria,Lazio,0,3,12,16,8,10,5,9,13,11,2,2,0,0,A,0,1,A,3.5,3.4,2.05,3.4,3.3,2.1,3.45,3.45,2.1,1.9,1.9,2.08,1.85,3.6,3.4,2.05,3.7,3.3,2.1,3.4,3.5,2.1,1.72,2.1,2.11,1.82
serie-a,2019-2020,25/08/2019,Spal,Atalanta,2,3,8,18,3,14,2,10,13,16,2,1,0,0,A,2,1,H,4.75,3.75,1.72,5,3.5,1.72,4.75,3.65,1.77,2,1.8,1.91,2.02,5,3.8,1.66,5,3.6,1.75,4.8,3.7,1.75,1.9,1.9,1.97,1.96
serie-a,2019-2020,25/08/2019,Torino,Sassuolo,2,1,7,13,4,9,6,6,21,15,4,3,0,0,H,1,0,H,1.85,3.5,4.33,1.83,3.5,4.25,1.87,3.55,4.3,2,1.8,1.93,2,1.85,3.5,4.33,1.85,3.6,4.4,1.87,3.5,4.3,2,1.8,1.95,1.98
serie-a,2019-2020,25/08/2019,Verona,Bologna,1,1,5,14,2,5,1,6,12,13,1,3,1,0,D,1,1,D,3.4,3.2,2.25,3.2,3.2,2.25,3.35,3.2,2.3,2.2,1.66,1.96,1.97,4,3.4,2,4,3.2,2.05,3.5,3.4,2.1,2,1.8,2.1,1.7
serie-a,2019-2020,26/08/2019,Inter,Lecce,4,0,16,10,7,4,7,7,14,8,1,2,0,1,H,2,0,H,1.22,6.25,13,1.22,6,12.5,1.25,6,11.5,1.57,2.37,1.97,1.96,1.22,6,13,1.25,6,12,1.25,6.1,11,1.57,2.37,1.97,1.82
serie-a,2019-2020,30/08/2019,Bologna,Spal,1,0,18,7,9,1,11,2,13,13,3,2,0,0,H,0,0,D,1.8,3.5,4.6,1.85,3.5,4.5,1.83,3.5,4.6,2.1,1.72,1.84,2.09,1.75,3.5,4.75,1.8,3.5,4.75,1.8,3.5,4.7,2,1.8,2.02,1.77
serie-a,2019-2020,31/08/2019,Milan,Brescia,1,0,11,4,6,2,5,3,14,18,3,4,0,0,H,1,0,H,1.44,4.33,8,1.45,4.2,8.25,1.5,4.25,6.7,1.8,2,1.72,2.07,1.55,3.9,6.5,1.53,3.8,7.25,1.53,4.1,6.3,1.8,2,2.03,1.9
serie-a,2019-2020,31/08/2019,Juventus,Napoli,4,3,10,12,8,7,2,5,13,13,3,3,0,0,H,2,0,H,1.95,3.4,4.2,1.95,3.3,4.25,1.97,3.4,4,2,1.8,1.99,1.94,2,3.4,4,2,3.3,4,2,3.2,4.1,1.9,1.9,2.09,1.84
serie-a,2019-2020,01/09/2019,Lazio,Roma,1,1,21,8,13,5,8,4,15,13,4,3,0,0,D,0,1,A,2.15,3.6,3.3,2.15,3.6,3.25,2.15,3.7,3.2,1.61,2.3,1.89,2.04,2,3.6,3.6,2.1,3.6,3.4,2.2,3.4,3.3,1.53,2.5,1.72,2.07
serie-a,2019-2020,01/09/2019,Atalanta,Torino,2,3,19,8,12,6,12,5,13,15,2,2,0,0,A,1,1,D,1.57,4,5.75,1.6,4,5.75,1.6,4.05,5.4,1.72,2.1,2.07,1.86,1.57,4,5.5,1.6,4,5.75,1.65,4,5,1.66,2.2,2.1,1.83
serie-a,2019-2020,01/09/2019,Cagliari,Inter,1,2,7,9,3,8,5,5,12,11,5,3,0,0,A,0,1,A,5.5,3.75,1.66,5.5,3.8,1.65,5.3,3.9,1.65,1.9,1.9,2.07,1.86,5.5,4,1.57,5.75,4,1.6,5.4,4.05,1.6,1.72,2.1,1.88,2.05
serie-a,2019-2020,01/09/2019,Genoa,Fiorentina,2,1,18,15,10,7,9,8,17,15,2,0,0,0,H,1,0,H,2.62,3.3,2.75,2.55,3.5,2.7,2.55,3.5,2.65,1.72,2.1,1.91,2.02,2.8,3.4,2.45,2.75,3.4,2.55,2.75,3.4,2.5,1.72,2.1,2.09,1.84
serie-a,2019-2020,01/09/2019,Lecce,Verona,0,1,9,11,3,6,2,7,14,14,2,3,0,0,A,0,0,D,1.95,3.5,3.8,1.9,3.5,4.25,1.9,3.55,4.05,1.9,1.9,1.91,2.02,1.95,3.5,4,2,3.5,3.8,2,3.45,3.75,2,1.8,2.08,1.85
serie-a,2019-2020,01/09/2019,Sassuolo,Sampdoria,4,1,11,8,8,5,3,5,9,10,1,3,0,1,H,3,0,H,2.25,3.4,3.2,2.25,3.5,3.1,2.25,3.55,3.1,1.72,2.1,1.99,1.94,2.25,3.4,3.2,2.25,3.5,3.1,2.25,3.55,3.1,1.72,2.1,1.97,1.96
serie-a,2019-2020,01/09/2019,Udinese,Parma,1,3,17,6,12,3,8,1,11,11,1,3,0,0,A,1,1,D,2.05,3.4,3.75,2,3.2,4.2,2,3.35,3.9,2.2,1.66,2.05,1.88,1.85,3.3,4.33,1.95,3.5,4,1.95,3.45,4,2,1.8,1.95,1.98
serie-a,2019-2020,14/09/2019,Fiorentina,Juventus,0,0,15,5,8,4,10,0,12,18,3,3,0,0,D,0,0,D,4.75,3.8,1.72,5.25,3.8,1.67,4.8,3.9,1.7,1.72,2.1,1.97,1.93,4.5,3.6,1.83,4.75,3.6,1.78,4.8,3.7,1.75,1.8,2,2,1.8
serie-a,2019-2020,14/09/2019,Napoli,Sampdoria,2,0,19,7,9,2,8,7,7,10,2,2,0,0,H,1,0,H,1.25,6.5,10,1.26,6.25,10.5,1.3,5.9,9.1,1.4,3,2.04,1.89,1.3,5.75,9.5,1.28,5.75,10.5,1.3,6,8.5,1.44,2.75,1.85,2.08
