league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,IWCH,IWCD,IWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
la-liga,2019-2020,16/08/2019,Ath Bilbao,Barcelona,1,0,11,11,5,2,3,8,14,9,1,1,0,0,H,0,0,D,5.25,3.8,1.65,5.5,3.8,1.65,5,3.8,1.7,1.8,2,1.99,1.94,5.25,3.8,1.65,4.75,3.75,1.75,5,3.8,1.7,1.9,1.9,1.93,2
la-liga,2019-2020,17/08/2019,Celta,Real Madrid,1,3,7,17,4,11,6,4,17,12,5,2,0,1,A,0,1,A,4.75,4.2,1.65,4.4,4.2,1.72,5.3,4.2,1.6,1.53,2.5,2.04,1.89,5.25,4.2,1.57,4.5,4.1,1.7,4.6,3.8,1.75,1.44,2.75,1.82,1.97
la-liga,2019-2020,17/08/2019,Valencia,Sociedad,1,1,14,12,6,3,3,3,13,14,4,4,1,0,D,0,0,D,1.66,3.75,5.5,1.67,3.75,5.5,1.67,3.75,5.3,2,1.8,1.91,2.02,1.66,3.75,5.5,1.65,3.8,5.5,1.67,3.8,5.3,2,1.8,1.94,1.99
la-liga,2019-2020,17/08/2019,Mallorca,Eibar,2,1,16,11,4,5,9,3,13,14,2,3,0,0,H,1,0,H,2.8,3.2,2.6,2.95,3.1,2.6,2.9,3.1,2.6,2.3,1.61,2.05,1.88,2.87,3.2,2.55,2.95,3.1,2.6,2.9,3.1,2.6,2.2,1.66,2.11,1.82
la-liga,2019-2020,17/08/2019,Leganes,Osasuna,0,1,13,4,2,2,8,0,17,11,1,4,1,0,A,0,0,D,2,3.2,4.2,2.05,3.25,3.9,2.05,3.1,4.05,2.5,1.53,2.08,1.85,1.9,3.1,5,1.95,3.2,4.5,1.9,3.15,4.85,2.75,1.44,1.89,2.04
la-liga,2019-2020,17/08/2019,Villarreal,Granada,4,4,12,14,7,7,2,7,10,16,3,1,0,0,D,1,1,D,1.6,3.8,6.5,1.6,3.8,6.25,1.63,4,5.5,1.8,2,2.05,1.75,1.53,4,6.5,1.57,3.8,6.5,1.55,4.05,6.3,1.9,1.9,1.96,1.97
la-liga,2019-2020,18/08/2019,Alaves,Levante,1,0,9,16,2,4,2,9,18,15,2,1,0,0,H,0,0,D,2.15,3.2,3.6,2.15,3.3,3.6,2.2,3.25,3.4,2.1,1.72,1.95,1.98,2.3,3.4,3.2,2.35,3.2,3.2,2.35,3.25,3.15,2.1,1.72,2.08,1.85
la-liga,2019-2020,18/08/2019,Espanol,Sevilla,0,2,7,12,2,4,8,4,11,17,2,2,0,0,A,0,1,A,3.2,3.3,2.3,3.1,3.4,2.3,3.1,3.4,2.3,1.9,1.9,1.88,2.05,3,3.4,2.4,3,3.4,2.35,3,3.35,2.35,2,1.8,1.86,2.07
la-liga,2019-2020,18/08/2019,Betis,Valladolid,1,2,13,14,4,3,6,1,11,19,2,6,1,0,A,0,0,D,1.66,3.75,5.5,1.65,3.75,5.75,1.63,3.75,5.7,2.1,1.72,1.86,2.07,1.8,3.6,4.75,1.8,3.4,5,1.85,3.55,4.4,2,1.8,2.02,1.77
la-liga,2019-2020,18/08/2019,Ath Madrid,Getafe,1,0,5,6,5,0,3,4,19,22,3,4,1,1,H,1,0,H,1.44,4.33,8,1.45,4.33,7.5,1.45,4.4,7.2,2.2,1.66,1.88,2.05,1.5,4,8,1.5,3.9,7.75,1.5,3.9,7.6,2.37,1.57,2.06,1.87
