league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,Referee,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
epl,2018-2019,01/09/2018,West Ham,Wolves,0,1,13,15,3,6,4,4,10,11,2,1,0,0,A,0,0,D,C Kavanagh,2.6,3.4,2.87,2.5,3.3,2.85,2.5,3.3,2.85
epl,2018-2019,02/09/2018,Burnley,Man United,0,2,9,21,2,9,2,5,7,13,2,3,0,1,A,0,2,A,J Moss,6,3.75,1.7,6,3.6,1.65,5,3.75,1.7
epl,2018-2019,02/09/2018,Cardiff,Arsenal,2,3,14,17,3,11,3,9,12,14,3,4,0,0,A,1,1,D,A Taylor,6.5,4.33,1.57,6,4,1.57,5.4,3.8,1.65
epl,2018-2019,02/09/2018,Watford,Tottenham,2,1,7,11,3,2,3,10,9,8,2,1,0,0,H,0,0,D,A Marriner,5.5,4.2,1.64,5.5,4.25,1.57,5.3,3.9,1.65
epl,2018-2019,15/09/2018,Bournemouth,Leicester,4,2,10,14,5,8,4,6,13,15,3,2,0,1,H,3,0,H,C Pawson,2.45,3.5,3,2.4,3.4,2.95,2.35,3.4,3
epl,2018-2019,15/09/2018,Chelsea,Cardiff,4,1,18,6,7,2,5,4,8,10,0,0,0,0,H,2,1,H,J Moss,1.18,8,19,1.19,7,15,1.2,6.8,15
epl,2018-2019,15/09/2018,Huddersfield,Crystal Palace,0,1,15,7,2,2,5,3,11,17,1,2,0,0,A,0,1,A,L Mason,3.3,3.1,2.5,3.1,3.1,2.45,3.2,3.1,2.4
epl,2018-2019,15/09/2018,Man City,Fulham,3,0,28,9,9,3,10,4,7,7,0,0,0,0,H,2,0,H,S Attwell,1.12,10,26,1.13,9,19.5,1.12,9,20
epl,2018-2019,15/09/2018,Newcastle,Arsenal,1,2,4,12,2,2,10,4,13,11,0,0,0,0,A,0,0,D,L Probert,4.2,3.8,1.9,4,3.6,1.91,4,3.6,1.9
epl,2018-2019,15/09/2018,Tottenham,Liverpool,1,2,11,17,3,10,5,4,17,16,0,0,0,0,A,0,1,A,M Oliver,3,3.6,2.4,2.95,3.6,2.3,2.95,3.6,2.3
epl,2018-2019,15/09/2018,Watford,Man United,1,2,14,9,5,6,6,8,9,11,2,1,0,1,A,0,2,A,M Dean,4.33,3.6,1.95,4.2,3.6,1.87,4.15,3.55,1.9
epl,2018-2019,16/09/2018,Everton,West Ham,1,3,16,9,4,4,4,2,15,12,2,5,0,0,A,1,2,A,M Atkinson,2,3.75,3.9,2,3.6,3.7,2,3.55,3.6
epl,2018-2019,16/09/2018,Wolves,Burnley,1,0,30,7,7,2,8,2,10,9,2,4,0,0,H,0,0,D,A Marriner,1.75,3.6,5.75,1.7,3.6,5.5,1.8,3.5,4.7
epl,2018-2019,17/09/2018,Southampton,Brighton,2,2,14,12,5,4,1,4,10,13,2,3,0,0,D,1,0,H,A Taylor,2.1,3.4,3.9,2.1,3.3,3.75,2.1,3.25,3.75
epl,2018-2019,22/09/2018,Brighton,Tottenham,1,2,8,16,4,7,5,7,15,9,2,1,0,0,A,0,1,A,C Kavanagh,5,4,1.75,4.75,3.7,1.75,4.8,3.9,1.7
epl,2018-2019,22/09/2018,Burnley,Bournemouth,4,0,12,19,5,5,3,8,17,6,2,0,0,0,H,2,0,H,A Taylor,3,3.4,2.5,2.8,3.25,2.6,2.8,3.3,2.55
epl,2018-2019,22/09/2018,Cardiff,Man City,0,5,2,21,2,10,1,9,6,4,1,1,0,0,A,0,3,A,M Oliver,23,8,1.16,17.5,8,1.15,15,6.5,1.2
epl,2018-2019,22/09/2018,Crystal Palace,Newcastle,0,0,16,6,4,3,9,5,8,11,1,1,0,0,D,0,0,D,A Marriner,2.14,3.4,3.75,2.15,3.3,3.6,2,3.4,3.8
epl,2018-2019,22/09/2018,Fulham,Watford,1,1,15,11,3,6,8,8,11,9,2,1,0,0,D,0,1,A,M Atkinson,2.54,3.5,2.9,2.35,3.4,3,2.6,3.3,2.7
epl,2018-2019,22/09/2018,Leicester,Huddersfield,3,1,18,9,8,2,3,1,10,16,2,1,0,0,H,1,1,D,D Coote,1.61,4,6.5,1.57,3.9,6.25,1.67,3.9,5
epl,2018-2019,22/09/2018,Liverpool,Southampton,3,0,12,7,4,1,5,4,7,10,0,2,0,0,H,3,0,H,P Tierney,1.2,7.5,17,1.2,6.75,14,1.2,6.5,15
epl,2018-2019,22/09/2018,Man United,Wolves,1,1,15,11,6,8,5,4,5,17,1,1,0,0,D,1,0,H,K Friend,1.57,4.33,6.5,1.55,4.1,6.25,1.55,4,6.2
epl,2018-2019,23/09/2018,Arsenal,Everton,2,0,9,9,5,6,5,9,17,12,2,1,0,0,H,0,0,D,J Moss,1.44,5,7.5,1.48,4.6,6.5,1.45,4.5,7
epl,2018-2019,23/09/2018,West Ham,Chelsea,0,0,6,17,1,6,1,8,11,9,2,1,0,0,D,0,0,D,M Dean,6,4.5,1.57,5.75,4.25,1.55,6.1,4.2,1.53
epl,2018-2019,29/09/2018,Arsenal,Watford,2,0,9,13,2,4,6,6,11,17,2,2,0,0,H,0,0,D,A Taylor,1.44,5.1,7,1.45,4.75,6.5,1.45,4.5,7
epl,2018-2019,29/09/2018,Chelsea,Liverpool,1,1,10,13,4,6,4,4,7,9,0,2,0,0,D,1,0,H,A Marriner,2.8,3.6,2.54,2.85,3.5,2.4,2.85,3.3,2.5
epl,2018-2019,29/09/2018,Everton,Fulham,3,0,19,6,6,0,12,1,13,13,0,3,0,0,H,0,0,D,R East,1.75,4.2,4.75,1.75,4,4.33,1.8,3.7,4.4
epl,2018-2019,29/09/2018,Huddersfield,Tottenham,0,2,9,10,5,6,3,0,17,16,2,2,0,0,A,0,2,A,C Pawson,8.5,4.5,1.44,7.5,4.5,1.44,6.6,4.25,1.5
epl,2018-2019,29/09/2018,Man City,Brighton,2,0,28,4,8,1,10,3,4,10,0,3,0,0,H,1,0,H,L Mason,1.1,12,34,1.08,11,29,1.1,9.1,28
epl,2018-2019,29/09/2018,Newcastle,Leicester,0,2,6,12,1,5,5,9,11,5,0,0,0,0,A,0,1,A,S Hooper,2.6,3.3,3,2.55,3.25,2.85,2.6,3.3,2.75
epl,2018-2019,29/09/2018,West Ham,Man United,3,1,8,9,3,4,4,9,12,12,0,1,0,0,H,2,0,H,M Oliver,4.5,3.8,1.85,4.1,3.75,1.85,4.3,3.6,1.85
epl,2018-2019,29/09/2018,Wolves,Southampton,2,0,14,17,6,6,8,6,11,7,3,1,0,0,H,0,0,D,S Attwell,1.8,3.6,5.25,1.8,3.5,4.75,1.9,3.5,4.1
epl,2018-2019,30/09/2018,Cardiff,Burnley,1,2,19,3,5,2,10,2,11,15,1,3,0,0,A,0,0,D,M Atkinson,2.62,3,3.2,2.55,3,3.1,2.55,3.05,3.05
epl,2018-2019,01/10/2018,Bournemouth,Crystal Palace,2,1,11,10,5,2,3,3,9,12,3,4,0,0,H,1,0,H,M Dean,2.25,3.5,3.4,2.25,3.4,3.2,2.2,3.45,3.2
epl,2018-2019,05/10/2018,Brighton,West Ham,1,0,9,17,4,4,2,9,12,8,3,2,0,0,H,1,0,H,K Friend,2.7,3.3,2.87,2.6,3.25,2.8,2.65,3.3,2.65
epl,2018-2019,06/10/2018,Burnley,Huddersfield,1,1,6,19,3,2,1,10,8,11,2,2,0,0,D,1,0,H,C Kavanagh,2.14,3.1,4.2,2.05,3.1,4.1,2.1,3.05,4.05
epl,2018-2019,06/10/2018,Crystal Palace,Wolves,0,1,11,7,4,2,6,3,11,13,3,4,0,0,A,0,0,D,M Oliver,3,3.2,2.62,2.8,3.2,2.65,2.9,3.1,2.6
epl,2018-2019,06/10/2018,Leicester,Everton,1,2,8,17,2,8,2,10,10,11,2,1,1,0,A,1,1,D,A Marriner,2.2,3.4,3.6,2.2,3.4,3.3,2.15,3.45,3.4
epl,2018-2019,06/10/2018,Man United,Newcastle,3,2,18,13,10,8,10,6,16,8,2,2,0,0,H,0,2,A,A Taylor,1.44,4.5,9,1.44,4.5,7.5,1.5,4.3,6.5
epl,2018-2019,06/10/2018,Tottenham,Cardiff,1,0,19,8,7,6,6,2,7,11,2,1,0,1,H,1,0,H,M Dean,1.22,7,15,1.22,6.5,12.5,1.22,6.5,13
epl,2018-2019,06/10/2018,Watford,Bournemouth,0,4,14,10,2,7,10,7,11,9,3,1,1,0,A,0,3,A,J Moss,2.14,3.6,3.5,2.1,3.6,3.4,2.1,3.55,3.4
epl,2018-2019,07/10/2018,Fulham,Arsenal,1,5,21,9,4,7,4,2,11,12,2,0,0,0,A,1,1,D,P Tierney,5.25,4.33,1.66,5,4.33,1.62,4.6,4.35,1.65
epl,2018-2019,07/10/2018,Liverpool,Man City,0,0,7,6,2,2,2,6,10,10,1,3,0,0,D,0,0,D,M Atkinson,2.54,3.6,2.8,2.5,3.6,2.7,2.5,3.3,2.85
epl,2018-2019,07/10/2018,Southampton,Chelsea,0,3,15,21,6,6,4,12,13,11,6,0,0,0,A,0,1,A,C Pawson,6,4.1,1.61,6,3.9,1.6,5.3,3.9,1.65
epl,2018-2019,20/10/2018,Bournemouth,Southampton,0,0,10,8,2,4,6,4,10,14,1,2,0,0,D,0,0,D,L Probert,2.04,3.7,3.75,2,3.5,3.75,2,3.55,3.6
epl,2018-2019,20/10/2018,Cardiff,Fulham,4,2,22,9,5,4,4,4,15,16,3,3,0,0,H,2,2,D,K Friend,2.5,3.5,2.95,2.45,3.4,2.9,2.4,3.45,2.85
epl,2018-2019,20/10/2018,Chelsea,Man United,2,2,21,7,6,4,5,3,9,17,2,5,0,0,D,1,0,H,M Dean,1.75,3.8,5.25,1.72,3.7,5,1.7,3.85,4.8
epl,2018-2019,20/10/2018,Huddersfield,Liverpool,0,1,13,11,1,2,2,4,9,6,0,2,0,0,A,0,1,A,M Oliver,11,5.5,1.33,11,5.25,1.3,10,5.3,1.3
epl,2018-2019,20/10/2018,Man City,Burnley,5,0,24,5,10,0,10,1,11,5,2,2,0,0,H,1,0,H,J Moss,1.08,13,34,1.07,12.5,26,1.1,9.2,27
epl,2018-2019,20/10/2018,Newcastle,Brighton,0,1,27,8,6,2,10,2,13,17,0,2,0,0,A,0,1,A,A Marriner,2.2,3.25,3.8,2.2,3.2,3.5,2.15,3.1,3.75
epl,2018-2019,20/10/2018,West Ham,Tottenham,0,1,13,10,4,2,10,6,8,10,3,0,0,0,A,0,1,A,M Atkinson,4.1,3.9,1.9,4.2,3.7,1.85,3.9,3.7,1.9
epl,2018-2019,20/10/2018,Wolves,Watford,0,2,10,9,1,3,8,2,23,13,3,1,0,0,A,0,2,A,L Mason,1.75,3.75,5.25,1.72,3.6,5.25,1.7,3.65,5.2
epl,2018-2019,21/10/2018,Everton,Crystal Palace,2,0,20,7,4,3,10,5,13,17,2,1,0,0,H,0,0,D,A Taylor,1.85,3.6,4.75,1.85,3.5,4.5,1.83,3.55,4.45
epl,2018-2019,22/10/2018,Arsenal,Leicester,3,1,19,8,6,2,6,4,10,10,2,2,0,0,H,1,1,D,C Kavanagh,1.53,4.5,6.5,1.5,4.33,6.5,1.53,4.5,5.6
epl,2018-2019,27/10/2018,Brighton,Wolves,1,0,2,25,1,7,1,10,11,8,3,0,0,0,H,0,0,D,A Taylor,3.2,3.2,2.5,3.1,3.1,2.45,3.1,3.1,2.45
epl,2018-2019,27/10/2018,Fulham,Bournemouth,0,3,11,12,1,5,5,5,16,3,2,1,1,0,A,0,1,A,A Marriner,2.9,3.75,2.4,2.7,3.75,2.4,2.8,3.4,2.5
epl,2018-2019,27/10/2018,Leicester,West Ham,1,1,21,11,7,3,8,0,17,5,1,1,0,1,D,0,1,A,M Oliver,2.1,3.5,3.8,2.1,3.4,3.6,2.05,3.4,3.65
epl,2018-2019,27/10/2018,Liverpool,Cardiff,4,1,19,2,7,1,8,0,6,4,0,0,0,0,H,1,0,H,S Attwell,1.11,11,26,1.1,10,23,1.12,9,20
epl,2018-2019,27/10/2018,Southampton,Newcastle,0,0,22,6,4,0,7,2,9,12,0,1,0,0,D,0,0,D,C Kavanagh,2.1,3.4,3.9,2.1,3.25,3.75,2.1,3.2,3.8
epl,2018-2019,27/10/2018,Watford,Huddersfield,3,0,12,13,6,7,3,3,9,13,1,2,0,0,H,2,0,H,M Dean,1.75,3.75,5.25,1.72,3.7,5,1.75,3.6,4.9
epl,2018-2019,28/10/2018,Burnley,Chelsea,0,4,7,24,1,8,4,4,14,10,4,2,0,0,A,0,1,A,C Pawson,11,5,1.36,11,4.75,1.33,7.6,4.8,1.4
epl,2018-2019,28/10/2018,Crystal Palace,Arsenal,2,2,16,7,3,2,6,4,10,16,1,2,0,0,D,1,0,H,M Atkinson,4.75,4.1,1.75,4.33,3.9,1.78,4.4,3.7,1.8
epl,2018-2019,28/10/2018,Man United,Everton,2,1,14,14,10,6,8,4,15,12,2,1,0,0,H,1,0,H,J Moss,1.72,3.9,5.25,1.67,3.8,5.25,1.7,3.75,5
epl,2018-2019,29/10/2018,Tottenham,Man City,0,1,4,13,1,6,3,6,13,13,2,2,0,0,A,0,1,A,K Friend,4.75,4.1,1.75,4.33,4.1,1.75,4.3,3.8,1.8
epl,2018-2019,03/11/2018,Arsenal,Liverpool,1,1,12,13,4,4,5,8,7,7,1,1,0,0,D,0,0,D,A Marriner,3.9,3.9,1.95,3.5,3.75,2,3.2,3.5,2.2
epl,2018-2019,03/11/2018,Bournemouth,Man United,1,2,18,18,7,8,9,5,12,12,4,3,0,0,A,1,1,D,P Tierney,3.6,3.7,2.1,3.6,3.5,2.05,3.5,3.4,2.1
epl,2018-2019,03/11/2018,Cardiff,Leicester,0,1,11,13,2,5,6,12,13,12,2,2,0,0,A,0,0,D,L Probert,3.8,3.4,2.14,3.6,3.3,2.15,3.4,3.2,2.25
epl,2018-2019,03/11/2018,Everton,Brighton,3,1,14,5,3,3,6,4,9,17,0,1,0,0,H,1,1,D,D Coote,1.61,4,6.5,1.57,3.9,6.25,1.7,3.8,5
epl,2018-2019,03/11/2018,Newcastle,Watford,1,0,10,16,2,1,8,9,12,11,1,5,0,0,H,0,0,D,C Pawson,2.75,3.25,2.8,2.65,3.2,2.75,2.7,3.15,2.75
epl,2018-2019,03/11/2018,West Ham,Burnley,4,2,22,6,10,3,10,4,7,9,1,4,0,0,H,1,1,D,R East,1.75,3.75,5.25,1.75,3.6,5,1.8,3.6,4.5
epl,2018-2019,03/11/2018,Wolves,Tottenham,2,3,16,10,7,8,5,1,11,8,1,2,0,0,A,0,2,A,M Dean,3.1,3.4,2.45,3,3.3,2.4,3.15,3.3,2.3
epl,2018-2019,04/11/2018,Chelsea,Crystal Palace,3,1,15,7,6,2,4,2,6,13,0,1,0,0,H,1,0,H,M Oliver,1.25,6.75,13,1.26,6,11.5,1.25,6.1,11
epl,2018-2019,04/11/2018,Man City,Southampton,6,1,18,12,8,6,4,4,14,9,1,1,0,0,H,4,1,H,L Mason,1.11,11,29,1.11,9.75,21,1.12,9,20
epl,2018-2019,05/11/2018,Huddersfield,Fulham,1,0,10,7,2,1,5,4,11,8,1,2,0,0,H,1,0,H,A Taylor,2.3,3.5,3.3,2.25,3.3,3.3,2.25,3.35,3.2
epl,2018-2019,10/11/2018,Cardiff,Brighton,2,1,20,7,6,3,4,1,7,21,2,1,0,1,H,1,1,D,M Atkinson,2.6,3.1,3.1,2.5,3.1,3.1,2.65,3.2,2.75
epl,2018-2019,10/11/2018,Crystal Palace,Tottenham,0,1,11,11,4,2,10,6,12,9,1,1,0,0,A,0,0,D,J Moss,4.5,3.75,1.85,4.5,3.7,1.8,4.5,3.6,1.8
epl,2018-2019,10/11/2018,Huddersfield,West Ham,1,1,15,12,7,5,5,6,9,8,1,1,0,0,D,1,0,H,C Kavanagh,3.4,3.25,2.35,3.4,3.2,2.25,3.2,3.3,2.3
epl,2018-2019,10/11/2018,Leicester,Burnley,0,0,22,6,5,1,12,1,13,10,2,0,0,0,D,0,0,D,M Dean,1.5,4.33,8,1.48,4.33,7,1.53,4.2,6.1
epl,2018-2019,10/11/2018,Newcastle,Bournemouth,2,1,18,14,6,4,7,10,9,11,2,1,0,0,H,2,1,H,L Probert,2.9,3.4,2.6,2.75,3.3,2.6,2.7,3.3,2.6
epl,2018-2019,10/11/2018,Southampton,Watford,1,1,14,12,4,6,7,6,13,13,3,2,0,0,D,1,0,H,S Hooper,2.5,3.3,3.1,2.4,3.3,3,2.4,3.3,2.95
epl,2018-2019,11/11/2018,Arsenal,Wolves,1,1,10,12,3,5,11,2,9,16,2,2,0,0,D,0,1,A,S Attwell,1.66,4.2,5.25,1.6,4.1,5.5,1.55,4,6.2
epl,2018-2019,11/11/2018,Chelsea,Everton,0,0,15,6,4,1,5,5,7,11,4,3,0,0,D,0,0,D,K Friend,1.4,5.25,8.5,1.4,4.75,8,1.45,4.5,7
epl,2018-2019,11/11/2018,Liverpool,Fulham,2,0,20,8,7,3,6,3,11,9,1,1,0,0,H,1,0,H,P Tierney,1.11,11,26,1.11,9.5,23,1.12,9,20
epl,2018-2019,11/11/2018,Man City,Man United,3,1,17,6,5,1,5,1,12,12,1,1,0,0,H,1,0,H,A Taylor,1.4,5.25,8.5,1.4,5,7.5,1.45,4.8,6.4
epl,2018-2019,24/11/2018,Brighton,Leicester,1,1,14,8,3,3,6,1,10,7,3,1,0,1,D,1,0,H,C Kavanagh,2.9,3.4,2.6,2.85,3.2,2.6,2.8,3.15,2.65
epl,2018-2019,24/11/2018,Everton,Cardiff,1,0,16,7,8,1,7,3,12,13,0,3,0,0,H,0,0,D,P Tierney,1.4,5,9,1.4,4.75,7.75,1.45,4.5,7
epl,2018-2019,24/11/2018,Fulham,Southampton,3,2,10,19,5,8,2,5,10,6,2,3,0,0,H,2,1,H,M Oliver,2.62,3.5,2.8,2.55,3.4,2.75,2.6,3.35,2.7
epl,2018-2019,24/11/2018,Man United,Crystal Palace,0,0,12,13,5,2,10,3,13,12,1,2,0,0,D,0,0,D,L Mason,1.4,5.25,8,1.4,4.75,8,1.4,4.8,7.6
epl,2018-2019,24/11/2018,Tottenham,Chelsea,3,1,18,13,9,2,4,4,19,12,0,3,0,0,H,2,0,H,M Atkinson,2.8,3.5,2.6,2.7,3.5,2.55,2.75,3.4,2.55
epl,2018-2019,24/11/2018,Watford,Liverpool,0,3,5,10,1,7,5,5,12,13,0,0,0,1,A,0,0,D,J Moss,6.5,4.33,1.55,6,4.2,1.55,5.8,4.1,1.57
epl,2018-2019,24/11/2018,West Ham,Man City,0,4,9,9,1,6,8,1,6,3,0,0,0,0,A,0,3,A,A Marriner,13,6.5,1.25,10.5,6.25,1.26,10,6,1.27
epl,2018-2019,25/11/2018,Bournemouth,Arsenal,1,2,11,20,5,4,5,8,6,9,2,1,0,0,A,1,1,D,C Pawson,3.5,3.75,1.95,3.5,3.75,2,3.7,3.5,2
epl,2018-2019,25/11/2018,Wolves,Huddersfield,0,2,12,14,3,6,3,5,9,8,1,2,0,0,A,0,1,A,K Friend,1.5,4.33,8,1.5,4,7.5,1.53,4.1,6.3
epl,2018-2019,26/11/2018,Burnley,Newcastle,1,2,14,17,4,3,5,5,6,11,0,1,0,0,A,1,2,A,A Taylor,2.9,3.2,2.75,2.8,3.1,2.7,2.8,3.05,2.7
epl,2018-2019,30/11/2018,Cardiff,Wolves,2,1,17,15,3,4,7,6,3,12,1,2,0,0,H,0,1,A,A Marriner,3.8,3.25,2.2,3.5,3.2,2.2,3.3,3.3,2.25
epl,2018-2019,01/12/2018,Crystal Palace,Burnley,2,0,29,4,9,0,10,2,9,10,1,1,0,0,H,1,0,H,L Probert,1.61,3.9,6.5,1.62,3.75,6,1.67,3.8,5.2
epl,2018-2019,01/12/2018,Huddersfield,Brighton,1,2,7,14,2,6,2,6,10,12,0,2,1,0,A,1,1,D,M Oliver,2.5,3,3.4,2.35,3,3.4,2.45,2.95,3.3
epl,2018-2019,01/12/2018,Leicester,Watford,2,0,7,8,3,0,4,8,7,6,2,1,0,1,H,2,0,H,G Scott,2.25,3.3,3.6,2.2,3.3,3.4,2.25,3.3,3.3
