league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,Referee,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
epl,2016-2017,20/08/16,Watford,Chelsea,1,2,6,13,2,4,0,5,20,10,4,3,0,0,A,0,0,D,J Moss,5.5,3.8,1.73,5.5,3.7,1.67,4.2,3.5,1.8
epl,2016-2017,20/08/16,West Brom,Everton,1,2,11,13,4,7,7,4,16,10,3,1,0,0,A,1,1,D,N Swarbrick,3,3.25,2.6,2.95,3.1,2.55,2.85,3.2,2.4
epl,2016-2017,21/08/16,Sunderland,Middlesbrough,1,2,18,8,5,3,8,1,11,14,1,1,0,0,A,0,2,A,M Atkinson,2.55,3.2,3.1,2.5,3.1,3.1,2.3,3.2,3
epl,2016-2017,21/08/16,West Ham,Bournemouth,1,0,15,8,2,5,1,6,15,15,3,1,0,1,H,0,0,D,C Pawson,1.95,3.75,4,1.91,3.6,4,1.8,3.5,4.2
epl,2016-2017,27/08/16,Chelsea,Burnley,3,0,22,6,10,0,9,5,6,9,2,2,0,0,H,2,0,H,M Clattenburg,1.25,5.5,15,1.25,6,12,1.25,5.5,10.3
epl,2016-2017,27/08/16,Crystal Palace,Bournemouth,1,1,24,10,5,3,10,4,15,10,2,1,0,0,D,0,1,A,M Dean,2.3,3.2,3.3,2.35,3.2,3.2,2.4,3.3,2.75
epl,2016-2017,27/08/16,Everton,Stoke,1,0,21,8,9,1,9,2,14,11,2,1,0,0,H,0,0,D,M Oliver,1.73,3.6,5.25,1.72,3.75,5,1.7,3.6,4.7
epl,2016-2017,27/08/16,Hull,Man United,0,1,8,29,2,9,1,6,9,6,2,3,0,0,A,0,0,D,J Moss,8,4.1,1.44,7,4.5,1.45,6.1,4,1.5
epl,2016-2017,27/08/16,Leicester,Swansea,2,1,13,9,6,3,4,6,14,10,2,2,0,0,H,1,0,H,R East,1.73,3.6,5.25,1.72,3.75,5,1.75,3.5,4.5
epl,2016-2017,27/08/16,Southampton,Sunderland,1,1,16,5,7,2,5,5,15,8,2,2,0,0,D,0,0,D,L Mason,1.57,3.6,6.5,1.6,3.9,6,1.65,3.6,5.1
epl,2016-2017,27/08/16,Tottenham,Liverpool,1,1,11,13,4,3,5,5,11,17,3,5,0,0,D,0,1,A,R Madley,2.38,3.4,3,2.4,3.5,2.9,2.4,3.3,2.75
epl,2016-2017,27/08/16,Watford,Arsenal,1,3,14,10,6,7,3,2,18,15,6,1,0,0,A,0,3,A,K Friend,5,3.75,1.73,5,3.75,1.72,4.5,3.5,1.75
epl,2016-2017,28/08/16,Man City,West Ham,3,1,22,9,5,2,5,4,5,10,1,3,0,0,H,2,0,H,A Marriner,1.25,6,11,1.28,6,10,1.25,5.5,10.3
epl,2016-2017,28/08/16,West Brom,Middlesbrough,0,0,13,7,2,2,5,4,12,11,1,3,0,0,D,0,0,D,A Taylor,2.6,3.1,2.9,2.5,3.1,3.1,2.5,3.2,2.75
epl,2016-2017,10/09/16,Arsenal,Southampton,2,1,17,11,2,5,6,1,10,8,2,5,0,0,H,1,1,D,R Madley,1.57,4.2,6.5,1.55,4.2,6,1.55,3.9,5.6
epl,2016-2017,10/09/16,Bournemouth,West Brom,1,0,12,12,5,2,10,5,9,11,1,3,0,0,H,0,0,D,K Friend,2.05,3.25,4.33,2,3.3,4,2.1,3.2,3.4
epl,2016-2017,10/09/16,Burnley,Hull,1,1,13,11,2,3,5,9,13,3,2,0,0,0,D,0,0,D,P Tierney,2.45,3.1,3.4,2.4,3.1,3.2,2.5,3.2,2.75
epl,2016-2017,10/09/16,Liverpool,Leicester,4,1,17,12,11,3,1,7,4,8,1,2,0,0,H,2,1,H,C Pawson,1.7,4,5.5,1.67,4,5.5,1.6,3.7,5.4
epl,2016-2017,10/09/16,Man United,Man City,1,2,14,18,3,6,4,4,15,10,4,2,0,0,A,1,2,A,M Clattenburg,2.38,3.25,3.4,2.3,3.3,3.5,2.4,3.2,2.85
epl,2016-2017,10/09/16,Middlesbrough,Crystal Palace,1,2,12,12,4,4,6,6,5,9,1,2,0,0,A,1,1,D,N Swarbrick,2.3,3.2,3.6,2.2,3.2,3.5,2.2,3.2,3.2
epl,2016-2017,10/09/16,Stoke,Tottenham,0,4,15,20,2,8,10,8,13,18,3,2,0,0,A,0,1,A,A Taylor,4.6,3.75,1.85,4.6,3.6,1.8,4,3.45,1.85
epl,2016-2017,10/09/16,West Ham,Watford,2,4,19,13,4,8,4,4,10,15,2,2,0,0,A,2,2,D,M Atkinson,1.91,3.6,4.5,1.83,3.5,4.5,1.8,3.5,4.2
epl,2016-2017,11/09/16,Swansea,Chelsea,2,2,6,28,2,7,1,11,17,8,3,4,0,0,D,0,1,A,A Marriner,5.75,4,1.67,5.75,4,1.65,5.1,3.6,1.65
epl,2016-2017,12/09/16,Sunderland,Everton,0,3,11,20,2,9,5,4,11,8,1,1,0,0,A,0,0,D,M Jones,3.8,3.5,2.1,3.8,3.5,2.1,3.3,3.3,2.1
epl,2016-2017,16/09/16,Chelsea,Liverpool,1,2,12,13,4,5,6,4,6,13,1,1,0,0,A,0,2,A,M Atkinson,2.25,3.5,3.4,2.25,3.5,3.3,2.3,3.3,3.15
epl,2016-2017,17/09/16,Everton,Middlesbrough,3,1,11,7,6,0,6,3,5,15,2,1,0,0,H,3,1,H,L Mason,1.67,3.8,6,1.65,3.8,5.5,1.7,3.7,5
epl,2016-2017,17/09/16,Hull,Arsenal,1,4,6,24,2,9,2,4,9,12,0,2,1,0,A,0,1,A,R East,6,4.2,1.6,6,4,1.57,5.5,4,1.6
epl,2016-2017,17/09/16,Leicester,Burnley,3,0,14,7,6,2,7,1,10,9,0,1,0,0,H,1,0,H,A Taylor,1.5,4.33,8,1.53,4.1,6.5,1.6,4,5.5
epl,2016-2017,17/09/16,Man City,Bournemouth,4,0,20,6,12,2,5,5,8,11,1,1,1,0,H,2,0,H,J Moss,1.29,6,12,1.26,6.25,10,1.25,6,11
epl,2016-2017,17/09/16,West Brom,West Ham,4,2,8,23,6,5,2,6,14,6,2,1,0,0,H,3,0,H,M Clattenburg,2.8,3.2,2.8,2.75,3.1,2.75,2.6,3.25,2.75
epl,2016-2017,18/09/16,Crystal Palace,Stoke,4,1,14,11,8,4,10,5,15,9,2,1,0,0,H,2,0,H,C Pawson,2,3.5,4.2,2,3.4,3.9,2.1,3.4,3.5
epl,2016-2017,18/09/16,Southampton,Swansea,1,0,19,9,6,3,7,1,14,9,1,1,0,0,H,0,0,D,M Jones,1.7,3.8,5.75,1.65,3.6,5.25,1.7,3.7,5
epl,2016-2017,18/09/16,Tottenham,Sunderland,1,0,31,6,9,2,14,1,7,16,1,5,0,1,H,0,0,D,M Dean,1.33,5.5,11,1.28,5.5,9.25,1.35,5.3,8
epl,2016-2017,18/09/16,Watford,Man United,3,1,10,15,5,2,5,7,14,19,3,4,0,0,H,1,0,H,M Oliver,6,4.2,1.62,5.5,4,1.62,5.5,4,1.6
epl,2016-2017,24/09/16,Arsenal,Chelsea,3,0,14,9,5,2,9,1,9,11,0,2,0,0,H,3,0,H,M Oliver,2.4,3.5,3.1,2.4,3.4,3.1,2.35,3.3,3.05
epl,2016-2017,24/09/16,Bournemouth,Everton,1,0,12,13,1,2,5,3,10,14,2,2,0,0,H,1,0,H,R Madley,3.6,3.5,2.15,3.6,3.4,2.1,3.5,3.4,2.1
epl,2016-2017,24/09/16,Liverpool,Hull,5,1,32,2,12,1,13,2,8,8,1,2,0,1,H,3,0,H,A Marriner,1.22,7,15,1.22,6.5,13,1.25,6,11
epl,2016-2017,24/09/16,Man United,Leicester,4,1,16,10,7,3,8,6,9,12,0,2,0,0,H,4,0,H,M Dean,1.73,3.9,5.25,1.67,4,5.5,1.65,3.8,5.3
epl,2016-2017,24/09/16,Middlesbrough,Tottenham,1,2,6,19,2,5,2,10,14,9,2,1,0,0,A,0,2,A,G Scott,3.75,3.5,2.1,3.75,3.5,2,4.1,3.5,1.9
epl,2016-2017,24/09/16,Stoke,West Brom,1,1,12,9,2,3,6,6,9,13,3,4,0,0,D,0,0,D,M Atkinson,2.38,3.3,3.3,2.3,3.2,3.3,2.3,3.3,3.15
epl,2016-2017,24/09/16,Sunderland,Crystal Palace,2,3,11,20,4,4,3,5,15,12,0,2,0,0,A,1,0,H,A Taylor,2.88,3.25,2.7,2.8,3.2,2.6,2.7,3.3,2.6
epl,2016-2017,24/09/16,Swansea,Man City,1,3,13,18,5,4,2,7,15,9,2,4,0,0,A,1,1,D,N Swarbrick,9,5.5,1.36,7.5,5,1.4,7.5,4.8,1.4
epl,2016-2017,25/09/16,West Ham,Southampton,0,3,13,18,1,9,6,2,9,14,5,2,0,0,A,0,1,A,J Moss,2.8,3.3,2.75,2.8,3.3,2.7,2.7,3.3,2.6
epl,2016-2017,26/09/16,Burnley,Watford,2,0,13,12,4,3,7,6,11,15,1,3,0,0,H,1,0,H,M Jones,2.9,3.2,2.7,2.9,3.2,2.65,2.65,3.3,2.65
epl,2016-2017,30/09/16,Everton,Crystal Palace,1,1,13,10,3,2,10,9,16,11,5,4,0,0,D,1,0,H,J Moss,1.73,4,5,1.72,3.75,5,1.75,3.6,4.8
epl,2016-2017,01/10/16,Hull,Chelsea,0,2,8,22,3,9,5,7,13,15,2,2,0,0,A,0,0,D,A Taylor,7.5,4.5,1.5,7,4.5,1.45,6.5,4.2,1.5
epl,2016-2017,01/10/16,Sunderland,West Brom,1,1,7,17,2,7,6,5,7,13,1,3,0,0,D,0,1,A,S Attwell,2.5,3.25,3.2,2.45,3.1,3.1,2.5,3.3,2.85
epl,2016-2017,01/10/16,Swansea,Liverpool,1,2,8,18,3,6,3,10,11,9,2,2,0,0,A,1,0,H,M Oliver,8,4.75,1.45,7,4.5,1.45,7,4.5,1.45
epl,2016-2017,01/10/16,Watford,Bournemouth,2,2,17,11,7,2,4,5,17,12,3,4,0,0,D,0,1,A,M Dean,2.38,3.3,3.3,2.3,3.25,3.25,2.2,3.15,3.5
epl,2016-2017,01/10/16,West Ham,Middlesbrough,1,1,19,9,2,3,4,5,13,12,2,3,0,0,D,0,0,D,N Swarbrick,2.25,3.4,3.5,2.1,3.4,3.6,2.1,3.4,3.5
epl,2016-2017,02/10/16,Burnley,Arsenal,0,1,10,18,1,3,2,6,2,3,0,0,0,0,A,0,0,D,C Pawson,9,5,1.4,8.5,5,1.36,7.5,4.8,1.4
epl,2016-2017,02/10/16,Leicester,Southampton,0,0,9,11,1,5,3,6,9,9,1,0,0,0,D,0,0,D,M Atkinson,2.25,3.4,3.5,2.2,3.3,3.4,2.1,3.4,3.5
epl,2016-2017,02/10/16,Man United,Stoke,1,1,24,7,9,6,13,2,14,9,3,0,0,0,D,0,0,D,R Madley,1.33,5.75,10,1.3,5.5,10,1.33,5.5,8.2
epl,2016-2017,02/10/16,Tottenham,Man City,2,0,13,12,7,6,4,3,20,10,2,2,0,0,H,2,0,H,A Marriner,3,3.5,2.5,3,3.4,2.35,3.35,3.3,2.2
epl,2016-2017,15/10/16,Arsenal,Swansea,3,2,16,13,6,6,5,6,7,10,0,1,1,0,H,2,1,H,J Moss,1.29,6.5,11,1.26,6.25,10,1.25,6,11
epl,2016-2017,15/10/16,Bournemouth,Hull,6,1,22,11,10,4,5,4,8,14,0,3,0,0,H,3,1,H,L Mason,1.85,3.5,5,1.8,3.5,4.75,1.85,3.5,4.3
epl,2016-2017,15/10/16,Chelsea,Leicester,3,0,16,5,6,0,8,5,6,12,1,1,0,0,H,2,0,H,A Marriner,1.57,4.5,6,1.57,4.33,6.25,1.6,3.9,5.7
epl,2016-2017,15/10/16,Crystal Palace,West Ham,0,1,12,12,3,4,7,6,12,13,1,3,0,1,A,0,1,A,M Atkinson,2.15,3.5,3.6,2,3.5,3.75,2.2,3.35,3.3
epl,2016-2017,15/10/16,Man City,Everton,1,1,19,3,8,2,13,1,7,9,0,2,0,0,D,0,0,D,M Oliver,1.5,4.75,7,1.48,4.75,6.25,1.45,4.4,7.2
epl,2016-2017,15/10/16,Stoke,Sunderland,2,0,18,11,6,1,6,4,10,13,1,1,0,0,H,2,0,H,M Jones,2,3.6,4,1.95,3.5,4,2.1,3.4,3.5
epl,2016-2017,15/10/16,West Brom,Tottenham,1,1,8,20,4,8,5,8,14,10,2,2,0,0,D,0,0,D,K Friend,5.5,3.8,1.73,5.25,3.8,1.67,4.8,3.6,1.75
epl,2016-2017,16/10/16,Middlesbrough,Watford,0,1,10,4,3,2,4,6,15,10,4,1,0,0,A,0,0,D,R East,2.25,3.3,3.6,2.2,3.1,3.6,2.3,3.3,3.15
epl,2016-2017,16/10/16,Southampton,Burnley,3,1,34,6,14,1,8,4,11,10,1,2,0,0,H,0,0,D,M Dean,1.4,4.8,9.5,1.4,4.5,9,1.4,4.8,7.5
epl,2016-2017,17/10/16,Liverpool,Man United,0,0,9,7,3,1,3,1,14,20,0,4,0,0,D,0,0,D,A Taylor,2.2,3.5,3.5,2.15,3.5,3.6,2.1,3.4,3.5
epl,2016-2017,22/10/16,Arsenal,Middlesbrough,0,0,9,11,5,4,8,3,6,13,1,0,0,0,D,0,0,D,M Dean,1.25,6.5,15,1.25,6,12,1.25,6,11
epl,2016-2017,22/10/16,Bournemouth,Tottenham,0,0,8,16,1,4,7,4,10,15,2,4,0,0,D,0,0,D,C Pawson,4.2,3.6,1.95,4.1,3.6,1.95,3.8,3.4,2
epl,2016-2017,22/10/16,Burnley,Everton,2,1,9,20,3,8,2,8,16,15,2,3,0,0,H,1,0,H,M Jones,6,3.8,1.67,6,3.8,1.62,4.8,3.6,1.75
epl,2016-2017,22/10/16,Hull,Stoke,0,2,9,12,2,6,5,7,16,8,2,3,0,0,A,0,1,A,K Friend,3.1,3.3,2.5,2.95,3.2,2.5,2.7,3.2,2.7
epl,2016-2017,22/10/16,Leicester,Crystal Palace,3,1,17,23,4,7,8,8,10,8,0,0,0,0,H,1,0,H,M Oliver,2.05,3.5,3.9,2.05,3.4,3.7,2,3.4,3.8
epl,2016-2017,22/10/16,Liverpool,West Brom,2,1,21,6,7,1,3,2,9,13,1,3,0,0,H,2,0,H,N Swarbrick,1.29,6,13,1.28,6,12,1.3,5.5,9.5
epl,2016-2017,22/10/16,Swansea,Watford,0,0,11,10,5,2,7,2,15,16,2,1,0,0,D,0,0,D,P Tierney,2.38,3.3,3.3,2.3,3.25,3.25,2.3,3.3,3.15
epl,2016-2017,22/10/16,West Ham,Sunderland,1,0,20,10,3,2,6,2,10,13,2,5,0,0,H,0,0,D,R Madley,1.67,4,5.75,1.7,3.8,5,1.75,3.6,4.8
epl,2016-2017,23/10/16,Chelsea,Man United,4,0,14,16,6,5,5,7,7,17,3,2,0,0,H,2,0,H,M Atkinson,2.15,3.4,3.8,2.25,3.3,3.6,2.2,3.3,3.35
epl,2016-2017,23/10/16,Man City,Southampton,1,1,14,6,3,2,10,3,11,10,3,3,0,0,D,0,1,A,M Clattenburg,1.5,4.5,7.5,1.5,4.5,7,1.5,4.2,6.5
epl,2016-2017,29/10/16,Crystal Palace,Liverpool,2,4,7,17,6,10,3,3,15,5,1,2,0,0,A,2,3,A,A Marriner,5.25,4,1.7,5,4,1.72,4.8,3.6,1.75
epl,2016-2017,29/10/16,Man United,Burnley,0,0,37,7,11,1,19,1,12,9,1,3,1,0,D,0,0,D,M Clattenburg,1.2,7,19,1.2,6.5,15,1.2,6.5,15
epl,2016-2017,29/10/16,Middlesbrough,Bournemouth,2,0,10,15,3,3,4,7,3,5,1,1,0,0,H,1,0,H,S Attwell,2.5,3.2,3.2,2.45,3.1,3.1,2.5,3.1,3
epl,2016-2017,29/10/16,Sunderland,Arsenal,1,4,3,21,1,7,0,8,9,13,4,3,0,0,A,0,1,A,M Atkinson,9,5,1.4,8,5.25,1.4,7.5,4.8,1.4
epl,2016-2017,29/10/16,Tottenham,Leicester,1,1,22,6,5,1,8,1,11,20,3,4,0,0,D,1,0,H,R Madley,1.62,4.2,6,1.62,4,5.5,1.65,3.8,5.3
epl,2016-2017,29/10/16,Watford,Hull,1,0,22,8,0,2,7,2,13,8,1,2,0,0,H,0,0,D,J Moss,1.75,3.75,5.25,1.72,3.75,5,1.75,3.6,4.8
epl,2016-2017,29/10/16,West Brom,Man City,0,4,9,21,1,8,1,7,17,10,4,3,0,0,A,0,2,A,L Mason,8,4.75,1.44,7,4.5,1.45,7,4.5,1.45
epl,2016-2017,30/10/16,Everton,West Ham,2,0,17,13,6,3,8,8,15,12,2,3,0,0,H,0,0,D,A Taylor,1.8,3.8,4.75,1.8,3.9,4.5,1.75,3.6,4.8
epl,2016-2017,30/10/16,Southampton,Chelsea,0,2,9,13,1,7,7,3,13,16,0,0,0,0,A,0,1,A,M Jones,3.2,3.4,2.4,3.1,3.4,2.4,3.3,3.35,2.2
epl,2016-2017,31/10/16,Stoke,Swansea,3,1,17,14,4,6,6,4,7,14,2,0,0,0,H,1,1,D,M Oliver,2.05,3.6,3.8,2.05,3.6,3.75,1.9,3.5,4.1
epl,2016-2017,05/11/16,Bournemouth,Sunderland,1,2,22,9,7,4,12,2,14,17,3,2,0,1,A,1,1,D,M Dean,1.65,4.2,5.5,1.62,3.9,5.75,1.65,3.8,5.3
epl,2016-2017,05/11/16,Burnley,Crystal Palace,3,2,14,16,7,5,4,7,11,12,1,2,0,0,H,2,0,H,A Taylor,3.3,3.3,2.38,3.2,3.25,2.35,2.95,3.3,2.4
epl,2016-2017,05/11/16,Chelsea,Everton,5,0,21,1,9,0,4,2,5,16,0,3,0,0,H,3,0,H,R Madley,1.53,4.33,7,1.53,4.2,6.25,1.55,4,6.2
epl,2016-2017,05/11/16,Man City,Middlesbrough,1,1,25,5,7,3,8,2,7,15,1,3,0,0,D,1,0,H,K Friend,1.22,7,15,1.2,6.75,14.5,1.2,6.5,15
epl,2016-2017,05/11/16,West Ham,Stoke,1,1,9,12,2,4,6,4,11,10,4,1,0,0,D,0,0,D,A Marriner,2,3.6,4,2,3.5,3.8,2,3.4,3.8
epl,2016-2017,06/11/16,Arsenal,Tottenham,1,1,15,10,2,3,7,2,11,17,1,2,0,0,D,1,0,H,M Clattenburg,1.95,3.6,4.2,1.95,3.6,3.9,2,3.4,3.8
epl,2016-2017,06/11/16,Hull,Southampton,2,1,6,19,2,7,1,10,13,15,0,5,0,0,H,0,1,A,G Scott,5.75,3.8,1.7,5.5,3.8,1.65,5.3,3.8,1.65
epl,2016-2017,06/11/16,Leicester,West Brom,1,2,5,11,2,5,5,6,8,8,0,2,0,0,A,0,0,D,C Pawson,1.8,3.6,5.25,1.78,3.6,4.75,1.75,3.6,4.8
epl,2016-2017,06/11/16,Liverpool,Watford,6,1,28,11,17,8,6,3,14,10,1,2,0,0,H,3,0,H,M Oliver,1.29,6,12,1.26,6,11,1.3,5.5,9.5
epl,2016-2017,06/11/16,Swansea,Man United,1,3,6,9,1,3,2,0,9,16,0,2,0,0,A,0,3,A,N Swarbrick,5,4,1.73,4.75,3.9,1.72,5.3,3.8,1.65
epl,2016-2017,19/11/16,Crystal Palace,Man City,1,2,9,10,2,4,2,7,12,15,1,2,0,0,A,0,1,A,R Madley,6.5,4.5,1.53,6.25,4.4,1.5,6.5,4.2,1.5
epl,2016-2017,19/11/16,Everton,Swansea,1,1,14,5,6,3,10,3,13,12,4,2,0,0,D,0,1,A,M Atkinson,1.6,4.33,6,1.55,4.1,6.25,1.55,4,6.2
epl,2016-2017,19/11/16,Man United,Arsenal,1,1,12,5,5,1,10,4,14,11,3,3,0,0,D,0,0,D,A Marriner,2.6,3.4,2.9,2.5,3.4,2.8,2.6,3.25,2.75
epl,2016-2017,19/11/16,Southampton,Liverpool,0,0,3,15,0,2,1,8,8,11,1,1,0,0,D,0,0,D,M Clattenburg,3.4,3.6,2.2,3.3,3.5,2.15,3.8,3.4,2
epl,2016-2017,19/11/16,Stoke,Bournemouth,0,1,14,9,6,2,3,4,17,10,3,2,0,0,A,0,1,A,R East,2.3,3.4,3.4,2.2,3.25,3.5,2.1,3.4,3.5
epl,2016-2017,19/11/16,Sunderland,Hull,3,0,11,17,4,7,2,8,9,8,1,0,1,0,H,1,0,H,L Mason,2.15,3.4,3.8,2.15,3.25,3.6,2.1,3.4,3.5
epl,2016-2017,19/11/16,Tottenham,West Ham,3,2,14,11,6,3,4,5,13,16,3,2,0,1,H,0,1,A,M Dean,1.5,4.5,7.5,1.5,4.25,6.75,1.65,3.8,5.3
epl,2016-2017,19/11/16,Watford,Leicester,2,1,10,10,3,2,4,6,12,18,2,3,0,0,H,2,1,H,N Swarbrick,2.8,3.3,2.75,2.7,3.3,2.65,2.7,3.2,2.7
epl,2016-2017,20/11/16,Middlesbrough,Chelsea,0,1,12,13,1,3,2,3,13,10,2,3,0,0,A,0,1,A,J Moss,7,4,1.57,6.25,4.1,1.55,6.5,4.2,1.5
epl,2016-2017,21/11/16,West Brom,Burnley,4,0,16,5,6,2,4,3,12,12,0,0,0,0,H,3,0,H,M Jones,1.95,3.4,4.5,1.95,3.3,4.33,1.9,3.5,4.1
epl,2016-2017,26/11/16,Burnley,Man City,1,2,10,21,5,5,5,8,5,15,2,3,0,0,A,1,1,D,A Marriner,9,6,1.33,9.5,6,1.28,8,5.3,1.35
epl,2016-2017,26/11/16,Chelsea,Tottenham,2,1,9,12,5,6,3,8,13,16,2,1,0,0,H,1,1,D,M Oliver,1.75,3.8,5.25,1.75,3.8,5,1.75,3.6,4.8
epl,2016-2017,26/11/16,Hull,West Brom,1,1,10,11,4,2,2,6,7,10,3,2,0,0,D,0,1,A,P Tierney,3.1,3.2,2.6,2.9,3.2,2.55,2.75,3.25,2.6
epl,2016-2017,26/11/16,Leicester,Middlesbrough,2,2,11,6,3,2,2,3,15,12,4,4,0,0,D,1,1,D,L Mason,1.91,3.6,4.5,1.85,3.4,4.6,1.8,3.6,4.5
epl,2016-2017,26/11/16,Liverpool,Sunderland,2,0,27,6,7,1,9,4,5,9,1,3,0,0,H,0,0,D,A Taylor,1.17,8.5,19,1.17,7.5,15.5,1.2,6.5,15
epl,2016-2017,26/11/16,Swansea,Crystal Palace,5,4,18,12,9,4,10,6,12,24,4,5,0,0,H,1,1,D,K Friend,2.63,3.4,2.88,2.55,3.2,2.9,2.4,3.3,2.95
epl,2016-2017,27/11/16,Arsenal,Bournemouth,3,1,16,9,3,3,3,10,12,13,3,5,0,0,H,1,1,D,M Jones,1.4,5,9,1.42,4.75,7.5,1.35,5.3,8
epl,2016-2017,27/11/16,Man United,West Ham,1,1,17,6,8,2,8,4,16,16,3,1,0,0,D,1,1,D,J Moss,1.45,4.75,8,1.48,4.5,6.75,1.45,4.5,7
epl,2016-2017,27/11/16,Southampton,Everton,1,0,17,13,7,1,5,2,11,15,0,2,0,0,H,1,0,H,C Pawson,2.2,3.4,3.6,2.1,3.3,3.7,2.1,3.4,3.5
epl,2016-2017,27/11/16,Watford,Stoke,0,1,11,14,2,1,3,3,24,14,3,0,1,0,A,0,1,A,R Madley,2.4,3.3,3.3,2.3,3.3,3.2,2.4,3.3,2.95
epl,2016-2017,03/12/16,Crystal Palace,Southampton,3,0,9,17,4,3,4,9,11,13,3,1,0,0,H,2,0,H,N Swarbrick,3.5,3.3,2.3,3.2,3.4,2.25,2.95,3.3,2.4
epl,2016-2017,03/12/16,Man City,Chelsea,1,3,14,10,5,4,9,2,14,9,2,3,2,0,A,1,0,H,A Taylor,2.15,3.6,3.6,2.15,3.5,3.6,2,3.4,3.8
epl,2016-2017,03/12/16,Stoke,Burnley,2,0,10,14,4,4,4,9,7,13,3,2,0,0,H,2,0,H,M Clattenburg,1.62,4,6.5,1.6,3.75,6.25,1.7,3.7,5
epl,2016-2017,03/12/16,Sunderland,Leicester,2,1,22,17,6,5,3,4,8,12,3,1,0,0,H,0,0,D,A Marriner,3.4,3.4,2.3,3.3,3.25,2.3,2.95,3.3,2.4
epl,2016-2017,03/12/16,Tottenham,Swansea,5,0,28,1,15,0,5,0,11,17,0,4,0,0,H,2,0,H,J Moss,1.36,5.5,9,1.34,5,9.75,1.35,5.3,8
