league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
la-liga,2018-2019,17/08/2018,Betis,Levante,0,3,22,6,8,4,5,3,10,10,0,2,0,0,A,0,1,A,1.66,4,5,1.7,3.7,5.25,1.75,3.6,4.9
la-liga,2018-2019,17/08/2018,Girona,Valladolid,0,0,13,2,1,1,3,2,21,20,1,1,0,0,D,0,0,D,1.75,3.6,5,1.75,3.5,5.25,1.8,3.6,4.5
la-liga,2018-2019,18/08/2018,Barcelona,Alaves,3,0,25,3,9,0,7,1,6,13,0,2,0,0,H,0,0,D,1.11,10,21,1.11,10,20,1.12,9,20
la-liga,2018-2019,18/08/2018,Celta,Espanol,1,1,12,14,2,5,8,7,13,14,3,2,0,0,D,0,1,A,1.85,3.5,4.5,1.91,3.4,4.25,1.9,3.5,4.1
la-liga,2018-2019,18/08/2018,Villarreal,Sociedad,1,2,16,8,7,4,4,6,16,10,2,3,0,0,A,1,1,D,2.04,3.4,3.8,2.05,3.3,3.9,2,3.4,3.8
la-liga,2018-2019,19/08/2018,Eibar,Huesca,1,2,18,8,6,6,7,0,12,13,1,1,0,0,A,0,2,A,1.66,3.75,5.5,1.7,3.7,5.25,1.7,3.75,5
la-liga,2018-2019,19/08/2018,Real Madrid,Getafe,2,0,10,4,3,1,3,0,11,27,1,7,0,0,H,1,0,H,1.2,7,13,1.18,7.25,16,1.2,6.5,15
la-liga,2018-2019,19/08/2018,Vallecano,Sevilla,1,4,13,17,2,8,2,6,6,15,1,0,0,0,A,0,3,A,3.25,3.6,2.14,3.5,3.5,2.1,3.5,3.4,2.1
la-liga,2018-2019,20/08/2018,Ath Bilbao,Leganes,2,1,17,12,5,2,6,2,12,13,4,5,0,0,H,1,1,D,1.75,3.3,5.5,1.78,3.5,5,1.85,3.5,4.4
la-liga,2018-2019,20/08/2018,Valencia,Ath Madrid,1,1,13,9,4,3,4,10,10,15,2,3,0,0,D,0,1,A,3,3.2,2.5,2.85,3.25,2.55,2.85,3.2,2.55
la-liga,2018-2019,24/08/2018,Getafe,Eibar,2,0,7,9,4,0,5,5,14,11,2,1,0,0,H,1,0,H,1.95,3.2,4.33,1.95,3.3,4.2,2,3.2,4.2
la-liga,2018-2019,24/08/2018,Leganes,Sociedad,2,2,18,7,5,6,5,0,12,9,1,2,0,0,D,0,2,A,3.5,3.3,2.1,3.5,3.2,2.2,3.6,3.2,2.15
la-liga,2018-2019,25/08/2018,Alaves,Betis,0,0,16,13,4,5,5,6,17,15,3,1,0,0,D,0,0,D,2.8,3.25,2.6,2.65,3.3,2.6,2.8,3.2,2.6
