league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
bundesliga,2014-2015,22/08/14,Bayern Munich,Wolfsburg,2,1,17,9,10,4,9,3,5,9,0,2,0,0,H,1,0,H,1.25,6,10,1.26,5.75,10,1.28,5.5,8.5
bundesliga,2014-2015,23/08/14,Dortmund,Leverkusen,0,2,11,11,4,2,8,4,13,28,1,2,0,0,A,0,1,A,1.57,4.33,5,1.62,4,5,1.55,4.3,5
bundesliga,2014-2015,23/08/14,Ein Frankfurt,Freiburg,1,0,10,13,3,7,6,5,17,22,1,3,0,0,H,1,0,H,2.05,3.4,3.6,2.05,3.4,3.5,2,3.4,3.5
bundesliga,2014-2015,23/08/14,FC Koln,Hamburg,0,0,10,19,3,4,3,6,23,16,2,2,0,0,D,0,0,D,2,3.5,3.6,2.05,3.5,3.4,2.1,3.3,3.3
bundesliga,2014-2015,23/08/14,Hannover,Schalke 04,2,1,8,12,3,5,2,4,12,15,2,1,0,0,H,0,0,D,2.9,3.5,2.3,2.85,3.5,2.3,2.85,3.4,2.3
bundesliga,2014-2015,23/08/14,Hertha,Werder Bremen,2,2,19,9,5,5,9,5,17,18,1,2,0,0,D,1,0,H,1.95,3.5,3.75,1.95,3.6,3.6,2,3.3,3.6
bundesliga,2014-2015,23/08/14,Hoffenheim,Augsburg,2,0,10,12,3,2,7,3,19,15,2,3,0,0,H,2,0,H,1.91,3.6,3.8,1.95,3.5,3.7,2,3.4,3.5
bundesliga,2014-2015,24/08/14,M'gladbach,Stuttgart,1,1,19,7,6,3,6,3,8,16,2,1,0,0,D,0,0,D,1.95,3.5,3.75,1.95,3.5,3.7,1.9,3.45,3.8
bundesliga,2014-2015,24/08/14,Paderborn,Mainz,2,2,10,14,3,4,4,3,16,14,2,2,0,0,D,1,1,D,3.1,3.4,2.25,2.85,3.4,2.35,2.75,3.3,2.4
bundesliga,2014-2015,29/08/14,Augsburg,Dortmund,2,3,12,22,3,9,3,6,9,12,2,3,0,0,A,0,2,A,4.5,3.75,1.73,4.75,3.9,1.72,4.3,3.8,1.7
bundesliga,2014-2015,30/08/14,Hamburg,Paderborn,0,3,13,15,4,7,8,3,16,16,0,0,0,0,A,0,1,A,1.67,3.8,5,1.78,3.5,4.5,1.7,3.7,4.5
bundesliga,2014-2015,30/08/14,Leverkusen,Hertha,4,2,21,3,7,1,5,6,11,20,0,1,0,0,H,0,1,A,1.44,4.5,6.5,1.45,4.25,6.75,1.5,4,6.1
bundesliga,2014-2015,30/08/14,Schalke 04,Bayern Munich,1,1,8,10,4,4,1,3,15,15,4,1,0,0,D,0,1,A,6,4.75,1.44,5.75,4.5,1.48,5.5,4,1.55
bundesliga,2014-2015,30/08/14,Stuttgart,FC Koln,0,2,14,10,5,4,7,4,11,11,1,2,0,0,A,0,2,A,2,3.5,3.6,2,3.4,3.6,2.1,3.3,3.3
bundesliga,2014-2015,30/08/14,Werder Bremen,Hoffenheim,1,1,15,12,1,1,6,6,20,13,3,0,0,0,D,0,1,A,3.2,3.5,2.15,3.1,3.4,2.2,2.9,3.3,2.3
bundesliga,2014-2015,30/08/14,Wolfsburg,Ein Frankfurt,2,2,14,9,11,4,4,3,19,11,3,1,0,0,D,1,1,D,1.57,4.33,5,1.67,3.7,5,1.65,3.7,4.9
bundesliga,2014-2015,31/08/14,Freiburg,M'gladbach,0,0,17,9,4,3,4,5,11,13,1,2,0,0,D,0,0,D,2.88,3.4,2.38,2.85,3.5,2.3,2.75,3.3,2.4
bundesliga,2014-2015,31/08/14,Mainz,Hannover,0,0,14,11,2,6,4,2,12,14,0,1,0,0,D,0,0,D,2.2,3.3,3.3,2.2,3.4,3.1,2.2,3.3,3.1
bundesliga,2014-2015,12/09/14,Leverkusen,Werder Bremen,3,3,26,8,9,5,6,4,14,20,4,2,0,0,D,1,1,D,1.3,5.5,9,1.4,5.25,7.5,1.4,4.4,7.3
bundesliga,2014-2015,13/09/14,Bayern Munich,Stuttgart,2,0,14,7,8,0,2,4,16,18,1,2,0,0,H,1,0,H,1.17,7.5,15,1.19,7.25,16.5,1.17,6.5,14
bundesliga,2014-2015,13/09/14,Dortmund,Freiburg,3,1,15,4,6,3,3,5,10,14,1,4,0,0,H,2,0,H,1.25,6,10,1.26,6.5,10.5,1.33,4.8,8.3
bundesliga,2014-2015,13/09/14,Hertha,Mainz,1,3,17,7,3,6,4,1,21,20,3,3,0,0,A,0,1,A,2.25,3.3,3.2,2.35,3.4,3.1,2.2,3.3,3.1
bundesliga,2014-2015,13/09/14,Hoffenheim,Wolfsburg,1,1,15,22,6,5,4,7,17,17,1,0,0,1,D,0,0,D,2.4,3.5,2.75,2.5,3.5,2.8,2.2,3.3,3.1
bundesliga,2014-2015,13/09/14,M'gladbach,Schalke 04,4,1,23,11,9,6,8,2,15,13,2,3,0,0,H,1,0,H,2.4,3.4,2.8,2.5,3.4,2.85,2.35,3.3,2.85
bundesliga,2014-2015,13/09/14,Paderborn,FC Koln,0,0,8,4,4,1,5,1,13,18,0,2,0,0,D,0,0,D,2.9,3.2,2.45,2.9,3.25,2.6,2.6,3.2,2.6
bundesliga,2014-2015,14/09/14,Ein Frankfurt,Augsburg,0,1,14,17,5,7,5,6,14,21,3,4,0,0,A,0,0,D,2.25,3.3,3.2,2.3,3.5,3.1,2.1,3.3,3.3
