league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,Referee,B365H,B365D,B365A,BWH,BWD,BWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
epl,2024-2025,15/03/2025,Ipswich,Nott'm Forest,2,4,11,11,4,6,6,3,4,13,1,1,0,0,A,0,3,A,M Salisbury,3.75,3.5,2,,,,1.87,2.03,1.88,2.02,3.9,3.5,1.95,,,,1.95,1.95,1.9,2.03
epl,2024-2025,15/03/2025,Man City,Brighton,2,2,11,15,3,3,4,5,10,10,2,5,0,0,D,2,1,H,S Hooper,1.67,4.33,4.5,,,,1.44,2.75,1.84,2.06,1.8,4.1,3.9,,,,1.5,2.63,2.08,1.85
epl,2024-2025,15/03/2025,Southampton,Wolves,1,2,10,5,3,3,5,1,12,13,0,0,0,0,A,0,1,A,R Jones,3.7,3.4,2,,,,1.84,2.06,1.83,2.07,3.9,3.25,2,,,,2.1,1.73,1.86,2.07
epl,2024-2025,15/03/2025,Bournemouth,Brentford,1,2,17,10,5,4,4,3,13,7,3,0,0,0,A,1,1,D,C Pawson,1.73,4.2,4.2,,,,1.44,2.75,1.95,1.95,1.73,4.2,4.1,,,,1.5,2.63,1.96,1.97
epl,2024-2025,16/03/2025,Arsenal,Chelsea,1,0,12,8,4,2,5,4,10,13,3,3,0,0,H,1,0,H,C Kavanagh,1.8,3.6,4.5,,,,1.86,1.92,2.06,1.84,1.7,3.6,5.25,,,,2,1.8,1.95,1.95
epl,2024-2025,16/03/2025,Fulham,Tottenham,2,0,13,12,4,4,6,5,13,10,0,0,0,0,H,0,0,D,A Madley,2,3.75,3.6,,,,1.57,2.38,2.03,1.87,1.8,3.9,4.1,,,,1.67,2.2,1.84,2.06
epl,2024-2025,16/03/2025,Leicester,Man United,0,3,11,18,3,5,6,4,6,6,2,0,0,0,A,0,1,A,T Bramall,4.5,3.5,1.83,,,,1.8,2,2.05,1.85,4.5,3.7,1.8,,,,1.95,1.95,1.78,2.03
epl,2024-2025,01/04/2025,Arsenal,Fulham,2,1,17,9,4,3,5,4,2,10,1,2,0,0,H,1,0,H,J Brooks,1.48,4.33,7,,,,2.1,1.73,1.88,2.05,1.5,4.1,7,,,,2.07,1.83,1.89,2.04
epl,2024-2025,01/04/2025,Wolves,West Ham,1,0,9,10,2,1,1,2,16,12,4,2,0,0,H,1,0,H,T Harrington,2.5,3.2,2.9,,,,2.2,1.67,1.83,2.1,2.3,3.2,3.25,,,,2.3,1.62,2.05,1.88
epl,2024-2025,01/04/2025,Nott'm Forest,Man United,1,0,8,23,2,6,3,10,5,12,1,3,0,0,H,1,0,H,J Gillett,2.3,3.4,3.1,,,,1.95,1.95,2.03,1.9,2.3,3.3,3.2,,,,2.03,1.87,2.03,1.9
epl,2024-2025,02/04/2025,Bournemouth,Ipswich,1,2,24,10,7,2,8,3,14,15,1,2,0,0,A,0,1,A,R Jones,1.36,5.25,7.5,,,,1.53,2.5,2.05,1.85,1.4,5,7.5,,,,1.62,2.3,1.9,2.03
epl,2024-2025,02/04/2025,Brighton,Aston Villa,0,3,11,8,4,5,4,0,16,11,1,3,0,0,A,0,0,D,S Attwell,2.05,3.8,3.25,,,,1.62,2.3,1.85,2.05,2.3,3.4,3,,,,1.88,2.02,2.07,1.86
epl,2024-2025,02/04/2025,Man City,Leicester,2,0,18,2,5,0,5,0,11,8,1,4,0,0,H,2,0,H,D England,1.2,8,10,,,,1.4,3,1.95,1.95,1.2,7.5,12,,,,1.36,3.2,1.96,1.97
epl,2024-2025,02/04/2025,Newcastle,Brentford,2,1,21,12,4,3,4,5,12,12,1,1,0,0,H,1,0,H,P Bankes,1.73,4.5,4,,,,1.44,2.75,1.92,1.98,1.65,4.2,4.75,,,,1.53,2.5,1.87,2.06
epl,2024-2025,02/04/2025,Southampton,Crystal Palace,1,1,8,9,2,3,2,2,14,9,2,1,0,0,D,1,0,H,A Madley,5.75,3.8,1.62,,,,1.8,2,1.84,2.06,5.5,4,1.6,,,,1.8,2,1.85,2.08
epl,2024-2025,02/04/2025,Liverpool,Everton,1,0,17,5,3,0,11,5,7,11,2,2,0,0,H,0,0,D,S Barrott,1.36,5,8,,,,1.73,2.1,1.83,2.07,1.48,4.33,6.5,,,,1.86,2.04,1.87,2.06
epl,2024-2025,03/04/2025,Chelsea,Tottenham,1,0,11,8,5,2,4,6,7,16,5,5,0,0,H,0,0,D,C Pawson,1.65,4.5,4.5,,,,1.4,3,2.07,1.83,1.67,4.33,4.33,,,,1.44,2.75,1.87,2.03
epl,2024-2025,05/04/2025,Everton,Arsenal,1,1,5,14,2,5,3,8,17,13,3,1,0,0,D,0,1,A,D England,5.25,3.25,1.75,,,,2.38,1.57,1.83,2.07,3.9,3.2,2.1,,,,2.38,1.57,1.75,2.05
epl,2024-2025,05/04/2025,Crystal Palace,Brighton,2,1,8,11,3,5,2,4,12,13,0,1,2,1,H,1,1,D,A Taylor,2.35,3.6,2.8,,,,1.8,2,2.09,1.81,2.5,3.5,2.7,,,,1.9,2,1.84,2.09
epl,2024-2025,05/04/2025,Ipswich,Wolves,1,2,6,22,2,7,4,8,12,16,2,2,0,0,A,1,0,H,P Bankes,2.7,3.25,2.63,,,,2.1,1.73,2,1.9,2.75,3.2,2.63,,,,2.2,1.67,2.03,1.9
epl,2024-2025,05/04/2025,West Ham,Bournemouth,2,2,9,11,3,4,4,7,13,13,2,2,0,0,D,0,1,A,T Robinson,3,3.5,2.3,,,,1.8,2,1.85,2.05,2.9,3.5,2.38,,,,1.85,2.05,1.85,2.08
epl,2024-2025,05/04/2025,Aston Villa,Nott'm Forest,2,1,17,19,8,3,4,4,7,15,2,2,0,0,H,2,0,H,S Hooper,1.95,3.6,3.7,,,,1.8,2,2.02,1.88,2.1,3.3,3.4,,,,1.95,1.95,1.86,2.07
epl,2024-2025,06/04/2025,Brentford,Chelsea,0,0,9,21,2,5,3,6,12,12,1,3,0,0,D,0,0,D,M Oliver,3.2,3.6,2.15,,,,1.53,2.5,2,1.9,2.9,3.5,2.35,,,,1.62,2.3,1.73,2.08
epl,2024-2025,06/04/2025,Fulham,Liverpool,3,2,12,14,6,6,4,4,10,9,3,0,0,0,H,3,1,H,C Kavanagh,4.5,3.5,1.83,,,,1.8,2,2.04,1.86,4.2,3.4,1.91,,,,1.8,2,1.95,1.98
epl,2024-2025,06/04/2025,Tottenham,Southampton,3,1,13,12,8,4,4,1,16,20,1,1,0,0,H,2,0,H,M Salisbury,1.38,5.5,6.5,,,,1.4,3,2.04,1.86,1.36,5.5,7,,,,1.36,3.2,1.98,1.95
epl,2024-2025,06/04/2025,Man United,Man City,0,0,13,9,2,5,5,3,13,9,3,2,0,0,D,0,0,D,J Brooks,3.4,3.6,2.1,,,,1.67,2.2,2.05,1.85,3.4,3.6,2.05,,,,1.67,2.2,2.08,1.85
epl,2024-2025,07/04/2025,Leicester,Newcastle,0,3,7,16,2,5,12,2,8,9,2,0,0,0,A,0,3,A,R Jones,6.5,4.2,1.48,,,,1.62,2.3,1.83,2.07,6.5,4.5,1.45,,,,1.67,2.2,1.86,2.04
epl,2024-2025,12/04/2025,Man City,Crystal Palace,5,2,21,8,9,3,1,4,10,16,2,3,0,0,H,2,2,D,J Gillett,1.5,4.75,5.75,,,,1.53,2.5,1.84,2.09,1.62,4.2,5,,,,1.62,2.3,2.05,1.75
epl,2024-2025,12/04/2025,Brighton,Leicester,2,2,21,15,7,6,3,6,9,11,2,5,0,0,D,1,1,D,D Bond,1.29,6,10,,,,1.62,2.3,1.78,2.03,1.29,6,9,,,,1.5,2.63,2.06,1.87
epl,2024-2025,12/04/2025,Nott'm Forest,Everton,0,1,10,13,5,5,1,7,9,13,0,3,0,0,A,0,0,D,C Pawson,2.1,3.3,3.7,,,,2.2,1.67,1.84,2.09,1.91,3.3,4.1,,,,2.2,1.67,2,1.93
epl,2024-2025,12/04/2025,Southampton,Aston Villa,0,3,7,25,2,10,2,14,11,4,3,1,0,0,A,0,0,D,T Bramall,6,4.2,1.55,,,,1.62,2.3,2,1.93,6.25,4.33,1.5,,,,1.57,2.38,2.09,1.84
epl,2024-2025,12/04/2025,Arsenal,Brentford,1,1,14,3,3,2,13,5,7,9,1,3,0,0,D,0,0,D,S Hooper,1.6,4.33,5,,,,1.73,2.1,2.1,1.83,1.6,4.33,5,,,,1.73,2.1,1.73,2.08
epl,2024-2025,13/04/2025,Chelsea,Ipswich,2,2,34,13,9,4,15,4,11,7,2,2,0,0,D,0,2,A,S Attwell,1.27,7,8.5,,,,1.44,2.75,1.95,1.95,1.17,7.5,12,,,,1.44,2.75,1.99,1.94
epl,2024-2025,13/04/2025,Liverpool,West Ham,2,1,15,11,6,4,10,3,15,8,0,2,0,0,H,1,0,H,A Madley,1.3,6,8,,,,1.53,2.5,1.88,2.02,1.25,5.5,11,,,,1.53,2.5,2.07,1.86
epl,2024-2025,13/04/2025,Wolves,Tottenham,4,2,13,11,5,4,1,4,12,15,1,2,0,0,H,2,0,H,A Taylor,2.2,3.6,3.1,,,,1.67,2.2,1.95,1.95,2.2,3.6,3.1,,,,1.8,2,2.01,1.92
epl,2024-2025,13/04/2025,Newcastle,Man United,4,1,13,9,6,5,7,2,7,9,0,2,0,0,H,1,1,D,C Kavanagh,1.65,4.2,4.75,,,,1.67,2.2,1.84,2.06,1.6,4.33,5.25,,,,1.62,2.3,2.05,1.88
epl,2024-2025,14/04/2025,Bournemouth,Fulham,1,0,12,12,3,7,6,9,11,10,3,2,0,0,H,1,0,H,O Oliver,2.15,3.5,3.3,,,,1.73,2.1,1.89,2.01,2.2,3.3,3.4,,,,1.85,1.93,1.91,1.99
epl,2024-2025,16/04/2025,Newcastle,Crystal Palace,5,0,14,11,7,4,5,4,9,15,2,3,0,0,H,4,0,H,D England,1.67,3.9,5,,,,1.73,2.1,1.92,1.98,1.65,3.9,5,,,,1.67,2.2,1.86,2.04
epl,2024-2025,19/04/2025,Brentford,Brighton,4,2,16,12,8,3,4,8,7,11,3,3,0,1,H,1,1,D,T Robinson,2.4,3.75,2.63,,,,1.57,2.38,1.85,2.05,2.6,3.5,2.55,,,,1.57,2.38,2.01,1.92
epl,2024-2025,19/04/2025,Crystal Palace,Bournemouth,0,0,5,15,0,4,5,4,13,10,3,4,1,0,D,0,0,D,S Barrott,2.45,3.6,2.63,,,,1.8,2,1.88,2.02,2.5,3.5,2.7,,,,1.73,2.1,1.87,2.06
epl,2024-2025,19/04/2025,Everton,Man City,0,2,8,12,3,7,2,5,7,6,4,0,0,0,A,0,0,D,S Hooper,3.7,3.6,1.91,,,,1.86,2.04,1.93,1.97,4,3.6,1.9,,,,1.86,2.04,1.98,1.95
epl,2024-2025,19/04/2025,West Ham,Southampton,1,1,12,15,4,4,2,5,14,13,2,1,0,0,D,0,0,D,A Kitchen,1.48,4.33,6.5,,,,1.73,2.1,1.82,2.08,1.62,4.2,5,,,,1.57,2.38,2.09,1.84
epl,2024-2025,19/04/2025,Aston Villa,Newcastle,4,1,23,10,9,3,7,7,9,12,1,3,0,0,H,1,1,D,J Gillett,2.3,3.6,2.75,,,,1.62,2.3,2.07,1.83,2.55,3.7,2.6,,,,1.62,2.3,1.93,2
epl,2024-2025,20/04/2025,Fulham,Chelsea,1,2,6,13,1,8,6,4,13,9,1,3,0,0,A,1,0,H,A Taylor,2.7,3.7,2.35,,,,1.84,2.06,1.81,2.09,3.1,3.6,2.25,,,,1.73,2.1,1.93,2
epl,2024-2025,20/04/2025,Ipswich,Arsenal,0,4,4,24,0,7,0,12,10,7,0,0,1,0,A,0,2,A,C Kavanagh,8,4.5,1.4,,,,1.73,2.1,1.98,1.92,9.5,5,1.36,,,,1.67,2.2,1.86,2.07
epl,2024-2025,20/04/2025,Man United,Wolves,0,1,12,4,2,2,9,2,11,18,2,3,0,0,A,0,0,D,R Jones,2,3.6,3.6,,,,1.97,1.93,2.02,1.88,2.55,3.5,2.7,,,,1.95,1.95,1.89,2.04
epl,2024-2025,20/04/2025,Leicester,Liverpool,0,1,5,28,0,10,1,13,11,7,1,2,0,0,A,0,0,D,S Attwell,11,6.25,1.22,,,,1.44,2.75,2.05,1.85,10,6.5,1.22,,,,1.36,3.2,1.78,2.03
epl,2024-2025,21/04/2025,Tottenham,Nott'm Forest,1,2,22,4,6,3,7,1,11,12,1,4,0,0,A,0,2,A,P Bankes,2.45,3.6,2.63,,,,1.57,2.38,1.87,2.03,2.3,3.5,3,,,,1.67,2.2,2.01,1.8
epl,2024-2025,22/04/2025,Man City,Aston Villa,2,1,14,7,6,3,10,2,9,10,3,3,0,0,H,1,1,D,C Pawson,1.8,4.1,3.9,,,,1.53,2.5,1.85,2.05,1.85,3.9,3.75,,,,1.62,2.3,1.89,2.01
epl,2024-2025,23/04/2025,Arsenal,Crystal Palace,2,2,12,15,6,4,3,6,4,6,1,1,0,0,D,2,1,H,M Salisbury,1.4,4.75,7.5,,,,1.91,1.99,1.95,1.95,1.4,4.5,8,,,,1.73,2.1,1.92,1.98
epl,2024-2025,26/04/2025,Chelsea,Everton,1,0,10,6,7,3,10,2,11,11,0,0,0,0,H,1,0,H,C Kavanagh,1.55,4,6,,,,1.88,2.02,2.01,1.89,1.42,4.75,7,,,,1.62,2.3,1.98,1.92
epl,2024-2025,26/04/2025,Brighton,West Ham,3,2,16,12,9,4,8,1,7,9,1,1,0,0,H,1,0,H,D England,1.67,4.2,4.75,,,,1.67,2.2,1.88,2.02,1.75,4,4.2,,,,1.73,2.1,2.02,1.88
epl,2024-2025,26/04/2025,Newcastle,Ipswich,3,0,25,4,5,0,11,2,9,9,1,2,0,1,H,1,0,H,M Salisbury,1.18,7.5,13,,,,1.36,3.2,1.85,2.05,1.2,7,13,,,,1.33,3.4,1.89,2.01
epl,2024-2025,26/04/2025,Southampton,Fulham,1,2,7,26,3,5,0,13,10,12,1,1,0,0,A,1,0,H,T Harrington,5.25,4,1.6,,,,1.73,2.1,1.81,2.09,5,4,1.65,,,,1.67,2.2,2.05,1.85
epl,2024-2025,26/04/2025,Wolves,Leicester,3,0,20,8,6,2,4,2,7,17,1,4,0,0,H,1,0,H,S Barrott,1.5,4.2,6.25,,,,1.73,2.1,1.87,2.03,1.53,4.2,6,,,,1.73,2.1,1.93,1.97
epl,2024-2025,27/04/2025,Bournemouth,Man United,1,1,8,25,1,6,5,10,11,12,4,2,1,0,D,1,0,H,P Bankes,1.67,4,4.5,,,,1.67,2.2,1.88,2.02,1.91,3.8,3.7,,,,1.73,2.1,1.98,1.92
epl,2024-2025,27/04/2025,Liverpool,Tottenham,5,1,25,8,8,3,8,2,16,9,2,1,0,0,H,3,1,H,T Bramall,1.25,6,11,,,,1.33,3.4,1.87,2.03,1.2,7,13,,,,1.3,3.5,1.86,2.04
epl,2024-2025,01/05/2025,Nott'm Forest,Brentford,0,2,14,11,5,3,4,5,10,12,3,5,0,0,A,0,1,A,D England,2.15,3.5,3.25,,,,1.8,2,1.9,2,2.3,3.5,3,,,,1.73,2.1,2.03,1.87
epl,2024-2025,02/05/2025,Man City,Wolves,1,0,9,6,2,1,4,5,7,11,0,0,0,0,H,1,0,H,P Bankes,1.4,4.75,7.5,,,,1.53,2.5,1.86,2.04,1.33,5.25,9,,,,1.57,2.38,1.95,1.95
epl,2024-2025,03/05/2025,Aston Villa,Fulham,1,0,10,11,3,3,5,3,6,17,0,5,0,0,H,1,0,H,R Jones,1.77,3.75,4.5,,,,1.68,2.05,2.05,1.85,1.85,3.75,4,,,,1.73,2.1,1.88,2.02
epl,2024-2025,03/05/2025,Everton,Ipswich,2,2,8,12,3,5,3,3,12,15,4,4,0,0,D,2,1,H,L Smith,1.45,4.33,6.5,,,,1.95,1.95,1.82,2.08,1.55,4.33,5.75,,,,1.73,2.1,1.95,1.95
epl,2024-2025,03/05/2025,Leicester,Southampton,2,0,14,8,4,2,7,7,12,13,1,3,0,0,H,2,0,H,D Webb,2.3,3.6,2.88,,,,1.68,2.05,2.05,1.85,2.35,3.6,2.88,,,,1.73,2.1,2.09,1.81
epl,2024-2025,03/05/2025,Arsenal,Bournemouth,1,2,13,9,4,2,2,3,7,16,0,2,0,0,A,1,0,H,J Gillett,2.05,3.7,3.4,,,,1.87,2.03,1.82,2.08,1.67,4,4.75,,,,1.67,2.2,1.87,2.03
epl,2024-2025,04/05/2025,Brentford,Man United,4,3,12,14,6,5,7,4,8,10,0,2,0,0,H,2,1,H,A Taylor,1.65,4.1,4.75,,,,1.67,2.2,1.88,2.02,1.62,4.33,4.75,,,,1.53,2.5,2.07,1.83
epl,2024-2025,04/05/2025,Brighton,Newcastle,1,1,5,13,2,5,1,4,15,10,2,1,0,0,D,1,0,H,C Pawson,2.88,3.7,2.3,,,,1.53,2.5,1.83,2.03,3.1,3.7,2.15,,,,1.57,2.38,1.93,1.93
epl,2024-2025,04/05/2025,West Ham,Tottenham,1,1,11,7,2,2,1,3,18,15,2,2,0,0,D,1,1,D,M Oliver,2.1,3.7,3.25,,,,1.57,2.38,1.75,2.05,1.83,3.9,4,,,,1.57,2.38,1.84,2.06
epl,2024-2025,04/05/2025,Chelsea,Liverpool,3,1,17,11,7,2,3,6,10,11,2,2,0,0,H,1,0,H,S Hooper,2.15,3.7,3.1,,,,1.53,2.5,1.88,2.02,2.3,3.6,2.8,,,,1.5,2.63,2.03,1.87
epl,2024-2025,05/05/2025,Crystal Palace,Nott'm Forest,1,1,20,12,3,4,7,4,9,15,3,8,0,0,D,0,0,D,A Madley,2.25,3.4,3.2,,,,2.01,1.89,1.93,1.85,2.15,3.4,3.4,,,,2.01,1.89,1.87,2.03
epl,2024-2025,10/05/2025,Fulham,Everton,1,3,18,11,6,7,5,5,15,9,1,0,0,0,A,1,1,D,M Salisbury,1.82,3.4,4.5,,,,2,1.8,1.89,2.01,1.75,3.6,5,,,,2,1.9,1.99,1.91
epl,2024-2025,10/05/2025,Ipswich,Brentford,0,1,11,15,4,5,5,6,6,12,2,4,0,0,A,0,1,A,S Barrott,5,4,1.65,,,,1.53,2.5,1.78,2.03,5.75,4.5,1.5,,,,1.44,2.75,1.83,2.07
epl,2024-2025,10/05/2025,Southampton,Man City,0,0,2,26,0,5,1,15,9,8,2,0,0,0,D,0,0,D,T Robinson,11,7.5,1.2,,,,1.36,3.2,1.98,1.92,13,7,1.2,,,,1.4,3,1.86,2.04
epl,2024-2025,10/05/2025,Wolves,Brighton,0,2,10,7,3,2,7,4,8,12,1,1,0,0,A,0,1,A,M Oliver,2.7,3.5,2.5,,,,1.73,2.1,1.98,1.88,2.9,3.4,2.35,,,,2,1.9,1.8,2.05
epl,2024-2025,10/05/2025,Bournemouth,Aston Villa,0,1,10,6,4,3,10,0,19,12,4,3,0,1,A,0,1,A,S Attwell,2.4,3.6,2.75,,,,1.62,2.3,1.83,2.07,2.55,3.5,2.63,,,,1.67,2.2,1.91,1.99
epl,2024-2025,11/05/2025,Newcastle,Chelsea,2,0,15,10,6,3,2,8,9,13,4,2,0,1,H,1,0,H,J Brooks,2.1,3.75,3.1,,,,1.57,2.38,1.89,2.01,2.2,3.75,3,,,,1.53,2.5,1.99,1.91
epl,2024-2025,11/05/2025,Man United,West Ham,0,2,20,9,5,4,8,5,3,13,0,1,0,0,A,0,1,A,J Gillett,1.9,3.6,4,,,,1.73,2.1,1.93,1.97,2,3.7,3.5,,,,1.73,2.1,2.05,1.85
epl,2024-2025,11/05/2025,Nott'm Forest,Leicester,2,2,15,10,4,6,4,4,11,11,3,3,0,0,D,1,1,D,T Harrington,1.33,5.25,8,,,,1.67,2.2,2.04,1.86,1.4,5,7,,,,1.62,2.3,1.88,2.02
epl,2024-2025,11/05/2025,Tottenham,Crystal Palace,0,2,8,23,1,10,4,8,12,10,1,1,0,0,A,0,1,A,C Kavanagh,2.63,3.6,2.5,,,,1.53,2.5,2.01,1.89,3.1,3.6,2.2,,,,1.67,2.2,1.95,1.95
epl,2024-2025,11/05/2025,Liverpool,Arsenal,2,2,14,15,5,7,3,1,13,10,1,1,0,1,D,2,0,H,A Taylor,2,3.6,3.6,,,,1.73,2.1,2.07,1.83,2.2,3.6,3.1,,,,1.62,2.3,1.95,1.95
epl,2024-2025,16/05/2025,Aston Villa,Tottenham,2,0,18,3,7,1,9,1,5,12,1,2,0,0,H,0,0,D,P Bankes,1.3,6,8.5,,,,1.36,3.2,1.88,2.02,1.25,6.5,9.5,,,,1.36,3.2,1.89,2.01
epl,2024-2025,16/05/2025,Chelsea,Man United,1,0,11,4,3,1,7,2,10,14,1,6,0,0,H,0,0,D,C Kavanagh,1.44,5,6.25,,,,1.5,2.63,1.99,1.91,1.55,4.5,5.25,,,,1.53,2.5,1.95,1.95
epl,2024-2025,18/05/2025,Everton,Southampton,2,0,13,6,5,2,4,5,6,10,1,1,0,0,H,2,0,H,M Oliver,1.4,4.75,7.5,,,,1.8,2,1.95,1.95,1.4,4.75,7,,,,1.73,2.1,1.95,1.95
epl,2024-2025,18/05/2025,West Ham,Nott'm Forest,1,2,16,10,5,5,8,7,14,7,6,3,0,0,A,0,1,A,S Barrott,2.75,3.3,2.55,,,,1.98,1.92,2.02,1.88,2.9,3.4,2.4,,,,2.02,1.88,1.81,2.09
epl,2024-2025,18/05/2025,Brentford,Fulham,2,3,11,16,6,7,5,3,12,8,4,4,0,0,A,2,1,H,J Gillett,1.91,3.9,3.6,,,,1.62,2.3,1.95,1.95,2,3.8,3.4,,,,1.62,2.3,2.06,1.84
epl,2024-2025,18/05/2025,Leicester,Ipswich,2,0,9,20,3,2,2,2,15,12,1,0,0,0,H,1,0,H,A Kitchen,2.3,3.6,2.9,,,,1.73,2.1,2.04,1.86,2.2,3.7,3,,,,1.62,2.3,1.99,1.91
epl,2024-2025,18/05/2025,Arsenal,Newcastle,1,0,12,14,4,5,10,7,9,9,3,3,0,0,H,0,0,D,S Hooper,1.95,3.7,3.7,,,,1.73,2.1,2.01,1.89,1.91,3.7,3.8,,,,1.73,2.1,1.95,1.95
epl,2024-2025,19/05/2025,Brighton,Liverpool,3,2,25,18,12,5,3,3,9,8,1,0,0,0,H,1,2,A,J Brooks,2.6,3.75,2.45,,,,1.44,2.75,2,1.9,2.15,3.8,3,,,,1.44,2.75,1.93,1.97
epl,2024-2025,20/05/2025,Crystal Palace,Wolves,4,2,14,12,10,3,0,10,14,8,1,2,0,0,H,2,1,H,D Webb,2.25,3.3,3.2,,,,2.02,1.88,1.98,1.92,2.35,3.3,3.1,,,,2.02,1.88,2.05,1.85
epl,2024-2025,20/05/2025,Man City,Bournemouth,3,1,12,8,5,2,3,1,7,13,1,3,1,1,H,2,0,H,T Bramall,1.55,4.33,5.75,,,,1.53,2.5,1.91,1.99,1.33,5.5,8,,,,1.5,2.63,1.95,1.95
epl,2024-2025,25/05/2025,Bournemouth,Leicester,2,0,20,3,7,0,6,1,19,16,0,2,0,0,H,0,0,D,L Smith,1.33,5.25,8.5,,,,1.5,2.63,1.9,1.95,1.33,5.5,8,,,,1.5,2.63,1.93,1.93
epl,2024-2025,25/05/2025,Fulham,Man City,0,2,13,20,3,5,1,6,11,5,0,0,0,0,A,0,1,A,A Madley,5,4.2,1.6,,,,1.53,2.5,1.85,2,5.75,4.5,1.5,,,,1.57,2.38,2.05,1.8
epl,2024-2025,25/05/2025,Ipswich,West Ham,1,3,14,10,4,6,4,0,10,9,1,1,0,0,A,0,1,A,T Robinson,3,3.8,2.2,,,,1.5,2.63,1.9,1.95,3.2,3.5,2.2,,,,1.73,2.1,1.93,1.93
epl,2024-2025,25/05/2025,Liverpool,Crystal Palace,1,1,14,8,3,5,11,0,7,10,1,0,1,0,D,0,1,A,D England,1.4,6,5.75,,,,1.3,3.5,2,1.85,1.36,6,6,,,,1.3,3.5,1.93,1.93
epl,2024-2025,25/05/2025,Man United,Aston Villa,2,0,25,6,10,1,4,3,10,10,2,2,0,1,H,0,0,D,T Bramall,4.33,4.2,1.7,,,,1.62,2.3,1.95,1.9,4.5,4.33,1.67,,,,1.57,2.38,2.03,1.83
epl,2024-2025,25/05/2025,Newcastle,Everton,0,1,17,14,6,6,12,3,12,9,1,4,0,0,A,0,0,D,T Harrington,1.33,5.5,8.5,,,,1.53,2.5,1.93,1.93,1.29,6,9.5,,,,1.44,2.75,2,1.85
epl,2024-2025,25/05/2025,Nott'm Forest,Chelsea,0,1,10,6,2,2,7,4,10,11,2,2,0,0,A,0,0,D,A Taylor,3,3.75,2.2,,,,1.67,2.2,1.93,1.93,3.4,3.75,2,,,,1.67,2.2,1.8,2.05
epl,2024-2025,25/05/2025,Southampton,Arsenal,1,2,7,23,2,8,5,8,7,8,0,0,0,0,A,0,1,A,D Bond,8.5,6,1.3,,,,1.5,2.63,2.03,1.83,12,6,1.25,,,,1.4,3,2.03,1.83
epl,2024-2025,25/05/2025,Tottenham,Brighton,1,4,4,23,2,8,2,11,13,8,3,1,0,0,A,1,0,H,R Jones,4.2,4.33,1.7,,,,1.33,3.4,2,1.85,3.7,4,1.85,,,,1.5,2.63,1.95,1.9
epl,2024-2025,25/05/2025,Wolves,Brentford,1,1,18,13,6,7,8,3,7,9,2,1,0,0,D,0,1,A,C Pawson,2.7,3.7,2.45,,,,1.53,2.5,2.03,1.83,2.9,3.7,2.25,,,,1.5,2.63,1.85,2
