league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,Referee,B365H,B365D,B365A,BWH,BWD,BWA,B365>2.5,B365<2.5,B365AHH,B365AHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,B365C>2.5,B365C<2.5,B365CAHH,B365CAHA
epl,2024-2025,27/10/2024,Arsenal,Liverpool,2,2,9,9,3,4,1,3,14,14,2,2,0,0,D,2,1,H,A Taylor,2.5,3.25,2.9,2.45,3.4,2.9,1.92,1.98,1.82,2.08,2.2,3.3,3.3,2.25,3.3,3.3,1.84,1.94,1.95,1.95
epl,2024-2025,02/11/2024,Newcastle,Arsenal,1,0,9,10,4,1,4,6,16,18,4,4,0,0,H,1,0,H,J Brooks,3.75,3.75,1.95,3.8,3.7,1.95,1.84,2.06,1.92,1.98,4,3.6,1.95,3.9,3.6,1.95,1.95,1.95,1.95,1.98
epl,2024-2025,02/11/2024,Bournemouth,Man City,2,1,12,18,6,4,3,10,11,6,2,1,0,0,H,1,0,H,M Oliver,5.5,4.2,1.57,5.25,4.5,1.57,1.57,2.38,1.91,1.99,5.75,4.2,1.55,5.5,4.4,1.55,1.57,2.38,1.98,1.95
epl,2024-2025,02/11/2024,Ipswich,Leicester,1,1,14,20,2,6,4,6,11,10,4,2,1,0,D,0,0,D,T Robinson,2.25,3.5,3.1,2.25,3.5,3.1,1.73,2.1,2,1.9,2.3,3.7,2.9,2.37,3.6,2.87,1.67,2.2,2.05,1.88
epl,2024-2025,02/11/2024,Liverpool,Brighton,2,1,16,13,8,5,10,7,10,18,1,1,0,0,H,0,1,A,T Harrington,1.4,5,7.5,1.41,5.25,6.75,1.4,3,2.04,1.86,1.36,5.25,7.5,1.39,5.5,7,1.4,3,2.01,1.92
epl,2024-2025,02/11/2024,Nott'm Forest,West Ham,3,0,19,4,6,2,11,6,7,9,1,2,0,1,H,1,0,H,P Bankes,2.15,3.5,3.4,2.15,3.5,3.3,1.89,2.01,1.87,2.03,2,3.5,3.75,2.05,3.4,3.6,2.03,1.87,2.07,1.86
epl,2024-2025,02/11/2024,Southampton,Everton,1,0,9,16,2,5,3,6,14,18,4,2,0,0,H,0,0,D,A Madley,2.63,3.4,2.63,2.55,3.5,2.65,1.84,2.06,1.95,1.95,2.63,3.25,2.63,2.65,3.2,2.7,1.99,1.91,1.95,1.98
epl,2024-2025,02/11/2024,Wolves,Crystal Palace,2,2,11,19,6,7,3,6,7,9,1,2,0,0,D,0,0,D,A Taylor,2.5,3.4,2.88,2.55,3.4,2.75,1.9,2,1.82,2.08,2.35,3.4,3,2.4,3.3,3,1.99,1.91,2.1,1.83
epl,2024-2025,03/11/2024,Tottenham,Aston Villa,4,1,16,12,6,1,6,4,14,14,2,0,0,0,H,0,1,A,C Pawson,1.91,4,3.6,1.88,4,3.7,1.44,2.75,1.95,1.95,1.91,4,3.5,1.93,4,3.5,1.44,2.75,2,1.93
epl,2024-2025,03/11/2024,Man United,Chelsea,1,1,11,12,4,3,4,8,19,14,6,2,0,0,D,0,0,D,R Jones,2.6,3.5,2.6,2.55,3.8,2.55,1.44,2.75,1.95,1.95,2.63,3.5,2.6,2.65,3.5,2.6,1.5,2.63,1.99,1.94
epl,2024-2025,04/11/2024,Fulham,Brentford,2,1,26,5,12,2,11,3,3,10,2,1,0,0,H,0,1,A,S Attwell,2,3.7,3.5,2.05,3.6,3.5,1.67,2.2,2.04,1.86,1.95,3.8,3.6,2,3.7,3.5,1.67,2.2,2,1.9
epl,2024-2025,09/11/2024,Brentford,Bournemouth,3,2,12,15,6,3,6,4,8,16,2,4,0,0,H,1,1,D,D Bond,2.5,3.5,2.7,2.4,3.6,2.8,1.62,2.3,1.89,2.01,2.6,3.5,2.63,2.6,3.5,2.65,1.67,2.2,1.93,2
epl,2024-2025,09/11/2024,Crystal Palace,Fulham,0,2,13,17,5,7,1,8,10,11,1,1,1,0,A,0,1,A,M Salisbury,2.7,3.5,2.55,2.6,3.4,2.7,1.95,1.95,1.99,1.91,3.3,3.25,2.25,3.3,3.3,2.25,2.1,1.73,1.93,2
epl,2024-2025,09/11/2024,West Ham,Everton,0,0,11,18,6,4,7,6,10,9,1,2,0,0,D,0,0,D,S Attwell,2.15,3.4,3.4,2.15,3.4,3.4,1.84,2.06,1.88,2.02,2.15,3.3,3.5,2.15,3.4,3.4,1.95,1.95,1.87,2.06
epl,2024-2025,09/11/2024,Wolves,Southampton,2,0,8,9,4,0,1,9,14,12,1,4,0,0,H,1,0,H,T Bramall,1.91,3.75,3.75,1.95,3.7,3.7,1.67,2.2,1.98,1.92,1.91,3.75,3.8,1.95,3.75,3.7,1.73,2.1,1.94,1.99
epl,2024-2025,09/11/2024,Brighton,Man City,2,1,10,15,4,6,0,4,12,10,3,3,0,0,H,0,1,A,S Barrott,4.1,4.2,1.73,4.33,4,1.77,1.53,2.5,1.95,1.95,4,4,1.8,4,4,1.82,1.44,2.75,1.86,2.07
epl,2024-2025,09/11/2024,Liverpool,Aston Villa,2,0,14,12,5,2,2,9,11,15,0,3,0,0,H,1,0,H,D Coote,1.42,5.25,6.5,1.44,5,6.25,1.44,2.75,1.87,2.03,1.45,4.75,6.25,1.5,4.6,6,1.57,2.38,2.05,1.88
epl,2024-2025,10/11/2024,Man United,Leicester,3,0,13,6,3,5,1,5,9,5,0,1,0,0,H,2,0,H,P Bankes,1.38,5.5,6.5,1.38,5.25,7.5,1.44,2.75,2.04,1.86,1.33,5.75,8,1.32,5.75,8.5,1.5,2.63,1.92,2.01
epl,2024-2025,10/11/2024,Nott'm Forest,Newcastle,1,3,9,17,3,6,4,5,13,6,1,1,0,0,A,1,0,H,A Taylor,2.7,3.3,2.7,2.7,3.3,2.65,1.97,1.93,1.95,1.95,2.7,3.3,2.6,2.7,3.3,2.65,1.97,1.93,2.01,1.92
epl,2024-2025,10/11/2024,Tottenham,Ipswich,1,2,17,8,5,3,12,2,10,19,1,5,0,0,A,0,2,A,D England,1.25,6.5,9,1.26,6.75,10,1.3,3.5,1.85,2.05,1.25,6.5,9.5,1.26,6.75,10,1.33,3.4,1.86,2.07
epl,2024-2025,10/11/2024,Chelsea,Arsenal,1,1,17,13,3,3,4,3,12,12,4,2,0,0,D,0,0,D,M Oliver,2.7,3.4,2.55,2.8,3.5,2.45,1.73,2.1,2.02,1.88,2.8,3.4,2.5,3,3.3,2.37,1.8,2,1.73,2.08
epl,2024-2025,23/11/2024,Leicester,Chelsea,1,2,4,16,1,7,2,9,15,12,4,3,0,0,A,0,1,A,A Madley,6.5,4.75,1.44,6.5,4.8,1.46,1.5,2.63,1.95,1.95,7,4.75,1.44,6.5,4.75,1.46,1.57,2.38,1.93,2
epl,2024-2025,23/11/2024,Arsenal,Nott'm Forest,3,0,19,7,7,0,8,1,10,1,3,2,0,0,H,1,0,H,S Hooper,1.38,4.75,9,1.37,5,8.75,1.8,2,1.87,2.03,1.4,4.75,7.5,1.41,4.75,8,1.87,2.03,1.98,1.95
epl,2024-2025,23/11/2024,Aston Villa,Crystal Palace,2,2,17,13,5,6,10,1,10,11,3,2,0,0,D,1,2,A,T Robinson,1.62,4,5.5,1.62,4.2,5.25,1.73,2.1,2.07,1.83,1.73,3.7,5,1.73,3.8,4.8,1.88,2.02,1.99,1.94
epl,2024-2025,23/11/2024,Bournemouth,Brighton,1,2,19,6,5,4,7,0,13,10,2,2,0,1,A,0,1,A,S Attwell,2.4,3.6,2.8,2.35,3.6,2.87,1.57,2.38,2.08,1.73,2.35,3.6,2.88,2.4,3.5,2.85,1.57,2.38,1.73,2.08
epl,2024-2025,23/11/2024,Everton,Brentford,0,0,27,9,5,2,10,4,8,10,0,0,0,1,D,0,0,D,C Kavanagh,2.45,3.4,2.88,2.4,3.4,2.95,1.86,2.04,2.08,1.73,2.3,3.4,3.1,2.35,3.3,3.1,1.88,2.02,2.06,1.87
epl,2024-2025,23/11/2024,Fulham,Wolves,1,4,10,10,3,5,7,2,14,14,3,0,0,0,A,1,1,D,R Jones,1.62,4,5.25,1.66,4,5,1.67,2.2,1.78,2.03,1.53,4.33,5.75,1.55,4.4,5.75,1.57,2.38,1.94,1.99
epl,2024-2025,23/11/2024,Man City,Tottenham,0,4,23,9,5,7,9,3,19,9,4,2,0,0,A,0,2,A,J Brooks,1.48,4.75,6,1.51,4.8,5.5,1.3,3.5,1.98,1.92,1.4,5,7,1.41,5.25,6.75,1.33,3.4,2.06,1.87
epl,2024-2025,24/11/2024,Southampton,Liverpool,2,3,7,27,5,11,3,10,11,9,3,4,0,0,A,1,1,D,S Barrott,11,5.75,1.27,10,6.25,1.28,1.44,2.75,1.9,2,8.5,5.25,1.33,8,5.75,1.34,1.4,3,2,1.93
epl,2024-2025,24/11/2024,Ipswich,Man United,1,1,11,11,6,4,4,3,11,10,0,0,0,0,D,1,1,D,A Taylor,5.25,4,1.62,4.8,4.2,1.65,1.57,2.38,1.83,2.07,5,4.1,1.65,4.8,4,1.68,1.67,2.2,2.06,1.87
epl,2024-2025,25/11/2024,Newcastle,West Ham,0,2,18,15,2,6,8,3,11,8,1,0,0,0,A,0,1,A,C Pawson,1.5,4.5,6,1.51,4.5,6,1.53,2.5,1.75,2.05,1.45,4.75,6.25,1.47,4.75,6.25,1.5,2.63,2.03,1.87
epl,2024-2025,29/11/2024,Brighton,Southampton,1,1,22,10,5,2,7,6,20,16,2,4,0,0,D,1,0,H,R Jones,1.38,5,7.5,1.38,5.25,7.5,1.44,2.75,2.02,1.88,1.38,5.25,7.5,1.4,5.25,7,1.36,3.2,2.01,1.89
epl,2024-2025,30/11/2024,Brentford,Leicester,4,1,13,7,6,3,5,4,9,10,1,1,0,0,H,3,1,H,M Oliver,1.65,4.2,4.75,1.68,4.1,4.6,1.57,2.38,1.85,2.05,1.6,4.33,5,1.63,4.2,5,1.57,2.38,2.04,1.86
epl,2024-2025,30/11/2024,Crystal Palace,Newcastle,1,1,16,1,4,0,8,9,12,11,3,3,0,0,D,0,0,D,D England,2.9,3.6,2.3,2.95,3.5,2.35,1.8,2,1.87,2.03,3.2,3.4,2.2,3.2,3.4,2.25,1.88,2.02,1.95,1.95
epl,2024-2025,30/11/2024,Nott'm Forest,Ipswich,1,0,12,7,5,3,8,7,5,16,1,3,0,0,H,0,0,D,T Harrington,1.7,3.8,4.75,1.73,3.8,4.75,1.92,1.98,1.92,1.86,1.7,4,4.75,1.73,3.9,4.75,1.73,2.1,1.91,1.99
epl,2024-2025,30/11/2024,Wolves,Bournemouth,2,4,10,12,3,8,3,4,13,11,4,1,0,0,A,1,3,A,P Bankes,2.8,3.6,2.4,2.65,3.6,2.5,1.67,2.2,2.09,1.81,2.63,3.5,2.6,2.7,3.4,2.55,1.73,2.1,1.98,1.92
epl,2024-2025,30/11/2024,West Ham,Arsenal,2,5,12,16,5,7,2,10,10,13,4,1,0,0,A,2,5,A,A Taylor,7,4.5,1.45,6.5,4.5,1.49,1.73,2.1,1.87,2.03,7,4.5,1.42,7,4.75,1.44,1.67,2.2,1.92,1.98
epl,2024-2025,01/12/2024,Chelsea,Aston Villa,3,0,17,10,8,4,3,4,21,6,2,2,0,0,H,2,0,H,S Attwell,1.7,4.1,4.5,1.75,4.1,4.33,1.53,2.5,1.89,2.01,1.7,4,4.5,1.72,4.1,4.5,1.57,2.38,1.97,1.96
epl,2024-2025,01/12/2024,Man United,Everton,4,0,11,8,5,2,2,2,12,12,2,3,0,0,H,2,0,H,J Brooks,1.53,4.2,6,1.51,4.5,6.25,1.73,2.1,1.93,1.97,1.57,4,5.75,1.6,4.1,5.5,1.8,2,2.05,1.88
epl,2024-2025,01/12/2024,Tottenham,Fulham,1,1,8,14,3,6,7,11,4,14,0,1,0,1,D,0,0,D,D Bond,1.7,4.5,4.1,1.7,4.33,4.33,1.44,2.75,1.91,1.99,1.95,4.2,3.3,1.95,4,3.5,1.4,3,2,1.93
epl,2024-2025,01/12/2024,Liverpool,Man City,2,0,18,8,7,2,7,4,9,8,1,3,0,0,H,1,0,H,C Kavanagh,2.1,3.6,3.3,2.1,3.75,3.25,1.57,2.38,1.85,2.05,2,3.8,3.5,2,3.7,3.5,1.49,2.45,2.07,1.86
epl,2024-2025,03/12/2024,Ipswich,Crystal Palace,0,1,9,13,2,3,4,7,14,13,2,4,0,0,A,0,0,D,C Pawson,3,3.4,2.35,3,3.3,2.4,2.01,1.89,1.85,2.05,3.2,3.4,2.25,3.2,3.25,2.3,2.04,1.86,1.92,1.98
epl,2024-2025,03/12/2024,Leicester,West Ham,3,1,8,31,6,10,3,9,9,7,2,2,0,0,H,1,0,H,J Smith,2.9,3.4,2.38,2.9,3.4,2.45,1.73,2.1,1.81,2.09,3,3.5,2.3,2.9,3.4,2.45,1.8,2,1.83,2.07
epl,2024-2025,04/12/2024,Everton,Wolves,4,0,13,6,4,2,3,4,10,8,2,0,0,0,H,2,0,H,M Salisbury,2.1,3.4,3.5,2.1,3.5,3.4,2.03,1.87,1.85,2.05,2.1,3.3,3.6,2.1,3.3,3.7,2.07,1.83,1.85,2.08
epl,2024-2025,04/12/2024,Man City,Nott'm Forest,3,0,17,12,7,3,8,2,7,15,2,4,0,0,H,2,0,H,M Oliver,1.36,4.75,9,1.37,5.25,8,1.57,2.38,2.05,1.85,1.3,5.25,9.5,1.33,5.75,8.5,1.44,2.75,1.89,2.04
epl,2024-2025,04/12/2024,Newcastle,Liverpool,3,3,17,16,6,5,5,6,9,17,2,5,0,0,D,1,0,H,A Madley,4.2,4,1.75,4.2,4,1.78,1.57,2.38,1.89,2.01,3.5,3.75,2,3.5,3.7,2,1.62,2.3,1.88,2.05
epl,2024-2025,04/12/2024,Southampton,Chelsea,1,5,6,26,4,13,5,7,7,14,1,0,1,0,A,1,3,A,T Harrington,8.5,5.25,1.33,8,5.5,1.35,1.44,2.75,1.98,1.92,8.5,5.5,1.3,8.5,6,1.32,1.36,3.2,2.07,1.86
epl,2024-2025,04/12/2024,Arsenal,Man United,2,0,14,5,6,2,13,0,12,8,1,3,0,0,H,0,0,D,S Barrott,1.44,4.5,7,1.47,4.6,6.5,1.62,2.3,2.01,1.89,1.45,4.33,6.25,1.44,4.8,6.75,1.62,2.3,2.07,1.86
epl,2024-2025,04/12/2024,Aston Villa,Brentford,3,1,20,9,10,1,10,5,11,15,2,2,0,0,H,3,0,H,L Smith,1.8,3.75,4.33,1.78,4,4.2,1.57,2.38,2.03,1.87,1.67,4,5,1.7,4,4.6,1.53,2.5,1.85,2.08
epl,2024-2025,05/12/2024,Fulham,Brighton,3,1,6,13,2,3,5,6,7,8,2,2,0,0,H,1,0,H,P Bankes,2.35,3.6,2.88,2.3,3.6,2.9,1.62,2.3,2.06,1.84,2.55,3.6,2.6,2.6,3.5,2.65,1.67,2.2,1.94,1.99
epl,2024-2025,05/12/2024,Bournemouth,Tottenham,1,0,21,12,8,4,5,9,15,8,2,2,0,0,H,1,0,H,S Hooper,2.63,3.75,2.45,2.7,3.9,2.37,1.44,2.75,2.04,1.86,2.1,4,3,2.2,3.75,3,1.44,2.75,1.95,1.98
epl,2024-2025,07/12/2024,Aston Villa,Southampton,1,0,18,4,5,0,14,1,18,15,1,3,0,0,H,1,0,H,D Bond,1.36,5.5,7,1.37,5.25,7.75,1.44,2.75,2.01,1.89,1.3,5.5,9,1.31,5.75,9,1.44,2.75,1.89,2.04
epl,2024-2025,07/12/2024,Brentford,Newcastle,4,2,11,16,8,3,3,4,10,7,3,0,0,0,H,2,2,D,T Robinson,2.88,3.75,2.3,2.8,3.7,2.37,1.57,2.38,1.84,2.06,2.88,3.75,2.3,2.9,3.6,2.35,1.57,2.38,1.88,2.05
epl,2024-2025,07/12/2024,Crystal Palace,Man City,2,2,12,12,3,4,6,8,4,10,1,0,0,1,D,1,1,D,R Jones,5.5,4.2,1.57,5.5,4.33,1.58,1.62,2.3,1.89,2.01,4.5,4,1.73,4.4,4,1.75,1.62,2.3,1.95,1.95
epl,2024-2025,07/12/2024,Man United,Nott'm Forest,2,3,17,11,7,3,5,3,10,13,0,2,0,0,A,1,1,D,D England,1.65,3.9,5.25,1.66,4,5,1.8,2,1.85,2.05,1.67,3.9,5,1.71,3.9,4.8,1.73,2.1,1.9,2.03
epl,2024-2025,08/12/2024,Fulham,Arsenal,1,1,2,12,2,4,0,6,10,9,4,2,0,0,D,1,0,H,C Kavanagh,5,4.33,1.6,5.5,4.2,1.6,1.8,2,1.85,2.05,5,4.33,1.62,5.25,4.2,1.61,1.73,2.1,1.75,2.05
epl,2024-2025,08/12/2024,Ipswich,Bournemouth,1,2,18,22,5,6,6,13,9,13,2,1,0,0,A,1,0,H,M Salisbury,3.5,3.75,2,3.4,3.6,2.05,1.73,2.1,1.87,2.03,3.7,3.8,1.91,3.8,3.75,1.93,1.67,2.2,1.95,1.95
epl,2024-2025,08/12/2024,Leicester,Brighton,2,2,10,16,3,7,5,5,9,10,1,2,0,0,D,0,1,A,S Attwell,4.5,3.8,1.73,4.5,4.1,1.71,1.57,2.38,1.95,1.95,5,4.2,1.65,4.8,4.2,1.65,1.53,2.5,2.06,1.84
epl,2024-2025,08/12/2024,Tottenham,Chelsea,3,4,13,17,5,8,5,10,17,11,2,2,0,0,A,2,1,H,A Taylor,3.4,3.9,2,3.1,4,2.1,1.36,3.2,1.86,2.04,2.88,4,2.2,2.8,3.9,2.25,1.33,3.4,1.9,2
epl,2024-2025,09/12/2024,West Ham,Wolves,2,1,19,19,4,5,11,0,12,17,5,4,0,0,H,0,0,D,J Brooks,1.9,3.9,3.75,1.93,3.75,3.75,1.62,2.3,1.93,1.97,1.8,3.9,4.2,1.85,3.75,4.1,1.67,2.2,2.05,1.85
epl,2024-2025,14/12/2024,Arsenal,Everton,0,0,13,2,5,0,8,2,6,9,0,3,0,0,D,0,0,D,C Pawson,1.22,6.5,12,1.24,6.5,12.5,1.67,2.2,1.95,1.95,1.22,6.5,13,1.26,6.25,11.5,1.62,2.3,2.05,1.88
epl,2024-2025,14/12/2024,Liverpool,Fulham,2,2,16,12,4,3,5,4,10,7,3,4,1,0,D,0,1,A,T Harrington,1.33,5.5,8,1.31,5.75,9.25,1.5,2.63,1.91,1.99,1.29,6,9,1.29,6.25,9,1.36,3.2,2.02,1.91
epl,2024-2025,14/12/2024,Newcastle,Leicester,4,0,27,4,11,1,5,2,7,16,3,3,0,0,H,1,0,H,T Bramall,1.3,6,8.5,1.33,5.5,9,1.44,2.75,1.85,2.05,1.29,6.25,9,1.28,6.25,9.5,1.36,3.2,1.98,1.95
epl,2024-2025,14/12/2024,Wolves,Ipswich,1,2,16,10,6,5,7,3,13,9,0,2,1,0,A,0,1,A,S Hooper,1.9,3.8,3.8,1.88,3.8,3.9,1.73,2.1,1.92,1.98,1.91,3.7,3.75,1.98,3.6,3.7,1.8,2,1.98,1.95
epl,2024-2025,14/12/2024,Nott'm Forest,Aston Villa,2,1,17,8,6,2,4,3,12,6,0,1,0,0,H,0,0,D,S Barrott,2.63,3.3,2.7,2.6,3.4,2.65,1.9,2,1.91,1.99,2.7,3.2,2.75,2.65,3.1,2.8,2,1.8,1.94,1.99
epl,2024-2025,15/12/2024,Brighton,Crystal Palace,1,3,17,13,5,5,8,5,11,15,1,4,0,0,A,0,2,A,M Oliver,1.85,3.8,3.9,1.87,3.8,3.9,1.73,2.1,1.9,2,1.91,3.6,3.9,1.88,3.6,4.1,1.73,2.1,1.97,1.96
epl,2024-2025,15/12/2024,Man City,Man United,1,2,10,10,3,3,8,2,5,14,1,1,0,0,A,1,0,H,A Taylor,1.57,4.5,5,1.55,4.6,5.25,1.44,2.75,1.95,1.95,1.5,4.75,5.75,1.51,4.8,5.5,1.44,2.75,2.05,1.75
epl,2024-2025,15/12/2024,Chelsea,Brentford,2,1,26,9,8,4,8,5,11,7,0,2,1,0,H,1,0,H,P Bankes,1.33,6,7.5,1.34,6,7.75,1.33,3.4,1.87,2.03,1.33,6,7.5,1.37,5.75,7,1.33,3.4,1.91,2.02
epl,2024-2025,15/12/2024,Southampton,Tottenham,0,5,9,18,3,9,2,5,8,15,1,3,0,0,A,0,5,A,D England,4.33,4.5,1.67,4.2,4.33,1.72,1.3,3.5,2.05,1.85,3.9,4.5,1.75,3.9,4.4,1.77,1.25,4,1.95,1.98
epl,2024-2025,16/12/2024,Bournemouth,West Ham,1,1,29,16,9,3,12,6,6,11,0,2,0,0,D,0,0,D,C Kavanagh,1.7,4,4.75,1.71,4.2,4.4,1.53,2.5,1.92,1.98,1.73,4.1,4.2,1.71,4.2,4.5,1.53,2.5,1.99,1.91
epl,2024-2025,21/12/2024,Aston Villa,Man City,2,1,11,12,6,6,5,4,14,7,3,3,0,0,H,1,0,H,P Bankes,3.25,3.7,2.1,3.25,3.75,2.1,1.57,2.38,2.04,1.86,3.1,3.6,2.2,3.2,3.6,2.15,1.62,2.3,1.98,1.95
epl,2024-2025,21/12/2024,Brentford,Nott'm Forest,0,2,7,10,3,6,9,5,9,14,3,4,0,0,A,0,1,A,M Oliver,2.3,3.6,2.9,2.25,3.5,3,1.73,2.1,2.05,1.85,2.5,3.6,2.7,2.45,3.5,2.8,1.57,2.38,1.87,2.06
epl,2024-2025,21/12/2024,Ipswich,Newcastle,0,4,10,15,2,7,2,1,9,7,2,0,0,0,A,0,3,A,S Attwell,4.75,3.75,1.73,4.5,4,1.73,1.62,2.3,1.95,1.95,4.75,3.9,1.73,4.6,4,1.71,1.57,2.38,1.99,1.94
epl,2024-2025,21/12/2024,West Ham,Brighton,1,1,11,12,4,6,8,4,14,20,2,2,0,0,D,0,0,D,R Jones,2.88,3.7,2.35,2.85,3.7,2.35,1.5,2.63,1.83,2.07,2.75,3.6,2.45,2.75,3.6,2.4,1.5,2.63,2.08,1.85
epl,2024-2025,21/12/2024,Crystal Palace,Arsenal,1,5,15,14,6,6,3,3,9,8,2,2,0,0,A,1,3,A,S Hooper,6.25,4.2,1.55,5.75,4.1,1.58,1.87,2.03,1.95,1.95,7,4.33,1.48,6.75,4.5,1.49,1.85,2.05,2.05,1.75
epl,2024-2025,22/12/2024,Everton,Chelsea,0,0,5,12,4,5,2,5,20,12,4,1,0,0,D,0,0,D,C Kavanagh,5,4.2,1.62,5.25,4.1,1.63,1.67,2.2,2.03,1.78,4.5,4.1,1.67,4.8,4.1,1.68,1.62,2.3,2.04,1.89
epl,2024-2025,22/12/2024,Fulham,Southampton,0,0,16,5,5,1,6,5,8,15,1,3,0,0,D,0,0,D,T Robinson,1.42,4.75,7,1.43,5,6.75,1.57,2.38,1.92,1.98,1.57,4.2,5.75,1.61,4.2,5.25,1.73,2.1,2.05,1.88
epl,2024-2025,22/12/2024,Leicester,Wolves,0,3,9,8,5,4,6,1,15,16,2,0,0,0,A,0,3,A,A Taylor,2.55,3.4,2.7,2.45,3.6,2.7,1.67,2.2,1.9,2,2.9,3.4,2.38,2.95,3.4,2.4,1.67,2.2,1.85,2.08
epl,2024-2025,22/12/2024,Man United,Bournemouth,0,3,23,10,7,5,13,1,11,11,1,3,0,0,A,0,1,A,C Pawson,1.8,3.8,4.2,1.83,3.9,4,1.57,2.38,1.85,2.05,1.8,3.7,4.33,1.85,3.75,4.1,1.73,2.1,1.86,2.07
epl,2024-2025,22/12/2024,Tottenham,Liverpool,3,6,9,24,5,12,7,5,7,9,1,2,0,0,A,1,3,A,S Barrott,4.5,4,1.73,4.1,4.33,1.75,1.3,3.5,2.01,1.89,4.75,4.5,1.6,4.5,4.6,1.63,1.29,3.75,1.91,2.02
epl,2024-2025,26/12/2024,Man City,Everton,1,1,24,8,5,3,8,5,5,10,1,4,0,0,D,1,1,D,S Hooper,1.33,5.5,7.5,1.35,5.5,8.25,1.53,2.5,1.98,1.92,1.33,5.5,8.5,1.35,5.25,8.25,1.5,2.63,2.01,1.92
epl,2024-2025,26/12/2024,Bournemouth,Crystal Palace,0,0,18,10,4,4,5,2,13,12,2,2,0,0,D,0,0,D,T Bramall,1.9,3.8,3.8,1.9,3.7,3.9,1.73,2.1,1.93,1.97,2.1,3.6,3.4,2.1,3.6,3.3,1.67,2.2,1.85,2.08
epl,2024-2025,26/12/2024,Chelsea,Fulham,1,2,12,14,8,7,3,1,13,13,1,3,0,0,A,1,0,H,S Barrott,1.48,4.75,6,1.49,4.8,6,1.44,2.75,2.02,1.88,1.45,5.25,5.75,1.47,4.8,6,1.5,2.63,2.02,1.91
epl,2024-2025,26/12/2024,Newcastle,Aston Villa,3,0,22,4,8,1,9,6,15,10,2,1,0,1,H,1,0,H,A Taylor,1.91,3.8,3.75,1.9,3.9,3.75,1.62,2.3,1.95,1.95,1.9,3.8,3.8,1.93,3.75,3.7,1.62,2.3,1.95,1.98
epl,2024-2025,26/12/2024,Nott'm Forest,Tottenham,1,0,10,13,3,4,2,7,12,13,3,2,0,1,H,1,0,H,C Pawson,2.3,3.75,2.88,2.35,3.8,2.75,1.5,2.63,2.06,1.84,2.1,3.9,3,2.15,3.8,3.1,1.4,3,1.91,2.02
epl,2024-2025,26/12/2024,Southampton,West Ham,0,1,18,16,5,2,2,2,15,8,1,2,0,0,A,0,0,D,L Smith,3.25,3.5,2.2,3.25,3.7,2.15,1.67,2.2,1.98,1.92,3.1,3.5,2.25,3.1,3.5,2.3,1.73,2.1,1.91,2.02
epl,2024-2025,26/12/2024,Wolves,Man United,2,0,7,11,4,4,4,4,12,12,2,2,0,1,H,0,0,D,T Harrington,3.9,3.7,1.91,3.7,3.7,1.95,1.67,2.2,1.95,1.95,4.33,3.8,1.8,4.33,3.75,1.82,1.73,2.1,1.87,2.06
epl,2024-2025,26/12/2024,Liverpool,Leicester,3,1,19,4,7,1,14,1,17,5,3,2,0,0,H,1,1,D,D Bond,1.08,12,23,1.09,13,23,1.2,4.5,1.86,2.04,1.07,12,23,1.08,13.5,29,1.17,5,1.99,1.94
epl,2024-2025,27/12/2024,Brighton,Brentford,0,0,24,8,7,3,5,3,6,12,0,2,0,0,D,0,0,D,A Madley,1.62,4.33,4.75,1.63,4.4,4.75,1.44,2.75,2.04,1.86,1.6,4.5,4.75,1.62,4.4,4.8,1.44,2.75,2.03,1.87
epl,2024-2025,27/12/2024,Arsenal,Ipswich,1,0,13,3,5,0,5,1,7,12,1,1,0,0,H,1,0,H,D England,1.14,9,15,1.16,8.5,16.5,1.4,3,2.04,1.89,1.14,8.5,17,1.16,8.5,16,1.36,3.2,2.02,1.91
epl,2024-2025,29/12/2024,Leicester,Man City,0,2,11,14,4,5,4,4,11,6,2,1,0,0,A,0,1,A,M Oliver,7.5,5.5,1.36,8,5.75,1.34,1.36,3.2,2,1.9,9.5,6.25,1.27,9.5,6.5,1.28,1.33,3.4,2.01,1.92
epl,2024-2025,29/12/2024,Crystal Palace,Southampton,2,1,19,7,10,3,8,7,18,19,2,3,0,0,H,1,1,D,M Salisbury,1.57,3.9,5.5,1.6,4.2,5.5,1.73,2.1,2.07,1.83,1.5,4.33,6.25,1.52,4.33,6.25,1.67,2.2,1.89,2.04
epl,2024-2025,29/12/2024,Everton,Nott'm Forest,0,2,13,11,2,7,5,4,13,10,4,1,0,0,A,0,1,A,T Harrington,2.6,3.2,2.8,2.6,3.2,2.8,2.2,1.67,1.88,2.02,2.63,3.1,2.88,2.6,3.1,2.9,2.3,1.62,1.85,2.08
epl,2024-2025,29/12/2024,Fulham,Bournemouth,2,2,11,16,6,9,1,7,7,16,1,3,0,0,D,1,0,H,R Jones,2.3,3.6,2.88,2.35,3.6,2.9,1.67,2.2,2.05,1.85,2.25,3.4,3.2,2.3,3.4,3.1,1.8,2,1.97,1.96
