league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
serie-a,2014-2015,30/08/14,Chievo,Juventus,0,1,7,21,2,3,4,11,13,14,2,1,0,0,A,0,1,A,7,4,1.5,6,3.9,1.55,5.6,3.9,1.55
serie-a,2014-2015,30/08/14,Roma,Fiorentina,2,0,20,10,5,4,2,0,15,17,4,4,0,0,H,1,0,H,1.67,3.8,5,1.75,3.65,4.5,1.7,3.6,4.7
serie-a,2014-2015,31/08/14,Atalanta,Verona,0,0,11,9,1,3,6,2,17,16,2,3,0,0,D,0,0,D,2.05,3.4,3.6,2.1,3.2,3.6,2.1,3.3,3.3
serie-a,2014-2015,31/08/14,Cesena,Parma,1,0,9,12,5,1,4,7,10,19,2,1,0,0,H,1,0,H,3.1,3.2,2.35,3,3.1,2.4,2.85,3.2,2.4
serie-a,2014-2015,31/08/14,Genoa,Napoli,1,2,11,15,5,5,7,5,10,10,3,1,0,0,A,1,1,D,3.9,3.4,1.95,3.5,3.4,2.05,3.3,3.3,2.1
serie-a,2014-2015,31/08/14,Milan,Lazio,3,1,7,19,4,4,0,10,10,20,2,3,0,0,H,1,0,H,2,3.4,3.75,2,3.4,3.65,2,3.3,3.6
serie-a,2014-2015,31/08/14,Palermo,Sampdoria,1,1,8,10,1,3,1,7,15,18,1,2,0,1,D,1,0,H,2.2,3.25,3.3,2.25,3.2,3.2,2.1,3.3,3.3
serie-a,2014-2015,31/08/14,Sassuolo,Cagliari,1,1,13,10,5,4,4,4,22,26,3,2,0,0,D,1,1,D,2.3,3.4,3,2.3,3.4,2.95,2.3,3.3,2.9
serie-a,2014-2015,31/08/14,Torino,Inter,0,0,11,14,2,2,6,10,9,10,1,1,0,1,D,0,0,D,3.1,3.3,2.3,3,3.3,2.3,2.75,3.3,2.4
serie-a,2014-2015,31/08/14,Udinese,Empoli,2,0,15,13,5,2,3,9,10,9,2,2,0,0,H,0,0,D,1.8,3.5,4.5,1.83,3.5,4.25,1.8,3.5,4.2
serie-a,2014-2015,13/09/14,Empoli,Roma,0,1,17,5,3,2,7,0,4,10,0,1,0,0,A,0,1,A,5.5,3.75,1.62,6,3.9,1.62,5.4,3.7,1.6
serie-a,2014-2015,13/09/14,Juventus,Udinese,2,0,18,9,7,1,4,6,13,14,0,1,0,0,H,1,0,H,1.4,4.5,8,1.45,4.33,8.25,1.4,4.4,7.3
serie-a,2014-2015,14/09/14,Cagliari,Atalanta,1,2,19,7,9,3,7,7,14,21,4,4,0,0,A,0,1,A,2.25,3.4,3.1,2.3,3.2,3.1,2.2,3.2,3.2
serie-a,2014-2015,14/09/14,Fiorentina,Genoa,0,0,22,6,7,1,12,3,13,18,1,3,0,1,D,0,0,D,1.57,3.8,6,1.62,4.1,5.5,1.6,3.7,5.4
serie-a,2014-2015,14/09/14,Inter,Sassuolo,7,0,22,14,11,2,6,1,16,12,0,1,0,1,H,4,0,H,1.44,4.33,7,1.5,3.85,7,1.4,4.4,7.3
serie-a,2014-2015,14/09/14,Lazio,Cesena,3,0,17,7,6,1,7,1,26,10,3,1,0,0,H,1,0,H,1.33,5,9,1.35,4.5,9.5,1.4,4.4,7.3
serie-a,2014-2015,14/09/14,Napoli,Chievo,0,1,33,8,9,1,15,2,14,12,2,2,0,0,A,0,0,D,1.36,4.75,8,1.4,4.5,7.5,1.35,4.8,7.6
serie-a,2014-2015,14/09/14,Parma,Milan,4,5,11,11,3,7,5,4,24,12,3,1,1,1,A,1,3,A,2.7,3.2,2.6,2.9,3.4,2.5,2.65,3.3,2.5
serie-a,2014-2015,14/09/14,Sampdoria,Torino,2,0,8,10,4,0,3,5,18,17,3,4,0,0,H,1,0,H,2.4,3.1,3.1,2.55,3.2,2.95,2.3,3.2,3
serie-a,2014-2015,15/09/14,Verona,Palermo,2,1,14,18,5,4,10,5,9,12,4,2,0,0,H,1,1,D,2.2,3.3,3.3,2.25,3.25,3.5,2.2,3.2,3.2
serie-a,2014-2015,20/09/14,Cesena,Empoli,2,2,8,18,5,6,3,7,20,9,4,1,0,0,D,2,0,H,2.8,3,2.7,2.75,3.2,2.75,2.6,3.2,2.6
