league,season,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
ligue-1,2017-2018,04/08/17,Monaco,Toulouse,3,2,17,6,7,3,8,2,12,23,1,3,0,0,H,1,1,D,1.3,5.5,10,1.3,5.75,9.75,1.35,4.7,7.9
ligue-1,2017-2018,05/08/17,Lyon,Strasbourg,4,0,12,7,7,1,3,4,11,16,2,3,0,0,H,1,0,H,1.36,5,8.5,1.36,5,8.5,1.4,4.3,7.5
ligue-1,2017-2018,05/08/17,Metz,Guingamp,1,3,6,13,4,5,3,3,9,13,1,2,0,0,A,1,1,D,2.8,3.2,2.63,2.8,3.2,2.65,2.65,3.1,2.65
ligue-1,2017-2018,05/08/17,Montpellier,Caen,1,0,10,8,2,1,9,3,9,11,2,1,0,0,H,0,0,D,1.91,3.5,4.2,1.83,3.6,4.5,1.85,3.4,4.1
ligue-1,2017-2018,05/08/17,Paris SG,Amiens,2,0,16,7,5,1,8,3,9,12,0,1,0,0,H,1,0,H,1.11,9,25,1.12,9.25,21,1.17,6.5,14
ligue-1,2017-2018,05/08/17,St Etienne,Nice,1,0,8,6,3,2,2,7,11,8,2,1,0,0,H,1,0,H,2.2,3.2,3.5,2.25,3.2,3.4,2.3,3.1,3.1
ligue-1,2017-2018,05/08/17,Troyes,Rennes,1,1,11,16,4,4,6,7,13,8,1,0,0,0,D,0,0,D,2.6,3.1,2.9,2.7,3.2,2.75,2.5,3.1,2.8
ligue-1,2017-2018,06/08/17,Angers,Bordeaux,2,2,9,7,5,4,0,5,16,15,3,2,0,0,D,1,1,D,2.5,3.1,3.1,2.55,3.1,2.95,2.5,3.1,2.8
ligue-1,2017-2018,06/08/17,Lille,Nantes,3,0,14,9,5,4,15,3,11,17,2,3,0,0,H,0,0,D,2,3.2,4.1,2.05,3.25,4,2.3,3.1,3.1
ligue-1,2017-2018,06/08/17,Marseille,Dijon,3,0,18,12,5,1,7,3,7,10,1,0,0,0,H,0,0,D,1.4,4.75,8,1.4,4.75,8,1.45,4,7
ligue-1,2017-2018,11/08/17,Nice,Troyes,1,2,20,10,6,4,10,4,11,8,2,3,0,0,A,0,0,D,1.53,4,7,1.53,4.1,6.75,1.6,3.6,5.6
ligue-1,2017-2018,11/08/17,Rennes,Lyon,1,2,17,17,5,8,14,2,9,16,1,3,0,0,A,0,0,D,3.6,3.5,2,3.75,3.5,2,3.45,3.15,2.1
ligue-1,2017-2018,12/08/17,Amiens,Angers,0,2,10,12,1,6,5,5,8,18,3,2,0,0,A,0,1,A,2.9,3.1,2.63,2.9,2.95,2.75,2.7,3,2.7
ligue-1,2017-2018,12/08/17,Bordeaux,Metz,2,0,12,6,5,1,5,1,17,10,1,2,0,0,H,1,0,H,1.44,4.2,8.5,1.45,4.4,7.5,1.5,3.9,6.3
ligue-1,2017-2018,12/08/17,Caen,St Etienne,0,1,10,6,4,4,8,2,12,15,1,1,0,0,A,0,0,D,3,3.1,2.5,2.85,3.2,2.6,2.8,3.1,2.5
ligue-1,2017-2018,12/08/17,Nantes,Marseille,0,1,14,13,3,10,6,9,13,12,1,3,0,0,A,0,0,D,3.5,3.4,2.15,3.6,3.4,2.1,3.45,3.15,2.1
ligue-1,2017-2018,12/08/17,Toulouse,Montpellier,1,0,8,14,4,1,5,3,25,12,4,3,0,0,H,1,0,H,2.2,3.2,3.5,2.2,3.25,3.5,2.1,3.15,3.45
ligue-1,2017-2018,13/08/17,Dijon,Monaco,1,4,15,16,3,6,6,10,10,12,0,2,0,0,A,1,3,A,7,4.2,1.5,6.5,4.33,1.5,5.6,3.6,1.6
ligue-1,2017-2018,13/08/17,Guingamp,Paris SG,0,3,4,21,0,8,4,6,9,13,2,2,0,0,A,0,0,D,15,6,1.22,12,5.75,1.26,10.3,5.5,1.25
ligue-1,2017-2018,13/08/17,Strasbourg,Lille,3,0,22,12,9,2,7,5,8,13,1,2,0,1,H,0,0,D,3.75,3.3,2.1,3.6,3.25,2.15,3.3,3.1,2.2
ligue-1,2017-2018,18/08/17,Metz,Monaco,0,1,9,22,5,5,6,6,17,16,2,1,0,0,A,0,0,D,10,5,1.3,9.5,5.25,1.33,7.9,4.7,1.35
ligue-1,2017-2018,19/08/17,Lyon,Bordeaux,3,3,8,16,5,6,0,8,20,16,2,2,1,0,D,2,1,H,1.57,4.33,5.5,1.6,4,5.75,1.6,3.6,5.6
ligue-1,2017-2018,19/08/17,Montpellier,Strasbourg,1,1,16,7,5,1,9,2,6,18,2,3,0,0,D,0,1,A,1.85,3.5,4.5,1.87,3.5,4.33,1.7,3.5,4.85
ligue-1,2017-2018,19/08/17,Nice,Guingamp,2,0,14,13,8,1,4,5,12,15,2,2,0,0,H,1,0,H,2,3.3,4,1.95,3.3,4.25,1.9,3.35,3.9
ligue-1,2017-2018,19/08/17,Rennes,Dijon,2,2,14,12,7,4,7,0,9,13,2,4,0,0,D,1,0,H,1.6,3.9,6,1.62,3.8,6,1.6,3.6,5.6
ligue-1,2017-2018,19/08/17,St Etienne,Amiens,3,0,13,16,5,1,3,11,11,12,2,2,0,0,H,2,0,H,1.53,4,7,1.5,3.9,7.75,1.5,3.9,6.3
ligue-1,2017-2018,19/08/17,Troyes,Nantes,0,1,8,11,1,4,2,10,7,8,1,0,0,1,A,0,0,D,2.5,3.1,3.1,2.55,3.2,2.9,2.65,3.1,2.65
ligue-1,2017-2018,20/08/17,Lille,Caen,0,2,15,11,4,3,5,3,9,12,2,2,0,0,A,0,1,A,1.6,3.8,6,1.62,4,5.5,1.65,3.5,5.3
ligue-1,2017-2018,20/08/17,Marseille,Angers,1,1,12,11,2,4,11,2,20,7,3,2,1,0,D,1,0,H,1.6,3.9,5.75,1.62,3.9,5.75,1.5,3.9,6.3
ligue-1,2017-2018,20/08/17,Paris SG,Toulouse,6,2,24,7,15,1,7,1,8,19,0,4,1,0,H,2,1,H,1.08,11,34,1.09,10.5,29,1.12,8,16
ligue-1,2017-2018,25/08/17,Paris SG,St Etienne,3,0,14,12,4,2,8,3,20,12,2,3,0,0,H,1,0,H,1.08,11,29,1.09,10.5,29,1.1,8,20
ligue-1,2017-2018,26/08/17,Amiens,Nice,3,0,12,12,4,3,3,4,14,7,3,3,0,0,H,2,0,H,3.3,3.2,2.3,3.5,3.25,2.2,3.1,3.1,2.3
ligue-1,2017-2018,26/08/17,Bordeaux,Troyes,2,1,12,5,8,2,4,4,9,17,0,1,0,0,H,1,0,H,1.44,4.5,7.5,1.44,4.4,7.75,1.4,4.3,7.5
ligue-1,2017-2018,26/08/17,Caen,Metz,1,0,16,9,4,2,9,3,11,16,2,2,0,0,H,0,0,D,1.85,3.4,4.75,1.78,3.5,5,1.85,3.4,4.1
ligue-1,2017-2018,26/08/17,Dijon,Montpellier,2,1,7,11,2,2,2,4,18,14,2,2,0,0,H,1,0,H,2.55,3.2,2.88,2.6,3.2,2.85,2.6,3.1,2.7
ligue-1,2017-2018,26/08/17,Nantes,Lyon,0,0,6,16,2,3,1,8,13,11,1,1,0,0,D,0,0,D,3.6,3.4,2.1,3.5,3.5,2.1,3.75,3.2,2
ligue-1,2017-2018,26/08/17,Toulouse,Rennes,3,2,11,14,7,3,3,4,19,22,4,3,0,1,H,1,1,D,2.3,3.1,3.4,2.3,3.1,3.4,2.2,3.1,3.3
ligue-1,2017-2018,27/08/17,Angers,Lille,1,1,11,13,2,3,7,1,10,10,2,5,0,0,D,0,0,D,2.25,3.1,3.5,2.2,3.2,3.5,2.3,3.1,3.1
ligue-1,2017-2018,27/08/17,Guingamp,Strasbourg,2,0,14,15,6,3,2,7,12,14,1,2,0,0,H,0,0,D,1.91,3.4,4.33,1.91,3.5,4.1,2,3.2,3.75
ligue-1,2017-2018,27/08/17,Monaco,Marseille,6,1,14,10,8,3,1,1,11,14,2,3,0,0,H,4,0,H,1.62,4,5.5,1.6,4.1,5.5,1.6,3.6,5.6
ligue-1,2017-2018,08/09/17,Lille,Bordeaux,0,0,8,17,2,1,5,3,11,13,2,4,1,0,D,0,0,D,3,3.3,2.45,2.85,3.25,2.55,2.65,3.1,2.65
ligue-1,2017-2018,08/09/17,Metz,Paris SG,1,5,8,23,1,12,6,7,10,8,0,1,1,0,A,1,1,D,19,10,1.13,26,9.5,1.1,15,7,1.15
ligue-1,2017-2018,09/09/17,Caen,Dijon,2,1,12,9,3,4,8,3,19,17,1,2,1,0,H,1,1,D,2.05,3.2,4,2.05,3.25,3.9,2,3.2,3.75
ligue-1,2017-2018,09/09/17,Montpellier,Nantes,0,1,11,12,3,4,8,3,7,12,1,2,1,0,A,0,0,D,2.15,3.2,3.8,2.2,3.1,3.6,2.2,3.1,3.3
ligue-1,2017-2018,09/09/17,Nice,Monaco,4,0,9,11,5,1,2,11,19,14,2,2,0,0,H,2,0,H,4.75,3.6,1.8,4.5,3.75,1.78,3.9,3.35,1.9
ligue-1,2017-2018,09/09/17,Strasbourg,Amiens,0,1,10,8,3,3,6,0,22,14,1,3,1,0,A,0,1,A,2,3.2,4.2,2.05,3.25,3.9,2.2,3.1,3.3
ligue-1,2017-2018,09/09/17,Troyes,Toulouse,0,0,11,7,3,0,4,1,12,13,2,3,0,0,D,0,0,D,2.88,3.2,2.6,2.85,3.25,2.55,2.8,3.1,2.5
ligue-1,2017-2018,10/09/17,Lyon,Guingamp,2,1,12,13,4,6,3,6,16,16,2,2,0,0,H,1,0,H,1.4,4.75,8.5,1.36,5.25,7.75,1.42,4.2,7.6
ligue-1,2017-2018,10/09/17,Marseille,Rennes,1,3,10,17,4,4,5,2,18,14,6,1,0,0,A,0,2,A,1.67,4,5,1.67,3.9,5.25,1.6,3.6,5.6
ligue-1,2017-2018,10/09/17,St Etienne,Angers,1,1,8,15,4,6,1,3,9,19,3,2,1,1,D,1,1,D,2.15,3.2,3.75,2.15,3.1,3.8,2,3.2,3.75
ligue-1,2017-2018,15/09/17,Toulouse,Bordeaux,0,1,16,14,5,4,3,9,17,10,3,1,0,0,A,0,0,D,2.9,3.1,2.5,2.9,3.25,2.5,2.6,3.2,2.6
ligue-1,2017-2018,16/09/17,Dijon,St Etienne,0,1,18,16,7,6,1,4,13,14,3,3,0,0,A,0,0,D,3,3.2,2.5,3.1,3.2,2.4,2.9,3.15,2.4
ligue-1,2017-2018,16/09/17,Guingamp,Lille,1,0,20,10,4,5,8,8,8,17,1,1,0,0,H,0,0,D,2.15,3.3,3.5,2.15,3.2,3.7,2.2,3.1,3.3
ligue-1,2017-2018,16/09/17,Monaco,Strasbourg,3,0,14,10,5,1,5,5,13,12,2,2,0,0,H,1,0,H,1.18,7.5,15,1.19,7,15,1.22,5.5,12
ligue-1,2017-2018,16/09/17,Nantes,Caen,1,0,8,8,4,1,4,3,12,12,0,2,0,0,H,0,0,D,1.95,3.25,4.33,1.95,3.3,4.25,2,3.2,3.75
ligue-1,2017-2018,16/09/17,Troyes,Montpellier,0,1,7,9,0,3,2,6,19,10,3,3,1,0,A,0,1,A,2.8,3.2,2.7,2.65,3.1,2.85,2.5,3.1,2.8
ligue-1,2017-2018,17/09/17,Amiens,Marseille,0,2,8,22,3,6,6,3,11,15,2,3,0,0,A,0,0,D,4,3.2,2.05,4,3.3,2,3.45,3.15,2.1
ligue-1,2017-2018,17/09/17,Angers,Metz,0,1,18,10,5,5,4,5,14,14,1,3,0,0,A,0,0,D,1.5,4,7.5,1.5,4,7.25,1.65,3.5,5.3
ligue-1,2017-2018,17/09/17,Paris SG,Lyon,2,0,14,12,5,5,9,4,11,13,3,2,0,0,H,0,0,D,1.17,7.5,17,1.17,7.25,17.5,1.2,5.8,13
ligue-1,2017-2018,17/09/17,Rennes,Nice,0,1,17,6,4,3,6,5,17,17,1,5,0,0,A,0,0,D,2.3,3.2,3.3,2.35,3.25,3.2,2.5,3.1,2.8
ligue-1,2017-2018,22/09/17,Lille,Monaco,0,4,11,12,2,7,1,1,18,14,1,2,0,0,A,0,2,A,4.75,3.8,1.7,4.75,3.8,1.75,4.5,3.5,1.75
ligue-1,2017-2018,22/09/17,Nice,Angers,2,2,17,15,3,6,8,1,13,18,4,2,0,0,D,1,2,A,1.8,3.5,4.5,1.8,3.5,4.75,1.75,3.4,4.65
ligue-1,2017-2018,23/09/17,Bordeaux,Guingamp,3,1,21,10,8,4,5,2,14,14,4,2,0,0,H,1,0,H,1.73,3.5,5.5,1.75,3.6,5,1.6,3.6,5.6
ligue-1,2017-2018,23/09/17,Caen,Amiens,1,0,17,2,4,0,7,3,14,19,1,2,0,0,H,0,0,D,1.85,3.3,4.75,1.9,3.4,4.4,1.9,3.35,3.9
ligue-1,2017-2018,23/09/17,Lyon,Dijon,3,3,20,11,6,6,8,1,17,19,1,5,0,0,D,1,1,D,1.29,5.75,10,1.26,6.25,10.5,1.3,5,9
ligue-1,2017-2018,23/09/17,Metz,Troyes,0,1,15,9,7,2,5,4,11,12,3,3,0,1,A,0,0,D,2,3.3,4,2.15,3.2,3.7,2.1,3.15,3.45
